
[00:00:00.000 --> 00:00:02.000]  再一次歡迎各位
[00:00:02.000 --> 00:00:06.460]  有健康的身體 健康的靈命
[00:00:06.460 --> 00:00:12.040]  來一齊享受在主裡面的溫暖
[00:00:12.040 --> 00:00:15.800]  剛才讀的經文
[00:00:15.800 --> 00:00:20.720]  提供了今天訊息的內容
[00:00:20.720 --> 00:00:27.200]  「炎和國」是今天的講題
[00:00:29.920 --> 00:00:32.680]  求神藉著今天的訊息
[00:00:32.680 --> 00:00:35.680]  幫助我們認識每一天
[00:00:35.680 --> 00:00:42.560]  我們的生活必須有明確的目的
[00:00:42.560 --> 00:00:45.960]  和好的行為
[00:00:45.960 --> 00:00:51.120]  讓神得到榮耀
[00:00:51.120 --> 00:00:58.200]  一直到行完我們在這個世界的路程
[00:01:00.160 --> 00:01:04.760]  和主耶穌面對面的那一天
[00:01:04.760 --> 00:01:15.760]  希臘人研究到死海的鹽
[00:01:15.760 --> 00:01:17.840]  是有特別的用途
[00:01:17.840 --> 00:01:28.800]  所以他們稱這些鹽是神靈鹽
[00:01:29.920 --> 00:01:31.920]  Divine Salt
[00:01:31.920 --> 00:01:40.520]  因為希臘人用鹽醫治很多的病
[00:01:40.520 --> 00:01:42.840]  他們就用兩條蛇
[00:01:42.840 --> 00:01:48.360]  和他們醫學的神靈
[00:01:48.360 --> 00:01:52.320]  叫做漢默士
[00:01:52.320 --> 00:01:57.560]  作為他們醫治病人的標誌
[00:01:59.560 --> 00:02:01.040]  各位有沒有留意到
[00:02:01.040 --> 00:02:07.560]  很多醫療部門都用這個標誌
[00:02:07.560 --> 00:02:20.680]  羅馬人認為沒有什麼比陽光和鹽更加重要
[00:02:20.680 --> 00:02:28.000]  這個想法是因為受到兩種不同的信仰的影響
[00:02:30.040 --> 00:02:33.120]  就是羅馬人拜的太陽神
[00:02:33.120 --> 00:02:41.080]  希臘人拜的漢默士神
[00:02:41.080 --> 00:02:47.160]  就是剛才給大家看到的漢默士神
[00:02:47.160 --> 00:02:57.920]  所以羅馬人認為沒有什麼比陽光和鹽更加重要
[00:03:00.040 --> 00:03:04.040]  因為第一世紀的羅馬時代的信徒
[00:03:04.040 --> 00:03:11.640]  生活在這樣的社會文化背景裡面
[00:03:11.640 --> 00:03:22.040]  所以耶穌就用鹽和光來引出靈命上的教訓
[00:03:22.040 --> 00:03:26.680]  剛才讀的經文
[00:03:27.680 --> 00:03:32.000]  描寫出今天訊息的兩個重點
[00:03:32.000 --> 00:03:34.640]  第一個重點
[00:03:34.640 --> 00:03:39.200]  信徒是地上的鹽
[00:03:39.200 --> 00:03:42.240]  第二個重點
[00:03:42.240 --> 00:03:46.880]  信徒是世上的光
[00:03:46.880 --> 00:03:55.120]  求聖靈幫助我們明白這兩個重點
[00:03:55.120 --> 00:03:57.120]  請我們低頭祈禱
[00:03:58.560 --> 00:04:05.080]  請主耶穌求祢的靈幫助我們在短短的時間內
[00:04:05.080 --> 00:04:09.240]  能夠在我們心裡面動功
[00:04:09.240 --> 00:04:11.960]  讓我們明白祢給我們的教導
[00:04:11.960 --> 00:04:13.480]  奉主耶穌的名
[00:04:13.480 --> 00:04:14.120]  阿們
[00:04:14.120 --> 00:04:24.840]  今天希望用兩個重點來解釋清楚訊息的內容
[00:04:27.160 --> 00:04:28.360]  第一個重點
[00:04:28.360 --> 00:04:30.600]  有用的鹽
[00:04:30.600 --> 00:04:35.840]  用途有兩個
[00:04:35.840 --> 00:04:39.280]  第一個
[00:04:39.280 --> 00:04:42.080]  調味和諧
[00:04:42.080 --> 00:04:51.720]  比喻人和人之間過一個和諧的生活
[00:04:56.920 --> 00:04:59.560]  第二個防止腐爛
[00:04:59.560 --> 00:05:06.680]  防止變壞腐爛的人心
[00:05:06.680 --> 00:05:10.960]  第二個重點
[00:05:10.960 --> 00:05:14.000]  明亮的光
[00:05:14.000 --> 00:05:18.720]  在自然界裡面
[00:05:18.720 --> 00:05:25.440]  光可以放出熱能、電能、化學能
[00:05:27.520 --> 00:05:30.400]  幫助萬物生長
[00:05:30.400 --> 00:05:33.920]  在屬靈界裡面
[00:05:33.920 --> 00:05:39.560]  被主耶穌的光照的信徒
[00:05:39.560 --> 00:05:43.800]  在靈明上面得到掌盡
[00:05:43.800 --> 00:05:49.520]  這個重點也都包括兩方面
[00:05:49.520 --> 00:05:55.120]  光照的特質
[00:05:57.920 --> 00:06:01.680]  真光照入人心的時候
[00:06:01.680 --> 00:06:06.360]  啟示到人的生命有目的
[00:06:06.360 --> 00:06:10.480]  人的生命有價值
[00:06:10.480 --> 00:06:17.600]  第二方面
[00:06:17.600 --> 00:06:21.040]  光照人前
[00:06:21.040 --> 00:06:25.160]  憑著我們全福音
[00:06:26.360 --> 00:06:29.840]  使到光照在人間
[00:06:29.840 --> 00:06:35.320]  現在說有用的鹽
[00:06:35.320 --> 00:06:37.080]  第一個用途
[00:06:37.080 --> 00:06:42.400]  調味和諧
[00:06:42.400 --> 00:06:48.600]  鹽加食物之味
[00:06:48.600 --> 00:06:53.760]  比喻信徒有美好的見證
[00:06:54.640 --> 00:06:58.080]  就加添了教會的溫暖
[00:06:58.080 --> 00:07:12.080]  信徒必須藉著祈禱、讀經、默禱
[00:07:12.080 --> 00:07:20.720]  使到內心純潔
[00:07:20.720 --> 00:07:23.480]  行事為人
[00:07:24.800 --> 00:07:28.680]  得到神和人的喜悅
[00:07:28.680 --> 00:07:34.040]  這樣的信徒
[00:07:34.040 --> 00:07:41.000]  自然會使到教會成為一個溫暖的家庭
[00:07:41.000 --> 00:07:47.840]  吸引人來聽福音
[00:07:47.840 --> 00:07:52.640]  和信上帝
[00:07:55.640 --> 00:07:57.360]  耶穌教導門徒
[00:07:57.360 --> 00:08:01.360]  我們要有鹽的聖能
[00:08:01.360 --> 00:08:08.400]  和睦地一起努力侍奉神
[00:08:08.400 --> 00:08:11.400]  榮耀神
[00:08:17.480 --> 00:08:27.160]  鹽本是好的,若失了鹹味,你們怎能用它調味呢?
[00:08:27.160 --> 00:08:31.560]  你們中間要有鹽
[00:08:31.560 --> 00:08:35.360]  彼此和睦
[00:08:35.360 --> 00:08:40.720]  馬太福音第五章
[00:08:40.720 --> 00:08:48.520]  亦記載耶穌這樣教導我們:使人和睦的人有福了
[00:08:48.520 --> 00:08:53.400]  因為他們必稱為神的兒子
[00:08:53.400 --> 00:09:02.960]  這樣我們才會彼此稱為弟兄姊妹
[00:09:04.960 --> 00:09:10.960]  這樣我們才會彼此稱為弟兄姊妹
[00:09:10.960 --> 00:09:20.160]  我們稱為弟兄姊妹才有意思
[00:09:20.160 --> 00:09:24.760]  否則我們稱弟兄姊妹是枉然的
[00:09:24.760 --> 00:09:34.360]  信徒外在有好的儀態
[00:09:35.760 --> 00:09:40.960]  有些似企鵝的可愛作風
[00:09:40.960 --> 00:09:46.960]  吸引了很多動物來做他們的朋友
[00:09:46.960 --> 00:09:55.960]  信徒加上內在有好的涵養
[00:09:55.960 --> 00:09:59.560]  好像鹽的作用
[00:10:00.760 --> 00:10:05.360]  能夠促進和睦相處的氣氛
[00:10:05.360 --> 00:10:13.760]  自然會吸引其他人來加入這個溫暖的教會
[00:10:13.760 --> 00:10:19.960]  一同行走這條長遠的世界的路程
[00:10:24.160 --> 00:10:32.560]  和睦相處、彼此相愛是溫暖教會的實質
[00:10:32.560 --> 00:10:43.160]  約翰一書第四章約翰解釋實質的重點
[00:10:46.960 --> 00:10:54.560]  我們應當彼此相愛,因為愛是從神來的
[00:10:54.560 --> 00:11:03.960]  凡有愛心的都是由神而生,並且認識神
[00:11:03.960 --> 00:11:13.160]  有愛,你就是認識神
[00:11:17.360 --> 00:11:28.160]  《喜樂時光》是二零二五年出版的一本非常暢銷的著作
[00:11:28.160 --> 00:11:38.960]  作者是研究如何避免衰老的醫學教授
[00:11:43.160 --> 00:11:51.160]  他指出喜樂的要素和性格培養的要點
[00:11:51.160 --> 00:12:00.960]  喜樂的要素要有智慧,認識耶和華是智慧的開端
[00:12:00.960 --> 00:12:08.160]  要有愛心,要積極做事
[00:12:10.960 --> 00:12:18.160]  事事存在感恩的心,和藹仁慈待人
[00:12:18.160 --> 00:12:22.160]  性格要怎樣培養
[00:12:22.160 --> 00:12:28.560]  作者說我們要慢慢成長
[00:12:28.560 --> 00:12:33.560]  我們要有一個慷慨的性格
[00:12:37.560 --> 00:12:44.160]  適應歡樂或者憂傷的環境
[00:12:44.160 --> 00:12:48.760]  因為有神在看顧
[00:12:48.760 --> 00:12:58.560]  歡喜和外人交往為了傳福音的緣故
[00:13:01.560 --> 00:13:08.760]  作者指出喜樂的要素和性格培養的要點
[00:13:08.760 --> 00:13:16.560]  如果你們需要的話,我可以寄給你們
[00:13:16.560 --> 00:13:25.560]  作者特別強調,他說喜樂不可以裝在罐內
[00:13:25.560 --> 00:13:29.560]  隨時拿出來就好像很喜樂
[00:13:31.560 --> 00:13:34.560]  當你在困苦、憂傷的時候
[00:13:34.560 --> 00:13:40.960]  要記得喜樂的來源是由神傳來
[00:13:40.960 --> 00:13:49.160]  這樣就可以幫助你追求喜樂的心態
[00:13:49.160 --> 00:13:55.560]  我相信聖靈必定會引導神的兒女
[00:13:56.360 --> 00:14:04.560]  在人生的路程上常常享受到喜樂的時光
[00:14:04.560 --> 00:14:10.560]  不論在家裡或者在教會
[00:14:10.560 --> 00:14:20.560]  最先使外面的人從人與人對話裡
[00:14:20.560 --> 00:14:24.560]  見證到是不是一個溫暖的家庭
[00:14:26.560 --> 00:14:29.560]  最主要有兩個態度
[00:14:29.560 --> 00:14:34.560]  好像雅各在《雅各書》第一章的教導
[00:14:34.560 --> 00:14:40.560]  快快地聽,慢慢地說
[00:14:40.560 --> 00:14:49.560]  快快地聽,慢慢地說
[00:14:52.560 --> 00:14:59.560]  著名的文學家和哲學家Mortimer Adler
[00:14:59.560 --> 00:15:04.560]  他寫了一本非常非常流行的著作
[00:15:04.560 --> 00:15:12.560]  《如何講如何聽》
[00:15:17.560 --> 00:15:22.560]  各位,我不覺得我自己懂得講
[00:15:22.560 --> 00:15:25.560]  我又不覺得我自己懂得聽
[00:15:25.560 --> 00:15:28.560]  所以我讀這本書
[00:15:28.560 --> 00:15:31.560]  希望我能夠改進
[00:15:31.560 --> 00:15:40.560]  有一些主要的事
[00:15:40.560 --> 00:15:44.560]  特別大家留意
[00:15:46.560 --> 00:15:49.560]  要有一個有意義的對話
[00:15:49.560 --> 00:16:01.560]  使別人覺得這個教會是和諧的弟兄姊妹成立的教會
[00:16:01.560 --> 00:16:07.560]  我們對話的時候要有意義的對話
[00:16:07.560 --> 00:16:15.560]  我們要看看我們講話的時候的環境在哪裡
[00:16:17.560 --> 00:16:21.560]  講話的內容是什麼?
[00:16:21.560 --> 00:16:25.560]  有沒有意義的內容?
[00:16:25.560 --> 00:16:29.560]  講話的態度是怎樣?
[00:16:29.560 --> 00:16:38.560]  是快點講慢點聽,還是快點聽慢點講?
[00:16:38.560 --> 00:16:43.560]  講話的目的是什麼?
[00:16:44.560 --> 00:16:49.560]  是要罵人還是要向人請教?
[00:16:49.560 --> 00:16:53.560]  等等等等
[00:16:53.560 --> 00:17:03.560]  有用的鹽,第二個用途是防止腐爛
[00:17:03.560 --> 00:17:08.560]  防止食物腐爛
[00:17:09.560 --> 00:17:15.560]  有時沒有冰箱,要用鹽來保存食物
[00:17:15.560 --> 00:17:26.560]  耶穌教的門徒要先用鹽潔淨自己
[00:17:26.560 --> 00:17:34.560]  才能夠驅除信徒中間的毒
[00:17:40.560 --> 00:17:48.560]  保羅和雅各都講出那些毒是什麼?
[00:17:48.560 --> 00:17:56.560]  他們的喉嚨是敞開的墳墓
[00:17:56.560 --> 00:18:05.560]  舌頭弄鬼扎,嘴唇有毒蛇
