
[00:00:00.000 --> 00:00:04.220]  我們今天崇拜的講道來到登山補訓的最後一段
[00:00:04.220 --> 00:00:06.560]  在今次和下次崇拜裏面
[00:00:06.560 --> 00:00:08.760]  我們要繼續思想這段經文
[00:00:08.760 --> 00:00:10.440]  上帝給我們的教導
[00:00:10.440 --> 00:00:11.960]  我們再一次同心再祈禱
[00:00:11.960 --> 00:00:15.260]  我們仰望主
[00:00:15.260 --> 00:00:18.300]  主我們同心感謝祢
[00:00:18.300 --> 00:00:22.220]  因為祢賜下祢自己聖經的真理
[00:00:22.220 --> 00:00:25.280]  成為我們生命的亮光
[00:00:25.280 --> 00:00:27.260]  主啊 我們很渴望
[00:00:27.260 --> 00:00:30.380]  祢純純將天良賜給我們
[00:00:30.380 --> 00:00:32.780]  叫我們真正的爆竹
[00:00:32.780 --> 00:00:35.000]  主啊 我們知道生活上有很多事情
[00:00:35.000 --> 00:00:37.240]  有時充塞我們的心靈
[00:00:37.240 --> 00:00:41.780]  以致我們耳朵好像是蒙了一些的滋油
[00:00:41.780 --> 00:00:43.440]  好像聽不見
[00:00:43.440 --> 00:00:45.740]  主啊 求祢自己幫助我們
[00:00:45.740 --> 00:00:47.680]  不單是聽見人的聲音
[00:00:47.680 --> 00:00:49.380]  更加是在你的恩典
[00:00:49.380 --> 00:00:52.720]  在聖靈裏面聽見你自己的聲音
[00:00:52.720 --> 00:00:54.800]  我們就心靈領受
[00:00:54.800 --> 00:00:57.100]  有知道去跟隨祢
[00:00:57.100 --> 00:00:59.860]  求祢帶領引導我們
[00:00:59.860 --> 00:01:02.800]  我們祈禱奉耶穌基督 聖名求
[00:01:02.800 --> 00:01:04.980]  阿門
[00:01:04.980 --> 00:01:06.140]  我們回到《開聖經》
[00:01:06.140 --> 00:01:10.760]  《馬太福音》第七章的經文
[00:01:10.760 --> 00:01:13.420]  來到登山部分最後一段的經文
[00:01:13.420 --> 00:01:16.580]  主耶穌在第七章第十三節
[00:01:16.580 --> 00:01:18.080]  一開始祂就說
[00:01:18.080 --> 00:01:21.700]  各位你們要進閘門
[00:01:21.700 --> 00:01:24.940]  不再是停留在廳的階段
[00:01:24.940 --> 00:01:28.420]  當主耶穌在教訓門徒聖經的真理
[00:01:28.420 --> 00:01:30.460]  天國的真理的時候
[00:01:30.460 --> 00:01:33.260]  來到的時候很清楚給我們一個吩咐
[00:01:33.260 --> 00:01:34.740]  一個勉勵
[00:01:34.740 --> 00:01:38.060]  你們要進閘門
[00:01:38.060 --> 00:01:40.160]  可能你會想起在《教育聖經》
[00:01:40.160 --> 00:01:43.940]  同樣有很多神的僕人這樣呼籲我們
[00:01:43.940 --> 00:01:46.840]  摩西當他快臨終的時候
[00:01:46.840 --> 00:01:48.900]  你會記得他跟一班以色列人說
[00:01:48.900 --> 00:01:50.700]  很重要的說話
[00:01:50.700 --> 00:01:57.100]  「我將生與死 禍與福 陳明在你們面前」
[00:01:57.100 --> 00:01:59.740]  「你們要揀選生命」
[00:01:59.740 --> 00:02:03.940]  「叫你們和你們的子孫可以存活」
[00:02:03.940 --> 00:02:06.540]  在人生的路上有很多的抉擇
[00:02:06.540 --> 00:02:10.460]  神呼籲我們去揀選生命
[00:02:10.460 --> 00:02:15.500]  以致我們能夠得到真正神給我們的祝福
[00:02:15.500 --> 00:02:22.900]  也提醒我們這種揀選正正反映出在我們日常的生活裡
[00:02:22.900 --> 00:02:26.780]  日常的生活裡怎樣也要做出不同的抉擇
[00:02:26.780 --> 00:02:29.620]  以致你會進入救恩的門
[00:02:29.620 --> 00:02:33.060]  而且一路在裡面 一路的成長
[00:02:33.060 --> 00:02:35.860]  繼續在神的道裡面
[00:02:35.860 --> 00:02:39.380]  揀選生命 作出人生的抉擇
[00:02:39.380 --> 00:02:40.860]  進入閘門
[00:02:40.860 --> 00:02:43.780]  正是主耶穌對我們的吩咐
[00:02:43.780 --> 00:02:45.540]  在《閱經文》大家會看到
[00:02:45.540 --> 00:02:48.980]  已經有兩個很清楚的比喻給我們看到
[00:02:48.980 --> 00:02:51.460]  大家都會讀《閱經文》會知道
[00:02:51.460 --> 00:02:54.780]  很清楚地在說第一個比喻是
[00:02:54.780 --> 00:02:58.100]  閘門和永生的路
[00:02:58.100 --> 00:03:02.020]  另一個是一條寬的門 大的路
[00:03:02.020 --> 00:03:03.700]  去到死亡的路
[00:03:03.700 --> 00:03:06.340]  一個路的比喻
[00:03:06.340 --> 00:03:08.420]  而下面就提及到另一個比喻
[00:03:08.420 --> 00:03:11.020]  就是好樹結好果子
[00:03:11.020 --> 00:03:13.980]  壞樹結壞果子的比喻
[00:03:13.980 --> 00:03:16.980]  我們一起看看這兩段經文
[00:03:16.980 --> 00:03:19.940]  在正經裡面第十三節
[00:03:19.940 --> 00:03:22.020]  正經就說「你們當進閘門
[00:03:22.020 --> 00:03:24.580]  因為引導滅亡的門是寬的
[00:03:24.580 --> 00:03:28.780]  路是大的 進去的人也多」
[00:03:28.780 --> 00:03:31.940]  但同樣一個事實就是
[00:03:31.940 --> 00:03:35.300]  「但引導生命的門是窄的
[00:03:35.300 --> 00:03:40.740]  路是少的 穩著的人也都是很少」
[00:03:40.740 --> 00:03:43.980]  這裡提到的寬門 大路
[00:03:43.980 --> 00:03:47.220]  有閘門和小路
[00:03:47.220 --> 00:03:49.820]  很寬的門 大家自然會知道
[00:03:49.820 --> 00:03:54.860]  很多人很自然就進入了寬的門
[00:03:54.860 --> 00:03:57.500]  如果你有時候去過一些城市
[00:03:57.500 --> 00:03:59.140]  特別在中國很多城市
[00:03:59.140 --> 00:04:01.900]  都有一些步行街
[00:04:01.900 --> 00:04:03.860]  本來在走一條馬路
[00:04:03.860 --> 00:04:05.140]  外面很多車
[00:04:05.140 --> 00:04:07.860]  一條小小的行人道
[00:04:07.860 --> 00:04:09.500]  你走上去的時候很多人
[00:04:09.500 --> 00:04:12.460]  所以大家都很小心不會碰撞到別人
[00:04:12.460 --> 00:04:13.940]  一進去步行街的時候
[00:04:13.940 --> 00:04:15.580]  發覺中間沒有車
[00:04:15.580 --> 00:04:18.420]  一條大的馬路可以讓你自由地走
[00:04:18.420 --> 00:04:21.580]  你會覺得很舒服 很方便
[00:04:21.580 --> 00:04:24.900]  在裡面到處走
[00:04:24.900 --> 00:04:27.460]  一條大路是會方便的
[00:04:27.460 --> 00:04:29.260]  是會感覺舒適的
[00:04:29.260 --> 00:04:33.740]  很多人都會很自然就走進大路上
[00:04:33.740 --> 00:04:35.180]  這是正經所說的
[00:04:35.180 --> 00:04:39.060]  生活上一種很自然的吸引
[00:04:39.060 --> 00:04:41.340]  但同時也說到一個事實
[00:04:41.340 --> 00:04:43.220]  是有一條小路
[00:04:43.220 --> 00:04:44.860]  這條小路你剛才讀的時候
[00:04:44.860 --> 00:04:48.460]  你會留意到這條小路不單是小路
[00:04:48.460 --> 00:04:52.820]  而且找著的人也很少
[00:04:52.820 --> 00:04:54.340]  很多人找不到
[00:04:54.340 --> 00:04:57.380]  因為這條路不是很顯眼
[00:04:57.380 --> 00:04:59.260]  可能你會走過山
[00:04:59.260 --> 00:05:01.140]  一路走山的時候
[00:05:01.140 --> 00:05:03.700]  明明知道這條路通去另一邊
[00:05:03.700 --> 00:05:09.420]  但發覺走完之後漏了路口
[00:05:09.420 --> 00:05:11.660]  可能路口很窄 很小
[00:05:11.660 --> 00:05:13.180]  有些草在旁邊
[00:05:13.180 --> 00:05:15.540]  你不察覺這條路
[00:05:15.540 --> 00:05:17.540]  所以你就照樣走過
[00:05:17.540 --> 00:05:19.380]  走完之後才發覺
[00:05:19.380 --> 00:05:23.220]  是錯過了 是漏了這條路
[00:05:23.220 --> 00:05:24.540]  剛才提到這條小路
[00:05:24.540 --> 00:05:28.660]  很多時候我們是會忘記了
[00:05:28.660 --> 00:05:32.820]  或者是疏忽了而沒有進去
[00:05:32.820 --> 00:05:36.100]  而且就算這條小路你看到的時候
[00:05:36.100 --> 00:05:39.620]  你會發覺有些時候
[00:05:39.620 --> 00:05:44.580]  走上去也可以走出來
[00:05:44.580 --> 00:05:47.460]  我記得有一次在內地
[00:05:47.460 --> 00:05:49.100]  一間教會講道
[00:05:49.100 --> 00:05:52.660]  講完之後他們送了一個很大的繪圖給我
[00:05:52.660 --> 00:05:56.220]  差不多三、四尺高的繪圖
[00:05:56.220 --> 00:05:58.340]  我一看的時候發覺這幅圖畫
[00:05:58.340 --> 00:06:00.060]  是寫著四個大字
[00:06:00.060 --> 00:06:04.740]  寫著寬宅路圖 圖畫的圖
[00:06:04.740 --> 00:06:07.940]  然後裏面畫了一條大路
[00:06:07.940 --> 00:06:09.620]  旁邊有一條小路
[00:06:09.620 --> 00:06:11.780]  大路旁邊有很多小的人
[00:06:11.780 --> 00:06:13.980]  畫了很多生活的百態
[00:06:13.980 --> 00:06:15.620]  很多人生的處境
[00:06:15.620 --> 00:06:18.180]  旁邊有一些小的經文
[00:06:18.180 --> 00:06:22.340]  原來是很早期的宣教士所畫的一幅圖畫
[00:06:22.340 --> 00:06:23.500]  現在很多書局
[00:06:23.500 --> 00:06:26.300]  在內地的書局也有賣
[00:06:26.300 --> 00:06:27.780]  我小心看的時候發覺
[00:06:27.780 --> 00:06:30.220]  那條小路講述很多的人
[00:06:30.220 --> 00:06:34.020]  他們跟隨上帝遇到不少的困難
[00:06:34.020 --> 00:06:35.980]  付出代價
[00:06:35.980 --> 00:06:37.100]  因此我再看的時候
[00:06:37.100 --> 00:06:39.100]  發覺小路有些再小的路
[00:06:39.100 --> 00:06:41.460]  是引了向大路
[00:06:41.460 --> 00:06:43.780]  然後旁邊列了一些經文
[00:06:43.780 --> 00:06:48.260]  就提到人如何離棄上帝
[00:06:48.260 --> 00:06:52.420]  跌倒轉入大路的情況
[00:06:52.420 --> 00:06:54.980]  沒錯 小路好像很難找得出來
[00:06:54.980 --> 00:06:55.860]  走上去之後
[00:06:55.860 --> 00:06:57.620]  有些時候又會不知不覺
[00:06:57.620 --> 00:06:59.780]  有時會走到大路
[00:06:59.780 --> 00:07:05.780]  而失去了小路所帶來的神秘人的恩惠
[00:07:05.780 --> 00:07:06.700]  或者你問
[00:07:06.700 --> 00:07:08.580]  究竟小路是甚麼呢
[00:07:08.580 --> 00:07:11.020]  這條窄的路是甚麼來的呢
[00:07:11.020 --> 00:07:12.940]  為甚麼會不察覺呢
[00:07:12.940 --> 00:07:16.940]  為甚麼這麼艱難走這條路呢
[00:07:16.940 --> 00:07:18.700]  一個很明顯的情況就是
[00:07:18.700 --> 00:07:22.860]  這條小路是要付出代價的
[00:07:22.860 --> 00:07:26.620]  是要你付出代價在上面走
[00:07:26.620 --> 00:07:30.580]  是有人給你很清楚的指引
[00:07:30.580 --> 00:07:33.460]  按照神的指引來走出來的
[00:07:33.460 --> 00:07:34.340]  甚至有些時候
[00:07:34.340 --> 00:07:35.900]  神要你走一些的路
[00:07:35.900 --> 00:07:38.060]  是要你去馴服祂
[00:07:38.060 --> 00:07:40.140]  甚至要付代價
[00:07:40.140 --> 00:07:43.500]  是會有艱難的時刻
[00:07:43.500 --> 00:07:46.260]  以至你繼續可以走在小路上面
