
[00:00:00.000 --> 00:00:01.500]  艱難的日子
[00:00:01.500 --> 00:00:03.400]  我估計沒有人沒有面對
[00:00:03.400 --> 00:00:04.880]  我們人人都會有
[00:00:04.880 --> 00:00:08.640]  不論我們現在的成年人
[00:00:08.640 --> 00:00:10.040]  或者年輕一點的時候
[00:00:10.040 --> 00:00:14.200]  都有我們那個時候所理解、認識的艱難日子
[00:00:14.200 --> 00:00:15.920]  但是艱難日子怎麼發生
[00:00:15.920 --> 00:00:17.340]  怎麼渡過是一件事
[00:00:17.340 --> 00:00:18.400]  過了之後
[00:00:18.400 --> 00:00:19.200]  你學到什麼
[00:00:19.200 --> 00:00:20.000]  你怎麼理解
[00:00:20.000 --> 00:00:21.240]  是另一件事
[00:00:21.240 --> 00:00:24.260]  你可以完事之後帶著埋怨
[00:00:24.260 --> 00:00:25.520]  帶著投訴
[00:00:25.520 --> 00:00:27.080]  帶著憤恨
[00:00:27.080 --> 00:00:27.860]  仇視
[00:00:27.860 --> 00:00:28.560]  什麼都可以
[00:00:28.560 --> 00:00:31.340]  也都可以在這些艱難日子裡面
[00:00:31.340 --> 00:00:32.420]  找到上帝
[00:00:32.420 --> 00:00:33.820]  認識神
[00:00:33.820 --> 00:00:36.000]  帶著經歷上帝的供應
[00:00:36.000 --> 00:00:38.100]  上帝怎麼繼續有工作
[00:00:38.100 --> 00:00:39.920]  怎麼繼續在金錢上
[00:00:39.920 --> 00:00:41.600]  或者人際關係上的事情
[00:00:41.600 --> 00:00:42.860]  神一路給你
[00:00:42.860 --> 00:00:44.700]  這些成為了你的安慰
[00:00:44.700 --> 00:00:47.040]  患難中得安慰
[00:00:47.040 --> 00:00:49.980]  這是我們在艱難裡面值得學習的
[00:00:49.980 --> 00:00:52.460]  每一個人的困難都不同
[00:00:52.460 --> 00:00:53.460]  我要說我的
[00:00:53.460 --> 00:00:54.180]  說你的
[00:00:54.180 --> 00:00:55.940]  我估計一直說到一點
[00:00:55.940 --> 00:00:57.100]  我們都還沒散場
[00:00:57.100 --> 00:00:59.660]  所以我看到大家還在聊
[00:00:59.660 --> 00:01:00.260]  我鼓勵你
[00:01:00.260 --> 00:01:01.300]  完了可以繼續分享
[00:01:01.300 --> 00:01:01.900]  最重要
[00:01:01.900 --> 00:01:03.100]  裡面見到上帝
[00:01:03.100 --> 00:01:04.460]  最重要裡面見到上帝
[00:01:04.460 --> 00:01:06.000]  不是因為一些患難
[00:01:06.000 --> 00:01:07.340]  我最辛苦的事情完了之後
[00:01:07.340 --> 00:01:09.980]  後來就帶來一些不需要的回應
[00:01:09.980 --> 00:01:12.740]  我前幾天有機會跟一個朋友吃飯
[00:01:12.740 --> 00:01:14.280]  沒有預計的
[00:01:14.280 --> 00:01:16.500]  突然間我講到人生最辛苦的日子
[00:01:16.500 --> 00:01:18.260]  他突然間跟我說
[00:01:18.260 --> 00:01:19.640]  人生最辛苦的日子
[00:01:19.640 --> 00:01:22.460]  就是我在中四的時候開始了
[00:01:22.460 --> 00:01:25.020]  中四這麼辛苦
[00:01:25.020 --> 00:01:25.740]  什麼事啊
[00:01:25.740 --> 00:01:26.900]  就是中四的時間
[00:01:26.900 --> 00:01:29.780]  我爸爸送我去英國讀書
[00:01:29.780 --> 00:01:31.380]  4、5、6、7
[00:01:31.380 --> 00:01:32.980]  都在寄宿學校
[00:01:32.980 --> 00:01:34.300]  那裡其實不是學校
[00:01:34.300 --> 00:01:35.660]  是監倉而已
[00:01:35.660 --> 00:01:37.220]  這麼厲害?
[00:01:37.220 --> 00:01:37.740]  是啊
[00:01:37.740 --> 00:01:39.580]  可能你稍微知道你的朋友
[00:01:39.580 --> 00:01:40.660]  或者你自己讀的那些
[00:01:40.660 --> 00:01:42.860]  都會知道是哪一類型的
[00:01:42.860 --> 00:01:45.260]  去到那裡
[00:01:45.260 --> 00:01:46.340]  只有一個小鎮
[00:01:46.340 --> 00:01:47.300]  隔壁就是學校
[00:01:47.300 --> 00:01:48.380]  扛著所有東西
[00:01:48.380 --> 00:01:50.980]  每一課都竟然有人接待
[00:01:50.980 --> 00:01:54.100]  每一晚都一定有人管著我
[00:01:54.100 --> 00:01:55.420]  最絕的一件事就是
[00:01:55.420 --> 00:01:56.620]  在我的時代
[00:01:56.620 --> 00:01:59.980]  他們已經可以有一晚我不回家
[00:01:59.980 --> 00:02:01.860]  就馬上打電話給我爸爸
[00:02:01.860 --> 00:02:02.740]  就是香港的爸爸
[00:02:02.740 --> 00:02:04.700]  然後就來煩我
[00:02:04.700 --> 00:02:06.500]  我簡直是最淒涼的
[00:02:06.500 --> 00:02:09.340]  就是那幾年寄宿的高中生活
[00:02:09.340 --> 00:02:10.460]  講了很久很久
[00:02:10.460 --> 00:02:11.980]  就繼續聽他講
[00:02:11.980 --> 00:02:13.820]  講完之後我問
[00:02:13.820 --> 00:02:15.980]  咦?都二十多年了
[00:02:15.980 --> 00:02:17.020]  都過了
[00:02:17.020 --> 00:02:17.700]  算了
[00:02:17.700 --> 00:02:19.020]  你有什麼學到呢?
[00:02:19.020 --> 00:02:21.580]  我學到一件很重要的東西
[00:02:21.580 --> 00:02:23.420]  我在剛剛的聖誕節
[00:02:23.420 --> 00:02:26.260]  我同樣帶我兒子回到母校讀書
[00:02:27.260 --> 00:02:29.580]  我們這麼多課都做得出來
[00:02:29.580 --> 00:02:33.020]  真是己所不欲
[00:02:33.020 --> 00:02:35.540]  就像剛剛說的
[00:02:35.540 --> 00:02:37.500]  難關人人都會有的
[00:02:37.500 --> 00:02:38.420]  怎麼過
[00:02:38.420 --> 00:02:39.820]  從事後我怎麼理解
[00:02:39.820 --> 00:02:41.260]  甚至他還應用
[00:02:41.260 --> 00:02:42.620]  他應用就是
[00:02:42.620 --> 00:02:44.700]  我這樣才對我兒子好
[00:02:44.700 --> 00:02:47.060]  我們怎麼應用和理解呢
[00:02:47.060 --> 00:02:48.900]  是反而更重要的
[00:02:48.900 --> 00:02:51.100]  難關裡面發生了什麼
[00:02:51.100 --> 00:02:52.060]  因為我很相信一件事
[00:02:52.060 --> 00:02:54.340]  不同人我們承受能力不同
[00:02:54.340 --> 00:02:54.940]  你明白嗎?
[00:02:54.940 --> 00:02:55.980]  有些人你告訴他
[00:02:55.980 --> 00:02:56.940]  很艱難的事情
[00:02:56.940 --> 00:02:57.460]  你覺得
[00:02:57.460 --> 00:02:58.220]  嘖
[00:02:58.220 --> 00:02:59.940]  以示執
[00:02:59.940 --> 00:03:01.220]  反過來說
[00:03:01.220 --> 00:03:02.060]  我們有時候
[00:03:02.060 --> 00:03:03.580]  覺得很艱難的事情告訴別人
[00:03:03.580 --> 00:03:04.820]  人都覺得不重要
[00:03:04.820 --> 00:03:07.540]  我估計每個人承受不同的時候
[00:03:07.540 --> 00:03:11.580]  我們沒有需要比較有多苦
[00:03:11.580 --> 00:03:12.780]  有時候在吃飯的裡面
[00:03:12.780 --> 00:03:13.780]  當大家開始生理
[00:03:13.780 --> 00:03:14.900]  我多慘呢
[00:03:14.900 --> 00:03:16.740]  不知不覺大家就像show hand那樣
[00:03:16.740 --> 00:03:18.460]  我那時候更慘
[00:03:18.460 --> 00:03:20.420]  逐件逐件拿出來
[00:03:20.420 --> 00:03:22.140]  我估計那個比較是不重要的
[00:03:22.140 --> 00:03:22.580]  真的
[00:03:22.580 --> 00:03:23.820]  真的不需要比較
[00:03:23.820 --> 00:03:26.100]  縱然各位小組訪談回應
[00:03:26.100 --> 00:03:27.580]  第一題好像是問這件事
[00:03:27.580 --> 00:03:30.460]  你生命當中有什麼難關那些
[00:03:30.460 --> 00:03:31.180]  儘管分享
[00:03:31.180 --> 00:03:32.940]  等一會兒到時候也分享一下
[00:03:32.940 --> 00:03:34.900]  你經歷裡面發生了什麼
[00:03:34.900 --> 00:03:37.100]  但是真的不需要比較
[00:03:37.100 --> 00:03:38.220]  那個比較
[00:03:38.220 --> 00:03:39.940]  這個情緒很有趣
[00:03:39.940 --> 00:03:41.620]  彷彿好像在監倉裡面
[00:03:41.620 --> 00:03:42.860]  那些人告訴別人
[00:03:42.860 --> 00:03:44.100]  我受過什麼癡癮
[00:03:44.100 --> 00:03:44.980]  鞭傷
[00:03:44.980 --> 00:03:46.860]  鬥傷痕癢
[00:03:46.860 --> 00:03:47.580]  不是
[00:03:47.580 --> 00:03:47.940]  不是
[00:03:47.940 --> 00:03:49.140]  我們不用做這件事
[00:03:49.140 --> 00:03:51.860]  反而在困難裡面
[00:03:51.860 --> 00:03:53.780]  有沒有穩住上帝
[00:03:53.780 --> 00:03:54.820]  在困難裡面
[00:03:54.820 --> 00:03:57.740]  上帝安慰你的東西
[00:03:57.740 --> 00:04:00.580]  會不會成為你日後安慰人
[00:04:00.580 --> 00:04:02.940]  一個重要的基礎呢
[00:04:02.940 --> 00:04:04.100]  我估計生命裡面
[00:04:04.100 --> 00:04:06.340]  不同的人都會有機會
[00:04:06.340 --> 00:04:07.740]  在困難度過了
[00:04:07.740 --> 00:04:09.260]  而學到一些東西
[00:04:09.260 --> 00:04:10.260]  我們學到的東西
[00:04:10.260 --> 00:04:11.860]  又會不會成為了
[00:04:11.860 --> 00:04:13.820]  去幫助未來
[00:04:13.820 --> 00:04:15.900]  有同類甚至不同類的人
[00:04:15.900 --> 00:04:19.460]  他們在困難裡面的安慰呢
[00:04:19.460 --> 00:04:20.740]  在剛剛這兩天
[00:04:20.740 --> 00:04:22.420]  其實開始都是問這些問題的
[00:04:22.420 --> 00:04:24.180]  其實很感謝神問完之後
[00:04:24.180 --> 00:04:26.860]  我對這部分電影節目的認識多了
[00:04:26.860 --> 00:04:27.940]  昨天早上裡面
[00:04:27.940 --> 00:04:29.420]  聽我們一群老後記
[00:04:29.420 --> 00:04:31.740]  說當年生病的日子
[00:04:31.740 --> 00:04:33.060]  我們當中有一個弟兄
[00:04:33.060 --> 00:04:36.100]  原來曾經肺病幾年沒有恢復
[00:04:36.100 --> 00:04:38.140]  一直在醫院裡面過
[00:04:38.140 --> 00:04:39.860]  但是感謝神又過了
[00:04:39.860 --> 00:04:40.940]  或者今天早上
[00:04:40.940 --> 00:04:42.220]  今天早上我們兩個年輕人
[00:04:42.220 --> 00:04:43.460]  他不說我不知道的
[00:04:43.460 --> 00:04:44.660]  他現在十五歲
[00:04:44.660 --> 00:04:45.860]  在六歲的時候
[00:04:45.860 --> 00:04:47.740]  就被發現腦子裡面的鈕
[00:04:47.740 --> 00:04:48.380]  開過切刀
[00:04:48.380 --> 00:04:49.420]  但是拿不完
[00:04:49.420 --> 00:04:51.700]  一直到現在還在
[00:04:51.700 --> 00:04:52.500]  感謝神
[00:04:52.500 --> 00:04:54.980]  我仍然可以上學讀書
[00:04:54.980 --> 00:04:56.220]  雖然間中因為這件事
[00:04:56.220 --> 00:04:57.460]  影響到我頭暈頭痛
[00:04:57.460 --> 00:05:00.060]  但是我仍然可以在這裡生活
[00:05:00.060 --> 00:05:02.580]  我一直在聽電影節目的見證的時候
[00:05:02.580 --> 00:05:04.820]  其實多謝你們鼓勵了我
[00:05:04.820 --> 00:05:06.500]  多謝你們鼓勵了我
[00:05:06.500 --> 00:05:09.180]  困難是給我們渡過的
[00:05:09.180 --> 00:05:11.380]  困難是給我們得到安慰
[00:05:11.380 --> 00:05:14.140]  乃至安慰他人
[00:05:14.140 --> 00:05:15.060]  本來在聖經裡面
[00:05:15.060 --> 00:05:19.100]  如果你看回《國文多號書》第一章第四節
[00:05:19.100 --> 00:05:20.700]  我應該沒有記錯號碼
[00:05:20.700 --> 00:05:22.340]  因為這次是第三次說
[00:05:22.340 --> 00:05:23.980]  是第四節
[00:05:23.980 --> 00:05:25.420]  我們在一切患難中
[00:05:25.420 --> 00:05:26.660]  祂就安慰我們
[00:05:26.660 --> 00:05:28.660]  叫我們能用神所賜的安慰
[00:05:28.660 --> 00:05:31.460]  去安慰那遭各樣患難的人
[00:05:31.460 --> 00:05:37.580]  這句話就正是剛剛說的意思
[00:05:37.580 --> 00:05:42.180]  我們生命裡面曾經都經歷過那些很難以去表達
[00:05:42.180 --> 00:05:43.540]  形容
[00:05:43.540 --> 00:05:44.900]  很嚴重的事情
[00:05:44.900 --> 00:05:47.100]  但是上帝用這些東西
[00:05:47.100 --> 00:05:48.340]  讓我們怎麼樣
[00:05:48.340 --> 00:05:51.860]  去安慰那遭各樣患難的人
[00:05:51.860 --> 00:05:53.100]  當保羅這樣寫的時候
[00:05:53.100 --> 00:05:54.060]  我會想一件事
[00:05:54.060 --> 00:05:55.700]  保羅你又試過什麼
[00:05:55.700 --> 00:05:56.660]  你這麼大患難
[00:05:56.660 --> 00:05:59.100]  很淒涼嗎
[00:05:59.100 --> 00:06:01.340]  我相信一件事就是
[00:06:01.340 --> 00:06:03.940]  沒有一個人能夠將生命的所有東西寫下來
[00:06:03.940 --> 00:06:05.940]  不過單單我們看回《少林傳》
[00:06:05.940 --> 00:06:07.900]  或者《新約》不同的記載
[00:06:07.900 --> 00:06:09.940]  保羅只是因為作仕途
[00:06:09.940 --> 00:06:12.100]  都受了不少的混亂
[00:06:12.100 --> 00:06:14.620]  不論包括他去到不同的城市宣講
[00:06:14.620 --> 00:06:16.260]  在會堂裡面被人趕走
[00:06:16.260 --> 00:06:19.060]  然後整個城市暴亂都出現了
[00:06:19.060 --> 00:06:21.100]  又或者被人誣衊
[00:06:21.100 --> 00:06:23.380]  又或者甚至被抓
[00:06:23.380 --> 00:06:25.140]  在監獄裡面
[00:06:25.140 --> 00:06:27.180]  保羅都經歷過
[00:06:27.180 --> 00:06:28.500]  所以我這麼看的時候
[00:06:28.500 --> 00:06:31.260]  保羅也不是真的隨隨便便跟你說一下
[00:06:31.260 --> 00:06:33.580]  一些很小的患難
[00:06:33.580 --> 00:06:35.540]  他應該經歷過很多很大的
[00:06:35.540 --> 00:06:37.180]  甚至在第八節裡面
[00:06:37.180 --> 00:06:38.980]  保羅沒有特別再仔細說什麼事
[00:06:38.980 --> 00:06:40.860]  在第八節裡面他說的混亂是什麼
[00:06:40.860 --> 00:06:43.740]  我不要你們不要得
[00:06:43.740 --> 00:06:46.380]  我們從前在亞細亞
[00:06:46.380 --> 00:06:48.860]  換言之保羅和修信的那些頂尖尖輩說
[00:06:48.860 --> 00:06:49.820]  我們經歷過一些事情
[00:06:49.820 --> 00:06:50.580]  你記得的
