
[00:00:00.000 --> 00:00:03.780]  今日想和大家講的題目叫做巴比倫的驕傲
[00:00:03.780 --> 00:00:06.360]  正如我們開始講以賽亞書
[00:00:06.360 --> 00:00:07.880]  我們都講到
[00:00:07.880 --> 00:00:11.440]  其實頭那三十九章很多審判的信息
[00:00:11.440 --> 00:00:15.440]  在頭那麼多卷裏面
[00:00:15.440 --> 00:00:18.520]  十四章是其中一卷很多審判的信息
[00:00:18.520 --> 00:00:20.680]  審判巴比倫的帝國
[00:00:20.680 --> 00:00:27.880]  審判亞述其他的國家
[00:00:27.880 --> 00:00:29.360]  當時是冒犯神
[00:00:29.360 --> 00:00:31.920]  因為他們每一個國家
[00:00:31.920 --> 00:00:33.840]  特別是國王當他在位的時候
[00:00:33.840 --> 00:00:36.320]  都覺得自己好像一個神明一樣
[00:00:36.320 --> 00:00:38.480]  在古代的時候很多時候都是這樣
[00:00:38.480 --> 00:00:42.400]  巴比倫是其中一個這樣的國家
[00:00:42.400 --> 00:00:46.480]  巴比倫是四大文明古國之一
[00:00:46.480 --> 00:00:49.600]  大家知不知道四大文明古國是哪四個呢
[00:00:49.600 --> 00:00:52.000]  有沒有人知道的請你舉手
[00:00:52.000 --> 00:00:53.200]  有些人知道的
[00:00:53.200 --> 00:01:01.560]  David 你講一下 埃及 印度 巴比倫 中國
[00:01:01.560 --> 00:01:03.520]  對了 全中
[00:01:03.520 --> 00:01:07.000]  巴比倫是其中一個有幾千年歷史的國家
[00:01:07.000 --> 00:01:09.200]  大概距離現在四五千年左右
[00:01:09.200 --> 00:01:11.880]  就開始在紐法拉底河那個地方
[00:01:11.880 --> 00:01:15.720]  或者米索波大米這個地區開展一個國度
[00:01:15.720 --> 00:01:18.800]  原本巴比倫只是一個小的城市
[00:01:18.800 --> 00:01:22.120]  但是慢慢發展成一個很大的一個帝國
[00:01:22.120 --> 00:01:25.200]  而這個帝國有一個舊的巴比倫王朝
[00:01:25.200 --> 00:01:27.360]  也有一個新的巴比倫王朝
[00:01:27.360 --> 00:01:29.000]  到了聖經
[00:01:29.000 --> 00:01:31.800]  當他們攻敗猶大國的時候
[00:01:31.800 --> 00:01:34.520]  是一個新的巴比倫王朝
[00:01:34.520 --> 00:01:36.960]  其實之前他們曾經被亞述攻敗
[00:01:36.960 --> 00:01:41.080]  後來他們又被波斯滅亡
[00:01:41.080 --> 00:01:43.440]  是一個很獨特的歷史
[00:01:43.440 --> 00:01:45.440]  當他強勢的時候
[00:01:45.440 --> 00:01:46.640]  待會有一幅圖給大家看
[00:01:46.640 --> 00:01:49.080]  當時他的地域是非常之大
[00:01:49.080 --> 00:01:50.680]  在鄰近的地區
[00:01:50.680 --> 00:01:52.560]  在很多國家 伊拉克
[00:01:52.560 --> 00:01:54.960]  在埃及 在中東的地方
[00:01:54.960 --> 00:01:58.960]  包括了耶路撒冷 猶太神的地方
[00:01:58.960 --> 00:02:00.480]  都是被他們統治
[00:02:00.480 --> 00:02:03.800]  一個很有權 很有能力的一個國家
[00:02:03.800 --> 00:02:05.720]  但是以暢亞書的預言
[00:02:05.720 --> 00:02:07.520]  講到他這種的敗亡
[00:02:07.520 --> 00:02:10.200]  居然在滅亡了猶大國之後幾十年
[00:02:10.200 --> 00:02:12.360]  就仍然不再復國
[00:02:12.360 --> 00:02:15.320]  這是一個神很奇怪的一個工作
[00:02:15.320 --> 00:02:16.640]  很奇妙的工作
[00:02:16.640 --> 00:02:18.400]  值得我們思想
[00:02:18.400 --> 00:02:22.120]  巴比倫這個被滅亡的情況
[00:02:22.120 --> 00:02:24.520]  和那個驕傲很有關係
[00:02:24.520 --> 00:02:25.680]  不過當我們看到經文
[00:02:25.680 --> 00:02:27.760]  下一張 麻煩你
[00:02:27.760 --> 00:02:29.720]  我們或者先讀這幾個經文
[00:02:29.720 --> 00:02:31.520]  就是今天講到的題目
[00:02:31.520 --> 00:02:33.240]  主要涉及的經文
[00:02:33.240 --> 00:02:34.360]  好 請讀
[00:02:34.360 --> 00:02:37.640]  「明亮之星 早晨之處也」
[00:02:37.640 --> 00:02:40.120]  「你何竟從這座」
[00:02:40.120 --> 00:02:42.400]  「你被攻敗而落的」
[00:02:42.400 --> 00:02:45.320]  「曠景是無可取捨」
[00:02:45.320 --> 00:02:48.920]  「取分類不切 可要穿透天堂」
[00:02:48.920 --> 00:02:51.760]  「可要保障我的好作作生」
[00:02:51.760 --> 00:02:53.320]  「同心而強」
[00:02:53.320 --> 00:02:56.120]  「可要割斷最無憾的」
[00:02:56.120 --> 00:02:58.200]  「在不方的處」
[00:02:58.200 --> 00:03:00.840]  「可要拯救好民心的」
[00:03:00.840 --> 00:03:03.400]  「可要預充在其中的」
[00:03:03.400 --> 00:03:06.280]  「以領其所溫暢」
[00:03:06.280 --> 00:03:09.440]  「到坑中的生而死」
[00:03:09.440 --> 00:03:11.080]  這裡講到一個比喻
[00:03:11.080 --> 00:03:13.040]  講到一個星
[00:03:13.040 --> 00:03:14.560]  很閃亮的星星
[00:03:14.560 --> 00:03:16.360]  它是一種很高傲的心態
[00:03:16.360 --> 00:03:17.400]  它升到最高
[00:03:17.400 --> 00:03:18.600]  跟其他星去比較
[00:03:18.600 --> 00:03:19.600]  它是最光的
[00:03:19.600 --> 00:03:20.240]  最高的
[00:03:20.240 --> 00:03:21.400]  最重要的位置
[00:03:21.400 --> 00:03:22.640]  甚至它再要升高
[00:03:22.640 --> 00:03:23.760]  因為當時候
[00:03:23.760 --> 00:03:24.800]  或者猶太人的思想
[00:03:24.800 --> 00:03:25.840]  神是最高的
[00:03:25.840 --> 00:03:27.440]  上帝是最高的地方
[00:03:27.440 --> 00:03:28.880]  要升到最高的地方
[00:03:28.880 --> 00:03:31.960]  要跟上帝至上者同等
[00:03:31.960 --> 00:03:33.320]  但是聖經這個形容
[00:03:33.320 --> 00:03:35.520]  講到它這種攀升
[00:03:35.520 --> 00:03:38.720]  但是神要它墮落到陰間裡面
[00:03:38.720 --> 00:03:40.760]  去到極深之處
[00:03:40.760 --> 00:03:42.760]  或者我們要講這個經文之前
[00:03:42.760 --> 00:03:45.080]  首先要了解這裡講的是哪一個
[00:03:45.080 --> 00:03:47.880]  有些學者相信這裡講到一個叫
[00:03:47.880 --> 00:03:48.840]  Lucifer
[00:03:48.840 --> 00:03:49.520]  路西弗
[00:03:49.520 --> 00:03:52.040]  一個是撒旦的別名
[00:03:52.040 --> 00:03:53.080]  但是在原文裡面
[00:03:53.080 --> 00:03:56.560]  這個不是一個最重要的解釋
[00:03:56.560 --> 00:03:57.960]  這個是一個
[00:03:57.960 --> 00:03:59.880]  譯本裡面出現的字眼
[00:03:59.880 --> 00:04:01.240]  未必是原文
[00:04:01.240 --> 00:04:02.760]  那個原本的意思
[00:04:02.760 --> 00:04:05.200]  所以我們看看前文下理講到
[00:04:05.200 --> 00:04:08.000]  第十四章第四節那裡開始
[00:04:08.000 --> 00:04:08.920]  下一章
[00:04:08.920 --> 00:04:10.160]  有幾節的經文
[00:04:10.160 --> 00:04:12.120]  一開始就講到你要提問
[00:04:12.120 --> 00:04:14.480]  這個詩歌講到巴比倫王說的
[00:04:14.480 --> 00:04:15.960]  是一個欺壓人的
[00:04:15.960 --> 00:04:17.400]  何景息滅
[00:04:17.400 --> 00:04:18.720]  或者第六節
[00:04:18.720 --> 00:04:21.480]  講到他們在憤怒中年年擊敗
[00:04:21.480 --> 00:04:22.760]  攻擊眾民的
[00:04:22.760 --> 00:04:24.920]  在怒氣中管制列國的
[00:04:24.920 --> 00:04:27.640]  行逼迫無人阻止
[00:04:27.640 --> 00:04:30.960]  松樹和尼巴倫的香白樹因你歡樂
[00:04:30.960 --> 00:04:33.640]  自從你撲倒沒有人再來砍伐我們
[00:04:33.640 --> 00:04:35.600]  在這幾節經文是同一章的經文
[00:04:35.600 --> 00:04:37.640]  在十四章的頭幾節經文
[00:04:37.640 --> 00:04:40.360]  就講到很清楚這個巴比倫王
[00:04:40.360 --> 00:04:43.160]  所講的一些審判的信息
[00:04:43.160 --> 00:04:44.880]  這裡講到很重要
[00:04:44.880 --> 00:04:46.960]  他去攻擊眾民
[00:04:46.960 --> 00:04:49.480]  在怒氣中去管制列國
[00:04:49.480 --> 00:04:50.960]  沒有人能夠阻止他們
[00:04:50.960 --> 00:04:52.720]  那個強勢的發展力
[00:04:52.720 --> 00:04:55.040]  非常非常之大
[00:04:55.040 --> 00:04:57.280]  大到他去神化自己
[00:04:57.280 --> 00:05:00.200]  而先知塞瓦
[00:05:00.200 --> 00:05:02.240]  更加在第八節用了很特別的比喻
[00:05:02.240 --> 00:05:04.360]  講到樹木都要開心快樂
[00:05:04.360 --> 00:05:06.680]  因為當時大興土木
[00:05:06.680 --> 00:05:08.560]  要大量砍伐很多的材料
[00:05:08.560 --> 00:05:12.320]  去建造一些很特別很特別的建築物
[00:05:12.320 --> 00:05:13.480]  一會兒會提到
[00:05:13.480 --> 00:05:15.160]  他說當他去撲倒的時候
[00:05:15.160 --> 00:05:17.360]  這些樹木都開心拍掌
[00:05:17.360 --> 00:05:20.520]  所以這個很驕傲的一個皇帝
[00:05:20.520 --> 00:05:23.320]  或者在後面二十二節
[00:05:23.320 --> 00:05:24.680]  二十三節那裡講到
[00:05:24.680 --> 00:05:26.600]  萬鈞耶華說我要興起
[00:05:26.600 --> 00:05:27.480]  去攻擊他們
[00:05:27.480 --> 00:05:29.240]  將巴比倫的名號
[00:05:29.240 --> 00:05:30.680]  和所剩餘的人
[00:05:30.680 --> 00:05:31.680]  連他一切的子孫
[00:05:31.680 --> 00:05:33.960]  都剪除這個耶華神所說
[00:05:33.960 --> 00:05:35.240]  因為講到
[00:05:35.240 --> 00:05:38.240]  也都是講到巴比倫這個國家
[00:05:38.240 --> 00:05:40.040]  所以這個經文的寓言
[00:05:40.040 --> 00:05:42.680]  一方面是很仔細講到巴比倫皇帝
[00:05:42.680 --> 00:05:45.160]  整體是講到巴比倫這個帝國
[00:05:45.160 --> 00:05:46.520]  所以從上文下面
[00:05:46.520 --> 00:05:48.280]  我們知道這個最緊貼
[00:05:48.280 --> 00:05:50.640]  因為經文是講到一個人
[00:05:50.640 --> 00:05:53.360]  一個巴比倫就是尼泊爾甲尼撒二世
[00:05:53.360 --> 00:05:54.800]  或者是整個國度
[00:05:54.800 --> 00:05:57.880]  因為當時他在任期間
[00:05:57.880 --> 00:06:02.160]  去攻擊列國和特別毀滅了
[00:06:02.160 --> 00:06:04.680]  耶路撒冷猶大國
[00:06:04.680 --> 00:06:07.680]  我不知道大家有沒有去過中東的地區
[00:06:07.680 --> 00:06:10.200]  或者巴比倫
[00:06:10.200 --> 00:06:12.440]  現在所在的地方是伊拉克
[00:06:12.440 --> 00:06:14.720]  伊拉克有一個近代的歷史
[00:06:14.720 --> 00:06:15.760]  大家可能會熟悉
[00:06:15.760 --> 00:06:18.640]  就是薩達姆胡辛
[00:06:18.640 --> 00:06:21.880]  或者叫做薩達姆
[00:06:21.880 --> 00:06:22.640]  忘記了名字
[00:06:22.640 --> 00:06:24.320]  我比較叫胡辛多些
[00:06:24.320 --> 00:06:26.040]  他在位期間有二十多年
[00:06:26.040 --> 00:06:29.680]  由1979年到2003年
[00:06:29.680 --> 00:06:31.120]  是一個很特別的人物
[00:06:31.120 --> 00:06:32.120]  他是一個很有知識
[00:06:32.120 --> 00:06:33.840]  很有才幹的人
[00:06:33.840 --> 00:06:36.520]  當他患病很重的時候
[00:06:36.520 --> 00:06:38.200]  他還手持著一把槍
[00:06:38.200 --> 00:06:39.560]  可以開了一百多槍
[00:06:39.560 --> 00:06:41.960]  在檢閱的時候
[00:06:41.960 --> 00:06:44.240]  他將自己很大的神化
[00:06:44.240 --> 00:06:47.480]  他的雕像在每個街道
[00:06:47.480 --> 00:06:49.960]  主要街道都有幾十呎高
[00:06:49.960 --> 00:06:51.280]  有些人在家裡
[00:06:51.280 --> 00:06:52.480]  將他的畫放在那裡
[00:06:52.480 --> 00:06:54.640]  當神靈去朝拜
[00:06:54.640 --> 00:06:56.320]  他在兩伊的戰士裡面
[00:06:56.320 --> 00:06:57.960]  和伊朗的戰爭
[00:06:57.960 --> 00:07:00.560]  和打石油的戰
[00:07:00.560 --> 00:07:03.360]  他是一個很特別的一個人
[00:07:03.360 --> 00:07:04.800]  但是他卻是很驕傲
[00:07:04.800 --> 00:07:09.360]  最後他敗亡被審判被處死
[00:07:09.360 --> 00:07:11.480]  這個地方是出名
[00:07:11.480 --> 00:07:12.840]  是一個很驕傲
[00:07:12.840 --> 00:07:14.480]  一個很自以為忠心
[00:07:14.480 --> 00:07:16.400]  並且是將這些特別的人物
[00:07:16.400 --> 00:07:18.160]  去神化的一個地方
[00:07:18.160 --> 00:07:19.920]  今天很值得我們思想
[00:07:19.920 --> 00:07:22.200]  究竟這篇經文
[00:07:22.200 --> 00:07:24.680]  和我們所說的有什麼關係
[00:07:24.680 --> 00:07:25.840]  尼泊爾加利薩
[00:07:25.840 --> 00:07:27.520]  他在位四十三年
[00:07:27.520 --> 00:07:29.760]  也是很多很多的建樹
[00:07:29.760 --> 00:07:32.320]  故此當時他擄掠了很多的國家
[00:07:32.320 --> 00:07:37.080]  一幅圖,我不知道是不是...下一張,麻煩你
[00:07:37.080 --> 00:07:38.080]  這裡第一
[00:07:38.080 --> 00:07:40.320]  我想說到這個驕傲者的特徵
[00:07:40.320 --> 00:07:41.240]  是很有能力
[00:07:41.240 --> 00:07:42.920]  這裡說到他是能夠
[00:07:42.920 --> 00:07:44.080]  攻敗列國
[00:07:44.080 --> 00:07:45.520]  剛才我們看到的經文是說到
[00:07:45.520 --> 00:07:47.560]  他那種攻敗、那種攻擊
[00:07:47.560 --> 00:07:48.840]  是沒有人能夠阻止的
[00:07:48.840 --> 00:07:51.040]  沒有人能夠停止他的攻擊
[00:07:51.040 --> 00:07:52.800]  是一個很大很大的發展
[00:07:52.800 --> 00:07:54.680]  下一張
[00:07:54.680 --> 00:07:57.120]  當時的帝國的版圖是非常之大
[00:07:57.120 --> 00:07:58.680]  如果你看得清楚的話
[00:07:58.680 --> 00:08:01.440]  是當時他遍蓋了的小亞、細亞
[00:08:01.440 --> 00:08:02.400]  歐洲的東部
[00:08:02.400 --> 00:08:03.760]  很大的地方
[00:08:03.760 --> 00:08:05.480]  是沒有人能夠阻止
[00:08:05.480 --> 00:08:07.320]  這個的發展
[00:08:07.320 --> 00:08:11.560]  是很驚人
[00:08:11.560 --> 00:08:15.440]  當時他們很多很多的
[00:08:15.440 --> 00:08:17.400]  驕人的成就可以這麼說
[00:08:17.400 --> 00:08:19.520]  他是一個很有軍事的能力
[00:08:19.520 --> 00:08:21.800]  所以能夠不但攻佔這麼多的國家
[00:08:21.800 --> 00:08:23.000]  並且他有一個策略
[00:08:23.000 --> 00:08:24.880]  如果我們看《但義利書》
[00:08:24.880 --> 00:08:26.240]  他擊敗了一個國家
[00:08:26.240 --> 00:08:28.120]  將別人最優秀的人才
[00:08:28.120 --> 00:08:29.680]  去擄回他自己的地方
[00:08:29.680 --> 00:08:30.640]  去培訓
[00:08:30.640 --> 00:08:32.080]  去培育他自己的國家
[00:08:32.080 --> 00:08:34.080]  所以將來就會成為一個很有能力
[00:08:34.080 --> 00:08:37.560]  越來越多能力的一個國家
[00:08:37.560 --> 00:08:39.160]  並且尼泊爾加利沙皇
[00:08:39.160 --> 00:08:40.400]  不是一個很蠢的皇帝
[00:08:40.400 --> 00:08:42.120]  他是一個很聰明的皇帝
[00:08:42.120 --> 00:08:43.160]  當他做夢
[00:08:43.160 --> 00:08:44.360]  看到一些異象的時候
[00:08:44.360 --> 00:08:45.760]  他照他的術士來說
[00:08:45.760 --> 00:08:47.040]  我昨晚做了一個夢
[00:08:47.040 --> 00:08:48.400]  你幫我解夢吧
[00:08:48.400 --> 00:08:49.240]  術士說
[00:08:49.240 --> 00:08:50.480]  你做了一個什麼夢
[00:08:50.480 --> 00:08:51.600]  尼泊爾加利沙皇說
[00:08:51.600 --> 00:08:53.080]  我忘記了
[00:08:53.080 --> 00:08:54.800]  你告訴我什麼夢
[00:08:54.800 --> 00:08:56.320]  有人解釋他很聰明
[00:08:56.320 --> 00:08:57.800]  因為如果你告訴他一個夢
[00:08:57.800 --> 00:08:58.600]  今天也是這樣
[00:08:58.600 --> 00:09:00.120]  如果你告訴別人一個夢
[00:09:00.120 --> 00:09:01.840]  哦 這樣解 這樣解 這樣解
[00:09:01.840 --> 00:09:02.840]  他亂說
[00:09:02.840 --> 00:09:04.400]  又覺得他能夠解夢
[00:09:04.400 --> 00:09:05.520]  但是尼泊爾加利沙皇說
[00:09:05.520 --> 00:09:06.480]  我做了夢
[00:09:06.480 --> 00:09:07.240]  但是我忘記了
[00:09:07.240 --> 00:09:08.040]  你告訴我
[00:09:08.040 --> 00:09:09.160]  解釋給我聽
[00:09:09.160 --> 00:09:10.480]  這樣就沒有人能夠作弄他
[00:09:10.480 --> 00:09:11.600]  你明白嗎
[00:09:11.600 --> 00:09:13.520]  因為你說不出他做了什麼夢
[00:09:13.520 --> 00:09:15.560]  根本你就是沒有能力去解夢
[00:09:15.560 --> 00:09:18.560]  唯有但以你是神的僕人
[00:09:18.560 --> 00:09:20.760]  能夠說出他的夢的內容
[00:09:20.760 --> 00:09:22.920]  並且解釋得很清楚
[00:09:22.920 --> 00:09:25.400]  所以這個皇帝是一個很聰明
