
[00:00:00.000 --> 00:00:02.040]  各位親愛的撼培拉
[00:00:02.040 --> 00:00:04.100]  華人教會粵語堂的弟兄姊妹
[00:00:04.100 --> 00:00:04.860]  你們好
[00:00:04.860 --> 00:00:06.620]  很歡迎你們再次回來
[00:00:06.620 --> 00:00:10.060]  參加第二堂的推修會
[00:00:10.060 --> 00:00:12.780]  在第一堂裡面跟大家分享過
[00:00:12.780 --> 00:00:14.720]  人生階段可變
[00:00:14.720 --> 00:00:18.460]  但是神的愛和恩典是永遠不變的
[00:00:18.460 --> 00:00:19.580]  我們探討過
[00:00:19.580 --> 00:00:22.180]  今天我們的神是不需要改變
[00:00:22.180 --> 00:00:23.220]  不同於我們人
[00:00:23.220 --> 00:00:25.020]  人是需要不斷地進步
[00:00:25.020 --> 00:00:26.940]  不斷地去改善自己
[00:00:26.940 --> 00:00:29.820]  但是神祂是最高超的
[00:00:29.820 --> 00:00:31.200]  祂是最完美的
[00:00:31.200 --> 00:00:34.500]  祂不需要再有改變
[00:00:34.500 --> 00:00:37.940]  神的智慧是超越一切
[00:00:37.940 --> 00:00:40.740]  我們的智慧是從神而來
[00:00:40.740 --> 00:00:42.140]  所以聖經裡面很清楚說
[00:00:42.140 --> 00:00:44.940]  驚威耶和華是智慧的開端
[00:00:44.940 --> 00:00:49.300]  我們看到神如何創造這個宇宙萬物
[00:00:49.300 --> 00:00:50.860]  鋪張窮創
[00:00:50.860 --> 00:00:52.420]  在大自然的美麗裡面
[00:00:52.420 --> 00:00:54.220]  我們更加體會到
[00:00:54.220 --> 00:00:57.460]  神的智慧是何等的高超
[00:00:57.460 --> 00:01:00.860]  如果回望我們自己個人的一些經歷
[00:01:00.860 --> 00:01:05.020]  我們更加驚訝神在我們身上有奇妙的作為
[00:01:05.020 --> 00:01:06.860]  神為我們每一個人
[00:01:06.860 --> 00:01:10.340]  都做了一個特定的計劃
[00:01:10.340 --> 00:01:13.020]  是專為我們而設的
[00:01:13.020 --> 00:01:16.740]  我們會讚嘆神在我們身上的工作
[00:01:16.740 --> 00:01:19.900]  雖然可能我們會經歷過一些苦楚
[00:01:19.900 --> 00:01:24.780]  但是這個苦楚若然不是因為我們犯罪而引致的話
[00:01:24.780 --> 00:01:27.860]  這時候我們就會很深體會到
[00:01:27.860 --> 00:01:32.260]  神磨練我們是為了我們有更豐盛的生命
[00:01:32.260 --> 00:01:36.140]  還有就是神的屬性是永遠不變的
[00:01:36.140 --> 00:01:38.020]  神是一位信實的神
[00:01:38.020 --> 00:01:40.980]  祂絕對不會說過就算數
[00:01:40.980 --> 00:01:42.260]  人縱然失信
[00:01:42.260 --> 00:01:43.460]  祂仍時可信
[00:01:43.460 --> 00:01:45.660]  因為祂不能背負自己
[00:01:45.660 --> 00:01:46.900]  所以很寶貴
[00:01:46.900 --> 00:01:50.100]  這是讓我們可以很深體會到
[00:01:50.100 --> 00:01:54.220]  我們倚靠相信這位神是值得的
[00:01:54.220 --> 00:01:55.180]  神是聖潔
[00:01:55.180 --> 00:01:56.900]  完全的無罪
[00:01:56.900 --> 00:01:58.820]  值得我們去信靠
[00:01:58.820 --> 00:02:01.620]  正正因為這樣祂才可以來審判我們
[00:02:01.620 --> 00:02:03.700]  因為你和我都是祂的罪人
[00:02:03.700 --> 00:02:05.220]  神是光在祂裡面
[00:02:05.220 --> 00:02:07.020]  毫無黑暗
[00:02:07.020 --> 00:02:07.980]  還有
[00:02:07.980 --> 00:02:09.380]  神是良善
[00:02:09.380 --> 00:02:11.300]  神是公義
[00:02:11.300 --> 00:02:13.980]  還有愛和恩典
[00:02:13.980 --> 00:02:16.500]  恩典是給世上每一個人
[00:02:16.500 --> 00:02:17.780]  因為祂愛我們
[00:02:17.780 --> 00:02:19.940]  所以祂會為我們彌敗
[00:02:19.940 --> 00:02:21.460]  去救贖我們
[00:02:21.460 --> 00:02:23.220]  耶穌來到這個世界為我們死
[00:02:23.220 --> 00:02:25.700]  代替我們受罪的認不
[00:02:25.700 --> 00:02:28.740]  當每一個願意相信祂的人
[00:02:28.740 --> 00:02:34.580]  都可以得到這個救贖
[00:02:34.580 --> 00:02:38.140]  這個愛是每一個世代
[00:02:38.140 --> 00:02:41.460]  不同地域的人都可以領受到
[00:02:41.460 --> 00:02:42.940]  這是恩典
[00:02:42.940 --> 00:02:45.020]  因為罪的公格乃是死
[00:02:45.020 --> 00:02:47.340]  但恩典背後就是愛
[00:02:47.340 --> 00:02:49.780]  但我們要得到神更深的愛
[00:02:49.780 --> 00:02:52.740]  就要看我們對神的回應是怎樣
[00:02:52.740 --> 00:02:56.340]  若然我們願意遵守神的教導
[00:02:56.340 --> 00:02:57.860]  遵從神的吩咐
[00:02:57.860 --> 00:02:59.380]  多親近神
[00:02:59.380 --> 00:03:02.340]  自然就會得到神的寵愛
[00:03:02.340 --> 00:03:06.660]  今天會再和大家探討第二個課題
[00:03:06.660 --> 00:03:12.100]  就是這個世代可以不斷地轉變
[00:03:12.100 --> 00:03:16.580]  但是我們門徒的身份是不會改變的
[00:03:16.580 --> 00:03:19.180]  我嘗試會跟大家分享畫面
[00:03:19.180 --> 00:03:22.060]  上一次我們做不到這樣的事
[00:03:22.060 --> 00:03:24.380]  但我希望今次可以做到
[00:03:24.380 --> 00:03:27.420]  我應該今次做到了
[00:03:27.420 --> 00:03:29.420]  原來有時候甚麼叫信心
[00:03:29.420 --> 00:03:31.220]  當我女兒在我附近的時候
[00:03:31.220 --> 00:03:35.940]  我就很有信心去面對這些事
[00:03:35.940 --> 00:03:40.300]  但是如果我沒有了這份信心的時候
[00:03:40.300 --> 00:03:42.500]  可能我們就會不行了
[00:03:42.500 --> 00:03:44.660]  人生間斷可變
[00:03:44.660 --> 00:03:49.540]  但是門徒的身份是不會改變的
[00:03:49.540 --> 00:03:52.740]  我先講一個經歷給大家聽
[00:03:52.740 --> 00:03:57.700]  我想應該至少有差不多八、九年了
[00:03:57.700 --> 00:04:00.620]  我爸爸在兩年多前離開世界
[00:04:00.620 --> 00:04:04.140]  但我記得2017年
[00:04:04.140 --> 00:04:08.980]  我爸爸應該是第一次進醫院
[00:04:08.980 --> 00:04:13.420]  那時候我來了英國、去了歐洲
[00:04:13.420 --> 00:04:16.140]  拍攝《破解達文山》的劇集
[00:04:16.140 --> 00:04:19.020]  當我回到香港的時候
[00:04:19.020 --> 00:04:20.060]  我爸爸已經出院了
[00:04:20.060 --> 00:04:21.420]  後來我去探望他
[00:04:21.420 --> 00:04:23.060]  和我爸爸喝茶
[00:04:23.060 --> 00:04:25.060]  我就去關心他
[00:04:25.060 --> 00:04:26.940]  接著我就問我爸爸
[00:04:26.940 --> 00:04:32.980]  「爸爸,你覺得你過去拜的神對你有沒有幫助呢?」
[00:04:32.980 --> 00:04:34.980]  我爸爸就沒怎麼出聲
[00:04:34.980 --> 00:04:36.820]  接著我跟他說
[00:04:36.820 --> 00:04:40.100]  「其實你要教一教你的子女」
[00:04:40.100 --> 00:04:41.660]  其實很不幸
[00:04:41.660 --> 00:04:45.260]  我的弟弟妹妹全部都離婚了
[00:04:45.260 --> 00:04:47.740]  只有我這個家庭
[00:04:47.740 --> 00:04:50.780]  和我的婚姻是最美好的
[00:04:50.780 --> 00:04:51.860]  我跟我爸爸說
[00:04:51.860 --> 00:04:56.380]  我家是一個很傳統的家庭長大的
[00:04:56.380 --> 00:04:57.580]  是迷信得很厲害的
[00:04:57.580 --> 00:04:59.100]  你很難想像的
[00:04:59.100 --> 00:05:01.460]  我小時候讀幼稚園的時候
[00:05:01.460 --> 00:05:05.300]  是要選時辰開燈點著藍燈籠半夜起床
[00:05:05.300 --> 00:05:06.780]  來大廈去拜菩薩
[00:05:06.780 --> 00:05:08.460]  然後你給我吃了一點糯米飯
[00:05:08.460 --> 00:05:09.540]  吃到差不多的時候
[00:05:09.540 --> 00:05:10.700]  就不可以再吃了
[00:05:10.700 --> 00:05:13.180]  然後把糯米粉黏成一粒粒的
[00:05:13.180 --> 00:05:14.700]  然後黏在我屁股上
[00:05:14.700 --> 00:05:17.780]  要我坐下來,屁股要連燈
[00:05:17.780 --> 00:05:19.820]  我住的地方就很近文武廟
[00:05:19.820 --> 00:05:21.260]  就帶我到文武廟裏面
[00:05:21.260 --> 00:05:23.180]  舖高我摸文帝那枝筆
[00:05:23.180 --> 00:05:25.820]  就希望我寫字寫得好
[00:05:25.820 --> 00:05:28.380]  但是我的字是龍飛鳳舞的
[00:05:28.380 --> 00:05:29.740]  我就問我爸爸
[00:05:29.740 --> 00:05:32.060]  「你想想,當我們每一個人結婚
[00:05:32.060 --> 00:05:32.980]  包括我在內
[00:05:32.980 --> 00:05:35.540]  你都會選時辰、選日子
[00:05:35.540 --> 00:05:37.100]  接著做很多傳統的
[00:05:37.100 --> 00:05:38.780]  你又要上頭
[00:05:38.780 --> 00:05:40.380]  又要有什麼椰子
[00:05:40.380 --> 00:05:42.620]  總之又要拜祖先
[00:05:42.620 --> 00:05:46.020]  但是我說,你看一看
[00:05:46.020 --> 00:05:47.180]  做完這些事了
[00:05:47.180 --> 00:05:49.580]  但為什麼我們的小女孩全部離婚了?
[00:05:49.580 --> 00:05:51.940]  為什麼我的家庭是這麼幸福?
[00:05:51.940 --> 00:05:53.980]  我說不是因為你拜的神
