
[00:00:00.000 --> 00:00:06.200]  我們今天和大家來思想的題目就是
[00:00:06.200 --> 00:00:09.400]  在主裏有活潑的盼望
[00:00:09.400 --> 00:00:17.740]  在這個題目裏是參照彼得前書一章一到三節的經文
[00:00:17.740 --> 00:00:22.960]  彼得前書我們知道是由彼得所寫的
[00:00:22.960 --> 00:00:24.500]  仕途彼得
[00:00:24.500 --> 00:00:30.960]  如果你說神在初期教會所重用的幾位仕途裏面
[00:00:30.960 --> 00:00:37.200]  仕途保羅可以說是稱爲信心的仕途
[00:00:37.200 --> 00:00:43.840]  因爲他解釋的這個因信輕易的道理是非常透徹
[00:00:43.840 --> 00:00:48.160]  所以建立一個很重要的基督教教義的基礎
[00:00:48.160 --> 00:00:51.200]  明白什麼叫信心
[00:00:51.200 --> 00:00:54.500]  所以可以說是一個信心的仕途
[00:00:54.500 --> 00:00:58.360]  另外一位我們很熟悉的就是仕途約翰
[00:00:58.360 --> 00:01:02.760]  仕途約翰可以說是一位愛的仕途
[00:01:02.760 --> 00:01:08.200]  因爲他寫的約翰福音約翰一二三書裏面
[00:01:08.200 --> 00:01:13.480]  都是充滿着關乎神的愛彰顯的道理
[00:01:13.480 --> 00:01:17.480]  他親自來經歷跟隨耶穌成爲愛的門徒
[00:01:17.480 --> 00:01:22.760]  本來是一位很不識愛人的後來轉化成爲一位愛的門徒
[00:01:22.760 --> 00:01:27.980]  這位約翰愛的仕途說到神愛世人
[00:01:27.980 --> 00:01:33.220]  所以我們只知道因爲神的愛對我們的請求
[00:01:33.220 --> 00:01:38.740]  如果說有信有愛一定不少得就是望
[00:01:38.740 --> 00:01:41.600]  所以如果說望
[00:01:41.600 --> 00:01:46.620]  彼得可以說是一位盼望的仕途
[00:01:46.620 --> 00:01:50.460]  因爲他寫的彼得前後書
[00:01:50.460 --> 00:01:55.240]  都是關乎很多基督徒在世的盼望
[00:01:55.240 --> 00:01:58.360]  我們來到怎樣仰望等候基督的再來
[00:01:58.360 --> 00:02:00.280]  滿有活潑的盼望
[00:02:00.280 --> 00:02:05.320]  這就是彼得前書第一陣我們見到的很清楚的經文
[00:02:05.320 --> 00:02:10.700]  所以彼得裏面的書信提到活潑的盼望
[00:02:10.700 --> 00:02:15.960]  基督再來給我們這麼重要的一個信息
[00:02:15.960 --> 00:02:18.820]  我們今年配合教會的主題
[00:02:18.820 --> 00:02:21.600]  這個等候所盼望的福
[00:02:21.600 --> 00:02:25.100]  我希望從彼得書信裏面跟大家一起思想一下
[00:02:25.100 --> 00:02:29.640]  我們如何在基督耶穌裏面有活潑的盼望
[00:02:29.640 --> 00:02:32.160]  所以今天我們第一來看看頭三節
[00:02:32.160 --> 00:02:35.640]  彼得前書一開始頭三節的經文
[00:02:35.640 --> 00:02:38.640]  我們一起讀出這幾節經文好嗎?請讀
[00:02:38.640 --> 00:02:41.160]  耶穌基督的仕途彼得
[00:02:41.160 --> 00:02:44.080]  寫信給那分散在本都
[00:02:44.080 --> 00:02:48.340]  加拉太加帕多加亞細亞
[00:02:48.340 --> 00:02:50.860]  推尼寄居的
[00:02:50.860 --> 00:02:55.440]  就是照護上帝的先見被揀選
[00:02:55.440 --> 00:02:57.960]  藉助聖靈得成聖潔
[00:02:57.960 --> 00:03:00.200]  以致順服耶穌基督
[00:03:00.200 --> 00:03:02.620]  有蒙他血所殺的人
[00:03:02.620 --> 00:03:08.080]  願因爲平安多多地加給你們
[00:03:08.080 --> 00:03:12.020]  願重贊歸於我們主耶穌基督的父神
[00:03:12.020 --> 00:03:14.600]  他曾照自己的大連雲
[00:03:14.600 --> 00:03:17.840]  藉助耶穌基督從死裏復活
[00:03:17.840 --> 00:03:19.360]  重生了我們
[00:03:19.360 --> 00:03:25.920]  叫我們有活潑的盼望
[00:03:25.920 --> 00:03:27.120]  我們感謝主
[00:03:27.120 --> 00:03:32.280]  這位彼得曾經三次不認過主
[00:03:32.280 --> 00:03:34.820]  但後來悔改歸神
[00:03:34.820 --> 00:03:36.300]  被聖靈充滿
[00:03:36.300 --> 00:03:39.260]  以致能夠成爲在仕途當中的領袖
[00:03:39.260 --> 00:03:43.040]  真是帶出耶穌基督所預言的
[00:03:43.040 --> 00:03:46.040]  成爲教會的柱石
[00:03:46.040 --> 00:03:50.540]  他可以說是建立教會當中
[00:03:50.540 --> 00:03:54.040]  仕途裏面的一個很重要的人物
[00:03:54.040 --> 00:03:55.640]  而當他去煉老的時候
[00:03:55.640 --> 00:04:00.100]  他發現到整個人生的改變
[00:04:00.100 --> 00:04:05.400]  以及他過往懼怕
[00:04:05.400 --> 00:04:07.120]  貪生慕死
[00:04:07.120 --> 00:04:09.360]  雖然有脫棄之勇
[00:04:09.360 --> 00:04:13.660]  卻未能夠達到應該有的見證
[00:04:13.660 --> 00:04:14.700]  但感謝神
[00:04:14.700 --> 00:04:16.280]  當耶穌復活之後
[00:04:16.280 --> 00:04:17.900]  再一次呼召他
[00:04:17.900 --> 00:04:19.280]  他重新奉獻
[00:04:19.280 --> 00:04:21.160]  領受到自己的軟弱
[00:04:21.160 --> 00:04:23.780]  明白到需要神的幫助
[00:04:23.780 --> 00:04:28.180]  不能夠靠脫棄之勇來行事
[00:04:28.180 --> 00:04:30.640]  他整個人生改變
[00:04:30.640 --> 00:04:32.160]  爲主而活
[00:04:32.160 --> 00:04:33.640]  爲主奔跑
[00:04:33.640 --> 00:04:35.560]  爲主傳講真理
[00:04:35.560 --> 00:04:37.040]  建立教會
[00:04:37.040 --> 00:04:39.800]  他發現到他最重要的
[00:04:39.800 --> 00:04:41.720]  就是在這些受苦
[00:04:41.720 --> 00:04:44.840]  爲主忍受逼迫的當中
[00:04:44.840 --> 00:04:47.680]  爲主作見證
[00:04:47.680 --> 00:04:49.440]  懼怕的裏面
[00:04:49.440 --> 00:04:51.640]  能夠靠着聖靈的幫助
[00:04:51.640 --> 00:04:53.600]  有一個新的人生
[00:04:53.600 --> 00:04:54.540]  新的生命
[00:04:54.540 --> 00:04:56.360]  有堅固有勇敢
[00:04:56.360 --> 00:04:58.440]  然後他知道
[00:04:58.440 --> 00:05:02.920]  這些受苦是帶給他將來永恆的榮耀
[00:05:02.920 --> 00:05:04.520]  這就是他的活潑盼望
[00:05:04.520 --> 00:05:06.980]  因爲有一個屬天的價值觀
[00:05:06.980 --> 00:05:10.160]  有一個永恆的盼望推動他的人生
[00:05:10.160 --> 00:05:15.360]  這個活潑的盼望成爲他人生的動力
[00:05:15.360 --> 00:05:16.280]  活潑的盼望
[00:05:16.280 --> 00:05:18.120]  The Living Hope
[00:05:18.120 --> 00:05:20.480]  這個Hope是帶給我們
[00:05:20.480 --> 00:05:21.560]  Living
[00:05:21.560 --> 00:05:23.120]  有生命
[00:05:23.120 --> 00:05:27.760]  這個Hope是帶給我們生活裏面的力量
[00:05:27.760 --> 00:05:29.000]  所以今天和大家思想
[00:05:29.000 --> 00:05:31.800]  在主裏我們有活潑的盼望
[00:05:31.800 --> 00:05:34.280]  在這幾節經文裏給我們看見有什麼重點呢
[00:05:34.280 --> 00:05:40.500]  第一,在這裏看到活潑的盼望是因爲有一位活着的基督
[00:05:40.500 --> 00:05:42.580]  很清楚,在剛纔讀的經文裏
[00:05:42.580 --> 00:05:46.360]  「願衆贊歸於我們主耶穌基督的父神
[00:05:46.360 --> 00:05:48.800]  他曾照自己的大連文
[00:05:48.800 --> 00:05:51.060]  直着耶穌基督
[00:05:51.060 --> 00:05:54.120]  直耶穌基督從死裏復活
[00:05:54.120 --> 00:05:55.200]  重生了我們
[00:05:55.200 --> 00:05:58.820]  叫我們有活潑的盼望」
[00:05:58.820 --> 00:06:01.480]  所以這裏很清楚看見這個活潑的盼望
[00:06:01.480 --> 00:06:02.640]  是從哪裏來的
[00:06:02.640 --> 00:06:06.200]  爲什麼我們會有活潑的盼望呢
[00:06:06.200 --> 00:06:09.400]  是因爲我們有一位復活的基督
[00:06:09.400 --> 00:06:11.680]  是因爲我們有一位活着的基督
[00:06:11.680 --> 00:06:12.720]  今天仍然活着
[00:06:12.720 --> 00:06:13.840]  他已經復活了
[00:06:13.840 --> 00:06:18.860]  勝過一切人生的短暫、苦難甚至死亡
[00:06:18.860 --> 00:06:22.520]  帶給我們一個活潑的盼望
[00:06:22.520 --> 00:06:24.520]  活潑的盼望如果沒有了活潑的基督
[00:06:24.520 --> 00:06:25.400]  那就沒意思了
[00:06:25.400 --> 00:06:27.120]  因爲他也死了
[00:06:27.120 --> 00:06:29.520]  但是爲什麼我們有這個Living Hope
[00:06:29.520 --> 00:06:32.280]  就是因爲我們有一位Living Lord
[00:06:32.280 --> 00:06:33.840]  有一位活着的基督
[00:06:33.840 --> 00:06:37.000]  有一位復活的基督
[00:06:37.000 --> 00:06:39.160]  在人類當中
[00:06:39.160 --> 00:06:42.280]  很多東西我們沒有辦法完全有答案
[00:06:42.280 --> 00:06:44.200]  人生的困境裏面
[00:06:44.200 --> 00:06:45.800]  人生的很多苦難裏面
[00:06:45.800 --> 00:06:47.960]  我們沒有辦法完全明白
[00:06:47.960 --> 00:06:53.520]  但是我們知道耶穌基督就是所有人類問題的答案
[00:06:53.520 --> 00:06:58.320]  祂提供了一條在人生困境當中的出路
[00:06:58.320 --> 00:06:59.920]  雖然我們未必完全明白
[00:06:59.920 --> 00:07:02.160]  但是祂直着祂的復活
[00:07:02.160 --> 00:07:04.400]  祂的顯然和祂的應許
[00:07:04.400 --> 00:07:08.840]  就帶給我們知道祂是掌管這些一切的
[00:07:08.840 --> 00:07:11.160]  祂勝過這些一切
[00:07:11.160 --> 00:07:12.720]  直着耶穌基督復活
[00:07:12.720 --> 00:07:15.120]  今天我們基督教最重要的一個真理
[00:07:15.120 --> 00:07:17.360]  就是一位復活的主
[00:07:17.360 --> 00:07:20.760]  我們就能夠有解決罪惡
[00:07:20.760 --> 00:07:25.200]  因爲祂在十字架上救贖了我們
[00:07:25.200 --> 00:07:27.360]  我們就能夠脫離罪性
[00:07:27.360 --> 00:07:30.640]  因爲祂復活賜給我們新的生命
[00:07:30.640 --> 00:07:32.960]  我們就能夠勝過死亡
[00:07:32.960 --> 00:07:34.880]  因爲祂賜給我們永生
[00:07:34.880 --> 00:07:37.920]  這些等等的方法
[00:07:37.920 --> 00:07:42.560]  祂就是我們人生最重要的出路和幫助
[00:07:42.560 --> 00:07:44.600]  解決我們的罪惡
[00:07:44.600 --> 00:07:46.240]  脫離罪性
