
[00:00:00.000 --> 00:00:03.000]  今日橫風橫雨
[00:00:03.000 --> 00:00:08.000]  都仍然回來教會崇拜的
[00:00:08.000 --> 00:00:12.000]  應該都是很熱心的信徒
[00:00:12.000 --> 00:00:16.000]  我們可以和旁邊的人往下打招呼
[00:00:16.000 --> 00:00:20.000]  互相鼓勵一下
[00:00:20.000 --> 00:00:25.000]  既然是這麼熱心的信徒
[00:00:25.000 --> 00:00:29.000]  我想問你們一個問題
[00:00:30.000 --> 00:00:33.000]  大使命是什麼?
[00:00:33.000 --> 00:00:40.000]  我問過很多信徒
[00:00:40.000 --> 00:00:43.000]  什麼叫做大使命
[00:00:43.000 --> 00:00:45.000]  很多人告訴我
[00:00:45.000 --> 00:00:50.000]  大使命就是全福音
[00:00:50.000 --> 00:00:53.000]  是嗎?
[00:00:53.000 --> 00:00:58.000]  大使命是全福音嗎?
[00:00:58.000 --> 00:01:02.000]  我們剛剛讀了大使命的經文
[00:01:02.000 --> 00:01:04.000]  馬太福音28章
[00:01:04.000 --> 00:01:06.000]  18至20節
[00:01:06.000 --> 00:01:09.000]  有沒有全福音這三個字?
[00:01:09.000 --> 00:01:14.000]  我們的宗教教育是怎麼搞的?
[00:01:14.000 --> 00:01:18.000]  有沒有?
[00:01:18.000 --> 00:01:20.000]  沒有
[00:01:20.000 --> 00:01:23.000]  大使命是什麼?
[00:01:23.000 --> 00:01:26.000]  回教會這麼久
[00:01:27.000 --> 00:01:30.000]  大使命是作門徒
[00:01:30.000 --> 00:01:36.000]  在作門徒裡面有三個動詞
[00:01:36.000 --> 00:01:39.000]  第一個是去
[00:01:39.000 --> 00:01:42.000]  這個我們說去
[00:01:42.000 --> 00:01:44.000]  去全福音
[00:01:44.000 --> 00:01:48.000]  大使命其中一部是去全福音
[00:01:48.000 --> 00:01:51.000]  只是其中一部
[00:01:51.000 --> 00:01:54.000]  大使命的第二部是什麼?
[00:01:54.000 --> 00:01:57.000]  是施浸
[00:01:57.000 --> 00:02:00.000]  所以我們在上浸禮班
[00:02:00.000 --> 00:02:03.000]  大使命的第二部是幫助信徒
[00:02:03.000 --> 00:02:07.000]  去成為一個已經洗禮的基督徒
[00:02:07.000 --> 00:02:09.000]  這個是大使命的第二部
[00:02:09.000 --> 00:02:12.000]  這個是大使命
[00:02:12.000 --> 00:02:16.000]  不只是全福音
[00:02:16.000 --> 00:02:18.000]  但是大使命還有第三部
[00:02:18.000 --> 00:02:20.000]  是什麼?
[00:02:22.000 --> 00:02:24.000]  大使命
[00:02:24.000 --> 00:02:26.000]  是什麼?
[00:02:26.000 --> 00:02:28.000]  是教導聖經
[00:02:28.000 --> 00:02:32.000]  這個是不是大使命?
[00:02:32.000 --> 00:02:35.000]  是凡我所吩咐你們的
[00:02:35.000 --> 00:02:38.000]  都教訓他們遵守
[00:02:38.000 --> 00:02:40.000]  教到什麼時候?
[00:02:40.000 --> 00:02:46.000]  直到世界的末了
[00:02:50.000 --> 00:02:52.000]  如果我們是基督徒
[00:02:52.000 --> 00:02:54.000]  我們履行大使命
[00:02:54.000 --> 00:02:56.000]  如果我們還是覺得
[00:02:56.000 --> 00:02:58.000]  大使命是什麼?
[00:02:58.000 --> 00:03:00.000]  是全福音
[00:03:00.000 --> 00:03:04.000]  我們只是踏了第一步的大使命
[00:03:04.000 --> 00:03:06.000]  只懂得去全福音
[00:03:06.000 --> 00:03:08.000]  我們沒有幫人去
[00:03:08.000 --> 00:03:11.000]  成為一個已經受了浸的基督徒
[00:03:11.000 --> 00:03:13.000]  我們更加沒有去做大使命
[00:03:13.000 --> 00:03:15.000]  一個最重要的那一步是什麼?
[00:03:15.000 --> 00:03:17.000]  就是教導聖經
[00:03:19.000 --> 00:03:21.000]  是直到世界的末了
[00:03:21.000 --> 00:03:25.000]  所以在今天
[00:03:25.000 --> 00:03:27.000]  我想和大家去再思想一下
[00:03:27.000 --> 00:03:28.000]  宗教教育
[00:03:28.000 --> 00:03:30.000]  教導聖經就是教會的宗教教育
[00:03:30.000 --> 00:03:34.000]  我用一段舊約的經文
[00:03:34.000 --> 00:03:37.000]  尼西米記第八章
[00:03:37.000 --> 00:03:39.000]  和大家再思想一下
[00:03:39.000 --> 00:03:41.000]  宗教教育是什麼?
[00:03:41.000 --> 00:03:47.000]  我盼望你都懂得去翻開
[00:03:47.000 --> 00:03:48.000]  尼西米記
[00:03:48.000 --> 00:03:50.000]  雖然裡面都有
[00:03:50.000 --> 00:03:52.000]  我不知道你翻不翻得到
[00:03:52.000 --> 00:03:54.000]  最快翻到尼西米記是哪一個
[00:03:54.000 --> 00:03:56.000]  沒有獎的
[00:03:56.000 --> 00:04:03.000]  是舊約裡面一段的歷史書
[00:04:03.000 --> 00:04:05.000]  在尼西米記第八章
[00:04:05.000 --> 00:04:10.000]  在這張經文裡面
[00:04:10.000 --> 00:04:12.000]  告訴我們
[00:04:12.000 --> 00:04:15.000]  基督教教育的起點
[00:04:16.000 --> 00:04:18.000]  就是重視神的話
[00:04:18.000 --> 00:04:23.000]  在這段經文裡告訴我們
[00:04:23.000 --> 00:04:26.000]  宗教教育的工作
[00:04:26.000 --> 00:04:30.000]  就是要去明白神的話
[00:04:30.000 --> 00:04:34.000]  在這段經文裡告訴我們
[00:04:34.000 --> 00:04:38.000]  宗教教育的最終目標
[00:04:38.000 --> 00:04:40.000]  是實踐神的話
[00:04:40.000 --> 00:04:45.000]  我們在第一方面
[00:04:46.000 --> 00:04:48.000]  宗教教育的起點
[00:04:48.000 --> 00:04:50.000]  因為今天是
[00:04:50.000 --> 00:04:53.000]  第四季主學的開課日
[00:04:53.000 --> 00:04:56.000]  我們在開學的典禮
[00:04:56.000 --> 00:04:59.000]  開學禮沒辦法講這麼長的經文
[00:04:59.000 --> 00:05:01.000]  我在崇拜裡面和大家講宗教教育
[00:05:01.000 --> 00:05:04.000]  宗教教育的起點是
[00:05:04.000 --> 00:05:07.000]  第一是重視神的話
