
[00:00:00.000 --> 00:00:04.000]  上星期的金句是二弗所書四章二十三節
[00:00:04.000 --> 00:00:06.000]  試試看是否記得
[00:00:06.000 --> 00:00:10.000]  「你們的心思意念要更新」
[00:00:10.000 --> 00:00:13.000]  如果我們要結聖靈的果子
[00:00:13.000 --> 00:00:15.000]  就要管理好自己的情緒
[00:00:15.000 --> 00:00:17.000]  這個就是上星期所說的
[00:00:17.000 --> 00:00:19.000]  要做情緒的管家
[00:00:19.000 --> 00:00:21.000]  而聖經教導我們的方法
[00:00:21.000 --> 00:00:24.000]  就是要更新我們的心思意念
[00:00:24.000 --> 00:00:27.000]  我們就可以管理好我們的情緒
[00:00:27.000 --> 00:00:31.000]  今天是管家系列的主題
[00:00:31.000 --> 00:00:33.000]  最後一次
[00:00:33.000 --> 00:00:35.000]  所以今天的題目叫
[00:00:35.000 --> 00:00:37.000]  「財富的管家」
[00:00:37.000 --> 00:00:39.000]  財富就是錢
[00:00:39.000 --> 00:00:42.000]  錢是一件很奇怪的東西
[00:00:42.000 --> 00:00:45.000]  我們知道錢可以買大屋
[00:00:45.000 --> 00:00:48.000]  但是買不到溫馨的家庭
[00:00:48.000 --> 00:00:51.000]  錢可以買到名貴的大床
[00:00:51.000 --> 00:00:55.000]  但是不保證你可以有安眠
[00:00:55.000 --> 00:00:58.000]  錢可以買一樓醫生的服務
[00:00:58.000 --> 00:01:00.000]  買到最好的藥物
[00:01:00.000 --> 00:01:02.000]  但是買不到健康
[00:01:02.000 --> 00:01:04.000]  錢可以買到明星
[00:01:04.000 --> 00:01:07.000]  所以你一出街人人都認識你
[00:01:07.000 --> 00:01:10.000]  但是錢買不到真摯的友誼
[00:01:10.000 --> 00:01:13.000]  錢甚至可以買到女人男人
[00:01:13.000 --> 00:01:15.000]  但是買不到愛情
[00:01:15.000 --> 00:01:17.000]  美國有一個統計
[00:01:17.000 --> 00:01:20.000]  說56%離婚的人
[00:01:20.000 --> 00:01:24.000]  都是跟錢有關
[00:01:24.000 --> 00:01:27.000]  雖然我們知道錢的限制
[00:01:27.000 --> 00:01:30.000]  知道錢不是萬能
[00:01:30.000 --> 00:01:34.000]  但是很多人被錢牽制
[00:01:34.000 --> 00:01:37.000]  成為錢的奴隸
[00:01:37.000 --> 00:01:39.000]  其中一個原因就是
[00:01:39.000 --> 00:01:42.000]  人心裡面有一個偶像
[00:01:42.000 --> 00:01:44.000]  叫做貪婪
[00:01:44.000 --> 00:01:48.000]  記得有位有錢人被訪問的時候
[00:01:48.000 --> 00:01:50.000]  就問他
[00:01:50.000 --> 00:01:53.000]  請問你要賺多少錢才夠呢
[00:01:53.000 --> 00:01:55.000]  他回答說
[00:01:55.000 --> 00:01:57.000]  我賺多一元就夠了
[00:01:57.000 --> 00:01:59.000]  賺多一元
[00:01:59.000 --> 00:02:03.000]  我們中間不知道有沒有人覺得自己是一個貪婪的人
[00:02:03.000 --> 00:02:05.000]  有沒有舉手
[00:02:05.000 --> 00:02:08.000]  我也猜到沒有人會舉手
[00:02:08.000 --> 00:02:12.000]  可能你自己不知道自己是貪婪
[00:02:12.000 --> 00:02:14.000]  不過我盼望你說完之後
[00:02:14.000 --> 00:02:16.000]  你知道怎樣去測試一下自己
[00:02:16.000 --> 00:02:18.000]  看看自己是不是貪婪
[00:02:18.000 --> 00:02:20.000]  我們看今天的聖經
[00:02:20.000 --> 00:02:23.000]  《路加福音》耶穌所說的故事
[00:02:23.000 --> 00:02:25.000]  如果你蓋好聖經
[00:02:25.000 --> 00:02:26.000]  我請你打開
[00:02:26.000 --> 00:02:29.000]  《路加福音》十六章
[00:02:29.000 --> 00:02:31.000]  《路加福音》這個比喻
[00:02:31.000 --> 00:02:34.000]  是一個很難解釋的故事
[00:02:34.000 --> 00:02:38.000]  甚至聖經有些標題
[00:02:38.000 --> 00:02:41.000]  不同的聖經都有不同的標題
[00:02:41.000 --> 00:02:45.000]  我們教堂的現代中文譯本聖經
[00:02:45.000 --> 00:02:51.000]  給這個比喻一個標題叫做《機警管家的比喻》
[00:02:51.000 --> 00:02:55.000]  我認為比較符合這個比喻的目的
[00:02:55.000 --> 00:02:59.000]  但和合本的標題叫做《不義的管家》
[00:02:59.000 --> 00:03:01.000]  在修訂本裏面
[00:03:01.000 --> 00:03:04.000]  和合本的修訂本他都沒有改這個標題
[00:03:04.000 --> 00:03:07.000]  新譯本也是用這個標題的
[00:03:07.000 --> 00:03:08.000]  《不義的管家》
[00:03:08.000 --> 00:03:15.000]  這個標題很容易誤導讀者以為耶穌說這個比喻
[00:03:15.000 --> 00:03:18.000]  是要批評那個不義管家的行為
[00:03:18.000 --> 00:03:23.000]  但其實這個違反了主耶穌說這個比喻的原意
[00:03:23.000 --> 00:03:26.000]  在解釋這個比喻的時候
[00:03:26.000 --> 00:03:30.000]  其實主耶穌是表揚這位管家的機警行為
[00:03:30.000 --> 00:03:34.000]  不過我們要知道並且要記得
[00:03:34.000 --> 00:03:38.000]  標題就不是上帝的默示
[00:03:38.000 --> 00:03:41.000]  不是聖經的說話
[00:03:41.000 --> 00:03:44.000]  只是翻譯聖經的人加上去
[00:03:44.000 --> 00:03:48.000]  是幫助我們方便我們有時想起某個故事的時候
[00:03:48.000 --> 00:03:50.000]  容易一點找的
[00:03:50.000 --> 00:03:55.000]  記住聖經是神的默示就不包括標題的
