
[00:00:00.000 --> 00:00:03.400]  我們今天主要是講到安息
[00:00:03.400 --> 00:00:07.900]  這個安息就是指神的安息
[00:00:07.900 --> 00:00:12.200]  那麼什麼是安息呢?
[00:00:12.200 --> 00:00:14.200]  在第三章裡頭
[00:00:14.200 --> 00:00:19.200]  重點是藉著信心我們得到神的安息
[00:00:19.200 --> 00:00:22.200]  第三章一直講到
[00:00:22.200 --> 00:00:27.000]  這位我們主耶穌
[00:00:27.000 --> 00:00:30.000]  祂是使者、祂是大祭司
[00:00:30.000 --> 00:00:36.000]  祂是在神的家中來治理神的家
[00:00:36.000 --> 00:00:42.000]  那麼我們若是能夠將可怕的盼望和膽量堅持到底
[00:00:42.000 --> 00:00:44.000]  就便是祂的家了
[00:00:44.000 --> 00:00:48.000]  便是祂的家的意思就是我們是家裡的人
[00:00:48.000 --> 00:00:51.000]  而且我們在神的家裡
[00:00:51.000 --> 00:00:53.000]  我們所表現出來的
[00:00:53.000 --> 00:01:01.000]  所謂神的兒女這個地方就是神是名符其實的住在這個家中
[00:01:01.000 --> 00:01:06.000]  那麼這個是要藉著信心而得到神的安息
[00:01:06.000 --> 00:01:10.000]  第四章就要講到神的安息了
[00:01:10.000 --> 00:01:13.000]  更進入神的安息的意義
[00:01:13.000 --> 00:01:17.000]  這是一個很重要的很大一個題目
[00:01:17.000 --> 00:01:21.000]  所以作者在第三章就舉了以色列人
[00:01:21.000 --> 00:01:24.000]  他們在曠野裡頭失敗的經歷
[00:01:24.000 --> 00:01:26.000]  原因是什麼呢
[00:01:26.000 --> 00:01:28.000]  是不幸的緣故
[00:01:28.000 --> 00:01:30.000]  他們不幸
[00:01:30.000 --> 00:01:32.000]  那麼就不幸的緣故呢
[00:01:32.000 --> 00:01:35.000]  就因為他們沒有信心
[00:01:35.000 --> 00:01:38.000]  這個他們是有口頭的相信
[00:01:38.000 --> 00:01:45.000]  但是這口頭的相信跟真實的信心是不同的
[00:01:45.000 --> 00:01:48.000]  他們是相信什麼呢
[00:01:48.000 --> 00:01:51.000]  相信神要領他們進入迦南地
[00:01:51.000 --> 00:01:56.000]  他們相信迦南地是神給他們的
[00:01:56.000 --> 00:02:01.000]  也相信迦南地是一個牛奶與蜜之地
[00:02:01.000 --> 00:02:03.000]  是一個很好的地方
[00:02:03.000 --> 00:02:07.000]  也相信他們是神的子民
[00:02:07.000 --> 00:02:11.000]  但他們是一般的相信
[00:02:11.000 --> 00:02:15.000]  他們並沒有真正的相信
[00:02:15.000 --> 00:02:17.000]  並沒有從心裡頭相信
[00:02:17.000 --> 00:02:21.000]  所以到了迦南邊界的時候
[00:02:21.000 --> 00:02:25.000]  有十二個探子進去窺探這個地
[00:02:25.000 --> 00:02:27.000]  結果回來的話
[00:02:27.000 --> 00:02:31.000]  有兩個探子說這個地很好
[00:02:31.000 --> 00:02:32.000]  我們應該進去
[00:02:32.000 --> 00:02:34.000]  但是其他十個呢
[00:02:34.000 --> 00:02:36.000]  他們就不肯進去
[00:02:36.000 --> 00:02:39.000]  他們也相信迦南地是好的
[00:02:39.000 --> 00:02:42.000]  但他們不敢進去
[00:02:42.000 --> 00:02:44.000]  因為他們沒有信心
[00:02:44.000 --> 00:02:46.000]  這信心什麼呢
[00:02:46.000 --> 00:02:48.000]  不但是相信
[00:02:48.000 --> 00:02:52.000]  信心是相信以後還有一個行為
[00:02:52.000 --> 00:02:53.000]  有一個行動
[00:02:53.000 --> 00:02:57.000]  只是口頭的相信
[00:02:57.000 --> 00:02:59.000]  但是沒有行動
[00:02:59.000 --> 00:03:04.000]  那這個就不是信心
[00:03:04.000 --> 00:03:06.000]  那信心呢
[00:03:06.000 --> 00:03:08.000]  就是沒有這個信心的話
[00:03:08.000 --> 00:03:10.000]  即使是神所應許的
[00:03:10.000 --> 00:03:15.000]  他也不能夠按照神所應許的去行動
[00:03:15.000 --> 00:03:17.000]  所以沒有信心
[00:03:17.000 --> 00:03:21.000]  就是在神所應許給他們的事情上面
[00:03:21.000 --> 00:03:23.000]  他們也不行動
[00:03:23.000 --> 00:03:24.000]  神叫他們進去
[00:03:24.000 --> 00:03:26.000]  他們也不進去
[00:03:26.000 --> 00:03:29.000]  就好像我們拿到一張支票了
[00:03:29.000 --> 00:03:31.000]  公司裡給你放張支票
[00:03:31.000 --> 00:03:33.000]  或者別人給你的支票
[00:03:33.000 --> 00:03:34.000]  你拿到支票了
[00:03:34.000 --> 00:03:36.000]  你不去銀行兌現
[00:03:36.000 --> 00:03:40.000]  那麼這個支票裡面的錢呢
[00:03:40.000 --> 00:03:43.000]  就不是你所有的
[00:03:43.000 --> 00:03:45.000]  神給我們很多允許
[00:03:45.000 --> 00:03:48.000]  神給我們很多的支票
[00:03:48.000 --> 00:03:50.000]  叫我們都可以去得到
[00:03:50.000 --> 00:03:52.000]  但是我們不去兌現
[00:03:52.000 --> 00:03:53.000]  不去行動
[00:03:53.000 --> 00:03:54.000]  不去拿
[00:03:54.000 --> 00:03:56.000]  那麼神所允許的東西
[00:03:56.000 --> 00:04:00.000]  對我們來說仍然是空的
[00:04:00.000 --> 00:04:03.000]  所以到了第四章呢
[00:04:03.000 --> 00:04:05.000]  就要講到神的安息了
[00:04:05.000 --> 00:04:13.000]  要講到進到這個安息裡頭的意識
[00:04:13.000 --> 00:04:16.000]  這個安息呢
[00:04:16.000 --> 00:04:22.000]  主要不是一種內心平靜的經歷
[00:04:22.000 --> 00:04:26.000]  也不是說在逼迫在患難當中
[00:04:26.000 --> 00:04:28.000]  你仍然很平安很鎮定
[00:04:28.000 --> 00:04:31.000]  你也不害怕
[00:04:31.000 --> 00:04:33.000]  是會有這些經歷
[00:04:33.000 --> 00:04:37.000]  但是安息主要的不是指到這方面
[00:04:37.000 --> 00:04:40.000]  聖經的這個安息呢
[00:04:40.000 --> 00:04:41.000]  一般來是指到
[00:04:41.000 --> 00:04:44.000]  他能夠經歷神的救恩
[00:04:44.000 --> 00:04:46.000]  能夠有一個得救的信心
[00:04:46.000 --> 00:04:50.000]  跟神有一個正常的關係
[00:04:50.000 --> 00:04:54.000]  這是聖經裡頭所講的安息
[00:04:54.000 --> 00:04:56.000]  我們一般來講安息是什麼呢
[00:04:56.000 --> 00:04:58.000]  就是休息了
[00:04:58.000 --> 00:04:59.000]  我們不做什麼事情
[00:04:59.000 --> 00:05:00.000]  休息了
[00:05:00.000 --> 00:05:01.000]  那叫安息
[00:05:01.000 --> 00:05:04.000]  或者最多聽到的安息是什麼呢
[00:05:04.000 --> 00:05:06.000]  在安息聚會中間
[00:05:06.000 --> 00:05:08.000]  聽到安息最多了
[00:05:08.000 --> 00:05:10.000]  主觀安息了
[00:05:10.000 --> 00:05:12.000]  就意識他就不用做事情了
[00:05:12.000 --> 00:05:14.000]  他就完全休息了
[00:05:14.000 --> 00:05:17.000]  其實聖經的安息呢
[00:05:17.000 --> 00:05:19.000]  比這個範圍還要大
[00:05:19.000 --> 00:05:21.000]  還要深入
[00:05:21.000 --> 00:05:23.000]  包括我們的方方面面
[00:05:23.000 --> 00:05:27.000]  所以我們需要從神的話語中間
[00:05:27.000 --> 00:05:30.000]  一起來看
[00:05:30.000 --> 00:05:32.000]  因為當時的以色列人
[00:05:32.000 --> 00:05:34.000]  這些猶太人
[00:05:34.000 --> 00:05:39.000]  他們受到開始就有逼迫
[00:05:39.000 --> 00:05:43.000]  開始就有這些外邦人
[00:05:43.000 --> 00:05:47.000]  或者是一些姓猶太教的人
[00:05:47.000 --> 00:05:50.000]  對他們有一些迫害了
[00:05:50.000 --> 00:05:54.000]  所以他們在這個情況之下
[00:05:54.000 --> 00:05:59.000]  他們就想還是回到過去的猶太教
[00:05:59.000 --> 00:06:00.000]  這樣的情形
[00:06:00.000 --> 00:06:03.000]  因為自從羅馬人
[00:06:03.000 --> 00:06:07.000]  統治了以色列這塊地方
[00:06:07.000 --> 00:06:10.000]  羅馬帝國也是很大的反突
[00:06:10.000 --> 00:06:12.000]  把地中海周圍的國家
[00:06:12.000 --> 00:06:15.000]  都納入他的統治範圍
[00:06:15.000 --> 00:06:18.000]  所以羅馬人對宗教
[00:06:18.000 --> 00:06:21.000]  他並不是說只能夠信一個宗教
[00:06:21.000 --> 00:06:23.000]  他有一些宗教是合法的
[00:06:23.000 --> 00:06:25.000]  那有一些是不合法的
[00:06:25.000 --> 00:06:28.000]  那像猶太人他們所信的猶太教
[00:06:28.000 --> 00:06:31.000]  在當時是合法的
[00:06:31.000 --> 00:06:35.000]  但是這些猶太人信了主以後
[00:06:35.000 --> 00:06:38.000]  他們就慢慢的
[00:06:38.000 --> 00:06:39.000]  人家就發現
[00:06:39.000 --> 00:06:43.000]  他們這一幫人跟一般的猶太人
[00:06:43.000 --> 00:06:45.000]  猶太教是不一樣的
[00:06:45.000 --> 00:06:48.000]  所以慢慢的就認為這一派
[00:06:48.000 --> 00:06:50.000]  基督徒這些人
[00:06:50.000 --> 00:06:54.000]  是不合乎羅馬人的要求的
[00:06:54.000 --> 00:06:58.000]  所以開始就迫害了
[00:06:58.000 --> 00:07:00.000]  那麼他們就想
[00:07:00.000 --> 00:07:03.000]  猶太教是合法我還是回去
[00:07:03.000 --> 00:07:06.000]  省得有這麼多的麻煩
[00:07:06.000 --> 00:07:08.000]  而且在當時的話
[00:07:08.000 --> 00:07:10.000]  聖殿還沒有被拆毀
[00:07:10.000 --> 00:07:12.000]  所以他們可以看到一個
[00:07:12.000 --> 00:07:15.000]  很華麗輝煌的聖殿
[00:07:15.000 --> 00:07:17.000]  他們也可以看到
[00:07:17.000 --> 00:07:20.000]  在聖殿裡頭有很莊嚴
[00:07:20.000 --> 00:07:22.000]  很正式的敬拜
[00:07:22.000 --> 00:07:24.000]  也有獻祭
