
[00:00:00.000 --> 00:00:03.600]  聖經
[00:00:03.600 --> 00:00:04.800]  各位弟兄姊妹
[00:00:04.800 --> 00:00:07.400]  平安聖經向我們講説話
[00:00:07.400 --> 00:00:09.400]  在聖經裏面有一本書
[00:00:09.400 --> 00:00:11.100]  非常之實用
[00:00:11.100 --> 00:00:12.300]  而且它講的
[00:00:12.300 --> 00:00:14.600]  全部都是日常生活裏面
[00:00:14.600 --> 00:00:16.500]  我們會碰到的東西
[00:00:16.500 --> 00:00:17.800]  你日常生活裏面
[00:00:17.800 --> 00:00:19.800]  會碰到家朋友的問題
[00:00:19.800 --> 00:00:22.200]  你上班工作的問題
[00:00:22.200 --> 00:00:24.400]  你需要智慧的問題
[00:00:24.400 --> 00:00:26.800]  你處理金錢的問題
[00:00:26.800 --> 00:00:29.000]  你面對婚姻的問題
[00:00:29.000 --> 00:00:32.200]  你的妻子是否一個賢德的妻子
[00:00:32.200 --> 00:00:33.800]  你講説話
[00:00:33.800 --> 00:00:38.200]  怎樣是講那些造就人的説話
[00:00:38.200 --> 00:00:39.700]  你同人
[00:00:39.700 --> 00:00:41.600]  你不要欺騙人
[00:00:41.600 --> 00:00:44.400]  所以這本書真的很實用
[00:00:44.400 --> 00:00:46.200]  那這本書是哪一本呢?
[00:00:46.200 --> 00:00:48.700]  當然就是《箴言》
[00:00:48.700 --> 00:00:50.000]  因此有人說
[00:00:50.000 --> 00:00:53.000]  《箴言》是全本聖經裏面
[00:00:53.000 --> 00:00:56.000]  最實用的一本書
[00:00:56.000 --> 00:00:58.800]  因為它將日常生活裏面
[00:00:58.800 --> 00:01:00.400]  很多的事
[00:01:00.400 --> 00:01:04.800]  全部跟我們都搜羅了出來
[00:01:04.800 --> 00:01:05.900]  有人說
[00:01:05.900 --> 00:01:09.000]  這本書是很簡潔的
[00:01:09.000 --> 00:01:13.100]  因為很多它用《箴言》來出現
[00:01:13.100 --> 00:01:14.500]  所謂《箴言》
[00:01:14.500 --> 00:01:16.600]  就短短一兩句
[00:01:16.600 --> 00:01:19.000]  但是你很記得
[00:01:19.000 --> 00:01:21.200]  所以令我們很容易
[00:01:21.200 --> 00:01:24.300]  可以記憶背誦的
[00:01:24.300 --> 00:01:28.000]  而且很多時候它也都用故事
[00:01:28.000 --> 00:01:31.000]  譬如你去觀察螞蟻
[00:01:31.000 --> 00:01:33.900]  螞蟻怎樣努力工作
[00:01:33.900 --> 00:01:35.300]  它收藏
[00:01:35.300 --> 00:01:37.800]  所以就鼓勵我們人
[00:01:37.800 --> 00:01:39.800]  千萬不要懶惰
[00:01:39.800 --> 00:01:42.100]  我們要很殷勤工作
[00:01:42.100 --> 00:01:44.300]  好像螞蟻一樣
[00:01:44.300 --> 00:01:50.400]  而且它的記載是很精簡的
[00:01:50.400 --> 00:01:53.200]  直接打入你的心裏面
[00:01:53.200 --> 00:01:54.900]  一句説話
[00:01:54.900 --> 00:01:56.400]  如果講得好
[00:01:56.400 --> 00:02:01.900]  是好像金蘋果落在銀的網裏面
[00:02:01.900 --> 00:02:04.500]  你就記得很清楚了
[00:02:04.500 --> 00:02:09.100]  你千萬不要跟爭吵的婦人在一起
[00:02:09.100 --> 00:02:12.100]  你寧願躲在家裏面
[00:02:12.100 --> 00:02:14.200]  一個閣樓那裏
[00:02:14.200 --> 00:02:17.200]  曾經有個牧師講道就講笑
[00:02:17.200 --> 00:02:19.100]  他說我們每個人的房子
[00:02:19.100 --> 00:02:21.300]  是不是都要建一個閣樓
[00:02:21.300 --> 00:02:24.800]  因為難免有時跟老婆會吵架
[00:02:24.800 --> 00:02:27.900]  那就要躲在閣樓裏
[00:02:27.900 --> 00:02:33.100]  所以是令我們印象很深刻的
[00:02:33.100 --> 00:02:35.100]  《箴言》這本書
[00:02:35.100 --> 00:02:40.600]  很多人都說應該是所羅門王所作的
[00:02:40.600 --> 00:02:43.500]  所羅門這位智者
[00:02:43.500 --> 00:02:45.100]  他很有智慧
[00:02:45.100 --> 00:02:51.000]  聖經說他作了《箴言》有九百句
[00:02:51.000 --> 00:02:54.500]  我們解釋一下《箴言》的編排
[00:02:54.500 --> 00:03:00.200]  《箴言》一章一至七節是那個序言
[00:03:00.200 --> 00:03:04.600]  由一章八節一直到第九章
[00:03:04.600 --> 00:03:08.700]  叫做父親的勸勉
[00:03:08.700 --> 00:03:13.300]  特別是對年輕人的一個勸勉
[00:03:13.300 --> 00:03:15.800]  而頭九章裏面
[00:03:15.800 --> 00:03:19.500]  講很多關於智慧
[00:03:19.500 --> 00:03:21.400]  尋找智慧
[00:03:21.400 --> 00:03:23.700]  智慧在哪裏
[00:03:23.700 --> 00:03:27.900]  敬畏耶和華就是智慧的開端
[00:03:27.900 --> 00:03:32.100]  而且有時智慧將他以人化
[00:03:32.100 --> 00:03:34.700]  好像一個人一樣
[00:03:34.700 --> 00:03:36.500]  他會說話
[00:03:36.500 --> 00:03:43.800]  而且有時智慧是一個女性的身份出現
[00:03:43.800 --> 00:03:47.800]  然後由第十章一直到第廿四章
[00:03:47.800 --> 00:03:51.100]  就叫做所羅門的《箴言》
[00:03:51.100 --> 00:03:53.600]  有很長的一段編複
[00:03:53.600 --> 00:03:56.200]  都是所羅門的《箴言》
[00:03:56.200 --> 00:03:59.800]  然後由廿五章到廿九章
[00:03:59.800 --> 00:04:05.900]  就是希西加去抄錄所羅門的《箴言》
[00:04:05.900 --> 00:04:09.100]  是希西加去抄錄的
[00:04:09.100 --> 00:04:11.100]  然後最後還有兩章
[00:04:11.100 --> 00:04:16.300]  三十章就叫做阿古爾的言語
[00:04:16.300 --> 00:04:20.300]  是講一些數字的隔閻
[00:04:20.300 --> 00:04:23.600]  然後最後一章三十一章
[00:04:23.600 --> 00:04:28.500]  就叫做利巫依勒的言語
[00:04:28.500 --> 00:04:33.300]  特別是講到賢德的妻子
[00:04:33.300 --> 00:04:36.700]  特別第三十一章是很特別的
[00:04:36.700 --> 00:04:39.300]  我記得我都介紹過
[00:04:39.300 --> 00:04:42.700]  猶太人守安息日的時候
[00:04:42.700 --> 00:04:45.400]  他們一定全家一起吃飯
[00:04:45.400 --> 00:04:47.400]  開頭有一個儀式
[00:04:47.400 --> 00:04:53.200]  爸爸男主人負責主持祈禱
[00:04:53.200 --> 00:04:58.100]  祈禱之後就像唱歌一樣
[00:04:58.100 --> 00:05:02.900]  朗誦《箴言》三十一章
[00:05:02.900 --> 00:05:05.900]  每個禮拜的安息日
[00:05:05.900 --> 00:05:08.900]  都朗誦《箴言》三十一章
[00:05:08.900 --> 00:05:13.800]  所以聖經由他們做小孩子開始
[00:05:13.800 --> 00:05:16.100]  就一直在聽
[00:05:16.100 --> 00:05:17.900]  那你說有什麼辦法
[00:05:17.900 --> 00:05:19.500]  所有的子女
[00:05:19.500 --> 00:05:21.900]  家裏所有的人
[00:05:21.900 --> 00:05:26.800]  一定會背《箴言》三十一章
[00:05:26.800 --> 00:05:29.000]  我們去到以色列的時候
[00:05:29.000 --> 00:05:31.000]  就在一個猶太人的家裏
[00:05:31.000 --> 00:05:33.000]  來參加他們的儀式
[00:05:33.000 --> 00:05:34.700]  我們就在那裏聊天
[00:05:34.700 --> 00:05:36.200]  為什麼好選不選
[00:05:36.200 --> 00:05:38.600]  選《箴言》三十一章呢
[00:05:38.600 --> 00:05:40.200]  於是我們就說
[00:05:40.200 --> 00:05:41.200]  第一
[00:05:41.200 --> 00:05:46.300]  女孩子聽到就知道怎麼做賢德的妻子
[00:05:46.300 --> 00:05:49.700]  男孩子聽到就知道怎麼選擇
[00:05:49.700 --> 00:05:51.700]  你將來的太太
[00:05:51.700 --> 00:05:55.300]  你要選擇賢德的婦人
[00:05:55.300 --> 00:05:59.300]  所以原來《箴言》這麼寶貴
[00:05:59.300 --> 00:06:02.600]  而且聖經裏面告訴我們
[00:06:02.600 --> 00:06:07.400]  在《傳道書》第十二章第九節
[00:06:07.400 --> 00:06:11.600]  他說傳道者因有智慧
[00:06:11.600 --> 00:06:15.700]  形將知識教訓眾人
[00:06:15.700 --> 00:06:17.700]  他又默想
[00:06:17.700 --> 00:06:19.700]  又考察
[00:06:19.700 --> 00:06:24.400]  又陳說很多的《箴言》
[00:06:24.400 --> 00:06:27.300]  原來是一位智慧的人
[00:06:27.300 --> 00:06:30.900]  他陳說很多的《箴言》
[00:06:30.900 --> 00:06:37.300]  在《箴言》裏面的關鍵字就是智慧
[00:06:37.300 --> 00:06:41.100]  《箴言》第三章五至六節
[00:06:41.100 --> 00:06:43.900]  可以說是那個約節
[00:06:43.900 --> 00:06:47.600]  你要專心仰賴耶和華
[00:06:47.600 --> 00:06:51.100]  不可以靠自己的聰明
[00:06:51.100 --> 00:06:54.600]  在你一切所行的事上
[00:06:54.600 --> 00:06:57.600]  都要認定他
[00:06:57.600 --> 00:07:01.100]  他必指引你的路
[00:07:01.100 --> 00:07:06.800]  神會指引你前面的路徑
[00:07:06.800 --> 00:07:09.800]  剛才我介紹過
[00:07:09.800 --> 00:07:11.800]  《箴言》第三十一章
[00:07:11.800 --> 00:07:14.800]  說到好女人
[00:07:14.800 --> 00:07:16.800]  好妻子
[00:07:16.800 --> 00:07:18.800]  好母親
[00:07:18.800 --> 00:07:20.800]  好鄰舍
[00:07:20.800 --> 00:07:23.800]  而且是一個好高尚
[00:07:23.800 --> 00:07:25.800]  尊貴的女子
[00:07:25.800 --> 00:07:27.800]  所以《箴言》三十一章
[00:07:27.800 --> 00:07:29.800]  實在是很重要
[00:07:29.800 --> 00:07:34.800]  幫助我們有更深入的認識
[00:07:34.800 --> 00:07:36.800]  在《箴言》裏面
[00:07:36.800 --> 00:07:38.800]  其實也有很多時候
[00:07:38.800 --> 00:07:44.800]  讓我們更體會耶穌基督
[00:07:44.800 --> 00:07:46.800]  智慧以人化
[00:07:46.800 --> 00:07:50.800]  智慧就代表基督
[00:07:50.800 --> 00:07:54.800]  在《哥倫多前書》一章三十節說
[00:07:54.800 --> 00:07:58.800]  但你們得在基督耶穌裏
[00:07:58.800 --> 00:08:00.800]  是本父神
[00:08:00.800 --> 00:08:04.800]  神有使他成為我們的智慧
[00:08:04.800 --> 00:08:07.800]  公義聖潔救贖
[00:08:07.800 --> 00:08:11.800]  神使基督成為我們的智慧
[00:08:11.800 --> 00:08:14.800]  所以當你尋求智慧的時候
[00:08:14.800 --> 00:08:18.800]  你要追求認識基督
[00:08:18.800 --> 00:08:20.800]  《箴言》是一句句
[00:08:20.800 --> 00:08:23.800]  好像格言一樣很短
[00:08:23.800 --> 00:08:26.800]  有的人說你讀一句《箴言》
[00:08:26.800 --> 00:08:29.800]  不用幾秒鐘就讀完了
[00:08:29.800 --> 00:08:32.800]  但你要實踐這一句《箴言》
[00:08:32.800 --> 00:08:36.800]  可能要用你一生的時間
[00:08:36.800 --> 00:08:40.800]  來體會、學習、深化
[00:08:40.800 --> 00:08:44.800]  去經歷那句《箴言》
[00:08:44.800 --> 00:08:47.800]  所以我盼望你愛《箴言》
[00:08:47.800 --> 00:08:50.800]  如果你每天讀一章《箴言》
[00:08:50.800 --> 00:08:53.800]  三十一章差不多一個月
[00:08:53.800 --> 00:08:56.800]  就可以把《箴言》讀一遍
[00:08:56.800 --> 00:08:58.800]  所以《箴言》可以成為
[00:08:58.800 --> 00:09:00.800]  一個很大的激勵
[00:09:00.800 --> 00:09:03.800]  在我們的生活行事為人
[00:09:03.800 --> 00:09:05.800]  我們的言語談吐
[00:09:05.800 --> 00:09:07.800]  我們的語言交往
[00:09:07.800 --> 00:09:11.800]  我們的上班做事
[00:09:11.800 --> 00:09:13.800]  我們的生意語言
[00:09:13.800 --> 00:09:15.800]  商業往來等等
[00:09:15.800 --> 00:09:17.800]  在《箴言》裏面
[00:09:17.800 --> 00:09:19.800]  全部都有遞給
[00:09:19.800 --> 00:09:22.800]  所以是一本很完整
[00:09:22.800 --> 00:09:25.800]  很具體、很實用的書
[00:09:25.800 --> 00:09:28.800]  所以盼望你愛讀《箴言》
[00:09:28.800 --> 00:09:30.800]  又透過《箴言》幫助你
[00:09:30.800 --> 00:09:33.800]  成為一個智慧的人
[00:09:33.800 --> 00:09:35.800]  你敬畏神
[00:09:35.800 --> 00:09:38.800]  有智慧、蒙神的喜悅
[00:09:38.800 --> 00:09:40.800]  所以天父使用你
[00:09:40.800 --> 00:09:42.800]  我未來八月、九月
[00:09:42.800 --> 00:09:44.800]  會休息兩個月
[00:09:44.800 --> 00:09:46.800]  很盼望在十月的時候
[00:09:46.800 --> 00:09:48.800]  再跟大家見面
[00:09:48.800 --> 00:09:50.800]  天父祝福各位
