
[00:00:00.000 --> 00:00:04.120]  來到這次偽行者系列的第二講
[00:00:04.120 --> 00:00:06.520]  今天的題目叫做「一起走過」
[00:00:06.520 --> 00:00:08.800]  當然我稍後會解釋一下
[00:00:08.800 --> 00:00:10.720]  但我很想說一件事
[00:00:10.720 --> 00:00:13.640]  就是我不知道你經歷這個疫情
[00:00:13.640 --> 00:00:16.000]  你有什麼發現
[00:00:16.000 --> 00:00:20.000]  在這個COVID-19的疫情裡面
[00:00:20.000 --> 00:00:21.920]  你有沒有什麼發現
[00:00:21.920 --> 00:00:23.920]  在你之前其實不是很知道
[00:00:23.920 --> 00:00:26.080]  但突然間你發覺
[00:00:26.080 --> 00:00:27.360]  原來是這樣的
[00:00:27.360 --> 00:00:29.640]  我有兩個發現
[00:00:29.640 --> 00:00:30.680]  第一個發現就是
[00:00:30.680 --> 00:00:33.120]  原來我們香港或者普世
[00:00:33.120 --> 00:00:36.920]  就算是先進國家的健康系統
[00:00:36.920 --> 00:00:40.520]  其實不是我們想像中那麼穩陣
[00:00:40.520 --> 00:00:42.920]  或者嚴格來說都幾不堪一擊
[00:00:42.920 --> 00:00:44.640]  我不知道你知不知道
[00:00:44.640 --> 00:00:46.280]  有很多人特別是在外國
[00:00:46.280 --> 00:00:48.880]  如果你患了肺炎
[00:00:48.880 --> 00:00:51.440]  但你又不是重症那一類
[00:00:51.440 --> 00:00:53.960]  他叫你做什麼?
[00:00:53.960 --> 00:00:55.720]  不知道
[00:00:55.720 --> 00:00:57.040]  他叫你在家裡
[00:00:57.040 --> 00:01:01.160]  不要到處走讓他自己痊癒就好了
[00:01:01.160 --> 00:01:04.120]  如果惡化就看看有沒有床位收你
[00:01:04.120 --> 00:01:06.000]  或者如果不幸的
[00:01:06.000 --> 00:01:08.280]  你真的因為不夠床位
[00:01:08.280 --> 00:01:09.800]  要離開這個世界
[00:01:09.800 --> 00:01:10.680]  那也沒辦法
[00:01:10.680 --> 00:01:13.200]  因為醫院的床位已經沒有了
[00:01:13.200 --> 00:01:14.920]  第二件事我發現的就是
[00:01:14.920 --> 00:01:18.480]  原來人真是一個relational being
[00:01:18.480 --> 00:01:20.720]  人是需要關係的
[00:01:20.720 --> 00:01:22.640]  前陣子看新聞就發覺
[00:01:22.640 --> 00:01:24.920]  有訪問過公公婆婆
[00:01:24.920 --> 00:01:26.520]  因為抗疫的緣故
[00:01:26.520 --> 00:01:29.360]  他們很乖聽家人說就留在家裡
[00:01:29.360 --> 00:01:32.520]  大部分開始有情緒問題
[00:01:32.520 --> 00:01:33.520]  有抑鬱
[00:01:33.520 --> 00:01:34.720]  有沒有聽過?
[00:01:34.720 --> 00:01:39.080]  我沒想過原來他們外出15分鐘打牙
[00:01:39.080 --> 00:01:42.720]  原來對他生命是那麼重要的
[00:01:42.720 --> 00:01:44.640]  他又沒有特別事情做
[00:01:44.640 --> 00:01:46.240]  他又不是要去開會
[00:01:46.240 --> 00:01:47.440]  他還是下去
[00:01:47.440 --> 00:01:50.720]  陳太太和李太太去聊聊天
[00:01:50.720 --> 00:01:54.320]  說說買菜的市場價格
[00:01:54.320 --> 00:01:58.360]  或者陳伯和黃伯去看人下棋
[00:01:58.360 --> 00:01:59.400]  就是這樣
[00:01:59.400 --> 00:02:02.320]  但原來那些relational的時間
[00:02:02.320 --> 00:02:03.960]  對他們的生命很健康
[00:02:03.960 --> 00:02:07.080]  對他們生命的健康是很有影響的
[00:02:07.080 --> 00:02:09.640]  自從開始有社交距離
[00:02:09.640 --> 00:02:10.680]  social distancing
[00:02:10.680 --> 00:02:12.000]  這是一個新的term
[00:02:12.000 --> 00:02:13.800]  對於我來說at least是
[00:02:13.800 --> 00:02:15.600]  又有一個新的term是什麼?
[00:02:15.600 --> 00:02:17.440]  抗疫疲勞
[00:02:17.440 --> 00:02:19.880]  大英姐妹你疲勞嗎?
[00:02:19.880 --> 00:02:21.520]  想不想外出?
[00:02:21.520 --> 00:02:26.280]  早前嚴重每天百多人感染的時候
[00:02:26.280 --> 00:02:28.000]  大家都很乖留在家裡
[00:02:28.000 --> 00:02:29.800]  但當疫情一減退
[00:02:29.800 --> 00:02:32.760]  其實大家都很想出去鬆一鬆
[00:02:32.760 --> 00:02:38.080]  早前上星期五看到NOW TV有一個新聞
[00:02:38.080 --> 00:02:41.000]  他說上星期五夜市重開
[00:02:41.000 --> 00:02:42.880]  就是8月28日
[00:02:42.880 --> 00:02:45.840]  公佈晚上的晚市可以恢復
[00:02:45.840 --> 00:02:48.040]  兩人一台到什麼時候?
[00:02:48.040 --> 00:02:49.760]  9點
[00:02:49.760 --> 00:02:52.400]  他訪問了一個餐廳的食客
[00:02:52.400 --> 00:02:55.640]  問他你怎麼看?
[00:02:55.640 --> 00:02:58.720]  這個女士說其實疫情未穩定
[00:02:58.720 --> 00:03:01.320]  又開始放寬
[00:03:01.320 --> 00:03:03.040]  其實我很憂慮
[00:03:03.040 --> 00:03:05.440]  我覺得這樣不是太好
[00:03:05.440 --> 00:03:07.800]  但是在餐廳裡
[00:03:07.800 --> 00:03:10.600]  接著那個訪問的記者就問他
[00:03:10.600 --> 00:03:12.840]  你又出來吃飯?
[00:03:12.840 --> 00:03:16.000]  他的反應是朋友也要見一下
[00:03:16.000 --> 00:03:17.840]  太長時間沒見
[00:03:17.840 --> 00:03:24.920]  從他的口罩可以透視出他有一個很尷尬的笑容
[00:03:24.920 --> 00:03:27.920]  看過一本書我以前也說過
[00:03:27.920 --> 00:03:29.840]  就是Claude & Townsend說的
[00:03:29.840 --> 00:03:33.680]  他說人最基本的需要是關係
[00:03:33.680 --> 00:03:36.960]  他說原來這是一個醫學的事實
[00:03:36.960 --> 00:03:40.560]  如果一個嬰兒一直成長到老年
[00:03:40.560 --> 00:03:45.880]  健康的程度是取決於他有沒有社交的聯繫
[00:03:45.880 --> 00:03:47.440]  他也說過
[00:03:47.440 --> 00:03:50.920]  如果有社交的聯繫的人就會成長
[00:03:50.920 --> 00:03:52.520]  會健康一點
[00:03:52.520 --> 00:03:55.320]  如果沒有社交的聯繫的人
[00:03:55.320 --> 00:03:56.320]  是很麻煩的
[00:03:56.320 --> 00:03:59.040]  他用的詞是Wither and Die
[00:03:59.040 --> 00:04:01.480]  枯萎死亡
[00:04:01.480 --> 00:04:03.800]  但我又想我們去想一下
[00:04:03.800 --> 00:04:07.440]  我們既然今天在說人與人的關係
[00:04:07.440 --> 00:04:10.840]  在你感覺現在香港人
[00:04:10.840 --> 00:04:12.360]  弟兄姊妹
[00:04:12.360 --> 00:04:16.760]  人與人之間的關係是不是很強壯呢?
[00:04:18.440 --> 00:04:19.600]  或者這麼說
[00:04:19.600 --> 00:04:24.040]  我想不是我們想像中那麼強壯
[00:04:24.040 --> 00:04:26.000]  我曾經有想過
[00:04:26.000 --> 00:04:27.440]  我想有一個形容
[00:04:27.440 --> 00:04:30.320]  對我們今天人與人之間的關係是很貼切的
[00:04:30.320 --> 00:04:32.400]  就是合則來
[00:04:32.400 --> 00:04:34.800]  不合則散
[00:04:34.800 --> 00:04:36.000]  有下半句的
[00:04:36.000 --> 00:04:37.200]  你有沒有聽過?
[00:04:37.200 --> 00:04:40.120]  既不強求別人改變
[00:04:40.120 --> 00:04:42.680]  也不委屈自己求存
[00:04:42.680 --> 00:04:44.280]  寫得多好
[00:04:44.280 --> 00:04:46.600]  是不是你的心聲呢?
[00:04:46.600 --> 00:04:48.600]  合則在一起
[00:04:48.600 --> 00:04:51.440]  不合則也沒有辦法
[00:04:51.440 --> 00:04:52.520]  我們經常有這個心態
[00:04:52.520 --> 00:04:54.240]  不合則也沒有辦法
[00:04:54.240 --> 00:04:56.440]  我想問在教會
[00:04:56.440 --> 00:04:58.520]  是不是又好一點
[00:04:58.520 --> 00:05:01.520]  還是差不多?
[00:05:01.520 --> 00:05:05.760]  到底上帝怎樣看弟兄姊妹
[00:05:05.760 --> 00:05:07.840]  彭輩之間的關係
[00:05:07.840 --> 00:05:10.160]  聖經怎樣教呢?
[00:05:10.160 --> 00:05:11.760]  也是因為這個原因
[00:05:11.760 --> 00:05:13.360]  所以我們想了這個系列
[00:05:13.360 --> 00:05:14.720]  叫做「毅行者」
[00:05:14.720 --> 00:05:17.240]  就是希望我們所說的朋友的關係
[00:05:17.240 --> 00:05:19.400]  不是走一里路
[00:05:19.400 --> 00:05:21.720]  而是走一百里路
[00:05:21.720 --> 00:05:23.400]  聖經有沒有教
[00:05:23.400 --> 00:05:25.520]  彭輩關係應該是怎樣?
[00:05:25.520 --> 00:05:27.600]  耶穌有沒有說過一篇道
[00:05:27.600 --> 00:05:30.080]  關於天國的「毅行者」?
[00:05:30.080 --> 00:05:31.160]  如果是
[00:05:31.160 --> 00:05:33.520]  祂會說什麼題目?
[00:05:33.520 --> 00:05:34.520]  其實我覺得
[00:05:34.520 --> 00:05:35.560]  馬太很有趣
[00:05:35.560 --> 00:05:36.680]  因為在《馬太福音》
[00:05:36.680 --> 00:05:38.520]  祂整理了耶穌的教導
[00:05:38.520 --> 00:05:40.320]  成為五篇的講章
[00:05:40.320 --> 00:05:42.960]  第四篇《馬太方案》第十八章
[00:05:42.960 --> 00:05:47.440]  就是耶穌說天國的群體到底應該是怎樣
[00:05:47.440 --> 00:05:49.640]  我現在給你十秒鐘
[00:05:49.640 --> 00:05:50.480]  你想想
[00:05:50.480 --> 00:05:53.440]  耶穌會說什麼題目?
[00:05:53.440 --> 00:05:54.280]  想想
[00:05:54.280 --> 00:05:56.600]  你自己在腦子裡想想
[00:05:56.600 --> 00:05:58.080]  由於現在疫情的關係
[00:05:58.080 --> 00:06:01.200]  我不是很方便叫你們跟旁邊的人聊天
[00:06:01.200 --> 00:06:02.840]  縱然有些都是夫婦
[00:06:02.840 --> 00:06:05.560]  都是坐在一起的
[00:06:05.560 --> 00:06:08.960]  你可能會想教你怎樣搞團契
[00:06:08.960 --> 00:06:11.440]  怎樣人數可以增長
[00:06:11.440 --> 00:06:13.480]  怎樣彼此服侍
[00:06:13.480 --> 00:06:14.440]  如果教一下
[00:06:14.440 --> 00:06:17.400]  譬如小組教會G12的模特兒
[00:06:17.400 --> 00:06:19.400]  還是再新一點的模特兒
[00:06:19.400 --> 00:06:21.280]  怎樣可以多變
[00:06:21.280 --> 00:06:23.440]  怎樣由一間一百人變五百人
[00:06:23.440 --> 00:06:24.560]  五百人變五千人
[00:06:24.560 --> 00:06:26.640]  五千人變五萬人的教會
[00:06:26.640 --> 00:06:28.520]  可能我們會想這些
[00:06:28.520 --> 00:06:31.120]  但我很想跟你今天看完《馬太福音》
[00:06:31.120 --> 00:06:32.440]  整個十八章
[00:06:32.440 --> 00:06:34.200]  到底說什麼
[00:06:34.200 --> 00:06:37.920]  這些是那五個的主題
[00:06:37.920 --> 00:06:41.120]  第一至四節說天國裡面誰大
[00:06:41.120 --> 00:06:43.680]  接著說使人跌倒的有禍了
[00:06:43.680 --> 00:06:47.520]  接著有一百隻羊走迷了一隻
[00:06:47.520 --> 00:06:49.520]  找回他的比喻
[00:06:49.520 --> 00:06:51.680]  接著有十五節至二十節
[00:06:51.680 --> 00:06:55.160]  說怎樣對待犯罪的弟兄
[00:06:55.160 --> 00:06:57.080]  最後一個最長的技術
[00:06:57.080 --> 00:06:59.080]  就是說饒恕人多少次
[00:06:59.080 --> 00:07:00.600]  彼得說七次夠了嗎?
[00:07:00.600 --> 00:07:01.480]  耶穌說不夠
[00:07:01.480 --> 00:07:03.480]  要七十個七次
[00:07:03.480 --> 00:07:07.960]  如果心水清的朋友看到這個清單
[00:07:07.960 --> 00:07:12.680]  你會發覺有些特別嗎?
[00:07:12.680 --> 00:07:15.760]  是沒有了第十一節的
[00:07:15.760 --> 00:07:17.760]  簡單解釋一下
[00:07:17.760 --> 00:07:19.280]  為什麼沒有了第十一節
[00:07:19.280 --> 00:07:20.400]  因為我一直查經
[00:07:20.400 --> 00:07:21.400]  或者我自己讀的時候
[00:07:21.400 --> 00:07:22.480]  為什麼沒有了一節
[00:07:22.480 --> 00:07:23.760]  我找回原因
[00:07:23.760 --> 00:07:26.200]  因為在一些更好的抄本
[00:07:26.200 --> 00:07:27.240]  更早期的抄本
[00:07:27.240 --> 00:07:28.600]  原來沒有第十一節的
[00:07:28.600 --> 00:07:30.800]  在一些沒那麼好的抄本就找到
[00:07:30.800 --> 00:07:32.080]  所以現代版
[00:07:32.080 --> 00:07:33.800]  你讀新版本的聖經
[00:07:33.800 --> 00:07:35.480]  大部分都沒有了十一節
[00:07:35.480 --> 00:07:38.960]  我猜你假若有興趣就告訴你
[00:07:38.960 --> 00:07:41.440]  但你只是看著這五個題目
[00:07:41.440 --> 00:07:42.520]  好像爭
[00:07:42.520 --> 00:07:43.680]  又有跌倒
[00:07:43.680 --> 00:07:44.800]  又有走失
[00:07:44.800 --> 00:07:45.720]  又有犯罪
