
[00:00:00.000 --> 00:00:02.000]  大家昨晚睡得好嗎?
[00:00:02.000 --> 00:00:07.500]  今朝大家花了多少時間起床?
[00:00:07.500 --> 00:00:13.500]  聽說世界上有兩種人
[00:00:13.500 --> 00:00:23.500]  第一種是這樣的,鬧鐘一響就立即起床
[00:00:23.500 --> 00:00:32.000]  第二種是這樣的,鬧鐘一響就立即起床
[00:00:32.000 --> 00:00:38.000]  第三種是這樣的,無論鬧鐘一響就立即起床
[00:00:38.000 --> 00:00:41.000]  不知道你是哪一種?
[00:00:41.000 --> 00:00:45.500]  今天我們一起看看一班被擄去到異國的猶太人
[00:00:45.500 --> 00:00:48.500]  他們在異鄉收到什麼提醒?
[00:00:48.500 --> 00:00:52.000]  以及他們如何回應他們的鬧鐘?
[00:00:52.000 --> 00:00:57.500]  今天我們一起看看一班被擄去到異國的猶太人
[00:00:57.500 --> 00:01:02.000]  他們在異鄉收到什麼提醒?
[00:01:02.000 --> 00:01:10.000]  以及他們如何回應他們的鬧鐘?
[00:01:10.000 --> 00:01:12.000]  聖經一開始就跟我們說
[00:01:12.000 --> 00:01:15.000]  這班猶太人他們身處波斯
[00:01:15.000 --> 00:01:19.000]  受到波斯王塞魯士或者居魯士的管治
[00:01:19.000 --> 00:01:22.000]  聖經一開始就跟我們說
[00:01:22.000 --> 00:01:24.000]  這班猶太人他們身處波斯
[00:01:24.000 --> 00:01:27.000]  受到波斯王塞魯士或者居魯士的管治
[00:01:27.000 --> 00:01:32.000]  伊斯拉記都是由這位波斯王的說話開始的
[00:01:32.000 --> 00:01:36.000]  伊斯拉記都是由這位波斯王的說話開始的
[00:01:36.000 --> 00:01:42.000]  雖然是由波斯王的說話和照書開始
[00:01:42.000 --> 00:01:46.000]  雖然是由波斯王的說話和照書開始
[00:01:46.000 --> 00:01:52.000]  但是聖經也清楚說明背後是耶和華神先去激動波斯王的心
[00:01:52.000 --> 00:01:52.000]  但是聖經也清楚說明背後是耶和華神先去激動波斯王的心
[00:01:52.000 --> 00:01:59.000]  但是聖經也清楚說明背後是耶和華神先去激動波斯王的心
[00:01:59.000 --> 00:02:03.000]  波斯王也親口表達這是耶和華神的心意
[00:02:03.000 --> 00:02:03.000]  波斯王也親口表達這是耶和華神的心意
[00:02:03.000 --> 00:02:03.000]  波斯王也親口表達這是耶和華神的心意
[00:02:03.000 --> 00:02:03.000]  波斯王也親口表達這是耶和華神的心意
[00:02:03.000 --> 00:02:03.000]  波斯王也親口表達這是耶和華神的心意
[00:02:03.000 --> 00:02:03.000]  波斯王也親口表達這是耶和華神的心意
[00:02:03.000 --> 00:02:03.000]  波斯王也親口表達這是耶和華神的心意
[00:02:03.000 --> 00:02:17.000]  波斯王也親口表達這是耶和華神的心意
[00:02:17.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:35.000]  波斯王也親口表達這是耶和華神的心意
[00:02:35.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:02:54.000]  波斯王也親口表達這是耶和華神的心意
[00:02:54.000 --> 00:03:13.000]  波斯王也親口表達這是耶和華神的心意
[00:03:13.000 --> 00:03:13.000]  波斯王也親口表達這是耶和華神的心意
[00:03:13.000 --> 00:03:13.000]  波斯王也親口表達這是耶和華神的心意
[00:03:13.000 --> 00:03:13.000]  波斯王也親口表達這是耶和華神的心意
