
[00:00:00.000 --> 00:00:03.400]  今天是聖誕節,又是主日
[00:00:03.400 --> 00:00:09.200]  應該說一個有關耶穌基督降生的信息
[00:00:09.200 --> 00:00:11.880]  但是剛纔我們也有唱一首歌
[00:00:11.880 --> 00:00:14.300]  叫做《普世歡騰》
[00:00:14.300 --> 00:00:16.100]  有沒有留意歌詞?
[00:00:16.100 --> 00:00:17.840]  其實《普世歡騰》
[00:00:17.840 --> 00:00:21.640]  不是被耶穌基督誕生的歌
[00:00:21.640 --> 00:00:24.640]  如果你留意歌詞的話,你會發覺
[00:00:24.640 --> 00:00:27.840]  是被耶穌基督再次來臨
[00:00:27.840 --> 00:00:29.400]  歌詞怎麼說?
[00:00:29.400 --> 00:00:32.760]  《普世歡騰》主治萬方
[00:00:32.760 --> 00:00:34.640]  耶穌基督第一次來臨
[00:00:34.640 --> 00:00:38.400]  有沒有用祂的真理來恩治萬方?
[00:00:38.400 --> 00:00:40.400]  沒有
[00:00:40.400 --> 00:00:43.700]  還有我們剛纔沒有唱到的第四節
[00:00:43.700 --> 00:00:45.440]  第四節說什麼?
[00:00:45.440 --> 00:00:52.360]  世徒荊棘消亡,化祖爲因,無怨佛達
[00:00:52.360 --> 00:00:55.160]  耶穌基督第一次來臨
[00:00:55.160 --> 00:00:58.160]  有沒有所有荊棘都消滅了?
[00:00:58.160 --> 00:01:01.360]  有沒有化祖就成爲神的恩典?
[00:01:01.360 --> 00:01:03.200]  都沒有
[00:01:03.200 --> 00:01:07.640]  所以這首歌其實是給耶穌基督第二次來臨
[00:01:07.640 --> 00:01:09.760]  所以我今天也是要講
[00:01:09.760 --> 00:01:15.800]  有關耶穌基督再次的來臨
[00:01:15.800 --> 00:01:19.800]  我們最近在說《使徒行轉》
[00:01:19.800 --> 00:01:22.240]  《使徒行轉》的一章六節
[00:01:22.240 --> 00:01:24.500]  當耶穌基督復活了之後
[00:01:24.500 --> 00:01:27.440]  門徒聚集就問耶穌基督
[00:01:27.440 --> 00:01:30.200]  主啊,禰復興以色列國
[00:01:30.200 --> 00:01:32.800]  就在這時候嗎?
[00:01:32.800 --> 00:01:35.160]  當耶穌基督復活了之後
[00:01:35.160 --> 00:01:37.440]  門徒問耶穌基督
[00:01:37.440 --> 00:01:41.160]  現在是不是以色列復興的時候?
[00:01:41.160 --> 00:01:45.480]  耶穌基督在《使徒行轉》的一章七節怎麼回答?
[00:01:45.480 --> 00:01:50.240]  祂說,父貧着自己權並所定的時候
[00:01:50.240 --> 00:01:54.080]  日期不是你們可以知道的
[00:01:54.080 --> 00:01:56.840]  我這篇道叫做什麼?
[00:01:56.840 --> 00:01:57.840]  這篇道叫做
[00:01:57.840 --> 00:02:03.000]  「末世耶穌基督再來的時間性和景象」
[00:02:03.000 --> 00:02:05.720]  如果我今天站在這裏跟大家說
[00:02:05.720 --> 00:02:09.560]  耶穌基督某年某月某日就會回來
[00:02:09.560 --> 00:02:12.000]  你們不要信了
[00:02:12.000 --> 00:02:14.200]  我就變成假先知了
[00:02:14.200 --> 00:02:15.160]  耶穌基督說
[00:02:15.160 --> 00:02:19.120]  沒有人能夠知道祂再次回來是什麼時候
[00:02:19.120 --> 00:02:20.600]  但是有很多的經文
[00:02:20.600 --> 00:02:23.920]  都給我們一些兆頭、一些概念
[00:02:23.920 --> 00:02:26.520]  可以知道耶穌基督回來
[00:02:26.520 --> 00:02:28.960]  大概是什麼時候
[00:02:28.960 --> 00:02:30.360]  《使徒行轉》的三章
[00:02:30.360 --> 00:02:32.000]  二十至二十一節
[00:02:32.000 --> 00:02:34.120]  就是其中一節的經文
[00:02:34.120 --> 00:02:36.080]  是我們今天所讀的
[00:02:36.080 --> 00:02:38.120]  但其實我們今天主要的經文
[00:02:38.120 --> 00:02:40.080]  是《利美記》的二十五章
[00:02:40.080 --> 00:02:41.200]  是舊約
[00:02:41.200 --> 00:02:44.240]  等一會兒會跟大家講《利美記》二十五章
[00:02:44.240 --> 00:02:46.280]  我們先看看《使徒行轉》的三章
[00:02:46.280 --> 00:02:48.440]  二十至二十一節
[00:02:48.440 --> 00:02:53.680]  主也必差顯所預定給你們的基督耶穌降臨
[00:02:53.680 --> 00:02:55.120]  天必留他
[00:02:55.120 --> 00:02:58.200]  等到萬物復興的時候
[00:02:58.200 --> 00:03:01.280]  就是神從創世以來
[00:03:01.280 --> 00:03:04.920]  直着聖先之口所說的
[00:03:04.920 --> 00:03:09.520]  天會留住耶穌基督留到幾時話?
[00:03:09.520 --> 00:03:12.480]  萬物復興的時候
[00:03:12.480 --> 00:03:15.120]  什麼是萬物復興的時候?
[00:03:15.120 --> 00:03:17.280]  這個就是我們今天要講的
[00:03:17.280 --> 00:03:20.240]  希年
[00:03:20.240 --> 00:03:22.080]  我們看希年之前
[00:03:22.080 --> 00:03:25.560]  我們先看看爲什麼我們需要復興
[00:03:25.560 --> 00:03:29.240]  在羅馬書的八章十九至二十節
[00:03:29.240 --> 00:03:32.480]  說所有創造的萬物
[00:03:32.480 --> 00:03:37.920]  都期待脫離因爲人的罪所造成的詛咒
[00:03:37.920 --> 00:03:40.520]  原來我們現在在詛咒當中
[00:03:40.520 --> 00:03:43.080]  就是因爲亞當夏娃的罪
[00:03:43.080 --> 00:03:45.600]  所以我們在詛咒當中
[00:03:45.600 --> 00:03:48.040]  羅馬書的八章二十二節也說
[00:03:48.040 --> 00:03:53.800]  受造之物仍然指望脫離敗壞的合制
[00:03:53.800 --> 00:03:55.520]  有什麼樣的合制?
[00:03:55.520 --> 00:03:58.280]  我們現在在撒旦的管理之下
[00:03:58.280 --> 00:04:01.240]  是有很多的合制的
[00:04:01.240 --> 00:04:04.160]  在羅馬書的八章二十三節又說
[00:04:04.160 --> 00:04:07.000]  一切受造之物一同嘆息
[00:04:07.000 --> 00:04:09.920]  勞苦直到如今
[00:04:09.920 --> 00:04:12.080]  有什麼勞苦?
[00:04:12.080 --> 00:04:15.880]  你想想就算你現在要去耕田
[00:04:15.880 --> 00:04:20.960]  你未耕田你纔要先把荊棘和野草拔掉
[00:04:20.960 --> 00:04:23.960]  爲什麼有那麼多荊棘和野草?
[00:04:23.960 --> 00:04:27.640]  這個世界、這個地球在詛咒之下
[00:04:27.640 --> 00:04:29.680]  所以剛纔普世寬騰說
[00:04:29.680 --> 00:04:32.560]  當耶穌基督再次來臨的時候
[00:04:32.560 --> 00:04:35.400]  荊棘都會消滅了
[00:04:35.400 --> 00:04:38.080]  詛咒都能夠得到迴轉
[00:04:38.080 --> 00:04:39.960]  就是這樣的原因
[00:04:39.960 --> 00:04:41.760]  所以耶穌基督再次回來
[00:04:41.760 --> 00:04:45.320]  我們知道是一個萬物復興的時候
[00:04:45.320 --> 00:04:48.240]  馬太福音的十九章二十八節
[00:04:48.240 --> 00:04:49.800]  耶穌和門徒說
[00:04:49.800 --> 00:04:51.480]  我實在告訴你們
[00:04:51.480 --> 00:04:53.560]  你們這跟從我的人
[00:04:53.560 --> 00:04:54.920]  到復興的時候
[00:04:54.920 --> 00:04:58.040]  人只坐在他榮耀的寶座上
[00:04:58.040 --> 00:05:01.280]  你們也要坐在十二個寶座上
[00:05:01.280 --> 00:05:04.480]  審判以色列的十二支派
[00:05:04.480 --> 00:05:09.040]  有沒有見到又一次提到復興的時候?
[00:05:09.040 --> 00:05:10.600]  復興的時候
[00:05:10.600 --> 00:05:14.440]  耶穌基督就會帶領我們進入千希年國
[00:05:14.440 --> 00:05:18.120]  是一個稀年
[00:05:18.120 --> 00:05:20.560]  所以我們今天的主題
[00:05:20.560 --> 00:05:22.920]  就是利未記的二十五章
[00:05:22.920 --> 00:05:27.560]  講到稀年是什麼
[00:05:27.560 --> 00:05:29.280]  我們要講稀年之前
[00:05:29.280 --> 00:05:31.640]  我們先要講安息年
[00:05:31.640 --> 00:05:35.400]  安息年和稀年是有很大的連帶關係
[00:05:35.400 --> 00:05:37.160]  但如果你留意的話
[00:05:37.160 --> 00:05:40.280]  當摩西寫利未記給以色列人說
[00:05:40.280 --> 00:05:43.200]  他們要守安息年和稀年
[00:05:43.200 --> 00:05:46.720]  當時他們都還沒有進入英許之地
[00:05:46.720 --> 00:05:48.600]  這是將來的事
[00:05:48.600 --> 00:05:50.240]  要進入加南地
[00:05:50.240 --> 00:05:54.640]  他們纔可以守安息年和稀年
[00:05:54.640 --> 00:05:56.840]  我們看稀年之前
[00:05:56.840 --> 00:05:58.960]  先看看安息年
[00:05:58.960 --> 00:06:03.680]  是記載在利未記的二十五章一至七節
[00:06:03.680 --> 00:06:08.480]  希伯來文是沒有分開安息年和安息日
[00:06:08.480 --> 00:06:09.840]  沒有分別的
[00:06:09.840 --> 00:06:12.400]  都是shabaf這個字
[00:06:12.400 --> 00:06:16.160]  這個概念和彈爾裏書的第九章
[00:06:16.160 --> 00:06:18.920]  七十七是很相似的
[00:06:18.920 --> 00:06:23.160]  七十七字是shabuwa這個字
[00:06:23.160 --> 00:06:25.080]  是七字
[00:06:25.080 --> 00:06:27.480]  和shabaf你看到是很相似
[00:06:27.480 --> 00:06:31.040]  兩個字都是同出一個字根
[00:06:31.040 --> 00:06:34.120]  所以在彈爾裏書的第九章
[00:06:34.120 --> 00:06:37.840]  七十七不是七十個禮拜
[00:06:37.840 --> 00:06:40.040]  而是七十七年
[00:06:40.040 --> 00:06:42.600]  一共是四百九十年
[00:06:42.600 --> 00:06:46.080]  今天我不是和大家講七十七
[00:06:46.080 --> 00:06:50.080]  我在說彈爾裏書的時候已經講過
[00:06:50.080 --> 00:06:56.360]  今天要和大家講的是安息年和稀年
[00:06:56.360 --> 00:07:00.760]  我們先看看有關安息年的教導
[00:07:00.760 --> 00:07:03.960]  在利未記的二十五章二節
[00:07:03.960 --> 00:07:08.360]  你們到了我所賜你們的那地的時候
[00:07:08.360 --> 00:07:13.280]  地就要向耶和華守安息
[00:07:13.280 --> 00:07:16.040]  神說當你們進入了英許之地
[00:07:16.040 --> 00:07:19.840]  你們就要守安息年和稀年
[00:07:19.840 --> 00:07:21.080]  有沒有看到
[00:07:21.080 --> 00:07:24.920]  這個安息年是給地來安息
[00:07:24.920 --> 00:07:27.120]  不是爲人來安息
[00:07:27.120 --> 00:07:29.440]  地要得到安息
[00:07:29.440 --> 00:07:33.400]  六年間中第七年地要安息
[00:07:33.400 --> 00:07:36.080]  這裏其實是有一個守美的結構
[00:07:36.080 --> 00:07:37.480]  二十五章的三節
[00:07:37.480 --> 00:07:42.760]  說六年間中田地也要修理葡萄園
[00:07:42.760 --> 00:07:45.880]  第七年不可間中田地
[00:07:45.880 --> 00:07:49.120]  也不可修理葡萄園
[00:07:49.120 --> 00:07:51.520]  然後在二十五章的三節
[00:07:51.520 --> 00:07:53.920]  收藏地的出產
[00:07:53.920 --> 00:07:55.520]  爲什麼要收藏?
[00:07:55.520 --> 00:07:57.760]  你到了第七年沒有入息
[00:07:57.760 --> 00:07:58.680]  不準間中
[00:07:58.680 --> 00:08:00.480]  所以你要收藏
[00:08:00.480 --> 00:08:02.120]  所以二十五章四節說
[00:08:02.120 --> 00:08:05.080]  就是向耶和華守的安息
[00:08:05.080 --> 00:08:09.160]  而全部經文最重心最重要的地方
[00:08:09.160 --> 00:08:13.160]  第七年地要守成安息
[00:08:13.160 --> 00:08:14.360]  這個就是最重要
[00:08:14.360 --> 00:08:18.360]  六年間中第七年的地要安息
[00:08:18.360 --> 00:08:22.760]  但是猶太人一直都不喜歡守安息年
[00:08:22.760 --> 00:08:24.400]  爲什麼?
