
[00:00:00.000 --> 00:00:01.860]  好,大家好
[00:00:01.860 --> 00:00:08.000]  剛才敬拜隊你見不見到有什麼很一致的
[00:00:08.000 --> 00:00:13.360]  這個當然要啦,no.1
[00:00:13.360 --> 00:00:14.480]  還有沒有呢?
[00:00:14.480 --> 00:00:16.900]  這麼長眼睛都看不見
[00:00:16.900 --> 00:00:19.900]  嘩
[00:00:19.900 --> 00:00:23.040]  沒錯,很有新年氣氛
[00:00:23.040 --> 00:00:25.300]  給他們掌聲,悉心打扮
[00:00:25.660 --> 00:00:30.860]  其實今天還是農曆新年的年初八
[00:00:30.860 --> 00:00:31.360]  是吧?
[00:00:31.360 --> 00:00:33.860]  那年初八其實以往
[00:00:33.860 --> 00:00:37.260]  我不知道你是開工了還是還在放假
[00:00:37.260 --> 00:00:42.760]  但是通常有人說美國新十五都是拜年時
[00:00:42.760 --> 00:00:46.760]  我也恭祝大家今年身體健康
[00:00:46.760 --> 00:00:47.860]  也很重要,是吧?
[00:00:47.860 --> 00:00:49.660]  還有工作是順利的
[00:00:49.660 --> 00:00:51.960]  最重要的是事主蒙福
[00:00:51.960 --> 00:00:55.360]  話說有個弟兄姐妹在新年之前
[00:00:55.360 --> 00:00:56.660]  我們寫揮春
[00:00:56.660 --> 00:00:58.760]  他寫了一個新年願望
[00:00:58.760 --> 00:01:03.160]  他就說他很想財務自由
[00:01:03.160 --> 00:01:08.260]  大家不用到處看了,那天不是在這裡
[00:01:08.260 --> 00:01:12.260]  當然好了,財務自由,我也想
[00:01:12.260 --> 00:01:14.660]  但是其實我更加想祝福大家
[00:01:14.660 --> 00:01:17.360]  透過我們今年在崇拜裡面
[00:01:17.360 --> 00:01:20.160]  我們會一起去看《出埃及記》
[00:01:20.160 --> 00:01:24.160]  其實也很想大家在靈裡面更加多的自由
[00:01:24.160 --> 00:01:28.560]  不會被熟悉世界的思想和心態困住,好嗎?
[00:01:28.560 --> 00:01:30.360]  好啊好啊
[00:01:30.360 --> 00:01:35.460]  今晚的訊息其實我會開一個新的系列
[00:01:35.460 --> 00:01:37.360]  終於去新的系列了
[00:01:37.360 --> 00:01:39.460]  這個系列叫什麼呢?
