
[00:00:00.000 --> 00:00:01.800]  粉絲姊妹早晨
[00:00:01.800 --> 00:00:08.440]  大家在家中一起來敬拜上帝
[00:00:08.440 --> 00:00:12.880]  我相信這段時間我們有很多的忙亂
[00:00:12.880 --> 00:00:15.800]  我們有很多事要處理
[00:00:15.800 --> 00:00:18.080]  甚至連我的講題
[00:00:18.080 --> 00:00:20.200]  原來我一直都打錯字
[00:00:20.200 --> 00:00:21.600]  我都不覺得
[00:00:21.600 --> 00:00:24.200]  原來在預備做PowerPoint的時候
[00:00:24.200 --> 00:00:25.840]  才發覺原來是
[00:00:25.840 --> 00:00:28.840]  那慈愛與公義之光
[00:00:28.840 --> 00:00:31.200]  不是火 是光
[00:00:31.200 --> 00:00:35.000]  我都是最近才發現
[00:00:35.000 --> 00:00:40.200]  所以不關於幫助支援的幹事
[00:00:40.200 --> 00:00:41.880]  或者是影音的裏面
[00:00:41.880 --> 00:00:45.040]  你發覺今年不是
[00:00:45.040 --> 00:00:49.440]  陳牧師的講道是講登山補訓嗎
[00:00:49.440 --> 00:00:53.480]  為什麼無端端這次我們會轉去講詩篇
[00:00:53.480 --> 00:00:54.480]  三十六篇
[00:00:54.480 --> 00:00:56.360]  因為我發覺
[00:00:56.360 --> 00:00:58.640]  在現在社會的狀況
[00:00:58.640 --> 00:01:00.440]  人心的狀況
[00:01:00.440 --> 00:01:06.320]  我都要去轉一轉經文的題目和內容
[00:01:06.320 --> 00:01:08.320]  以致我們能夠回應得到
[00:01:08.320 --> 00:01:10.320]  我們當中的需要
[00:01:10.320 --> 00:01:13.960]  我們去在我們的處境裏面更加明白
[00:01:13.960 --> 00:01:16.960]  上帝怎樣帶領我們去經過
[00:01:16.960 --> 00:01:19.560]  如果問你
[00:01:19.560 --> 00:01:21.840]  「現在你好嗎?」
[00:01:21.840 --> 00:01:24.640]  你會有什麼回應呢?
[00:01:24.640 --> 00:01:28.080]  今天是我的生日
[00:01:28.080 --> 00:01:29.800]  淨日生日
[00:01:29.800 --> 00:01:32.800]  你問我「現在你好嗎?」
[00:01:32.800 --> 00:01:34.320]  有很多人
[00:01:34.320 --> 00:01:35.400]  有很多弟兄姊妹
[00:01:35.400 --> 00:01:39.320]  今早一起床就已經去慶祝我的生日了
[00:01:39.320 --> 00:01:40.800]  祝賀我了
[00:01:40.800 --> 00:01:42.800]  「現在你好嗎?」
[00:01:42.800 --> 00:01:45.200]  生日應該很開心
[00:01:45.200 --> 00:01:47.200]  應該是很富足
[00:01:47.200 --> 00:01:49.680]  因為上帝猶在賜予
[00:01:49.680 --> 00:01:52.920]  一年的生日聖名
[00:01:52.920 --> 00:01:56.600]  但是在現在這個時況
[00:01:56.600 --> 00:01:59.280]  在我們疫症的情況
[00:01:59.280 --> 00:02:02.280]  我們有多少的開心呢?
[00:02:02.280 --> 00:02:05.560]  我相信這個問題
[00:02:05.560 --> 00:02:07.560]  去問到每一個弟兄姊妹
[00:02:07.560 --> 00:02:09.560]  「現在你好嗎?」
[00:02:09.560 --> 00:02:11.560]  你會想到什麼呢?
[00:02:11.560 --> 00:02:13.560]  可能我們都會想到
[00:02:13.560 --> 00:02:15.080]  「好什麼好?」
[00:02:15.080 --> 00:02:17.080]  現在這樣的狀況
[00:02:17.080 --> 00:02:20.080]  哪有好的事情去發生呢?
[00:02:20.080 --> 00:02:24.680]  是的,我們現在面對社會的狀況
[00:02:24.680 --> 00:02:25.680]  我們會想到
[00:02:25.680 --> 00:02:27.680]  甚至我們很關注的
[00:02:27.680 --> 00:02:31.680]  就是每天確診的人數有多少
[00:02:31.680 --> 00:02:34.680]  不斷地去宣布不同的人
[00:02:34.680 --> 00:02:38.680]  有多少萬人來確診
[00:02:38.680 --> 00:02:40.680]  有多少人死亡
[00:02:40.680 --> 00:02:46.680]  有多少棟大廈被圍封強檢
[00:02:46.680 --> 00:02:48.680]  很多這樣的消息
[00:02:48.680 --> 00:02:50.680]  我們之前經驗過
[00:02:50.680 --> 00:02:55.680]  很多人去排隊來接受強檢
[00:02:55.680 --> 00:02:58.680]  下著雨很冷的地方
[00:02:58.680 --> 00:03:00.680]  仍然來排隊
[00:03:00.680 --> 00:03:04.680]  香港這幾年好像已經習慣了排隊
[00:03:04.680 --> 00:03:07.680]  再想想我們去街上買菜
[00:03:07.680 --> 00:03:09.680]  你會發覺
[00:03:09.680 --> 00:03:13.680]  這些情景不斷地出現
[00:03:13.680 --> 00:03:17.680]  雖然說已經很好了
[00:03:17.680 --> 00:03:19.680]  有人來捐很多的事情
[00:03:19.680 --> 00:03:21.680]  有很多的運輸
[00:03:21.680 --> 00:03:24.680]  讓我們有很多的食物
[00:03:24.680 --> 00:03:26.680]  已經補充了九成
[00:03:26.680 --> 00:03:28.680]  不過你會發覺
[00:03:28.680 --> 00:03:31.680]  所有的超市、街市
[00:03:31.680 --> 00:03:35.680]  好像空的九成會多一些
[00:03:35.680 --> 00:03:37.680]  我們面對這樣的情況
[00:03:37.680 --> 00:03:40.680]  覺得你中午出去買菜
[00:03:40.680 --> 00:03:43.680]  你知道已經沒有東西可以買了
[00:03:43.680 --> 00:03:46.680]  我們面對這樣的情況
[00:03:46.680 --> 00:03:49.680]  我們去想我們生活好嗎
[00:03:49.680 --> 00:03:52.680]  我們看到我們醫療的系統
[00:03:52.680 --> 00:03:55.680]  完全的崩潰
[00:03:55.680 --> 00:03:57.680]  很多的病人
[00:03:57.680 --> 00:04:00.680]  他們得不到好的治療
[00:04:00.680 --> 00:04:03.680]  今天更加有新聞說
[00:04:03.680 --> 00:04:05.680]  連醫療的廢物
[00:04:05.680 --> 00:04:07.680]  一路的垃圾
[00:04:07.680 --> 00:04:09.680]  都是堆積如山沒有人去扔
[00:04:09.680 --> 00:04:13.680]  很多的弟兄姊妹都經驗過
[00:04:13.680 --> 00:04:16.680]  叫救護車八小時後才到
[00:04:16.680 --> 00:04:19.680]  跟他們說八分鐘會到
[00:04:19.680 --> 00:04:22.680]  好像已經相距甚遠了
[00:04:22.680 --> 00:04:26.680]  我們很多的朋友或者我們的家人
[00:04:26.680 --> 00:04:29.680]  他們不是染疫
[00:04:29.680 --> 00:04:31.680]  不過是其他的疾病
[00:04:31.680 --> 00:04:33.680]  但是不能夠去見到他
[00:04:33.680 --> 00:04:35.680]  去關心他
[00:04:35.680 --> 00:04:38.680]  甚至連最後一面都看不到
[00:04:38.680 --> 00:04:41.680]  我們生命裏面很多這樣的片段
[00:04:41.680 --> 00:04:44.680]  近來在教會的幕會
[00:04:44.680 --> 00:04:48.680]  好像沒有什麼可以做到
[00:04:48.680 --> 00:04:51.680]  但是藉著電話關心問候的時間
[00:04:51.680 --> 00:04:54.680]  聽到很多很多弟兄姊妹的故事
[00:04:54.680 --> 00:04:56.680]  就是最後一面
[00:04:56.680 --> 00:04:59.680]  家人的最後一面都看不到
[00:04:59.680 --> 00:05:01.680]  如果有小朋友呢
[00:05:01.680 --> 00:05:03.680]  有小朋友在家的時候
[00:05:03.680 --> 00:05:04.680]  你會很擔心
[00:05:04.680 --> 00:05:07.680]  因為有很多的新聞跟你說
[00:05:07.680 --> 00:05:10.680]  幾歲的小朋友是很容易死亡的
[00:05:10.680 --> 00:05:14.680]  又沒有針打,又沒有藥醫
[00:05:14.680 --> 00:05:18.680]  所有的家長都很擔心自己的子女
[00:05:18.680 --> 00:05:21.680]  見他吃少一點,見他有一點點咳嗽
[00:05:21.680 --> 00:05:24.680]  我們就很焦慮,就很擔心
[00:05:24.680 --> 00:05:27.680]  我們活在這樣的狀況
[00:05:27.680 --> 00:05:32.680]  甚至我們經驗一個人生最冷的夏天
[00:05:32.680 --> 00:05:35.680]  一個暑假
[00:05:35.680 --> 00:05:37.680]  很多東西都會變冷
[00:05:37.680 --> 00:05:40.680]  很多東西都會令我們很不適應
[00:05:40.680 --> 00:05:43.680]  再加上在國際的當中
[00:05:43.680 --> 00:05:46.680]  我們會看到當中的戰亂
[00:05:46.680 --> 00:05:50.680]  一個是完全無理的一個戰爭
[00:05:50.680 --> 00:05:54.680]  在裏面來去摧毀人家的家園
[00:05:54.680 --> 00:05:58.680]  讓很多人去受害,受苦
[00:05:58.680 --> 00:06:00.680]  連平民他們居住的地方
[00:06:00.680 --> 00:06:03.680]  都受到一個的摧殘
[00:06:03.680 --> 00:06:08.680]  我們有時候去問,我們面對一個這樣的環境
[00:06:08.680 --> 00:06:11.680]  我們看到這麼多的新聞
[00:06:11.680 --> 00:06:16.680]  我們生活裏面,我們還可以有什麼快樂呢?
[00:06:16.680 --> 00:06:22.680]  我們信仰還可以提供一個什麼樣的場景給我們呢?
[00:06:22.680 --> 00:06:29.680]  很諷刺這段時間,如果大家有收到一些消息
[00:06:29.680 --> 00:06:33.680]  又或者我們每天早上都有40天的神禱會
[00:06:33.680 --> 00:06:35.680]  在網上進行
[00:06:35.680 --> 00:06:37.680]  這是一個御苦期
[00:06:37.680 --> 00:06:43.680]  難道這個就是主耶穌基督要我們一起去經驗當中的苦呢?
[00:06:43.680 --> 00:06:46.680]  我們甚至可以問
[00:06:46.680 --> 00:06:50.680]  這些的苦是天災還是人禍?
[00:06:50.680 --> 00:06:53.680]  我相信弟兄姊妹你們很清楚
[00:06:53.680 --> 00:06:58.680]  既天災,但是也極多的人禍
[00:06:58.680 --> 00:07:03.680]  今天和大家去看的經文是詩篇36篇
[00:07:03.680 --> 00:07:06.680]  在詩篇36篇裏面我們很熟悉
[00:07:06.680 --> 00:07:11.680]  因為在第5節到第11節裏面
[00:07:11.680 --> 00:07:15.680]  我們很多的詩歌都會用經文裏面做一個題材
[00:07:15.680 --> 00:07:17.680]  來唱這些詩歌
[00:07:17.680 --> 00:07:19.680]  但是我們有時候忽略了
[00:07:19.680 --> 00:07:25.680]  經文或者詩篇頭那幾節,1至4節裏面
[00:07:25.680 --> 00:07:26.680]  其實在說什麼呢?
[00:07:26.680 --> 00:07:31.680]  為什麼後面會有這麼美麗的詩篇呢?
[00:07:31.680 --> 00:07:35.680]  其實在詩篇36篇1至4節裏面
[00:07:35.680 --> 00:07:39.680]  是在說一個惡人的煉成
[00:07:39.680 --> 00:07:43.680]  一個惡人怎樣產生
[00:07:43.680 --> 00:07:47.680]  惡人的產生讓我們經驗很多的苦難
[00:07:47.680 --> 00:07:49.680]  而在苦難裏面
[00:07:49.680 --> 00:07:51.680]  我們知道我們要尋索上帝
[00:07:51.680 --> 00:07:52.680]  我們要求問上帝
[00:07:52.680 --> 00:07:54.680]  我們要呼求上帝
[00:07:54.680 --> 00:07:58.680]  所以後面會有一些很美麗的詩篇
[00:07:58.680 --> 00:07:59.680]  原來很諷刺
