
[00:00:00.000 --> 00:00:06.320]  今天很想透過約書亞記一段經文
[00:00:06.320 --> 00:00:10.820]  跟大家分享這個訊息
[00:00:10.820 --> 00:00:12.740]  今天的講題是
[00:00:12.740 --> 00:00:16.380]  關關難過 關關過
[00:00:16.380 --> 00:00:27.680]  這段經文總共有十七節
[00:00:27.680 --> 00:00:33.560]  經文的內容不是特別複雜
[00:00:33.560 --> 00:00:35.560]  我這樣說吧
[00:00:35.560 --> 00:00:38.060]  經文的內容簡單來說可以分開三個部份
[00:00:38.060 --> 00:00:42.200]  這十七節經文稍後我會略略地跟大家讀
[00:00:42.200 --> 00:00:44.320]  其實通常我講道的習慣
[00:00:44.320 --> 00:00:47.280]  很想跟大家一起讀完所有經文才進入
[00:00:47.280 --> 00:00:49.600]  不過今天我在想
[00:00:49.600 --> 00:00:52.720]  我在祈禱的時候可能考慮到網上的狀況
[00:00:52.720 --> 00:00:55.560]  可能我會分開幾段跟大家一起讀
[00:00:55.560 --> 00:00:58.920]  這十七節的經文大概可以分開三個部份
[00:00:58.920 --> 00:01:05.120]  第一節是講以色列人在約旦河口離開紮營的地方
[00:01:05.120 --> 00:01:10.360]  去到約旦河口等著進入約旦河
[00:01:10.360 --> 00:01:13.920]  好像是一個英文名為topic sentence的第一句
[00:01:13.920 --> 00:01:16.880]  有一個引子就是他們離開安營的地方
[00:01:16.880 --> 00:01:20.200]  在約旦河的地方等準備過河
[00:01:20.200 --> 00:01:24.720]  第二到十三節有六段不同的對話
[00:01:24.720 --> 00:01:26.360]  是有很多的說話
[00:01:26.360 --> 00:01:27.840]  是在講不同人的說話
[00:01:27.840 --> 00:01:30.280]  是在講怎樣去過約旦河
[00:01:30.280 --> 00:01:33.040]  怎樣去走過這麼大群人
[00:01:33.040 --> 00:01:35.120]  怎樣去過約旦河呢
[00:01:35.120 --> 00:01:38.040]  接著第十四到十七節
[00:01:38.040 --> 00:01:41.280]  其實是一個描述一個敘事一個記敘文
[00:01:41.280 --> 00:01:45.280]  就是在講以色列人怎樣過河
[00:01:45.280 --> 00:01:49.520]  就按著那些說話的內容這樣過河
[00:01:49.520 --> 00:01:52.120]  今天我主要想跟大家看前半段
[00:01:52.120 --> 00:01:55.240]  十四到十七節的敘事我就不特別跟大家提
[00:01:55.240 --> 00:01:59.200]  不過你回去看其實因為它是重複著講的內容
[00:01:59.200 --> 00:02:02.680]  而那個講的內容到他們真的走出去的時候
[00:02:02.680 --> 00:02:07.240]  神的神跡其實就應驗了出來
[00:02:07.240 --> 00:02:12.120]  今天我很想跟大家從三方面去思考一下這段經文
[00:02:12.120 --> 00:02:14.960]  就是當這麼大群的以色列人
[00:02:14.960 --> 00:02:17.400]  他們在約旦河等的時候
[00:02:17.400 --> 00:02:21.400]  簡單來說就是這樣過河
[00:02:21.400 --> 00:02:22.960]  捉棄也是過河
[00:02:22.960 --> 00:02:25.280]  但是他們過河的時候
[00:02:25.280 --> 00:02:28.040]  用一個甚麼心態
[00:02:28.040 --> 00:02:30.720]  用一個甚麼方式
[00:02:30.720 --> 00:02:33.920]  而他們在看一些甚麼時機
[00:02:33.920 --> 00:02:37.360]  以致他們今天過河的經歷
[00:02:37.360 --> 00:02:40.640]  他們渡過整個以色列的民族百姓
[00:02:40.640 --> 00:02:44.600]  他們渡過他們人生重要關口的經驗
[00:02:44.600 --> 00:02:49.520]  成為我們一些的激勵和幫助
[00:02:49.520 --> 00:02:52.200]  好 很想和大家看第一點
[00:02:52.200 --> 00:02:58.480]  過河的心態
[00:02:58.480 --> 00:03:01.520]  第一節經文說
[00:03:01.520 --> 00:03:03.360]  約書亞清早起來
[00:03:03.360 --> 00:03:06.360]  和以色列眾人都離開集庭
[00:03:06.360 --> 00:03:11.520]  來到約旦河就住在那裡等候過河
[00:03:11.520 --> 00:03:14.280]  很簡單的一節經文
[00:03:14.280 --> 00:03:19.800]  接著 過了三天 官長走遍營中
[00:03:19.800 --> 00:03:21.520]  吩咐百姓說
[00:03:21.520 --> 00:03:24.520]  你們看見耶和華你們臣的約櫃
[00:03:24.520 --> 00:03:27.200]  又見祭司李美人抬著
[00:03:27.200 --> 00:03:31.040]  就要離開所住的地方跟著約櫃去
[00:03:31.040 --> 00:03:35.880]  只是你們和約櫃相離要糧二千棗
[00:03:35.880 --> 00:03:37.800]  不可與約櫃相近
[00:03:37.800 --> 00:03:41.600]  使你們知道所當走的路
[00:03:41.600 --> 00:03:50.960]  因為這條路你們向來沒有走過
[00:03:50.960 --> 00:03:57.640]  約旦河其實不是一條很大的河
[00:03:57.640 --> 00:04:00.240]  本來我弄了一張照片
[00:04:00.240 --> 00:04:01.600]  不過剛才說的時候
[00:04:01.600 --> 00:04:04.160]  在前面跳回來 我按回來給你們看
[00:04:04.160 --> 00:04:05.600]  這個是今天
[00:04:05.600 --> 00:04:08.160]  當你有機會去到聖地
[00:04:08.160 --> 00:04:11.240]  約旦河是一個旅遊熱點
[00:04:11.240 --> 00:04:12.360]  這張照片不是我自己拍的
[00:04:12.360 --> 00:04:14.800]  我在網上找回來的
[00:04:14.800 --> 00:04:16.680]  但大概真實是這樣的
[00:04:16.680 --> 00:04:17.920]  其實不是一個很大的河
[00:04:17.920 --> 00:04:19.480]  很多人在那裡受浸
[00:04:19.480 --> 00:04:22.200]  很多不同的信仰群體
[00:04:22.200 --> 00:04:23.080]  很想在那裡受浸
[00:04:23.080 --> 00:04:25.720]  我也在那裡和一些頂尖會受浸過
[00:04:25.720 --> 00:04:28.120]  不是一個很大的河
[00:04:28.120 --> 00:04:30.440]  不過根據當時聖經的記載
[00:04:30.440 --> 00:04:31.480]  如果讀下去的時候
[00:04:31.480 --> 00:04:32.280]  三章十五節
[00:04:32.280 --> 00:04:35.160]  它說那時候是一個收割的日子
[00:04:35.160 --> 00:04:36.560]  河水漲
[00:04:36.560 --> 00:04:39.760]  水是漫過兩岸的
[00:04:39.760 --> 00:04:42.760]  根據一些聖經學者的研究
[00:04:42.760 --> 00:04:43.520]  他們的看法就是
[00:04:43.520 --> 00:04:48.440]  當時那個河大概可以去到四十米寬
[00:04:48.440 --> 00:04:51.040]  而可能深度可以去到三四米
[00:04:51.040 --> 00:04:53.520]  所以其實裡面的河水是很急的
[00:04:53.520 --> 00:04:57.520]  所以其實走的時候很難走
[00:04:57.520 --> 00:05:00.560]  但是神叫他們在這個時候要過河
[00:05:00.560 --> 00:05:02.040]  如果你過河的時候
[00:05:02.040 --> 00:05:04.000]  你當然要選擇潮水退
[00:05:04.000 --> 00:05:05.320]  選擇潮退的時候
[00:05:05.320 --> 00:05:07.120]  那條路容易一點過
[00:05:07.120 --> 00:05:08.800]  但為什麼神要這樣過呢
[00:05:08.800 --> 00:05:10.640]  風高浪急不等潮退
[00:05:10.640 --> 00:05:11.600]  現在這樣說
[00:05:11.600 --> 00:05:12.280]  還要怎樣呢
[00:05:12.280 --> 00:05:13.640]  剛才讀到
[00:05:13.640 --> 00:05:15.840]  剛才讀到經文的敘述
[00:05:15.840 --> 00:05:16.720]  誰先走呢
[00:05:16.720 --> 00:05:18.080]  是不是約書先走呢
[00:05:18.080 --> 00:05:18.880]  不是
[00:05:18.880 --> 00:05:20.400]  是不是十二支派的領袖先走呢
[00:05:20.400 --> 00:05:21.040]  也不是
[00:05:21.040 --> 00:05:22.080]  誰先走呢
[00:05:22.080 --> 00:05:23.240]  祭司
[00:05:23.240 --> 00:05:25.520]  抬著約櫃先走
[00:05:25.520 --> 00:05:27.200]  為什麼
[00:05:27.200 --> 00:05:28.640]  當我一直在想
[00:05:28.640 --> 00:05:29.880]  預備到這個時候
[00:05:29.880 --> 00:05:33.560]  我就想起文素記的一段經文
[00:05:33.560 --> 00:05:35.640]  你知道他們其實在
[00:05:35.640 --> 00:05:38.920]  文素記的經文在曠野裡面
[00:05:38.920 --> 00:05:41.120]  漂流了四十年
[00:05:41.120 --> 00:05:42.920]  約書亞記之前
[00:05:42.920 --> 00:05:46.040]  在他們五經當中
[00:05:46.040 --> 00:05:47.080]  文素記是怎樣呢
[00:05:47.080 --> 00:05:49.400]  九章二十一到二十字我讀給你聽
[00:05:49.400 --> 00:05:52.680]  有時從晚上到早晨
[00:05:52.680 --> 00:05:53.760]  在這個雲彩
[00:05:53.760 --> 00:05:56.120]  有雲彩在這個帳幕上面
[00:05:56.120 --> 00:05:56.920]  早晨
[00:05:56.920 --> 00:05:58.160]  雲彩收上去
[00:05:58.160 --> 00:06:00.240]  他們就起行
[00:06:00.240 --> 00:06:01.160]  有時晝夜
[00:06:01.160 --> 00:06:03.280]  雲彩停在帳幕上面
[00:06:03.280 --> 00:06:04.520]  即是回眸
[00:06:04.520 --> 00:06:05.520]  收上去的時候
[00:06:05.520 --> 00:06:06.680]  他們就起行
[00:06:06.680 --> 00:06:09.080]  雲彩停在帳幕上面
[00:06:09.080 --> 00:06:10.040]  無論是兩天
[00:06:10.040 --> 00:06:10.720]  是一個月
[00:06:10.720 --> 00:06:12.640]  甚至一年
[00:06:12.640 --> 00:06:14.840]  以色列人就住在營裡面
[00:06:14.840 --> 00:06:15.720]  不起行
[00:06:15.720 --> 00:06:17.320]  但是雲彩收上去
[00:06:17.320 --> 00:06:19.560]  他們就起行
[00:06:19.560 --> 00:06:20.880]  所以對於以色列人來說
[00:06:20.880 --> 00:06:23.560]  其實他們很習慣
[00:06:23.560 --> 00:06:28.200]  神的回眸在曠野裡面
[00:06:28.200 --> 00:06:29.000]  起行的時候
[00:06:29.000 --> 00:06:29.600]  他們就行
[00:06:29.600 --> 00:06:32.120]  他們習慣去跟上帝
[00:06:32.120 --> 00:06:33.680]  所以在這裡的時候
[00:06:33.680 --> 00:06:37.000]  約書亞為何要約桂先行
[00:06:37.000 --> 00:06:38.640]  當然是神吩咐的
[00:06:38.640 --> 00:06:40.760]  而這個很重要的就是
[00:06:40.760 --> 00:06:41.920]  在曠野裡面
[00:06:41.920 --> 00:06:44.120]  他們習慣了回眸
[00:06:44.120 --> 00:06:46.560]  帶領以色列人去行
[00:06:46.560 --> 00:06:49.600]  所以當他們過約旦河的時候
[00:06:49.600 --> 00:06:53.040]  約桂就是神同在的象徵
[00:06:53.040 --> 00:06:57.680]  陪伴這群百姓進入迦南地
[00:06:57.680 --> 00:06:59.240]  走過這條約旦河
[00:06:59.240 --> 00:07:01.800]  而且是他先行的
[00:07:01.800 --> 00:07:05.640]  神藉著走過這個約旦河
[00:07:05.640 --> 00:07:07.960]  作為正式進入
[00:07:07.960 --> 00:07:11.200]  應許之地的一個開始
[00:07:11.200 --> 00:07:14.240]  而且要走過約旦河
[00:07:14.240 --> 00:07:15.920]  才正式開始
[00:07:15.920 --> 00:07:17.160]  我覺得有一個
[00:07:17.160 --> 00:07:24.000]  更加重要的原因是甚麼呢
[00:07:24.000 --> 00:07:27.080]  你想想其實第二代的以色列人
[00:07:27.080 --> 00:07:29.640]  有不少 我相信有很多
[00:07:29.640 --> 00:07:36.120]  其實他們沒有親身經歷過紅海
[00:07:36.120 --> 00:07:38.520]  這一刻他們面對著
[00:07:38.520 --> 00:07:40.920]  四十米闊的一個河流
[00:07:40.920 --> 00:07:42.760]  流水很急
[00:07:42.760 --> 00:07:45.920]  三四米這麼深
[00:07:45.920 --> 00:07:47.560]  在他們面前
