
[00:00:00.000 --> 00:00:04.260]  願意我們講道之先,我們有個祈禱
[00:00:04.260 --> 00:00:10.040]  親愛的天父,求祢都讓我的口可以講得清楚
[00:00:10.040 --> 00:00:12.200]  將祢的道講得清楚明白
[00:00:12.200 --> 00:00:15.100]  亦讓無論聽的講的都可以明白
[00:00:15.100 --> 00:00:19.000]  祢的心意、祢的旨意、祢的真理是如何
[00:00:19.000 --> 00:00:22.060]  多謝祢聽我們禱告奉耶穌的德性明智而求
[00:00:22.060 --> 00:00:24.400]  阿們
[00:00:24.400 --> 00:00:27.400]  我今天的主題是「等待」
[00:00:27.400 --> 00:00:32.300]  講起「等待」,我發覺我們人生都有很多「等待」
[00:00:32.300 --> 00:00:37.400]  但不知道大家有沒有試過一個最不耐煩的「等待」呢?
[00:00:37.400 --> 00:00:41.360]  好像小朋友等做大人
[00:00:41.360 --> 00:00:44.640]  工作等升職加薪
[00:00:44.640 --> 00:00:46.940]  等出關去旅行
[00:00:46.940 --> 00:00:50.460]  或者等朋友在約會地點出現
[00:00:50.460 --> 00:00:53.600]  都可能有不耐煩的時候
[00:00:53.600 --> 00:01:00.200]  我試過最不耐煩的是,我之前講過我媽媽之前中新冠肺炎
[00:01:00.200 --> 00:01:03.940]  我和我媽媽都要強留在家裡
[00:01:03.940 --> 00:01:06.900]  我們真的很不想留在家裡
[00:01:06.900 --> 00:01:09.640]  所以我媽媽每次快測的時候
[00:01:09.640 --> 00:01:14.300]  我就在房門走來走去,很心急地等待結果
[00:01:14.300 --> 00:01:16.140]  但真的有很多次失望
[00:01:16.140 --> 00:01:19.640]  不過都因為我媽媽每天都測試四次
[00:01:19.640 --> 00:01:22.140]  所以真的有很多失望
[00:01:22.140 --> 00:01:25.600]  我們母女倆是很不耐煩
[00:01:25.600 --> 00:01:28.700]  又不知道什麼時候可以出去
[00:01:28.700 --> 00:01:35.700]  也不知道什麼時候可以完結困在家中的生活
[00:01:35.700 --> 00:01:40.800]  我發覺「等待」真的是一個很痛苦的事
[00:01:40.800 --> 00:01:45.460]  尤其是如果那個完結的日子是未知之數
[00:01:45.460 --> 00:01:51.340]  也不知道確實什麼時候是更加痛苦的
[00:01:51.340 --> 00:01:54.640]  所以對於貼薩羅尼加教會的人
[00:01:54.640 --> 00:02:00.340]  可能某些人真的很心急很想知道主什麼時候再來
[00:02:00.340 --> 00:02:02.000]  上星期的講道
[00:02:02.000 --> 00:02:10.240]  講到保羅對貼薩羅尼加信徒所論述是以離世信徒的將來遭遇
[00:02:10.240 --> 00:02:13.340]  他講到一班信了主的人
[00:02:13.340 --> 00:02:19.300]  當主再來的時候就可以升上天空與主相遇
[00:02:19.300 --> 00:02:22.460]  已死的信徒會先被提
[00:02:22.460 --> 00:02:27.700]  之後活著的信徒也會被提去在空中與主相遇
[00:02:27.700 --> 00:02:33.860]  所以對憂傷中的信徒都是一個極大的盼望和安慰
[00:02:33.860 --> 00:02:35.740]  但我們活著的信徒
[00:02:35.740 --> 00:02:40.500]  我們應該用什麼心態去等候主再來呢?
[00:02:40.500 --> 00:02:45.040]  在今天第五章的頭一至五節裡面
[00:02:45.040 --> 00:02:47.540]  保羅教導信徒
[00:02:47.540 --> 00:02:54.300]  首先我們要對主再來有一個清晰很正確的認知
[00:02:54.300 --> 00:02:59.400]  在第一節講到那時候和日期
[00:02:59.400 --> 00:03:02.260]  就是指主再來的一天
[00:03:02.260 --> 00:03:09.500]  保羅可能當時已經大概將主再來的事告訴貼薩羅尼加信徒的人
[00:03:09.500 --> 00:03:13.700]  自從保羅的團隊來到貼薩羅尼加信徒之後
[00:03:13.700 --> 00:03:21.060]  致力將耶穌是預言中的彌賽亞的福音傳給貼薩羅尼加的人
[00:03:21.060 --> 00:03:32.100]  使很多當時出生猶太會堂或者是異教徒的人都歸信了耶穌基督
[00:03:32.100 --> 00:03:35.100]  所以對於主再來這個議題
[00:03:35.100 --> 00:03:42.360]  對當時剛剛信耶穌的貼薩人來說應該也有一定的關注
[00:03:42.360 --> 00:03:48.000]  但同時間也開始有一些謠言產生
[00:03:48.000 --> 00:03:53.400]  假冒保羅說主再來是短期內就要來
[00:03:53.400 --> 00:03:59.360]  如果我們想看一些蛛絲馬跡可以看到貼薩羅尼加後書二章二節
[00:03:59.360 --> 00:04:01.360]  保羅也有說到
[00:04:01.360 --> 00:04:05.260]  有無我明的書信說主的日子現在到了
[00:04:05.260 --> 00:04:09.600]  不要輕易動心也不要驚慌
[00:04:09.600 --> 00:04:17.060]  保羅用了兩個比喻來形容主再來的一天
[00:04:17.060 --> 00:04:20.660]  第一個比喻是在第二節
[00:04:20.660 --> 00:04:26.500]  主的日子來到的時候好像夜間的賊一樣來到
[00:04:26.500 --> 00:04:31.740]  這個比喻表達賊不會告訴我們什麼時候來到
[00:04:31.740 --> 00:04:36.700]  賊預先警告也不是他的作風
[00:04:36.700 --> 00:04:40.740]  所以主再來的日子都是沒有預警的
[00:04:40.740 --> 00:04:44.560]  其實類似的說話耶穌也有說過
[00:04:44.560 --> 00:04:47.960]  好像在馬太福音24章44節
[00:04:47.960 --> 00:04:50.960]  耶穌也有說你們也要預備
[00:04:50.960 --> 00:04:55.460]  因為你們想不到的時候人子就來了
[00:04:55.460 --> 00:05:00.440]  接下來第二個關於主再來的比喻在第三節
[00:05:00.440 --> 00:05:05.540]  第三節說人靜說平安穩定的時候
[00:05:05.540 --> 00:05:09.560]  當中那個人不是指第二節說基督徒
[00:05:09.560 --> 00:05:16.860]  但是第三節對象的人是說一般的世人
[00:05:16.860 --> 00:05:23.540]  這句似乎暗示在主再來在地上大災難會發生之前
[00:05:23.540 --> 00:05:28.960]  似乎有一個足以令世人以為和平的景象出現
[00:05:28.960 --> 00:05:37.300]  以致世人會自欺去以為是平安穩定
[00:05:37.300 --> 00:05:42.940]  但是在那時候就會有災禍臨到他們身上
[00:05:42.940 --> 00:05:48.540]  這個情景令我想起2004年南亞發生海嘯的時候
[00:05:48.540 --> 00:05:54.340]  當時也有不少人在南亞沿海的海灘度假
[00:05:54.340 --> 00:06:00.000]  誰知道潮水突然湧至我相信那群渡假的人
[00:06:00.000 --> 00:06:04.460]  也不相信災難會突然來到
[00:06:04.460 --> 00:06:10.260]  這一節的比喻是說陣痛臨到懷胎的婦人
[00:06:10.260 --> 00:06:14.800]  其實在舊約聖經常用婦人生產的苦難
[00:06:14.800 --> 00:06:18.940]  來象徵患難和災難的來臨
[00:06:18.940 --> 00:06:26.200]  所以這兩個夜間的賊和陣痛臨到懷胎婦人的比喻放在一起
[00:06:26.200 --> 00:06:28.640]  其實有強化的作用
[00:06:28.640 --> 00:06:34.940]  他們相似的地方是說明主再來是突然的
[00:06:34.940 --> 00:06:39.340]  而兩個比喻強化主再來是說
[00:06:39.340 --> 00:06:41.740]  好像賊一樣不可預期
[00:06:41.740 --> 00:06:46.940]  又好像產婦陣痛一樣不可避免
[00:06:46.940 --> 00:06:51.840]  至於五章三節所說的災禍
[00:06:51.840 --> 00:06:54.640]  如果連繫到四章十七節
[00:06:54.640 --> 00:07:01.140]  其實有很多學者都對教會在大災難什麼時候被提
[00:07:01.140 --> 00:07:03.940]  都有不同的看法
[00:07:03.940 --> 00:07:09.860]  不過這些學者討論的重點是在於
[00:07:09.860 --> 00:07:13.140]  信徒是否要經歷大災難
[00:07:13.140 --> 00:07:19.940]  但如果我們單單看貼前五章三節所說的災禍
[00:07:19.940 --> 00:07:22.240]  確實我們是不用經歷的
[00:07:22.240 --> 00:07:24.640]  因為好像四章尾所說
[00:07:24.640 --> 00:07:25.940]  主再來的時候
[00:07:25.940 --> 00:07:33.740]  無論死了或活著的信徒都會被提到雲裏與主相遇
[00:07:33.740 --> 00:07:35.340]  無論如何
[00:07:35.340 --> 00:07:40.140]  我們信徒等候主再來的日子是應該期盼的
[00:07:40.140 --> 00:07:45.040]  而不是像世人一樣憂慮擔心
[00:07:45.040 --> 00:07:50.840]  保羅接著由不信主的世人轉回信徒的角度
[00:07:50.840 --> 00:07:55.440]  在第四節所說的信徒不像世人
[00:07:55.440 --> 00:07:58.240]  因為他們不在黑暗裡面
[00:07:58.240 --> 00:08:01.740]  這裡的黑暗意思是指不認識神
[00:08:01.740 --> 00:08:04.240]  也不聽神的福音
[00:08:04.240 --> 00:08:09.840]  保羅將那個憂暗再延伸到黑夜
[00:08:09.840 --> 00:08:13.840]  而黑夜的特質都是小偷活動的時間
[00:08:13.840 --> 00:08:18.140]  好像再次回應屬黑夜屬黑暗的人
[00:08:18.140 --> 00:08:22.540]  主再來就是會突然來到
[00:08:22.540 --> 00:08:26.640]  保羅的說話表明了神就是我們的光
[00:08:26.640 --> 00:08:31.040]  我們作為神的兒女是光明之子
[00:08:31.040 --> 00:08:32.840]  是白晝之子
[00:08:32.840 --> 00:08:39.040]  所以基督徒要在罪惡世界認定自己是重生得救
[00:08:39.040 --> 00:08:42.740]  不會再在黑暗中行走
[00:08:42.740 --> 00:08:46.140]  有屬靈的眼光去看見自己的份
[00:08:46.140 --> 00:08:48.840]  是不屬於黑暗和幽暗
[00:08:48.840 --> 00:08:54.540]  不至會落入誘惑當中
[00:08:54.540 --> 00:09:00.440]  在這五節裡看到光明對比幽暗
[00:09:00.440 --> 00:09:02.340]  白晝又對比黑夜
[00:09:02.340 --> 00:09:06.140]  其實是凸顯出信與不信的人的分別
[00:09:06.140 --> 00:09:10.340]  也凸顯出信徒不用恐懼主再來
[00:09:10.340 --> 00:09:13.840]  那種突然和不可避免的災難
[00:09:13.840 --> 00:09:17.940]  這正正是我們信徒很需要對主再來
[00:09:17.940 --> 00:09:22.840]  有一個很清晰很正確的認知
[00:09:22.840 --> 00:09:26.040]  其實我剛剛信主的時候
[00:09:26.040 --> 00:09:29.440]  我對主再來也有疑惑
[00:09:29.440 --> 00:09:33.340]  原因是因為我有一個跟我挺親的親人
[00:09:33.340 --> 00:09:36.940]  他知道我信主就馬上挑戰我
[00:09:36.940 --> 00:09:42.240]  問我「你知不知道你得救了嗎?」
[00:09:42.240 --> 00:09:45.540]  「你知不知道你的主已經來到?」
[00:09:45.540 --> 00:09:49.340]  他這樣問我我突然也不太懂得回答
[00:09:49.340 --> 00:09:51.340]  我問他「為什麼你這樣說?」
[00:09:51.340 --> 00:09:56.240]  他說「因為我有個同事說自己是基督徒」
[00:09:56.240 --> 00:10:00.440]  「他經常跟我親人傳福音」
[00:10:00.440 --> 00:10:04.140]  「那個同事說聖經說過」
[00:10:04.140 --> 00:10:07.740]  「能得救的人只有十四萬四千」
[00:10:07.740 --> 00:10:11.540]  「又說基督已經再次降臨」
[00:10:11.540 --> 00:10:14.240]  「不過只是我們實體看不到」
[00:10:14.240 --> 00:10:18.740]  當天親人對我所說的事
[00:10:18.740 --> 00:10:20.140]  其實我也挺動搖的
[00:10:20.140 --> 00:10:22.040]  因為我是初信
[00:10:22.040 --> 00:10:25.240]  所以某程度上我也挺明白
[00:10:25.240 --> 00:10:29.540]  貼薩羅里加那群新信耶穌的人
[00:10:29.540 --> 00:10:32.540]  因為我自己也有點擔心
[00:10:32.540 --> 00:10:35.940]  會不會是聖經所說而我自己不知道
[00:10:35.940 --> 00:10:38.940]  後來我明白到這個教導
[00:10:38.940 --> 00:10:42.240]  其實是來自耶和華見證人
[00:10:42.240 --> 00:10:45.940]  對我未信主的親人來說
[00:10:45.940 --> 00:10:47.840]  他剛才所說的話題
[00:10:47.840 --> 00:10:50.540]  其實對他來說我相信是很有趣的
[00:10:50.540 --> 00:10:52.840]  又很容易挑戰我
[00:10:52.840 --> 00:10:55.040]  但對於初信主的我
[00:10:55.040 --> 00:10:57.140]  是有一些衝擊的
[00:10:57.140 --> 00:10:59.940]  竟然是我一直在教會聽的聖經
[00:10:59.940 --> 00:11:01.240]  好像差那麼遠
[00:11:01.240 --> 00:11:03.440]  但他又說聖經所說
[00:11:03.440 --> 00:11:07.340]  又似此地真
[00:11:07.340 --> 00:11:09.240]  但為什麼教會沒有教呢?
[00:11:09.240 --> 00:11:11.840]  我也會這樣想
[00:11:11.840 --> 00:11:14.340]  所以無論在初信主
[00:11:14.340 --> 00:11:16.240]  或者信了主一段時間
[00:11:16.240 --> 00:11:18.640]  或者信了主很久的人也好
[00:11:18.640 --> 00:11:22.940]  我們也要緊緊抓住聖經所說
[00:11:22.940 --> 00:11:27.140]  主再來的正確認知
[00:11:27.140 --> 00:11:32.040]  我們不要被異端邪說動搖我們的心
[00:11:32.040 --> 00:11:35.440]  有了主再來很正確的認知之後
[00:11:35.440 --> 00:11:38.440]  我們的心態應該要怎樣呢?
[00:11:38.440 --> 00:11:42.140]  在第六至八節補羅去往說
[00:11:42.140 --> 00:11:45.140]  我們應該要懷著謹慎的心
[00:11:45.140 --> 00:11:48.240]  去等候主的來臨
[00:11:48.240 --> 00:11:54.440]  第六節說到我們不要沉睡
[00:11:54.440 --> 00:11:56.140]  其實沉睡的原文
[00:11:56.140 --> 00:12:00.640]  可以指在靈性上和德性上的沉睡
[00:12:00.640 --> 00:12:03.740]  也就是屬靈上的麻木
[00:12:03.740 --> 00:12:09.140]  好像對神的呼召、旨意沒有知覺
[00:12:09.140 --> 00:12:11.340]  對於麻木這件事
[00:12:11.340 --> 00:12:16.040]  我自己經驗過借飯祈禱的麻木
[00:12:16.040 --> 00:12:18.340]  直到有一天
[00:12:18.340 --> 00:12:22.240]  因為我在外國的緣故
[00:12:22.240 --> 00:12:25.040]  我自己一個又忘了帶錢
[00:12:25.040 --> 00:12:26.740]  總之沒有錢的緣故
[00:12:26.740 --> 00:12:28.540]  我只能夠
[00:12:28.540 --> 00:12:30.340]  但要在外面又回不去
[00:12:30.340 --> 00:12:31.440]  又找不到人求救
[00:12:31.440 --> 00:12:34.140]  總之有一個這樣的機會
[00:12:34.140 --> 00:12:38.040]  搞到我全天只能吃幾塊麵包
[00:12:38.040 --> 00:12:42.340]  當刻我真的感受到每餐飯的可貴
[00:12:42.340 --> 00:12:44.640]  原來每餐飯去感謝
[00:12:44.640 --> 00:12:47.340]  是真的要用心感謝神所賜
[00:12:47.340 --> 00:12:51.640]  我也反省到屬靈上的麻木
