
[00:00:00.000 --> 00:00:02.000]  (主席) 各位議員早安
[00:00:02.000 --> 00:00:04.000]  今天和大家想思想的題目是
[00:00:04.000 --> 00:00:06.000]  試探和試煉的題目
[00:00:06.000 --> 00:00:09.000]  今年想多說一些耶穌的生平
[00:00:09.000 --> 00:00:11.000]  今天用了《馬太福音》第四章
[00:00:11.000 --> 00:00:14.000]  耶穌試探和試煉的框架
[00:00:14.000 --> 00:00:17.000]  去想想耶穌基督經歷的試探
[00:00:17.000 --> 00:00:19.000]  和聖經關於試探的教導
[00:00:19.000 --> 00:00:21.000]  給我們怎樣勝過這一切
[00:00:21.000 --> 00:00:25.000]  當我們假如經歷試探和試煉的時候
[00:00:25.000 --> 00:00:28.000]  有時都是不容易和很艱難
[00:00:28.000 --> 00:00:31.000]  如果經歷試煉和試探的時候
[00:00:31.000 --> 00:00:35.000]  有一種危機感和一段很大的危險感
[00:00:35.000 --> 00:00:39.000]  有些試煉試探可能讓人經歷到
[00:00:39.000 --> 00:00:42.000]  身敗名裂或者甚至是危險
[00:00:42.000 --> 00:00:45.000]  婚姻破裂很多各種的試探
[00:00:45.000 --> 00:00:47.000]  或者家財的失去
[00:00:47.000 --> 00:00:49.000]  或者好像我們最近這幾個月
[00:00:49.000 --> 00:00:51.000]  見到一些公眾人物
[00:00:51.000 --> 00:00:54.000]  曾經因為一些事情被法院判決
[00:00:54.000 --> 00:00:56.000]  他要坐牢等等的故事
[00:00:56.000 --> 00:00:58.000]  但有些試煉和試探可能是
[00:00:58.000 --> 00:01:01.000]  我形容是一些慢性的試探和試煉
[00:01:01.000 --> 00:01:05.000]  例如有時父母很擔心子女夜睡
[00:01:05.000 --> 00:01:08.000]  夜睡久了可能會有幾種影響
[00:01:08.000 --> 00:01:10.000]  一種可能是精神不好
[00:01:10.000 --> 00:01:12.000]  第二就是會有病
[00:01:12.000 --> 00:01:14.000]  第三可能是讀書有影響
[00:01:14.000 --> 00:01:18.000]  現在年輕人這個題目都很大
[00:01:18.000 --> 00:01:20.000]  睡眠不足夜睡
[00:01:20.000 --> 00:01:22.000]  我不知道夜睡是不是正確
[00:01:22.000 --> 00:01:24.000]  總之就是這個題目
[00:01:24.000 --> 00:01:27.000]  我記得以前曾經接觸過正新書院
[00:01:27.000 --> 00:01:31.000]  幫那些青少年戒毒的群體
[00:01:31.000 --> 00:01:34.000]  有一段時間跟他們接觸很多
[00:01:34.000 --> 00:01:36.000]  和他們一起打球
[00:01:36.000 --> 00:01:38.000]  遇到一個年輕人
[00:01:38.000 --> 00:01:41.000]  他曾經在正新書院被戒毒成功
[00:01:41.000 --> 00:01:43.000]  然後成為一個助教
[00:01:43.000 --> 00:01:45.000]  助理的老師
[00:01:45.000 --> 00:01:47.000]  他打球很厲害
[00:01:47.000 --> 00:01:49.000]  三分球很準
[00:01:49.000 --> 00:01:51.000]  很精彩
[00:01:51.000 --> 00:01:54.000]  這個人將來可以一生侍奉
[00:01:54.000 --> 00:01:56.000]  獨臣可德
[00:01:56.000 --> 00:01:58.000]  其中一個老師跟我說
[00:01:58.000 --> 00:02:00.000]  這個題型很有潛質
[00:02:00.000 --> 00:02:04.000]  不過因為他以前長期吃過丸子
[00:02:04.000 --> 00:02:07.000]  現在有時間中會失憶
[00:02:07.000 --> 00:02:09.000]  記憶力會散
[00:02:09.000 --> 00:02:11.000]  有些試探試煉
[00:02:11.000 --> 00:02:14.000]  長期陷入當中短期不覺
[00:02:14.000 --> 00:02:18.000]  原來有一個長期的後果
[00:02:18.000 --> 00:02:20.000]  舉例香港有一個大題目
[00:02:20.000 --> 00:02:22.000]  很容易灰心
[00:02:22.000 --> 00:02:24.000]  很容易無能
[00:02:24.000 --> 00:02:27.000]  有很多制度環境的捆綁
[00:02:27.000 --> 00:02:30.000]  其中一個試煉和試探的危機
[00:02:30.000 --> 00:02:32.000]  當你生命中不能勝過
[00:02:32.000 --> 00:02:35.000]  灰心無能無奈的感覺
[00:02:35.000 --> 00:02:37.000]  其中一個危機
[00:02:37.000 --> 00:02:39.000]  你用英文的角度
[00:02:39.000 --> 00:02:41.000]  可以很怯場
[00:02:41.000 --> 00:02:43.000]  好像很犬儒
[00:02:43.000 --> 00:02:45.000]  很喜歡嘲笑
[00:02:45.000 --> 00:02:46.000]  甚麼都不相信
[00:02:46.000 --> 00:02:47.000]  甚麼都嘲笑
[00:02:47.000 --> 00:02:49.000]  那個人很苦悶
[00:02:49.000 --> 00:02:51.000]  很多埋怨
[00:02:51.000 --> 00:02:53.000]  很多情緒
[00:02:53.000 --> 00:02:55.000]  突然爆出來
[00:02:55.000 --> 00:02:58.000]  那個人的樣子好像很溫柔
[00:02:58.000 --> 00:02:59.000]  突然爆出來的說話
[00:02:59.000 --> 00:03:01.000]  很辛酸很毒辣
[00:03:01.000 --> 00:03:05.000]  可能你被這種環境所控制
[00:03:05.000 --> 00:03:07.000]  我們今天就選幾段經文
[00:03:07.000 --> 00:03:09.000]  做一個開始
[00:03:09.000 --> 00:03:11.000]  在投影裏
[00:03:11.000 --> 00:03:12.000]  我們輪讀的方式
[00:03:12.000 --> 00:03:13.000]  讀完這幾段經文
[00:03:13.000 --> 00:03:15.000]  我們先請弟兄姊妹
[00:03:15.000 --> 00:03:16.000]  一二三
[00:03:19.000 --> 00:03:21.000]  受魔鬼的試探
[00:03:21.000 --> 00:03:30.000]  對他說
[00:03:30.000 --> 00:03:32.000]  你若俯伏拜我
[00:03:32.000 --> 00:03:35.000]  我就把這一切都賜給你
[00:03:35.000 --> 00:03:45.000]  於是魔鬼來了耶穌
[00:03:45.000 --> 00:03:47.000]  有天使來侍候他
[00:03:49.000 --> 00:03:51.000]  所以我們只管坦然無懼地
[00:03:51.000 --> 00:03:53.000]  來到施恩的寶座前
[00:03:53.000 --> 00:03:55.000]  為要得連率
[00:03:55.000 --> 00:03:56.000]  蒙恩惠
[00:03:56.000 --> 00:03:58.000]  作隨時的幫助
[00:03:58.000 --> 00:04:09.000]  所以我們只管坦然無懼地
[00:04:09.000 --> 00:04:11.000]  來到施恩的寶座前
[00:04:11.000 --> 00:04:12.000]  為要得連率
[00:04:12.000 --> 00:04:13.000]  蒙恩惠
[00:04:13.000 --> 00:04:15.000]  作隨時的幫助
[00:04:19.000 --> 00:04:22.000]  他雖然為自己而已
[00:04:22.000 --> 00:04:24.000]  但是受的苦難
[00:04:24.000 --> 00:04:25.000]  學了順服
[00:04:25.000 --> 00:04:26.000]  他雖然為兒子
[00:04:26.000 --> 00:04:28.000]  雖然自己是兒子
[00:04:28.000 --> 00:04:30.000]  剛才最後一段都講到
[00:04:30.000 --> 00:04:33.000]  耶穌曾經經歷的試煉
[00:04:33.000 --> 00:04:34.000]  或者試探
[00:04:34.000 --> 00:04:36.000]  是經歷要哀哭
[00:04:36.000 --> 00:04:38.000]  很困難
[00:04:38.000 --> 00:04:40.000]  才能夠得勝
[00:04:40.000 --> 00:04:42.000]  其實試煉和試探
[00:04:42.000 --> 00:04:43.000]  有時真是不容易的
[00:04:43.000 --> 00:04:45.000]  但試煉裏面一個觀念就是
[00:04:45.000 --> 00:04:46.000]  神讓人
[00:04:46.000 --> 00:04:50.000]  向耶穌經歷艱難的試探和試煉
[00:04:50.000 --> 00:04:51.000]  經文裏面
[00:04:51.000 --> 00:04:52.000]  如果用第四章
[00:04:52.000 --> 00:04:53.000]  第四章講到試探
[00:04:53.000 --> 00:04:54.000]  耶穌三個試探
[00:04:54.000 --> 00:04:56.000]  出於明句裏面
[00:04:56.000 --> 00:04:57.000]  就是當時聖經說
[00:04:57.000 --> 00:05:00.000]  耶穌被聖靈引渡曠野
[00:05:00.000 --> 00:05:02.000]  受魔鬼的試探
[00:05:02.000 --> 00:05:03.000]  試探這個詞
[00:05:03.000 --> 00:05:04.000]  希臘文的詞
[00:05:04.000 --> 00:05:06.000]  叫peragio
[00:05:06.000 --> 00:05:07.000]  讀音
[00:05:07.000 --> 00:05:08.000]  這個試探
[00:05:08.000 --> 00:05:10.000]  試煉是很難的
[00:05:10.000 --> 00:05:11.000]  而是神容許
[00:05:11.000 --> 00:05:12.000]  甚至有時神
[00:05:12.000 --> 00:05:13.000]  好像聖經說
[00:05:13.000 --> 00:05:14.000]  有些字眼
[00:05:14.000 --> 00:05:15.000]  神帶領他
[00:05:15.000 --> 00:05:16.000]  和耶穌
[00:05:16.000 --> 00:05:18.000]  去經歷這個魔鬼的試探
[00:05:18.000 --> 00:05:20.000]  耶穌在肉體裏面
[00:05:20.000 --> 00:05:23.000]  大聲哀哭流淚
[00:05:23.000 --> 00:05:26.000]  經過很多漫長的苦難
[00:05:26.000 --> 00:05:27.000]  才學到這個
[00:05:27.000 --> 00:05:29.000]  臣服的功課
[00:05:29.000 --> 00:05:30.000]  試煉裏面
[00:05:30.000 --> 00:05:31.000]  講到這個試探試煉
[00:05:31.000 --> 00:05:33.000]  是一個不容易的環境
[00:05:33.000 --> 00:05:34.000]  其中在馬福音
[00:05:34.000 --> 00:05:36.000]  記載這個試探試煉的時候
[00:05:36.000 --> 00:05:37.000]  很簡短
[00:05:37.000 --> 00:05:38.000]  馬福音第一章
[00:05:38.000 --> 00:05:39.000]  十二到十三節
[00:05:39.000 --> 00:05:40.000]  我一起讀
[00:05:46.000 --> 00:05:47.000]  其中講到
[00:05:47.000 --> 00:05:48.000]  有野獸
[00:05:48.000 --> 00:05:49.000]  在馬福音
[00:05:49.000 --> 00:05:50.000]  野獸這個字
[00:05:50.000 --> 00:05:51.000]  一般來說
[00:05:51.000 --> 00:05:52.000]  都是負面的
[00:05:52.000 --> 00:05:53.000]  特別啟紹
[00:05:53.000 --> 00:05:54.000]  講到敵對神
[00:05:54.000 --> 00:05:55.000]  是一個獸
[00:05:55.000 --> 00:05:56.000]  講到保羅
[00:05:56.000 --> 00:05:57.000]  斜龍尊講
[00:05:57.000 --> 00:05:58.000]  保羅的生平裏面
[00:05:58.000 --> 00:05:59.000]  一幕
[00:05:59.000 --> 00:06:00.000]  尤其是當保羅
[00:06:00.000 --> 00:06:01.000]  千山萬水
[00:06:01.000 --> 00:06:02.000]  去到羅馬的時候
[00:06:02.000 --> 00:06:03.000]  準備去到羅馬
[00:06:03.000 --> 00:06:04.000]  竟然有沉船
[00:06:04.000 --> 00:06:05.000]  沉船不死
[00:06:05.000 --> 00:06:06.000]  又有蛇
[00:06:06.000 --> 00:06:07.000]  咬了他的船
[00:06:07.000 --> 00:06:08.000]  沉船不死
[00:06:08.000 --> 00:06:09.000]  又有蛇
[00:06:09.000 --> 00:06:10.000]  咬了他的船
[00:06:10.000 --> 00:06:11.000]  甚至
[00:06:11.000 --> 00:06:12.000]  洪水
[00:06:12.000 --> 00:06:13.000]  洪水
[00:06:13.000 --> 00:06:14.000]  洪水
[00:06:14.000 --> 00:06:15.000]  又有蛇
[00:06:15.000 --> 00:06:16.000]  咬了他
[00:06:16.000 --> 00:06:17.000]  毒蛇咬他
[00:06:17.000 --> 00:06:18.000]  所以形容這隻蛇
[00:06:18.000 --> 00:06:19.000]  就是一個獸
[00:06:19.000 --> 00:06:20.000]  即是這隻獸
[00:06:20.000 --> 00:06:21.000]  好像毒蛇一樣
[00:06:21.000 --> 00:06:22.000]  可以是一個
[00:06:22.000 --> 00:06:23.000]  攻擊人的
[00:06:23.000 --> 00:06:24.000]  野獸
[00:06:24.000 --> 00:06:26.000]  耶穌在這個試煉裏面
[00:06:26.000 --> 00:06:27.000]  是很艱難
[00:06:27.000 --> 00:06:28.000]  不容易
[00:06:28.000 --> 00:06:29.000]  所以裏面其中一個提醒
[00:06:29.000 --> 00:06:30.000]  安慰就是
[00:06:30.000 --> 00:06:32.000]  我們經的試探
[00:06:32.000 --> 00:06:33.000]  試煉
[00:06:33.000 --> 00:06:35.000]  耶穌有類似的經歷
[00:06:35.000 --> 00:06:37.000]  所以好像今天讀的經文就是
[00:06:37.000 --> 00:06:38.000]  希伯來書說
[00:06:38.000 --> 00:06:41.000]  他也曾凡事受過試探
[00:06:41.000 --> 00:06:43.000]  與我們一樣
[00:06:43.000 --> 00:06:45.000]  指示他沒有犯罪
[00:06:45.000 --> 00:06:47.000]  當然耶穌經歷的試探
[00:06:47.000 --> 00:06:49.000]  和試煉不是完全一樣
[00:06:49.000 --> 00:06:51.000]  但是各種類型的
[00:06:51.000 --> 00:06:52.000]  耶穌都有
[00:06:52.000 --> 00:06:54.000]  他的各種類型的試探
[00:06:54.000 --> 00:06:55.000]  但聖經講到
[00:06:55.000 --> 00:06:56.000]  其一觀念就是
[00:06:56.000 --> 00:06:57.000]  耶穌能夠勝過一切試探
[00:06:57.000 --> 00:07:00.000]  結果是沒有犯罪
[00:07:00.000 --> 00:07:01.000]  聖經講到
[00:07:01.000 --> 00:07:03.000]  試探試煉的經文很多
[00:07:03.000 --> 00:07:05.000]  《約伯記》第七章第十八節
[00:07:05.000 --> 00:07:07.000]  一起讀吧
[00:07:07.000 --> 00:07:09.000]  每早監察他
[00:07:09.000 --> 00:07:11.000]  時刻試驗他
[00:07:11.000 --> 00:07:14.000]  其實不知不覺我們被試驗
[00:07:14.000 --> 00:07:15.000]  我們做得好不好
[00:07:15.000 --> 00:07:17.000]  神看人看
[00:07:17.000 --> 00:07:18.000]  天在看人在看
[00:07:18.000 --> 00:07:20.000]  就在試驗裏面
[00:07:20.000 --> 00:07:22.000]  聖經裏面特別某些時代
[00:07:22.000 --> 00:07:23.000]  特別早期教會
[00:07:23.000 --> 00:07:25.000]  碧白的時代
[00:07:25.000 --> 00:07:27.000]  試驗試探是比較濃烈的
[00:07:27.000 --> 00:07:29.000]  《雅各書》第一章第二節
[00:07:29.000 --> 00:07:30.000]  一起讀吧
[00:07:30.000 --> 00:07:33.000]  你們樂在百般試煉中
[00:07:33.000 --> 00:07:35.000]  都要以為大喜樂
[00:07:35.000 --> 00:07:37.000]  有些時代的試煉
[00:07:37.000 --> 00:07:39.000]  試探是特別濃烈的
[00:07:39.000 --> 00:07:42.000]  香港這個時代可能算是中等濃烈
[00:07:42.000 --> 00:07:45.000]  歷史裏有些更濃烈的文革
[00:07:45.000 --> 00:07:46.000]  打仗
[00:07:46.000 --> 00:07:48.000]  有些更濃烈的試探試煉
[00:07:48.000 --> 00:07:50.000]  所以裏面很多的教導
[00:07:50.000 --> 00:07:52.000]  都是和試探試煉有關
[00:07:52.000 --> 00:07:54.000]  《彼得前書》講到
[00:07:54.000 --> 00:07:57.000]  你們要在學習這百般試煉裏面
[00:07:57.000 --> 00:08:00.000]  過程當中是有憂愁艱難
[00:08:00.000 --> 00:08:02.000]  學習有大喜樂
[00:08:02.000 --> 00:08:04.000]  但碧白時代裏面
[00:08:04.000 --> 00:08:05.000]  聖經又講到
[00:08:05.000 --> 00:08:06.000]  叫你們被試煉
[00:08:06.000 --> 00:08:08.000]  你們必受患難十日
[00:08:08.000 --> 00:08:11.000]  你不要至死忠心
[00:08:11.000 --> 00:08:12.000]  即是說這個試探試煉
[00:08:12.000 --> 00:08:17.000]  是濃烈到用生與死的角度去處理
[00:08:17.000 --> 00:08:18.000]  所以聖經提醒我們
[00:08:18.000 --> 00:08:22.000]  不要輕忽地上的試煉或者試探
[00:08:22.000 --> 00:08:23.000]  其中聖經裏面的道理
[00:08:23.000 --> 00:08:24.000]  另一節明句
[00:08:24.000 --> 00:08:27.000]  《彼得前書》第五章第八節
[00:08:27.000 --> 00:08:28.000]  一起讀吧
[00:08:39.000 --> 00:08:41.000]  有時試煉試探我們不留意
[00:08:41.000 --> 00:08:43.000]  以為試煉試探離我們很遠
[00:08:43.000 --> 00:08:45.000]  但好像耶穌最後晚餐的時候
[00:08:45.000 --> 00:08:47.000]  門徒只是想吃頓飯
[00:08:47.000 --> 00:08:49.000]  都不知道甚麼事
[00:08:49.000 --> 00:08:50.000]  耶穌就說
[00:08:50.000 --> 00:08:52.000]  彼得西門
