
[00:00:00.000 --> 00:00:05.000]  各位好,我們依然在說啟示錄和天啟文學
[00:00:05.000 --> 00:00:09.000]  雖然我們不是看啟示錄
[00:00:09.000 --> 00:00:13.000]  但是這兩次我們是做一個detour
[00:00:13.000 --> 00:00:14.000]  就是做一點繞道
[00:00:14.000 --> 00:00:17.000]  因為我們需要照顧一些概念
[00:00:17.000 --> 00:00:21.000]  或者一些說到末世的時候
[00:00:21.000 --> 00:00:23.000]  一些宗末論的經文
[00:00:23.000 --> 00:00:26.000]  所以我們由上一次和這一次
[00:00:26.000 --> 00:00:29.000]  我們都會處理一些在啟示錄以外的經文
[00:00:29.000 --> 00:00:31.000]  但是和啟示錄是非常有關的
[00:00:31.000 --> 00:00:33.000]  今天我們要處理一段經文
[00:00:33.000 --> 00:00:35.000]  是比較難的經文
[00:00:35.000 --> 00:00:38.000]  叫做《哥格的預言》
[00:00:38.000 --> 00:00:41.000]  在《以西結書》38和39章
[00:00:41.000 --> 00:00:43.000]  說起這一段聖經
[00:00:43.000 --> 00:00:45.000]  相信大家是比較陌生一點
[00:00:45.000 --> 00:00:47.000]  所以我們今天試試用聾腦
[00:00:47.000 --> 00:00:49.000]  想想怎樣去理解
[00:00:49.000 --> 00:00:51.000]  一些這樣的經文
[00:00:51.000 --> 00:00:54.000]  有時候聖經有很多很淺白的東西
[00:00:54.000 --> 00:00:56.000]  三歲小孩都看得明白
[00:00:56.000 --> 00:01:00.000]  但也有一些比較深一點
[00:01:00.000 --> 00:01:03.000]  比較困難一點 棘手一點
[00:01:03.000 --> 00:01:06.000]  這一段的聖經是其中一段比較棘手一點
[00:01:06.000 --> 00:01:08.000]  不如我們先看一看聖經
[00:01:08.000 --> 00:01:09.000]  38章第一節
[00:01:09.000 --> 00:01:11.000]  耶和華的話臨到我
[00:01:11.000 --> 00:01:12.000]  就是《以西結》
[00:01:12.000 --> 00:01:14.000]  祂說人子啊
[00:01:14.000 --> 00:01:17.000]  你要面向馬各地的哥格
[00:01:17.000 --> 00:01:19.000]  就是米切土巴的大王
[00:01:19.000 --> 00:01:20.000]  向他說預言
[00:01:20.000 --> 00:01:22.000]  主耶和華如此說
[00:01:22.000 --> 00:01:24.000]  米切土巴的大王哥格
[00:01:24.000 --> 00:01:26.000]  看啊 我要與你為敵
[00:01:26.000 --> 00:01:28.000]  我要把你調轉過來
[00:01:28.000 --> 00:01:30.000]  用勾子勾住你的腮格
[00:01:30.000 --> 00:01:34.000]  把你和你的軍兵馬匹 騎兵都帶來
[00:01:34.000 --> 00:01:36.000]  他們當中有
[00:01:36.000 --> 00:01:38.000]  有波斯人 古實人 忽人
[00:01:38.000 --> 00:01:41.000]  還有哥滅人和他們的軍隊
[00:01:41.000 --> 00:01:45.000]  北方極處的陀拉馬族和他的軍隊
[00:01:45.000 --> 00:01:47.000]  這許多民族都要跟著你
[00:01:47.000 --> 00:01:53.000]  你要聚集到你那裡的軍隊都要預備
[00:01:53.000 --> 00:01:56.000]  過了多日你必被差派
[00:01:56.000 --> 00:01:58.000]  到末後之年
[00:01:58.000 --> 00:02:02.000]  你要來到以色列常久荒涼的山上
[00:02:02.000 --> 00:02:06.000]  你和你的全軍並跟隨你的許多民族
[00:02:06.000 --> 00:02:09.000]  都要上來如暴風刮來
[00:02:09.000 --> 00:02:12.000]  勿魂遮蓋地面
[00:02:12.000 --> 00:02:15.000]  這一段經文看了之後不太明白
[00:02:15.000 --> 00:02:17.000]  但是這裡很簡單
[00:02:17.000 --> 00:02:19.000]  兩章的聖經38 39
[00:02:19.000 --> 00:02:21.000]  《以西結》說
[00:02:21.000 --> 00:02:26.000]  說到將來所謂的埃斯卡頓末宗的時候
[00:02:26.000 --> 00:02:30.000]  或者將來以色列國會發生什麼事呢
[00:02:30.000 --> 00:02:31.000]  在古以色列國
[00:02:31.000 --> 00:02:36.000]  《以西結》是在公元前大概500 600年左右
[00:02:36.000 --> 00:02:38.000]  一位的先知
[00:02:38.000 --> 00:02:41.000]  他是首批去到秘魯 到巴比倫
[00:02:41.000 --> 00:02:43.000]  是一個秘魯的先知
[00:02:43.000 --> 00:02:44.000]  秘魯到巴比倫的時候
[00:02:44.000 --> 00:02:48.000]  上帝就呼召他來講說話
[00:02:48.000 --> 00:02:51.000]  講了很多章到38 39章這裡
[00:02:51.000 --> 00:02:56.000]  就講到將來會有一個所謂大戰
[00:02:56.000 --> 00:02:58.000]  這個王叫做哥格
[00:02:58.000 --> 00:03:00.000]  他氣勢磅礡
[00:03:00.000 --> 00:03:04.000]  就會出兵去攻打以色列民
[00:03:04.000 --> 00:03:07.000]  然後這兩章就講到他還沒出手
[00:03:07.000 --> 00:03:09.000]  神就將他打敗
[00:03:09.000 --> 00:03:10.000]  為什麼會講這段聖經呢
[00:03:10.000 --> 00:03:14.000]  因為這段聖經在最近
[00:03:14.000 --> 00:03:20.000]  因為俄羅斯入侵烏克華
[00:03:20.000 --> 00:03:24.000]  所以有很多時候在坊間上流行的解法
[00:03:24.000 --> 00:03:27.000]  就會說這個哥格王其實就是俄羅斯王
[00:03:27.000 --> 00:03:30.000]  所以是普頓
[00:03:30.000 --> 00:03:32.000]  所以我們需要去了解一下
[00:03:32.000 --> 00:03:34.000]  到底這段聖經是講什麼
[00:03:34.000 --> 00:03:37.000]  首先講一下翻譯
[00:03:37.000 --> 00:03:39.000]  翻譯很重要
[00:03:39.000 --> 00:03:40.000]  翻譯準不準確
[00:03:40.000 --> 00:03:46.000]  怎樣去連繫到我們今天聽到的一些字眼等等
[00:03:46.000 --> 00:03:49.000]  會不會有一些誤導的成分呢
[00:03:49.000 --> 00:03:53.000]  你看到和合本翻譯38章第三節
[00:03:53.000 --> 00:03:55.000]  講到這個哥格王
[00:03:55.000 --> 00:03:57.000]  Gog的時候
[00:03:57.000 --> 00:04:00.000]  他就翻譯了是羅斯
[00:04:00.000 --> 00:04:02.000]  原文是Rose
[00:04:02.000 --> 00:04:03.000]  希伯倫文
[00:04:03.000 --> 00:04:05.000]  米切土巴之王
[00:04:05.000 --> 00:04:11.000]  奈斯就是王子或者王的意思領袖的意思
[00:04:11.000 --> 00:04:15.000]  哥格就是他的名字
[00:04:15.000 --> 00:04:17.000]  然後你看到和合本的修訂版
[00:04:17.000 --> 00:04:20.000]  之後他去到改變了
[00:04:20.000 --> 00:04:24.000]  就將他翻譯成為哥格地的哥格
[00:04:24.000 --> 00:04:27.000]  就是米切土巴的大王
[00:04:27.000 --> 00:04:29.000]  那個key在哪裡呢
[00:04:29.000 --> 00:04:31.000]  就是Rose這個字
[00:04:31.000 --> 00:04:33.000]  到底是翻譯成為一個地名
[00:04:33.000 --> 00:04:36.000]  好像和合本本身這樣翻譯
[00:04:36.000 --> 00:04:38.000]  還是翻譯成為一個形容詞呢
[00:04:38.000 --> 00:04:40.000]  大王因為Rose就是head的意思
[00:04:40.000 --> 00:04:45.000]  在希伯倫文就是領袖的意思
[00:04:45.000 --> 00:04:47.000]  如果是翻譯成為地名的時候
[00:04:47.000 --> 00:04:50.000]  就好像有很多流行的坊間的解法
[00:04:50.000 --> 00:04:52.000]  因為是Rose
[00:04:52.000 --> 00:04:55.000]  你轉了那個的響音
[00:04:55.000 --> 00:04:57.000]  做了U這樣才算
[00:04:57.000 --> 00:04:59.000]  就是Rose
[00:04:59.000 --> 00:05:01.000]  你就聽到是Russia
[00:05:01.000 --> 00:05:03.000]  因為這樣的緣故
[00:05:03.000 --> 00:05:05.000]  所以有些人就認為
[00:05:05.000 --> 00:05:07.000]  21世紀裡面有的新聞
[00:05:07.000 --> 00:05:09.000]  就是這裡說
[00:05:09.000 --> 00:05:11.000]  哥格王就是Rose
[00:05:11.000 --> 00:05:16.000]  或者Russia的統領
[00:05:16.000 --> 00:05:20.000]  我們怎樣去理解這些事呢
[00:05:20.000 --> 00:05:22.000]  首先我們先講個方法
[00:05:22.000 --> 00:05:24.000]  我已經講了很多次
[00:05:24.000 --> 00:05:26.000]  我們看一段聖經的時候
[00:05:26.000 --> 00:05:30.000]  我們需要由聖經當時的時局來入手
[00:05:30.000 --> 00:05:32.000]  就不可以用我們今天
[00:05:32.000 --> 00:05:34.000]  21世紀的時局來入手
[00:05:34.000 --> 00:05:36.000]  即使這些預言
[00:05:36.000 --> 00:05:39.000]  或者天啟文學
[00:05:39.000 --> 00:05:41.000]  是有它的將來性
[00:05:41.000 --> 00:05:43.000]  可能它有一些的principle
[00:05:43.000 --> 00:05:47.000]  是在說將來也都會應用得到
[00:05:47.000 --> 00:05:51.000]  但我們必須要用當時人的政局
[00:05:51.000 --> 00:05:53.000]  他們的背景入手
[00:05:53.000 --> 00:05:55.000]  Rose這個字
[00:05:55.000 --> 00:05:57.000]  在希伯倫的聖經
[00:05:57.000 --> 00:05:59.000]  在近東裡面所有的文獻
[00:05:59.000 --> 00:06:03.000]  都不是指一個地方
[00:06:03.000 --> 00:06:05.000]  沒有一個地方叫做Rose
[00:06:05.000 --> 00:06:11.000]  所以這個和修版就譯做大王
[00:06:11.000 --> 00:06:13.000]  Rose
[00:06:13.000 --> 00:06:15.000]  大的王 統領的王
[00:06:15.000 --> 00:06:17.000]  或者領袖的王
[00:06:17.000 --> 00:06:20.000]  這個就比較貼切一點
[00:06:20.000 --> 00:06:24.000]  米切和土巴
[00:06:24.000 --> 00:06:28.000]  用一些語言linguistic的connection
[00:06:28.000 --> 00:06:32.000]  也connect不到今天
[00:06:32.000 --> 00:06:35.000]  我們所說的所謂俄羅斯
[00:06:35.000 --> 00:06:38.000]  因為當時米切土巴
[00:06:38.000 --> 00:06:40.000]  我們知道的地方
[00:06:40.000 --> 00:06:43.000]  大概就是今天的小亞細亞
[00:06:43.000 --> 00:06:46.000]  或者土耳其的地區
[00:06:46.000 --> 00:06:48.000]  沒有上到去那麼北邊
[00:06:48.000 --> 00:06:51.000]  並且我們知道Russia這個字
[00:06:51.000 --> 00:06:55.000]  在主後十一世紀才出現
[00:06:55.000 --> 00:07:00.000]  所以在近東以西傑書寫成的時代
[00:07:00.000 --> 00:07:02.000]  是不會想到有Russia
[00:07:02.000 --> 00:07:05.000]  俄羅斯這一回事
[00:07:05.000 --> 00:07:07.000]  所以如果我們將二十一世紀
[00:07:07.000 --> 00:07:09.000]  我們現在想到的Russia
[00:07:09.000 --> 00:07:11.000]  我們就讀入這一段聖經
[00:07:11.000 --> 00:07:15.000]  在方法上本末倒置
[00:07:15.000 --> 00:07:18.000]  我們繼續看下去的時候
[00:07:18.000 --> 00:07:25.000]  我們就問一下到底這個所謂GOG
[00:07:25.000 --> 00:07:28.000]  到底有沒有一些線索給到我們
[00:07:28.000 --> 00:07:33.000]  讓我們知道他的身份是甚麼
[00:07:33.000 --> 00:07:36.000]  不同的學者就有不同的見解
[00:07:36.000 --> 00:07:39.000]  你見到我這裡列出其中的五個
[00:07:39.000 --> 00:07:41.000]  可能是Gugu
[00:07:41.000 --> 00:07:43.000]  可能是Gagu
[00:07:43.000 --> 00:07:45.000]  可能是Gaga
[00:07:45.000 --> 00:07:49.000]  在Amar Latifah一些埃及的外交文獻
[00:07:49.000 --> 00:07:51.000]  就有Gaga這個字
[00:07:51.000 --> 00:07:53.000]  不是Lady Gaga
[00:07:53.000 --> 00:07:57.000]  或者是一些蘇美爾文
[00:07:57.000 --> 00:08:00.000]  Gugu意思就是黑暗Darkness的意思
[00:08:00.000 --> 00:08:02.000]  或者是一個暗號
[00:08:02.000 --> 00:08:04.000]  指出Babelion Babylon
[00:08:04.000 --> 00:08:07.000]  所以不同學者有不同的理解
