
[00:00:00.000 --> 00:00:02.220]  不知道大家知不知道
[00:00:02.220 --> 00:00:04.960]  雪梨有一些餐廳
[00:00:04.960 --> 00:00:08.140]  在入座之前首先要鎖起手機
[00:00:08.140 --> 00:00:11.220]  大家有沒有去過這樣的餐館
[00:00:11.220 --> 00:00:13.020]  這麼可怕
[00:00:13.020 --> 00:00:15.720]  你說偶爾去一下
[00:00:15.720 --> 00:00:18.620]  每次去到餐館都要先鎖起手機
[00:00:18.620 --> 00:00:19.520]  搞不定搞不定
[00:00:19.520 --> 00:00:21.520]  大部分人都不會去
[00:00:21.520 --> 00:00:23.340]  有些人甚至說
[00:00:23.340 --> 00:00:25.000]  進去餐館
[00:00:25.000 --> 00:00:28.200]  手機沒了好像沒穿衣服的感覺
[00:00:28.200 --> 00:00:30.200]  不知道大家是不是這麼嚴重
[00:00:30.200 --> 00:00:31.660]  去到一個什麼地步
[00:00:31.660 --> 00:00:33.280]  中國人就說
[00:00:33.280 --> 00:00:35.880]  同桌吃飯就各自修行
[00:00:35.880 --> 00:00:38.180]  不過我相信現今的版本應該是說
[00:00:38.180 --> 00:00:41.360]  同桌吃飯就各自低頭
[00:00:41.360 --> 00:00:43.040]  爸爸就玩手機
[00:00:43.040 --> 00:00:44.400]  媽媽就玩iPad
[00:00:44.400 --> 00:00:46.200]  子女就玩Game Boy
[00:00:46.200 --> 00:00:47.580]  你可以說
[00:00:47.580 --> 00:00:52.400]  一家人坐在同一張餐桌上進餐的時候
[00:00:52.400 --> 00:00:54.240]  近在咫尺
[00:00:54.240 --> 00:00:57.540]  不過他們的心境卻是遠在天涯
[00:00:57.540 --> 00:01:00.240]  各自有各自忙的世界
[00:01:00.240 --> 00:01:01.560]  今天的科技
[00:01:01.560 --> 00:01:02.500]  人們都說
[00:01:02.500 --> 00:01:05.540]  可以讓人有更好的生活質素
[00:01:05.540 --> 00:01:07.280]  不過相反來說
[00:01:07.280 --> 00:01:10.440]  它似乎讓人不自覺地
[00:01:10.440 --> 00:01:13.560]  就好像建了一道牆一樣
[00:01:13.560 --> 00:01:16.760]  將自己困在裡面
[00:01:16.760 --> 00:01:20.480]  讓我們彼此的溝通慢慢被侵蝕
[00:01:20.480 --> 00:01:23.200]  不過今天我們所讀的經文
[00:01:23.200 --> 00:01:24.560]  保羅告訴我們
[00:01:24.560 --> 00:01:26.760]  人生有另外一種牆
[00:01:26.760 --> 00:01:30.000]  比這些人與人之間隔膜的牆
[00:01:30.000 --> 00:01:32.500]  來得更加破壞性
[00:01:32.500 --> 00:01:36.460]  保羅說這個牆就是將人與神
[00:01:36.460 --> 00:01:39.500]  或者是人與人之間相隔的
[00:01:39.500 --> 00:01:41.580]  經文也告訴我們
[00:01:41.580 --> 00:01:44.860]  耶穌基督已經將這道牆拆毀了
[00:01:44.860 --> 00:01:47.920]  我們要問的問題就是
[00:01:47.920 --> 00:01:50.800]  今天我們在地上的生活
[00:01:50.800 --> 00:01:53.580]  是不是活出一個沒有牆的人生呢?
[00:01:53.580 --> 00:01:57.200]  讓我一同去看一看今天的經文
[00:01:57.200 --> 00:01:58.300]  我想問一問大家
[00:01:58.300 --> 00:01:59.980]  你相不相信有人說
[00:01:59.980 --> 00:02:03.420]  每一個人都是平等的
[00:02:03.420 --> 00:02:05.420]  人人是平等的
[00:02:05.420 --> 00:02:07.060]  你相信這句話嗎?
[00:02:07.060 --> 00:02:09.760]  如果你相信的話
[00:02:09.760 --> 00:02:12.980]  我相信很多時候你會活在痛苦當中
[00:02:12.980 --> 00:02:14.100]  因為現實上
[00:02:14.100 --> 00:02:18.220]  你很難找到一個地方是有絕對的平等的
[00:02:18.220 --> 00:02:20.380]  不平等的事情
[00:02:20.380 --> 00:02:22.460]  你可以說比比皆是
[00:02:22.460 --> 00:02:25.180]  發生在我們的種族之間
[00:02:25.180 --> 00:02:26.420]  國與國之間
[00:02:26.420 --> 00:02:29.260]  財富、社會地位、教育
[00:02:29.260 --> 00:02:31.280]  你的樣貌生不如何
[00:02:31.280 --> 00:02:33.180]  你的體型如何
[00:02:33.180 --> 00:02:37.020]  這些都讓人感受到不平等
[00:02:37.020 --> 00:02:39.300]  而這些不平等
[00:02:39.300 --> 00:02:42.780]  就好像一個看不到的牆一樣
[00:02:42.780 --> 00:02:45.660]  將人分成不同的等級
[00:02:45.660 --> 00:02:47.420]  在保羅的時代
[00:02:47.420 --> 00:02:51.140]  有一種對他們來說很困擾的隔膜
[00:02:51.140 --> 00:02:54.220]  就是猶太人和外邦人
[00:02:54.220 --> 00:02:57.980]  似乎中間有一個深不可測的鴻溝
[00:02:57.980 --> 00:03:01.460]  猶太人就叫外邦人是
[00:03:01.460 --> 00:03:03.060]  未有受過國禮的
[00:03:03.060 --> 00:03:05.380]  當然這是一個貶詞
[00:03:05.380 --> 00:03:09.500]  而外邦人就在經常諷刺猶太人
[00:03:09.500 --> 00:03:12.660]  你們有這種飲食法真的麻煩得不得了
[00:03:12.660 --> 00:03:13.780]  所以
[00:03:13.780 --> 00:03:16.460]  也由於這樣的鴻溝
[00:03:16.460 --> 00:03:20.140]  當時在耶路撒冷的聖殿裡面
[00:03:20.140 --> 00:03:22.460]  確實是有一面牆
[00:03:22.460 --> 00:03:26.380]  將外邦人和猶太人分開的
[00:03:26.380 --> 00:03:30.020]  考古學家發現
[00:03:30.020 --> 00:03:34.180]  這面牆上面甚至刻了一些文字
[00:03:34.180 --> 00:03:36.380]  文字是這麼說的
[00:03:36.380 --> 00:03:41.540]  外邦人不可以進入聖殿圍牆的範圍
[00:03:41.540 --> 00:03:43.380]  圍者必救
[00:03:43.380 --> 00:03:45.380]  追究的是什麼呢?
[00:03:45.380 --> 00:03:48.100]  被處死在殿裡面
[00:03:49.140 --> 00:03:52.940]  雖然你可以說是一牆之隔
[00:03:52.940 --> 00:03:56.620]  但是牆的裡面
[00:03:56.620 --> 00:03:59.540]  是代表著神的同在
[00:03:59.540 --> 00:04:01.500]  而牆的外面
[00:04:01.500 --> 00:04:05.220]  就是代表神不與他們同在
[00:04:05.220 --> 00:04:08.780]  外邦人是被拒於牆外
[00:04:08.780 --> 00:04:12.900]  當時的以弗所教會
[00:04:12.900 --> 00:04:15.380]  是保羅寫信給他們的
[00:04:15.380 --> 00:04:17.780]  而以弗所教會
[00:04:17.780 --> 00:04:21.100]  大部分都是外邦人
[00:04:21.100 --> 00:04:23.500]  可能甚至全部都是外邦人
[00:04:23.500 --> 00:04:25.940]  所以保羅寫給他們的時候
[00:04:25.940 --> 00:04:27.020]  就說你們
[00:04:27.020 --> 00:04:29.380]  就是說當時的以弗所的信徒
[00:04:29.380 --> 00:04:33.620]  你們以前是與耶穌基督無關
[00:04:33.620 --> 00:04:36.060]  在以色列的國民以外
[00:04:36.060 --> 00:04:38.460]  在所應許的諸葛上面
[00:04:38.460 --> 00:04:39.620]  你們都是局外人
[00:04:39.620 --> 00:04:40.660]  你們沒有份的
[00:04:40.660 --> 00:04:42.740]  而且在這個世界上
[00:04:42.740 --> 00:04:44.580]  沒有指望
[00:04:44.580 --> 00:04:45.780]  沒有神
[00:04:45.780 --> 00:04:49.300]  這番話很嚴厲
[00:04:49.300 --> 00:04:51.060]  不僅是在說一些
[00:04:51.060 --> 00:04:56.140]  社會階層上的冷落或者諷刺
[00:04:56.140 --> 00:05:00.940]  聽保羅所說簡直是判死刑
[00:05:00.940 --> 00:05:02.420]  我想大家想像一下
[00:05:02.420 --> 00:05:03.460]  如果你是一個難民
[00:05:03.460 --> 00:05:04.700]  大家知道什麼是難民嗎?
[00:05:04.700 --> 00:05:10.180]  難民到了一個很豐盛很富庶的邊界
[00:05:10.180 --> 00:05:11.420]  到了邊境
[00:05:11.420 --> 00:05:13.020]  這個難民
[00:05:13.020 --> 00:05:14.140]  沒有護照
[00:05:14.140 --> 00:05:15.140]  沒有通行證
[00:05:15.140 --> 00:05:16.300]  沒有擔保人
[00:05:16.300 --> 00:05:17.820]  又不懂得那裡的語言
[00:05:17.820 --> 00:05:19.060]  在他背後
[00:05:19.060 --> 00:05:21.700]  是他破碎的家鄉
[00:05:21.700 --> 00:05:23.180]  在他前面
[00:05:23.180 --> 00:05:24.700]  很高的牆
[00:05:24.700 --> 00:05:26.700]  前面有一道閘門
[00:05:26.700 --> 00:05:28.500]  門上面寫著
[00:05:28.500 --> 00:05:30.260]  如非國民
[00:05:30.260 --> 00:05:31.540]  不得內進
[00:05:31.540 --> 00:05:33.660]  很慘
[00:05:33.660 --> 00:05:38.900]  而保羅形容的外邦人的光景
[00:05:38.900 --> 00:05:40.620]  其實就是這樣
[00:05:41.220 --> 00:05:45.740]  一幢牆的左隔
[00:05:45.740 --> 00:05:50.660]  兩邊是完全不同的世界
[00:05:50.660 --> 00:05:53.300]  一邊就是代表著神的豐盛
[00:05:53.300 --> 00:05:54.620]  神的同在
[00:05:54.620 --> 00:05:57.340]  而另一邊就是沒有英許
[00:05:57.340 --> 00:05:58.340]  沒有希望
[00:05:58.340 --> 00:06:00.620]  沒有神的一個地方
[00:06:00.620 --> 00:06:01.820]  很大的分別
[00:06:01.820 --> 00:06:04.460]  你可以說是光明與黑暗的分別
[00:06:04.460 --> 00:06:06.060]  是罪惡與良善
[00:06:06.060 --> 00:06:08.060]  是生命與死亡的分別
[00:06:09.140 --> 00:06:11.980]  而我相信更加的危險
[00:06:11.980 --> 00:06:15.060]  不是在於牆所代表的距離
[00:06:15.060 --> 00:06:16.060]  大家想一想
[00:06:16.060 --> 00:06:18.740]  我相信真正的危險在於
[00:06:18.740 --> 00:06:21.820]  人究竟知不知道有這幢牆的存在
[00:06:21.820 --> 00:06:24.500]  人究竟知不知道如果有這幢牆的存在
[00:06:24.500 --> 00:06:26.500]  他究竟是牆的哪一邊呢?
[00:06:26.500 --> 00:06:29.260]  大家都記得
[00:06:29.260 --> 00:06:30.340]  不是很久之前
[00:06:30.340 --> 00:06:32.460]  在香港發生的火災
[00:06:32.460 --> 00:06:35.860]  大家知道死了一百多人
[00:06:35.860 --> 00:06:37.740]  很多人罹難
[00:06:37.740 --> 00:06:40.420]  大家知不知道這麼多人死的原因是什麼?
[00:06:40.420 --> 00:06:43.500]  他們發現其中一個最重要的原因
[00:06:43.500 --> 00:06:45.500]  就是那些人不知道
[00:06:45.500 --> 00:06:48.500]  原來當事發的時候
[00:06:48.500 --> 00:06:54.300]  大廈的警報系統被那些人關掉了
[00:06:54.300 --> 00:06:55.940]  關掉了警報系統
[00:06:55.940 --> 00:07:00.260]  以致很多困在大廈裡面的時候
[00:07:00.260 --> 00:07:02.500]  都不知道有火警發生
[00:07:02.500 --> 00:07:04.300]  到他們知道的時候
[00:07:04.300 --> 00:07:05.820]  太遲了
[00:07:05.820 --> 00:07:07.540]  已經身陷火海
[00:07:07.540 --> 00:07:09.820]  沒有辦法走得出來
[00:07:09.820 --> 00:07:11.580]  所以朋友們
[00:07:11.580 --> 00:07:14.940]  這個牆是代表著
[00:07:14.940 --> 00:07:18.060]  剛才我們所說聖殿裡面那幢牆是
[00:07:18.060 --> 00:07:20.580]  分隔了外邦人
[00:07:20.580 --> 00:07:22.860]  以致外邦人
[00:07:22.860 --> 00:07:25.420]  和神好像是分開了一樣
[00:07:25.420 --> 00:07:29.740]  連這個牆就是代表著神與人之間的阻隔
[00:07:29.740 --> 00:07:33.180]  聖兵告訴我們這幢牆是罪
[00:07:33.180 --> 00:07:36.140]  罪將人和神分開了
[00:07:36.140 --> 00:07:39.900]  這是一個我們不能改變的事實
[00:07:39.900 --> 00:07:43.500]  但是重要的問題我們要問的
[00:07:43.500 --> 00:07:45.340]  我們究竟知不知道
[00:07:45.340 --> 00:07:47.660]  我們在這幢牆的哪一邊呢?
[00:07:47.660 --> 00:07:49.260]  如果我們不知道這幢牆
[00:07:49.260 --> 00:07:52.180]  或者我們不知道我們在這幢牆的哪一邊的時候
[00:07:52.180 --> 00:07:56.980]  我們需要像這個火災的悲劇
[00:07:56.980 --> 00:08:01.220]  告訴我們一件很重要的事情
[00:08:01.220 --> 00:08:04.660]  如果在火災的時候
[00:08:04.660 --> 00:08:07.540]  我們不知道有這個火災的時候
[00:08:07.540 --> 00:08:09.780]  這是致命的
[00:08:09.780 --> 00:08:14.340]  我們究竟是不是有火災的危險呢?
[00:08:14.340 --> 00:08:17.420]  今天我們是不是在火災的危險裡面
[00:08:17.420 --> 00:08:19.180]  在屬靈的意義上
[00:08:19.180 --> 00:08:20.100]  是的
[00:08:20.100 --> 00:08:22.620]  我們是在火災的危險裡面
[00:08:22.620 --> 00:08:24.020]  我們看一段經文
[00:08:24.020 --> 00:08:25.620]  耶穌基督曾經這樣說過
[00:08:25.620 --> 00:08:27.980]  信子的人有永生
[00:08:27.980 --> 00:08:30.900]  不信的人得不隨永生
[00:08:30.900 --> 00:08:31.940]  不信的人怎樣呢?
[00:08:31.940 --> 00:08:35.580]  神的陣路常在他身上
[00:08:35.580 --> 00:08:37.500]  這是什麼陣路呢?
[00:08:37.500 --> 00:08:40.700]  耶穌在馬太福音裡面這樣說
[00:08:40.700 --> 00:08:43.540]  他說將來那些不信耶穌的人
[00:08:43.540 --> 00:08:50.580]  會進入那位魔鬼和他的使者所預備的永火裡面去
[00:08:50.580 --> 00:08:58.020]  原來有一個火在等待將來最終極的審判
[00:08:58.020 --> 00:09:02.380]  如果我們真的不幸地
[00:09:02.380 --> 00:09:04.340]  在這個牆的不正確那邊
[00:09:04.340 --> 00:09:08.620]  我們怎樣才可以由不正確那邊去正確那邊呢?
[00:09:08.620 --> 00:09:12.580]  以弗撒河書剛才我們所讀的經文第十三節告訴我們
[00:09:12.580 --> 00:09:15.020]  你們
[00:09:15.020 --> 00:09:16.420]  那時候的信徒們
[00:09:16.420 --> 00:09:18.140]  以前你是遠離神的
[00:09:18.140 --> 00:09:19.340]  如今怎樣呢?
[00:09:19.340 --> 00:09:21.060]  在基督耶穌裡面
[00:09:21.060 --> 00:09:22.700]  靠著他的血
[00:09:22.700 --> 00:09:24.540]  已經得親近了
[00:09:24.540 --> 00:09:25.180]  親近什麼?
[00:09:25.180 --> 00:09:27.020]  親近永生的上帝
[00:09:27.020 --> 00:09:29.020]  保羅在這裡告訴以弗撒河的信徒
[00:09:29.020 --> 00:09:31.340]  你以前是跟神很遠的
[00:09:31.340 --> 00:09:32.460]  遠在天涯
[00:09:32.460 --> 00:09:34.780]  不過現在靠著耶穌的補血
[00:09:34.780 --> 00:09:36.820]  你已經近在咫尺
[00:09:36.820 --> 00:09:39.460]  跟神很親近
[00:09:39.460 --> 00:09:40.380]  這就告訴我們
[00:09:40.380 --> 00:09:44.140]  如果我們今天在牆的錯誤那邊的時候
[00:09:44.140 --> 00:09:45.780]  又想去到另外一邊的時候
[00:09:45.780 --> 00:09:48.300]  我們唯一的途徑
[00:09:48.300 --> 00:09:51.020]  就是通過耶穌基督的補血
[00:09:51.020 --> 00:09:53.900]  保羅在第十四節告訴我們
[00:09:53.900 --> 00:10:01.500]  耶穌基督能夠將罪人從遠處拉到他跟神很親近的原因
[00:10:01.500 --> 00:10:02.220]  是什麼?
[00:10:02.220 --> 00:10:04.060]  是因為
[00:10:04.060 --> 00:10:10.380]  耶穌基督已經拆毀了中間隔斷的牆
[00:10:10.380 --> 00:10:16.540]  讓人與神可以得著和諧
[00:10:16.540 --> 00:10:18.940]  那你說
[00:10:18.940 --> 00:10:23.620]  耶穌是怎樣將這個牆拆毀的呢?
[00:10:23.620 --> 00:10:27.140]  在第十五節告訴我們
[00:10:27.140 --> 00:10:31.020]  耶穌是以自己的身體廢掉冤仇
[00:10:31.020 --> 00:10:33.740]  就是律法上的規條
[00:10:33.740 --> 00:10:35.180]  如果單看這兩句話
[00:10:35.180 --> 00:10:36.820]  我們很容易有一個錯誤的感覺
[00:10:36.820 --> 00:10:39.100]  就是說什麼律法這麼邪惡
[00:10:39.100 --> 00:10:41.540]  竟然讓人有冤仇
[00:10:41.540 --> 00:10:43.380]  如果這樣當然是錯誤
[00:10:43.380 --> 00:10:46.180]  我們的意思並不是說
[00:10:46.180 --> 00:10:47.660]  律法是邪惡
[00:10:47.660 --> 00:10:50.060]  或者是律法是鼓動冤仇
[00:10:50.060 --> 00:10:51.100]  並不是這個意思
[00:10:51.100 --> 00:10:52.380]  保羅這裡所說的
[00:10:52.380 --> 00:10:57.700]  就是說在律法的禮儀和盟約的規條上
[00:10:57.700 --> 00:11:01.940]  將猶太人和外邦人分開了
[00:11:01.940 --> 00:11:03.580]  為什麼會這樣呢?
[00:11:03.580 --> 00:11:06.620]  神原初所定律法的時候
[00:11:06.620 --> 00:11:08.620]  是為了要什麼呢?
[00:11:08.620 --> 00:11:11.340]  是為了要將以色列民
[00:11:11.340 --> 00:11:14.580]  從萬民當中分別出來
[00:11:14.580 --> 00:11:16.020]  成為聖潔
[00:11:16.020 --> 00:11:19.100]  以致他們可以成為神的子民
[00:11:19.100 --> 00:11:20.180]  有什麼條例呢?
[00:11:20.180 --> 00:11:21.380]  例如國禮
