
[00:00:00.000 --> 00:00:07.500]  大家早安,好開心能夠回來和你們在一起。
[00:00:07.500 --> 00:00:16.500]  謝謝大家讓我有機會再次和你們分享神的話語。
[00:00:16.500 --> 00:00:28.000]  我曾經做過兩個星期的一個系列,關於改革中的一些原則。
[00:00:28.000 --> 00:00:38.500]  我曾經和大家分享神如何呼召我們成為傳道者,不僅僅是我。
[00:00:38.500 --> 00:00:43.500]  而我今天開始會有一個新的系列。
[00:00:43.500 --> 00:00:52.000]  我會從聖經的開始講一些說話。
[00:00:52.000 --> 00:00:59.000]  我會從舊約的文藥開始講。
[00:00:59.000 --> 00:01:14.500]  雖然聽起來不是一個很有趣、很有興趣的題目,
[00:01:14.500 --> 00:01:30.000]  但我可以告訴你,我們所明白關於這個約的時候,是幫助我們去明白耶穌基督為我們成就的一切。
[00:01:30.000 --> 00:01:42.000]  如果我們不能夠正確掌握這個定義的時候,會讓我們產生很多在信仰和生活上的一些錯誤。
[00:01:42.000 --> 00:01:45.000]  我們一起去禱告。
[00:01:45.000 --> 00:01:55.000]  我們親愛的天上的父神,謝謝你再次讓我們回到你的家中。
[00:01:55.000 --> 00:02:03.000]  我們求你幫助我們,讓我們明白你自己的話語,
[00:02:03.000 --> 00:02:11.000]  以致我們能夠活出你所呼召我們進入的生命,為你自己榮耀。
[00:02:11.000 --> 00:02:15.000]  主耶穌基督,聖名已求,阿們。
[00:02:15.000 --> 00:02:26.000]  大家都說我們已經進入了一個資訊的時代。
[00:02:26.000 --> 00:02:34.000]  因為在我們觸手可及的資訊中從來沒有試過有這麼多。
[00:02:34.000 --> 00:02:39.000]  如果我們能夠用聲音控制的時候,同樣地我們可以得到一些資訊。
[00:02:42.000 --> 00:02:51.000]  在最近很冷的時期的時候,我借了我朋友一間旅渡假屋。
[00:02:51.000 --> 00:03:00.000]  他們的熱水是不動的,是壞了的。
[00:03:00.000 --> 00:03:08.000]  究竟我懂不懂得去檢測,檢修,或者去修理這個熱水呢?
[00:03:08.000 --> 00:03:15.000]  當然是不行的,但是所有我要知道的就是在我指尖之間。
[00:03:15.000 --> 00:03:22.000]  當我有這個資訊的時候,就幫助我去檢視事情,
[00:03:22.000 --> 00:03:29.000]  以致我能夠將那個熱水修理好,
[00:03:29.000 --> 00:03:34.000]  以致在一個一月份很冷的晚上,我能夠有熱水沖涼。
[00:03:34.000 --> 00:03:47.000]  聖經裡面其實有關於很多的資訊,幫助我們去了解和幫助我們解決一些問題。
[00:03:47.000 --> 00:03:53.000]  而神的話語當中實在有很多的幫助。
[00:03:53.000 --> 00:04:04.000]  但這不是說我們找到一個問題的時候,就去那裡為了解決問題去看。
[00:04:04.000 --> 00:04:18.000]  而是我們要更加明白一個比較廣闊的概念和主題,以致我們能夠知道要怎麼去做。
[00:04:18.000 --> 00:04:27.000]  以致我們能夠將我們的生命在根基上面建立得好。
[00:04:27.000 --> 00:04:40.000]  在聖經裡面其實有一個重複的主題不斷的出現,也是對我們非常有重要的。
[00:04:40.000 --> 00:04:53.000]  那就是文約。而這個文約其實有很多的資料讓我們去明白和知道。
[00:04:53.000 --> 00:05:05.000]  它讓我們知道很多關於神的事情,也有關於我們自己的事情。
[00:05:05.000 --> 00:05:13.000]  也都是在聖經裡面不同故事裡面的主題線,幫助我們去明白和體驗它是怎麼進行的。
[00:05:25.000 --> 00:05:36.000]  如果你看到這個影像的時候,去到最底的時候,你會看到有很多人在當中得到幫助的人數的文。
[00:05:36.000 --> 00:05:52.000]  就是因為我看的確是一個關於咖啡的內容,那我只要去到某個位置的時候我就可以停,然後就去看我需要看的內容。
[00:05:56.000 --> 00:06:07.000]  如果我們要在這個短片裡面,在不同的地方停的時候,其實每個停的位置幾乎都是文約的位置。
[00:06:07.000 --> 00:06:23.000]  這個文約的內容裡面能夠幫助我們體驗神在不同的歷史或計劃當中的一些做法。
[00:06:25.000 --> 00:06:27.000]  究竟什麼是文約呢?
[00:06:27.000 --> 00:06:37.000]  文約是雙方之間的一個協議,類似一個合同的情況。
[00:06:37.000 --> 00:06:53.000]  而在舊約的時代,文約是關於一個征服了國家的皇帝和一個被打敗的敵人的關係。
[00:06:55.000 --> 00:07:03.000]  而這個文約就是規定了那個附庸國,他應該要做的事情。
[00:07:03.000 --> 00:07:17.000]  例如他們要交稅,他們不可以再打仗打回那個皇帝,或者其他的事情。
[00:07:21.000 --> 00:07:26.000]  但是有時候文約也是一個對等的兩個團體的關係。
[00:07:26.000 --> 00:07:39.000]  這個是聖經裡面第二個的約,這個是阿當和夏娃他們結婚的時候的一個約。
[00:07:47.000 --> 00:07:53.000]  這個也好像是他們的婚禮之中的一個誓言,他說這個是我骨中的骨,肉中的肉。
[00:07:53.000 --> 00:08:14.000]  因為在當中,阿當不單止說夏娃是和他對等的,也都告訴大家聽,阿當說他會對夏娃是等於對他自己一樣的尊重和處理。
[00:08:18.000 --> 00:08:22.000]  所以文約就告訴他們他們是誰,也是他們會做什麼事情。
[00:08:22.000 --> 00:08:34.000]  在文約當中有不同的群體,也都當中有他們的義務或者誓約。
[00:08:41.000 --> 00:08:48.000]  當我們看文約的時候,希望能夠讓大家看得更清晰的是在聖經裡面的不同的故事。
[00:08:48.000 --> 00:09:00.000]  所以我希望藉著在當中看的時候,讓大家看到聖經當中不同主題的故事。
[00:09:05.000 --> 00:09:12.000]  從我們這樣的追溯主題當中,我們就能夠看到關於耶穌,關於我們自己,和關於將來向天國的事情。
[00:09:12.000 --> 00:09:18.000]  所以讓我們進入去看文約。
[00:09:18.000 --> 00:09:28.000]  這個是當神去做人,去創造當中,他和阿當和夏娃所立的文約。
[00:09:35.000 --> 00:09:43.000]  這個不是一個很常規的文約方程式,所以有些難的要去完全了解。
[00:09:43.000 --> 00:09:55.000]  創世的二章十五到十八節就是我們要看的內容。
[00:09:57.000 --> 00:10:05.000]  我會讀出來。創世的二章十五到十八節。耶和華神將那人安置在伊甸園,使他修理看守。
[00:10:05.000 --> 00:10:16.000]  耶和華神吩咐他說,圓中各樣樹上的果子,你可以隨意吃,只是分別視我樹上的果子,你不可吃,因為你吃的日子必定死。
[00:10:16.000 --> 00:10:21.000]  耶和華神說,那人獨居不好,我要為他做一個配偶幫助他。
[00:10:28.000 --> 00:10:34.000]  在這個文約當中有分開三部分,我們要看這三部分是怎樣進入。
[00:10:34.000 --> 00:10:43.000]  首先就是神創造了阿當在圓中工作。
[00:10:43.000 --> 00:10:50.000]  所以首先那個工作是我們生命當中的一個基礎。
[00:10:54.000 --> 00:10:58.000]  第二方面就是神在圓中種了兩棵樹。
[00:10:58.000 --> 00:11:11.000]  其中一棵樹就是分別視我樹,當中的果子神已經吩咐阿當夏娃他們不可以去吃。
[00:11:11.000 --> 00:11:22.000]  所以我們看見就是我們相信神也是在我們生命當中的一個很重要的基礎。
[00:11:25.000 --> 00:11:32.000]  第三方面就是神知道阿當獨居不好,所以神就創造了夏娃。
[00:11:32.000 --> 00:11:42.000]  所以關係是我們人生基礎的第三方面。
[00:11:50.000 --> 00:11:54.000]  這三個基礎,工作、信靠神和關係。
[00:11:54.000 --> 00:12:04.000]  所以第十七節是當中最接近文約的內容。
[00:12:04.000 --> 00:12:15.000]  如果阿當和夏娃他們吃了那棵樹的果子,他們會死。
[00:12:18.000 --> 00:12:21.000]  所以這個文約有一個很簡單的方程式。
[00:12:21.000 --> 00:12:28.000]  信從神,你就會活下去。
