
[00:00:00.000 --> 00:00:02.280]  《羅馬書》第九講,
[00:00:02.280 --> 00:00:03.840]  《羅馬書》三章,
[00:00:03.840 --> 00:00:06.700]  二十一至三十一節。
[00:00:06.700 --> 00:00:10.380]  今天我給他一個很有意思的題目,
[00:00:10.380 --> 00:00:14.500]  叫做「怎樣才能與神和好?」
[00:00:14.500 --> 00:00:17.420]  一個人怎樣才能與神和好?
[00:00:17.420 --> 00:00:18.720]  一個罪人,
[00:00:18.720 --> 00:00:20.580]  怎樣才能這樣做?
[00:00:20.580 --> 00:00:24.380]  其實今天這個問題是一個很重要的問題。
[00:00:24.380 --> 00:00:25.560]  今天的經文,
[00:00:25.560 --> 00:00:28.160]  Leon Morris這位牧師,
[00:00:28.160 --> 00:00:32.660]  他說是有史以來最重要經文的部分。
[00:00:32.660 --> 00:00:35.900]  Donald Grey Barnhouse這位老牧者,
[00:00:35.900 --> 00:00:39.240]  對《羅馬書》有他很獨特的見解,
[00:00:39.240 --> 00:00:44.660]  他說今天的經文是全聖經當中最中心的訊息。
[00:00:44.660 --> 00:00:46.520]  今天這個問題,
[00:00:46.520 --> 00:00:50.160]  也在聖經裏面很多人曾經問過。
[00:00:50.160 --> 00:00:51.680]  在《馬太福音》的十九章,
[00:00:51.680 --> 00:00:54.400]  有個少年的官走來問耶穌基督,
[00:00:54.400 --> 00:00:59.440]  他說:「我該作什麼善事才能得永生?」
[00:00:59.440 --> 00:01:01.600]  在《路加福音》的第十章,
[00:01:01.600 --> 00:01:04.400]  又有一個律師同樣問耶穌基督,
[00:01:04.400 --> 00:01:10.520]  他說:「夫子,我該作什麼才可以承受永生?」
[00:01:10.520 --> 00:01:12.960]  在《使徒行傳》的第二章,
[00:01:12.960 --> 00:01:16.160]  當教會成立,聖靈降臨,
[00:01:16.160 --> 00:01:18.020]  彼得講了一篇道,
[00:01:18.020 --> 00:01:19.520]  眾人都擇心,
[00:01:19.520 --> 00:01:24.160]  走去問他:「我們當怎樣行呢?」
[00:01:24.160 --> 00:01:26.160]  而在《使徒行傳》的第十六章,
[00:01:26.160 --> 00:01:30.240]  記不記得保羅和西拉被捕入獄?
[00:01:30.240 --> 00:01:32.520]  他們在監獄裡讚美神,
[00:01:32.520 --> 00:01:36.600]  來討告結果監獄的門大開。
[00:01:36.600 --> 00:01:40.400]  獄卒以為囚犯已經逃脫了,
[00:01:40.400 --> 00:01:42.280]  他們想自殺。
[00:01:42.280 --> 00:01:44.960]  保羅和西拉就嚇著他們。
[00:01:44.960 --> 00:01:51.880]  其中一個獄卒就問:「我當怎樣行才可以得救?」
[00:01:51.880 --> 00:01:55.520]  這個問題很多人都問過,
[00:01:55.520 --> 00:02:02.320]  一個罪人怎樣能夠與一位無限聖潔的神來和好?
[00:02:02.320 --> 00:02:06.320]  其實這是一個聖潔的問題,
[00:02:06.320 --> 00:02:07.840]  有關聖潔。
[00:02:07.840 --> 00:02:09.520]  神是無限聖潔,
[00:02:09.520 --> 00:02:12.800]  人是有罪的,我們不聖潔。
[00:02:12.800 --> 00:02:16.040]  其實早在利未記的十九章二節,
[00:02:16.040 --> 00:02:18.440]  神已經是曉如摩西,
[00:02:18.440 --> 00:02:22.160]  講給以色列人重回眾說:
[00:02:22.160 --> 00:02:23.640]  「你們要聖潔,
[00:02:23.640 --> 00:02:28.000]  因為我爺和華你們的神是聖潔的。」
[00:02:28.000 --> 00:02:33.480]  一個人要聖潔才能夠親近神,與神和好。
[00:02:33.480 --> 00:02:36.760]  問題就是一個人怎樣能夠聖潔?
[00:02:36.760 --> 00:02:40.160]  這就是約伯所問的問題。
[00:02:40.160 --> 00:02:43.360]  約伯在約伯記的二十五章四節,
[00:02:43.360 --> 00:02:45.960]  他說:「這樣在神面前,
[00:02:45.960 --> 00:02:52.280]  人怎能清義,婦人所生的怎能潔淨?」
[00:02:52.280 --> 00:02:53.560]  約伯問到這個問題,
[00:02:53.560 --> 00:02:57.040]  一個人怎樣能夠被神稱為一個義人,
[00:02:57.040 --> 00:02:59.800]  我們怎樣能夠潔淨?
[00:02:59.800 --> 00:03:01.760]  其實這裡有兩個問題,
[00:03:01.760 --> 00:03:03.440]  不知道大家是否看到。
[00:03:03.440 --> 00:03:04.680]  第一個問題,
[00:03:04.680 --> 00:03:09.920]  就是無限聖潔的神怎樣能夠與一個罪人和好?
[00:03:09.920 --> 00:03:11.760]  這是第一個問題。
[00:03:11.760 --> 00:03:13.760]  第二個問題,
[00:03:13.760 --> 00:03:16.840]  神可以稱這個人為義人,
[00:03:16.840 --> 00:03:19.200]  無條件地赦免他的罪,
[00:03:19.200 --> 00:03:20.800]  但如果這樣做,
[00:03:20.800 --> 00:03:23.720]  這位神自己是否聖潔的神?
[00:03:23.720 --> 00:03:25.880]  是否公義的神?
[00:03:25.880 --> 00:03:31.520]  這正是柏拉圖在主前五百年所問的問題。
[00:03:31.520 --> 00:03:33.960]  他引用了蘇格拉底的話,
[00:03:33.960 --> 00:03:37.000]  他說:「也許神可以赦免罪,
[00:03:37.000 --> 00:03:40.680]  但我看不出祂如何能做到。」
[00:03:40.680 --> 00:03:42.280]  一位無限聖潔的神,
[00:03:42.280 --> 00:03:45.360]  如果他百百無條件地赦免人的罪,
[00:03:45.360 --> 00:03:47.680]  他自己就不是聖潔的了。
[00:03:47.680 --> 00:03:51.880]  所以柏拉圖說:「我看不出祂如何能做到。」
[00:03:51.880 --> 00:03:55.840]  這正是我們今天要解答的問題。
[00:03:55.840 --> 00:03:58.400]  首先我們剛才看到,
[00:03:58.400 --> 00:04:00.400]  約伯記裏面約伯說,
[00:04:00.400 --> 00:04:02.960]  一個人怎樣能稱義?
[00:04:02.960 --> 00:04:05.040]  稱義這個字是甚麼意思?
[00:04:05.040 --> 00:04:08.880]  稱義這個字不是一個虛構的概念。
[00:04:08.880 --> 00:04:12.160]  稱義是神稱你為一個義人,
[00:04:12.160 --> 00:04:15.400]  是一個潔淨的人與你和好。
[00:04:15.400 --> 00:04:17.000]  今天的經文裏面,
[00:04:17.000 --> 00:04:20.000]  這個義字一共出現了十次。
[00:04:20.000 --> 00:04:21.680]  在全部羅馬書裏面,
[00:04:21.680 --> 00:04:24.640]  這個義字一共出現了六十次。
[00:04:24.640 --> 00:04:27.680]  所以稱義絕對是羅馬書裏面,
[00:04:27.680 --> 00:04:30.960]  一個主要的主題。
[00:04:30.960 --> 00:04:32.960]  在羅馬書這個部分,
[00:04:32.960 --> 00:04:37.080]  其實柏拉用了兩個方式來回答這個問題。
[00:04:37.080 --> 00:04:37.960]  第一個,
[00:04:37.960 --> 00:04:41.480]  就是一個人怎樣可以因信稱義?
[00:04:41.480 --> 00:04:42.760]  就是今天的經文,
[00:04:42.760 --> 00:04:46.160]  羅馬書的三章二十一至三十一節,
[00:04:46.160 --> 00:04:48.800]  有很多神學的教導。
[00:04:48.800 --> 00:04:50.760]  接著下一次,
[00:04:50.760 --> 00:04:54.120]  我會說羅馬書的第四章。
[00:04:54.120 --> 00:04:57.480]  保羅用了一個例子給我們看到,
[00:04:57.480 --> 00:05:00.240]  以色列人之父阿伯拉罕,
[00:05:00.240 --> 00:05:03.000]  是怎樣被神稱為一個義人?
[00:05:03.000 --> 00:05:05.560]  有沒有看到今天的經文是神學,
[00:05:05.560 --> 00:05:07.280]  下次是實例?
[00:05:07.280 --> 00:05:09.080]  這個很像我捉圍棋,
[00:05:09.080 --> 00:05:10.560]  我很喜歡捉圍棋。
[00:05:10.560 --> 00:05:15.120]  很多時候那些書會教你很多的戰略,
[00:05:15.120 --> 00:05:16.360]  很多的教導,
[00:05:16.360 --> 00:05:19.280]  然後給你看一些實例。
[00:05:19.280 --> 00:05:20.800]  這裡一模一樣,
[00:05:20.800 --> 00:05:22.280]  先說神學,
[00:05:22.280 --> 00:05:23.160]  就是今天。
[00:05:23.160 --> 00:05:25.920]  下一次就說實例。
[00:05:25.920 --> 00:05:29.760]  我們先看看世上的宗教又怎樣看,
[00:05:29.760 --> 00:05:31.040]  清義。
[00:05:31.040 --> 00:05:33.360]  所有世上其他的宗教,
[00:05:33.360 --> 00:05:34.600]  除了基督教,
[00:05:34.600 --> 00:05:39.760]  都是說靠自己的行為來做好與神親近。
[00:05:39.760 --> 00:05:43.080]  這些都是人造出來的宗教,
[00:05:43.080 --> 00:05:45.000]  我也說過很多次。
[00:05:45.000 --> 00:05:48.480]  其實這些人造出來的宗教是有兩點的,
[00:05:48.480 --> 00:05:49.760]  如果你留意,
[00:05:49.760 --> 00:05:52.160]  是以行為為中心,
[00:05:52.160 --> 00:05:55.960]  第二點是以自我為中心。
[00:05:55.960 --> 00:05:58.080]  為甚麼行為為中心?
[00:05:58.080 --> 00:05:59.960]  靠一個人做得好,
[00:05:59.960 --> 00:06:02.720]  能夠被神接受。
[00:06:02.720 --> 00:06:05.440]  為甚麼是靠自我為中心?
[00:06:05.440 --> 00:06:06.480]  我也說過了,
[00:06:06.480 --> 00:06:09.880]  你拜黃大仙就希望萬應萬靈,
[00:06:09.880 --> 00:06:14.400]  很多人拜菩薩就希望拜得神多自有神庇佑,
[00:06:14.400 --> 00:06:15.760]  都是為了甚麼?
[00:06:15.760 --> 00:06:17.800]  為了自己。
[00:06:17.800 --> 00:06:21.840]  所以人造出來的宗教就是有這兩個特點,
[00:06:21.840 --> 00:06:23.600]  以行為為中心,
[00:06:23.600 --> 00:06:25.960]  以自我為中心。
[00:06:25.960 --> 00:06:29.280]  世上其實只有兩種宗教,
[00:06:29.280 --> 00:06:31.920]  一種就是靠行為,
[00:06:31.920 --> 00:06:33.280]  自我的中心,
[00:06:33.280 --> 00:06:36.120]  另一個是靠神,
[00:06:36.120 --> 00:06:37.800]  靠神所造。
[00:06:37.800 --> 00:06:41.360]  這些的恩典是由神那裡來的,
[00:06:41.360 --> 00:06:43.240]  接受耶穌基督,
[00:06:43.240 --> 00:06:45.800]  祂的義就披在我們身上,
[00:06:45.800 --> 00:06:48.360]  我們就可以成為一個義人。
[00:06:48.360 --> 00:06:54.040]  這就是基督教和其他宗教不同的地方。
[00:06:54.040 --> 00:06:58.400]  我們說完世上除了基督教的宗教,
[00:06:58.400 --> 00:07:03.280]  但是不妨看看猶太人的信仰又怎樣。
[00:07:03.280 --> 00:07:10.440]  很多人都認為舊約的猶太人是透過守神的律例典章,
[00:07:10.440 --> 00:07:14.760]  靠守禮儀,靠獻祭來得救。
[00:07:14.760 --> 00:07:17.760]  但是尼加先知怎樣說?
[00:07:17.760 --> 00:07:22.040]  尼加先知在尼加書的六章六至九節,
[00:07:22.040 --> 00:07:27.680]  他說:「我朝見耶和華在至高神的面前跪拜,
[00:07:27.680 --> 00:07:29.520]  當獻上甚麼呢?
[00:07:29.520 --> 00:07:33.400]  豈可獻一歲的牛獨為繁濟嗎?
[00:07:33.400 --> 00:07:39.320]  耶和華豈喜悅千千的公養,或是萬萬的遊河嗎?
[00:07:39.320 --> 00:07:43.560]  我豈可為自己的罪過獻我的長子嗎?
[00:07:43.560 --> 00:07:47.760]  為我心中的罪惡獻我身所身的嗎?
[00:07:47.760 --> 00:07:51.760]  世人啊!耶和華已指示你何為善?
[00:07:51.760 --> 00:07:54.480]  他向你所要的是甚麼呢?
[00:07:54.480 --> 00:07:58.880]  只要你行公義,好憐憫,全謙卑的心,
[00:07:58.880 --> 00:08:02.120]  與神同行。」
[00:08:02.120 --> 00:08:05.040]  猶太人認為他們獻祭,
[00:08:05.040 --> 00:08:08.200]  用心來守神的律例典章,
[00:08:08.200 --> 00:08:10.680]  就能夠與神和好。
[00:08:10.680 --> 00:08:13.280]  但是尼加先知怎樣說?
[00:08:13.280 --> 00:08:15.520]  怎樣才能夠與神和好?
[00:08:15.520 --> 00:08:18.160]  是否獻千千萬萬的祭物?
[00:08:18.160 --> 00:08:21.680]  是否甚至獻我的長子給神?
[00:08:21.680 --> 00:08:26.360]  不是!尼加先知說,你要行公義。
[00:08:26.360 --> 00:08:31.880]  如果我們記得,保羅剛剛才在第一章至第三章頭,
[00:08:31.880 --> 00:08:35.520]  告訴我們世上有沒有異人?
[00:08:35.520 --> 00:08:37.120]  沒有異人。
[00:08:37.120 --> 00:08:39.680]  完全沒有異人,一個都沒有。
[00:08:39.680 --> 00:08:42.840]  所以怎樣才能夠行公義?
[00:08:42.840 --> 00:08:45.280]  這個公義不是由我們那裡來,
[00:08:45.280 --> 00:08:48.360]  這個公義是由神那裡來。
[00:08:48.360 --> 00:08:53.520]  這就是羅馬書告訴我們。
[00:08:53.520 --> 00:08:59.000]  保羅在這裡指出了一共有兩點。
[00:08:59.000 --> 00:09:01.760]  第一點,是清義的義,
[00:09:01.760 --> 00:09:04.200]  義和律法的關係。
[00:09:04.200 --> 00:09:08.240]  第二點,是義的性質是怎樣。
