
[00:00:00.000 --> 00:00:04.500]  好 今天就來到我們認識神的講道系列的最後一講
[00:00:04.500 --> 00:00:12.500]  我覺得我們在進入今天的訊息之前
[00:00:12.500 --> 00:00:19.000]  我覺得最好我們來一個重溫
[00:00:19.000 --> 00:00:26.000]  大家記得我們在第一講的時候
[00:00:26.000 --> 00:00:29.000]  我們講的題目是「我說了算」
[00:00:30.000 --> 00:00:34.000]  意思就是說神一用他權能的說話一講的時候
[00:00:34.000 --> 00:00:37.000]  世界就被建立和創造
[00:00:37.000 --> 00:00:41.000]  就是說神在最初的時候建立這個世界
[00:00:41.000 --> 00:00:43.000]  創造這個世界
[00:00:43.000 --> 00:00:46.000]  那神也是向人啟示
[00:00:46.000 --> 00:00:49.000]  歷世歷代的先知都是領受神的說話
[00:00:49.000 --> 00:00:52.000]  來將神的訊息告訴我們
[00:00:52.000 --> 00:00:55.000]  歷代的先知都接受神的話語
[00:00:55.000 --> 00:00:57.000]  然後告訴給我們聽
[00:00:57.000 --> 00:01:03.000]  最後神成為人的樣式來告訴我們神的事情
[00:01:03.000 --> 00:01:06.000]  最後神化成人的樣式來到世上
[00:01:06.000 --> 00:01:08.000]  把神的道理傳給我們
[00:01:08.000 --> 00:01:11.000]  而神和人建立關係是通過納約
[00:01:11.000 --> 00:01:13.000]  神與人建立關係是通過立約
[00:01:13.000 --> 00:01:15.000]  可惜人沒有遵守約
[00:01:15.000 --> 00:01:17.000]  可是人沒有遵守約
[00:01:17.000 --> 00:01:21.000]  所以我們打要啟定神要懲罰審判我們
[00:01:21.000 --> 00:01:25.000]  所以打要啟定神要審判我們
[00:01:25.000 --> 00:01:27.000]  但是神是一個滿有憐憫的神
[00:01:27.000 --> 00:01:29.000]  所以神願意寬恕我們
[00:01:29.000 --> 00:01:31.000]  但是神是一個滿有憐憫的神
[00:01:31.000 --> 00:01:32.000]  所以神要寬恕我們
[00:01:32.000 --> 00:01:34.000]  神預備救恩給我們
[00:01:34.000 --> 00:01:36.000]  神預備救恩給我們
[00:01:36.000 --> 00:01:38.000]  也都成為我們生命的主宰
[00:01:38.000 --> 00:01:40.000]  也都成為我們生命的主宰
[00:01:40.000 --> 00:01:42.000]  所以神是我們的老闆
[00:01:42.000 --> 00:01:43.000]  神是我們的老闆
[00:01:43.000 --> 00:01:45.000]  來到我們最後一講
[00:01:45.000 --> 00:01:46.000]  來到我們最後一講
[00:01:46.000 --> 00:01:48.000]  神成為我們的老闆之後
[00:01:48.000 --> 00:01:50.000]  不只是一個名而已
[00:01:50.000 --> 00:01:53.000]  神成為我們的老闆不僅僅是一個名
[00:01:53.000 --> 00:01:56.000]  神實在是要我們有很多事情做
[00:01:56.000 --> 00:01:59.000]  神實在是要我們做一些工作
[00:01:59.000 --> 00:02:01.000]  今天在我們剛才所讀的經文裡
[00:02:01.000 --> 00:02:03.000]  今天在我們剛才所讀的經文裡
[00:02:03.000 --> 00:02:07.000]  在主耶穌還沒有進入其他的城鎮之前
[00:02:07.000 --> 00:02:10.000]  在主還沒有進入其他的城鎮之前
[00:02:10.000 --> 00:02:12.000]  祂就首先設立了七十個人
[00:02:12.000 --> 00:02:15.000]  祂首先拆遣了七十個人
[00:02:15.000 --> 00:02:19.000]  叫這班人兩個兩個進入城鄉
[00:02:19.000 --> 00:02:22.000]  叫這班人兩個兩個進入其他的城鄉
[00:02:22.000 --> 00:02:25.000]  來傳講天國臨近的信息
[00:02:25.000 --> 00:02:27.000]  來傳講天國臨近的信息
[00:02:27.000 --> 00:02:30.000]  不過很多時候我們讀這段經文的時候
[00:02:30.000 --> 00:02:32.000]  不過很多時候我們讀這段經文的時候
[00:02:32.000 --> 00:02:35.000]  我們會忽略了這段經文頭那四個字
[00:02:35.000 --> 00:02:37.000]  我們發現這段經文透過四個字
[00:02:37.000 --> 00:02:38.000]  我們發現這段經文透過四個字
[00:02:38.000 --> 00:02:39.000]  頭那四個字是什麼字
[00:02:39.000 --> 00:02:40.000]  這時以後
[00:02:40.000 --> 00:02:41.000]  這時以後
[00:02:41.000 --> 00:02:42.000]  這時以後
[00:02:42.000 --> 00:02:43.000]  原來沒有投影
[00:02:43.000 --> 00:02:44.000]  原來沒有投影
[00:02:44.000 --> 00:02:45.000]  大家反應是強烈很多的
[00:02:45.000 --> 00:02:46.000]  大家反應是強烈很多的
[00:02:46.000 --> 00:02:47.000]  沒有投影大家反應是強烈很多的
[00:02:47.000 --> 00:02:49.000]  以後可以cut了那個投影
[00:02:49.000 --> 00:02:51.000]  以後不要投影了
[00:02:51.000 --> 00:02:53.000]  好究竟在主耶穌
[00:02:53.000 --> 00:02:54.000]  好究竟在主耶穌
[00:02:54.000 --> 00:02:55.000]  猜判這七十個人之前
[00:02:55.000 --> 00:02:56.000]  猜判這七十個人之前
[00:02:56.000 --> 00:02:57.000]  究竟發生了什麼事呢
[00:02:57.000 --> 00:02:58.000]  究竟發生了什麼事呢
[00:02:58.000 --> 00:02:59.000]  猜判這七十人之前
[00:02:59.000 --> 00:03:00.000]  猜判這七十人之前
[00:03:00.000 --> 00:03:01.000]  七十人之前發生了什麼事呢
[00:03:01.000 --> 00:03:02.000]  七十人之前發生了什麼事呢
[00:03:02.000 --> 00:03:03.000]  我們翻前幾節來看
[00:03:03.000 --> 00:03:04.000]  我們翻前幾節來看
[00:03:04.000 --> 00:03:05.000]  我們翻前幾節來看
[00:03:05.000 --> 00:03:06.000]  我們翻前幾節來看
[00:03:06.000 --> 00:03:07.000]  當時有些人去到耶穌來問他
[00:03:07.000 --> 00:03:08.000]  當時有些人去到耶穌來問他
[00:03:08.000 --> 00:03:09.000]  當時有人到耶穌這裡來問他
[00:03:09.000 --> 00:03:10.000]  當時有人到耶穌這裡來問他
[00:03:10.000 --> 00:03:11.000]  當時有人到耶穌這裡來問他
[00:03:11.000 --> 00:03:23.000]  當時有人到耶穌這裡來問他
[00:03:23.000 --> 00:03:24.000]  當時有人到耶穌這裡來問他
[00:03:24.000 --> 00:03:25.000]  當時有人到耶穌這裡來問他
[00:03:25.000 --> 00:03:26.000]  當時有人到耶穌這裡來問他
[00:03:26.000 --> 00:03:27.000]  當時有人到耶穌這裡來問他
[00:03:27.000 --> 00:03:28.000]  當時有人到耶穌這裡來問他
[00:03:28.000 --> 00:03:29.000]  當時有人到耶穌這裡來問他
[00:03:29.000 --> 00:03:30.000]  當時有人到耶穌這裡來問他
[00:03:30.000 --> 00:03:31.000]  當時有人到耶穌這裡來問他
[00:03:31.000 --> 00:03:32.000]  當時有人到耶穌這裡來問他
[00:03:32.000 --> 00:03:33.000]  當時有人到耶穌這裡來問他
[00:03:33.000 --> 00:03:34.000]  當時有人到耶穌這裡來問他
[00:03:34.000 --> 00:03:35.000]  當時有人到耶穌這裡來問他
[00:03:35.000 --> 00:03:36.000]  當時有人到耶穌這裡來問他
[00:03:36.000 --> 00:03:37.000]  當時有人到耶穌這裡來問他
[00:03:37.000 --> 00:03:38.000]  當時有人到耶穌這裡來問他
[00:03:38.000 --> 00:03:41.000]  當時有人到耶穌這裡來問他
[00:03:41.000 --> 00:03:42.000]  當時有人到耶穌這裡來問他
[00:03:42.000 --> 00:03:43.000]  當時有人到耶穌這裡來問他
[00:03:43.000 --> 00:03:44.000]  當時有人到耶穌這裡來問他
[00:03:44.000 --> 00:03:45.000]  當時有人到耶穌這裡來問他
[00:03:45.000 --> 00:03:46.000]  當時有人到耶穌這裡來問他
[00:03:46.000 --> 00:03:47.000]  當時有人到耶穌這裡來問他
[00:03:47.000 --> 00:03:48.000]  當時有人到耶穌這裡來問他
[00:03:48.000 --> 00:03:49.000]  當時有人到耶穌這裡來問他
[00:03:49.000 --> 00:03:50.000]  當時有人到耶穌這裡來問他
[00:03:50.000 --> 00:03:51.000]  當時有人到耶穌這裡來問他
[00:03:51.000 --> 00:03:52.000]  當時有人到耶穌這裡來問他
[00:03:52.000 --> 00:03:53.000]  當時有人到耶穌這裡來問他
[00:03:53.000 --> 00:03:54.000]  當時有人到耶穌這裡來問他
[00:03:54.000 --> 00:03:55.000]  當時有人到耶穌這裡來問他
[00:03:55.000 --> 00:03:56.000]  當時有人到耶穌這裡來問他
[00:03:56.000 --> 00:04:14.000]  當時有人到耶穌這裡來問他
[00:04:14.000 --> 00:04:15.000]  當時有人到耶穌這裡來問他
[00:04:15.000 --> 00:04:16.000]  當時有人到耶穌這裡來問他
[00:04:16.000 --> 00:04:17.000]  當時有人到耶穌這裡來問他
[00:04:17.000 --> 00:04:18.000]  當時有人到耶穌這裡來問他
[00:04:18.000 --> 00:04:19.000]  當時有人到耶穌這裡來問他
[00:04:19.000 --> 00:04:20.000]  當時有人到耶穌這裡來問他
[00:04:20.000 --> 00:04:21.000]  當時有人到耶穌這裡來問他
[00:04:21.000 --> 00:04:22.000]  當時有人到耶穌這裡來問他
[00:04:22.000 --> 00:04:23.000]  當時有人到耶穌這裡來問他
[00:04:23.000 --> 00:04:24.000]  當時有人到耶穌這裡來問他
[00:04:24.000 --> 00:04:25.000]  當時有人到耶穌這裡來問他
[00:04:25.000 --> 00:04:26.000]  當時有人到耶穌這裡來問他
[00:04:26.000 --> 00:04:27.000]  當時有人到耶穌這裡來問他
[00:04:27.000 --> 00:04:28.000]  當時有人到耶穌這裡來問他
[00:04:28.000 --> 00:04:29.000]  當時有人到耶穌這裡來問他
[00:04:29.000 --> 00:04:30.000]  當時有人到耶穌這裡來問他
[00:04:30.000 --> 00:04:31.000]  當時有人到耶穌這裡來問他
[00:04:31.000 --> 00:04:32.000]  當時有人到耶穌這裡來問他
[00:04:32.000 --> 00:04:33.000]  當時有人到耶穌這裡來問他
[00:04:33.000 --> 00:04:34.000]  當時有人到耶穌這裡來問他
[00:04:34.000 --> 00:04:35.000]  當時有人到耶穌這裡來問他
[00:04:35.000 --> 00:04:36.000]  當時有人到耶穌這裡來問他
[00:04:36.000 --> 00:04:37.000]  當時有人到耶穌這裡來問他
[00:04:37.000 --> 00:04:38.000]  當時有人到耶穌這裡來問他
[00:04:38.000 --> 00:04:39.000]  當時有人到耶穌這裡來問他
[00:04:39.000 --> 00:04:40.000]  當時有人到耶穌這裡來問他
[00:04:40.000 --> 00:04:41.000]  當時有人到耶穌這裡來問他
[00:04:41.000 --> 00:04:56.000]  當時有人到耶穌這裡來問他
[00:04:56.000 --> 00:04:58.000]  當時有人到耶穌這裡來問他
[00:04:58.000 --> 00:04:59.000]  當時有人到耶穌這裡來問他
[00:04:59.000 --> 00:05:00.000]  當時有人到耶穌這裡來問他
[00:05:00.000 --> 00:05:01.000]  當時有人到耶穌這裡來問他
[00:05:01.000 --> 00:05:02.000]  當時有人到耶穌這裡來問他
[00:05:02.000 --> 00:05:03.000]  當時有人到耶穌這裡來問他
[00:05:03.000 --> 00:05:04.000]  當時有人到耶穌這裡來問他
[00:05:04.000 --> 00:05:05.000]  當時有人到耶穌這裡來問他
[00:05:05.000 --> 00:05:06.000]  當時有人到耶穌這裡來問他
[00:05:06.000 --> 00:05:07.000]  當時有人到耶穌這裡來問他
[00:05:07.000 --> 00:05:08.000]  當時有人到耶穌這裡來問他
[00:05:08.000 --> 00:05:09.000]  當時有人到耶穌這裡來問他
[00:05:09.000 --> 00:05:10.000]  當時有人到耶穌這裡來問他
[00:05:10.000 --> 00:05:11.000]  當時有人到耶穌這裡來問他
[00:05:11.000 --> 00:05:12.000]  當時有人到耶穌這裡來問他
[00:05:12.000 --> 00:05:13.000]  當時有人到耶穌這裡來問他
[00:05:13.000 --> 00:05:14.000]  當時有人到耶穌這裡來問他
[00:05:14.000 --> 00:05:15.000]  當時有人到耶穌這裡來問他
[00:05:15.000 --> 00:05:16.000]  當時有人到耶穌這裡來問他
[00:05:16.000 --> 00:05:17.000]  當時有人到耶穌這裡來問他
[00:05:17.000 --> 00:05:18.000]  當時有人到耶穌這裡來問他
[00:05:18.000 --> 00:05:19.000]  當時有人到耶穌這裡來問他
[00:05:19.000 --> 00:05:20.000]  當時有人到耶穌這裡來問他
[00:05:20.000 --> 00:05:21.000]  當時有人到耶穌這裡來問他
[00:05:21.000 --> 00:05:22.000]  當時有人到耶穌這裡來問他
[00:05:22.000 --> 00:05:23.000]  當時有人到耶穌這裡來問他
[00:05:23.000 --> 00:05:24.000]  當時有人到耶穌這裡來問他
[00:05:24.000 --> 00:05:25.000]  當時有人到耶穌這裡來問他
[00:05:25.000 --> 00:05:26.000]  當時有人到耶穌這裡來問他
[00:05:26.000 --> 00:05:41.000]  當時有人到耶穌這裡來問他
[00:05:41.000 --> 00:05:42.000]  當時有人到耶穌這裡來問他
[00:05:42.000 --> 00:05:43.000]  當時有人到耶穌這裡來問他
[00:05:43.000 --> 00:05:44.000]  當時有人到耶穌這裡來問他
[00:05:44.000 --> 00:05:45.000]  當時有人到耶穌這裡來問他
[00:05:45.000 --> 00:05:46.000]  當時有人到耶穌這裡來問他
[00:05:46.000 --> 00:05:47.000]  當時有人到耶穌這裡來問他
[00:05:47.000 --> 00:05:48.000]  當時有人到耶穌這裡來問他
[00:05:48.000 --> 00:05:49.000]  當時有人到耶穌這裡來問他
[00:05:49.000 --> 00:05:50.000]  當時有人到耶穌這裡來問他
[00:05:50.000 --> 00:05:51.000]  當時有人到耶穌這裡來問他
[00:05:51.000 --> 00:05:52.000]  當時有人到耶穌這裡來問他
[00:05:52.000 --> 00:05:53.000]  當時有人到耶穌這裡來問他
[00:05:53.000 --> 00:05:54.000]  當時有人到耶穌這裡來問他
[00:05:54.000 --> 00:05:55.000]  當時有人到耶穌這裡來問他
[00:05:55.000 --> 00:05:56.000]  當時有人到耶穌這裡來問他
[00:05:56.000 --> 00:05:57.000]  當時有人到耶穌這裡來問他
[00:05:57.000 --> 00:05:58.000]  當時有人到耶穌這裡來問他
[00:05:58.000 --> 00:05:59.000]  當時有人到耶穌這裡來問他
[00:05:59.000 --> 00:06:00.000]  當時有人到耶穌這裡來問他
[00:06:00.000 --> 00:06:01.000]  當時有人到耶穌這裡來問他
[00:06:01.000 --> 00:06:02.000]  當時有人到耶穌這裡來問他
[00:06:02.000 --> 00:06:03.000]  當時有人到耶穌這裡來問他
[00:06:03.000 --> 00:06:04.000]  當時有人到耶穌這裡來問他
[00:06:04.000 --> 00:06:05.000]  當時有人到耶穌這裡來問他
[00:06:05.000 --> 00:06:06.000]  當時有人到耶穌這裡來問他
[00:06:06.000 --> 00:06:07.000]  當時有人到耶穌這裡來問他
[00:06:07.000 --> 00:06:08.000]  當時有人到耶穌這裡來問他
[00:06:08.000 --> 00:06:09.000]  當時有人到耶穌這裡來問他
[00:06:09.000 --> 00:06:10.000]  當時有人到耶穌這裡來問他
[00:06:10.000 --> 00:06:11.000]  當時有人到耶穌這裡來問他
[00:06:11.000 --> 00:06:28.000]  當時有人到耶穌這裡來問他
[00:06:28.000 --> 00:06:29.000]  當時有人到耶穌這裡來問他
[00:06:29.000 --> 00:06:30.000]  當時有人到耶穌這裡來問他
[00:06:30.000 --> 00:06:31.000]  當時有人到耶穌這裡來問他
[00:06:31.000 --> 00:06:32.000]  當時有人到耶穌這裡來問他
[00:06:32.000 --> 00:06:33.000]  當時有人到耶穌這裡來問他
[00:06:33.000 --> 00:06:34.000]  當時有人到耶穌這裡來問他
[00:06:34.000 --> 00:06:35.000]  當時有人到耶穌這裡來問他
[00:06:35.000 --> 00:06:36.000]  當時有人到耶穌這裡來問他
[00:06:36.000 --> 00:06:37.000]  當時有人到耶穌這裡來問他
[00:06:37.000 --> 00:06:38.000]  當時有人到耶穌這裡來問他
[00:06:38.000 --> 00:06:39.000]  當時有人到耶穌這裡來問他
[00:06:39.000 --> 00:06:40.000]  當時有人到耶穌這裡來問他
[00:06:40.000 --> 00:06:41.000]  當時有人到耶穌這裡來問他
[00:06:41.000 --> 00:06:42.000]  當時有人到耶穌這裡來問他
[00:06:42.000 --> 00:06:43.000]  當時有人到耶穌這裡來問他
[00:06:43.000 --> 00:06:44.000]  當時有人到耶穌這裡來問他
[00:06:44.000 --> 00:06:45.000]  當時有人到耶穌這裡來問他
[00:06:45.000 --> 00:06:46.000]  當時有人到耶穌這裡來問他
[00:06:46.000 --> 00:06:47.000]  當時有人到耶穌這裡來問他
[00:06:47.000 --> 00:06:48.000]  當時有人到耶穌這裡來問他
[00:06:48.000 --> 00:06:49.000]  當時有人到耶穌這裡來問他
[00:06:49.000 --> 00:06:50.000]  當時有人到耶穌這裡來問他
[00:06:50.000 --> 00:06:51.000]  當時有人到耶穌這裡來問他
[00:06:51.000 --> 00:06:52.000]  當時有人到耶穌這裡來問他
[00:06:52.000 --> 00:06:53.000]  當時有人到耶穌這裡來問他
[00:06:53.000 --> 00:06:54.000]  當時有人到耶穌這裡來問他
[00:06:54.000 --> 00:06:55.000]  當時有人到耶穌這裡來問他
[00:06:55.000 --> 00:06:56.000]  當時有人到耶穌這裡來問他
[00:06:56.000 --> 00:07:10.000]  當時有人到耶穌這裡來問他
