
[00:00:00.000 --> 00:00:02.400]  教會是一個屬靈的家
[00:00:02.400 --> 00:00:04.400]  是一個屬靈的大家庭
[00:00:04.400 --> 00:00:07.600]  有不同的需要
[00:00:07.600 --> 00:00:09.000]  但我們都在當中
[00:00:09.000 --> 00:00:11.200]  因著神的愛 神的說話
[00:00:11.200 --> 00:00:14.400]  我們願意大家一齊會聚在其中
[00:00:14.400 --> 00:00:21.600]  所以今天我和大家分享侍奉這個題目
[00:00:21.600 --> 00:00:28.400]  我先和大家看看侍奉的基本含義
[00:00:28.400 --> 00:00:31.200]  以及聚焦在崇拜事供裏面
[00:00:31.200 --> 00:00:34.200]  我們說的侍奉的含義在哪裏
[00:00:34.200 --> 00:00:36.400]  我們再一次祈禱
[00:00:36.400 --> 00:00:38.600]  天父我們求祢開我們的眼睛
[00:00:38.600 --> 00:00:40.200]  也打開我們的耳朵
[00:00:40.200 --> 00:00:44.800]  讓我們心裏能夠有這份願意等候期待
[00:00:44.800 --> 00:00:47.000]  以及去承載祢自己的話語
[00:00:47.000 --> 00:00:49.400]  求天父與我們每一個人同在
[00:00:49.400 --> 00:00:52.200]  也在當中向我們親切施恩
[00:00:52.200 --> 00:00:53.800]  帶領講的聽的
[00:00:53.800 --> 00:00:55.800]  我們也一同在祢面前蒙恩
[00:00:55.800 --> 00:00:57.600]  願上帝給教會
[00:00:57.600 --> 00:01:01.200]  在你自己不只是在工作
[00:01:01.200 --> 00:01:05.400]  或者一些服侍活動上興旺
[00:01:05.400 --> 00:01:07.600]  更加願意讓姐妹的生命
[00:01:07.600 --> 00:01:11.800]  先被你練成和模造
[00:01:11.800 --> 00:01:15.000]  好讓我們很多不同的部門
[00:01:15.000 --> 00:01:17.800]  或者這些牧區的服侍
[00:01:17.800 --> 00:01:20.800]  真的每一個工作的背後
[00:01:20.800 --> 00:01:26.000]  都帶著一個與上帝很親近的生命去承托
[00:01:26.000 --> 00:01:28.000]  願上帝親自與我們同在
[00:01:28.000 --> 00:01:29.600]  我們同心合意地祈禱
[00:01:29.600 --> 00:01:31.200]  奉主耶穌基督聖名求
[00:01:31.200 --> 00:01:32.200]  阿們
[00:01:56.000 --> 00:02:10.600]  我想大家先看看侍奉的整全觀念
[00:02:10.600 --> 00:02:14.400]  侍奉可以分為三方面
[00:02:14.400 --> 00:02:16.600]  一是本位性
[00:02:16.600 --> 00:02:19.000]  是講到我們每一個人
[00:02:19.000 --> 00:02:20.200]  侍奉的人
[00:02:20.200 --> 00:02:22.400]  其實上帝看我們的侍奉
[00:02:22.400 --> 00:02:25.400]  不只是看你做出來的事情
[00:02:25.400 --> 00:02:28.400]  在你去做這些事情
[00:02:28.400 --> 00:02:30.600]  或者做這些活動的人
[00:02:30.600 --> 00:02:32.800]  他本身的生命是怎樣
[00:02:32.800 --> 00:02:37.400]  這個我們通常叫本位的侍奉
[00:02:37.400 --> 00:02:40.800]  就是包括我們每天向神的敬拜
[00:02:40.800 --> 00:02:42.600]  讚美 禱告
[00:02:42.600 --> 00:02:46.600]  這不是禮拜六 禮拜日回來崇拜才做的
[00:02:46.600 --> 00:02:49.400]  我們講的是七天的聖徒
[00:02:49.400 --> 00:02:53.200]  我們每天都應該與上帝有這個關係
[00:02:53.200 --> 00:02:58.400]  第二方面就是生活的侍奉
[00:02:58.400 --> 00:03:00.600]  這個生活的意思就是說
[00:03:00.600 --> 00:03:03.400]  原來在我們與人的交往裏面
[00:03:03.400 --> 00:03:05.600]  在我們與人接觸
[00:03:05.600 --> 00:03:07.600]  服事的過程裏面
[00:03:07.600 --> 00:03:11.400]  人在我們身上是看見聖靈所結的果子
[00:03:11.400 --> 00:03:13.600]  我們每一個都是基督徒
[00:03:13.600 --> 00:03:16.600]  就是要彰顯耶穌基督的生命
[00:03:16.600 --> 00:03:18.600]  所以當我們講到
[00:03:18.600 --> 00:03:20.600]  我們既然有這個本位的侍奉
[00:03:20.600 --> 00:03:25.600]  我們在我們的生活裏面有沒有這種侍奉的氣質流露出來呢
[00:03:25.600 --> 00:03:28.600]  這個就是在講你的人內喜樂和平
[00:03:28.600 --> 00:03:32.600]  人內溫柔良善 信實 節制等等
[00:03:32.600 --> 00:03:35.600]  這些不同的聖靈的果子
[00:03:35.600 --> 00:03:40.000]  那個氣質在你的服事的過程
[00:03:40.000 --> 00:03:41.600]  人家是感受得到
[00:03:41.600 --> 00:03:43.600]  亦都可以見證得到
[00:03:43.600 --> 00:03:46.600]  最後第三方面就是工作的
[00:03:46.600 --> 00:03:49.200]  一個在講這個侍奉的觀念
[00:03:49.200 --> 00:03:52.800]  我們各人都恩著聖靈給我們不同的恩賜
[00:03:52.800 --> 00:03:55.400]  但我們要較正得很清楚
[00:03:55.400 --> 00:03:59.600]  我們原來擁有神而來的那個恩賜
[00:03:59.600 --> 00:04:03.000]  我們都知道原來我們侍奉要有果效
[00:04:03.000 --> 00:04:04.800]  我們離不開主耶穌
[00:04:04.800 --> 00:04:08.400]  正如約翰在約翰方15章講
[00:04:08.400 --> 00:04:10.200]  耶穌就是那個真葡萄樹
[00:04:10.200 --> 00:04:12.600]  我們只不過是那個枝子
[00:04:12.600 --> 00:04:15.600]  但枝子離開了這個真的葡萄樹
[00:04:15.600 --> 00:04:17.600]  我們沒有辦法結果子
[00:04:17.600 --> 00:04:20.800]  我們結果子只不過是假的果子
[00:04:20.800 --> 00:04:23.600]  不是真實 不是長久的果子
[00:04:23.600 --> 00:04:25.400]  不是可以供應別人
[00:04:25.400 --> 00:04:28.000]  生命裏感受到這一份甘甜
[00:04:28.000 --> 00:04:33.400]  感受到這一份所謂供應的飽足
[00:04:33.400 --> 00:04:35.800]  故此我們要很看重
[00:04:35.800 --> 00:04:40.200]  你的本位的侍奉 生活的侍奉
[00:04:40.200 --> 00:04:43.800]  以致到最後工作有真正的果效
[00:04:43.800 --> 00:04:48.000]  是能夠去感染其他生命的
[00:04:48.000 --> 00:04:49.400]  這個很重要
[00:04:49.400 --> 00:04:52.800]  這個是讓我們明白的時候
[00:04:52.800 --> 00:04:55.000]  譬如我們今天唱詩班
[00:04:55.000 --> 00:04:56.800]  或者我們今天唱敬拜隊
[00:04:56.800 --> 00:05:01.000]  或者我們今天做PA 做招待
[00:05:01.000 --> 00:05:03.600]  任何一個層面的侍奉
[00:05:03.600 --> 00:05:06.000]  我們知道是我們的恩典
[00:05:06.000 --> 00:05:10.400]  因為我們在聖靈領受這個不同的恩賜
[00:05:10.400 --> 00:05:14.800]  當我們去運用上帝給我們這些恩賜的時候
[00:05:14.800 --> 00:05:16.200]  聖經教導我們
[00:05:16.200 --> 00:05:19.400]  有一個很重要的元素在其中
[00:05:19.400 --> 00:05:21.200]  是要什麼
[00:05:21.200 --> 00:05:24.600]  我們怎樣來運用這些恩賜
[00:05:24.600 --> 00:05:25.800]  過了這麼多前書
[00:05:25.800 --> 00:05:28.400]  講完十二章那些恩賜
[00:05:28.400 --> 00:05:29.400]  不同的恩賜
[00:05:29.400 --> 00:05:32.600]  接著十三章講什麼
[00:05:32.600 --> 00:05:34.000]  講愛
[00:05:34.000 --> 00:05:41.000]  原來愛 保羅說這是一個最大的恩賜所在
[00:05:41.000 --> 00:05:42.800]  你必須去追求
[00:05:42.800 --> 00:05:45.000]  而且你要去使用
[00:05:45.000 --> 00:05:48.400]  如果你覺得神給你很多恩賜
[00:05:48.400 --> 00:05:49.600]  你唱歌又怎樣
[00:05:49.600 --> 00:05:50.800]  PA又怎樣
[00:05:50.800 --> 00:05:52.600]  你跟人交往什麼都怎樣
[00:05:52.600 --> 00:05:56.400]  但是你那種所謂你覺得很厲害
[00:05:56.400 --> 00:05:58.000]  你更加要小心
[00:05:58.000 --> 00:06:00.200]  因為你很容易就靠自己
[00:06:00.200 --> 00:06:02.200]  你都不是依靠聖靈的
[00:06:02.200 --> 00:06:04.400]  你都不是透過這個服事
[00:06:04.400 --> 00:06:06.200]  想去榮耀神的
[00:06:06.200 --> 00:06:07.800]  你慢慢變成什麼
[00:06:07.800 --> 00:06:10.400]  你變成我用這些財綱
[00:06:10.400 --> 00:06:12.800]  我用這些神給我的
[00:06:12.800 --> 00:06:14.800]  哇 周身刀
[00:06:14.800 --> 00:06:16.400]  而且周身利
[00:06:16.400 --> 00:06:19.400]  你還要更加小心
[00:06:19.400 --> 00:06:20.800]  人看到的
[00:06:20.800 --> 00:06:23.400]  只不過是我很厲害
[00:06:23.400 --> 00:06:27.800]  我也很喜悅別人去誇獎我
[00:06:27.800 --> 00:06:29.600]  如果是這樣的時候
[00:06:29.600 --> 00:06:32.200]  我們侍奉就跌下那個偶像
[00:06:32.200 --> 00:06:33.600]  原來我們不是侍奉神
[00:06:33.600 --> 00:06:35.000]  我們是侍奉自己
[00:06:35.000 --> 00:06:38.800]  我們很想別人來給我們很多的誇獎
[00:06:38.800 --> 00:06:40.400]  在這樣的過程裏面
[00:06:40.400 --> 00:06:44.200]  我們其實陷入一個極大的失敗裏面
[00:06:44.200 --> 00:06:46.000]  我們都不知道
[00:06:46.000 --> 00:06:47.600]  所以弟兄姊妹
[00:06:47.600 --> 00:06:50.200]  這件事我先來跟你們說
[00:06:50.200 --> 00:06:53.000]  我們要很小心去處理這件事
[00:06:53.000 --> 00:06:55.600]  我這樣說不是叫我們以後
[00:06:55.600 --> 00:07:00.200]  明明姊妹第一次上台唱敬拜都唱得很好
[00:07:00.200 --> 00:07:02.000]  哎呀 我都掩著自己的心
[00:07:02.000 --> 00:07:04.000]  不要讚她 不要讚她
[00:07:04.000 --> 00:07:06.800]  又不是說你走了極端
[00:07:06.800 --> 00:07:11.400]  聖經教導我們彼此互相勸勉和激勵
[00:07:11.400 --> 00:07:14.800]  你一些合宜的對對方的肯定
[00:07:14.800 --> 00:07:15.600]  可以的
[00:07:15.600 --> 00:07:17.200]  不用藏起來
[00:07:17.200 --> 00:07:19.800]  但是你說的時候是真心誠意
[00:07:19.800 --> 00:07:24.000]  不是為了好像要誇獎他
[00:07:24.000 --> 00:07:28.400]  你給他的肯定是一個鼓勵的時候
[00:07:28.400 --> 00:07:30.800]  你只要恰如其分去說就行了
[00:07:30.800 --> 00:07:32.800]  不需要很誇張
[00:07:32.800 --> 00:07:37.000]  嘩 你真的是全世界唱得最好的女高音
[00:07:37.000 --> 00:07:39.600]  你不用這樣說的
[00:07:39.600 --> 00:07:40.800]  你這樣說的時候
[00:07:40.800 --> 00:07:42.000]  隔壁的姊妹說
[00:07:42.000 --> 00:07:43.000]  她很厲害嗎
[00:07:43.000 --> 00:07:45.200]  我說我唱得比她還好
[00:07:45.200 --> 00:07:47.000]  嘩 這樣就產生嫉妒了
[00:07:47.000 --> 00:07:48.000]  接著就說
[00:07:48.000 --> 00:07:49.600]  嘩 整個師班個個都
[00:07:49.600 --> 00:07:51.400]  是嗎 她們兩個很好嗎
[00:07:51.400 --> 00:07:52.400]  我比她還好
[00:07:52.400 --> 00:07:54.200]  嘩 這樣就變成了紛爭了
[00:07:54.200 --> 00:07:57.200]  所以我們千萬不要這樣
[00:07:57.200 --> 00:07:59.800]  我想大家看回聖經裏面
[00:07:59.800 --> 00:08:02.600]  在真理上是可以平衡的
[00:08:02.600 --> 00:08:05.800]  所以首先我們要在本位上
[00:08:05.800 --> 00:08:07.000]  生活上 工作上
[00:08:07.000 --> 00:08:10.200]  這三個層面的侍奉是整全的
[00:08:10.200 --> 00:08:12.400]  侍奉最根本的
[00:08:12.400 --> 00:08:14.400]  也是最終極的對象
[00:08:14.400 --> 00:08:16.000]  就是誰呢
[00:08:16.000 --> 00:08:17.400]  就是神祂自己
[00:08:17.400 --> 00:08:20.400]  就是上帝
[00:08:20.400 --> 00:08:22.400]  侍奉生活的基礎
[00:08:22.400 --> 00:08:24.800]  就是我們需要看回B型
[00:08:24.800 --> 00:08:27.600]  以致你彰顯出來的doing
[00:08:27.600 --> 00:08:29.200]  才能夠榮耀主
[00:08:29.200 --> 00:08:32.600]  你一個完全奉獻給上帝的生命
[00:08:32.600 --> 00:08:35.000]  這種質素
[00:08:35.000 --> 00:08:39.000]  然後才能產生這種侍奉的生活
[00:08:39.000 --> 00:08:40.400]  大家OK嗎
[00:08:40.400 --> 00:08:42.200]  現在有powerpoint了
[00:08:42.200 --> 00:08:43.000]  感謝主
[00:08:43.000 --> 00:08:43.800]  剛才沒有powerpoint
[00:08:43.800 --> 00:08:47.400]  但是我覺得你們已經明白了
[00:08:47.400 --> 00:08:50.000]  感謝主
[00:08:50.000 --> 00:08:52.800]  去完周賀我更加覺得
[00:08:52.800 --> 00:08:55.400]  就是原來侍奉主
[00:08:55.400 --> 00:08:57.200]  你是要很激動
[00:08:57.200 --> 00:08:59.800]  而且你要隨時隨在
[00:08:59.800 --> 00:09:02.800]  環境沒有那個條件的時候
[00:09:02.800 --> 00:09:04.800]  真的一會兒說一說沒有電的時候
[00:09:04.800 --> 00:09:06.400]  那你只是靠powerpoint
[00:09:06.400 --> 00:09:07.600]  那是沒有power的
[00:09:07.600 --> 00:09:09.200]  所以有些人說
[00:09:09.200 --> 00:09:11.200]  最重要是有point
[00:09:11.200 --> 00:09:13.000]  也要有power就可以了
[00:09:13.000 --> 00:09:14.600]  你有powerpoint但是沒有power
[00:09:14.600 --> 00:09:16.000]  是沒有用的
[00:09:16.000 --> 00:09:17.800]  所以感謝主
[00:09:17.800 --> 00:09:20.800]  你不要太著意
[00:09:20.800 --> 00:09:23.600]  其實這個powerpoint
[00:09:23.600 --> 00:09:26.400]  你不用太著意去抄
[00:09:26.400 --> 00:09:27.800]  我想大家聽
[00:09:27.800 --> 00:09:30.800]  還有你是內化你所聽到的
[00:09:30.800 --> 00:09:33.600]  我想等一下你們有分組會討論
[00:09:33.600 --> 00:09:37.800]  你們都會有一個反省的過程
[00:09:37.800 --> 00:09:40.200]  不要只顧著抄
[00:09:40.200 --> 00:09:41.000]  不過這個時代
[00:09:41.000 --> 00:09:43.400]  我知道很多學生都不會抄筆記
[00:09:43.400 --> 00:09:44.800]  因為他只是跟老師說
[00:09:44.800 --> 00:09:47.600]  你整個powerpoint給我了
[00:09:47.600 --> 00:09:49.000]  如果你需要這個powerpoint
[00:09:49.000 --> 00:09:50.400]  我會給Vincent
[00:09:50.400 --> 00:09:53.400]  Vincent幫我散落給大家
[00:09:53.400 --> 00:09:55.600]  但是我想大家看回
[00:09:55.600 --> 00:09:57.400]  真的很重要
[00:09:57.400 --> 00:10:01.000]  我自己有一個
[00:10:01.000 --> 00:10:02.000]  一個這樣的經歷
[00:10:02.000 --> 00:10:03.200]  跟大家分享一下
[00:10:03.200 --> 00:10:04.000]  很多年前
[00:10:04.000 --> 00:10:06.400]  我還沒有回來廣福堂服侍的時候
[00:10:06.400 --> 00:10:08.000]  那時候在加拿大
[00:10:08.000 --> 00:10:11.000]  我幫過很多年輕的頂姐妹
[00:10:11.000 --> 00:10:12.600]  做婚前輔導
[00:10:12.600 --> 00:10:14.400]  做完之後
[00:10:14.400 --> 00:10:17.000]  她請我正婚
[00:10:17.000 --> 00:10:18.000]  正婚之後
[00:10:18.000 --> 00:10:21.000]  她說牧師你來我的婚宴
[00:10:21.000 --> 00:10:22.400]  通常已經不推了
[00:10:22.400 --> 00:10:25.000]  除非我真的撞了時間
[00:10:25.000 --> 00:10:29.600]  我就去到新郎哥出來
[00:10:29.600 --> 00:10:33.000]  他突然說多謝大家出席
[00:10:33.000 --> 00:10:37.000]  多謝大家幫助
[00:10:37.000 --> 00:10:38.800]  多謝姐妹
[00:10:38.800 --> 00:10:40.600]  多謝弟兄
[00:10:40.600 --> 00:10:42.000]  那些叫什麼
[00:10:42.000 --> 00:10:45.000]  鄧村石那些兄弟
[00:10:45.000 --> 00:10:46.800]  多謝那些兄弟
[00:10:46.800 --> 00:10:50.600]  接著他突然又想起一些事情
[00:10:50.600 --> 00:10:51.800]  又再起來
[00:10:51.800 --> 00:10:56.000]  還有多謝布置
[00:10:56.000 --> 00:11:00.600]  我開始有少少期待
[00:11:00.600 --> 00:11:02.400]  坐在那裡
[00:11:02.400 --> 00:11:05.400]  他多謝了這麼多人
[00:11:05.400 --> 00:11:09.400]  我和師母和他做了這麼多次婚前輔導
[00:11:09.400 --> 00:11:11.600]  不知道他記不記得我
[00:11:11.600 --> 00:11:13.400]  在那裡很期待
[00:11:13.400 --> 00:11:14.600]  繼續
[00:11:14.600 --> 00:11:16.800]  又再起來
[00:11:16.800 --> 00:11:18.800]  不好意思我剛才漏了
[00:11:18.800 --> 00:11:22.600]  那時候我期待更加提升
[00:11:22.600 --> 00:11:24.800]  提升到頂點
[00:11:24.800 --> 00:11:27.800]  最後一樣我真的多謝不得
[00:11:27.800 --> 00:11:34.800]  我一睜開眼就有很高的期待
[00:11:34.800 --> 00:11:37.800]  他當然多謝牧師師母
[00:11:37.800 --> 00:11:42.800]  為他做這個正婚有婚前輔導
[00:11:42.800 --> 00:11:44.800]  很自然吧
[00:11:44.800 --> 00:11:46.400]  人也可能有
