
[00:00:00.000 --> 00:00:06.000]  5月15日,禮拜日,來到這裏,你想得到些什麼呢?
[00:00:06.000 --> 00:00:09.000]  我想介紹兩個人給你認識
[00:00:09.000 --> 00:00:12.000]  在聖經裏面,剛才有讀過
[00:00:12.000 --> 00:00:15.000]  一個是在井旁的薩瑪利亞婦人
[00:00:15.000 --> 00:00:19.000]  如果你不知道薩瑪利亞是什麼,大概是在中東的一個地方
[00:00:19.000 --> 00:00:24.000]  最重要的是,我們想看一下這個薩瑪利亞婦人
[00:00:24.000 --> 00:00:27.000]  她出來打水,就是在中東打水
[00:00:27.000 --> 00:00:30.000]  你想一下,2000年前沒有自來水的時候
[00:00:30.000 --> 00:00:33.000]  要拿個桶到井裏面拿水回來自己家裏
[00:00:33.000 --> 00:00:35.000]  那就夠你一天的用了,是不是?
[00:00:35.000 --> 00:00:38.000]  如果能夠夠兩天用就好一點,因為要走很遠的
[00:00:38.000 --> 00:00:42.000]  強調就是說,這個女士
[00:00:42.000 --> 00:00:46.000]  是中午12點鐘,正午的時候
[00:00:46.000 --> 00:00:48.000]  走很遠的路去打水
[00:00:48.000 --> 00:00:51.000]  你說我們喜歡走路的,特別澳洲這麼漂亮的環境,無所謂
[00:00:51.000 --> 00:00:54.000]  中東的地方是什麼地方?
[00:00:54.000 --> 00:00:57.000]  沙漠,OK?
[00:00:57.000 --> 00:01:00.000]  那裏的氣溫就等於這裏的夏天
[00:01:00.000 --> 00:01:03.000]  有沒有人沒經歷過這裏的夏天,光亮的夏天?
[00:01:03.000 --> 00:01:06.000]  40度左右吧,幸運的時候
[00:01:06.000 --> 00:01:09.000]  現在可以升到最高44度,好像試過了
[00:01:09.000 --> 00:01:13.000]  你想一下,40度在柏斯的氣溫
[00:01:13.000 --> 00:01:17.000]  你會不會從城市走到瓶裏拿水?
[00:01:17.000 --> 00:01:21.000]  不要那麼遠,從城市走到fake park,好嗎?
[00:01:21.000 --> 00:01:24.000]  你會不會這樣做?
[00:01:24.000 --> 00:01:27.000]  那這個婦人正午的時候
[00:01:27.000 --> 00:01:30.000]  40度由城市走到fake park那裏拿水
[00:01:30.000 --> 00:01:33.000]  近一點,是不是?
[00:01:33.000 --> 00:01:36.000]  那那個感受是怎樣的?
[00:01:36.000 --> 00:01:39.000]  那我們就問,為什麼這個女人要這樣做呢?
[00:01:39.000 --> 00:01:42.000]  為什麼不黃昏的時候去?為什麼不是太陽還沒出來?
[00:01:42.000 --> 00:01:45.000]  剛剛那個時候,那個景色很漂亮
[00:01:45.000 --> 00:01:48.000]  那時候去拿水就好了
[00:01:48.000 --> 00:01:51.000]  黃昏有很多人和你一起去拿水,是不是?
[00:01:51.000 --> 00:01:56.000]  但正午的時候是沒有人去拿水
[00:01:56.000 --> 00:02:00.000]  如果你在40度的時候,在freeway那裏走
[00:02:00.000 --> 00:02:03.000]  我相信一定沒有人和你爭路
[00:02:03.000 --> 00:02:05.000]  Right?
[00:02:05.000 --> 00:02:09.000]  好,那你現在要先想像,講故事要想的
[00:02:09.000 --> 00:02:12.000]  不要只聽我說,你自己想一下那種環境
[00:02:12.000 --> 00:02:16.000]  好了,剛好有一個叫耶穌的人
[00:02:16.000 --> 00:02:20.000]  不知道為什麼,又在正午的時候去到井旁
[00:02:20.000 --> 00:02:25.000]  那就變成一男一女在井旁那裏聊天
[00:02:25.000 --> 00:02:30.000]  如果你是女士,你會不會主動和一個男士聊天呢?
[00:02:30.000 --> 00:02:34.000]  現在可能會的,我的年代不會的
[00:02:34.000 --> 00:02:36.000]  OK?
[00:02:36.000 --> 00:02:41.000]  所以是耶穌主動打開話題
[00:02:41.000 --> 00:02:46.000]  他說:「可不可以給我一點水喝?」
[00:02:46.000 --> 00:02:51.000]  如果你是一個女士,一個陌生的男人走過來
[00:02:51.000 --> 00:02:54.000]  「可不可以給我手提電話打一下?」
[00:02:54.000 --> 00:02:57.000]  那你會怎麼回答?
[00:02:57.000 --> 00:02:59.000]  「過主啦」
[00:02:59.000 --> 00:03:01.000]  OK?
[00:03:01.000 --> 00:03:04.000]  那他也說「你是猶太人,我是撒瑪利亞人,你做什麼呢?」
[00:03:04.000 --> 00:03:09.000]  因為他們本身是大家不合的
[00:03:09.000 --> 00:03:11.000]  兩個民族不合的
[00:03:11.000 --> 00:03:14.000]  就等於巴勒斯坦和以色列這樣不合的
[00:03:14.000 --> 00:03:16.000]  所以他的意思是
[00:03:16.000 --> 00:03:19.000]  「你這樣問我拿水,就是叫你過主啦」
[00:03:19.000 --> 00:03:21.000]  那耶穌呢?
[00:03:21.000 --> 00:03:24.000]  因為這樣被他打退了
[00:03:24.000 --> 00:03:26.000]  那耶穌就繼續回答他
[00:03:26.000 --> 00:03:32.000]  「如果你知道神的恩賜對你說,給水我喝的是誰呢?」
[00:03:32.000 --> 00:03:38.000]  「你也會早點去求祂,祂也會早點給你活水」
[00:03:38.000 --> 00:03:43.000]  那又不用這麼快就回頭了
[00:03:43.000 --> 00:03:45.000]  那婦人呢
[00:03:45.000 --> 00:03:47.000]  只有兩個人嘛
[00:03:47.000 --> 00:03:49.000]  她跟你說話,難道你轉過頭來嗎?
[00:03:49.000 --> 00:03:51.000]  那他也回答她
[00:03:51.000 --> 00:03:54.000]  「你啊,還說給我活水?」
[00:03:54.000 --> 00:03:56.000]  「你問我拿水喝啊?」
[00:03:56.000 --> 00:03:57.000]  「OK?」
[00:03:57.000 --> 00:03:59.000]  「你連打水的器具都沒有啊」
[00:03:59.000 --> 00:04:01.000]  「你憑什麼跟我說給我活水啊?」
[00:04:01.000 --> 00:04:03.000]  那就跟她聊聊天吧
[00:04:03.000 --> 00:04:05.000]  那你會發覺耶穌也挺好的
[00:04:05.000 --> 00:04:08.000]  他想到一個話題
[00:04:08.000 --> 00:04:10.000]  能夠引導這個人繼續跟她聊天
[00:04:10.000 --> 00:04:12.000]  你有沒有發覺,來到柏斯
[00:04:12.000 --> 00:04:14.000]  你也想跟不同的人聊聊天
[00:04:14.000 --> 00:04:16.000]  認識這個新環境,新人類
[00:04:16.000 --> 00:04:18.000]  你有沒有想過,打開一個話題
[00:04:18.000 --> 00:04:20.000]  坐在你旁邊的巴士的那個人
[00:04:20.000 --> 00:04:21.000]  你想跟他聊聊天
