
[00:00:00.000 --> 00:00:06.560]  讓我們先看看今天這個世代是怎樣去評審一件事情的成敗
[00:00:06.560 --> 00:00:08.440]  就是說在今天這個世界
[00:00:08.440 --> 00:00:10.920]  怎麼去評審一件事情的成敗
[00:00:10.920 --> 00:00:16.440]  我記得早十多年前有人送了一本書給我
[00:00:16.440 --> 00:00:19.960]  我記得十多年前有一個人送了一本書給我
[00:00:19.960 --> 00:00:24.280]  那本書是介紹有關於《釋經學》的介紹的
[00:00:24.280 --> 00:00:27.320]  那本書是關於《釋經學》的介紹
[00:00:27.320 --> 00:00:33.560]  在那本書裡面介紹了一個釋經的很重要的原則
[00:00:33.560 --> 00:00:37.640]  就是那本書裡面介紹了一個很重要的釋經原則
[00:00:37.640 --> 00:00:41.800]  就是我們要很著重於在讀經的過程裡面
[00:00:41.800 --> 00:00:44.760]  怎樣去解釋去認識那段聖經
[00:00:44.760 --> 00:00:48.440]  就是我們在讀經的過程中怎麼去解釋那段聖經
[00:00:48.440 --> 00:00:51.360]  就不是只有最後聖經的意義
[00:00:51.360 --> 00:00:52.760]  只是釋個意義就算了
[00:00:52.760 --> 00:00:56.720]  而不是最後釋理解聖經的意義就完結
[00:00:56.720 --> 00:00:59.520]  這本書裡面其中一個討論點就是
[00:00:59.520 --> 00:01:04.880]  今天很多的培教我們去讀經的那些叫做靈修書籍
[00:01:04.880 --> 00:01:09.040]  今天有很多教我們怎麼去讀經的靈修書籍
[00:01:09.040 --> 00:01:11.920]  都沒有教釋信徒怎麼去了解那段聖經
[00:01:11.920 --> 00:01:16.120]  就沒有教導信徒怎麼去了解那段聖經
[00:01:16.120 --> 00:01:18.840]  而是作者消化了那段聖經之後
[00:01:18.840 --> 00:01:20.760]  告訴你這個就是教導了
[00:01:20.760 --> 00:01:24.280]  很多人當他消化這段聖經以後
[00:01:24.280 --> 00:01:27.280]  他就告訴你這段聖經對你的教導是什麼
[00:01:27.280 --> 00:01:29.600]  這類的書籍就很流行
[00:01:29.600 --> 00:01:31.840]  這類的書籍非常流行
[00:01:31.840 --> 00:01:35.040]  就是很貼合今天的世代的人的看法
[00:01:35.040 --> 00:01:38.440]  要很貼近今天世代人的看法
[00:01:38.440 --> 00:01:41.400]  今天的世代人的看法是怎麼樣的呢
[00:01:41.400 --> 00:01:42.720]  今天的世代人的看法是什麼呢
[00:01:42.720 --> 00:01:45.240]  做每一件事
[00:01:45.240 --> 00:01:47.400]  不要討論我的過程是怎麼樣做
[00:01:47.400 --> 00:01:49.160]  你不要討論我的過程是怎麼樣
[00:01:49.160 --> 00:01:51.320]  只要結果是很好的話
[00:01:51.320 --> 00:01:52.720]  只要這個結局是好的話
[00:01:52.720 --> 00:01:54.480]  每個人都認為好的話
[00:01:54.480 --> 00:01:55.920]  每個人都認為好的話
[00:01:55.920 --> 00:01:57.120]  那就已經是好的了
[00:01:57.120 --> 00:01:58.200]  那就是好的了
[00:01:58.200 --> 00:02:00.920]  究竟這個過程是好不好呢
[00:02:00.920 --> 00:02:02.400]  究竟這個過程是好不好呢
[00:02:02.400 --> 00:02:04.000]  甚至合不合法呢
[00:02:04.000 --> 00:02:04.720]  是否合法
[00:02:04.720 --> 00:02:06.120]  這些不重要
[00:02:06.120 --> 00:02:07.280]  這個不重要
[00:02:07.280 --> 00:02:10.080]  於是就產生了我們今天這個社會
[00:02:10.080 --> 00:02:11.760]  所以今天產生我們這個社會
[00:02:11.760 --> 00:02:14.960]  很多時候都不理那個過程做事是如何
[00:02:14.960 --> 00:02:17.200]  就不理這個過程做事如何
[00:02:17.200 --> 00:02:18.800]  譬如我爸爸做生意
[00:02:18.800 --> 00:02:20.360]  他認識很多人
[00:02:20.360 --> 00:02:21.520]  譬如我父親做生意
[00:02:21.520 --> 00:02:22.240]  他認識很多人
[00:02:22.240 --> 00:02:23.480]  他說做生意
[00:02:23.480 --> 00:02:25.800]  你不要理我的過程手段是如何
[00:02:25.800 --> 00:02:28.440]  你不要理我的過程手段是如何
[00:02:28.440 --> 00:02:30.240]  什麼叫成功傷人
[00:02:30.240 --> 00:02:31.440]  什麼叫成功傷人
[00:02:31.440 --> 00:02:33.760]  就是你能夠成功傷害了人
[00:02:33.760 --> 00:02:34.920]  那個就是了
[00:02:34.920 --> 00:02:37.240]  就是你能夠成功地去傷害了人
[00:02:37.240 --> 00:02:38.160]  因為你傷害了人
[00:02:38.160 --> 00:02:40.000]  當然是對自己有益的
[00:02:40.000 --> 00:02:41.520]  當然傷害了別人當中的人
[00:02:41.520 --> 00:02:42.640]  譬如賣假貨
[00:02:42.640 --> 00:02:43.480]  譬如賣假貨
[00:02:43.480 --> 00:02:47.400]  我家父就做海味經過藥材生意多年
[00:02:47.400 --> 00:02:50.040]  你說家父做這個海味
[00:02:50.040 --> 00:02:51.400]  這個藥材生意多年
[00:02:51.400 --> 00:02:52.680]  我們有個原則
[00:02:52.680 --> 00:02:53.480]  我們有一個原則
[00:02:53.480 --> 00:02:55.560]  賣的東西一定不要害死人
[00:02:55.560 --> 00:02:57.280]  我們賣的東西不能害死人
[00:02:57.280 --> 00:02:58.480]  不能夠吃壞人
[00:02:58.480 --> 00:02:59.320]  不能吃壞人
[00:02:59.320 --> 00:03:01.560]  但是精進行家當中
[00:03:01.560 --> 00:03:03.480]  但是精進行家當中
[00:03:03.480 --> 00:03:06.080]  賣假貨的情況多疑又多
[00:03:06.080 --> 00:03:08.600]  賣假貨的情況多疑又多
[00:03:08.600 --> 00:03:10.000]  賣假燕窩
[00:03:10.000 --> 00:03:11.000]  賣假燕窩
[00:03:11.000 --> 00:03:12.880]  好的就給你豬皮
[00:03:12.880 --> 00:03:14.160]  好的就給你豬皮
[00:03:14.160 --> 00:03:15.880]  不好的呢
[00:03:15.880 --> 00:03:16.360]  不好的
[00:03:16.360 --> 00:03:18.840]  用漂白了的雪耳
[00:03:18.840 --> 00:03:20.240]  打碎它給你吃
[00:03:20.240 --> 00:03:23.760]  用漂白了的雪耳給你吃
[00:03:23.760 --> 00:03:25.080]  雪耳
[00:03:25.080 --> 00:03:27.760]  白色的雪耳
[00:03:27.760 --> 00:03:29.880]  吃到你壞為止
[00:03:29.880 --> 00:03:30.600]  吃到你壞為止
[00:03:30.600 --> 00:03:32.600]  又像燕窩
[00:03:32.600 --> 00:03:33.440]  又像燕窩
[00:03:33.440 --> 00:03:35.320]  很多人做這些壞事
[00:03:35.320 --> 00:03:36.240]  很多人做這種海味
[00:03:36.240 --> 00:03:37.640]  做臘腸
[00:03:37.640 --> 00:03:38.520]  做臘腸
[00:03:38.520 --> 00:03:39.840]  我兒子都不知道
[00:03:39.840 --> 00:03:42.720]  原來他爺爺的爸爸
[00:03:42.720 --> 00:03:44.040]  就是我爺爺
[00:03:44.040 --> 00:03:45.600]  是做臘腸起家的
[00:03:45.600 --> 00:03:49.040]  就是說我的爺爺是做臘腸起家的
[00:03:49.040 --> 00:03:51.920]  做臘腸這些應該是很便宜的東西
[00:03:51.920 --> 00:03:53.360]  做臘腸應該是很便宜的
[00:03:53.360 --> 00:03:54.800]  但現在利潤很高
[00:03:54.800 --> 00:03:55.920]  但利潤很高
[00:03:55.920 --> 00:03:57.400]  於是那些人怎麼樣
[00:03:57.400 --> 00:04:00.120]  真的什麼肉都放進去
[00:04:00.120 --> 00:04:02.440]  什麼肉都放進去
[00:04:02.440 --> 00:04:03.640]  不要理過程
[00:04:03.640 --> 00:04:04.280]  不要理過程
[00:04:04.280 --> 00:04:06.320]  最重要是結果賺到錢就叫做成功
[00:04:06.320 --> 00:04:07.440]  不要有結果
[00:04:07.440 --> 00:04:08.600]  掙到錢就成功
[00:04:08.600 --> 00:04:10.160]  用在感情上面
[00:04:10.160 --> 00:04:11.000]  用在感情上面
[00:04:11.000 --> 00:04:13.440]  就是說你不要理你做人情婦好
[00:04:13.440 --> 00:04:14.400]  什麼都好
[00:04:14.400 --> 00:04:15.960]  只要你做人情婦也好
[00:04:15.960 --> 00:04:18.920]  最重要你賺到富貴的生活就好了
[00:04:18.920 --> 00:04:20.480]  只要你賺到富貴的生活就好了
[00:04:20.480 --> 00:04:23.680]  這種風氣以結果斷定一切的思維
[00:04:23.680 --> 00:04:25.600]  現在這個世界非常普遍
[00:04:25.600 --> 00:04:27.760]  所以結果去斷定思維
[00:04:27.760 --> 00:04:29.480]  在這個社會非常普遍
