
[00:00:00.000 --> 00:00:01.640]  各位弟兄姊妹 主日平安
[00:00:01.640 --> 00:00:02.960]  平安
[00:00:02.960 --> 00:00:09.960]  謝謝楊長老剛纔跟我們一起讀了詩篇第87篇
[00:00:09.960 --> 00:00:14.560]  詩篇第87篇講到的是一首
[00:00:14.560 --> 00:00:16.400]  好像是關於一座城市
[00:00:16.400 --> 00:00:20.400]  就是一座西安城的一首讚美詩 對不對
[00:00:20.400 --> 00:00:21.840]  各位 從小到大
[00:00:21.840 --> 00:00:24.480]  你有沒有唱過哪一首歌
[00:00:24.480 --> 00:00:26.600]  是關於一座城市的一首歌
[00:00:26.600 --> 00:00:29.160]  是讚美一座城市的歌 有沒有
[00:00:30.800 --> 00:00:34.040]  我兒時後可能印象最深刻的
[00:00:34.040 --> 00:00:35.640]  如果你來自中國大陸一定聽過
[00:00:35.640 --> 00:00:38.440]  叫做《我愛北京天安門》
[00:00:38.440 --> 00:00:39.840]  爲什麼
[00:00:39.840 --> 00:00:42.920]  天安門上有太陽昇起 對不對
[00:00:42.920 --> 00:00:46.120]  那前些年又一首歌
[00:00:46.120 --> 00:00:49.080]  這首歌我覺得再拉回去三四十年
[00:00:49.080 --> 00:00:50.520]  就會被判反革命
[00:00:50.520 --> 00:00:54.160]  叫做《北京北京》汪峯唱的
[00:00:54.160 --> 00:00:55.560]  聽過嗎
[00:00:55.560 --> 00:00:57.920]  他說我在這座城市祈禱
[00:00:57.920 --> 00:00:59.600]  我在這座城市迷惘
[00:00:59.600 --> 00:01:00.960]  我在這座城市活着
[00:01:00.960 --> 00:01:02.800]  我在這座城市死去
[00:01:02.800 --> 00:01:03.960]  然後有一天
[00:01:03.960 --> 00:01:05.200]  如果我不得不離去
[00:01:05.200 --> 00:01:07.200]  我希望有人把我埋在那裏
[00:01:07.200 --> 00:01:09.280]  在這兒我能感覺到我的存在
[00:01:09.280 --> 00:01:13.520]  在這兒我有許多讓我眷戀的東西
[00:01:13.520 --> 00:01:17.600]  他好像魂牽夢繞的
[00:01:17.600 --> 00:01:18.840]  這座城市好像
[00:01:18.840 --> 00:01:21.680]  它是從一個北漂的一個角度 對不對
[00:01:21.680 --> 00:01:22.760]  在那裏一個打工
[00:01:22.760 --> 00:01:24.520]  想要在這裏有一席之地
[00:01:24.520 --> 00:01:26.680]  卻融入不進去
[00:01:26.680 --> 00:01:28.920]  這座輝煌的城市
[00:01:28.920 --> 00:01:31.000]  好像與我要失之交臂的
[00:01:31.000 --> 00:01:32.440]  這樣的一種感覺
[00:01:32.440 --> 00:01:35.240]  在唱出了這首歌
[00:01:35.240 --> 00:01:38.360]  今天我們讀的詩篇第87篇
[00:01:38.360 --> 00:01:41.280]  也是在講到一座城市
[00:01:41.280 --> 00:01:43.680]  指向了那座城市的榮耀
[00:01:43.680 --> 00:01:48.120]  有榮耀的事是指着這座城市說的
[00:01:48.120 --> 00:01:49.160]  好像是說
[00:01:49.160 --> 00:01:52.080]  耶和華神祂千萬的恩寵
[00:01:52.080 --> 00:01:55.280]  都集中在這座城市
[00:01:55.280 --> 00:01:56.520]  我問大家好
[00:01:56.520 --> 00:01:58.920]  你們比較喜歡在鄉村生活
[00:01:58.920 --> 00:02:02.200]  還是比較喜歡在城市生活
[00:02:02.200 --> 00:02:04.880]  你們比較喜歡在大一點的城市生活
[00:02:04.880 --> 00:02:12.520]  還是比較小一點的城市生活
[00:02:12.520 --> 00:02:15.520]  各位每個人的回答都不太一樣
[00:02:15.520 --> 00:02:18.840]  但是我知道的絕大多數人
[00:02:18.840 --> 00:02:20.080]  生活在大城市的
[00:02:20.080 --> 00:02:21.680]  像我們生活在洛杉磯的人
[00:02:21.680 --> 00:02:22.720]  他們都會說
[00:02:22.720 --> 00:02:24.800]  大城市好煩人好多
[00:02:24.800 --> 00:02:26.560]  早晨都有交通阻塞
[00:02:26.560 --> 00:02:29.360]  還有幫派
[00:02:29.360 --> 00:02:30.280]  但是呢
[00:02:30.280 --> 00:02:31.480]  真的讓他離開呢
[00:02:31.480 --> 00:02:33.120]  他又不習慣
[00:02:33.120 --> 00:02:34.680]  他又不捨得
[00:02:34.680 --> 00:02:36.280]  在大城市待慣的人
[00:02:36.280 --> 00:02:36.840]  我告訴你
[00:02:36.840 --> 00:02:39.240]  很難再跑到一個小鎮上
[00:02:39.240 --> 00:02:41.720]  甚至一個農村去生活
[00:02:41.720 --> 00:02:42.560]  上個周
[00:02:42.560 --> 00:02:45.120]  在上個周世界日報有一個報道
[00:02:45.120 --> 00:02:46.280]  他說
[00:02:46.280 --> 00:02:49.760]  今年應屆大學畢業生
[00:02:49.760 --> 00:02:52.000]  最屈之若鶩的
[00:02:52.000 --> 00:02:56.640]  你知道在美國是哪一間城市嗎
[00:02:56.640 --> 00:02:57.720]  No.1
[00:02:57.720 --> 00:03:00.920]  New York
[00:03:00.920 --> 00:03:01.640]  第二呢
[00:03:01.640 --> 00:03:02.800]  Chicago
[00:03:02.800 --> 00:03:04.640]  你說這都是犯罪重地啊
[00:03:04.640 --> 00:03:06.600]  但是人家就願意去
[00:03:06.600 --> 00:03:07.560]  第三是達拉斯
[00:03:07.560 --> 00:03:10.360]  第四是我們洛杉磯
[00:03:10.360 --> 00:03:11.800]  接下來還有很多
[00:03:11.800 --> 00:03:13.640]  他排了15個城市
[00:03:13.640 --> 00:03:15.960]  各位我們說
[00:03:15.960 --> 00:03:18.800]  其實其實其實城市好煩
[00:03:18.800 --> 00:03:20.240]  城市太複雜
[00:03:20.240 --> 00:03:21.640]  城市太多誘惑
[00:03:21.640 --> 00:03:22.640]  但是呢
[00:03:22.640 --> 00:03:24.960]  我們卻又離不開城市
[00:03:24.960 --> 00:03:28.160]  你知道在古代希臘的時候
[00:03:28.160 --> 00:03:30.000]  城邦
[00:03:30.000 --> 00:03:32.200]  在對於古希臘人而言
[00:03:32.200 --> 00:03:33.960]  可以說每一個人
[00:03:33.960 --> 00:03:36.240]  他們生命當中最大的理想
[00:03:36.240 --> 00:03:38.560]  就是住在一座偉大的城市
[00:03:38.560 --> 00:03:40.640]  參與一座偉大的城市
[00:03:40.640 --> 00:03:43.160]  屬於一座偉大的城市
[00:03:43.160 --> 00:03:44.560]  當時而言
[00:03:44.560 --> 00:03:46.040]  他們說我是
[00:03:46.040 --> 00:03:47.840]  我是希臘人
[00:03:47.840 --> 00:03:49.080]  我是斯巴達人
[00:03:49.080 --> 00:03:50.320]  我是羅馬人
[00:03:50.320 --> 00:03:51.800]  這對他們來說是一種榮譽
[00:03:51.800 --> 00:03:52.960]  你知道嗎
[00:03:52.960 --> 00:03:55.440]  是一個當時時候的夢想
[00:03:55.440 --> 00:03:56.160]  當然了
[00:03:56.160 --> 00:03:57.760]  今天我們現代人
[00:03:57.760 --> 00:03:58.960]  比較傾向於
[00:03:58.960 --> 00:04:00.720]  成爲一個偉大的個人
[00:04:00.720 --> 00:04:02.120]  一個偉大的個體
[00:04:02.120 --> 00:04:05.200]  而不是屬於一座偉大的城市
[00:04:05.200 --> 00:04:07.240]  這本書是十九世紀的
[00:04:07.240 --> 00:04:08.600]  一個法國的歷史學家
[00:04:08.600 --> 00:04:09.880]  非常有名的一本書
[00:04:09.880 --> 00:04:11.280]  叫做古代城邦
[00:04:11.280 --> 00:04:13.040]  叫做庫朗熱
[00:04:13.040 --> 00:04:14.240]  他寫的
[00:04:14.240 --> 00:04:16.840]  那在這本書當中的第四章
[00:04:16.840 --> 00:04:18.480]  他們就提出一個命題來
[00:04:18.480 --> 00:04:19.440]  他在問
[00:04:19.440 --> 00:04:20.560]  城市
[00:04:20.560 --> 00:04:22.960]  特別是在那個時代
[00:04:22.960 --> 00:04:24.720]  這個古希臘時代
[00:04:24.720 --> 00:04:25.800]  希羅時代
[00:04:25.800 --> 00:04:27.240]  希臘羅馬的時代
[00:04:27.240 --> 00:04:29.240]  城市是怎麼形成的
[00:04:29.240 --> 00:04:31.320]  他說城市的形成
[00:04:31.320 --> 00:04:34.760]  其實是源自於一個宗教的形成
[00:04:34.760 --> 00:04:36.240]  在地中海世界
[00:04:36.240 --> 00:04:38.040]  每一個城邦
[00:04:38.040 --> 00:04:39.840]  發現說每一個城邦
[00:04:39.840 --> 00:04:40.960]  每一個城市
[00:04:40.960 --> 00:04:43.320]  都有他們所敬拜的一個
[00:04:43.320 --> 00:04:44.880]  他們叫做主神
[00:04:44.880 --> 00:04:47.080]  或者叫做守護神
[00:04:47.080 --> 00:04:48.920]  每一個城市的中心
[00:04:48.920 --> 00:04:52.920]  都是在敬拜一個神明
[00:04:52.920 --> 00:04:53.680]  你知道嗎
[00:04:53.680 --> 00:04:55.160]  敬拜他們的神明
[00:04:55.160 --> 00:04:56.800]  所以當你說
[00:04:56.800 --> 00:04:59.440]  你是羅馬人
[00:04:59.440 --> 00:05:01.640]  當你說你是希臘人的時候
[00:05:01.640 --> 00:05:02.680]  這表明說
[00:05:02.680 --> 00:05:05.480]  你的身體居住在那個城市
[00:05:05.480 --> 00:05:08.000]  你的靈魂也參與在了
[00:05:08.000 --> 00:05:10.520]  那座城市的敬拜當中
[00:05:10.520 --> 00:05:11.560]  各位
[00:05:11.560 --> 00:05:13.760]  城邦是
[00:05:13.760 --> 00:05:17.000]  他說城邦是聯合敬拜的
[00:05:17.000 --> 00:05:19.400]  因着聯合敬拜而出現在
[00:05:19.400 --> 00:05:21.560]  地中海世界的
[00:05:21.560 --> 00:05:23.480]  在城市的建造
[00:05:23.480 --> 00:05:28.760]  在本質上其實是一種宗教行爲
[00:05:28.760 --> 00:05:31.280]  每一個城市本質上
[00:05:31.280 --> 00:05:33.720]  都是一個龐大的
[00:05:33.720 --> 00:05:38.080]  團體的宗教活動
[00:05:38.080 --> 00:05:40.160]  當然我們今天並不是這麼認爲
[00:05:40.160 --> 00:05:43.200]  但是就好像古希臘的
[00:05:43.200 --> 00:05:44.520]  柏拉圖所說的
[00:05:44.520 --> 00:05:46.000]  他有一句名言
[00:05:46.000 --> 00:05:49.840]  他說人是城邦動物
[00:05:49.840 --> 00:05:50.760]  他接着說
[00:05:50.760 --> 00:05:53.400]  一個不在任何一個羣體當中的
[00:05:53.400 --> 00:05:55.200]  你不屬於任何一個羣體
[00:05:55.200 --> 00:05:56.800]  你是一個孤零零的個體
[00:05:56.800 --> 00:05:59.480]  他說你要麼就是一尊神
[00:05:59.480 --> 00:06:01.320]  要麼你就是一隻獸
[00:06:01.320 --> 00:06:03.520]  反正你不是人
[00:06:03.520 --> 00:06:06.080]  人一定屬於一個團體
