
[00:00:00.000 --> 00:00:03.000]  我們今天會繼續來帶大家去查考神的話語
[00:00:03.000 --> 00:00:08.360]  我們看到耶穌帶着三個門徒登山變象
[00:00:08.360 --> 00:00:10.800]  然後目的是什麼呢?
[00:00:10.800 --> 00:00:15.000]  就是讓門徒看到祂的榮耀的真相
[00:00:15.000 --> 00:00:17.520]  因爲耶穌接着就要去受死
[00:00:17.520 --> 00:00:21.720]  那些門徒在這麼重要的時刻
[00:00:21.720 --> 00:00:23.280]  竟然睡着了
[00:00:23.280 --> 00:00:28.280]  聽不到很完整的耶穌和摩西尼亞的分享
[00:00:28.280 --> 00:00:30.340]  後來彼得一醒了之後就說
[00:00:30.340 --> 00:00:31.820]  哎呀,這裏真是好
[00:00:31.820 --> 00:00:33.540]  我們搭三座棚爲禰
[00:00:33.540 --> 00:00:36.000]  以及爲着尼亞和摩西
[00:00:36.000 --> 00:00:37.920]  他都不知道自己在說什麼
[00:00:37.920 --> 00:00:43.320]  好了,今天開始我們會看變臉的後傳
[00:00:43.320 --> 00:00:44.760]  就是耶穌下山
[00:00:44.760 --> 00:00:47.880]  遇到什麼事情呢?
[00:00:47.880 --> 00:00:49.660]  我們一下山的時候
[00:00:49.660 --> 00:00:52.360]  其實正在面對一個挑戰
[00:00:52.360 --> 00:00:56.420]  就是門徒原來那時候在山下
[00:00:56.420 --> 00:00:59.180]  就有一個人帶着兒子
[00:00:59.180 --> 00:01:01.760]  這個兒子被鬼上了身
[00:01:01.760 --> 00:01:04.680]  正在患一些癲痂病
[00:01:04.680 --> 00:01:09.480]  門徒爲他驅魔,趕鬼
[00:01:09.480 --> 00:01:11.140]  但是趕不了
[00:01:11.140 --> 00:01:14.320]  那些人就覺得你們有沒有用?
[00:01:14.320 --> 00:01:20.600]  如果你留意到這裏記載在三卷不同的福音書裏面
[00:01:20.600 --> 00:01:24.400]  在《馬帝福音》第十七章十四到二十一節
[00:01:24.400 --> 00:01:27.900]  《馬帝福音》第九章十四到二十九節
[00:01:27.900 --> 00:01:31.860]  以及《路加福音》第九章三十七到四十二節
[00:01:31.860 --> 00:01:34.820]  而其中最詳細的記載
[00:01:34.820 --> 00:01:37.080]  就記載在《馬可福音》
[00:01:37.080 --> 00:01:39.580]  所以我們今天主要的查經
[00:01:39.580 --> 00:01:42.320]  就在《馬可福音》第九章十四到二十九節
[00:01:42.320 --> 00:01:45.420]  不過我們也會對照其他的經文
[00:01:45.420 --> 00:01:46.960]  讓我們瞭解多一點
[00:01:46.960 --> 00:01:50.260]  好,那我們先來帶大家去聽一次
[00:01:50.260 --> 00:01:52.420]  這一段經文比較長一點的
[00:01:52.420 --> 00:01:54.660]  有十五六節的經文
[00:01:54.660 --> 00:01:57.460]  那我們帶大家去聽一聽,好嗎?
[00:01:57.460 --> 00:01:59.220]  你收得到嗎?
[00:01:59.220 --> 00:02:01.100]  耶穌到你們頭那裏
[00:02:01.100 --> 00:02:03.860]  看見有許多人圍着他們
[00:02:03.860 --> 00:02:06.060]  又有聞事和他們辯論
[00:02:06.060 --> 00:02:07.540]  中人一見耶穌
[00:02:07.540 --> 00:02:11.660]  都甚稀奇就跑上去問祂的案
[00:02:11.660 --> 00:02:13.180]  耶穌問他們說
[00:02:13.180 --> 00:02:15.860]  你們和他們辯論的是什麼?
[00:02:15.860 --> 00:02:18.740]  中人中間有一個人回答說
[00:02:18.740 --> 00:02:22.620]  公子,我帶了我的兒子到你這裏來
[00:02:22.620 --> 00:02:25.500]  他被鴉巴鬼附着
[00:02:25.500 --> 00:02:26.820]  無論在哪裏
[00:02:26.820 --> 00:02:31.640]  你捉弄他,把他摔到他就口中流沫
[00:02:31.640 --> 00:02:35.060]  咬牙切齒,身體枯竿
[00:02:35.060 --> 00:02:37.940]  我請過你的門徒把你趕出去
[00:02:37.940 --> 00:02:40.580]  他們卻是不肯
[00:02:40.580 --> 00:02:43.660]  耶穌說,哦,不信的世代哦
[00:02:43.660 --> 00:02:46.620]  我在你們這裏要到幾時呢?
[00:02:46.620 --> 00:02:49.060]  我忍耐你們要到幾時呢?
[00:02:49.060 --> 00:02:52.620]  把他帶到我這裏來吧
[00:02:52.620 --> 00:02:54.500]  他們就帶了他來
[00:02:54.500 --> 00:02:55.900]  他一見耶穌
[00:02:55.900 --> 00:02:58.900]  鬼便叫他重重的抽風
[00:02:58.900 --> 00:03:01.580]  倒在地上,翻來覆去
[00:03:01.580 --> 00:03:03.020]  口中流沫
[00:03:03.020 --> 00:03:04.900]  耶穌問他附身說
[00:03:04.900 --> 00:03:07.500]  他得者病有多少日子呢?
[00:03:07.500 --> 00:03:11.380]  回答說,更少的時候
[00:03:11.380 --> 00:03:14.060]  鬼屢次把他扛在火裏
[00:03:14.060 --> 00:03:15.900]  水裏,要滅他
[00:03:15.900 --> 00:03:17.500]  你若能做什麼
[00:03:17.500 --> 00:03:20.220]  靠你憐憫我們,幫助我們
[00:03:20.220 --> 00:03:21.700]  耶穌對他說
[00:03:21.700 --> 00:03:26.460]  你若能信,再信那些人凡事都能
[00:03:26.460 --> 00:03:28.900]  孩子的父親默示哭着說
[00:03:28.900 --> 00:03:31.340]  我信,但是我信不足
[00:03:31.340 --> 00:03:32.900]  求主幫助
[00:03:32.900 --> 00:03:34.980]  耶穌看見衆人都跑上來
[00:03:34.980 --> 00:03:37.060]  就斥責那烏龜說
[00:03:37.060 --> 00:03:38.580]  你惹怒那些鬼
[00:03:38.580 --> 00:03:41.980]  我吩咐你從那裏頭出來
[00:03:41.980 --> 00:03:44.740]  再不要進去
[00:03:44.740 --> 00:03:46.180]  那鬼喊叫
[00:03:46.180 --> 00:03:48.860]  使孩子大大地抽了一陣風
[00:03:48.860 --> 00:03:50.300]  就出來了
[00:03:50.300 --> 00:03:52.380]  孩子好像死了一般
[00:03:52.380 --> 00:03:54.180]  以至衆人多半說
[00:03:54.180 --> 00:03:55.420]  他是死了
[00:03:55.420 --> 00:03:57.340]  但耶穌拉着他的手
[00:03:57.340 --> 00:03:58.460]  扶他起來
[00:03:58.460 --> 00:04:02.580]  他就站起來了
[00:04:02.580 --> 00:04:04.220]  耶穌進入屋子
[00:04:04.220 --> 00:04:06.820]  門後就暗暗地問他說
[00:04:06.820 --> 00:04:09.940]  我們爲什麼不能趕出他去呢?
[00:04:09.940 --> 00:04:11.100]  耶穌說
[00:04:11.100 --> 00:04:12.300]  非用禱告
[00:04:12.300 --> 00:04:14.860]  這類的鬼總不能出來
[00:04:14.860 --> 00:04:16.220]  我們很感謝Doris
[00:04:16.220 --> 00:04:18.540]  跟我們一口氣讀了這一段經文
[00:04:18.540 --> 00:04:19.860]  我們有個印象
[00:04:19.860 --> 00:04:21.260]  就是耶穌下山的時候
[00:04:21.260 --> 00:04:23.060]  就被人圍着問他
[00:04:23.060 --> 00:04:24.620]  你的門徒都沒用的
[00:04:24.620 --> 00:04:26.020]  都趕不了鬼的
[00:04:26.020 --> 00:04:28.420]  耶穌後來就趕鬼出來了
[00:04:28.420 --> 00:04:29.540]  一開始我們見到
[00:04:29.540 --> 00:04:31.620]  真是啞口無言
[00:04:31.620 --> 00:04:33.380]  聖經裏面在《老公的第九章》
[00:04:33.380 --> 00:04:35.060]  沙漆寺到第二天
[00:04:35.060 --> 00:04:36.500]  他們下了山
[00:04:36.500 --> 00:04:39.620]  就有許多人來迎見耶穌
[00:04:39.620 --> 00:04:42.180]  這段經文很清楚地指出
[00:04:42.180 --> 00:04:45.220]  主耶穌是在晚上的時候
[00:04:45.220 --> 00:04:46.660]  然後變象
[00:04:46.660 --> 00:04:48.260]  所以其實很榮耀的
[00:04:48.260 --> 00:04:49.900]  是在漆黑的晚上裏面
[00:04:49.900 --> 00:04:50.900]  突然之間
[00:04:50.900 --> 00:04:53.660]  耶穌全身發光
[00:04:53.660 --> 00:04:54.700]  那時候
[00:04:54.700 --> 00:04:55.820]  談完之後
[00:04:55.820 --> 00:04:57.460]  第二天他就下山了
[00:04:57.460 --> 00:04:58.540]  下山的時候
[00:04:58.540 --> 00:04:59.860]  那些門徒
[00:04:59.860 --> 00:05:01.180]  一見到他的時候
[00:05:01.180 --> 00:05:03.820]  就有很多人圍着耶穌
[00:05:03.820 --> 00:05:05.380]  特別還有什麼呢?
[00:05:05.380 --> 00:05:09.940]  就是有聞士和他們去辯論
[00:05:09.940 --> 00:05:11.500]  大家知道什麼叫聞士嗎?
[00:05:11.500 --> 00:05:13.460]  聞士就是他們國家亡了之後
[00:05:13.460 --> 00:05:15.580]  他們被驅散到不同的地方
[00:05:15.580 --> 00:05:17.340]  於是有些宗教人士
[00:05:17.340 --> 00:05:18.780]  專門抄寫聖經
[00:05:18.780 --> 00:05:20.540]  以及教導他們
[00:05:20.540 --> 00:05:22.620]  來有熟悉神的律法
[00:05:22.620 --> 00:05:25.540]  這幫聞士是備受尊重的
