
[00:00:00.000 --> 00:00:03.440]  頂住每日平安
[00:00:03.440 --> 00:00:06.080]  明志很重要
[00:00:06.080 --> 00:00:09.800]  多謝我們的父母給我們一個名字
[00:00:09.800 --> 00:00:12.760]  不知你喜不喜歡呢?
[00:00:12.760 --> 00:00:15.120]  聖名這個設立是不錯的
[00:00:15.120 --> 00:00:16.320]  如果沒有聖名設立
[00:00:16.320 --> 00:00:20.440]  可能你和我每個人都只有一個號碼
[00:00:20.440 --> 00:00:22.920]  當有一天我們會去了沒有自由的地方
[00:00:22.920 --> 00:00:26.880]  我們真的只會叫號碼
[00:00:26.880 --> 00:00:29.360]  聖名是反映了
[00:00:29.360 --> 00:00:32.400]  當我們起名的多數是父母
[00:00:32.400 --> 00:00:33.960]  他們的期望
[00:00:33.960 --> 00:00:35.680]  對我們的期望
[00:00:35.680 --> 00:00:37.760]  或者他們的一些經歷
[00:00:37.760 --> 00:00:42.400]  以至他們為我們取這個名字
[00:00:42.400 --> 00:00:49.920]  最近有乘坐美國軍機離開阿富汗的孕婦
[00:00:49.920 --> 00:00:53.600]  當軍機快要降落美國的時候
[00:00:53.600 --> 00:00:55.320]  她就開始生了
[00:00:55.320 --> 00:00:56.680]  當然感恩
[00:00:56.680 --> 00:00:59.240]  上年生了一個女兒
[00:00:59.240 --> 00:01:03.320]  於是這個父母就把這個女兒的名字
[00:01:03.320 --> 00:01:05.560]  根據這個飛機的代號
[00:01:05.560 --> 00:01:08.440]  給了我女兒這個名字
[00:01:08.440 --> 00:01:10.960]  我相信女兒長大的時候
[00:01:10.960 --> 00:01:15.080]  她會從父母給她的名字她知道
[00:01:15.080 --> 00:01:17.840]  曾幾何時她是乘坐這個飛機
[00:01:17.840 --> 00:01:20.160]  去到另一個國家裡面
[00:01:20.160 --> 00:01:23.840]  得著新的生命
[00:01:23.840 --> 00:01:28.240]  女牧師的名字
[00:01:28.240 --> 00:01:31.160]  女是沒有選擇的
[00:01:31.160 --> 00:01:32.520]  軍也沒有選擇
[00:01:32.520 --> 00:01:34.440]  因為是我的輩分
[00:01:34.440 --> 00:01:38.480]  但我爸爸說我做忘事
[00:01:38.480 --> 00:01:41.040]  我猜我沒有問他
[00:01:41.040 --> 00:01:43.480]  是因為我媽媽生我之前
[00:01:43.480 --> 00:01:47.480]  生了四個女兒
[00:01:47.480 --> 00:01:49.440]  如果我也是女兒
[00:01:49.440 --> 00:01:52.880]  我爸爸媽媽就沒有希望了
[00:01:52.880 --> 00:01:55.800]  我猜是這樣
[00:01:55.800 --> 00:01:59.400]  所以我很珍惜我這個名字
[00:01:59.400 --> 00:02:04.080]  我都說我能不能成為我爸爸媽媽的希望
[00:02:04.080 --> 00:02:06.920]  我曾經想過我要做生意
[00:02:06.920 --> 00:02:07.760]  我知道我做生意
[00:02:07.760 --> 00:02:11.120]  我才能夠讓我爸爸媽媽有好的生活
[00:02:11.120 --> 00:02:14.560]  我自小的立願就是做生意
[00:02:14.560 --> 00:02:17.400]  不過上帝給我另一個工作
[00:02:17.400 --> 00:02:20.080]  就是做打魚的生意
[00:02:20.080 --> 00:02:24.000]  就是做一個得人的漁夫
[00:02:24.000 --> 00:02:25.840]  很奇妙
[00:02:25.840 --> 00:02:28.120]  我經常都說爸爸媽媽
[00:02:28.120 --> 00:02:31.880]  雖然你給不了我什麼好的天分
[00:02:31.880 --> 00:02:35.040]  無論身體的健壯
[00:02:35.040 --> 00:02:36.400]  無論是智慧
[00:02:36.400 --> 00:02:38.360]  坦白說真的沒有什麼
[00:02:38.360 --> 00:02:40.080]  不過多謝爸爸媽媽
[00:02:40.080 --> 00:02:43.880]  給我一個溫暖的家
[00:02:43.880 --> 00:02:45.640]  父母給我的愛
[00:02:45.640 --> 00:02:49.240]  所以我在一個很健康的家庭裡面成長
[00:02:49.240 --> 00:02:50.840]  在我成長過程裡面
[00:02:50.840 --> 00:02:53.960]  我有家人給我愛
[00:02:53.960 --> 00:02:55.840]  很感恩
[00:02:55.840 --> 00:02:57.720]  因為我相信耶穌
[00:02:57.720 --> 00:03:00.360]  我將更大的愛
[00:03:00.360 --> 00:03:02.720]  去給過我爸爸媽媽
[00:03:02.720 --> 00:03:04.360]  他們已經在天堂了
[00:03:04.360 --> 00:03:07.640]  他們得到耶穌給他們真正的愛
[00:03:07.640 --> 00:03:09.360]  我多謝爸爸媽媽
[00:03:09.360 --> 00:03:13.080]  給我君望這麼好的名字
[00:03:13.080 --> 00:03:15.480]  不是很多人叫的
[00:03:15.480 --> 00:03:17.000]  所以我們對於人的名
[00:03:17.000 --> 00:03:18.640]  對於自己的名
[00:03:18.640 --> 00:03:20.320]  我們應該去尊重
[00:03:20.320 --> 00:03:21.520]  喜不喜歡都好
[00:03:21.520 --> 00:03:24.080]  這是父母對我們的期望
[00:03:24.080 --> 00:03:30.040]  是父母有特別的原因為我們而起
[00:03:30.040 --> 00:03:32.560]  當我們稱呼人的時候
[00:03:32.560 --> 00:03:35.640]  也都反映了我們跟對方的關係
[00:03:35.640 --> 00:03:37.440]  當我們稱呼人的時候
[00:03:37.440 --> 00:03:40.560]  也都反映了我們對人的心態
[00:03:40.560 --> 00:03:41.800]  當你不太熟的人
[00:03:41.800 --> 00:03:43.800]  甚至你不知道名字的時候
[00:03:43.800 --> 00:03:46.160]  男的就叫先生
[00:03:46.160 --> 00:03:47.760]  小姐
[00:03:47.760 --> 00:03:48.360]  姨姨
[00:03:48.360 --> 00:03:49.000]  叔叔
[00:03:49.000 --> 00:03:50.840]  姐姐
[00:03:50.840 --> 00:03:54.800]  當然有些人很介意你叫錯了
[00:03:54.800 --> 00:03:56.160]  現在比較市井些
[00:03:56.160 --> 00:03:57.040]  比較輕鬆些
[00:03:57.040 --> 00:03:58.240]  即是多些
[00:03:58.240 --> 00:03:59.760]  一進來就說
[00:03:59.760 --> 00:04:02.120]  阿靚仔
[00:04:02.120 --> 00:04:03.080]  不要這麼開心
[00:04:03.080 --> 00:04:06.840]  你不一定真是靚仔
[00:04:06.840 --> 00:04:08.120]  當三聲變為一聲
[00:04:08.120 --> 00:04:10.920]  廣東話的三聲變為一聲的時候
[00:04:10.920 --> 00:04:12.640]  意思就不同了
[00:04:12.640 --> 00:04:15.000]  靚仔就會變成
[00:04:15.000 --> 00:04:16.960]  靚仔
[00:04:16.960 --> 00:04:21.640]  那就是一種有少少鄙視的角度
[00:04:21.640 --> 00:04:22.760]  有時候我都會聽到
[00:04:22.760 --> 00:04:24.400]  我自己都被人提醒
[00:04:24.400 --> 00:04:26.320]  我沒有名字給你叫
[00:04:26.320 --> 00:04:27.240]  有時候見到人
[00:04:27.240 --> 00:04:30.920]  喂喂喂喂
[00:04:30.920 --> 00:04:33.760]  原來人的名字是很重要
[00:04:33.760 --> 00:04:36.000]  當我們稱呼人的名字的時候
