
[00:00:00.000 --> 00:00:03.400]  保羅在爾忽所傳福音
[00:00:03.400 --> 00:00:07.800]  告訴人認識真神是很重要的
[00:00:07.800 --> 00:00:09.500]  耶穌是真神
[00:00:09.500 --> 00:00:10.600]  祂從神而來
[00:00:10.600 --> 00:00:12.800]  並且從死裡復活
[00:00:12.800 --> 00:00:15.600]  人應該悔改信福音
[00:00:15.600 --> 00:00:18.400]  當人願意信福音的時候
[00:00:18.400 --> 00:00:23.000]  他們就要轉來他們以前所拜的偶像
[00:00:23.000 --> 00:00:25.300]  我們知道外邦人
[00:00:25.300 --> 00:00:27.400]  特別在新約的時代
[00:00:27.400 --> 00:00:32.000]  希臘人、羅馬人是多神主義的
[00:00:32.000 --> 00:00:33.200]  他們有很多的神
[00:00:33.200 --> 00:00:35.600]  他們拜很多的偶像
[00:00:35.600 --> 00:00:39.000]  所以如果這些人信耶穌的話
[00:00:39.000 --> 00:00:41.000]  他們一個很基本
[00:00:41.000 --> 00:00:43.200]  我們常識都知道的
[00:00:43.200 --> 00:00:45.100]  就是他們當然要離開偶像
[00:00:45.100 --> 00:00:48.400]  沒理由又拜耶穌又拜偶像
[00:00:48.400 --> 00:00:51.400]  但是這個情況
[00:00:51.400 --> 00:00:56.200]  令當地產生一些擔憂
[00:00:56.200 --> 00:01:00.600]  因為做偶像的人是賺生意的
[00:01:00.600 --> 00:01:08.000]  特別他們在爾忽所敬拜亞底米女神
[00:01:08.000 --> 00:01:11.200]  這個亞底米女神
[00:01:11.200 --> 00:01:13.800]  我們不是很熟悉
[00:01:13.800 --> 00:01:16.600]  但是
[00:01:16.600 --> 00:01:20.200]  亞底米是希臘文的名字
[00:01:20.200 --> 00:01:24.200]  羅馬名或者拉丁名就叫大安娜
[00:01:24.200 --> 00:01:26.000]  大安娜女神
[00:01:26.000 --> 00:01:27.800]  是智慧女神
[00:01:27.800 --> 00:01:30.200]  於是開始有人小拜
[00:01:30.200 --> 00:01:35.600]  原來有一班人是靠做這些女神像
[00:01:35.600 --> 00:01:38.200]  來維持生計的
[00:01:38.200 --> 00:01:40.400]  或者做一些小型的
[00:01:40.400 --> 00:01:42.200]  給人買回家拜也好
[00:01:42.200 --> 00:01:44.200]  給遊客也好
[00:01:44.200 --> 00:01:50.000]  而這個爾忽所的亞底米女神像
[00:01:50.000 --> 00:01:51.200]  是金屬做的
[00:01:51.200 --> 00:01:52.400]  其實基本上
[00:01:52.400 --> 00:01:55.400]  這裡剛才提過是雕絲雕下來的
[00:01:55.400 --> 00:01:57.400]  其實是一個隕石
[00:01:57.400 --> 00:01:58.200]  歷史有記載
[00:01:58.200 --> 00:02:00.600]  他們用隕石的金屬
[00:02:00.600 --> 00:02:04.000]  做了一個其實不是很大的女神像
[00:02:04.000 --> 00:02:05.800]  認為是從天國下來的
[00:02:05.800 --> 00:02:08.800]  來敬拜這件事
[00:02:08.800 --> 00:02:10.400]  所以當那些人
[00:02:10.400 --> 00:02:12.200]  保羅開始傳福音
[00:02:12.200 --> 00:02:14.600]  叫人離開偶像
[00:02:14.600 --> 00:02:17.000]  歸向真神的話
[00:02:17.000 --> 00:02:22.200]  這些人就開始覺得自己的生意受威脅
[00:02:22.200 --> 00:02:23.400]  到底有多少威脅
[00:02:23.400 --> 00:02:24.800]  我們也不太知道
[00:02:24.800 --> 00:02:29.600]  但是這個叫做底米雕的人
[00:02:29.600 --> 00:02:32.000]  又很有遠見
[00:02:32.000 --> 00:02:34.400]  其實他覺得自己受威脅
[00:02:34.400 --> 00:02:36.400]  或者他的生意開始減少
[00:02:36.400 --> 00:02:38.000]  又開始有人信耶穌
[00:02:38.000 --> 00:02:39.400]  不再買這些東西
[00:02:39.400 --> 00:02:41.800]  他其實說
[00:02:41.800 --> 00:02:44.200]  因為他要煽動他的行家
[00:02:44.200 --> 00:02:47.600]  一起來暴動亂
[00:02:47.600 --> 00:02:49.600]  說得很誇張
[00:02:49.600 --> 00:02:53.200]  但是這種誇張的說法又是有道理的
[00:02:53.200 --> 00:02:56.200]  他們所擔心的事情不是錯的
[00:02:56.200 --> 00:02:59.600]  他們擔心的事情不是無緣無故的
[00:02:59.600 --> 00:03:03.600]  他們比猶太人更加合理
[00:03:03.600 --> 00:03:06.000]  猶太人經常誣告保羅
[00:03:06.000 --> 00:03:07.600]  就是說保羅沒有說過
[00:03:07.600 --> 00:03:09.200]  但是這些人說的話
[00:03:09.200 --> 00:03:11.600]  其實保羅是有說過的
[00:03:11.600 --> 00:03:13.400]  他們說
[00:03:13.400 --> 00:03:17.600]  保羅說人手所做的不是神
[00:03:17.600 --> 00:03:18.400]  是對的
[00:03:18.400 --> 00:03:19.600]  保羅就是這樣說的
[00:03:19.600 --> 00:03:23.200]  他說我們這個神廟會開始被人輕忽
[00:03:23.200 --> 00:03:25.800]  甚至來到亞細亞全地普天下
[00:03:25.800 --> 00:03:28.400]  敬拜大女神的威榮也要消滅
[00:03:28.400 --> 00:03:29.600]  很誇張
[00:03:29.600 --> 00:03:32.400]  全世界都不拜這個神了
[00:03:32.400 --> 00:03:34.000]  我們沒有工作了
[00:03:34.000 --> 00:03:38.400]  但是這個底米雕說的話也是對的
[00:03:38.400 --> 00:03:39.200]  為什麼呢?
[00:03:39.200 --> 00:03:41.800]  因為我們知道經過幾百年之後
[00:03:41.800 --> 00:03:43.400]  去到第四世紀
[00:03:43.400 --> 00:03:47.200]  當這個君士坦丁皇帝信了耶穌之後
[00:03:47.200 --> 00:03:50.800]  他最後在晚年的時候宣佈
[00:03:50.800 --> 00:03:53.800]  除了敬拜耶穌之外
[00:03:53.800 --> 00:03:56.400]  所有其他敬拜都是犯法的
[00:03:56.400 --> 00:03:59.800]  所以所有偶像都不可以再被人拜了
[00:03:59.800 --> 00:04:02.400]  所以這個底米雕預言
[00:04:02.400 --> 00:04:06.400]  普天之下敬拜大女神的威榮也要消滅
[00:04:06.400 --> 00:04:07.800]  也是對的
[00:04:07.800 --> 00:04:09.600]  這個人這麼聰明
[00:04:09.600 --> 00:04:12.200]  果然是拜這個智慧女神
[00:04:12.200 --> 00:04:15.800]  所以他又開始不滿
[00:04:15.800 --> 00:04:20.800]  開始煽動他的行家來對付保羅
[00:04:20.800 --> 00:04:22.800]  對付教會
[00:04:22.800 --> 00:04:26.400]  這件事我們都要明白的
[00:04:26.400 --> 00:04:30.000]  當我們來信耶穌的時候
[00:04:30.000 --> 00:04:32.200]  當我們要傳福音
[00:04:32.200 --> 00:04:35.800]  我們要幫助更多人信耶穌
[00:04:35.800 --> 00:04:38.200]  當然從教會的角度看
[00:04:38.200 --> 00:04:40.200]  當然是好的
[00:04:40.200 --> 00:04:42.200]  我們幫助一個人信了耶穌
[00:04:42.200 --> 00:04:43.800]  他能夠得到永生
[00:04:43.800 --> 00:04:45.800]  他的生命能夠被改變
[00:04:45.800 --> 00:04:50.800]  但老實說對社會來說是會有影響的
[00:04:50.800 --> 00:04:53.400]  我們不是很留意
[00:04:53.400 --> 00:04:55.200]  因為在香港
[00:04:55.200 --> 00:04:57.200]  我們過去二、三十年
[00:04:57.200 --> 00:04:59.400]  信耶穌的人不是多很多
[00:04:59.400 --> 00:05:01.600]  當然也多了一點
[00:05:01.600 --> 00:05:02.800]  但是人也多了
[00:05:02.800 --> 00:05:04.400]  比例上也是差不多的
[00:05:04.400 --> 00:05:08.800]  所以我們不覺得對社會有什麼大的影響
[00:05:08.800 --> 00:05:12.000]  我們不是二十年前香港沒有基督徒
[00:05:12.000 --> 00:05:14.000]  現在突然有幾十萬基督徒
[00:05:14.000 --> 00:05:16.200]  可能影響會比較明顯
[00:05:16.200 --> 00:05:17.800]  但我們沒有的
[00:05:17.800 --> 00:05:18.800]  但你要明白
[00:05:18.800 --> 00:05:21.600]  當我們去傳福音的時候
[00:05:21.600 --> 00:05:24.200]  我們不只是帶一些人來教會
[00:05:24.200 --> 00:05:25.600]  多一些人信耶穌
[00:05:25.600 --> 00:05:27.600]  社會是有轉變的
[00:05:27.600 --> 00:05:32.400]  如果我們能夠將很多人帶來信耶穌
[00:05:32.400 --> 00:05:35.800]  如果我們能夠讓香港的基督徒多一倍
[00:05:35.800 --> 00:05:39.000]  轉變是很明顯的
[00:05:39.000 --> 00:05:40.400]  如果我們很多人說
[00:05:40.400 --> 00:05:43.000]  我們想香港所有人都信耶穌
[00:05:43.000 --> 00:05:45.200]  如果這件事真的發生的時候
[00:05:45.200 --> 00:05:47.800]  轉變是更明顯的
[00:05:47.800 --> 00:05:49.400]  其中一個轉變就是
[00:05:49.400 --> 00:05:52.000]  有很多人的生意受影響了
[00:05:52.000 --> 00:05:55.800]  想像一下什麼人的生意受影響呢?
[00:05:55.800 --> 00:05:58.400]  我們所有人信耶穌之後
[00:05:58.400 --> 00:06:00.000]  我們也有改變
[00:06:00.000 --> 00:06:02.600]  如果我們拜偶像就不再拜了
[00:06:02.600 --> 00:06:05.400]  我們不會再買神像回家拜了
[00:06:05.400 --> 00:06:07.400]  我們也不會再去光顧
[00:06:07.400 --> 00:06:09.400]  買什麼元寶蠟燭香
[00:06:09.400 --> 00:06:11.400]  買衣紙去燒這些東西
[00:06:11.400 --> 00:06:13.600]  這是最基本的改變
[00:06:13.600 --> 00:06:17.600]  如果這個改變是很大規模發生的時候
[00:06:17.600 --> 00:06:20.200]  做那些生意的人會受影響
[00:06:20.200 --> 00:06:23.400]  可能有第二個底米丟出來說
[00:06:23.400 --> 00:06:25.400]  你們這些基督徒叫人不要裝香
[00:06:25.400 --> 00:06:26.800]  現在我們的香很少人買了
[00:06:26.800 --> 00:06:27.800]  那就糟糕了
[00:06:27.800 --> 00:06:29.600]  會影響生意的
[00:06:29.600 --> 00:06:31.200]  會不會有誤會的
[00:06:31.200 --> 00:06:33.400]  所以現在的人也開始自己少燒香了
[00:06:33.400 --> 00:06:34.800]  就不是因為他信耶穌
[00:06:34.800 --> 00:06:36.400]  因為那些香很臭
[00:06:36.400 --> 00:06:38.200]  開始買一些電子香
[00:06:38.200 --> 00:06:40.200]  我也不知道電子香有什麼用
[00:06:40.200 --> 00:06:43.200]  但是這件事是會影響的
[00:06:43.200 --> 00:06:47.200]  很多人不再去拜偶像的話
[00:06:47.200 --> 00:06:49.400]  如果我們可以想像在香港
[00:06:49.400 --> 00:06:51.400]  那些人不再去拜天后
[00:06:51.400 --> 00:06:53.400]  不再去拜王大仙
[00:06:53.400 --> 00:06:55.400]  不再去拜車公
[00:06:55.400 --> 00:06:57.400]  很多人會失業的
[00:06:57.400 --> 00:07:00.400]  這些人是會出來吵的
[00:07:00.400 --> 00:07:01.400]  這些人可能
[00:07:01.400 --> 00:07:03.400]  如果這個改變太快
[00:07:03.400 --> 00:07:05.000]  你全部人都太好了
[00:07:05.000 --> 00:07:06.400]  太多人很快信主
[00:07:06.400 --> 00:07:08.000]  這些人會出來吵的
[00:07:08.000 --> 00:07:10.200]  新年車公沒人去拜
[00:07:10.200 --> 00:07:11.600]  王大仙沒人去拜
[00:07:11.600 --> 00:07:12.400]  那怎麼辦?
[00:07:12.400 --> 00:07:13.400]  我們吃什麼?
[00:07:13.400 --> 00:07:15.800]  那些人幫人解籤
[00:07:15.800 --> 00:07:18.000]  那些人幫人打齋
[00:07:18.000 --> 00:07:20.000]  那些人沒有生意做了
[00:07:20.000 --> 00:07:22.800]  當然我們有其他生意做的
[00:07:22.800 --> 00:07:24.000]  如果香港多一點基督徒
[00:07:24.000 --> 00:07:26.000]  什麼會好一點生意呢?
[00:07:26.000 --> 00:07:27.000]  你可以想像一下
[00:07:27.000 --> 00:07:29.000]  基督徒沒有什麼特別的
[00:07:29.000 --> 00:07:30.400]  可能地產會好一點
[00:07:30.400 --> 00:07:32.400]  因為我們要礦塘
[00:07:32.400 --> 00:07:34.400]  夠多人要礦塘
[00:07:34.400 --> 00:07:36.800]  教會要很多地方裝一些人
[00:07:36.800 --> 00:07:38.000]  地產可能
[00:07:38.000 --> 00:07:39.800]  這些商業大廈
[00:07:39.800 --> 00:07:41.200]  生意好一點的
[00:07:41.200 --> 00:07:42.200]  我剛才在想
[00:07:42.200 --> 00:07:44.200]  我們每個星期
[00:07:44.200 --> 00:07:46.000]  這些東西沒什麼特別
[00:07:46.000 --> 00:07:47.800]  我們消耗性的物品
[00:07:47.800 --> 00:07:49.600]  我們每個星期守主差的
[00:07:49.600 --> 00:07:50.400]  可能葡萄汁
[00:07:50.400 --> 00:07:51.800]  葡萄汁會好賣一點
[00:07:51.800 --> 00:07:52.800]  因為多了很多教會
[00:07:52.800 --> 00:07:54.200]  哇!每個人都相信耶穌
[00:07:54.200 --> 00:07:56.200]  每個人都有葡萄汁
[00:07:56.200 --> 00:07:57.000]  有些人會好
[00:07:57.000 --> 00:07:58.400]  有些人會差的
[00:07:58.400 --> 00:08:00.000]  所以我們要明白
[00:08:00.000 --> 00:08:01.800]  我們會影響的
[00:08:01.800 --> 00:08:04.600]  有時候不只是一個很簡單
[00:08:04.600 --> 00:08:08.600]  我們說這些民間宗教的轉變會發生
[00:08:08.600 --> 00:08:11.200]  當我們基督徒越來越多的時候
[00:08:11.200 --> 00:08:13.600]  我們又真的作耶穌的門徒
[00:08:13.600 --> 00:08:16.000]  我們按照聖經的教導而行
[00:08:16.000 --> 00:08:18.800]  我們的價值觀念改變的時候
[00:08:18.800 --> 00:08:20.600]  我們的行為會改變
[00:08:20.600 --> 00:08:23.800]  如果這個社會很多人的行為改變
[00:08:23.800 --> 00:08:26.000]  那個影響更大
[00:08:26.000 --> 00:08:30.600]  不單止是這個偶像的問題
[00:08:30.600 --> 00:08:33.200]  在香港我們很少聽到這樣的
[00:08:33.200 --> 00:08:37.400]  老實說我們是一個宗教自由的社會
[00:08:37.400 --> 00:08:39.000]  如果很多人信基督教
[00:08:39.000 --> 00:08:40.400]  不信民間宗教
[00:08:40.400 --> 00:08:42.800]  我想他們都不可以出來吵
[00:08:42.800 --> 00:08:45.600]  同樣如果很多人不信基督教
[00:08:45.600 --> 00:08:47.400]  或者基督教國家裡面
[00:08:47.400 --> 00:08:50.600]  我們知道以前很多基督徒的地方
[00:08:50.600 --> 00:08:52.000]  有些人開始不信了
[00:08:52.000 --> 00:08:52.800]  不回教會
[00:08:52.800 --> 00:08:54.800]  我們很難吵誰
[00:08:54.800 --> 00:08:56.600]  這個是自由的
[00:08:56.600 --> 00:08:57.600]  我們很難吵
[00:08:57.600 --> 00:08:59.200]  但當我們信了耶穌的時候
[00:08:59.200 --> 00:09:01.600]  我們的價值觀念會改變
[00:09:01.600 --> 00:09:03.800]  我們有些事情可能會不做
[00:09:03.800 --> 00:09:06.600]  有些事情我們可能會少做
[00:09:06.600 --> 00:09:10.400]  我們可能對於用錢會更加小心
[00:09:10.400 --> 00:09:13.000]  我們覺得應該有價值一點
[00:09:13.000 --> 00:09:17.200]  可能很多很揮霍式的消費少人做
[00:09:17.200 --> 00:09:18.600]  因為基督徒不做
[00:09:18.600 --> 00:09:20.800]  越來越多基督徒
[00:09:20.800 --> 00:09:23.000]  有些很貴的東西可能少人買
[00:09:23.000 --> 00:09:25.600]  因為基督徒買的東西實用一點
[00:09:25.600 --> 00:09:28.000]  可能馬會沒生意了
[00:09:28.000 --> 00:09:29.400]  香港最糟糕了
[00:09:29.400 --> 00:09:30.400]  馬會沒生意
[00:09:30.400 --> 00:09:31.600]  政府少收稅
[00:09:31.600 --> 00:09:32.600]  怎麼辦?
[00:09:32.600 --> 00:09:35.200]  影響香港穩定
[00:09:35.200 --> 00:09:36.000]  怎麼辦?
[00:09:36.000 --> 00:09:37.600]  馬會沒人加入
[00:09:37.600 --> 00:09:41.400]  我們要明白總是會有些事情發生
[00:09:41.400 --> 00:09:44.000]  我們不可能我們信耶穌
[00:09:44.000 --> 00:09:46.000]  我們沒什麼改變
