
[00:00:00.000 --> 00:00:03.000]  羅馬書的第24講
[00:00:03.000 --> 00:00:05.420]  今天要講羅馬書的九章
[00:00:05.420 --> 00:00:06.940]  一至三節
[00:00:06.940 --> 00:00:09.540]  和六至十四節
[00:00:09.540 --> 00:00:13.260]  哇 你說九章四節和九章五節
[00:00:13.260 --> 00:00:14.800]  為什麼你不講?
[00:00:14.800 --> 00:00:17.700]  記不記得我上次已經跟大家講過
[00:00:17.700 --> 00:00:20.540]  救恩是出自猶太人
[00:00:20.540 --> 00:00:21.640]  很可惜
[00:00:21.640 --> 00:00:24.080]  因為他們不接受耶穌基督
[00:00:24.080 --> 00:00:25.740]  因為他們沒有接受到
[00:00:25.740 --> 00:00:28.280]  神給他們的旨意
[00:00:28.280 --> 00:00:30.560]  在他們身上的旨意
[00:00:30.560 --> 00:00:35.260]  以致他們拒絕神給他們的福音信息
[00:00:35.260 --> 00:00:36.200]  那你說
[00:00:36.200 --> 00:00:39.640]  是不是神在他們身上的旨意落空?
[00:00:39.640 --> 00:00:40.820]  不是的
[00:00:40.820 --> 00:00:43.520]  保羅不是這樣告訴我們
[00:00:43.520 --> 00:00:45.360]  保羅告訴我們
[00:00:45.360 --> 00:00:47.960]  世上是有真正的以色列人
[00:00:47.960 --> 00:00:50.440]  和不是真正的以色列人
[00:00:50.440 --> 00:00:53.020]  今天我就要跟大家講
[00:00:53.020 --> 00:00:56.280]  哪些人才是真正的以色列人
[00:00:56.280 --> 00:00:58.200]  在每一個時代
[00:00:58.200 --> 00:01:00.780]  神都會把真正的以色列人
[00:01:00.780 --> 00:01:02.420]  就是那些愚民
[00:01:02.420 --> 00:01:04.000]  我又要講清楚
[00:01:04.000 --> 00:01:06.640]  愚民不是打魚佬
[00:01:06.640 --> 00:01:08.460]  不是捉魚的人
[00:01:08.460 --> 00:01:10.260]  愚民我今天所講的
[00:01:10.260 --> 00:01:12.260]  是愚落來的人民
[00:01:12.260 --> 00:01:13.660]  愚落來的以色列人
[00:01:13.660 --> 00:01:16.140]  在每一個時代都有愚民
[00:01:16.140 --> 00:01:20.180]  是神為他自己所存留的人民
[00:01:20.180 --> 00:01:24.100]  這些才是真正的以色列人
[00:01:24.100 --> 00:01:27.780]  在羅馬書的九章一至三節
[00:01:27.780 --> 00:01:30.720]  保羅一開始就告訴以色列人
[00:01:30.720 --> 00:01:33.020]  神沒有放棄你們
[00:01:33.020 --> 00:01:35.840]  保羅說我身為外邦的使徒
[00:01:35.840 --> 00:01:37.420]  外邦人的使徒
[00:01:37.420 --> 00:01:40.620]  但是我的心是向著你們的
[00:01:40.620 --> 00:01:43.020]  這群是什麼人?
[00:01:43.020 --> 00:01:46.100]  這群是在《使徒行傳》裡面
[00:01:46.100 --> 00:01:49.560]  希望置保羅於死地的人
[00:01:49.560 --> 00:01:51.820]  保羅怎樣來對待他們?
[00:01:51.820 --> 00:01:53.940]  在羅馬書的九章二節
[00:01:53.940 --> 00:01:56.620]  保羅說我是大有憂愁
[00:01:56.620 --> 00:01:58.740]  心裡時常的傷痛
[00:01:58.740 --> 00:02:01.340]  我為了你們的憂愁傷痛
[00:02:01.340 --> 00:02:02.900]  九章三節
[00:02:02.900 --> 00:02:05.920]  他說為我的弟兄骨肉之親
[00:02:05.920 --> 00:02:09.820]  就是自己被詛咒與基督分離
[00:02:09.820 --> 00:02:11.580]  我也願意
[00:02:11.580 --> 00:02:14.420]  保羅說如果你們能夠得救的話
[00:02:14.420 --> 00:02:16.940]  我情願自己同神分離
[00:02:16.940 --> 00:02:20.140]  我情願自己被詛咒
[00:02:20.140 --> 00:02:21.380]  很可惜
[00:02:21.380 --> 00:02:22.940]  很多的基督徒
[00:02:22.940 --> 00:02:26.760]  都不能夠為了這個世界失散的人
[00:02:26.760 --> 00:02:28.060]  來到地上
[00:02:28.060 --> 00:02:29.700]  就像保羅一樣
[00:02:29.700 --> 00:02:31.580]  保羅說我大有憂愁
[00:02:31.580 --> 00:02:33.380]  我時常的傷痛
[00:02:33.380 --> 00:02:37.180]  為了這些未得救的人
[00:02:37.180 --> 00:02:38.820]  保羅求神
[00:02:38.820 --> 00:02:42.160]  他說只要以色列人能夠得救
[00:02:42.160 --> 00:02:43.780]  我情願被詛咒
[00:02:43.780 --> 00:02:46.580]  情願與耶穌基督分開
[00:02:46.580 --> 00:02:49.260]  情願落地獄
[00:02:49.260 --> 00:02:50.940]  這一節的經文
[00:02:50.940 --> 00:02:53.380]  在聖經裡面是其中一節
[00:02:53.380 --> 00:02:56.740]  最感人的一節經文
[00:02:56.740 --> 00:02:59.820]  你說保羅是不是下巴輕輕
[00:02:59.820 --> 00:03:01.220]  是不是山草若
[00:03:01.220 --> 00:03:02.740]  說得就說
[00:03:02.740 --> 00:03:04.620]  不是的
[00:03:04.620 --> 00:03:08.820]  保羅在羅馬書的九章一節怎麼說
[00:03:08.820 --> 00:03:11.660]  我在基督裡說真話
[00:03:11.660 --> 00:03:13.260]  並不謊言
[00:03:13.260 --> 00:03:15.980]  有我的良心被聖靈感動
[00:03:15.980 --> 00:03:18.020]  給我作見證
[00:03:18.020 --> 00:03:20.460]  保羅說有誰跟他作見證
[00:03:20.460 --> 00:03:23.940]  首先是耶穌基督為他作見證
[00:03:23.940 --> 00:03:26.980]  他說我在基督裡說真話
[00:03:26.980 --> 00:03:28.380]  還有呢
[00:03:28.380 --> 00:03:33.100]  他說我的良心被聖靈感動
[00:03:33.100 --> 00:03:34.780]  你說良心
[00:03:34.780 --> 00:03:37.420]  信不信得過
[00:03:37.420 --> 00:03:39.740]  一個未接受耶穌基督的人
[00:03:39.740 --> 00:03:43.020]  我們的良心的確信不過
[00:03:43.020 --> 00:03:45.860]  有時我們會被罪來控制
[00:03:45.860 --> 00:03:48.100]  被邪惡來控制
[00:03:48.100 --> 00:03:51.700]  就像保羅在提多書的一章十五節
[00:03:51.700 --> 00:03:55.260]  說我們的良心是可以污穢
[00:03:55.260 --> 00:03:58.500]  但是如果一個接受了耶穌基督的人
[00:03:58.500 --> 00:04:01.620]  是有聖靈來控制
[00:04:01.620 --> 00:04:04.220]  所以一個接受了耶穌基督的人
[00:04:04.220 --> 00:04:05.580]  我們的良心
[00:04:05.580 --> 00:04:07.700]  如果被聖靈控制的話
[00:04:07.700 --> 00:04:09.380]  就是信得過
[00:04:09.380 --> 00:04:12.980]  保羅說我請耶穌基督
[00:04:12.980 --> 00:04:14.860]  就是三位一體的神
[00:04:14.860 --> 00:04:17.700]  第二位的衛格為我作見證
[00:04:17.700 --> 00:04:19.140]  我請聖靈
[00:04:19.140 --> 00:04:21.100]  在三位一體的神當中
[00:04:21.100 --> 00:04:22.860]  第三衛格的聖靈
[00:04:22.860 --> 00:04:25.300]  也是同樣為我作見證
[00:04:25.300 --> 00:04:29.740]  他的話語絕對是信得過
[00:04:29.740 --> 00:04:31.420]  有人說
[00:04:31.420 --> 00:04:34.420]  他情願自己被詛咒
[00:04:34.420 --> 00:04:38.500]  希望以色列人能被救贖
[00:04:38.500 --> 00:04:40.180]  可以這樣做嗎
[00:04:40.180 --> 00:04:42.380]  世上唯有一個人
[00:04:42.380 --> 00:04:44.940]  他的詛咒成為我們的救贖
[00:04:44.940 --> 00:04:46.380]  是誰
[00:04:46.380 --> 00:04:47.900]  是耶穌基督
[00:04:47.900 --> 00:04:49.740]  不是保羅
[00:04:49.740 --> 00:04:53.860]  剛剛保羅在第八章才說完
[00:04:53.860 --> 00:04:55.580]  他說一個真正的信徒
[00:04:55.580 --> 00:04:59.820]  永遠沒有辦法是雨神的愛來分離
[00:04:59.820 --> 00:05:02.660]  其實這裡保羅說的是什麼
[00:05:02.660 --> 00:05:04.860]  如果真的有可能的話
[00:05:04.860 --> 00:05:07.140]  我情願是雨神隔絕
[00:05:07.140 --> 00:05:11.900]  我也希望以色列人能夠得救
[00:05:11.900 --> 00:05:15.820]  你有否想過為什麼我們不能像保羅一樣
[00:05:15.820 --> 00:05:18.540]  這麼有效地傳福音
[00:05:18.540 --> 00:05:24.660]  因為我們不能像保羅一樣愛人若己
[00:05:24.660 --> 00:05:27.860]  我們可以問問自己
[00:05:27.860 --> 00:05:32.620]  我們有沒有為了未得救的人來討告
[00:05:32.620 --> 00:05:34.500]  你說有啊
[00:05:34.500 --> 00:05:35.900]  我為了我的家人
[00:05:35.900 --> 00:05:39.860]  我為了我的親戚來討告
[00:05:39.860 --> 00:05:41.820]  但是你看保羅
[00:05:41.820 --> 00:05:43.900]  他不是為了他的家人親戚
[00:05:43.900 --> 00:05:46.980]  而是為了他的同胞來討告
[00:05:46.980 --> 00:05:49.100]  羅馬書的十章第一節
[00:05:49.100 --> 00:05:51.820]  弟兄們我心裡所願的
[00:05:51.820 --> 00:05:53.380]  向神所求的
[00:05:53.380 --> 00:05:55.700]  是要以色列人得救
[00:05:55.700 --> 00:05:58.460]  他為了他的同胞來討告
[00:05:58.460 --> 00:06:01.300]  他甚至是為了萬人來懇求
[00:06:01.300 --> 00:06:04.460]  在提摩太前書的二章一節
[00:06:04.460 --> 00:06:05.900]  他說 我勸你
[00:06:05.900 --> 00:06:08.100]  第一要為萬人懇求
[00:06:08.100 --> 00:06:11.220]  討告 代求 祝謝
[00:06:11.220 --> 00:06:13.020]  保羅真的很有愛心
[00:06:13.020 --> 00:06:14.300]  他是愛人
[00:06:14.300 --> 00:06:18.220]  好像耶穌基督愛我們一樣
[00:06:18.220 --> 00:06:19.940]  你說我們怎能夠愛人
