
[00:00:00.000 --> 00:00:03.440]  白雪公主不夠白雪之外
[00:00:03.440 --> 00:00:08.400]  那個故事其實也有很大的爭議
[00:00:08.400 --> 00:00:10.640]  不知道大家知不知道原本
[00:00:10.640 --> 00:00:14.840]  原版本白雪公主的版本
[00:00:14.840 --> 00:00:19.200]  跟現在我們一般人認識的迪士尼的版本
[00:00:19.200 --> 00:00:20.880]  是挺不同的
[00:00:20.880 --> 00:00:27.080]  原本的故事是德國的童話故事
[00:00:27.280 --> 00:00:33.160]  跟原版在我們迪士尼從小看到大的卡通故事
[00:00:33.160 --> 00:00:34.840]  就有很大的出入
[00:00:34.840 --> 00:00:40.160]  迪士尼的故事有一個什麼Happy Ending
[00:00:40.160 --> 00:00:45.360]  公主和皇子很開心地完成了一切
[00:00:45.360 --> 00:00:47.280]  經過一切困難苦難
[00:00:47.280 --> 00:00:49.360]  在開心心的城堡居住
[00:00:49.360 --> 00:00:51.200]  一個大團圓結局
[00:00:51.200 --> 00:00:53.040]  很美麗的圖畫
[00:00:53.640 --> 00:01:00.920]  但是原本白雪公主最原始的故事
[00:01:00.920 --> 00:01:03.080]  原來不是這樣的
[00:01:03.080 --> 00:01:04.520]  不知道大家有沒有聽過
[00:01:04.520 --> 00:01:12.280]  當白雪公主吃了她母后的毒蘋果之後
[00:01:12.280 --> 00:01:16.200]  就死了
[00:01:16.200 --> 00:01:19.320]  大家看到這裡也是一樣的
[00:01:19.680 --> 00:01:24.760]  但是原來那個蘋果當白雪公主咬了一口的時候
[00:01:24.760 --> 00:01:27.360]  不知道是不是噎到還是什麼
[00:01:27.360 --> 00:01:30.200]  當她吃了蘋果之後就死了
[00:01:30.200 --> 00:01:34.240]  當死了之後小人很傷心
[00:01:34.240 --> 00:01:40.240]  有一班人就把白雪公主放在玻璃的棺材裡面
[00:01:40.240 --> 00:01:43.280]  就把她運送走了
[00:01:43.280 --> 00:01:46.400]  沿途就遇到皇子
[00:01:46.400 --> 00:01:47.520]  皇子怎樣了
[00:01:47.520 --> 00:01:53.120]  皇子看到這個躺在棺材裡面的公主很美麗
[00:01:53.120 --> 00:01:55.680]  但是死人了
[00:01:55.680 --> 00:02:02.560]  用錢就買了這個公主
[00:02:02.560 --> 00:02:07.440]  想為這個公主安葬送去城堡
[00:02:07.440 --> 00:02:09.440]  好景不常
[00:02:09.440 --> 00:02:11.840]  當運送的途中
[00:02:12.080 --> 00:02:18.800]  這些隨從就在路途裡卡住了
[00:02:18.800 --> 00:02:20.480]  其中一個卡住了
[00:02:20.480 --> 00:02:25.520]  那個棺木的關主的遺體就滑了一滑
[00:02:25.520 --> 00:02:29.680]  在滑倒的途中
[00:02:29.680 --> 00:02:35.040]  那個公主就醒了
[00:02:35.040 --> 00:02:37.200]  就把蘋果套找出來
[00:02:37.200 --> 00:02:39.600]  不是騙你的
[00:02:39.600 --> 00:02:41.600]  你自己去搜尋一下
[00:02:42.880 --> 00:02:50.480]  結局就是皇子跟公主婚禮
[00:02:50.480 --> 00:02:53.440]  皇后就快被邀請到了
[00:02:53.440 --> 00:02:58.640]  原來皇子早就計劃好復仇的大計
[00:02:58.640 --> 00:03:01.200]  看到那個皇后嗎
[00:03:01.200 --> 00:03:02.560]  剛剛看不到那雙腳
[00:03:02.560 --> 00:03:07.680]  那雙腳就是穿著一雙燒熱了的金屬鞋
[00:03:08.160 --> 00:03:13.760]  那個皇子就逼那個皇后一邊跳舞
[00:03:13.760 --> 00:03:18.160]  一邊跳舞一邊熱死
[00:03:18.160 --> 00:03:23.360]  最後皇后就因為太熱又力竭而死了
[00:03:23.360 --> 00:03:27.600]  聽到這個拐杖之後是不是有些嚇到呢
[00:03:27.600 --> 00:03:32.400]  皇子又愛上屍體
[00:03:32.400 --> 00:03:35.360]  又屍體買賣
[00:03:36.400 --> 00:03:39.120]  又說皇子有酷刑報復
[00:03:39.120 --> 00:03:43.920]  設計陷害這個母后
[00:03:43.920 --> 00:03:46.800]  聽起來也很嚇人
[00:03:46.800 --> 00:03:51.440]  好像恐怖片的橋段多過一個童話故事
[00:03:51.440 --> 00:03:55.280]  這個圓柱好像很重口味
[00:03:55.280 --> 00:03:59.840]  我想如果你選擇這個版本來跟小朋友說
[00:03:59.840 --> 00:04:01.040]  告訴他們的時候
[00:04:01.040 --> 00:04:02.640]  我想他們會嚇到
[00:04:02.640 --> 00:04:04.160]  你不要告訴他們
[00:04:04.560 --> 00:04:06.560]  要不你會解釋很久
[00:04:06.560 --> 00:04:08.560]  為什麼會這樣
[00:04:08.560 --> 00:04:10.080]  很多的問題
[00:04:10.080 --> 00:04:12.560]  所以迪士尼就改了這個版本
[00:04:12.560 --> 00:04:14.560]  改了一個容易入口的版本
[00:04:14.560 --> 00:04:16.560]  大家很開心
[00:04:16.560 --> 00:04:18.560]  很開心
[00:04:18.560 --> 00:04:21.920]  神仙故事的一個結尾
[00:04:21.920 --> 00:04:24.880]  修改童話故事
[00:04:24.880 --> 00:04:26.880]  令它更加動聽
[00:04:26.880 --> 00:04:28.880]  更加易明
[00:04:28.880 --> 00:04:30.880]  理所當然
[00:04:30.880 --> 00:04:32.880]  我們都會容易接受
[00:04:32.880 --> 00:04:34.880]  更容易入口
[00:04:34.880 --> 00:04:36.880]  所以我們都聽了幾十年
[00:04:36.880 --> 00:04:38.880]  我們都要去看
[00:04:38.880 --> 00:04:40.880]  但如果
[00:04:40.880 --> 00:04:42.880]  聖經故事都有不同版本
[00:04:42.880 --> 00:04:44.880]  有不同的記載
[00:04:44.880 --> 00:04:46.880]  你又會不會接受呢
[00:04:46.880 --> 00:04:48.880]  今天我們讀馬克風第十六章
[00:04:48.880 --> 00:04:52.880]  第一節八節就說到耶穌復活的故事
[00:04:52.880 --> 00:04:54.880]  原來這個故事的版本
[00:04:54.880 --> 00:04:56.880]  原來有很多
[00:04:56.880 --> 00:04:58.880]  這個故事最初的版本
[00:04:58.880 --> 00:05:04.880]  其實只有十六章一到第八節就完結了
[00:05:04.880 --> 00:05:06.880]  馬克風整個的記載
[00:05:06.880 --> 00:05:10.880]  到十六章第八節就完結了
[00:05:10.880 --> 00:05:12.880]  它完結的時候你會不會覺得
[00:05:12.880 --> 00:05:14.880]  好像很噁心
[00:05:14.880 --> 00:05:16.880]  現在第八節完結
[00:05:16.880 --> 00:05:20.880]  它這樣結束好像很消極
[00:05:20.880 --> 00:05:22.880]  甚至乎令我們看到的讀者
[00:05:22.880 --> 00:05:24.880]  覺得很困惑
[00:05:24.880 --> 00:05:26.880]  不明白為什麼會這樣說
[00:05:26.880 --> 00:05:30.880]  在馬克風的經文裏面
[00:05:30.880 --> 00:05:34.880]  在某些聖經的教新的版本
[00:05:34.880 --> 00:05:36.880]  你們手裏面的和合本
[00:05:36.880 --> 00:05:38.880]  手定版都應該是有
[00:05:38.880 --> 00:05:44.880]  在第八節和第二十節
[00:05:44.880 --> 00:05:46.880]  其實都有些細節
[00:05:46.880 --> 00:05:48.880]  那些細節告訴我們什麼呢
[00:05:48.880 --> 00:05:52.880]  其實馬克風第十六章
[00:05:52.880 --> 00:05:54.880]  是一個最古老的抄本裏面
[00:05:54.880 --> 00:05:56.880]  就是原稿和原版
[00:05:56.880 --> 00:06:00.880]  其實都有不同的結尾
[00:06:00.880 --> 00:06:02.880]  第一個就是剛才說的
[00:06:02.880 --> 00:06:06.880]  十六章一至八節那個短的結尾
