
[00:00:00.000 --> 00:00:06.480]  這幾個月前教會的牧師曾經商討
[00:00:06.480 --> 00:00:12.240]  2016年教會的崇拜講道有什麼重點
[00:00:12.240 --> 00:00:16.960]  其中一個重點是希望在祈禱的功夫
[00:00:16.960 --> 00:00:18.960]  我們一起去長進
[00:00:18.960 --> 00:00:23.600]  所以今天早上在2016年的開頭
[00:00:23.600 --> 00:00:27.360]  我和大家會思想祈禱的重要性
[00:00:27.360 --> 00:00:29.600]  我們思想的題目是
[00:00:29.600 --> 00:00:32.880]  在聖靈裡禱告
[00:00:32.880 --> 00:00:36.720]  我禱告故我在
[00:00:36.720 --> 00:00:39.200]  我同心禱告
[00:00:39.200 --> 00:00:42.400]  親愛的主我們一同去敬拜祢
[00:00:42.400 --> 00:00:45.520]  我們表達我們愛祢
[00:00:45.520 --> 00:00:47.360]  我們尊敬祢
[00:00:47.360 --> 00:00:50.720]  親愛的主如今我們眾弟兄姊妹們
[00:00:50.720 --> 00:00:54.080]  要在祢面前要去俯伏
[00:00:54.080 --> 00:00:56.400]  我們要聽祢的話語
[00:00:56.400 --> 00:00:59.280]  主求祢給我們每一位弟兄姊妹們
[00:00:59.280 --> 00:01:01.520]  都能夠有美好的耳朵
[00:01:01.520 --> 00:01:03.680]  我們聽見祢的話語
[00:01:03.680 --> 00:01:06.160]  我們記得祢的話語
[00:01:06.160 --> 00:01:08.640]  我們相信祢的話
[00:01:08.640 --> 00:01:10.320]  主求祢憐憫我們
[00:01:10.320 --> 00:01:12.160]  求祢幫助我們
[00:01:12.160 --> 00:01:13.280]  我們這樣的祈禱
[00:01:13.280 --> 00:01:15.520]  是奉主耶穌基督的名字
[00:01:15.520 --> 00:01:17.360]  Amen
[00:01:17.360 --> 00:01:18.800]  在兩個多月前
[00:01:18.800 --> 00:01:22.240]  在2015年的10月31日
[00:01:22.240 --> 00:01:25.760]  我和大家講過信心的祈禱
[00:01:25.760 --> 00:01:30.320]  我們說大有信心的實踐
[00:01:30.320 --> 00:01:32.080]  是祈禱
[00:01:32.080 --> 00:01:34.560]  唯有祈禱的人
[00:01:34.560 --> 00:01:37.120]  才是有信心的人
[00:01:37.120 --> 00:01:39.360]  耶穌基督教導我們說
[00:01:39.360 --> 00:01:41.920]  至於這樣的鬼
[00:01:41.920 --> 00:01:44.240]  若不禱告禁食
[00:01:44.240 --> 00:01:46.640]  他就不出來
[00:01:46.640 --> 00:01:48.080]  所以當我們面對
[00:01:48.080 --> 00:01:51.520]  好像山那麼大的困難的時候
[00:01:51.520 --> 00:01:54.080]  好像門徒要講鬼的時候
[00:01:54.080 --> 00:01:57.920]  我們就需要以我們的失慨
[00:01:57.920 --> 00:02:00.480]  我們屈膝在神的面前
[00:02:00.480 --> 00:02:02.400]  我們向神祈禱
[00:02:02.400 --> 00:02:06.880]  我們表達我們對神的降服
[00:02:06.880 --> 00:02:08.560]  我們祈禱
[00:02:08.560 --> 00:02:13.280]  是代替我們對神的怨懟
[00:02:13.280 --> 00:02:18.160]  代替我們彼此間的爭辯
[00:02:18.160 --> 00:02:20.640]  我不知道大家是否記得
[00:02:20.640 --> 00:02:24.240]  大家有沒有領受到這方面的訊息
[00:02:24.240 --> 00:02:25.360]  在今天的早上
[00:02:25.360 --> 00:02:28.000]  我們繼續去領受
[00:02:28.000 --> 00:02:32.080]  去思想禱告的功夫
[00:02:32.080 --> 00:02:34.400]  當我們要去思想領受的時候
[00:02:34.400 --> 00:02:35.840]  我想問大家
[00:02:35.840 --> 00:02:38.400]  城鎮家的弟兄姊妹們
[00:02:38.400 --> 00:02:41.680]  你們喜不喜歡祈禱?
[00:02:41.680 --> 00:02:43.200]  喜不喜歡祈禱?
[00:02:43.200 --> 00:02:45.760]  喜歡是嗎?
[00:02:45.760 --> 00:02:47.360]  真的
[00:02:47.360 --> 00:02:50.320]  我們是要祈禱
[00:02:50.320 --> 00:02:52.080]  我的答案就是
[00:02:52.080 --> 00:02:56.320]  我是越來越喜歡祈禱
[00:02:56.320 --> 00:02:58.640]  我思想祈禱
[00:02:58.640 --> 00:03:00.880]  言寫祈禱
[00:03:00.880 --> 00:03:02.800]  學習祈禱
[00:03:02.800 --> 00:03:05.040]  實踐祈禱
[00:03:05.040 --> 00:03:06.640]  我禱告
[00:03:06.640 --> 00:03:09.040]  故我在
[00:03:09.040 --> 00:03:11.520]  在猶太書20節這樣說
[00:03:11.520 --> 00:03:12.640]  親愛的弟兄
[00:03:12.640 --> 00:03:15.680]  你們卻要在至聖的真道上
[00:03:15.680 --> 00:03:17.280]  造就自己
[00:03:17.280 --> 00:03:20.080]  在聖靈裡禱告
[00:03:20.080 --> 00:03:23.120]  在聖靈裡禱告
[00:03:23.120 --> 00:03:25.120]  保羅先生教導我們說
[00:03:25.120 --> 00:03:27.360]  靠著聖靈
[00:03:27.360 --> 00:03:29.600]  靠著聖靈
[00:03:29.600 --> 00:03:31.840]  隨時多方禱告祈求
[00:03:31.840 --> 00:03:35.200]  並要在此警醒不倦
[00:03:35.200 --> 00:03:38.800]  為眾聖徒祈求
[00:03:38.800 --> 00:03:42.000]  耶穌基督是非常注重祈禱的
[00:03:42.000 --> 00:03:43.920]  祂是祈禱的主
[00:03:43.920 --> 00:03:47.760]  祂設下祈禱的好的榜樣
[00:03:47.760 --> 00:03:50.320]  耶穌基督也頗忙的
[00:03:50.320 --> 00:03:53.840]  但是我們見到耶穌基督是很專注去禱告
[00:03:53.840 --> 00:03:55.840]  祂多多的禱告
[00:03:55.840 --> 00:03:58.400]  在祂全道生涯的開始
[00:03:58.400 --> 00:04:02.480]  祂就先去到曠野有四十晝夜的禱告
[00:04:02.480 --> 00:04:04.720]  然後祂是
[00:04:04.720 --> 00:04:06.320]  找時間去祈禱
[00:04:06.320 --> 00:04:07.600]  在早上祈禱
[00:04:07.600 --> 00:04:09.440]  在晚上祈禱
[00:04:09.440 --> 00:04:10.800]  無論如何
[00:04:10.800 --> 00:04:14.320]  在行動以先祈禱
[00:04:14.320 --> 00:04:15.600]  所以祈禱
[00:04:15.600 --> 00:04:17.040]  然後講鬼
[00:04:17.040 --> 00:04:17.920]  祈禱
[00:04:17.920 --> 00:04:20.160]  然後去醫病
[00:04:20.160 --> 00:04:24.480]  在祂要背負十字架的時候
[00:04:24.480 --> 00:04:27.120]  要踏上十字架的痛苦的路
[00:04:27.120 --> 00:04:31.520]  祂就先到西馬里縣去祈禱
[00:04:31.520 --> 00:04:34.000]  在十字架上面
[00:04:34.000 --> 00:04:37.200]  祂的心情是何等的沉重
[00:04:37.200 --> 00:04:39.520]  甚至是很絕望
[00:04:39.520 --> 00:04:41.840]  祂仍然向父神去禱告
[00:04:41.840 --> 00:04:43.600]  祂說
[00:04:43.600 --> 00:04:46.160]  「父啊,我的神啊」
[00:04:46.160 --> 00:04:48.000]  「我的神啊」
[00:04:48.000 --> 00:04:51.040]  「你為什麼離棄我呢?」
[00:04:51.040 --> 00:04:56.560]  由始至終耶穌基督是禱告的主
[00:04:56.560 --> 00:05:00.000]  美國的英國的牛津大學的
[00:05:00.000 --> 00:05:03.760]  一位思想家叫做米格林
[00:05:03.760 --> 00:05:07.760]  他對祈禱有很精闢的說法
[00:05:07.760 --> 00:05:10.000]  他說哲學家笛卡兒說
[00:05:10.000 --> 00:05:12.960]  「我思故我在」
[00:05:12.960 --> 00:05:16.240]  意思就是說我們如果是能夠思想的話
[00:05:16.240 --> 00:05:17.920]  我們就是存在的人
[00:05:17.920 --> 00:05:19.680]  我們有頭腦去思想
[00:05:19.680 --> 00:05:21.120]  我們就是存在
[00:05:21.120 --> 00:05:22.800]  我們是沒有頭腦去思想
[00:05:22.800 --> 00:05:23.840]  不用腦的話
[00:05:23.840 --> 00:05:27.280]  根本就不是存在的
[00:05:27.280 --> 00:05:29.280]  存在主義者就說
[00:05:29.280 --> 00:05:32.400]  「我決定故我在」
[00:05:32.400 --> 00:05:35.440]  意思就是說我們有自由去決定事情的話
[00:05:35.440 --> 00:05:37.760]  我們就是真的存在的人
[00:05:37.760 --> 00:05:40.800]  如果我們沒有自由去決定的話
[00:05:40.800 --> 00:05:43.520]  我們根本就是不存在的人
[00:05:43.520 --> 00:05:45.440]  沒有自由
[00:05:45.440 --> 00:05:47.920]  寧可死
[00:05:47.920 --> 00:05:49.360]  沒有自由
[00:05:49.360 --> 00:05:52.640]  根本就是一個死人
[00:05:52.640 --> 00:05:54.560]  基督徒就說
[00:05:54.560 --> 00:05:58.560]  「我禱告故我在」
[00:05:58.560 --> 00:05:59.760]  意思就是說
[00:05:59.760 --> 00:06:01.280]  當我們祈禱的時候
[00:06:01.280 --> 00:06:04.000]  我們就是真真正正的存在
[00:06:04.000 --> 00:06:05.760]  當我們真的祈禱的時候
[00:06:05.760 --> 00:06:07.120]  我們會祈禱的話
[00:06:07.120 --> 00:06:10.720]  我們是真真正正的基督徒
[00:06:10.720 --> 00:06:13.280]  當我們不祈禱的時候
[00:06:13.280 --> 00:06:15.840]  我們是不是真的存在呢?
[00:06:15.840 --> 00:06:19.280]  當你和我是不喜歡祈禱的話
[00:06:19.280 --> 00:06:23.520]  我們是不是真真正正的基督徒呢?
[00:06:23.520 --> 00:06:26.560]  當米格林說「我禱告故我在」
