
[00:00:00.000 --> 00:00:03.720]  羅馬書的五章十二至二十一節
[00:00:03.720 --> 00:00:07.960]  我們來到羅馬書第五章下半章的部分
[00:00:07.960 --> 00:00:12.220]  上一次已跟大家講了羅馬書的第五章頭
[00:00:12.220 --> 00:00:17.260]  就是講到一個信徒有七個得救的確據
[00:00:17.260 --> 00:00:19.240]  現在到了第五章的尾端
[00:00:19.240 --> 00:00:21.620]  保羅又要解釋一些事
[00:00:21.620 --> 00:00:23.060]  保羅說
[00:00:23.060 --> 00:00:26.540]  每個信徒都是因信稱義
[00:00:26.540 --> 00:00:29.220]  接受耶穌基督成為義人
[00:00:29.220 --> 00:00:33.340]  但是耶穌基督怎能夠一個人救贖這麼多人
[00:00:33.340 --> 00:00:37.580]  我們為何每個人生出來就是一個罪人
[00:00:37.580 --> 00:00:39.760]  需要耶穌基督來救贖
[00:00:39.760 --> 00:00:43.820]  所以保羅在這個部分來解釋這一切
[00:00:43.820 --> 00:00:46.200]  我給他今天的題目做
[00:00:46.200 --> 00:00:49.560]  在亞當裡死 耶穌裡生
[00:00:49.560 --> 00:00:52.220]  一個人令眾人都死
[00:00:52.220 --> 00:00:55.520]  但是耶穌基督給我們每一個接受祂的人
[00:00:55.520 --> 00:00:59.620]  都有機會得到永生的盼望
[00:00:59.620 --> 00:01:01.660]  一些背景
[00:01:01.660 --> 00:01:05.720]  保羅在羅馬書的一章到三章的頭
[00:01:05.720 --> 00:01:10.000]  講出罪人的罪和失喪
[00:01:10.000 --> 00:01:14.160]  然後在第三章的尾至第五章的頭
[00:01:14.160 --> 00:01:19.440]  講出了耶穌基督怎樣扭轉了人類的命運
[00:01:19.440 --> 00:01:24.100]  所有人藉著耶穌基督在十字架上所成就的
[00:01:24.100 --> 00:01:26.400]  都能夠去到神的面前
[00:01:26.400 --> 00:01:28.720]  憑著信心接受耶穌基督
[00:01:28.720 --> 00:01:31.300]  以致被神稱為一個異人
[00:01:31.300 --> 00:01:33.120]  能夠得救
[00:01:33.120 --> 00:01:36.880]  但是有很多猶太人在羅馬的教會
[00:01:36.880 --> 00:01:38.800]  可能他們就會問
[00:01:38.800 --> 00:01:41.320]  耶穌基督一個人
[00:01:41.320 --> 00:01:43.040]  怎能夠救這麼多人
[00:01:43.040 --> 00:01:46.920]  怎能夠救贖所有信他的人
[00:01:46.920 --> 00:01:51.000]  所以保羅在這個部分來分析給我們知道
[00:01:51.000 --> 00:01:54.160]  耶穌基督怎能夠拯救罪人
[00:01:54.160 --> 00:02:01.040]  怎能夠取代所有罪人在十字架上的地位
[00:02:01.040 --> 00:02:03.000]  今天的經文
[00:02:03.000 --> 00:02:08.120]  在羅馬書裡面可以說是最核心的部分
[00:02:08.120 --> 00:02:10.920]  但也被很多學者認為
[00:02:10.920 --> 00:02:15.300]  是羅馬書裡面最難明白的經文
[00:02:15.300 --> 00:02:18.640]  如果在第五章下半段
[00:02:18.640 --> 00:02:21.120]  我們有很多清楚的教導
[00:02:21.120 --> 00:02:23.360]  我們能夠理解 能夠明白
[00:02:23.360 --> 00:02:25.640]  我們就應該來接受
[00:02:25.640 --> 00:02:30.880]  但也有很多事情我們不能夠明白
[00:02:30.880 --> 00:02:32.680]  只是暫時而已
[00:02:32.680 --> 00:02:35.480]  不是說我們不可以理解
[00:02:35.480 --> 00:02:40.600]  只是我們不能夠以我們現在有限制的人
[00:02:40.600 --> 00:02:43.440]  來體會這些事情
[00:02:43.440 --> 00:02:45.200]  問題不在神
[00:02:45.200 --> 00:02:47.120]  問題在我們那裡
[00:02:47.120 --> 00:02:49.080]  將來到了天堂
[00:02:49.080 --> 00:02:51.480]  我們會有更完美的知識
[00:02:51.480 --> 00:02:54.120]  所以到了天堂我們會明白一切
[00:02:54.120 --> 00:02:56.000]  暫時現在在地上
[00:02:56.000 --> 00:02:57.560]  如果我們不能夠明白
[00:02:57.560 --> 00:03:00.480]  我們將這個奧秘還給神
[00:03:00.480 --> 00:03:02.480]  因為奧秘是屬於神的
[00:03:02.480 --> 00:03:04.360]  但有一天我們到了天堂
[00:03:04.360 --> 00:03:06.120]  我們是能夠明白
[00:03:06.120 --> 00:03:10.440]  但我也會盡量來解釋
[00:03:10.440 --> 00:03:14.240]  如果我們要明白今天的經文
[00:03:14.240 --> 00:03:17.200]  我們要注意字眼的出現
[00:03:17.200 --> 00:03:19.960]  在羅馬書的第五章尾
[00:03:19.960 --> 00:03:22.520]  一字 一二三四的「一」字
[00:03:22.520 --> 00:03:24.840]  出現了十一次
[00:03:24.840 --> 00:03:26.840]  保羅要告訴我們
[00:03:26.840 --> 00:03:30.560]  是從一個人 所有人成為罪人
[00:03:30.560 --> 00:03:32.080]  但也是由一個人
[00:03:32.080 --> 00:03:34.720]  所有人都能夠被神清二
[00:03:34.720 --> 00:03:37.400]  所以「一」字是很重要
[00:03:37.400 --> 00:03:40.440]  第二就是「作王」這個字
[00:03:40.440 --> 00:03:42.360]  五次在經文出現
[00:03:42.360 --> 00:03:45.040]  羅馬書的五章十四出現一次
[00:03:45.040 --> 00:03:47.200]  五章十七出現兩次
[00:03:47.200 --> 00:03:50.120]  五章二十一又出現兩次
[00:03:50.120 --> 00:03:54.080]  保羅說 亞當和耶穌基督
[00:03:54.080 --> 00:03:57.960]  都是在他們自己的國內作王
[00:03:57.960 --> 00:04:00.000]  這是第二點
[00:04:00.000 --> 00:04:01.640]  第三點
[00:04:01.640 --> 00:04:03.520]  要注意的字眼就是
[00:04:03.520 --> 00:04:08.920]  「更加 許多 更要 更顯多」
[00:04:08.920 --> 00:04:10.640]  保羅要告訴我們
[00:04:10.640 --> 00:04:13.920]  我們在耶穌基督裡面所得到的
[00:04:13.920 --> 00:04:18.320]  是遠遠超過我們在亞當身上所失去
[00:04:18.320 --> 00:04:22.320]  所以這就是這半章經文
[00:04:22.320 --> 00:04:25.520]  很重要的一個訊息
[00:04:25.520 --> 00:04:29.280]  首先我們來看看作王的部分
[00:04:29.280 --> 00:04:31.440]  保羅告訴我們
[00:04:31.440 --> 00:04:34.760]  「死亡在世界作了王」
[00:04:34.760 --> 00:04:36.800]  因為亞當的罪
[00:04:36.800 --> 00:04:39.760]  死亡就成為人類的王
[00:04:39.760 --> 00:04:42.120]  死亡就作了王
[00:04:42.120 --> 00:04:45.560]  這也是原因為何這麼多人怕死
[00:04:45.560 --> 00:04:47.440]  希伯來書的二章十五節
[00:04:47.440 --> 00:04:49.640]  說世人都很怕死
[00:04:49.640 --> 00:04:51.560]  尤其是中國人
[00:04:51.560 --> 00:04:53.480]  你千萬不要去到他們面前
[00:04:53.480 --> 00:04:55.040]  跟他們說死死聲
[00:04:55.040 --> 00:04:57.200]  他們不喜歡聽
[00:04:57.200 --> 00:04:58.840]  就算他們病得五顏六色
[00:04:58.840 --> 00:05:00.960]  你也不要說死字
[00:05:00.960 --> 00:05:04.240]  他們會認為不吉利
[00:05:04.240 --> 00:05:07.440]  其實死亡是非常之的真實
[00:05:07.440 --> 00:05:11.920]  全世界都佈滿了墳墓
[00:05:11.920 --> 00:05:14.400]  我們去不同的地方旅行
[00:05:14.400 --> 00:05:16.440]  有一件事很令我注意的
[00:05:16.440 --> 00:05:18.240]  就是不管你去到哪裏
[00:05:18.240 --> 00:05:20.280]  去到哪個國家 哪個城市
[00:05:20.280 --> 00:05:22.080]  你都看到有墳場
[00:05:22.080 --> 00:05:23.840]  有很多人死亡
[00:05:23.840 --> 00:05:27.160]  每年至少有六千萬人死亡
[00:05:27.160 --> 00:05:31.200]  也就是說每一秒鐘就有兩個人死亡
[00:05:31.200 --> 00:05:33.400]  基督徒都是一樣
[00:05:33.400 --> 00:05:37.200]  除非我們等到耶穌基督回來
[00:05:37.200 --> 00:05:40.160]  迎接教會 我們都還沒去世
[00:05:40.160 --> 00:05:42.120]  這樣我們就能逃避死亡
[00:05:42.120 --> 00:05:45.600]  如果不是的話 我們都會經歷死亡
[00:05:45.600 --> 00:05:49.840]  司馬遷是西漢武帝的人
[00:05:49.840 --> 00:05:52.120]  他是史記的作者
[00:05:52.120 --> 00:05:56.240]  他也是歷史學家和文學家
[00:05:56.240 --> 00:05:59.440]  他曾經說過一句話是很出名的
[00:05:59.440 --> 00:06:01.320]  他說人固有一死
[00:06:01.320 --> 00:06:05.320]  或重於泰山 或輕於雄武
[00:06:05.320 --> 00:06:07.680]  每個人都會死
[00:06:07.680 --> 00:06:10.680]  拿破崙也是說了一句話
[00:06:10.680 --> 00:06:13.240]  他說 我英明一世
[00:06:13.240 --> 00:06:14.520]  但我死了之後
[00:06:14.520 --> 00:06:16.920]  我就會被葬在泥土裏面
[00:06:16.920 --> 00:06:19.720]  那些蟲就會來吃我的身體
[00:06:19.720 --> 00:06:22.080]  一代的梟雄 拿破崙
[00:06:22.080 --> 00:06:25.040]  他能夠征服很多國家
[00:06:25.040 --> 00:06:28.600]  但他不能征服死亡
[00:06:28.600 --> 00:06:30.080]  原因是甚麼
[00:06:30.080 --> 00:06:35.480]  死亡在這個世界真是作鳥王
[00:06:35.480 --> 00:06:37.840]  問題就來了
[00:06:37.840 --> 00:06:40.480]  為甚麼死亡會作鳥王
[00:06:40.480 --> 00:06:44.080]  為甚麼每個人生出來就會死
[00:06:44.080 --> 00:06:46.360]  無論是壽終正寢
[00:06:46.360 --> 00:06:49.280]  你能夠活到超過一百歲
[00:06:49.280 --> 00:06:51.600]  或者你是一個
[00:06:51.600 --> 00:06:53.520]  剛剛出生的嬰兒
[00:06:53.520 --> 00:06:56.840]  你夭折了
[00:06:56.840 --> 00:06:59.160]  又或者是兩者之間
[00:06:59.160 --> 00:07:02.400]  無論甚麼人都要經歷死亡
[00:07:02.400 --> 00:07:04.400]  這就是保羅所說
[00:07:04.400 --> 00:07:07.200]  死亡在這個世界作鳥王
[00:07:07.200 --> 00:07:10.760]  就是羅馬書的五章十二至十四章
[00:07:10.760 --> 00:07:12.560]  所告訴我們
[00:07:12.560 --> 00:07:14.200]  在羅馬書五章十九節
[00:07:14.200 --> 00:07:16.680]  保羅說 因一人的撥翼
[00:07:16.680 --> 00:07:18.640]  眾人成了罪人
[00:07:18.640 --> 00:07:20.760]  照樣因一人的順從
[00:07:20.760 --> 00:07:23.520]  眾人也成為二鳥
[00:07:23.520 --> 00:07:26.800]  這裏有一個很微妙的對比
[00:07:26.800 --> 00:07:30.040]  就是透過亞當一個人
[00:07:30.040 --> 00:07:32.520]  影響所有人變成罪人
[00:07:32.520 --> 00:07:34.840]  死亡就進入這個世界
[00:07:34.840 --> 00:07:37.160]  每個人都與神隔離
[00:07:37.160 --> 00:07:39.240]  但是透過耶穌基督
[00:07:39.240 --> 00:07:41.560]  可以逆轉這一切
[00:07:41.560 --> 00:07:43.400]  使人與神和好
