
[00:00:00.000 --> 00:00:04.280]  各位弟兄姊妹,我們今天繼續講約白祭
[00:00:04.280 --> 00:00:06.760]  我們祈求天父繼續幫助我們
[00:00:06.760 --> 00:00:11.320]  透過一本不像講苦難的書
[00:00:11.320 --> 00:00:16.560]  究竟一個無辜者,一個好像很無辜的約白
[00:00:16.560 --> 00:00:21.120]  但是他面對很多很多在人的眼中
[00:00:21.120 --> 00:00:24.160]  覺得都不想去經歷的苦難
[00:00:24.160 --> 00:00:26.560]  但是透過上帝的話語
[00:00:26.560 --> 00:00:29.760]  透過約白的生命的經歷
[00:00:29.760 --> 00:00:32.560]  究竟對我們的生命有什麼提醒
[00:00:32.560 --> 00:00:34.360]  我相信我們每一個人
[00:00:34.360 --> 00:00:40.520]  是很渴望去經歷約白那種人生的經歷
[00:00:40.520 --> 00:00:44.360]  但是另一方面在我們中國人的智慧那邊
[00:00:44.360 --> 00:00:46.000]  我們中國人有句說話
[00:00:46.000 --> 00:00:50.520]  人生不如意事,是十之八九
[00:00:50.520 --> 00:00:52.000]  好像很矛盾
[00:00:52.000 --> 00:00:54.960]  我們很不想面對一些苦難
[00:00:54.960 --> 00:00:57.480]  但是似乎人生的路程上
[00:00:57.480 --> 00:01:01.880]  我們卻沒辦法去避免某些階段當中
[00:01:01.880 --> 00:01:05.160]  可能令到我們有些時候是很不開心
[00:01:05.160 --> 00:01:08.480]  無論是挑戰,無論是掙扎
[00:01:08.480 --> 00:01:11.840]  為什麼上帝容讓一些苦難
[00:01:11.840 --> 00:01:14.240]  淋到我們的生命那邊
[00:01:14.240 --> 00:01:15.840]  為什麼上帝會容讓
[00:01:15.840 --> 00:01:18.640]  好像約白那邊的三個朋友
[00:01:18.640 --> 00:01:20.720]  非但幫助不到約白
[00:01:20.720 --> 00:01:22.440]  非但安慰不到約白
[00:01:22.440 --> 00:01:24.800]  甚至不明白約白那邊
[00:01:24.800 --> 00:01:27.800]  帶給約白更大的傷害
[00:01:27.800 --> 00:01:28.600]  有時候我都會想
[00:01:28.600 --> 00:01:31.080]  為什麼上帝容讓這些情況
[00:01:31.080 --> 00:01:32.720]  出現在我們的生命當中
[00:01:32.720 --> 00:01:34.560]  難道上帝是沒有能力
[00:01:34.560 --> 00:01:37.440]  來將所有的苦難挪開嗎
[00:01:37.440 --> 00:01:39.200]  我相信絕對不會
[00:01:39.200 --> 00:01:42.440]  但是為什麼上帝容許
[00:01:42.440 --> 00:01:44.320]  我們上個星期去到看到
[00:01:44.320 --> 00:01:46.120]  當約白三個朋友
[00:01:46.120 --> 00:01:48.080]  覺得約白已經沒得救
[00:01:48.080 --> 00:01:51.400]  覺得約白已經沒有東西可以改變
[00:01:51.400 --> 00:01:53.880]  於是就離開了約白
[00:01:53.880 --> 00:01:56.360]  正正因為他們離開了約白之後
[00:01:56.360 --> 00:02:00.240]  約白反而有一份時間可以靜下來
[00:02:00.240 --> 00:02:01.960]  靜下來去想一想
[00:02:01.960 --> 00:02:04.520]  究竟他的人生是怎樣
[00:02:04.520 --> 00:02:05.400]  當他靜下來
[00:02:05.400 --> 00:02:08.640]  他會發覺他要重新定下他的位置
[00:02:08.640 --> 00:02:12.560]  不要再將眼睛放在他自己所失去的東西那邊
[00:02:12.560 --> 00:02:14.320]  他願意真的將他的眼睛
[00:02:14.320 --> 00:02:17.560]  轉向回到這位創造天地萬物
[00:02:17.560 --> 00:02:21.240]  他曾經所信靠過的三一真神上面
[00:02:21.240 --> 00:02:24.680]  而當他轉眼仰望天父的時候
[00:02:24.680 --> 00:02:27.480]  上帝讓他去看人生裡邊
[00:02:27.480 --> 00:02:29.360]  究竟什麼是最重要
[00:02:29.360 --> 00:02:30.520]  在我們的人生當中
[00:02:30.520 --> 00:02:32.000]  我們的優先次序
[00:02:32.000 --> 00:02:33.120]  究竟什麼是最重要
[00:02:33.120 --> 00:02:35.360]  我們怎樣擺位
[00:02:35.360 --> 00:02:37.000]  上星期我也提過
[00:02:37.000 --> 00:02:38.240]  無論在電視那邊
[00:02:38.240 --> 00:02:40.000]  明珠台那邊有一個訊息
[00:02:40.000 --> 00:02:44.560]  就說原來人生裡邊
[00:02:44.560 --> 00:02:46.360]  當他面對苦難之後
[00:02:46.360 --> 00:02:50.840]  回去看原來家庭是很重要
[00:02:50.840 --> 00:02:53.280]  昨晚我和師母和何瑩
[00:02:53.280 --> 00:02:57.360]  我們一家人在電視上看了一齣電影
[00:02:57.360 --> 00:03:00.800]  一齣電影其實我不太懂得讀中文字
[00:03:00.800 --> 00:03:01.720]  我也不懂得讀
[00:03:01.720 --> 00:03:03.720]  但是是一齣笑片
[00:03:03.720 --> 00:03:04.960]  一齣大獲而家好
[00:03:04.960 --> 00:03:08.560]  曾經是很好笑的一齣笑片
[00:03:08.560 --> 00:03:09.880]  人生不知什麼圖
[00:03:09.880 --> 00:03:11.280]  我忘記了
[00:03:11.280 --> 00:03:12.360]  鬼影圖
[00:03:12.360 --> 00:03:13.360]  人生鬼影圖
[00:03:13.360 --> 00:03:14.840]  很好笑
[00:03:14.840 --> 00:03:16.720]  昨天說到他去泰國
[00:03:16.720 --> 00:03:17.720]  去到結尾的時候
[00:03:17.720 --> 00:03:20.120]  我覺得這齣戲很有人情味
[00:03:20.120 --> 00:03:20.920]  去到結尾的時候
[00:03:20.920 --> 00:03:22.800]  主角就說
[00:03:22.800 --> 00:03:25.920]  他究竟什麼是最重要的
[00:03:25.920 --> 00:03:28.200]  他發覺原來他的太太是最重要
[00:03:28.200 --> 00:03:30.400]  他發覺他的家庭是最重要
[00:03:30.400 --> 00:03:32.680]  以致到原來人生面對很多苦難
[00:03:32.680 --> 00:03:33.640]  面對很多掙扎的時候
[00:03:33.640 --> 00:03:34.720]  他忽然間想起
[00:03:34.720 --> 00:03:37.440]  究竟什麼是人生最重要
[00:03:37.440 --> 00:03:41.560]  以致到我上星期的結論就說
[00:03:41.560 --> 00:03:43.880]  是否需要等到苦難
[00:03:43.880 --> 00:03:47.200]  才去想一想人生什麼是最重要
[00:03:47.200 --> 00:03:50.400]  而同樣今天29章到31章的時候
[00:03:50.400 --> 00:03:54.960]  這三章聖經仍然是在約伯安靜裏面
[00:03:54.960 --> 00:03:56.400]  在安靜裏面繼續
[00:03:56.400 --> 00:03:57.560]  在安靜當中
[00:03:57.560 --> 00:04:00.200]  去領受上帝對他生命的祝福
[00:04:00.200 --> 00:04:03.120]  但願今天上帝如何去祝福約伯
[00:04:03.120 --> 00:04:05.600]  我希望能夠成為了我們的祝福
[00:04:05.600 --> 00:04:07.240]  我選擇這首詩的原因
[00:04:07.240 --> 00:04:09.480]  就是因為我們知道
[00:04:09.480 --> 00:04:10.960]  耶穌自己也說
[00:04:10.960 --> 00:04:13.640]  在地上沒有一個是良善
[00:04:13.640 --> 00:04:15.160]  唯有神是良善
[00:04:15.160 --> 00:04:16.560]  唯有主是良善
[00:04:16.560 --> 00:04:18.320]  沒有一個人是良善
[00:04:18.320 --> 00:04:20.400]  以致到我們看到上帝
[00:04:20.400 --> 00:04:22.440]  讓我們看到唯有祂是良善
[00:04:22.440 --> 00:04:24.520]  當我們用這首詩去敬拜的時候
[00:04:24.520 --> 00:04:26.080]  我心裏面感受到
[00:04:26.080 --> 00:04:28.880]  就是難處一定有
[00:04:28.880 --> 00:04:32.880]  不過我們不要被難處打低我們
[00:04:32.880 --> 00:04:35.880]  不要被難處令我們長住在低谷那邊
[00:04:35.880 --> 00:04:38.280]  我們要在低谷那邊再次起身
[00:04:38.280 --> 00:04:40.240]  我們要相信神的應許
[00:04:40.240 --> 00:04:41.760]  就是我們的力量
[00:04:41.760 --> 00:04:44.600]  約伯在上星期我分享的時候看到
[00:04:44.600 --> 00:04:46.160]  什麼是最重要
[00:04:46.160 --> 00:04:47.960]  人生裏面他說
[00:04:47.960 --> 00:04:49.320]  最重要第一
[00:04:49.320 --> 00:04:52.680]  就是要我們更深的去認識我們的耶穌
[00:04:52.680 --> 00:04:54.800]  更深認識我們所信的神
[00:04:54.800 --> 00:04:56.600]  就是藉著神的話語
[00:04:56.600 --> 00:05:02.120]  更全面的認識我們所信的信仰那一位真神
[00:05:02.120 --> 00:05:03.240]  同樣他說
[00:05:03.240 --> 00:05:05.000]  誠信是很重要
[00:05:05.000 --> 00:05:07.720]  人生當中他說誠信是非常之重要
[00:05:07.720 --> 00:05:10.200]  我們一生都要過一個誠信的生活
[00:05:10.200 --> 00:05:13.000]  當然誠信對我們中國人來說
[00:05:13.000 --> 00:05:15.280]  其實一點都不困難去了解
[00:05:15.280 --> 00:05:16.800]  我們中國人的傳統
[00:05:16.800 --> 00:05:18.200]  特別是這個幽陽傳統
[00:05:18.200 --> 00:05:19.880]  我們很講誠信
[00:05:19.880 --> 00:05:20.960]  我提到昔日
[00:05:20.960 --> 00:05:21.880]  我們會說
[00:05:21.880 --> 00:05:24.760]  一言既出 駟馬難追
[00:05:24.760 --> 00:05:25.720]  我們會說
[00:05:25.720 --> 00:05:27.520]  君無棄言
[00:05:27.520 --> 00:05:29.760]  我們用今天的現代語來說
[00:05:29.760 --> 00:05:30.360]  我們說
[00:05:30.360 --> 00:05:34.120]  牙齒就當金駛
[00:05:34.120 --> 00:05:36.880]  所以誠信這個幽陽傳統那邊
[00:05:36.880 --> 00:05:40.200]  對中國人來說其實不會很難去明白
[00:05:40.200 --> 00:05:41.560]  但是曾幾何時
[00:05:41.560 --> 00:05:44.360]  這個世界開始改變
[00:05:44.360 --> 00:05:45.680]  改變到一個地步
[00:05:45.680 --> 00:05:46.720]  我們會說
[00:05:46.720 --> 00:05:49.280]  口講無憑
[00:05:49.280 --> 00:05:51.360]  去到一個地步我們會說
[00:05:51.360 --> 00:05:53.920]  我講下而已 你都信
[00:05:53.920 --> 00:05:56.200]  我講下我愛你而已 你都信
[00:05:56.200 --> 00:05:57.920]  說而已
[00:05:57.920 --> 00:05:58.720]  去到一個地步
[00:05:58.720 --> 00:06:02.120]  我們似乎已經沒有了口齒
[00:06:02.120 --> 00:06:03.760]  去到一個更加嚴重的地步
[00:06:03.760 --> 00:06:05.040]  我們今天的香港
[00:06:05.040 --> 00:06:05.920]  已經去到一個地步
[00:06:05.920 --> 00:06:08.000]  已經是人與人之間
[00:06:08.000 --> 00:06:11.200]  是沒有了任何的信任
[00:06:11.200 --> 00:06:12.680]  沒有了一種互信
[00:06:12.680 --> 00:06:13.560]  去到一個地步
[00:06:13.560 --> 00:06:15.120]  我們發光我們在上的
[00:06:15.120 --> 00:06:16.880]  做任何的決定都好
[00:06:16.880 --> 00:06:18.440]  我們下面的人都會說
[00:06:18.440 --> 00:06:19.960]  怎麼搞的 選這樣的人
[00:06:19.960 --> 00:06:22.640]  當然是什麼粉絲
[00:06:22.640 --> 00:06:23.760]  弟兄姊妹
[00:06:23.760 --> 00:06:26.160]  為什麼我們不能夠用一個更加
[00:06:26.160 --> 00:06:29.880]  一個所謂的一個平衡地
[00:06:29.880 --> 00:06:31.680]  去看這個世界
[00:06:31.680 --> 00:06:33.080]  為什麼我們去到一個地步
[00:06:33.080 --> 00:06:36.200]  沒有了人與人之間的互信
