
[00:00:00.000 --> 00:00:04.680]  有一天有兩個探險家
[00:00:04.680 --> 00:00:09.560]  他們到非洲的叢林探險
[00:00:09.560 --> 00:00:13.800]  在他們探險的過程中
[00:00:13.800 --> 00:00:21.320]  他們沒有留意到有一隻獅子跟在他們後面
[00:00:21.320 --> 00:00:30.720]  到他們聽到獅子在他們後面發出很大的咆哮聲的時候
[00:00:30.720 --> 00:00:34.560]  他們知道糟糕了 走不及了
[00:00:34.560 --> 00:00:41.920]  於是第一個探險家就跟旁邊的人小聲說
[00:00:41.920 --> 00:00:45.400]  我們一定要保持鎮定
[00:00:45.400 --> 00:00:52.600]  他繼續說:你記不記得我們曾經讀過一本書
[00:00:52.600 --> 00:00:58.160]  如果我們被猛獸襲擊的時候
[00:00:58.160 --> 00:01:03.000]  我們需要保持鎮定 不要動
[00:01:03.000 --> 00:01:08.640]  然後用我們的眼睛看著那個猛獸
[00:01:08.640 --> 00:01:10.960]  聽過類似的事情吧
[00:01:10.960 --> 00:01:16.280]  希望可以嚇走那隻猛獸
[00:01:16.280 --> 00:01:21.040]  於是他們就相議
[00:01:21.040 --> 00:01:25.040]  我們慢慢轉身
[00:01:25.040 --> 00:01:30.280]  然後我們一起看著那隻獅子
[00:01:30.280 --> 00:01:34.480]  第二個探險家就說:好吧 沒辦法
[00:01:34.480 --> 00:01:38.880]  於是他們就慢慢轉身
[00:01:38.880 --> 00:01:42.520]  但是突然間第二個探險家停了下來
[00:01:42.520 --> 00:01:47.840]  他說:等一下 你看過這本書 我看過這本書
[00:01:47.840 --> 00:01:54.400]  不過那隻獅子看過這本書沒有?
[00:01:54.400 --> 00:02:01.880]  去到上一次我講的《尼欽米記》第五章
[00:02:01.880 --> 00:02:05.720]  我這裡提過很多很多的困難和挑戰
[00:02:05.720 --> 00:02:08.560]  問題沒完沒了
[00:02:08.560 --> 00:02:10.680]  去到第六章也是
[00:02:10.680 --> 00:02:19.000]  不過第六章面對最大的挑戰就是恐懼
[00:02:19.000 --> 00:02:27.800]  究竟尼欽米怎樣才能達成重建城牆的焦點和目標呢?
[00:02:27.800 --> 00:02:31.800]  我們一起先讀第一至第四節
[00:02:31.800 --> 00:02:33.480]  預備起
[00:02:33.480 --> 00:02:39.160]  「參巴拉 多比亞 阿拉伯人 基善 和我們其餘的仇敵
[00:02:39.160 --> 00:02:41.800]  聽見我已經修完了城牆
[00:02:41.800 --> 00:02:43.920]  其中沒有破裂之處
[00:02:43.920 --> 00:02:46.920]  那時我還沒有安門線
[00:02:46.920 --> 00:02:51.000]  參巴拉和基善就打發人來見我說
[00:02:51.000 --> 00:02:55.800]  請你來 我們在阿拿平原的一個莊村相會
[00:02:55.800 --> 00:02:58.040]  他們卻想害我
[00:02:58.040 --> 00:03:01.080]  於是我差遣人去見他們說
[00:03:01.080 --> 00:03:04.200]  我現在辦理大功 不能下去
[00:03:04.200 --> 00:03:07.400]  焉能停工 下去見你們呢?
[00:03:07.400 --> 00:03:10.520]  他們這樣四次打發人來見我
[00:03:10.520 --> 00:03:14.160]  我都如此回答他們」
[00:03:14.160 --> 00:03:18.080]  經文一開始第一節提了幾個名字
[00:03:18.080 --> 00:03:21.800]  「參巴拉 多比亞 阿拉伯人 基善」
[00:03:21.800 --> 00:03:23.200]  這些名字很面善
[00:03:23.200 --> 00:03:27.680]  因為第二和第四章其實都已經提過了
[00:03:27.680 --> 00:03:31.160]  他們全部都曾經出過手
[00:03:31.160 --> 00:03:35.680]  攔阻李希米去重建城牆的工作
[00:03:35.680 --> 00:03:39.080]  這裡說他們和其他仇敵
[00:03:39.080 --> 00:03:42.040]  聽見我已經修完了城牆
[00:03:42.040 --> 00:03:43.920]  其中沒有破裂之處
[00:03:43.920 --> 00:03:47.680]  那時我還沒有安門線
[00:03:47.680 --> 00:03:49.920]  我之前有說過
[00:03:49.920 --> 00:03:51.680]  對於他們來說
[00:03:51.680 --> 00:03:57.120]  那個城牆的目的其實是防禦敵人
[00:03:57.120 --> 00:03:59.680]  所以如果你說我已經修好了城牆
[00:03:59.680 --> 00:04:04.600]  不過我仍然欠缺門
[00:04:04.600 --> 00:04:08.600]  不可以的 這是一個破口
[00:04:08.600 --> 00:04:12.560]  起不了防禦的作用
[00:04:12.560 --> 00:04:18.640]  安門線是通常最後的一個工序
[00:04:18.640 --> 00:04:25.120]  但同時亦是一個不能夠或缺的步驟
[00:04:25.120 --> 00:04:27.680]  其實對我們來說
[00:04:27.680 --> 00:04:32.800]  我們的屬靈生命都是一樣的
[00:04:32.800 --> 00:04:36.440]  如果我們的生命當中有破口
[00:04:36.440 --> 00:04:41.240]  然後我們不理會它
[00:04:41.240 --> 00:04:47.480]  結果只會讓敵人自出自入
[00:04:47.480 --> 00:04:51.880]  無論我們在其他方面多努力
[00:04:51.880 --> 00:04:55.120]  例如我很努力服侍
[00:04:55.120 --> 00:04:56.720]  我想告訴大家
[00:04:56.720 --> 00:04:58.720]  沒有用的
[00:04:58.720 --> 00:05:03.480]  白費功夫
[00:05:03.480 --> 00:05:06.080]  敵人來到這個階段
[00:05:06.080 --> 00:05:11.400]  打算開展一個暗殺行動
[00:05:11.400 --> 00:05:13.520]  說明暗殺
[00:05:13.520 --> 00:05:17.000]  所以就不會明刀明槍
[00:05:17.000 --> 00:05:19.880]  經文第二節就說
[00:05:19.880 --> 00:05:23.520]  「參巴拉和基善就打發人來見我說
[00:05:23.520 --> 00:05:28.360]  請你來我們在阿拿平原的一個莊村相會
[00:05:28.360 --> 00:05:30.760]  他們卻想害我」
[00:05:30.760 --> 00:05:33.200]  阿拿平原是甚麼地方呢
[00:05:33.200 --> 00:05:37.360]  離開耶路撒冷大概31公里
[00:05:37.360 --> 00:05:41.760]  這是波斯管轄的地區
[00:05:41.760 --> 00:05:48.080]  那裏有一個猶太人聚居的村莊
[00:05:48.080 --> 00:05:50.600]  為甚麼會選擇這裏呢
[00:05:50.600 --> 00:05:51.920]  很簡單
[00:05:51.920 --> 00:05:56.240]  給尼西米一個安全感
[00:05:56.240 --> 00:05:58.520]  減低他的戒心
[00:05:58.520 --> 00:06:01.520]  大家都是猶太人
[00:06:01.520 --> 00:06:03.600]  31公里
[00:06:03.600 --> 00:06:06.400]  說遠不遠 說近不近
[00:06:06.400 --> 00:06:12.360]  但周圍其實就是其他的
[00:06:12.360 --> 00:06:16.920]  撒瑪利亞人 非利是人聚居的地方
[00:06:16.920 --> 00:06:25.520]  所以去的沿途的確很容易受到襲擊
[00:06:25.520 --> 00:06:30.320]  經文沒有提到參巴拉做甚麼提出
[00:06:30.320 --> 00:06:33.240]  說要見尼西米
[00:06:33.240 --> 00:06:35.560]  這裏說得很客氣
[00:06:35.560 --> 00:06:38.000]  「請你來」
[00:06:38.000 --> 00:06:40.800]  但有前科
[00:06:40.800 --> 00:06:43.480]  參巴拉和其他人
[00:06:43.480 --> 00:06:48.720]  都曾經過去的日子對尼西米有敵意
[00:06:48.720 --> 00:06:51.800]  所以尼西米心中有數
[00:06:51.800 --> 00:06:58.240]  這個邀約其實也不算是好事
[00:06:58.240 --> 00:07:00.040]  尼西米如何回應
[00:07:00.040 --> 00:07:01.360]  第三節說
[00:07:01.360 --> 00:07:04.080]  「於是我差遣人去見他們說
[00:07:04.080 --> 00:07:06.320]  我現在辦理大功
[00:07:06.320 --> 00:07:08.480]  不能下去 焉能停工
[00:07:08.480 --> 00:07:10.880]  下去見你們呢?」
[00:07:10.880 --> 00:07:14.160]  一方面安裝門線
[00:07:14.160 --> 00:07:17.840]  這是工程最後的階段 不容有失
[00:07:17.840 --> 00:07:21.640]  所以需要很專心專注地完成
[00:07:21.640 --> 00:07:23.680]  不能夠分心
[00:07:23.680 --> 00:07:24.720]  另一方面
[00:07:24.720 --> 00:07:31.000]  尼西米也深知洞悉了參巴拉的陰謀
[00:07:31.000 --> 00:07:33.800]  所以他軟拒他
[00:07:33.800 --> 00:07:36.800]  很禮貌地推了他
[00:07:36.800 --> 00:07:39.800]  他說自己在做一件很重要的事
[00:07:39.800 --> 00:07:43.560]  所以沒空見你了
[00:07:43.560 --> 00:07:47.480]  其實聖經裡也有很多其他的例子
[00:07:47.480 --> 00:07:52.840]  當一個人很專注去做一件事的時候
[00:07:52.840 --> 00:07:55.960]  其實是停不了的
[00:07:55.960 --> 00:08:00.280]  新約的保羅就是一個很好的例子
[00:08:00.280 --> 00:08:02.760]  他在《紹行傳》第20章的時候
[00:08:02.760 --> 00:08:05.920]  說到他定意要去耶路撒冷
[00:08:05.920 --> 00:08:10.880]  當他和一群耳筆所長老去分享
[00:08:10.880 --> 00:08:13.360]  去到第24節
[00:08:13.360 --> 00:08:17.000]  他有一番很情深的話
[00:08:17.000 --> 00:08:20.920]  他很清楚自己的使命是什麼
[00:08:20.920 --> 00:08:23.880]  所以他說得很豪氣
[00:08:23.880 --> 00:08:24.960]  第24節
[00:08:24.960 --> 00:08:28.240]  「我給的以聖命為念也不看為寶貴
[00:08:28.240 --> 00:08:29.840]  只要行完我的路程
[00:08:29.840 --> 00:08:32.600]  成就我從主耶穌所領受的
[00:08:32.600 --> 00:08:36.160]  即是聖名神恩惠的福音」
[00:08:36.160 --> 00:08:42.480]  當一個人已經鎖定他的焦點、目標、方向
[00:08:42.480 --> 00:08:43.680]  我想告訴大家
[00:08:43.680 --> 00:08:46.960]  你自然就會好像保羅
[00:08:46.960 --> 00:08:49.240]  好像尼熙米一樣
[00:08:49.240 --> 00:08:50.680]  停不了的
[00:08:50.680 --> 00:08:52.480]  沒辦法停下來
[00:08:52.480 --> 00:08:55.440]  焉能停功
[00:08:55.440 --> 00:08:57.520]  無論身邊發生什麼事
[00:08:57.520 --> 00:08:59.080]  身邊的人說什麼
[00:08:59.080 --> 00:09:01.080]  催促你也好
[00:09:01.080 --> 00:09:04.080]  也不會放下
[00:09:04.080 --> 00:09:07.840]  尼熙米在這裡說了四次
[00:09:07.840 --> 00:09:10.160]  你看看第四節怎麼說
[00:09:10.160 --> 00:09:12.640]  「他們就讓四次打發人來見我
[00:09:12.640 --> 00:09:15.160]  我都如此回答他們」
[00:09:15.160 --> 00:09:17.320]  建造聖祥是這樣
[00:09:17.320 --> 00:09:20.360]  建造我們的屬靈生命
[00:09:20.360 --> 00:09:21.960]  也是這樣
[00:09:21.960 --> 00:09:23.960]  如果我們的焦點很清楚
[00:09:23.960 --> 00:09:27.080]  我們不會停下來的
[00:09:27.080 --> 00:09:28.760]  反過來說
[00:09:28.760 --> 00:09:32.720]  如果我們發現我們今天停了下來
[00:09:32.720 --> 00:09:35.400]  我就會問
[00:09:35.400 --> 00:09:40.200]  究竟是不是我們的焦點模糊了呢?
[00:09:40.200 --> 00:09:42.520]  為什麼停了下來?
[00:09:42.520 --> 00:09:44.840]  又或者更甚的就是
[00:09:44.840 --> 00:09:49.000]  是不是我們的生命出現了問題
[00:09:49.000 --> 00:09:53.120]  所以我們停了下來?
[00:09:53.120 --> 00:10:00.320]  當查柏拉不能夠阻止建造聖祥這件事
[00:10:00.320 --> 00:10:03.120]  沒辦法針對這件事
[00:10:03.120 --> 00:10:08.960]  接著他就轉移針對尼熙米這個人
[00:10:08.960 --> 00:10:14.040]  透過希望打擊尼熙米的誠信
[00:10:14.040 --> 00:10:19.240]  間接阻止這個工程繼續下去
[00:10:19.240 --> 00:10:22.360]  令到群眾害怕
[00:10:22.360 --> 00:10:27.160]  大家跟我一起讀第五至第九節
[00:10:27.160 --> 00:10:30.520]  「查柏拉第五次打發僕人來見我
[00:10:30.520 --> 00:10:32.680]  手裡拿著微風的信
[00:10:32.680 --> 00:10:34.200]  信上寫著說
[00:10:34.200 --> 00:10:36.120]  外邦人終有風聲
[00:10:36.120 --> 00:10:37.800]  斯加摩也說
[00:10:37.800 --> 00:10:41.160]  你和猶大人謀反修造聖祥
[00:10:41.160 --> 00:10:43.120]  你要作他們的王
[00:10:43.120 --> 00:10:45.480]  你又派先知在耶路撒冷
[00:10:45.480 --> 00:10:47.560]  指著你宣講說
[00:10:47.560 --> 00:10:48.960]  在猶大有王
[00:10:48.960 --> 00:10:51.680]  現在這話必傳於王之
[00:10:51.680 --> 00:10:55.240]  所以請你來與我們彼此商議
[00:10:55.240 --> 00:10:57.880]  我就差遠人去見他們說
[00:10:57.880 --> 00:11:00.800]  你所說的這事一概沒有
[00:11:00.800 --> 00:11:02.880]  是你心裡捏造的
[00:11:02.880 --> 00:11:05.480]  他們都要使我們懼怕
[00:11:05.480 --> 00:11:06.400]  意思說
[00:11:06.400 --> 00:11:08.160]  他們的手必軟弱
[00:11:08.160 --> 00:11:10.240]  以至工作不能成就
[00:11:10.240 --> 00:11:13.680]  神呀求你堅固我的手」
[00:11:13.680 --> 00:11:19.800]  剛才說尼熙米推了他四次
[00:11:19.800 --> 00:11:23.000]  結果還是推不掉
