
[00:00:00.000 --> 00:00:02.000]  心受割禮
[00:00:02.000 --> 00:00:03.260]  心愛主
[00:00:03.260 --> 00:00:03.720]  OK
[00:00:03.720 --> 00:00:04.760]  我們到了這個位置
[00:00:04.760 --> 00:00:07.300]  我要幫你總結
[00:00:07.300 --> 00:00:13.760]  我希望用這五點幫你總結生命記
[00:00:13.760 --> 00:00:15.580]  只是很片面而已
[00:00:15.580 --> 00:00:18.960]  希望你五點之中記得一點東西
[00:00:18.960 --> 00:00:20.040]  第一
[00:00:20.040 --> 00:00:21.420]  生命記是什麼呢?
[00:00:21.420 --> 00:00:26.580]  生命記是《神人摩西告別》的講道集
[00:00:26.580 --> 00:00:27.580]  行不行?
[00:00:27.580 --> 00:00:32.540]  生命記是《神人摩西告別》的講道集
[00:00:32.540 --> 00:00:34.960]  生命記裡面講的是要他們
[00:00:34.960 --> 00:00:35.840]  Listen
[00:00:35.840 --> 00:00:36.840]  Hear, O Israel
[00:00:36.840 --> 00:00:37.720]  聽
[00:00:37.720 --> 00:00:38.840]  要他們去聽
[00:00:38.840 --> 00:00:40.080]  要他們敬畏
[00:00:40.080 --> 00:00:41.220]  要他們遵行
[00:00:41.220 --> 00:00:42.420]  要他們愛慕
[00:00:42.420 --> 00:00:44.120]  你可以記住這幾點嗎?
[00:00:44.120 --> 00:00:47.340]  摩西講道集的中心是什麼?
[00:00:47.340 --> 00:00:48.640]  他們一定要聆聽
[00:00:48.640 --> 00:00:50.000]  他們一定要敬畏
[00:00:50.000 --> 00:00:51.140]  他們要遵行
[00:00:51.140 --> 00:00:54.140]  他們要愛慕上帝
[00:00:54.140 --> 00:00:54.720]  OK
[00:00:54.720 --> 00:00:56.640]  但是它還有一件事很特別的
[00:00:56.640 --> 00:01:01.940]  今天你聽人講道是很少出來的
[00:01:01.940 --> 00:01:04.600]  就是在摩西的講道集裡面
[00:01:04.600 --> 00:01:09.280]  它說你們站在生死之間
[00:01:09.280 --> 00:01:11.780]  整個生命記
[00:01:11.780 --> 00:01:13.980]  那個圖畫如果你拍一部電影出來
[00:01:13.980 --> 00:01:16.480]  最厲害的場面就是二十七章
[00:01:16.480 --> 00:01:16.980]  二十八章
[00:01:16.980 --> 00:01:18.640]  二十九章那裡
[00:01:18.640 --> 00:01:20.280]  一半的人在這個山
[00:01:20.280 --> 00:01:21.980]  另一半的人在另一個山
[00:01:21.980 --> 00:01:26.780]  一半的人說如果我們遵守上帝的誡命律例演章
[00:01:26.780 --> 00:01:28.480]  這些福氣就會臨到我們
[00:01:28.480 --> 00:01:30.280]  另一半說如果我們不遵守的話
[00:01:30.280 --> 00:01:32.900]  我們就要…
[00:01:32.900 --> 00:01:33.580]  很厲害的
[00:01:33.580 --> 00:01:35.240]  在發毒誓
[00:01:35.240 --> 00:01:37.700]  這個就要上帝立約了
[00:01:37.700 --> 00:01:42.240]  所以摩西那篇道和我們今天講的那篇道
[00:01:42.240 --> 00:01:43.980]  分別在哪裡?
[00:01:43.980 --> 00:01:45.700]  站於生死之間
[00:01:45.700 --> 00:01:49.240]  Choose life, choose life, choose life
[00:01:49.240 --> 00:01:51.200]  而不是說感謝主
[00:01:51.200 --> 00:01:53.000]  今天真好
[00:01:53.000 --> 00:01:54.240]  有耶穌幾個寶血
[00:01:54.240 --> 00:01:56.540]  雖然上個禮拜我們回了也不少罪
[00:01:56.540 --> 00:01:57.500]  只要你回來了
[00:01:57.500 --> 00:01:59.040]  一會兒有聖餐
[00:01:59.040 --> 00:02:02.500]  多吃幾口就沒事了
[00:02:02.500 --> 00:02:03.500]  神經病
[00:02:03.500 --> 00:02:06.040]  我覺得
[00:02:06.040 --> 00:02:08.000]  我覺得這個就是
[00:02:08.000 --> 00:02:11.000]  我們抓不到聖經的神髓
[00:02:11.000 --> 00:02:13.580]  應該繼續的東西沒有繼續
[00:02:13.580 --> 00:02:15.780]  不應該繼續的東西都繼續了
[00:02:15.780 --> 00:02:16.740]  你看不看到
[00:02:16.740 --> 00:02:18.580]  這是一個解經上的一個很大問題
[00:02:18.580 --> 00:02:20.280]  所以第一件事我想你記得的
[00:02:20.280 --> 00:02:23.180]  是摩西生死之間的講道集
[00:02:23.180 --> 00:02:25.140]  所以我應該將它改一改
[00:02:25.140 --> 00:02:27.940]  不是神人摩西什麼高B
[00:02:27.940 --> 00:02:29.180]  好像講得太好聽
[00:02:29.180 --> 00:02:31.480]  應該是生死之間的講道集
[00:02:31.480 --> 00:02:33.480]  你可不可以記住是生死之間的講道集
[00:02:33.480 --> 00:02:35.640]  第二
[00:02:35.640 --> 00:02:41.980]  《生命記》連結了《創世記》和《出埃及記》
[00:02:41.980 --> 00:02:43.340]  有一個神學家
[00:02:43.340 --> 00:02:44.900]  沒有時間講太多
[00:02:44.900 --> 00:02:48.600]  說《生命記》基本上是重演《創世記》
[00:02:48.600 --> 00:02:49.980]  《創世記》是什麼呢?
[00:02:49.980 --> 00:02:51.080]  伊甸園的故事
[00:02:51.080 --> 00:02:53.700]  上帝將上帝的子民放在祂的殿中
[00:02:53.700 --> 00:02:54.740]  然後讓祂律法
[00:02:54.740 --> 00:02:56.700]  叫祂們謹守遵行
[00:02:56.700 --> 00:02:57.940]  上帝律法典章
[00:02:57.940 --> 00:02:59.580]  如果不遵守的話
[00:02:59.580 --> 00:02:59.940]  什麼呢?
[00:02:59.940 --> 00:03:01.040]  祂會被踢出去
[00:03:01.040 --> 00:03:02.140]  你明白嗎?
[00:03:02.140 --> 00:03:06.180]  而現在意識的人重新進入到上帝認許之地
[00:03:06.180 --> 00:03:07.280]  不過
