
[00:00:00.000 --> 00:00:00.960]  大英姊妹早晨
[00:00:00.960 --> 00:00:06.280]  我想很多大英姊妹都應該玩過這個遊戲
[00:00:06.280 --> 00:00:08.000]  撐撐碟
[00:00:08.000 --> 00:00:10.580]  應該玩過的了
[00:00:10.580 --> 00:00:12.800]  特別比較年輕的那些
[00:00:12.800 --> 00:00:15.140]  年長的大英姊妹
[00:00:15.140 --> 00:00:17.900]  其實這個遊戲很容易玩的
[00:00:17.900 --> 00:00:21.700]  有一棟的積木
[00:00:21.700 --> 00:00:23.580]  然後呢
[00:00:23.580 --> 00:00:26.340]  我們需要輪流
[00:00:26.340 --> 00:00:28.620]  一人用一隻手
[00:00:29.140 --> 00:00:30.680]  抽出一枝
[00:00:30.680 --> 00:00:34.000]  然後把它放回頂部
[00:00:34.000 --> 00:00:36.300]  就這麼簡單
[00:00:36.300 --> 00:00:39.380]  當然啦,不要太大膽
[00:00:39.380 --> 00:00:41.940]  拿頂部那枝當然不行
[00:00:41.940 --> 00:00:43.220]  所以
[00:00:43.220 --> 00:00:45.780]  頭三枝
[00:00:45.780 --> 00:00:47.820]  基本上是不可以抽出
[00:00:47.820 --> 00:00:49.100]  那枝積木的
[00:00:49.100 --> 00:00:52.680]  好了,輪流來啦
[00:00:52.680 --> 00:00:53.960]  去到
[00:00:53.960 --> 00:00:56.020]  哪一個
[00:00:56.020 --> 00:00:58.320]  不小心弄壞了
[00:00:58.840 --> 00:01:00.640]  那就輸了
[00:01:00.640 --> 00:01:04.980]  當然啦,別人弄壞了,自己又特別開心
[00:01:04.980 --> 00:01:10.620]  我相信這個都是大家熟悉的遊戲,你一定玩過的
[00:01:10.620 --> 00:01:12.920]  不過呢
[00:01:12.920 --> 00:01:16.760]  如果用以下這個方法來玩撐撐碟
[00:01:16.760 --> 00:01:18.560]  我保證你未玩過
[00:01:18.560 --> 00:01:19.580]  好,謝謝
[00:01:29.820 --> 00:01:30.340]  (音樂)
[00:01:58.840 --> 00:02:02.580]  厲害吧?你一定未玩過啊,這個方法
[00:02:02.580 --> 00:02:08.740]  這個其實是某一個大型機器的廣告片
[00:02:08.740 --> 00:02:09.540]  好了
[00:02:09.540 --> 00:02:12.100]  剛才說
[00:02:12.100 --> 00:02:13.900]  每一條樁
[00:02:13.900 --> 00:02:15.180]  600磅
[00:02:15.180 --> 00:02:17.940]  所以加起來呢,是
[00:02:17.940 --> 00:02:19.540]  每一條樁,600磅
[00:02:19.540 --> 00:02:21.140]  所以加起來呢,是
[00:02:21.140 --> 00:02:22.020]  每一條樁,600磅
[00:02:22.020 --> 00:02:23.100]  每一條樁,600磅
[00:02:23.100 --> 00:02:23.620]  每一條樁,600磅
[00:02:23.620 --> 00:02:24.140]  每一條樁,600磅
[00:02:24.140 --> 00:02:24.640]  每一條樁,600磅
