
[00:00:00.000 --> 00:00:26.000]  今天晚上我們一起來繼續研究舊月生經的信息
[00:00:26.000 --> 00:00:40.000]  上一次我們集中在以下亞書的信息
[00:00:40.000 --> 00:00:44.000]  以下亞書是舊月裏面很多人很喜歡的一卷書
[00:00:44.000 --> 00:00:56.000]  不過很多弟兄姊妹的感覺就是以下亞書很長,沒辦法可以把它唸完,而且舊月一半的經文就比較多,比較長
[00:00:56.000 --> 00:01:05.000]  所以我心裏有這樣的負擔,就是把以下亞書當中只有兩章的一個部分跟大家一起分享
[00:01:05.000 --> 00:01:13.000]  上一次我們分享了在五十七章,今天我是五十八章
[00:01:13.000 --> 00:01:20.000]  五十七章我們講了一個部分,今天五十八章還是講了一個小部分
[00:01:20.000 --> 00:01:24.000]  我說小部分因爲我今天要講四節生經
[00:01:24.000 --> 00:01:31.000]  你說舊月生經那麼長,四節生經可以講一堂道嗎?可以的
[00:01:31.000 --> 00:01:46.000]  不是我特別說話多,而是生經,儘管舊月很長,好像很多的經文如果你沒有用心來唸的時候,你感覺好像是重重複復的
[00:01:46.000 --> 00:01:56.000]  好像四篇,你念了幾十篇,四篇以後發覺差不多每篇都是用字,用表達的方法
[00:01:56.000 --> 00:02:05.000]  但是如果你真的用心來唸神的話語的時候,每一句都有很豐富很深刻的真理
[00:02:05.000 --> 00:02:15.000]  因爲這是向帝的話,向帝的啓示,當我們用心來唸的時候,肯定有很深刻的意義
[00:02:15.000 --> 00:02:24.000]  今天我就用四節的生經,就是五十八章裏面,幾十章生經的以下亞書裏面只有四節
[00:02:24.000 --> 00:02:31.000]  但是四節生經裏面已經有非常豐富的屬靈的寶藏在裏面
[00:02:31.000 --> 00:02:37.000]  好嗎?今天我們一起來就看這簡單的四節生經
[00:02:37.000 --> 00:02:42.000]  那麼大家手頭已經有這樣的一個大綱
[00:02:42.000 --> 00:02:52.000]  我們就知道了四節生經,如果你有生經的話,我們唐用生經也可以打開以下亞書五十八章
[00:02:52.000 --> 00:02:58.000]  我們從第九節唸到十二節,就是四節的生經
[00:02:58.000 --> 00:03:03.000]  那麼如果我們唐用的生經是一千零九十二面
[00:03:03.000 --> 00:03:10.000]  大家可以用理智的生經,也可以用唐用的生經,唐用的生經是一千零九十二面
[00:03:10.000 --> 00:03:12.000]  好嗎?我們看到了
[00:03:12.000 --> 00:03:16.000]  那麼我們今天是用合合本,好嗎?
[00:03:16.000 --> 00:03:23.000]  因爲我覺得這個翻譯裏面今天的經文,合合本可能翻得比較集結
[00:03:23.000 --> 00:03:31.000]  而且我們也沒有一定要從哪一個版本,哪一個版本翻得好
[00:03:31.000 --> 00:03:34.000]  我覺得比較原文的時候,比較集結的話
[00:03:34.000 --> 00:03:42.000]  我覺得今天我們的經文,合合本還是翻得比較真的更原文的潔淨
[00:03:42.000 --> 00:03:49.000]  所以我們就用原文來,合合本來一起念,好嗎?
[00:03:49.000 --> 00:03:51.000]  反正這幾節的生經也不長
[00:03:51.000 --> 00:03:56.000]  我們一起慢慢的來唸這四節的生經
[00:03:56.000 --> 00:04:03.000]  以下亞書的第五十八章九到十二節,好嗎?
[00:04:03.000 --> 00:04:05.000]  好,我們一起來
[00:04:05.000 --> 00:04:15.000]  那時你求告,耶和華別應允,你復求,他必說,我在這裏
[00:04:15.000 --> 00:04:25.000]  你若從你們中間除掉重壓和指責人的指頭,併發惡言的誓
[00:04:25.000 --> 00:04:33.000]  你心若向飢餓的人發憐憫,使困苦的人得滿足
[00:04:33.000 --> 00:04:42.000]  你的光就必在黑暗中發現,你的誘暗必變如正午
[00:04:42.000 --> 00:04:53.000]  耶和華也必時常引導你,在乾旱之地,使你的心滿意足,骨頭強壯
[00:04:53.000 --> 00:05:01.000]  你必向藥乾的源子,又向水流不絕的泉源
[00:05:01.000 --> 00:05:08.000]  那些出於你的人,必受造久而放廢之處
[00:05:08.000 --> 00:05:21.000]  你要建立徹尾淚帶的根基,你必成爲捕破口的,和重授路徑與人聚住的
[00:05:21.000 --> 00:05:25.000]  這是短短的四節的生經
[00:05:25.000 --> 00:05:34.000]  我們記得上一次我們說,以下書57章的真理,這信息
[00:05:34.000 --> 00:05:40.000]  是要我們向帝護照我們迴歸,迴歸於他
[00:05:40.000 --> 00:05:47.000]  然後我說過了,58章今天我們講的,就是迴歸向帝的人神的僕人
[00:05:47.000 --> 00:05:52.000]  向帝要護照他,對不對?從外面的世界迴歸向帝
[00:05:52.000 --> 00:05:55.000]  迴歸向帝以後,向帝說不要停在這裏
[00:05:55.000 --> 00:05:59.000]  不要停留在只有甜蜜的團系裏面
[00:05:59.000 --> 00:06:02.000]  不要停留在甜蜜的你跟我的關係裏面
[00:06:02.000 --> 00:06:06.000]  你要出去,向帝護照你要回到這個世界
[00:06:06.000 --> 00:06:09.000]  那麼你說回到世界幹什麼?
[00:06:09.000 --> 00:06:14.000]  我們今天給的題目就是堵塞破口
[00:06:14.000 --> 00:06:18.000]  你說這裏有講嗎?有,剛纔我們念最後的一節聖經裏面
[00:06:18.000 --> 00:06:23.000]  談到你要建立內帶的根基
[00:06:23.000 --> 00:06:31.000]  你必須稱爲堵破口的人,重授路徑與人居住的人
[00:06:31.000 --> 00:06:37.000]  這有個名字的,因爲我要向帝說,我們神的僕人迴歸了上帝的人
[00:06:37.000 --> 00:06:43.000]  就是你跟我,有個名稱的,應該稱爲堵破口的人
[00:06:43.000 --> 00:06:50.000]  堵破口的人,向帝差遣我們,負叫我們去堵破口
[00:06:50.000 --> 00:06:52.000]  爲什麼要堵破口?
[00:06:52.000 --> 00:06:59.000]  因爲在你跟我所生活的地方,我們的世界太多破口
[00:06:59.000 --> 00:07:04.000]  太多巷口,很多的巷口
[00:07:04.000 --> 00:07:10.000]  有時候我們的眼沒有留意,但是我相信你跟我都知道
[00:07:10.000 --> 00:07:16.000]  當我們真的看看我們週迴,看我們的社會
[00:07:16.000 --> 00:07:24.000]  有時候現在,最近我們常常談我們香港是個撕裂的城市
[00:07:24.000 --> 00:07:31.000]  撕裂,大家人與人之間,很多的不能夠大家共傳的地方
[00:07:31.000 --> 00:07:36.000]  人的心很不滿,很多怨氣,很多埋怨
[00:07:36.000 --> 00:07:41.000]  不單單是社會上面如此,不單單我們在新聞裏面看到
[00:07:41.000 --> 00:07:50.000]  不單單我們有時候在一個動盪的地方,看到人很痛恨的樣子
[00:07:50.000 --> 00:07:56.000]  甚至我們在政府裏面,我們看到立法局裏面很多爭鬥
[00:07:56.000 --> 00:08:02.000]  實質上不單單是到了政治的場合
[00:08:02.000 --> 00:08:08.000]  我們在我們的周圍,就是在你跟我住的地方
[00:08:08.000 --> 00:08:13.000]  在我們的辦公室,在我們住的地方的旁邊
[00:08:13.000 --> 00:08:19.000]  在我們的鄰居,都有很多的巷口,很多的破口
[00:08:19.000 --> 00:08:22.000]  你知道那些故事嗎?你知道的
[00:08:22.000 --> 00:08:26.000]  不過有時候我們說太多了,我們不理,像你說不行
[00:08:26.000 --> 00:08:31.000]  我拆遣你去堵塞破口
[00:08:31.000 --> 00:08:35.000]  你不是說我知道,但是我無能回力,我太忙碌了
[00:08:35.000 --> 00:08:39.000]  我看我的家人弄不好,我沒辦法
[00:08:39.000 --> 00:08:44.000]  上帝說你還要聽我對你的護照說,你去吧
[00:08:44.000 --> 00:08:49.000]  你要被清回堵塞破口的人
[00:08:49.000 --> 00:08:54.000]  因爲這個世界,你的周圍,甚至那個破口
[00:08:54.000 --> 00:08:58.000]  不單單在那個世界,這個社會,在你的鄰居
[00:08:58.000 --> 00:09:01.000]  可能在你的家裏面也有很多破口,對不對?
[00:09:01.000 --> 00:09:04.000]  很多巷口,你知道的
[00:09:04.000 --> 00:09:08.000]  甚至在我們神的家裏面也有很多破口,很多巷口
[00:09:08.000 --> 00:09:12.000]  這個充滿了破口、巷口的世界
[00:09:12.000 --> 00:09:15.000]  上帝說你既然迴歸了於我
[00:09:15.000 --> 00:09:20.000]  現在我就拆遣你,護照你去堵塞破口
[00:09:20.000 --> 00:09:25.000]  這個就是今天我們看到以下亞述的信息
[00:09:25.000 --> 00:09:28.000]  所以我就給了這樣一個題目
[00:09:28.000 --> 00:09:33.000]  迴歸神的護照,做堵塞破口的人
[00:09:33.000 --> 00:09:37.000]  好了,現在我們看上帝怎麼護照我們
[00:09:37.000 --> 00:09:42.000]  在這段短短的四節聖經裏面,我把它翻了三個信息
[00:09:42.000 --> 00:09:44.000]  只有四節聖經
[00:09:44.000 --> 00:09:48.000]  但是當中也有三個不同的信息,一步一步的
[00:09:48.000 --> 00:09:51.000]  第一個信息就是上帝護照我們
[00:09:51.000 --> 00:09:56.000]  有一節半,就是第九節到第十節,相半
[00:09:56.000 --> 00:09:58.000]  就是上帝的護照
[00:09:58.000 --> 00:10:01.000]  然後上帝護照了我們以後
[00:10:01.000 --> 00:10:04.000]  不單單說,好,我護照了,你去做吧
[00:10:04.000 --> 00:10:05.000]  就算了,不是
[00:10:05.000 --> 00:10:10.000]  上帝說我有興許,我興許怎樣跟你一起去做
[00:10:10.000 --> 00:10:12.000]  我興許給你力量
[00:10:12.000 --> 00:10:16.000]  興許在什麼情況底下,我沒有離開你的
[00:10:16.000 --> 00:10:19.000]  所以我們看,跟着一節半的聖經
[00:10:19.000 --> 00:10:22.000]  就是第十節下半到十一節
[00:10:22.000 --> 00:10:24.000]  相帝說我的興許是什麼
[00:10:24.000 --> 00:10:29.000]  如果你願意順從,跟從我的護照出去
[00:10:29.000 --> 00:10:33.000]  那麼我的興許就跟着你,與你同在
[00:10:33.000 --> 00:10:36.000]  然後最後還有一節聖經
[00:10:36.000 --> 00:10:39.000]  就是說你這樣的結果
[00:10:39.000 --> 00:10:41.000]  相帝說我有保證的
[00:10:41.000 --> 00:10:44.000]  所以相帝有護照,有興許
[00:10:44.000 --> 00:10:49.000]  然後興許最後,相帝有沒有保證你的結果是怎樣
[00:10:49.000 --> 00:10:51.000]  所以很完備的
[00:10:51.000 --> 00:10:52.000]  你看到嗎
[00:10:52.000 --> 00:10:54.000]  短短的世界聖經裏面
[00:10:54.000 --> 00:10:59.000]  整個護照,興許,上帝承諾的保證都講了
[00:10:59.000 --> 00:11:05.000]  所以我們現在就用差不多四十分鐘的時間
[00:11:05.000 --> 00:11:09.000]  蠻長的時間來研究這四節的聖經
[00:11:09.000 --> 00:11:12.000]  慢慢來看,這世界聖經講什麼
[00:11:12.000 --> 00:11:15.000]  首先我們說相帝的護照
[00:11:15.000 --> 00:11:18.000]  相帝的護照是怎樣的護照
[00:11:18.000 --> 00:11:20.000]  剛纔我們念得很清楚了
[00:11:20.000 --> 00:11:24.000]  第九節到十節的上半節
[00:11:24.000 --> 00:11:26.000]  就是講到相帝的護照
[00:11:26.000 --> 00:11:31.000]  那你說,那個時候你求告
[00:11:31.000 --> 00:11:34.000]  相帝我們的約會話必應允
[00:11:34.000 --> 00:11:39.000]  你復求,他必說,我在這裏
[00:11:39.000 --> 00:11:41.000]  我在這裏
[00:11:41.000 --> 00:11:44.000]  你說,好像在哪裏聽過這句話
[00:11:44.000 --> 00:11:46.000]  對不對
[00:11:46.000 --> 00:11:50.000]  而且,也是在以下亞書對不對
[00:11:50.000 --> 00:11:51.000]  在哪裏
[00:11:51.000 --> 00:11:53.000]  有啊,我知道你聽過了
[00:11:53.000 --> 00:11:55.000]  六將八節對不對
[00:11:55.000 --> 00:11:57.000]  這個我們比較熟識的
[00:11:57.000 --> 00:12:00.000]  六將八節裏面你聽過這句話
[00:12:00.000 --> 00:12:02.000]  因爲你記得當時候
[00:12:02.000 --> 00:12:05.000]  以下亞先知看到的異象對不對
[00:12:05.000 --> 00:12:07.000]  有啊,坐在聖殿當中
[00:12:07.000 --> 00:12:09.000]  然後爆滿了煙
[00:12:09.000 --> 00:12:12.000]  聖結的煙花向他顯現
[00:12:12.000 --> 00:12:14.000]  那麼先知說,我在
[00:12:14.000 --> 00:12:15.000]  不行啦
[00:12:15.000 --> 00:12:18.000]  我看見聖結的煙花向帝的時候
[00:12:18.000 --> 00:12:20.000]  我看我自己就是個罪人
[00:12:20.000 --> 00:12:21.000]  對不對
[00:12:21.000 --> 00:12:23.000]  所以他說,我在
[00:12:23.000 --> 00:12:25.000]  我又罪了
[00:12:25.000 --> 00:12:27.000]  我不行啦
[00:12:27.000 --> 00:12:30.000]  我怎麼可以見到聖結的煙花向帝
[00:12:30.000 --> 00:12:34.000]  然後那個天使就用炭火
[00:12:34.000 --> 00:12:38.000]  來煎那個先知的嘴脣
[00:12:38.000 --> 00:12:40.000]  他說,我是語言不潔的人
[00:12:40.000 --> 00:12:43.000]  有住在語言不潔的人當中
[00:12:43.000 --> 00:12:45.000]  然後天使就代表了
[00:12:45.000 --> 00:12:49.000]  以後我向帝把他的嘴煎了火
[00:12:49.000 --> 00:12:51.000]  那個炭火煎了以後
[00:12:51.000 --> 00:12:53.000]  就代表了結晶
[00:12:53.000 --> 00:12:55.000]  結晶以後這個先知
[00:12:55.000 --> 00:12:58.000]  就可以會向帝發聲
[00:12:58.000 --> 00:13:01.000]  能夠在聖結的向帝面前
[00:13:01.000 --> 00:13:04.000]  給向帝所赦免
[00:13:04.000 --> 00:13:07.000]  然後就給向帝所用
[00:13:07.000 --> 00:13:09.000]  然後大家都很舒適了
[00:13:09.000 --> 00:13:11.000]  然後跟着聖經就說
[00:13:11.000 --> 00:13:13.000]  我又,一下子就說
[00:13:13.000 --> 00:13:17.000]  我又聽見有聲音對我說
[00:13:17.000 --> 00:13:20.000]  我可以拆遣誰
[00:13:20.000 --> 00:13:23.000]  誰可以會我去呢
[00:13:23.000 --> 00:13:25.000]  然後大家都很舒適了
[00:13:25.000 --> 00:13:27.000]  就先知以下呀說
[00:13:27.000 --> 00:13:31.000]  我在這裏,請拆遣我
[00:13:31.000 --> 00:13:32.000]  對不對
[00:13:32.000 --> 00:13:33.000]  很清楚
[00:13:33.000 --> 00:13:36.000]  我在這裏,請拆遣我
[00:13:36.000 --> 00:13:38.000]  這個就是向帝的護照對不對
[00:13:38.000 --> 00:13:39.000]  對
[00:13:39.000 --> 00:13:42.000]  向帝就是這樣護照
[00:13:42.000 --> 00:13:43.000]  以下先知的
[00:13:43.000 --> 00:13:45.000]  所以以下先知說
[00:13:45.000 --> 00:13:47.000]  我在這裏,請拆遣我
[00:13:47.000 --> 00:13:50.000]  這個句話鼓勵了無數的弟兄姊妹
[00:13:50.000 --> 00:13:52.000]  同樣的對向帝說
[00:13:52.000 --> 00:13:55.000]  我在這裏,請拆遣我
[00:13:55.000 --> 00:13:58.000]  可能大家沒有特別留意
[00:13:58.000 --> 00:14:01.000]  原來到了五十八章的第九節
[00:14:01.000 --> 00:14:06.000]  還有就說一次我在這裏的
[00:14:06.000 --> 00:14:09.000]  不過有什麼不同
[00:14:09.000 --> 00:14:11.000]  現在這句話不是人說的
[00:14:11.000 --> 00:14:13.000]  回應向帝的對不對
[00:14:13.000 --> 00:14:15.000]  是什麼誰說的
[00:14:15.000 --> 00:14:17.000]  向帝自己說的
[00:14:17.000 --> 00:14:18.000]  到我跟他說
[00:14:18.000 --> 00:14:21.000]  他說我在這裏
[00:14:21.000 --> 00:14:24.000]  你說究竟是人說我在這裏
[00:14:24.000 --> 00:14:27.000]  還是向帝說我在這裏呢
[00:14:27.000 --> 00:14:29.000]  兩個都對
[00:14:29.000 --> 00:14:33.000]  這個也是一個護照的相同性
