
[00:00:00.000 --> 00:00:04.000]  天父上帝,我們感謝祢,讓我們可以一起聚會,
[00:00:04.000 --> 00:00:07.000]  讓我們一起向祢獻上我們對祢的頌讚,
[00:00:07.000 --> 00:00:09.000]  呈獻我們對祢的敬拜。
[00:00:09.000 --> 00:00:11.000]  天父上帝,求祢閱立我們,
[00:00:11.000 --> 00:00:17.000]  當我們聽從祢的話語,學習如何跟隨祢的教導去活的時候,
[00:00:17.000 --> 00:00:21.000]  求祢幫助我們,讓我們呈獻我們的生命,
[00:00:21.000 --> 00:00:24.000]  在我們的生命當中,將榮耀頌讚歸給祢。
[00:00:24.000 --> 00:00:30.000]  讓我們看見祢是各位配得我們尊崇,配得我們敬拜的主,
[00:00:30.000 --> 00:00:35.000]  也讓我們學懂如何因著祢的緣故,我們可以勝過我們自我。
[00:00:35.000 --> 00:00:41.000]  將以下事件交上,求祢親自觸動我們的心靈,改變我們的生命。
[00:00:41.000 --> 00:00:45.000]  聽我們的祈禱,奉靠耶穌基督得聖的名字祈求。
[00:00:45.000 --> 00:00:55.000]  阿門,貪字變成貧字,貧字會不會變成貪呢?
[00:00:55.000 --> 00:00:59.000]  我在神學院的時候,我們很多神學生都沒什麼錢的,
[00:00:59.000 --> 00:01:03.000]  窮不是入學的要求,只是一個現實,
[00:01:03.000 --> 00:01:10.000]  當然很多都是沒工作就去讀書,或者剛剛讀完書就要再讀書,
[00:01:10.000 --> 00:01:16.000]  通常都沒什麼錢,我們過著很節儉的生活之餘,
[00:01:16.000 --> 00:01:20.000]  我們也很感恩神學院用很多不同的方法去幫助我們,
[00:01:20.000 --> 00:01:26.000]  除了有獎學金之外,還有不同的機構,不同的團體都會嘗試幫我們,
[00:01:26.000 --> 00:01:30.000]  譬如可能有些快過期的麵包都會擺出來,我們就馬上可以拿了,
[00:01:30.000 --> 00:01:35.000]  或者有些不同的地方我們可以有些不同的供應,
[00:01:35.000 --> 00:01:41.000]  有一個教會的侍奉是很好的,教會有些不同的團體,
[00:01:41.000 --> 00:01:48.000]  他們會定期捐贈一些物資去神學院裡面,我們就可以拿了,
[00:01:48.000 --> 00:01:52.000]  譬如可能是每個星期都可以去拿,有些罐頭的食物,
[00:01:52.000 --> 00:01:58.000]  有些麵,有些意粉,飯,油,鹽,
[00:01:58.000 --> 00:02:07.000]  當我和我弟弟在那裡生活的時候,我又去拿一些物資,
[00:02:07.000 --> 00:02:11.000]  我和我弟弟一起生活的時候,我們每個星期還有一餐叫做神學生飯,
[00:02:11.000 --> 00:02:15.000]  那一餐全部都是我們不用錢的,全部都是神學院拿回來的東西,
[00:02:15.000 --> 00:02:20.000]  是什麼呢?意粉,罐頭忌廉湯,罐頭吞拿魚,
[00:02:20.000 --> 00:02:24.000]  混在一起就是白汁吞拿魚意粉,
[00:02:24.000 --> 00:02:29.000]  都很幫助,其實節省很多,我們不用煩很多東西,
[00:02:29.000 --> 00:02:32.000]  沒有油就拿油,沒有鹽就拿鹽,
[00:02:32.000 --> 00:02:39.000]  但是我們都面對一個問題,就是當我們拿的時候,
[00:02:39.000 --> 00:02:45.000]  我們會想拿多一點,一包米很小一包,
[00:02:45.000 --> 00:02:50.000]  我兩口就可以吃完,那會不會拿多一包好一點呢?
[00:02:50.000 --> 00:02:54.000]  我可以又拿飯又拿意粉不是很好嗎?為什麼一定要選呢?
[00:02:54.000 --> 00:03:01.000]  除了指定用品之外,他偶爾會放一些特殊的東西在架子上,
[00:03:01.000 --> 00:03:05.000]  你自己拿吧,架子上就寫著一個標語,
[00:03:05.000 --> 00:03:08.000]  就是每人走下來拿一件神體著,
[00:03:08.000 --> 00:03:14.000]  有時候這也是一個很大的挑戰,
[00:03:14.000 --> 00:03:21.000]  只拿到一件,有些同學就是一早去排隊,
[00:03:21.000 --> 00:03:24.000]  我還沒有起床上學的時候,他們已經排隊,
[00:03:24.000 --> 00:03:27.000]  一開門就進去掃貨,選好東西,
[00:03:27.000 --> 00:03:31.000]  因為有些東西久了就會沒有了,除了食物之外,
[00:03:31.000 --> 00:03:33.000]  還有不同的物資,譬如一些衣服,
[00:03:33.000 --> 00:03:37.000]  有人捐了一些舊衣服,或者小朋友的玩具,
[00:03:37.000 --> 00:03:41.000]  很多人就說多好,逢星期三去就free shopping,
[00:03:41.000 --> 00:03:44.000]  去挑選衣服,帶小朋友去拿玩具,
[00:03:44.000 --> 00:03:48.000]  我沒有小朋友,我也不想有太多的評論,
[00:03:48.000 --> 00:03:51.000]  但是我發現他們每個星期的小朋友都是這樣拿玩具,
[00:03:51.000 --> 00:03:55.000]  他們希望你拿了一件玩具,玩到差不多了,
[00:03:55.000 --> 00:03:59.000]  你不玩了就拿出來給別人拿,你再拿的,
[00:03:59.000 --> 00:04:02.000]  但是我不能夠代表其他人說,
