
[00:00:00.000 --> 00:00:01.800]  上個禮拜我們講什麼
[00:00:01.800 --> 00:00:05.760]  復興
[00:00:05.760 --> 00:00:08.380]  好
[00:00:08.380 --> 00:00:13.300]  上禮拜其實我們講了復興跟什麼
[00:00:13.300 --> 00:00:14.880]  宣教
[00:00:14.880 --> 00:00:18.120]  但是我上禮拜講了
[00:00:18.120 --> 00:00:22.140]  這兩件事情要同時講
[00:00:22.140 --> 00:00:25.860]  時間不夠 所以我上禮拜比較多講到復興 對不對
[00:00:25.860 --> 00:00:29.420]  剛才我們讀的經文 大家注意看一下
[00:00:30.980 --> 00:00:33.380]  以塞亞書四十九章五到六節
[00:00:33.380 --> 00:00:36.200]  剛才我們讀的 我想大家可能
[00:00:36.200 --> 00:00:38.500]  已經讀過去
[00:00:38.500 --> 00:00:40.900]  考考大家的記憶力
[00:00:40.900 --> 00:00:42.820]  在這段經文裡面 他說什麼呢
[00:00:42.820 --> 00:00:46.620]  他說 現在你做我的僕人
[00:00:46.620 --> 00:00:49.280]  使雅各眾支派復興
[00:00:49.280 --> 00:00:51.800]  使以色列中德寶全的歸回
[00:00:51.800 --> 00:00:53.580]  然後下面說了什麼事情
[00:00:53.580 --> 00:00:57.480]  喪為小司 對不對
[00:00:57.560 --> 00:01:00.600]  所以喪為小司表明一件事情就是
[00:01:00.600 --> 00:01:03.600]  還有什麼 更大的事
[00:01:03.600 --> 00:01:05.060]  更大的事是什麼
[00:01:05.060 --> 00:01:08.580]  更大的事是什麼 下面說什麼
[00:01:08.580 --> 00:01:14.460]  他說我還要使你做外邦人的光
[00:01:14.460 --> 00:01:18.240]  施行我的救恩 怎麼樣
[00:01:18.240 --> 00:01:21.340]  直到地極 所以使徒行傳一章八節也說
[00:01:21.340 --> 00:01:24.360]  怎麼樣 但聖靈降臨在你們身上
[00:01:24.360 --> 00:01:26.860]  你們就必得著能力 必要在耶路撒冷
[00:01:26.860 --> 00:01:30.180]  要在全體和撒瑪利亞 直到地極做什麼
[00:01:30.180 --> 00:01:32.900]  做我的見證 Amen
[00:01:32.900 --> 00:01:35.920]  現在就準備
[00:01:35.920 --> 00:01:39.360]  主耶穌升天 託付給門徒
[00:01:39.360 --> 00:01:41.400]  最重要的遺囑是什麼
[00:01:41.400 --> 00:01:45.640]  不是說 唉呀 我死了以後
[00:01:45.640 --> 00:01:47.260]  不是 我走了以後
[00:01:47.260 --> 00:01:51.240]  我走了以後
[00:01:51.240 --> 00:01:54.920]  你們該怎麼樣子 你們自己辦吧
[00:01:55.660 --> 00:01:58.060]  遺產該多少
[00:01:58.060 --> 00:02:01.420]  財產該怎麼分配 沒有 主耶穌升天之前
[00:02:01.420 --> 00:02:04.040]  祂吩咐最重要的一件事情是什麼
[00:02:04.040 --> 00:02:06.980]  想想看那些猶太人 那些門徒們
[00:02:06.980 --> 00:02:10.360]  看著耶穌升天的時候 說出了這句話之後
[00:02:10.360 --> 00:02:13.560]  耶穌就升天了 說的這句話
[00:02:13.560 --> 00:02:17.740]  就是歷世歷代 凡是領受的教誨
[00:02:17.740 --> 00:02:20.320]  他們就為這一個使命而活
[00:02:20.320 --> 00:02:23.340]  就是要做主的見證 Amen
[00:02:23.820 --> 00:02:25.820]  直到地極
[00:02:25.820 --> 00:02:29.960]  耶穌在馬太福音二十八章
[00:02:29.960 --> 00:02:33.360]  同樣的十九節二十節講的同樣的經文
[00:02:33.360 --> 00:02:35.580]  你們要去
[00:02:35.580 --> 00:02:39.500]  使萬民做我的門徒
[00:02:39.500 --> 00:02:43.560]  所以這個更大的事就是
[00:02:43.560 --> 00:02:46.300]  傳福音 直到地極
[00:02:46.300 --> 00:02:50.480]  這個更大的事情就是使萬民做我的見證
[00:02:50.480 --> 00:02:52.280]  這個更大的事情
[00:02:52.280 --> 00:02:56.720]  不是 主啊 主啊 我需要復興而已
[00:02:56.720 --> 00:03:00.100]  這個更大的事情是 主啊 我被復興
[00:03:00.100 --> 00:03:03.000]  為了什麼 為了要做外邦人的光
[00:03:03.000 --> 00:03:05.000]  Amen
[00:03:05.000 --> 00:03:08.520]  所以
[00:03:08.520 --> 00:03:11.320]  在這裡講到大使命
[00:03:11.320 --> 00:03:14.860]  這段經文我們都很熟
[00:03:14.860 --> 00:03:17.260]  上禮拜我說使徒心專一章八節
[00:03:17.260 --> 00:03:19.260]  不會配就不要吃飯
[00:03:19.260 --> 00:03:23.820]  今天是馬太福音二十八章 十九節 二十節
[00:03:23.820 --> 00:03:26.820]  除了新來的朋友
[00:03:26.820 --> 00:03:28.820]  我們沒有辦法要求你
[00:03:28.820 --> 00:03:30.820]  還是有飯吃
[00:03:30.820 --> 00:03:32.820]  其他的弟兄姊妹
[00:03:32.820 --> 00:03:34.820]  這一節聖經把它背一下
[00:03:34.820 --> 00:03:36.820]  我們用一分鐘把它試試看
[00:03:36.820 --> 00:03:38.820]  來 我們一起來一背
[00:03:38.820 --> 00:03:39.820]  會背就跟我一起來背
[00:03:39.820 --> 00:03:41.820]  不會背的話你就試著看著一起來背
[00:03:41.820 --> 00:03:42.820]  來 一 備 請
[00:03:42.820 --> 00:03:44.820]  所以你們要去
[00:03:44.820 --> 00:03:46.820]  使萬民做我的門徒
[00:03:46.820 --> 00:03:49.820]  奉父子聖靈的名給他們施洗
[00:03:49.820 --> 00:03:51.820]  凡我所吩咐你們的
[00:03:51.820 --> 00:03:53.820]  都教訓他們遵守
[00:03:53.820 --> 00:03:55.820]  我就常與你們同在
[00:03:55.820 --> 00:03:57.820]  直到世界的末了
[00:03:57.820 --> 00:03:59.820]  好 我們試試看
[00:03:59.820 --> 00:04:01.820]  來 一 備 請
[00:04:01.820 --> 00:04:03.820]  所以你們要
[00:04:03.820 --> 00:04:09.820]  奉
[00:04:09.820 --> 00:04:11.820]  給他們
[00:04:11.820 --> 00:04:13.820]  凡我所
[00:04:13.820 --> 00:04:15.820]  都教訓
[00:04:15.820 --> 00:04:17.820]  我就
[00:04:17.820 --> 00:04:19.820]  直到
[00:04:19.820 --> 00:04:21.820]  阿們
[00:04:21.820 --> 00:04:24.820]  哈勒路亞 所以你們中午都可以吃飯了
[00:04:24.820 --> 00:04:29.820]  就是這段聖經
[00:04:29.820 --> 00:04:32.820]  每一個基督徒信主了一段時間都會
[00:04:32.820 --> 00:04:34.820]  都知道
[00:04:34.820 --> 00:04:37.820]  每一個傳道人都會講這段聖經
[00:04:37.820 --> 00:04:40.820]  可是我可以告訴你
[00:04:40.820 --> 00:04:42.820]  很多教會呢
[00:04:42.820 --> 00:04:44.820]  其實
[00:04:44.820 --> 00:04:46.820]  沒有真正照
[00:04:46.820 --> 00:04:48.820]  這段聖經裡面去做
[00:04:48.820 --> 00:04:52.820]  我給大家看一下
[00:04:52.820 --> 00:04:56.820]  在這段聖經裡面我把它弄一個圖出來
[00:04:56.820 --> 00:04:58.820]  大家可以看一下
[00:04:58.820 --> 00:05:02.820]  在整個
[00:05:02.820 --> 00:05:04.820]  這一段聖經裡面的希臘文裡面呢
[00:05:04.820 --> 00:05:06.820]  那個中心是什麼呢
[00:05:06.820 --> 00:05:08.820]  是做
[00:05:08.820 --> 00:05:10.820]  主門徒
[00:05:10.820 --> 00:05:12.820]  然後你們要去
[00:05:12.820 --> 00:05:14.820]  對不對
[00:05:14.820 --> 00:05:16.820]  go
[00:05:16.820 --> 00:05:18.820]  這些的動詞
[00:05:18.820 --> 00:05:20.820]  再來一個是什麼呢
[00:05:20.820 --> 00:05:22.820]  要
[00:05:22.820 --> 00:05:24.820]  要施洗
[00:05:24.820 --> 00:05:26.820]  給他們施洗
[00:05:26.820 --> 00:05:28.820]  是不是
[00:05:28.820 --> 00:05:30.820]  再過來是什麼呢
[00:05:30.820 --> 00:05:32.820]  要
[00:05:32.820 --> 00:05:34.820]  要教導他們
[00:05:34.820 --> 00:05:36.820]  所以你注意看
[00:05:36.820 --> 00:05:38.820]  教會裡面很重要的
[00:05:38.820 --> 00:05:40.820]  四宮 簡單來說
[00:05:40.820 --> 00:05:42.820]  有兩個
[00:05:42.820 --> 00:05:44.820]  部道
[00:05:44.820 --> 00:05:46.820]  施洗是什麼意思
[00:05:46.820 --> 00:05:48.820]  施洗就是你要傳福音嘛
[00:05:48.820 --> 00:05:50.820]  對不對 傳福音了之後施洗
[00:05:50.820 --> 00:05:52.820]  歸入主的名下
[00:05:52.820 --> 00:05:54.820]  所以呢 部道這是一個
[00:05:54.820 --> 00:05:56.820]  第二個是什麼
[00:05:56.820 --> 00:05:58.820]  教導 是不是
[00:05:58.820 --> 00:06:00.820]  因為凡我所吩咐
[00:06:00.820 --> 00:06:02.820]  你們都要教訓教訓他們
[00:06:02.820 --> 00:06:04.820]  教訓就是教導
[00:06:04.820 --> 00:06:06.820]  教導他們遵守 是不是
[00:06:06.820 --> 00:06:08.820]  我們去部道
[00:06:08.820 --> 00:06:10.820]  代理人姓主 受洗
[00:06:10.820 --> 00:06:12.820]  然後呢 教導他
[00:06:12.820 --> 00:06:14.820]  為的是做什麼
[00:06:14.820 --> 00:06:18.820]  使他做主的門徒
[00:06:18.820 --> 00:06:20.820]  跟你旁邊說
[00:06:20.820 --> 00:06:22.820]  你是主的門徒
[00:06:22.820 --> 00:06:30.820]  首先我們要來看
[00:06:30.820 --> 00:06:34.820]  這一個大使命裡面講到說
[00:06:34.820 --> 00:06:36.820]  做門徒
[00:06:36.820 --> 00:06:38.820]  大使命的
[00:06:38.820 --> 00:06:40.820]  核心是做門徒
[00:06:40.820 --> 00:06:42.820]  這句話講
[00:06:42.820 --> 00:06:44.820]  明的一個事情就是
[00:06:44.820 --> 00:06:46.820]  讓我們看見 部道
[00:06:46.820 --> 00:06:48.820]  跟造就
[00:06:48.820 --> 00:06:50.820]  這兩個要同時
[00:06:50.820 --> 00:06:52.820]  並重
[00:06:52.820 --> 00:06:54.820]  有的教會非常強調傳福音
[00:06:54.820 --> 00:06:56.820]  但是呢
[00:06:56.820 --> 00:06:58.820]  卻沒有好好的
[00:06:58.820 --> 00:07:00.820]  門徒造就
[00:07:00.820 --> 00:07:04.820]  現在說什麼
[00:07:04.820 --> 00:07:06.820]  你知道
[00:07:06.820 --> 00:07:08.820]  當年神興起
[00:07:08.820 --> 00:07:10.820]  趙世光的時候
[00:07:10.820 --> 00:07:12.820]  我們倪良堂創辦人
[00:07:12.820 --> 00:07:14.820]  趙世光牧師是一個部道家
[00:07:14.820 --> 00:07:18.820]  他到處去部道
[00:07:18.820 --> 00:07:20.820]  甚至那個時候的韓國
[00:07:20.820 --> 00:07:22.820]  趙世光牧師都去那邊部道過
[00:07:22.820 --> 00:07:26.820]  可是在同一個時期
[00:07:26.820 --> 00:07:28.820]  神興起另外一個人
[00:07:28.820 --> 00:07:30.820]  叫做黎托森
[00:07:30.820 --> 00:07:32.820]  大家都知道
[00:07:34.820 --> 00:07:36.820]  我雖然是
[00:07:36.820 --> 00:07:38.820]  倪良堂的傳道人
[00:07:38.820 --> 00:07:40.820]  但是我們從客觀的
[00:07:40.820 --> 00:07:42.820]  角度來說
[00:07:42.820 --> 00:07:44.820]  當年
[00:07:44.820 --> 00:07:46.820]  神同時
[00:07:46.820 --> 00:07:48.820]  興起了這兩個人
[00:07:48.820 --> 00:07:50.820]  一個是以部道
[00:07:50.820 --> 00:07:52.820]  為主
[00:07:52.820 --> 00:07:54.820]  但是黎托森弟兄不單單是
[00:07:54.820 --> 00:07:56.820]  部道 他同時怎麼樣
[00:07:56.820 --> 00:07:58.820]  他們非常
[00:07:58.820 --> 00:08:00.820]  強的是什麼
[00:08:00.820 --> 00:08:02.820]  他們那年代當然不叫門徒
[00:08:02.820 --> 00:08:04.820]  訓練
[00:08:04.820 --> 00:08:06.820]  但是他們的教導訓練工作非常強
[00:08:06.820 --> 00:08:10.820]  所以你可以看見
[00:08:10.820 --> 00:08:12.820]  今天教會聚會所
[00:08:12.820 --> 00:08:14.820]  現在叫昭惠
[00:08:14.820 --> 00:08:16.820]  發展的
[00:08:16.820 --> 00:08:18.820]  單單在臺灣
[00:08:18.820 --> 00:08:20.820]  他們應該是除了
[00:08:20.820 --> 00:08:22.820]  長老教會
[00:08:22.820 --> 00:08:24.820]  之外
[00:08:24.820 --> 00:08:26.820]  第二大教派
[00:08:26.820 --> 00:08:28.820]  當然他們不會承認他們是教派
[00:08:28.820 --> 00:08:30.820]  我們把它算作一個
[00:08:30.820 --> 00:08:32.820]  系統的話
[00:08:32.820 --> 00:08:34.820]  為什麼 因為他們非常
[00:08:34.820 --> 00:08:36.820]  強的 你進入他們當中
[00:08:36.820 --> 00:08:38.820]  所以有人批評說他們的
[00:08:38.820 --> 00:08:40.820]  授喜方式太隨便了
[00:08:40.820 --> 00:08:42.820]  你要信耶穌嗎
[00:08:42.820 --> 00:08:44.820]  呼叫救命救命得救
[00:08:44.820 --> 00:08:46.820]  就在你家裡面浴缸一開怎麼樣
[00:08:46.820 --> 00:08:48.820]  就授喜了
[00:08:48.820 --> 00:08:50.820]  丁子明你不要
[00:08:50.820 --> 00:08:52.820]  小看他
[00:08:52.820 --> 00:08:54.820]  他們不是只是把你進到浴缸裡面
[00:08:54.820 --> 00:08:56.820]  你進入浴缸之後
[00:08:56.820 --> 00:08:58.820]  沒完沒了
[00:08:58.820 --> 00:09:00.820]  他不會放過你的
[00:09:00.820 --> 00:09:02.820]  那個跟進工作持續的
[00:09:02.820 --> 00:09:04.820]  跟進持續的跟進帶你進入他們
[00:09:04.820 --> 00:09:06.820]  然後一對一的然後這樣子
[00:09:06.820 --> 00:09:08.820]  進入他們的系統裡面最後你就
[00:09:08.820 --> 00:09:10.820]  變成他們的門徒了你懂這意思嗎
[00:09:10.820 --> 00:09:12.820]  親愛的丁子明
[00:09:12.820 --> 00:09:16.820]  可是
[00:09:16.820 --> 00:09:18.820]  我們今天
[00:09:18.820 --> 00:09:20.820]  先解決第一個問題
[00:09:20.820 --> 00:09:22.820]  我們很多時候
[00:09:22.820 --> 00:09:24.820]  我們凌娘堂
[00:09:24.820 --> 00:09:26.820]  我們的創辦人
[00:09:26.820 --> 00:09:28.820]  趙世光牧師是一個不道的人
[00:09:28.820 --> 00:09:30.820]  是不是
[00:09:30.820 --> 00:09:32.820]  是一個傳福音的人
[00:09:32.820 --> 00:09:34.820]  但是親愛的丁子明
[00:09:34.820 --> 00:09:36.820]  我們凌娘堂
[00:09:36.820 --> 00:09:38.820]  過去到現在
[00:09:38.820 --> 00:09:40.820]  我們有沒有
[00:09:40.820 --> 00:09:42.820]  在傳福音的事情上面
[00:09:42.820 --> 00:09:44.820]  真正的盡心
[00:09:44.820 --> 00:09:46.820]  竭力過
[00:09:46.820 --> 00:09:48.820]  親愛的丁子明
[00:09:48.820 --> 00:09:50.820]  你信主到現在有沒有
[00:09:50.820 --> 00:09:52.820]  在傳福音的事情上面
[00:09:52.820 --> 00:09:54.820]  努力的在傳揚呢
[00:09:54.820 --> 00:09:56.820]  你說我們在這個地方
[00:09:56.820 --> 00:09:58.820]  華人不多
[00:09:58.820 --> 00:10:00.820]  親愛的丁子明華人不多
[00:10:00.820 --> 00:10:02.820]  還是有華人嘛是不是
[00:10:02.820 --> 00:10:04.820]  是不是
[00:10:04.820 --> 00:10:06.820]  如果你說我的周遭
[00:10:06.820 --> 00:10:08.820]  統統同事都不是華人
[00:10:08.820 --> 00:10:10.820]  那你能夠在不是華人的地方
[00:10:10.820 --> 00:10:12.820]  工作表明你的英文應該也不錯吧
[00:10:12.820 --> 00:10:14.820]  那你有沒有用
[00:10:14.820 --> 00:10:16.820]  英文跟你的周遭的同事
[00:10:16.820 --> 00:10:18.820]  傳過福音
[00:10:18.820 --> 00:10:20.820]  親愛的丁子明
[00:10:20.820 --> 00:10:22.820]  no excuse
[00:10:22.820 --> 00:10:24.820]  跟你旁邊說
[00:10:24.820 --> 00:10:26.820]  沒有藉口
[00:10:26.820 --> 00:10:28.820]  你不敢講
[00:10:28.820 --> 00:10:30.820]  那跟你自己講
[00:10:30.820 --> 00:10:32.820]  沒有藉口
[00:10:32.820 --> 00:10:34.820]  親愛的丁子明
