
[00:00:00.000 --> 00:00:10.000]  《天父我們感謝祢,給我們有生命氣息,讓我們可以到祢面前來歌頌,來讚美,來感恩。
[00:00:10.000 --> 00:00:21.000]  我們感謝祢,因為聖靈在我們心中的感動,帶領我們進入真理,求主讓我們能夠看到祢話語裡的奇妙,
[00:00:21.000 --> 00:00:31.000]  更加能夠在祢致勝的真道上得著詛咒,以致我們在生命裡天天的成長,長成滿有基督的新娘,願一切榮耀歸給祢。
[00:00:31.000 --> 00:00:36.000]  遂聽我們的禱告,奉耶穌名字祈求。
[00:00:36.000 --> 00:00:46.000]  做了基督徒之後,很多時候都教導我們要祈禱,那誰需要祈禱呢?
[00:00:46.000 --> 00:00:51.000]  你說是不是每個人都要祈禱呢?祈禱是什麼呢?
[00:00:51.000 --> 00:00:56.000]  如果我們要祈禱,我們又曉不曉得怎麼祈禱呢?
[00:00:56.000 --> 00:01:03.000]  如果我們曉得祈禱的時候,我們又知不知道除了我們祈禱之外,
[00:01:03.000 --> 00:01:14.000]  跟我們一同的聲音,一同的心意,去到這位創造主宰面前的時候,是不是有人跟我們一起祈禱呢?
[00:01:14.000 --> 00:01:20.000]  在今天剛才所大家讀過那段經文羅馬書第八章二十六到三十節裡面,
[00:01:20.000 --> 00:01:25.000]  我用了金句就是萬事都互相效力,叫愛主人得益處。
[00:01:25.000 --> 00:01:31.000]  這一節聖經很多時候我們都會這樣看的,萬事都互相效力,
[00:01:31.000 --> 00:01:37.000]  就是每一件事發生都是為了叫那些愛主的人,被召的人得益處。
[00:01:37.000 --> 00:01:44.000]  但是我們做神的兒女有每一個這樣的感覺,每一件事發生都是叫我們得益處。
[00:01:44.000 --> 00:01:47.000]  我們身體健康,我們說感謝上帝,是得益處。
[00:01:47.000 --> 00:01:52.000]  那如果我們患病,又是不是得益處呢?
[00:01:52.000 --> 00:01:57.000]  當我們面對生命,我們說感謝上帝,我們有益處。
[00:01:57.000 --> 00:02:01.000]  那我們如果面對死亡的時候,又是否有益處呢?
[00:02:01.000 --> 00:02:07.000]  這個很值得我們思考,人生上是這樣的,喜怒哀樂的生活中間,
[00:02:07.000 --> 00:02:14.000]  不是每一次都是風調雨順的時候,是不是屬於萬事都互相效力呢?
[00:02:14.000 --> 00:02:17.000]  在這段經文裡面我們看回剛才二十六節所講,
[00:02:17.000 --> 00:02:23.000]  況且我們的軟弱有聖靈幫助,我們本不曉得怎樣禱告,
[00:02:23.000 --> 00:02:27.000]  只要聖靈用說不出來的嘆息替我們禱告,這是二十六節所講。
[00:02:27.000 --> 00:02:32.000]  這裡說我們本不曉得應當怎樣禱告。
[00:02:32.000 --> 00:02:36.000]  老實說,祈禱是這樣說兩句,誰不懂呢?
[00:02:36.000 --> 00:02:42.000]  天父說感謝你,吃飯的時候說有得吃了,多謝,只是禱告而已。
[00:02:42.000 --> 00:02:47.000]  為什麼會說不曉得當怎樣禱告?
[00:02:47.000 --> 00:02:51.000]  隨便說幾句,大家都懂得說,但是應當怎樣禱告?
[00:02:51.000 --> 00:02:55.000]  應當的意思是,是不是大聲禱告就好一點?
[00:02:55.000 --> 00:02:58.000]  默禱行不行?
[00:02:58.000 --> 00:03:02.000]  如果一起祈禱叫公禱就好,
[00:03:02.000 --> 00:03:04.000]  那私禱有沒有問題?
[00:03:04.000 --> 00:03:08.000]  又或者有些人說要舉手祈禱,有些人說要合手祈禱,
[00:03:08.000 --> 00:03:11.000]  應當怎樣祈禱?
[00:03:11.000 --> 00:03:14.000]  我們原來不懂的,
[00:03:14.000 --> 00:03:17.000]  但是首先我們要看一件事就是,
[00:03:17.000 --> 00:03:22.000]  這些不懂禱告的人,有沒有人幫他們祈禱?
[00:03:22.000 --> 00:03:25.000]  如果連幫都沒有幫,那你有多淒涼?
[00:03:25.000 --> 00:03:29.000]  但是我們看下去,原來我們的禱告還沒有開後節線,
[00:03:29.000 --> 00:03:33.000]  已經有很多禱告在這個之前。
[00:03:33.000 --> 00:03:35.000]  另外第27節就說,
[00:03:35.000 --> 00:03:38.000]  「監察人心的曉得聖靈的意思,
[00:03:38.000 --> 00:03:42.000]  因為聖靈照著神的旨意看聖徒祈求。」
[00:03:42.000 --> 00:03:46.000]  聖靈是監察人心,
[00:03:46.000 --> 00:03:49.000]  這位神是看人的心,
[00:03:49.000 --> 00:03:52.000]  當看人的心的時候,
[00:03:52.000 --> 00:03:55.000]  祂明白,
[00:03:55.000 --> 00:03:58.000]  知道這個神,
[00:03:58.000 --> 00:04:01.000]  祂需要的禱告是什麼禱告。
[00:04:01.000 --> 00:04:02.000]  我用「需要」的意思就是說,
[00:04:02.000 --> 00:04:04.000]  神是樂意接受禱告的,
[00:04:04.000 --> 00:04:06.000]  但是只有聖靈才知道。
[00:04:06.000 --> 00:04:09.000]  那今天要和大家透過這個禱告和聖靈來看一下,
[00:04:09.000 --> 00:04:11.000]  關於同心合意的問題。
[00:04:11.000 --> 00:04:15.000]  然後26到30節裡面所提到的就是告訴我們,
[00:04:15.000 --> 00:04:20.000]  我們每一個人蒙恩都是神預定的。
[00:04:20.000 --> 00:04:23.000]  你說這樣就搞定了。
[00:04:23.000 --> 00:04:25.000]  神愛西人,
[00:04:25.000 --> 00:04:30.000]  祂是預定了每個人都可以得到恩典,
[00:04:30.000 --> 00:04:36.000]  不過是不是每個人都是被召得到永生?
[00:04:36.000 --> 00:04:38.000]  被召的人多,選上的人少。
[00:04:38.000 --> 00:04:40.000]  神叫我們得永生,
[00:04:40.000 --> 00:04:43.000]  要我們用信心去配合,要去接受。
[00:04:43.000 --> 00:04:46.000]  然後這些被召的人有沒有問題?
[00:04:46.000 --> 00:04:48.000]  被稱為異,
[00:04:48.000 --> 00:04:51.000]  也就是說在耶和華神的眼中,
[00:04:51.000 --> 00:04:54.000]  捍衛是恰當是對的。
[00:04:54.000 --> 00:04:59.000]  事實上來講我們沒有一個人可以脫罪,
[00:04:59.000 --> 00:05:02.000]  除了因著補血潔淨。
[00:05:02.000 --> 00:05:04.000]  我們今天被稱為異,
[00:05:04.000 --> 00:05:06.000]  只有一件事幹,
[00:05:06.000 --> 00:05:10.000]  就是神說沒有問題,
[00:05:10.000 --> 00:05:13.000]  祂說有問題,你怎樣好都有問題,
[00:05:13.000 --> 00:05:15.000]  但祂說沒有問題的時候,
[00:05:15.000 --> 00:05:18.000]  因為耶穌基督的緣故,我們沒有問題,
[00:05:18.000 --> 00:05:20.000]  這個被稱為異的意思。
[00:05:20.000 --> 00:05:21.000]  然後聖經告訴你,
[00:05:21.000 --> 00:05:25.000]  不單止我們得著救恩,得著清義,
[00:05:25.000 --> 00:05:29.000]  更加可以得到神給我們的榮耀。
[00:05:29.000 --> 00:05:31.000]  我們一路覺得榮耀神,
[00:05:31.000 --> 00:05:33.000]  但是神都給我們榮耀。
[00:05:33.000 --> 00:05:35.000]  所以從這段經文裡面看的時候,
[00:05:35.000 --> 00:05:37.000]  突然之間我們會發覺,
[00:05:37.000 --> 00:05:42.000]  很多時候基督徒,我們習慣去討論,
[00:05:42.000 --> 00:05:45.000]  談論上帝,
[00:05:45.000 --> 00:05:48.000]  信仰的問題嘛,
[00:05:48.000 --> 00:05:50.000]  前夫有很多事情要談論,
[00:05:50.000 --> 00:05:52.000]  但是我們忽略了一件事情,
[00:05:52.000 --> 00:05:55.000]  就是我們跟上帝的談話,
[00:05:55.000 --> 00:05:59.000]  我們談論上帝都挺多的,
[00:05:59.000 --> 00:06:03.000]  但是與上帝恰當地談話,
[00:06:03.000 --> 00:06:07.000]  我們習慣了與上帝談論上帝,
[00:06:07.000 --> 00:06:10.000]  但是我們忽略了與上帝的談話。
[00:06:10.000 --> 00:06:12.000]  而在禱告裡面,
[00:06:12.000 --> 00:06:15.000]  不是單單與上帝說話,
[00:06:15.000 --> 00:06:19.000]  也要專心聆聽上帝的說話。
[00:06:19.000 --> 00:06:21.000]  所以我們的禱告,
[00:06:21.000 --> 00:06:23.000]  或者說禱告的操練,
[00:06:23.000 --> 00:06:28.000]  不是純粹學習如何表達自己的心意,
[00:06:28.000 --> 00:06:29.000]  想說些什麼,
[00:06:29.000 --> 00:06:33.000]  是禱告裡面讓我們去經歷,
[00:06:33.000 --> 00:06:36.000]  怎樣去回應這個神,
[00:06:36.000 --> 00:06:38.000]  留心,是回應這個神。
[00:06:38.000 --> 00:06:39.000]  什麼叫經歷回應神呢?
[00:06:39.000 --> 00:06:42.000]  就是你祈禱說的,
[00:06:42.000 --> 00:06:44.000]  祂聽不聽到?
[00:06:44.000 --> 00:06:46.000]  甚至再進一步問,
[00:06:46.000 --> 00:06:48.000]  祂有沒有回應你的祈禱?
[00:06:48.000 --> 00:06:50.000]  如果祂不回應的時候,
[00:06:50.000 --> 00:06:52.000]  你是不是很沮喪呢?
[00:06:52.000 --> 00:06:54.000]  其實祂有回應的,
[00:06:54.000 --> 00:06:55.000]  但是祂回應的時候,
[00:06:55.000 --> 00:06:58.000]  你會不會很滿意呢?
[00:06:58.000 --> 00:07:00.000]  其實在這個過程裡面,
[00:07:00.000 --> 00:07:01.000]  我們去回應上帝,
[00:07:01.000 --> 00:07:04.000]  其實是我們禱告之後的一個效應。
[00:07:04.000 --> 00:07:08.000]  很多基督徒在被禱告之前都有一些信心,
[00:07:08.000 --> 00:07:10.000]  禱告到後期的時候都沒有信心,
[00:07:10.000 --> 00:07:12.000]  都不想祈禱了。
[00:07:12.000 --> 00:07:14.000]  其實在這個禱告的事情上,
[00:07:14.000 --> 00:07:17.000]  他的回應是失敗的。
[00:07:17.000 --> 00:07:21.000]  所以當你經歷開心,
[00:07:21.000 --> 00:07:24.000]  禱告之後更開心,
[00:07:24.000 --> 00:07:26.000]  當你紀錄信心,
[00:07:26.000 --> 00:07:27.000]  禱告之後有沮喪,
[00:07:27.000 --> 00:07:29.000]  其實這一切都告訴你,
[00:07:29.000 --> 00:07:33.000]  到底你的禱告合不合當。
[00:07:33.000 --> 00:07:36.000]  但是我們過去很多時候都會留意,
[00:07:36.000 --> 00:07:40.000]  就是禱告的禱文裡面的內容。
[00:07:40.000 --> 00:07:42.000]  我們一談論,
[00:07:42.000 --> 00:07:44.000]  有很多時候跟弟兄姊妹說,
[00:07:44.000 --> 00:07:45.000]  祈禱,
[00:07:45.000 --> 00:07:46.000]  哎呀,我不知道怎麼祈禱。
[00:07:46.000 --> 00:07:47.000]  為什麼呢?
[00:07:47.000 --> 00:07:51.000]  因為他覺得他祈禱那篇的文字,
[00:07:51.000 --> 00:07:52.000]  或者那篇的禱文,
[00:07:52.000 --> 00:07:56.000]  你看我們做主席的那些執事弟兄姊妹,
[00:07:56.000 --> 00:08:00.000]  差不多每次祈禱都準備好了。
[00:08:00.000 --> 00:08:01.000]  他想過了,
[00:08:01.000 --> 00:08:03.000]  還有他先禱告了之後,
[00:08:03.000 --> 00:08:04.000]  為什麼呢?
[00:08:04.000 --> 00:08:07.000]  因為他要將跟上帝說的話準備一下,
[00:08:07.000 --> 00:08:13.000]  不是隨口爆肚的。
[00:08:13.000 --> 00:08:14.000]  可以很刻意去留意,
[00:08:14.000 --> 00:08:17.000]  看看那個文字裡面靚不靚,
[00:08:17.000 --> 00:08:19.000]  免得祈禱出來好像很醜陋一樣。
[00:08:19.000 --> 00:08:21.000]  有些人這樣看法,
[00:08:21.000 --> 00:08:23.000]  有些人為了個人的利益,
[00:08:23.000 --> 00:08:25.000]  想尋求得著,
[00:08:25.000 --> 00:08:26.000]  於是去禱告。
[00:08:26.000 --> 00:08:27.000]  當然,
[00:08:27.000 --> 00:08:28.000]  這個是不是,
[00:08:28.000 --> 00:08:29.000]  有時候自己都會衡量,
[00:08:29.000 --> 00:08:30.000]  會不會過分一點,
[00:08:30.000 --> 00:08:32.000]  會不會貪心一點,
[00:08:32.000 --> 00:08:34.000]  會不會不實際一點。
[00:08:34.000 --> 00:08:35.000]  但是無論怎樣都好,
[00:08:35.000 --> 00:08:36.000]  這個來來去去,
