
[00:00:00.000 --> 00:00:03.600]  所以多謝祢讓我們能夠再次打開祢的說話
[00:00:03.600 --> 00:00:05.600]  能夠一同細心的研讀
[00:00:05.600 --> 00:00:07.100]  求主祢的幫助
[00:00:07.100 --> 00:00:09.600]  讓我們能夠在主祢的道理當中
[00:00:09.600 --> 00:00:12.800]  能夠更深的去看到主祢的心意
[00:00:12.800 --> 00:00:14.600]  所以我們現在懇求主祢
[00:00:14.600 --> 00:00:17.600]  讓我們每一個人都能夠有一份願意的心
[00:00:17.600 --> 00:00:19.600]  隨著聖靈的引導
[00:00:19.600 --> 00:00:23.200]  使我們能夠明白當中的教訓
[00:00:23.200 --> 00:00:26.000]  並且真的藏於生命當中
[00:00:26.000 --> 00:00:28.000]  活在生活裏面
[00:00:28.000 --> 00:00:30.000]  求主祢的帶領
[00:00:30.000 --> 00:00:31.400]  我們現在就感謝祢給我們
[00:00:31.400 --> 00:00:33.400]  能夠再次打開祢生命之道
[00:00:33.400 --> 00:00:36.800]  讓我們能夠透過這一段的經文
[00:00:36.800 --> 00:00:40.800]  使我們能夠再次能夠明白祢的道理
[00:00:40.800 --> 00:00:43.200]  把它藏在心裏面
[00:00:43.200 --> 00:00:45.200]  活在生活當中
[00:00:45.200 --> 00:00:46.400]  求祢的帶領
[00:00:46.400 --> 00:00:49.400]  也讓我們再次懇求祢的聖靈
[00:00:49.400 --> 00:00:51.400]  打開我們身心意念
[00:00:51.400 --> 00:00:56.200]  使我們都能夠有一個願意跟隨主祢的生命
[00:00:56.200 --> 00:00:58.800]  我懇請大家奉主耶穌的名著
[00:00:58.800 --> 00:01:00.200]  Amen
[00:01:00.200 --> 00:01:02.600]  這就代表我自己一家人
[00:01:02.600 --> 00:01:04.800]  懇請大家在新的一年
[00:01:04.800 --> 00:01:09.000]  祝願大家能夠在宿命生命上更加地成長
[00:01:09.000 --> 00:01:11.800]  代表我家庭祝願大家在新的一年
[00:01:11.800 --> 00:01:14.200]  生命更加地成長
[00:01:14.200 --> 00:01:17.000]  今天會和大家一起思想一個題目
[00:01:17.000 --> 00:01:18.800]  今天我帶大家分享一個題目
[00:01:18.800 --> 00:01:22.000]  就是叫做完成了99%的問題
[00:01:22.000 --> 00:01:25.400]  就是說完成了99%的問題
[00:01:25.400 --> 00:01:27.600]  什麼叫完成了99%呢?
[00:01:27.600 --> 00:01:29.200]  什麼叫完成了99%呢?
[00:01:29.200 --> 00:01:31.400]  就是看上去都差不多完美了
[00:01:31.400 --> 00:01:33.400]  基本上快要結束了
[00:01:33.400 --> 00:01:36.600]  不過竟然在一個看上去都很完美的情況之下
[00:01:36.600 --> 00:01:38.400]  在看到一個很完美的情況之下
[00:01:38.400 --> 00:01:40.600]  原來可能有暗湧在其中
[00:01:40.600 --> 00:01:42.000]  可能有暗湧在其中
[00:01:42.000 --> 00:01:43.600]  在去年年尾的時候
[00:01:43.600 --> 00:01:45.200]  上一堂我和大家分享
[00:01:45.200 --> 00:01:47.000]  總結一下我一年的生活
[00:01:47.000 --> 00:01:49.800]  上一堂講到了我整個一年的生活
[00:01:49.800 --> 00:01:52.600]  可能你會覺得過去一年我都做得不錯
[00:01:52.600 --> 00:01:54.800]  你可能會覺得我過去一年做得不錯
[00:01:54.800 --> 00:01:58.800]  在做人生命上你都做得挺大的進步
[00:01:58.800 --> 00:02:01.200]  在做人生命上有很大的進步
[00:02:01.200 --> 00:02:03.600]  但是會不會在當中有一些東西
[00:02:03.600 --> 00:02:06.200]  還是需要我們很小心謹慎地處理呢?
[00:02:06.200 --> 00:02:09.400]  會不會有一些事情需要我們很小心謹慎地去處理呢?
[00:02:09.400 --> 00:02:11.800]  我以前就沒有這個機會
[00:02:11.800 --> 00:02:15.400]  不過師母是讀研究學的
[00:02:15.400 --> 00:02:20.000]  就是說師母是讀這個
[00:02:20.000 --> 00:02:25.600]  很多朋友都是讀研究學的
[00:02:25.600 --> 00:02:27.600]  很多朋友都是讀研究學的
[00:02:27.600 --> 00:02:29.600]  讀研究學有一樣東西是很嚇人的
[00:02:29.600 --> 00:02:29.600]  讀研究學有一樣東西是很嚇人的
[00:02:29.600 --> 00:02:31.400]  讀研究學有一樣東西是很嚇人的
[00:02:31.400 --> 00:02:33.400]  就是經常計算
[00:02:33.400 --> 00:02:35.600]  整天都要計算
[00:02:35.600 --> 00:02:37.400]  現在很多是用電腦
[00:02:37.400 --> 00:02:38.800]  現在很多是用電腦
[00:02:38.800 --> 00:02:40.400]  以前全部是手算的
[00:02:40.400 --> 00:02:41.800]  以前全部是手算的
[00:02:41.800 --> 00:02:45.400]  原來計算研究學
[00:02:45.400 --> 00:02:48.200]  原來計算小數點是很多個數目字的
[00:02:48.200 --> 00:02:53.800]  原來計算小數點是很多個數目字的
[00:02:53.800 --> 00:02:53.800]  原來計算小數點是很多個數目字的
[00:02:53.800 --> 00:02:55.800]  原來計算小數點是很多個數目字的
[00:02:55.800 --> 00:02:57.400]  就已經差很遠了
[00:02:57.400 --> 00:02:57.400]  計算小數點是很多個數目字的
[00:02:57.400 --> 00:02:57.400]  就已經差很遠了
[00:02:57.400 --> 00:03:00.800]  計算小數點是很多個數目字的
[00:03:00.800 --> 00:03:04.800]  湯全道還沒有做傳導人之前
[00:03:04.800 --> 00:03:08.800]  大家知不知道他也是做監管驗收公司的
[00:03:08.800 --> 00:03:08.800]  大家知不知道他也是做監管驗收公司的
[00:03:08.800 --> 00:03:08.800]  大家知不知道他也是做監管驗收公司的
[00:03:08.800 --> 00:03:08.800]  大家知不知道他也是做監管驗收公司的
[00:03:08.800 --> 00:03:08.800]  大家知不知道他也是做監管驗收公司的
[00:03:08.800 --> 00:03:08.800]  大家知不知道他也是做監管驗收公司的
[00:03:08.800 --> 00:03:18.800]  大家知不知道他也是做監管驗收公司的
[00:03:18.800 --> 00:03:18.800]  監管驗收公司的學歷比上司更高
[00:03:18.800 --> 00:03:21.800]  監管驗收公司的學歷比上司更高
[00:03:21.800 --> 00:03:21.800]  監管驗收公司的學歷比上司更高
[00:03:21.800 --> 00:03:23.800]  監管驗收公司的學歷比上司更高
[00:03:23.800 --> 00:03:23.800]  監管驗收公司的學歷比上司更高
[00:03:23.800 --> 00:03:23.800]  監管驗收公司的學歷比上司更高
[00:03:23.800 --> 00:03:23.800]  監管驗收公司的學歷比上司更高
[00:03:23.800 --> 00:03:23.800]  監管驗收公司的學歷比上司更高
[00:03:23.800 --> 00:03:23.800]  監管驗收公司的學歷比上司更高
[00:03:23.800 --> 00:03:23.800]  監管驗收公司的學歷比上司更高
[00:03:23.800 --> 00:03:38.800]  監管驗收公司的學歷比上司更高
[00:03:38.800 --> 00:03:38.800]  監管驗收公司的學歷比上司更高
[00:03:38.800 --> 00:03:38.800]  監管驗收公司的學歷比上司更高
[00:03:38.800 --> 00:03:38.800]  監管驗收公司的學歷比上司更高
[00:03:38.800 --> 00:03:38.800]  監管驗收公司的學歷比上司更高
[00:03:38.800 --> 00:03:38.800]  監管驗收公司的學歷比上司更高
[00:03:38.800 --> 00:03:38.800]  監管驗收公司的學歷比上司更高
[00:03:38.800 --> 00:03:38.800]  監管驗收公司的學歷比上司更高
[00:03:38.800 --> 00:03:38.800]  監管驗收公司的學歷比上司更高
[00:03:38.800 --> 00:03:38.800]  監管驗收公司的學歷比上司更高
[00:03:38.800 --> 00:03:38.800]  監管驗收公司的學歷比上司更高
[00:03:38.800 --> 00:03:58.800]  監管驗收公司的學歷比上司更高
[00:03:58.800 --> 00:03:58.800]  監管驗收公司的學歷比上司更高
[00:03:58.800 --> 00:03:58.800]  監管驗收公司的學歷比上司更高
[00:03:58.800 --> 00:03:58.800]  監管驗收公司的學歷比上司更高
[00:03:58.800 --> 00:03:58.800]  監管驗收公司的學歷比上司更高
[00:03:58.800 --> 00:03:58.800]  監管驗收公司的學歷比上司更高
[00:03:58.800 --> 00:03:58.800]  監管驗收公司的學歷比上司更高
[00:03:58.800 --> 00:03:58.800]  監管驗收公司的學歷比上司更高
[00:03:58.800 --> 00:03:58.800]  監管驗收公司的學歷比上司更高
[00:03:58.800 --> 00:03:58.800]  監管驗收公司的學歷比上司更高
[00:03:58.800 --> 00:03:58.800]  監管驗收公司的學歷比上司更高
[00:03:58.800 --> 00:04:14.800]  監管驗收公司的學歷比上司更高
[00:04:14.800 --> 00:04:14.800]  監管驗收公司的學歷比上司更高
[00:04:14.800 --> 00:04:14.800]  監管驗收公司的學歷比上司更高
[00:04:14.800 --> 00:04:14.800]  監管驗收公司的學歷比上司更高
[00:04:14.800 --> 00:04:14.800]  監管驗收公司的學歷比上司更高
[00:04:14.800 --> 00:04:14.800]  監管驗收公司的學歷比上司更高
[00:04:14.800 --> 00:04:14.800]  監管驗收公司的學歷比上司更高
[00:04:14.800 --> 00:04:14.800]  監管驗收公司的學歷比上司更高
[00:04:14.800 --> 00:04:14.800]  監管驗收公司的學歷比上司更高
[00:04:14.800 --> 00:04:14.800]  監管驗收公司的學歷比上司更高
[00:04:14.800 --> 00:04:14.800]  監管驗收公司的學歷比上司更高
[00:04:14.800 --> 00:04:34.800]  監管驗收公司的學歷比上司更高
