
[00:00:00.000 --> 00:00:01.680]  記得我小時候
[00:00:01.680 --> 00:00:03.800]  那時候香港的電力供應
[00:00:03.800 --> 00:00:05.520]  比現在差很多
[00:00:05.520 --> 00:00:07.320]  不算很完善
[00:00:07.320 --> 00:00:10.080]  所以有時候會忽然之間停電
[00:00:10.080 --> 00:00:11.920]  當停電的時候
[00:00:11.920 --> 00:00:14.520]  四周黑得很厲害
[00:00:14.520 --> 00:00:16.400]  黑得彷彿整個人
[00:00:16.400 --> 00:00:19.640]  浸在一些很黑的墨水裏面
[00:00:19.640 --> 00:00:21.480]  有《出埃及記》裏面提到
[00:00:21.480 --> 00:00:24.000]  十災裏面其中一個黑暗的災
[00:00:24.000 --> 00:00:25.080]  聖經講到
[00:00:25.080 --> 00:00:28.520]  這個黑暗好像是摸得到的
[00:00:28.520 --> 00:00:30.080]  我到今天仍然記得
[00:00:30.080 --> 00:00:31.720]  當時停電的時候
[00:00:31.720 --> 00:00:33.040]  四周黑得
[00:00:33.040 --> 00:00:36.080]  連自己很近的手指頭都看不到
[00:00:36.080 --> 00:00:37.760]  其實很簡單的原因
[00:00:37.760 --> 00:00:39.360]  因為當時的停電
[00:00:39.360 --> 00:00:41.560]  是整個區域停電的
[00:00:41.560 --> 00:00:44.400]  整個區域不單止停了電
[00:00:44.400 --> 00:00:47.160]  所以不單止室內停了電黑漆漆
[00:00:47.160 --> 00:00:49.360]  窗外同樣都停了電
[00:00:49.360 --> 00:00:50.680]  都是黑漆漆的
[00:00:50.680 --> 00:00:52.800]  所以當時的停電和今天不同
[00:00:52.800 --> 00:00:54.080]  你家裏停了電
[00:00:54.080 --> 00:00:56.080]  窗外仍然有光照進來
[00:00:56.080 --> 00:00:57.920]  所以你仍然看得到東西
[00:00:57.920 --> 00:01:00.640]  但當時是黑得很厲害
[00:01:00.640 --> 00:01:02.040]  不過兒時的我
[00:01:02.040 --> 00:01:03.680]  是很喜歡停電的
[00:01:03.680 --> 00:01:05.200]  經常都希望停電
[00:01:05.200 --> 00:01:06.640]  因為停電的時候
[00:01:06.640 --> 00:01:09.760]  本來做功課就可以馬上不用做了
[00:01:09.760 --> 00:01:11.880]  本來溫習書的時候
[00:01:11.880 --> 00:01:13.000]  就可以不用溫習了
[00:01:13.000 --> 00:01:15.560]  並且可以開始玩了
[00:01:15.560 --> 00:01:17.800]  當媽媽點起蠟燭之後
[00:01:17.800 --> 00:01:20.080]  那種搖曳不定的燭光
[00:01:20.080 --> 00:01:21.920]  為這個難得的小息
[00:01:21.920 --> 00:01:24.160]  呈現了一種浪漫的氣氛
[00:01:24.160 --> 00:01:25.480]  而小朋友的我
[00:01:25.480 --> 00:01:28.320]  就會用雙手在這些燭光之下
[00:01:28.320 --> 00:01:31.160]  在牆上製造不同的手影
[00:01:31.160 --> 00:01:33.480]  有時候製作一些飛鷹
[00:01:33.480 --> 00:01:35.480]  有時候製作一些小鴨
[00:01:35.480 --> 00:01:37.440]  有時候製作一些小狗
[00:01:37.440 --> 00:01:39.800]  有時候製作一些小兔
[00:01:39.800 --> 00:01:41.800]  這種光影的遊戲
[00:01:41.800 --> 00:01:45.040]  當電力恢復之後就結束了
[00:01:45.040 --> 00:01:46.600]  可能今天很多年輕人
[00:01:46.600 --> 00:01:49.000]  都不知道這些光影遊戲是甚麼
[00:01:49.000 --> 00:01:50.200]  因為對你來說
[00:01:50.200 --> 00:01:52.680]  從來沒有想過是怎樣的
[00:01:52.680 --> 00:01:53.640]  但對我來說
[00:01:53.640 --> 00:01:54.920]  這種兒時的回憶
[00:01:54.920 --> 00:01:56.920]  可能很多長輩見他們
[00:01:56.920 --> 00:01:59.160]  不是長輩
[00:01:59.160 --> 00:02:01.160]  是中年的弟兄姐妹
[00:02:01.160 --> 00:02:03.360]  都含著笑容
[00:02:03.360 --> 00:02:05.560]  都在回憶年輕時候
[00:02:05.560 --> 00:02:09.560]  那種停斷的時候的光景
[00:02:09.560 --> 00:02:12.400]  光對人來說是很重要的
[00:02:12.400 --> 00:02:13.480]  在生活裏面
[00:02:13.480 --> 00:02:15.480]  光是很重要的一件事
[00:02:15.480 --> 00:02:17.480]  是我們不可或缺的東西
[00:02:17.480 --> 00:02:18.880]  很多東西可能在生活裏面
[00:02:18.880 --> 00:02:20.400]  我們沒有了不要緊
[00:02:20.400 --> 00:02:22.120]  但因為沒有了光的時候
[00:02:22.120 --> 00:02:24.320]  我們發覺生活就很不妥
[00:02:24.320 --> 00:02:27.280]  所以古時候當沒有燈光的時候
[00:02:27.280 --> 00:02:30.160]  當太陽下山之後
[00:02:30.160 --> 00:02:33.160]  人就開始要停止活動
[00:02:33.160 --> 00:02:34.120]  所以有時候我都會想
[00:02:34.120 --> 00:02:36.280]  如果將來有機會見到愛因斯坦
[00:02:36.280 --> 00:02:37.920]  可能我要打一下他才對
[00:02:37.920 --> 00:02:40.200]  因為今天全人類很多的病
[00:02:40.200 --> 00:02:41.240]  很多精神的問題
[00:02:41.240 --> 00:02:42.920]  很多失眠的問題
[00:02:42.920 --> 00:02:45.120]  可能都由愛因斯坦害我們
[00:02:45.120 --> 00:02:47.200]  當你發明了燈光之後
[00:02:47.200 --> 00:02:49.680]  我們社會裏面出現了很多夜鬼
[00:02:49.680 --> 00:02:52.840]  很多人將生活作息的時間顛倒
[00:02:52.840 --> 00:02:56.440]  所以原來光對人真的很重要
[00:02:56.440 --> 00:02:58.440]  光讓人看見前面的路
[00:02:58.440 --> 00:03:00.400]  找到前方
[00:03:00.400 --> 00:03:02.040]  避開危險
[00:03:02.040 --> 00:03:03.880]  光在靜夜裏面
[00:03:03.880 --> 00:03:05.880]  為人帶來了安全感
[00:03:05.880 --> 00:03:09.160]  讓人有勇氣面對黑暗
[00:03:09.160 --> 00:03:11.960]  耶穌基督用光來比方門徒
[00:03:11.960 --> 00:03:14.280]  告訴每一個跟從祂的人知道
[00:03:14.280 --> 00:03:16.760]  我們要成為世上的光
[00:03:16.760 --> 00:03:21.120]  要讓世人能夠尋找到平安
[00:03:21.120 --> 00:03:22.520]  耶穌基督提醒我們
[00:03:22.520 --> 00:03:25.000]  要將人帶到生命之源
[00:03:25.000 --> 00:03:27.320]  就是那位創造我們的主
[00:03:27.320 --> 00:03:29.240]  那位賜生命的神的樹
[00:03:29.240 --> 00:03:30.600]  讓人在生命之源
[00:03:30.600 --> 00:03:31.840]  就是這位神的樹
[00:03:31.840 --> 00:03:34.920]  找到真正的平安和祝福
[00:03:34.920 --> 00:03:36.960]  今天我講到的題目是
[00:03:36.960 --> 00:03:38.800]  你們是世上的光
[00:03:38.800 --> 00:03:40.400]  我想透過今天的講道
[00:03:40.400 --> 00:03:42.200]  和各位姐妹一起思想
[00:03:42.200 --> 00:03:43.400]  聖經告訴我們
[00:03:43.400 --> 00:03:45.640]  我們是世界的光的真理
[00:03:45.640 --> 00:03:48.680]  讓我們來到九龍城區裏面
[00:03:48.680 --> 00:03:50.880]  我們能夠為主發光
[00:03:50.880 --> 00:03:54.520]  我們生命能夠成為光照亮
[00:03:54.520 --> 00:03:57.920]  就像我們教會外面的光棍招牌所寫的
[00:03:57.920 --> 00:04:00.080]  基督是世界的光
[00:04:00.080 --> 00:04:02.560]  讓我們來為主發光
[00:04:02.560 --> 00:04:04.280]  今天也是基石主日
[00:04:04.280 --> 00:04:06.640]  我們很想鼓勵我們每位弟兄姐妹
[00:04:06.640 --> 00:04:08.840]  和基石一同攜手
[00:04:08.840 --> 00:04:12.720]  來同心去祝福九龍城區裏面的方眾
[00:04:12.720 --> 00:04:15.800]  讓神在這個社區裏面得榮耀
[00:04:15.800 --> 00:04:18.760]  讓我們先有個禱告
[00:04:18.760 --> 00:04:22.200]  讓我們低頭一齊在神面前禱告
[00:04:22.200 --> 00:04:23.760]  主我們求祢
[00:04:23.760 --> 00:04:26.520]  親自的臨在在我們的聚會當中
[00:04:26.520 --> 00:04:30.040]  在我們心靈裏面來光照我們提醒我們
[00:04:30.040 --> 00:04:31.920]  讓我們從祢的光裏面
[00:04:31.920 --> 00:04:35.240]  看到我們生命的情況
[00:04:35.240 --> 00:04:38.120]  讓我們在祢的光裏面找到生命的盼望
[00:04:38.120 --> 00:04:40.240]  並且被鼓勵提醒
[00:04:40.240 --> 00:04:44.440]  在社區當中成為明光照耀榮耀祢
[00:04:44.440 --> 00:04:46.040]  奉耶穌基督命求
