
[00:00:00.000 --> 00:00:04.220]  「召命」或這段經文其實是一個天命
[00:00:04.220 --> 00:00:06.260]  每一個我們成為的基督徒
[00:00:06.260 --> 00:00:11.840]  其實你已經有一個天命存在
[00:00:11.840 --> 00:00:15.460]  「成為別人的祝福」就是阿伯拉罕
[00:00:15.460 --> 00:00:18.240]  神的要求當時是要他離開
[00:00:18.240 --> 00:00:20.800]  神的應許就是成為大國
[00:00:20.800 --> 00:00:25.440]  神的目的就是藉著阿伯拉罕讓人得福
[00:00:25.440 --> 00:00:28.640]  「成為祝福或降禍的器皿」
[00:00:28.640 --> 00:00:32.880]  地上的民族是因為阿伯拉罕而蒙福的
[00:00:32.880 --> 00:00:40.080]  所以當時上帝跟阿伯拉罕說要他離開
[00:00:40.080 --> 00:00:42.040]  所以天命、召命和使命
[00:00:42.040 --> 00:00:46.960]  其實是挑戰我們從自己以身拘來去思想
[00:00:46.960 --> 00:00:53.600]  等於一個醫生除了要立志行醫之外
[00:00:53.600 --> 00:00:58.120]  他的天命不會想起任何人
[00:00:58.120 --> 00:01:02.120]  只要有需要他都會行醫
[00:01:02.120 --> 00:01:04.440]  不會由道德觀念去看
[00:01:04.440 --> 00:01:07.480]  因為他是壞人或殺過人我就不治他
[00:01:07.480 --> 00:01:10.040]  他們通常是一個天命
[00:01:10.040 --> 00:01:13.800]  我是醫生我的天命就是要去行醫
[00:01:13.800 --> 00:01:16.920]  甚至有時你見到有些人做了不恥的事
[00:01:16.920 --> 00:01:20.120]  但我們從道德觀念看
[00:01:20.120 --> 00:01:22.760]  或者他該死不該死
[00:01:22.760 --> 00:01:26.800]  但從醫生來看我們就是要治他
[00:01:26.800 --> 00:01:32.240]  和我們一些道德論理有些衝突
[00:01:32.240 --> 00:01:33.960]  但信耶穌就是這樣
[00:01:33.960 --> 00:01:39.840]  我們無論認不認都是上帝的兒女
[00:01:39.840 --> 00:01:42.640]  上帝的兒女就是要行在上帝裡面
[00:01:42.640 --> 00:01:45.200]  這就是我們的使命
[00:01:45.200 --> 00:01:48.960]  就是為了人生的意義為主而活
[00:01:48.960 --> 00:01:52.040]  新約除了耶穌親自吩咐門徒
[00:01:52.040 --> 00:01:55.680]  將福音的大使命傳到地極之外
[00:01:55.680 --> 00:01:57.680]  在舊約裡面我們知道
[00:01:57.680 --> 00:02:01.160]  若蘭甚至新約裡面的彼得
[00:02:01.160 --> 00:02:06.120]  上帝也是三次不斷更新他的觀念
[00:02:06.120 --> 00:02:09.120]  不單止他著重自己的民族
[00:02:09.120 --> 00:02:11.800]  也透過一連三次的儀仗
[00:02:11.800 --> 00:02:15.600]  讓他知道神的心意不單止是猶太人得救
[00:02:15.600 --> 00:02:20.160]  甚至普世的外邦人都要成為得救的對象
[00:02:20.160 --> 00:02:24.960]  當上帝選召我們成為祂的兒女或呼召的時候
[00:02:24.960 --> 00:02:28.280]  你的天命或召命或使命就開始了
[00:02:28.280 --> 00:02:34.440]  所以我今天和大家分享的就是這幾段經文
[00:02:34.440 --> 00:02:37.400]  兩個離開城的揀選
[00:02:37.400 --> 00:02:40.200]  本地和本族離開了父家
[00:02:40.200 --> 00:02:41.840]  然後去指示一個地方
[00:02:41.840 --> 00:02:45.280]  城的揀選沒有直接告訴阿伯喊在哪裡
[00:02:45.280 --> 00:02:48.640]  但最終目的就是要藉著它去祝福人
[00:02:48.640 --> 00:02:54.840]  我自己從小到大都是一個很膽小的人
[00:02:54.840 --> 00:02:55.920]  雖然我是大女兒
[00:02:55.920 --> 00:03:00.440]  但是因為大所以才要更加小心
[00:03:00.440 --> 00:03:03.880]  因為我爸爸媽媽是一個不是很細心
[00:03:03.880 --> 00:03:05.360]  也不懂得照顧我們的人
[00:03:05.360 --> 00:03:08.960]  我們那時候說天生天養那些
[00:03:08.960 --> 00:03:11.760]  所以從小到我年長的時候
[00:03:11.760 --> 00:03:14.240]  我就要格外小心
[00:03:14.240 --> 00:03:18.560]  就是要怕家裡出事
[00:03:18.560 --> 00:03:20.680]  好像要很小心的人
[00:03:20.680 --> 00:03:26.520]  而且經常被恐懼嚇得很厲害
[00:03:26.520 --> 00:03:29.680]  我不知道你有沒有這樣的心態
[00:03:29.680 --> 00:03:31.200]  一個很害怕的人
[00:03:31.200 --> 00:03:33.480]  經常活在一個恐懼裡面的人
[00:03:33.480 --> 00:03:36.760]  竟然離鄉別井去到一個
[00:03:36.760 --> 00:03:40.720]  從零開始的地方
[00:03:40.720 --> 00:03:43.720]  我那時候十幾歲開始回教會
[00:03:43.720 --> 00:03:45.040]  那時候是宣導會
[00:03:45.040 --> 00:03:47.400]  宣導會是講猜拳的
[00:03:47.400 --> 00:03:48.880]  所以我那時候很害怕什麼呢?
[00:03:48.880 --> 00:03:51.200]  很怕說猜拳
[00:03:51.200 --> 00:03:53.280]  又說要去短孫
[00:03:53.280 --> 00:03:55.520]  所以我是逃避去短孫的
[00:03:55.520 --> 00:03:57.560]  所以一聽到短孫
[00:03:57.560 --> 00:03:59.680]  我看了很多宣教士的書
[00:03:59.680 --> 00:04:02.720]  短孫我通常不會報名的
[00:04:02.720 --> 00:04:10.240]  但是上帝有時候透過一些很特別的事件
[00:04:10.240 --> 00:04:13.000]  我就因為有一次
[00:04:13.000 --> 00:04:15.960]  我當年92年的時候
[00:04:15.960 --> 00:04:19.480]  就為了90後我怕沒有聖經讀
[00:04:19.480 --> 00:04:25.040]  宣導會比較沒有聖經的
[00:04:25.040 --> 00:04:29.720]  當年不是那麼強聖經的教導
[00:04:29.720 --> 00:04:30.600]  都有主日學
[00:04:30.600 --> 00:04:32.520]  不過主日學就是依書直說
[00:04:32.520 --> 00:04:35.880]  不是像我們現在那麼多變化
[00:04:35.880 --> 00:04:36.760]  你不會悶
[00:04:36.760 --> 00:04:38.600]  那時候我都很乖的
[00:04:38.600 --> 00:04:41.640]  崇拜賢就是直落的主日學
[00:04:41.640 --> 00:04:43.360]  通常是黑眼瞓的
[00:04:43.360 --> 00:04:46.680]  所以捱完了我覺得很悶
[00:04:46.680 --> 00:04:48.160]  但是那時候為了97
[00:04:48.160 --> 00:04:50.280]  我又覺得我什麼都不懂
[00:04:50.280 --> 00:04:53.360]  不如就去找一間神學院
[00:04:53.360 --> 00:04:55.080]  有些聖經系統
[00:04:55.080 --> 00:04:57.040]  講經卷的去讀
[00:04:57.040 --> 00:04:58.560]  那時候我認識一個親戚
[00:04:58.560 --> 00:04:59.440]  他就介紹我
[00:04:59.440 --> 00:05:00.720]  他有一個同學在那間讀
[00:05:00.720 --> 00:05:02.520]  他很乖的去讀
[00:05:02.520 --> 00:05:04.320]  報信徒神學的
[00:05:04.320 --> 00:05:08.040]  誰知道當年就因為為了因應97
[00:05:08.040 --> 00:05:10.640]  信徒你都要訓練你講道
[00:05:10.640 --> 00:05:12.200]  還有主持一些東西
[00:05:12.200 --> 00:05:14.080]  我不知道的 去到才知道
[00:05:14.080 --> 00:05:17.040]  當年我就坐在最角落的位置
[00:05:17.040 --> 00:05:18.760]  什麼侍奉都沒有
[00:05:18.760 --> 00:05:21.320]  突然間去到神學院有什麼要求呢
[00:05:21.320 --> 00:05:25.200]  我就被迫很硬著頭皮的跟牧師說
[00:05:25.200 --> 00:05:28.000]  我要簽名 要你簽名
[00:05:28.000 --> 00:05:29.520]  又要侍奉當實習
[00:05:29.520 --> 00:05:31.320]  不然畢不了業
[00:05:31.320 --> 00:05:32.760]  已經沒有退路了
[00:05:32.760 --> 00:05:37.600]  就因為這樣被推上侍奉的路
[00:05:37.600 --> 00:05:39.600]  神學院那時候要求
[00:05:39.600 --> 00:05:42.400]  你畢業之前要講三篇道
[00:05:42.400 --> 00:05:44.320]  我就押到最後
[00:05:44.320 --> 00:05:49.000]  最後那篇我就記得講哈蓋書
[00:05:49.000 --> 00:05:50.680]  哈蓋書有三篇訊息
[00:05:50.680 --> 00:05:52.680]  我覺得講完之後很感恩
[00:05:52.680 --> 00:05:54.160]  三篇都完了
[00:05:54.160 --> 00:05:56.640]  終於不是講哈蓋書
[00:05:56.640 --> 00:05:58.600]  誰知道那天剛好有個宣教士
[00:05:58.600 --> 00:06:00.800]  在台下聽我講道
[00:06:00.800 --> 00:06:02.680]  講完道之後隔了兩個禮拜
[00:06:02.680 --> 00:06:03.480]  他才找到我
[00:06:03.480 --> 00:06:04.640]  因為那天他找不到我
[00:06:04.640 --> 00:06:07.480]  我不知道是不是講完之後就閃了
[00:06:07.480 --> 00:06:10.320]  他說:Candy我那天聽完你講道
[00:06:10.320 --> 00:06:11.560]  很有感動
[00:06:11.560 --> 00:06:13.800]  我覺得你有潛質侍奉上帝
[00:06:13.800 --> 00:06:16.600]  我說:不要找我
[00:06:16.600 --> 00:06:18.360]  因為我知道他是宣教士
[00:06:18.360 --> 00:06:21.840]  以前我經常覺得宣教士令我很敬畏
[00:06:21.840 --> 00:06:24.040]  因為跟我好像沒有什麼關係
[00:06:24.040 --> 00:06:25.800]  而且很遠的
[00:06:25.800 --> 00:06:28.920]  他那時候還在中東那些地方侍奉
[00:06:28.920 --> 00:06:30.360]  所以我覺得經常很遠的
[00:06:30.360 --> 00:06:32.400]  就因為這樣就開啟了
[00:06:32.400 --> 00:06:37.120]  我在一間國際警察會侍奉了差不多七年
[00:06:37.120 --> 00:06:39.360]  當時他跟我說
[00:06:39.360 --> 00:06:41.440]  那間警察會是單人組織的
[00:06:41.440 --> 00:06:44.680]  連做新聞記者都要你做
[00:06:44.680 --> 00:06:45.880]  總之中英文都要
[00:06:45.880 --> 00:06:48.600]  我中又不行英又不行
[00:06:48.600 --> 00:06:50.800]  當年其實是大家都認識的
[00:06:50.800 --> 00:06:54.440]  那時候前播道醫院的院長洪醫生
[00:06:54.440 --> 00:06:56.920]  在那間警察會都幫忙做的
[00:06:56.920 --> 00:06:58.080]  他很忠心
[00:06:58.080 --> 00:06:59.240]  我們現在都有聯絡
[00:06:59.240 --> 00:07:00.040]  他很好
[00:07:00.040 --> 00:07:02.640]  他說:不要緊我們是同工來的
[00:07:02.640 --> 00:07:04.880]  彼此配搭
[00:07:04.880 --> 00:07:06.400]  你不懂我教你
[00:07:06.400 --> 00:07:08.400]  當年年輕一點
[00:07:08.400 --> 00:07:10.560]  因為這樣就進去了
[00:07:10.560 --> 00:07:13.960]  結果去完才後悔
[00:07:13.960 --> 00:07:14.720]  很痛苦的
[00:07:14.720 --> 00:07:16.520]  你知道洪醫生多忙
[00:07:16.520 --> 00:07:19.200]  所以最後的事情全部我自己跟進
[00:07:19.200 --> 00:07:22.040]  從頭從零開始很恐懼
[00:07:22.040 --> 00:07:22.960]  第一個答案
[00:07:22.960 --> 00:07:25.520]  但是我就覺得因為這樣
[00:07:25.520 --> 00:07:29.720]  上帝給我的就是因為磨了七年
[00:07:29.720 --> 00:07:31.080]  在那個機構做完
[00:07:31.080 --> 00:07:33.000]  從零開始開始有些同工
[00:07:33.000 --> 00:07:34.160]  現在他們很多
[00:07:34.160 --> 00:07:35.120]  十幾個同工
[00:07:35.120 --> 00:07:37.400]  還要去非洲
[00:07:37.400 --> 00:07:39.320]  請人去非洲宣教
[00:07:39.320 --> 00:07:42.600]  我第一次短孫
[00:07:42.600 --> 00:07:43.520]  我是大短孫
[00:07:43.520 --> 00:07:44.560]  我不是自己去短孫
[00:07:44.560 --> 00:07:45.840]  我是大短孫隊去
[00:07:45.840 --> 00:07:47.120]  三個姊妹
[00:07:47.120 --> 00:07:48.400]  和全隊人
[00:07:48.400 --> 00:07:50.120]  所以就去了非洲
[00:07:50.120 --> 00:07:51.920]  當年我就很害怕
[00:07:51.920 --> 00:07:53.240]  上帝會叫我去非洲
[00:07:53.240 --> 00:07:57.920]  一去就去非洲
[00:07:57.920 --> 00:08:01.880]  但是上帝很開玩笑
[00:08:01.880 --> 00:08:04.600]  去了之後還要和非洲人住一個星期
[00:08:04.600 --> 00:08:06.920]  因為當時國際差會他們有規定
[00:08:06.920 --> 00:08:11.480]  去等你體驗一下非洲人的礦文化
[00:08:11.480 --> 00:08:13.440]  真是一個很特別的體驗
[00:08:13.440 --> 00:08:14.560]  我很害怕
[00:08:14.560 --> 00:08:17.720]  一直害怕到不要呼召我
[00:08:17.720 --> 00:08:21.000]  但是最後那次就在
[00:08:21.000 --> 00:08:26.400]  有一次就是五百多人的浸信會崇拜裏面
[00:08:26.400 --> 00:08:27.880]  雖然我英文不是很好
[00:08:27.880 --> 00:08:29.760]  聽不明白他講什麼
[00:08:29.760 --> 00:08:31.920]  但是最後我就聽得明白
[00:08:31.920 --> 00:08:35.200]  奴得記跟婆婆說
[00:08:35.200 --> 00:08:36.480]  你的國就是我的國
[00:08:36.480 --> 00:08:38.120]  你的神就是我的神
[00:08:38.120 --> 00:08:39.760]  我當時很難過
[00:08:39.760 --> 00:08:41.440]  我說上帝算了
[00:08:41.440 --> 00:08:43.040]  我馴服
[00:08:43.040 --> 00:08:44.800]  你的國就是我的國
[00:08:44.800 --> 00:08:46.520]  你叫我去哪裡我就去哪裡
[00:08:46.520 --> 00:08:48.520]  就算留在非洲我也願意
[00:08:48.520 --> 00:08:49.840]  我真是馴服
[00:08:49.840 --> 00:08:53.720]  回來香港繼續侍奉
[00:08:53.720 --> 00:08:55.560]  結果去到2003年
[00:08:55.560 --> 00:08:59.120]  我就陪一個同工
[00:08:59.120 --> 00:09:01.720]  是播道會的同工去了台灣宣教
[00:09:01.720 --> 00:09:03.200]  之前他陪過我
[00:09:03.200 --> 00:09:05.600]  陪一對美國宣教士去北京
[00:09:05.600 --> 00:09:07.000]  探一探北京
[00:09:07.000 --> 00:09:09.400]  因為那宣教士他們很特別
[00:09:09.400 --> 00:09:15.600]  1942年就在非洲侍奉到退休
[00:09:15.600 --> 00:09:18.520]  當初他兩夫妻一直都想去中國
[00:09:18.520 --> 00:09:19.640]  那個倚仗是中國
[00:09:19.640 --> 00:09:22.280]  但是到退休他都念念不忘中國
[00:09:22.280 --> 00:09:23.240]  我都很感動
[00:09:23.240 --> 00:09:24.720]  我跟朋友說
[00:09:24.720 --> 00:09:27.440]  他兩夫妻七十多歲
[00:09:27.440 --> 00:09:28.600]  我的英文不是很好
[00:09:28.600 --> 00:09:31.040]  要招呼兩個上了年紀的人
[00:09:31.040 --> 00:09:31.920]  聽不明白
[00:09:31.920 --> 00:09:34.960]  多一個人聽一下會好一點
[00:09:34.960 --> 00:09:37.400]  他就陪我一起跟他們去北京
[00:09:37.400 --> 00:09:39.320]  去看看中國
[00:09:39.320 --> 00:09:42.240]  第二年我就跟那個同工說
[00:09:42.240 --> 00:09:45.440]  我陪了你跟這個宣教士去北京
[00:09:45.440 --> 00:09:47.320]  這次你陪我去台灣
[00:09:47.320 --> 00:09:49.000]  我說好就去了
[00:09:49.000 --> 00:09:51.640]  原本是他是播道會的同工
[00:09:51.640 --> 00:09:55.080]  一定要他想去台灣的
[00:09:55.080 --> 00:09:56.520]  結果大家交換了角色
[00:09:56.520 --> 00:09:57.880]  我去了台灣
[00:09:57.880 --> 00:09:59.600]  我說我代替了你來
[00:09:59.600 --> 00:10:01.120]  你一定要支持我到底
[00:10:01.120 --> 00:10:02.200]  那個同工真的很好
[00:10:02.200 --> 00:10:03.680]  都支持我到底
[00:10:03.680 --> 00:10:05.160]  就是這個緣故
[00:10:05.160 --> 00:10:09.320]  無端端不預期之下就去了台灣
[00:10:09.320 --> 00:10:11.400]  就是開荒
[00:10:11.400 --> 00:10:12.480]  我想說什麼呢
[00:10:12.480 --> 00:10:13.720]  我就說
[00:10:13.720 --> 00:10:14.600]  我們的天命
[00:10:14.600 --> 00:10:18.200]  我發現我的天命好像就是做了宣教士
[00:10:18.200 --> 00:10:19.600]  不止同工跟我說
[00:10:19.600 --> 00:10:23.840]  你真的好像很有宣教士的細胞在這裡
[00:10:23.840 --> 00:10:24.960]  其實我很害怕
[00:10:24.960 --> 00:10:26.160]  我什麼都害怕
[00:10:26.160 --> 00:10:28.640]  但是上帝就是改變了我
[00:10:28.640 --> 00:10:30.360]  我又很害怕開電單車
[00:10:30.360 --> 00:10:32.000]  又要學習開電單車
[00:10:32.000 --> 00:10:34.000]  很害怕開貨車
[00:10:34.000 --> 00:10:35.600]  我又要開車
[00:10:35.600 --> 00:10:38.440]  其實很多害怕
[00:10:38.440 --> 00:10:41.360]  但是上帝一一幫我解決了很多事情
[00:10:41.360 --> 00:10:44.360]  我現在都害怕
[00:10:44.360 --> 00:10:45.560]  但我不知道
[00:10:45.560 --> 00:10:48.680]  其實當我們願意將自己放在上帝的裡面
[00:10:48.680 --> 00:10:53.960]  你就會看到你的天命和使命是不一樣的
[00:10:53.960 --> 00:10:55.480]  還有
[00:10:55.480 --> 00:10:56.560]  我都過來人了
[00:10:56.560 --> 00:10:58.040]  現在已經滾了幾十年了
[00:10:58.040 --> 00:11:00.480]  我覺得就是
[00:11:00.480 --> 00:11:04.680]  有時候我們不能選擇你在哪個家出生
[00:11:04.680 --> 00:11:05.800]  哪個做你父母
[00:11:05.800 --> 00:11:07.360]  哪個做你子女
[00:11:07.360 --> 00:11:08.320]  但你有得選擇
[00:11:08.320 --> 00:11:09.400]  你跟隨上帝
[00:11:09.400 --> 00:11:12.120]  你就經歷他的豐盛
[00:11:12.120 --> 00:11:15.600]  有些人說做宣教士都很窮
[00:11:15.600 --> 00:11:18.680]  甚至我那時候在猜拳機構做
[00:11:18.680 --> 00:11:21.560]  我初初進去見工
[00:11:21.560 --> 00:11:22.680]  我們現在說見工
[00:11:22.680 --> 00:11:24.920]  就是孔醫生和另外一個委員
[00:11:24.920 --> 00:11:26.120]  我那時候去到都不客氣
[00:11:26.120 --> 00:11:27.320]  我那時候在浸會醫院做
[00:11:27.320 --> 00:11:28.640]  認工都好一點
[00:11:28.640 --> 00:11:30.040]  我就跟他說
[00:11:30.040 --> 00:11:32.400]  因為上帝照顧某某人
[00:11:32.400 --> 00:11:33.000]  就叫我來
[00:11:33.000 --> 00:11:33.760]  我就來了
[00:11:33.760 --> 00:11:34.680]  不過你要有更好的人
[00:11:34.680 --> 00:11:36.400]  你選他吧
[00:11:36.400 --> 00:11:39.000]  你們是不是沒有人來認證呢?
[00:11:39.000 --> 00:11:40.440]  所以你找我吧
[00:11:40.440 --> 00:11:42.440]  因為我有這樣的感動
[00:11:42.440 --> 00:11:45.640]  所以我嘗試寫求職信
[00:11:45.640 --> 00:11:46.680]  我都不客氣
[00:11:46.680 --> 00:11:50.280]  不過我有些什麼什麼困難就說出來
[00:11:50.280 --> 00:11:52.640]  我都很白的
[00:11:52.640 --> 00:11:54.760]  那時候我記得跟醫生說
[00:11:54.760 --> 00:11:57.920]  不緊要我們慢慢吧
[00:11:57.920 --> 00:11:59.280]  我們不是沒有人
[00:11:59.280 --> 00:12:02.480]  不過覺得對你有興趣而已
[00:12:02.480 --> 00:12:05.120]  去到真的認證了
[00:12:05.120 --> 00:12:09.000]  上帝給我的那二十多年
[00:12:09.000 --> 00:12:11.360]  我在一些很缺乏的機構
[00:12:11.360 --> 00:12:12.320]  或者教會做
[00:12:12.320 --> 00:12:13.920]  都是沒有缺乏過
[00:12:13.920 --> 00:12:15.640]  反而你覺得在生命裡面
[00:12:15.640 --> 00:12:17.560]  你有大的改變
[00:12:17.560 --> 00:12:18.920]  這個就是你的天命
[00:12:18.920 --> 00:12:20.640]  還有你不願意擺上
[00:12:20.640 --> 00:12:21.320]  你是基督徒
[00:12:21.320 --> 00:12:23.440]  你的天命就開始了
[00:12:23.440 --> 00:12:25.400]  所以亞伯蘭還沒有改名之前
[00:12:25.400 --> 00:12:26.760]  神已經揀選了他
[00:12:26.760 --> 00:12:27.800]  今天
[00:12:27.800 --> 00:12:29.120]  有時你覺得我信耶穌
[00:12:29.120 --> 00:12:30.400]  是因為某某人帶我來
[00:12:30.400 --> 00:12:32.120]  那我揀選耶穌
[00:12:32.120 --> 00:12:33.160]  其實不是的
[00:12:33.160 --> 00:12:36.560]  是上帝已經揀選了你
[00:12:36.560 --> 00:12:38.520]  你已經成為上帝的兒女
