
[00:00:00.000 --> 00:00:07.000]  大家好,我今天要講的經文是《馬太福音》第28章16-20節
[00:00:07.000 --> 00:00:10.000]  就是《大使命》大家很熟悉的經文
[00:00:10.000 --> 00:00:14.000]  講題是突破大台理論的使命
[00:00:14.000 --> 00:00:18.000]  為什麼我會有這個講題呢?
[00:00:18.000 --> 00:00:21.000]  好像《大使命》真的講了很多次
[00:00:21.000 --> 00:00:26.000]  好像一拿到這段經文就覺得很不容易講
[00:00:26.000 --> 00:00:30.000]  講了這麼多次,我還要講些什麼呢?
[00:00:30.000 --> 00:00:32.000]  有一種感覺就是,我好像還沒講
[00:00:32.000 --> 00:00:35.000]  大家都知道我會講些什麼
[00:00:35.000 --> 00:00:37.000]  這個就是大台理論
[00:00:37.000 --> 00:00:40.000]  大台理論就是你第一集看了之後
[00:00:40.000 --> 00:00:42.000]  你大概知道結局是什麼
[00:00:42.000 --> 00:00:47.000]  所以我很希望今天打破BBQ的結局
[00:00:47.000 --> 00:00:50.000]  今天跟大家重新再看《大使命》
[00:00:50.000 --> 00:00:52.000]  我看《大使命》的時候
[00:00:52.000 --> 00:00:57.000]  我不只是看它是一個使命,要我去傳福音
[00:00:57.000 --> 00:00:59.000]  不是這樣的
[00:00:59.000 --> 00:01:04.000]  而是想跟大家從另外一個角度去看這段經文
[00:01:04.000 --> 00:01:06.000]  這段經文除了是《大使命》之外
[00:01:06.000 --> 00:01:11.000]  也是《馬太福音》裡面最後的一個結語
[00:01:11.000 --> 00:01:14.000]  究竟作者為什麼要用這段經文
[00:01:14.000 --> 00:01:17.000]  去成為《馬太福音》最後的一個結語呢?
[00:01:17.000 --> 00:01:20.000]  我今天很想跟大家一起去看
[00:01:20.000 --> 00:01:25.000]  其實一般書卷的結語裡面
[00:01:25.000 --> 00:01:32.000]  正正是講成卷書最想講給作者的重心是什麼
[00:01:32.000 --> 00:01:35.000]  所以今天就會看看《大使命》
[00:01:35.000 --> 00:01:37.000]  跟全卷《馬太福音》的關係在哪裡
[00:01:37.000 --> 00:01:41.000]  16至18節會講《馬太福音》講的究竟是哪一個
[00:01:41.000 --> 00:01:46.000]  19節是《馬太福音》的內容
[00:01:46.000 --> 00:01:50.000]  20節就是《馬太福音》裡面講的關鍵字是什麼
[00:01:50.000 --> 00:01:53.000]  我們看經文16至18節
[00:01:53.000 --> 00:01:54.000]  16節開始
[00:01:54.000 --> 00:01:56.000]  「十一個門徒前往加里尼拉
[00:01:56.000 --> 00:01:59.000]  來到耶穌被他們所指定的山上
[00:01:59.000 --> 00:02:02.000]  他們見到耶穌就跪拜祂
[00:02:02.000 --> 00:02:04.000]  但還有人懷疑
[00:02:04.000 --> 00:02:06.000]  耶穌前來對他們說
[00:02:06.000 --> 00:02:10.000]  天上地上一切的權柄都似得我了」
[00:02:10.000 --> 00:02:14.000]  這個版本是新漢語的版
[00:02:14.000 --> 00:02:17.000]  跟和學本可能有一點點分別
[00:02:17.000 --> 00:02:21.000]  我想講《大使命》我們一提
[00:02:21.000 --> 00:02:23.000]  就會說「所以你們要去」
[00:02:23.000 --> 00:02:26.000]  但其實「所以你們要去」之前
[00:02:26.000 --> 00:02:30.000]  還有「天上地上一切的權柄都似得我了」
[00:02:30.000 --> 00:02:33.000]  這個說話究竟是什麼意思呢
[00:02:33.000 --> 00:02:35.000]  天上地上的權柄
[00:02:35.000 --> 00:02:37.000]  英文是Authority
[00:02:37.000 --> 00:02:42.000]  這個其實是在講誰才可以講這個有Authority呢
[00:02:42.000 --> 00:02:46.000]  就是一個國家的一個君王
[00:02:46.000 --> 00:02:48.000]  才會有這個Authority
[00:02:48.000 --> 00:02:50.000]  即是在講一個很勇
[00:02:50.000 --> 00:02:53.000]  是一個高有地位的人
[00:02:53.000 --> 00:02:58.000]  而在講天上地上一切的權柄
[00:02:58.000 --> 00:03:01.000]  即是一個國家
[00:03:01.000 --> 00:03:05.000]  是天上的國家和地上的國家的Authority
[00:03:05.000 --> 00:03:07.000]  都似給耶穌
[00:03:07.000 --> 00:03:09.000]  你見到經文上還說
[00:03:09.000 --> 00:03:11.000]  所指定的山上
[00:03:11.000 --> 00:03:14.000]  他們見到耶穌就跪拜祂
[00:03:14.000 --> 00:03:16.000]  跪拜祂也是一個君王
[00:03:16.000 --> 00:03:20.000]  一個主和一個神的時候才會跪拜祂
[00:03:20.000 --> 00:03:23.000]  其實馬太福音一開始
[00:03:23.000 --> 00:03:29.000]  當馬太回憶起這本書的時候
[00:03:29.000 --> 00:03:30.000]  寫了一個結語
[00:03:30.000 --> 00:03:32.000]  第一件事講的其實是
[00:03:32.000 --> 00:03:35.000]  耶穌講的天上地上一切的權柄
[00:03:35.000 --> 00:03:37.000]  是在講一個君王
[00:03:37.000 --> 00:03:41.000]  其實正正和馬太福音第一章這一節裡
[00:03:41.000 --> 00:03:44.000]  所講的一模一樣
[00:03:44.000 --> 00:03:46.000]  他講耶穌基督
[00:03:46.000 --> 00:03:48.000]  基督我們常常都講
[00:03:48.000 --> 00:03:50.000]  基督我們常常聽到
[00:03:50.000 --> 00:03:52.000]  就是耶穌基督
[00:03:52.000 --> 00:03:54.000]  究竟基督是什麼意思呢?
[00:03:54.000 --> 00:03:57.000]  其實基督就是希伯來文裡的尼塞亞
[00:03:57.000 --> 00:04:02.000]  也就是受高者的一個翻譯的詞語
[00:04:02.000 --> 00:04:04.000]  在舊約裡面可以用來指君王
[00:04:04.000 --> 00:04:05.000]  先至祭司
[00:04:05.000 --> 00:04:09.000]  後來專指猶太人所盼望的救主
[00:04:09.000 --> 00:04:13.000]  所高納的是上帝所指定的一個君
[00:04:13.000 --> 00:04:15.000]  所指定的一個人
[00:04:15.000 --> 00:04:16.000]  去高納他成為王
[00:04:16.000 --> 00:04:19.000]  在大衛的時期
[00:04:19.000 --> 00:04:24.000]  上帝就是用受高者去高納大衛
[00:04:24.000 --> 00:04:27.000]  而大衛被訴羅追殺的時候
[00:04:27.000 --> 00:04:30.000]  他也不敢殺訴羅的時候
[00:04:30.000 --> 00:04:34.000]  也是因為訴羅是上帝所高納的
[00:04:34.000 --> 00:04:36.000]  也是指君王的意思
[00:04:36.000 --> 00:04:38.000]  所以可以看到
[00:04:38.000 --> 00:04:42.000]  馬太一開始寫卷書的時候
[00:04:42.000 --> 00:04:44.000]  就已經在講耶穌基督
[00:04:44.000 --> 00:04:46.000]  耶穌這個人
[00:04:46.000 --> 00:04:48.000]  他寫的是一個君王
[00:04:48.000 --> 00:04:50.000]  君王的尼林
[00:04:50.000 --> 00:04:53.000]  然後在經文的內容裡
[00:04:53.000 --> 00:04:56.000]  又說一路石卷
[00:04:56.000 --> 00:05:01.000]  馬太福音裡說的是山中的部分
[00:05:01.000 --> 00:05:02.000]  說的是天國的指紋
[00:05:02.000 --> 00:05:05.000]  不斷在講天國天國天國
[00:05:05.000 --> 00:05:08.000]  十章十三章十八章
[00:05:08.000 --> 00:05:10.000]  一路都是講天國的門徒
[00:05:10.000 --> 00:05:11.000]  天國的比喻
[00:05:11.000 --> 00:05:12.000]  天國的生活
[00:05:12.000 --> 00:05:13.000]  天國的審判
[00:05:13.000 --> 00:05:15.000]  這個君王的尼林
[00:05:15.000 --> 00:05:17.000]  是在講天國
[00:05:17.000 --> 00:05:19.000]  帶來天國的尼林
[00:05:19.000 --> 00:05:22.000]  天國來到這個世界上
[00:05:22.000 --> 00:05:26.000]  馬太寫這個結語的時候
[00:05:26.000 --> 00:05:28.000]  她說耶穌是來到
[00:05:28.000 --> 00:05:30.000]  以君王的形式
[00:05:30.000 --> 00:05:32.000]  來到這個山上
[00:05:32.000 --> 00:05:34.000]  她在講這個命令
[00:05:34.000 --> 00:05:38.000]  她在描述這個人
[00:05:38.000 --> 00:05:40.000]  是有這樣的權柄
[00:05:40.000 --> 00:05:42.000]  究竟天國
[00:05:42.000 --> 00:05:44.000]  這個君王
[00:05:44.000 --> 00:05:45.000]  對於馬太來說
