
[00:00:00.000 --> 00:00:02.000]  低頭祈禱
[00:00:30.000 --> 00:00:32.000]  主願祢與我們同在
[00:00:32.000 --> 00:00:34.000]  感謝祢聽我們禱告
[00:00:34.000 --> 00:00:36.000]  奉主耶穌的聖名
[00:00:36.000 --> 00:00:38.000]  Amen
[00:00:38.000 --> 00:00:42.000]  有一個四歲的小女孩
[00:00:42.000 --> 00:00:46.000]  在泳池旁邊玩耍
[00:00:46.000 --> 00:00:48.000]  她的爸爸和哥哥和姐姐
[00:00:48.000 --> 00:00:52.000]  全部都在泳池裡
[00:00:52.000 --> 00:00:56.000]  她們都玩得很開心
[00:00:56.000 --> 00:00:58.000]  這個小女孩就在泳池旁邊
[00:00:58.000 --> 00:01:00.000]  因為她不懂游泳
[00:01:00.000 --> 00:01:04.000]  遲遲都沒有到泳池裡
[00:01:04.000 --> 00:01:09.000]  小女孩的爸爸就在泳池裡
[00:01:09.000 --> 00:01:11.000]  向她招手
[00:01:11.000 --> 00:01:12.000]  過來呀過來呀
[00:01:12.000 --> 00:01:14.000]  跳下來呀跳下來呀
[00:01:14.000 --> 00:01:20.000]  但這個小女孩一直都不敢向下跳
[00:01:20.000 --> 00:01:24.000]  其實她的爸爸、姐姐、哥哥都不斷跟她說
[00:01:24.000 --> 00:01:26.000]  下來呀下來呀好好玩呀
[00:01:26.000 --> 00:01:29.000]  她都未做決定
[00:01:29.000 --> 00:01:31.000]  在這樣的情況下
[00:01:31.000 --> 00:01:34.000]  其實有兩個後果會發生
[00:01:34.000 --> 00:01:38.000]  第一是因為她不懂游泳
[00:01:38.000 --> 00:01:41.000]  她一直都不敢跳下去
[00:01:41.000 --> 00:01:43.000]  第二個結果是
[00:01:43.000 --> 00:01:45.000]  她都嘗試
[00:01:45.000 --> 00:01:50.000]  見爸爸、姐姐、哥哥不斷向她招手
[00:01:50.000 --> 00:01:52.000]  她就向下跳
[00:01:52.000 --> 00:01:57.000]  這兩個結果其實有些東西會影響她
[00:01:57.000 --> 00:02:00.000]  影響她做出這樣的結果
[00:02:00.000 --> 00:02:05.000]  她是向下跳還是不向下跳呢?
[00:02:05.000 --> 00:02:08.000]  有三個原因會影響她
[00:02:08.000 --> 00:02:12.000]  第一,她能否克服她怕水的心
[00:02:12.000 --> 00:02:15.000]  因為她不懂游泳,始終會怕水
[00:02:15.000 --> 00:02:19.000]  第二,她對泳池裡的事物
[00:02:19.000 --> 00:02:24.000]  對她到底有多大的吸引力
[00:02:24.000 --> 00:02:28.000]  第三,她信不信任她爸爸
[00:02:28.000 --> 00:02:33.000]  就算她前面兩樣東西都不是最吸引她
[00:02:33.000 --> 00:02:35.000]  她信任她爸爸
[00:02:35.000 --> 00:02:37.000]  她都會嘗試向下跳
[00:02:37.000 --> 00:02:41.000]  但在泳池裡的東西很吸引她
[00:02:41.000 --> 00:02:44.000]  她就不顧一切地向下跳
[00:02:44.000 --> 00:02:50.000]  這三個原因都會影響她做出這樣的決定
[00:02:50.000 --> 00:02:54.000]  今天我們所讀的經文告訴我們
[00:02:54.000 --> 00:02:59.000]  這正是一個四歲小女孩面對挑戰的成人版本
[00:02:59.000 --> 00:03:01.000]  所不同的是
[00:03:01.000 --> 00:03:05.000]  主耶穌的門徒已經無法選擇
[00:03:05.000 --> 00:03:10.000]  被主耶穌的催促下落到水裡
[00:03:10.000 --> 00:03:13.000]  今天我們所讀的經文讓我們看到
[00:03:13.000 --> 00:03:16.000]  主耶穌的門徒
[00:03:16.000 --> 00:03:18.000]  他們在主耶穌的催促下
[00:03:18.000 --> 00:03:21.000]  要過到海的另一邊去
[00:03:21.000 --> 00:03:25.000]  但是主耶穌卻沒有跟他們一起去
[00:03:25.000 --> 00:03:27.000]  主耶穌在那裡呢?
[00:03:27.000 --> 00:03:29.000]  去處理其他的事情
[00:03:29.000 --> 00:03:31.000]  第一件事就是要打發那些
[00:03:31.000 --> 00:03:37.000]  之前為了五餅如魚而逗留的那些人
[00:03:37.000 --> 00:03:39.000]  因為有得吃
[00:03:39.000 --> 00:03:44.000]  他們以為一直跟著主耶穌就不會休息
[00:03:44.000 --> 00:03:47.000]  所以他們都停下來不肯離開
[00:03:47.000 --> 00:03:50.000]  主耶穌就要打發他們離開
[00:03:50.000 --> 00:03:54.000]  另外一件事就是主耶穌之後就上山去祈禱
[00:03:54.000 --> 00:04:00.000]  所以就沒有跟這群門徒乘船去對面海
[00:04:00.000 --> 00:04:03.000]  然後經文就告訴他們
[00:04:03.000 --> 00:04:05.000]  到了晚上
[00:04:05.000 --> 00:04:07.000]  當船在海中的時候
[00:04:07.000 --> 00:04:09.000]  風風不順
[00:04:09.000 --> 00:04:11.000]  避浪遙行
[00:04:11.000 --> 00:04:17.000]  如果按照其他福音書的經文所提供的資料
[00:04:17.000 --> 00:04:21.000]  我們就知道當時門徒所渡過的海
[00:04:21.000 --> 00:04:24.000]  其實就是加里尼海
[00:04:24.000 --> 00:04:27.000]  他們在同一個海中
[00:04:27.000 --> 00:04:29.000]  即是加里尼海
[00:04:29.000 --> 00:04:30.000]  遇到風浪
[00:04:30.000 --> 00:04:32.000]  這就不是第一次了
[00:04:32.000 --> 00:04:36.000]  如果大家對福音書有深刻印象
[00:04:36.000 --> 00:04:38.000]  或者是讀過也好
[00:04:38.000 --> 00:04:44.000]  就知道上一次主耶穌跟他們一起乘船的時候遇到風浪
[00:04:44.000 --> 00:04:47.000]  但是那時候主耶穌就在船上
[00:04:47.000 --> 00:04:50.000]  他們喊醒了主耶穌之後
[00:04:50.000 --> 00:04:51.000]  主耶穌叱吒風浪
[00:04:51.000 --> 00:04:53.000]  風浪就停了
[00:04:53.000 --> 00:04:55.000]  但是這次呢
[00:04:55.000 --> 00:04:57.000]  加里尼海的情況
[00:04:57.000 --> 00:04:58.000]  都一樣是這樣
[00:04:58.000 --> 00:05:00.000]  突然間就起風浪
[00:05:00.000 --> 00:05:03.000]  沒有一些可以預測到的
[00:05:03.000 --> 00:05:08.000]  風浪突然間就會發生
[00:05:08.000 --> 00:05:10.000]  一旦起風浪
[00:05:10.000 --> 00:05:12.000]  其實就很猛烈
[00:05:12.000 --> 00:05:15.000]  如果你們去過聖地
[00:05:15.000 --> 00:05:18.000]  無論如何都會帶你們去加里尼海
[00:05:18.000 --> 00:05:20.000]  坐船游一游
[00:05:20.000 --> 00:05:23.000]  幸運的就是風平浪靜
[00:05:23.000 --> 00:05:24.000]  不幸運的話
[00:05:24.000 --> 00:05:27.000]  你就會遇到大風大浪
[00:05:27.000 --> 00:05:28.000]  不奇怪的
[00:05:28.000 --> 00:05:31.000]  可能走著走著就會遇到大風大浪
[00:05:31.000 --> 00:05:32.000]  加里尼海
[00:05:32.000 --> 00:05:35.000]  它的情況就是這樣
[00:05:35.000 --> 00:05:37.000]  不過在前一次
[00:05:37.000 --> 00:05:39.000]  主耶穌就和他們在海中
[00:05:39.000 --> 00:05:41.000]  就是在船上
[00:05:41.000 --> 00:05:43.000]  但是這次呢
[00:05:43.000 --> 00:05:47.000]  他們沒有主耶穌在他們的船上
[00:05:47.000 --> 00:05:48.000]  上一次
[00:05:48.000 --> 00:05:50.000]  當起風浪的時候
[00:05:50.000 --> 00:05:54.000]  可能他們都沒有認識到主耶穌有那種能力
[00:05:54.000 --> 00:05:56.000]  只不過他們求助到主耶穌的時候
[00:05:56.000 --> 00:05:59.000]  主耶穌起身就叱吒風浪
[00:05:59.000 --> 00:06:00.000]  他們就認識到了
[00:06:00.000 --> 00:06:03.000]  原來主耶穌是可以叱吒風浪的
[00:06:03.000 --> 00:06:07.000]  這次當他們遇到這樣的情況的時候
[00:06:07.000 --> 00:06:12.000]  聖經裡面沒有說他們的心情如何
[00:06:12.000 --> 00:06:14.000]  不過我們可以想像的
[00:06:14.000 --> 00:06:16.000]  有了上一次的經歷
[00:06:16.000 --> 00:06:18.000]  難免這次就會想
[00:06:18.000 --> 00:06:21.000]  如果主耶穌在船上就好了
[00:06:21.000 --> 00:06:23.000]  就好像上次一樣
[00:06:23.000 --> 00:06:24.000]  我們遇到風浪
[00:06:24.000 --> 00:06:26.000]  他就可以叱吒風浪
[00:06:26.000 --> 00:06:29.000]  然後風浪就可以叱吒
[00:06:29.000 --> 00:06:32.000]  如果主耶穌一起在船上
[00:06:32.000 --> 00:06:34.000]  是非常之好的
[00:06:34.000 --> 00:06:36.000]  但是這一刻不是
[00:06:36.000 --> 00:06:38.000]  主耶穌沒有在船上
[00:06:38.000 --> 00:06:41.000]  但是主耶穌是不是就不理他們呢
[00:06:41.000 --> 00:06:43.000]  不是在船上就可以不理他們呢
[00:06:43.000 --> 00:06:45.000]  聖經告訴我們
[00:06:45.000 --> 00:06:47.000]  夜裡四更天的時候
[00:06:47.000 --> 00:06:50.000]  主耶穌就在海面上
[00:06:50.000 --> 00:06:54.000]  要去到門徒的那裡
[00:06:54.000 --> 00:06:56.000]  所以主耶穌是不是不理他們呢
