
[00:00:00.000 --> 00:00:02.500]  敝公子奴祖奴平安
[00:00:02.500 --> 00:00:10.000]  今天我們一起要來讀彼得前書第二講
[00:00:10.000 --> 00:00:18.500]  就是在這個經文的彼得前書第二章的一節到十節
[00:00:18.500 --> 00:00:24.500]  彼得前書二章一節到十節
[00:00:24.500 --> 00:00:28.500]  這題目是愛慕聖的話
[00:00:28.500 --> 00:00:39.500]  那我們要先來讀彼得前書第二章裡頭第一節到第五節的經文
[00:00:39.500 --> 00:00:57.000]  這經文說:所以你們既除去一切的惡毒、詭詐、並假善、忌妒和一切毀謗的話
[00:00:57.000 --> 00:01:09.000]  就要愛慕那純淨的靈奶,向財生的嬰孩愛慕奶一樣,教你們因此見長以之得救
[00:01:09.000 --> 00:01:15.000]  你們若嘗過主恩的滋味,就必如此
[00:01:15.000 --> 00:01:26.000]  主奈活實,固然是被人所棄的,卻是被上帝神所檢選、所寶貴的
[00:01:26.000 --> 00:01:36.000]  你們來到主面前,也就像活實,被建造成為靈功、做聖傑的祭司
[00:01:36.000 --> 00:01:42.000]  藉著耶穌基督奉獻神所悅納的靈基
[00:01:42.000 --> 00:01:45.000]  我們先讀這幾節聖經
[00:01:45.000 --> 00:01:54.000]  今天我們要用到的聖經就是從第二章一節到十節這一段
[00:01:54.000 --> 00:02:01.000]  我們的題目給它起作是愛慕神的話
[00:02:01.000 --> 00:02:09.000]  彼得前書是彼得寫給受逼迫的基督徒
[00:02:09.000 --> 00:02:19.000]  在地上彼得就鼓勵他們在這個試煉跟苦難當中要有活潑的盼望
[00:02:19.000 --> 00:02:23.000]  活潑的盼望也就是活的盼望
[00:02:23.000 --> 00:02:30.000]  從受苦到榮耀,是基督徒必經之路
[00:02:30.000 --> 00:02:39.000]  我們現在剛才讀了今天要經文裡頭的一部分,就是一節到五節
[00:02:39.000 --> 00:02:46.000]  現在我們先有一個禱告,我們一同一手禱告
[00:02:46.000 --> 00:02:52.000]  主人說我們感謝你,因為你給我們有機會一同來到你面前
[00:02:52.000 --> 00:02:56.000]  我們要來敬拜你,要來學習你的話
[00:02:56.000 --> 00:02:59.000]  但你的靈與我們眾人同在
[00:02:59.000 --> 00:03:04.000]  你開啟我們的心竅,叫我們明白你的話
[00:03:04.000 --> 00:03:10.000]  也叫我們你在話中間,我們得到亮光,得到你的力量
[00:03:10.000 --> 00:03:14.000]  叫我們在生活當中,叫我們在侍奉當中
[00:03:14.000 --> 00:03:18.000]  就能夠靠著你來榮耀你的名
[00:03:18.000 --> 00:03:22.000]  願你與我們同在,帶領我們下面的時間
[00:03:22.000 --> 00:03:26.000]  奉耶穌基督的名禱告,阿門
[00:03:26.000 --> 00:03:34.000]  彼得前書是寫給當時受逼迫的基督徒
[00:03:34.000 --> 00:03:38.000]  在地上彼得就鼓勵他們
[00:03:38.000 --> 00:03:41.000]  他們雖然是很困難
[00:03:41.000 --> 00:03:49.000]  他們是在當時受到逼迫,風塞在各地的信主的人
[00:03:49.000 --> 00:03:53.000]  他們遇到苦難,有失戀
[00:03:53.000 --> 00:03:55.000]  所以彼得鼓勵他們
[00:03:55.000 --> 00:04:00.000]  你們在失戀和苦難當中,要有活潑的盼望
[00:04:00.000 --> 00:04:04.000]  活潑的盼望就是活的盼望
[00:04:04.000 --> 00:04:11.000]  盼望是活的,並不是單單是字面口頭的
[00:04:11.000 --> 00:04:17.000]  而是實際上是一個真正事實,是一個將來可以達到的事實
[00:04:17.000 --> 00:04:21.000]  所以我們看到這裡是一個活的盼望
[00:04:21.000 --> 00:04:28.000]  神給我們的盼望不是一個書面的口頭的一種盼望
[00:04:28.000 --> 00:04:32.000]  而是一個活的盼望,有生命的盼望
[00:04:32.000 --> 00:04:35.000]  叫我們在失戀苦難當中
[00:04:35.000 --> 00:04:43.000]  我們不會失望,不會叫我們覺得失望,覺得膽缺
[00:04:43.000 --> 00:04:45.000]  而是一個活的盼望
[00:04:45.000 --> 00:04:48.000]  因為神是永遠的神
[00:04:48.000 --> 00:04:54.000]  祂掌管過去,也掌管現在,更祂是掌管著將來
[00:04:54.000 --> 00:04:56.000]  所以我們可以信靠祂
[00:04:56.000 --> 00:05:00.000]  祂給我們的盼望是一個活的盼望
[00:05:00.000 --> 00:05:03.000]  叫我們在這個世界動盪不安
[00:05:03.000 --> 00:05:06.000]  我們遇到各種困難、苦難的時候
[00:05:06.000 --> 00:05:10.000]  我們可以抬頭仰望我們的神
[00:05:10.000 --> 00:05:14.000]  因為祂是我們的盼望
[00:05:14.000 --> 00:05:21.000]  那麼從受苦到榮耀是基督徒必須經過的路
[00:05:21.000 --> 00:05:23.000]  神並沒有允許我們
[00:05:23.000 --> 00:05:28.000]  我們信主以後,我們的什麼事情都是一帆風順
[00:05:28.000 --> 00:05:30.000]  我們會遇到一些困難
[00:05:30.000 --> 00:05:32.000]  但是我們感謝神
[00:05:32.000 --> 00:05:39.000]  從苦難到榮耀,這是一定是基督徒要經過的
[00:05:39.000 --> 00:05:47.000]  因為神已經給我們預備在天上的榮耀的期間
[00:05:47.000 --> 00:05:55.000]  到了第二章,彼得就勉勵信徒要愛慕神的話
[00:05:55.000 --> 00:06:00.000]  因為在苦難當中,在難處當中
[00:06:00.000 --> 00:06:06.000]  靠你自己的力量,你是很難能夠勝過的
[00:06:06.000 --> 00:06:09.000]  必定是要靠著神
[00:06:09.000 --> 00:06:11.000]  神給我們神的話
[00:06:11.000 --> 00:06:13.000]  神給我們祂的話
[00:06:13.000 --> 00:06:16.000]  就是叫我們可以靠著祂的話
[00:06:16.000 --> 00:06:20.000]  我們能夠來依靠神
[00:06:20.000 --> 00:06:23.000]  所以在彼得前述第二章
[00:06:23.000 --> 00:06:26.000]  就說到要愛慕神的話
[00:06:26.000 --> 00:06:28.000]  你要愛慕神的話
[00:06:28.000 --> 00:06:31.000]  那麼就像出生的嬰孩
[00:06:31.000 --> 00:06:36.000]  愛慕純淨的奶一樣的
[00:06:36.000 --> 00:06:38.000]  小孩子,嬰兒生下來
[00:06:38.000 --> 00:06:40.000]  他不能吃乾糧
[00:06:40.000 --> 00:06:43.000]  他要吃媽媽的奶
[00:06:43.000 --> 00:06:46.000]  這個奶就是給他營養
[00:06:46.000 --> 00:06:51.000]  所以我們要像剛生下來出生的嬰孩一樣
[00:06:51.000 --> 00:06:55.000]  要來炫慕、愛慕神的話
[00:06:55.000 --> 00:06:59.000]  就像嬰兒愛慕他媽媽的奶一樣的
[00:06:59.000 --> 00:07:03.000]  那麼這樣的話可以漸漸地長大
[00:07:03.000 --> 00:07:08.000]  所以在第十六世紀跟第十七世紀中間
[00:07:08.000 --> 00:07:11.000]  在英格蘭,在英國
[00:07:11.000 --> 00:07:15.000]  就有一個叫做清教徒的現象
[00:07:15.000 --> 00:07:18.000]  當時有一些基督徒
[00:07:18.000 --> 00:07:21.000]  人家稱為他是清教徒
[00:07:21.000 --> 00:07:29.000]  因為他們認為聖經是世上最寶貴的事物
[00:07:29.000 --> 00:07:34.000]  所以他們按照聖經的教訓
[00:07:34.000 --> 00:07:37.000]  他們敬拜他們的生活
[00:07:37.000 --> 00:07:41.000]  那麼人家就給他起名叫做清教徒
[00:07:41.000 --> 00:07:48.000]  所以這清教徒也是在教會的歷史上
[00:07:48.000 --> 00:07:52.000]  是一個很重要的一個部分
[00:07:52.000 --> 00:07:55.000]  因為他們從英國受到逼迫以後
[00:07:55.000 --> 00:08:02.000]  他們就遷移到現在的美國的東岸
[00:08:02.000 --> 00:08:04.000]  在東岸上路
[00:08:04.000 --> 00:08:07.000]  所以在東岸上路的時候
[00:08:07.000 --> 00:08:10.000]  也正是在困難的時候
[00:08:10.000 --> 00:08:13.000]  你想當時並沒有現代化
[00:08:13.000 --> 00:08:17.000]  這種船在海上經過很長的時間
[00:08:17.000 --> 00:08:23.000]  最後生存的人能夠來到美國的東岸
[00:08:23.000 --> 00:08:25.000]  那麼他們登陸了
[00:08:25.000 --> 00:08:27.000]  剛開始很困難
[00:08:27.000 --> 00:08:30.000]  都是天氣寒冷
[00:08:30.000 --> 00:08:35.000]  都沒有什麼很多東西可以來吃
[00:08:35.000 --> 00:08:38.000]  那麼他們就挺過一個冬天
[00:08:38.000 --> 00:08:46.000]  到後來他們就種了一些簡單的食物以後
[00:08:46.000 --> 00:08:48.000]  他們就生存下來了
[00:08:48.000 --> 00:08:53.000]  所以慢慢就有更多的移民從外地進來了
[00:08:53.000 --> 00:08:59.000]  就形成現在美國這樣的一個政權
[00:08:59.000 --> 00:09:03.000]  所以他們就在登陸完了以後
[00:09:03.000 --> 00:09:08.000]  過了一年能夠種了東西有東西吃以後
[00:09:08.000 --> 00:09:12.000]  他們就有一個感恩的聚餐
