
[00:00:00.000 --> 00:00:02.000]  各位地球姐妹朋友們早安
[00:00:02.000 --> 00:00:06.000]  今天我們是2014年
[00:00:06.000 --> 00:00:09.000]  這個中國的第一次的聚會
[00:00:09.000 --> 00:00:12.000]  然後我們都說我們進入馬年
[00:00:12.000 --> 00:00:15.000]  大家都說能夠馬到成功
[00:00:15.000 --> 00:00:16.000]  以馬內力
[00:00:16.000 --> 00:00:18.000]  以馬當先
[00:00:18.000 --> 00:00:19.000]  萬馬奔騰
[00:00:19.000 --> 00:00:22.000]  但是我們千萬不要馬馬虎虎
[00:00:22.000 --> 00:00:24.000]  或者是馬失前蹄了
[00:00:24.000 --> 00:00:27.000]  美國有一個先知說
[00:00:27.000 --> 00:00:32.000]  2013年是要來領受約瑟的恩高
[00:00:32.000 --> 00:00:34.000]  The Anointing of Joseph
[00:00:34.000 --> 00:00:36.000]  也就是做夢
[00:00:36.000 --> 00:00:38.000]  也就是治理事
[00:00:38.000 --> 00:00:41.000]  也就是合一的恩高
[00:00:41.000 --> 00:00:42.000]  還有有神同在
[00:00:42.000 --> 00:00:45.000]  那麼2014年
[00:00:45.000 --> 00:00:47.000]  又一個先知說
[00:00:47.000 --> 00:00:50.000]  我們要來領受新酒新遊
[00:00:50.000 --> 00:00:53.000]  所以我們今年都要領受新酒新遊
[00:00:53.000 --> 00:00:55.000]  猶太人
[00:00:55.000 --> 00:00:58.000]  這個去年5773年
[00:00:58.000 --> 00:01:01.000]  他們是叫做七三
[00:01:01.000 --> 00:01:04.000]  是說Zion Gilmer
[00:01:04.000 --> 00:01:05.000]  這是七跟三
[00:01:05.000 --> 00:01:08.000]  Gilmer是有駱駝的意思
[00:01:08.000 --> 00:01:11.000]  所以貨物資財
[00:01:11.000 --> 00:01:13.000]  駱駝會把它運來
[00:01:13.000 --> 00:01:14.000]  感謝神
[00:01:14.000 --> 00:01:15.000]  我們也感覺到了
[00:01:15.000 --> 00:01:17.000]  那麼5774年
[00:01:17.000 --> 00:01:20.000]  七四是Zion Delta
