
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹,復活節快樂!
[00:00:04.000 --> 00:00:09.000]  我們今天在復活節的日子裏面
[00:00:09.000 --> 00:00:13.000]  看一段經文講到第一天主的復活
[00:00:13.000 --> 00:00:18.000]  很有意思,請我們一起低頭祈禱
[00:00:18.000 --> 00:00:21.000]  天父,我們都在這個時候
[00:00:21.000 --> 00:00:25.000]  願意為個人謙卑主復活
[00:00:25.000 --> 00:00:28.000]  帶給我們很多的福分
[00:00:28.000 --> 00:00:30.000]  願意我們好好珍惜
[00:00:30.000 --> 00:00:33.000]  讓復活的主在我們的生命裏面
[00:00:33.000 --> 00:00:37.000]  給我們有能力幫助我們
[00:00:37.000 --> 00:00:40.000]  我們這樣祈禱奉主耶穌基督的名
[00:00:40.000 --> 00:00:45.000]  在1996年在芝加哥裏面有一個教會
[00:00:45.000 --> 00:00:49.000]  這個教會叫Moody Memorial Church
[00:00:49.000 --> 00:00:56.000]  即是慕迪紀念的一個堂會
[00:00:56.000 --> 00:00:59.000]  進行了一個辯論的比賽
[00:00:59.000 --> 00:01:03.000]  這個辯論是講到究竟
[00:01:03.000 --> 00:01:06.000]  福音書裏面講到耶穌的事情
[00:01:06.000 --> 00:01:08.000]  是否一個歷史的史實
[00:01:08.000 --> 00:01:11.000]  是否一個實際的真實發生的事情
[00:01:11.000 --> 00:01:15.000]  他們請了兩位學者去辯論
[00:01:15.000 --> 00:01:20.000]  一個學者是William Lane Craig
[00:01:20.000 --> 00:01:26.000]  另一個叫John Dominic Cruzan
[00:01:26.000 --> 00:01:28.000]  Cruzan和Craig對壘
[00:01:28.000 --> 00:01:32.000]  原來在美國都頗多時候有這樣的辯論
[00:01:32.000 --> 00:01:34.000]  很多的聖經學者在這裏
[00:01:34.000 --> 00:01:36.000]  大家去比試
[00:01:36.000 --> 00:01:41.000]  如果真理是真的我們可以辯明
[00:01:41.000 --> 00:01:46.000]  Cruzan他的看法是
[00:01:46.000 --> 00:01:49.000]  聖經裏面講的這些史實
[00:01:49.000 --> 00:01:53.000]  很多時候特別是集中在耶穌基督的復活
[00:01:53.000 --> 00:01:57.000]  這些全部是一個比喻
[00:01:57.000 --> 00:01:59.000]  比喻背後是有一個真理
[00:01:59.000 --> 00:02:06.000]  不過這個真理背後不一定有一個真實的歷史發生
[00:02:06.000 --> 00:02:08.000]  怎樣解釋復活呢
[00:02:08.000 --> 00:02:10.000]  為甚麼這樣寫復活呢
[00:02:10.000 --> 00:02:13.000]  大概上聖經裏面有類似提到的東西
[00:02:13.000 --> 00:02:22.000]  我覺得這些信徒是一些信念或幻覺
[00:02:22.000 --> 00:02:27.000]  講到使復活之時好像真事一樣
[00:02:27.000 --> 00:02:30.000]  當然Craig另外一邊就很清楚
[00:02:30.000 --> 00:02:34.000]  復活之時是能夠清楚辯明的
[00:02:34.000 --> 00:02:39.000]  是有歷史的真正的確據
[00:02:39.000 --> 00:02:44.000]  其實這些辯論不斷有發生
[00:02:44.000 --> 00:02:47.000]  其實很多我們所謂的新派的聖經學者
[00:02:47.000 --> 00:02:50.000]  很多時候都覺得這些復活的事
[00:02:50.000 --> 00:02:52.000]  很可能是之前沒有的
[00:02:52.000 --> 00:02:55.000]  耶穌基督時代的信徒沒有相信
[00:02:55.000 --> 00:03:00.000]  是後期的人慢慢就希望神化了耶穌基督的身份
[00:03:00.000 --> 00:03:02.000]  慢慢講到有復活之時
[00:03:02.000 --> 00:03:05.000]  即是後來堆砌上來
[00:03:05.000 --> 00:03:07.000]  但我們當然不同意
[00:03:07.000 --> 00:03:10.000]  福音書是耶穌基督同時代已經發生
[00:03:10.000 --> 00:03:13.000]  不是慢慢堆成的一些傳說
[00:03:13.000 --> 00:03:15.000]  通常我們會見到這些神話傳說
[00:03:15.000 --> 00:03:18.000]  是後期後一兩代的人做的
[00:03:18.000 --> 00:03:20.000]  但我們發覺四福音是很緊切
[00:03:20.000 --> 00:03:23.000]  耶穌基督死而復活的時代
[00:03:23.000 --> 00:03:25.000]  我們見到保羅講到
[00:03:25.000 --> 00:03:28.000]  哥林多前書15章講話
[00:03:28.000 --> 00:03:30.000]  告訴我們很重要的事
[00:03:30.000 --> 00:03:35.000]  根據按照聖經耶穌基督為我們的罪死
[00:03:35.000 --> 00:03:38.000]  並且按照聖經第三個復活
[00:03:38.000 --> 00:03:40.000]  埋葬第三個復活
[00:03:40.000 --> 00:03:44.000]  很早的教會信條已經在這裡
[00:03:44.000 --> 00:03:46.000]  我們說有沒有理據
[00:03:46.000 --> 00:03:49.000]  或者我們看看今天的經文
[00:03:49.000 --> 00:03:50.000]  我們可以更加了解
[00:03:50.000 --> 00:03:53.000]  發覺這個復活的事
[00:03:53.000 --> 00:03:57.000]  其實不單止是一些新派的人將它扭曲
[00:03:57.000 --> 00:04:02.000]  甚至基督徒有時候都淡化了復活
[00:04:02.000 --> 00:04:06.000]  因為復活事實上是一個很不可思議的事情
[00:04:06.000 --> 00:04:10.000]  有一次我在一個基督教機構裡面做事
[00:04:10.000 --> 00:04:18.000]  當時機構想設計一個福音的單張
[00:04:18.000 --> 00:04:20.000]  請了一位童工去做
[00:04:20.000 --> 00:04:22.000]  童工就起了一個稿
