
[00:00:00.000 --> 00:00:02.240]  各位訂閱者朋友,早安
[00:00:02.240 --> 00:00:05.040]  在網上崇拜的訂閱者朋友,早安
[00:00:05.040 --> 00:00:09.400]  在現場的訂閱者朋友,早安
[00:00:09.400 --> 00:00:12.680]  先出一下這個PowerPoint
[00:00:12.680 --> 00:00:15.080]  背景特別嗎?
[00:00:15.080 --> 00:00:16.800]  教會在哪裡?
[00:00:16.800 --> 00:00:19.280]  在哪裡呢?我們上網找
[00:00:19.280 --> 00:00:23.240]  看到一張有點怪異的照片
[00:00:23.240 --> 00:00:26.640]  看到一個禮堂裡面沒有人
[00:00:26.640 --> 00:00:29.520]  但是貼滿了照片
[00:00:29.520 --> 00:00:32.920]  我要先說一下今天的背景
[00:00:32.920 --> 00:00:35.800]  其實今天是社關主日
[00:00:35.800 --> 00:00:37.680]  所以我暫時放下了薩姆耳機
[00:00:37.680 --> 00:00:40.800]  如果知道我這段時間用了薩姆耳機去看大衛的新評
[00:00:40.800 --> 00:00:42.560]  我們暫時放下
[00:00:42.560 --> 00:00:44.800]  又讓我們思考一下在上個主日
[00:00:44.800 --> 00:00:46.320]  不知道大家記不記得上個星期
[00:00:46.320 --> 00:00:48.840]  陳志強牧師在開始引言說
[00:00:48.840 --> 00:00:52.720]  教會今天沒有了實體的聚會
[00:00:52.720 --> 00:00:56.920]  沒有了事工,沒有了人的聚集
[00:00:56.920 --> 00:01:01.840]  不會有人回來榮輝這個禮堂
[00:01:01.840 --> 00:01:03.600]  沒有人說回教會了
[00:01:03.600 --> 00:01:06.680]  究竟教會還存不存在呢?
[00:01:06.680 --> 00:01:10.480]  當我們沒有了活動,沒有了聚會的時候
[00:01:10.480 --> 00:01:13.440]  其實只是讓我們思考一下
[00:01:13.440 --> 00:01:15.360]  究竟教會是什麼呢?
[00:01:15.360 --> 00:01:16.720]  是不是教會就是一堆活動?
[00:01:16.720 --> 00:01:19.400]  是不是教會就是一堆事工呢?
[00:01:19.400 --> 00:01:23.640]  現在全世界很多地方都停了教會
[00:01:23.640 --> 00:01:27.680]  停了教會才停了實體的聚會,應該說不是停了教會
[00:01:27.680 --> 00:01:31.360]  有些天主教的教堂就會這樣做
[00:01:31.360 --> 00:01:33.600]  把人像貼在那裡
[00:01:33.600 --> 00:01:35.400]  神父繼續在那裡講道
[00:01:35.400 --> 00:01:38.800]  繼續祝福他面前的相片裡的人
[00:01:38.800 --> 00:01:40.720]  都是紀念著弟兄姊妹
[00:01:40.720 --> 00:01:43.160]  始終是教會的一群人
[00:01:43.160 --> 00:01:44.200]  但是今天很感恩
[00:01:44.200 --> 00:01:45.440]  我原本預備講道
[00:01:45.440 --> 00:01:49.240]  我本來以為會看著一堆空燈這樣講
[00:01:49.240 --> 00:01:51.480]  可不可以秀一下
[00:01:51.480 --> 00:01:52.920]  我們今天有兩個鏡頭
[00:01:52.920 --> 00:01:55.160]  在網上崇拜弟兄姊妹都知道
[00:01:55.160 --> 00:01:57.360]  其實今天粗略估計
[00:01:57.360 --> 00:02:01.160]  都有十幾位、二十幾位的弟兄姊妹在我面前
[00:02:01.160 --> 00:02:04.240]  開始參與實體的聚會
[00:02:04.240 --> 00:02:07.920]  因為在限聚令的豁免下
[00:02:07.920 --> 00:02:10.520]  今天都可以讓少量的弟兄姊妹回來
[00:02:10.520 --> 00:02:13.880]  和我們一起去崇深的敬拜
[00:02:13.880 --> 00:02:17.440]  讓我們去想想教會是什麼呢?
[00:02:17.440 --> 00:02:19.280]  教會是人的聚集之外
[00:02:19.280 --> 00:02:21.920]  還有些什麼呢?
[00:02:21.920 --> 00:02:24.760]  這幅相片我相信在這幾個月
[00:02:24.760 --> 00:02:25.960]  WhatsApp都經常傳出
[00:02:25.960 --> 00:02:29.760]  其實我不同時間收到三次了
[00:02:29.760 --> 00:02:33.000]  裡面在講魔鬼又哈哈哈哈地笑
[00:02:33.000 --> 00:02:37.240]  現在疫情搞得全世界的教會都封了
[00:02:37.240 --> 00:02:38.960]  關了 不能開了
[00:02:38.960 --> 00:02:42.120]  問上帝你的國度怎麼辦呢?
[00:02:42.120 --> 00:02:44.840]  上帝就很興奮地說
[00:02:44.840 --> 00:02:49.840]  我已經將教會散佈在每一個家庭當中
[00:02:49.840 --> 00:02:51.440]  是不是這樣呢?
[00:02:51.440 --> 00:02:54.360]  大家覺得教會是不是就在每個家庭
[00:02:54.360 --> 00:02:56.200]  或者每個人當中呢?
[00:02:56.200 --> 00:02:58.440]  還是這只是基督徒的自圓其說
[00:02:58.440 --> 00:02:59.280]  安慰自己
[00:02:59.280 --> 00:03:00.360]  教會現在沒有了
[00:03:00.360 --> 00:03:03.040]  但是教會仍然在每個人當中
[00:03:03.040 --> 00:03:04.440]  大家很盼望
[00:03:04.440 --> 00:03:08.560]  這不單只是一個自圓其說的漫畫
[00:03:08.560 --> 00:03:10.560]  而是我們能夠實踐
[00:03:10.560 --> 00:03:15.160]  將教會、天國對每一個信徒的心意
[00:03:15.160 --> 00:03:17.680]  能夠透過我們心靈的彰顯出來
[00:03:17.680 --> 00:03:19.760]  聖靈繼續帶領我們去反思
[00:03:19.760 --> 00:03:21.360]  教會是什麼
[00:03:21.360 --> 00:03:22.800]  所以在今天最後這個篇道的時候
[00:03:22.800 --> 00:03:26.520]  我們再求聖靈帶領我們去思想教會在哪裡
[00:03:26.520 --> 00:03:27.480]  教會是什麼?
[00:03:27.480 --> 00:03:29.480]  我們同心討告
[00:03:29.480 --> 00:03:31.920]  全能全智的主我們仰望祢
[00:03:31.920 --> 00:03:37.040]  祢才是教會的帶領者
[00:03:37.040 --> 00:03:40.240]  元首耶穌基督我們仰望祢
[00:03:40.240 --> 00:03:43.600]  聖靈啊 祢才是教會的帶領者
[00:03:43.600 --> 00:03:45.280]  求祢感動我們每個人的心
[00:03:45.280 --> 00:03:46.560]  幫助我們
[00:03:46.560 --> 00:03:52.040]  讓我們今天無論是在家中、在網上崇拜的
[00:03:52.040 --> 00:03:56.840]  或者在我面前的一群弟子和聚集的
[00:03:56.840 --> 00:03:59.080]  我們不會因為地方的阻隔
[00:03:59.080 --> 00:04:02.240]  而影響了教會的存在或者我們的同心
[00:04:02.240 --> 00:04:04.680]  而是聖靈仍然充滿在我們每一個
[00:04:04.680 --> 00:04:07.120]  屬主理的人當中帶領我們
[00:04:07.120 --> 00:04:08.680]  當我們今天在社關主日
[00:04:08.680 --> 00:04:11.240]  我們再思想教會的存在
[00:04:11.240 --> 00:04:12.280]  教會在哪裡
[00:04:12.280 --> 00:04:13.880]  教會的使命的時候
[00:04:13.880 --> 00:04:15.720]  求聖靈使用今天的道
[00:04:15.720 --> 00:04:18.160]  讓我們一起去反省
[00:04:18.160 --> 00:04:21.360]  聖靈在上帝的素養裡面給我們的心意
[00:04:21.360 --> 00:04:22.760]  求祢開我們眾人的心
[00:04:22.760 --> 00:04:24.560]  也讓我成為您流通的管子
[00:04:24.560 --> 00:04:25.760]  帶領我們
[00:04:25.760 --> 00:04:26.760]  我們禱告、交託
[00:04:26.760 --> 00:04:29.080]  奉耶穌基督得聖名自祈求
[00:04:29.080 --> 00:04:30.600]  Amen
[00:04:30.600 --> 00:04:32.600]  今天我選了《馬太福音》
[00:04:32.600 --> 00:04:34.080]  第24和25章
[00:04:34.080 --> 00:04:35.040]  不是兩章
[00:04:35.040 --> 00:04:35.680]  不用擔心
[00:04:35.680 --> 00:04:37.480]  不會說完兩章的時間那麼長
[00:04:37.480 --> 00:04:40.040]  但我們也需要有一個上文下理
[00:04:40.040 --> 00:04:42.680]  其實整個《馬太福音》裡面有五篇
[00:04:42.680 --> 00:04:45.040]  耶穌基督很寶貴的講章
[00:04:45.040 --> 00:04:46.680]  可以媲美摩西五經
[00:04:46.680 --> 00:04:49.000]  就有耶穌的五篇講章
[00:04:49.000 --> 00:04:50.320]  分別是登山補訓
[00:04:50.320 --> 00:04:51.680]  差遣門徒
[00:04:51.680 --> 00:04:52.720]  天國比喻
[00:04:52.720 --> 00:04:53.880]  肢體關係
[00:04:53.880 --> 00:04:56.360]  和今天我們要集中的
[00:04:56.360 --> 00:04:57.840]  末世的徵兆
[00:04:57.840 --> 00:04:58.760]  末世的徵兆
[00:04:58.760 --> 00:05:01.480]  在第24和25章裡面
[00:05:01.480 --> 00:05:03.400]  也有人用地點來說
[00:05:03.400 --> 00:05:05.720]  就是末世徵兆這24和25章
[00:05:05.720 --> 00:05:07.440]  耶穌在橄欖山上說的
[00:05:07.440 --> 00:05:11.560]  所以有人說這是橄欖山的講論
[00:05:11.560 --> 00:05:14.720]  針對末世的情況出現
[00:05:14.720 --> 00:05:16.560]  和大家看一看
[00:05:16.560 --> 00:05:18.880]  24章 三至十四節
[00:05:18.880 --> 00:05:22.120]  時間關係 我也不和大家逐節經文看了
[00:05:22.120 --> 00:05:25.320]  相信部分的弟兄姐妹也曾經看過這段經文
[00:05:25.320 --> 00:05:27.080]  在24章開始
[00:05:27.080 --> 00:05:28.920]  這個橄欖山的講論
[00:05:28.920 --> 00:05:30.600]  末世的徵兆的時候
[00:05:30.600 --> 00:05:32.240]  耶穌就說了
[00:05:32.240 --> 00:05:33.760]  應該是門徒問耶穌
[00:05:33.760 --> 00:05:37.080]  你在降臨或是在末世終結的時候
[00:05:37.080 --> 00:05:38.800]  有沒有什麼徵兆?
[00:05:38.800 --> 00:05:40.880]  好像我們今天有COVID-19
[00:05:40.880 --> 00:05:43.160]  有新冠肺炎 你有什麼病徵?
[00:05:43.160 --> 00:05:44.720]  末世來的時候 有什麼徵兆?
[00:05:44.720 --> 00:05:48.760]  有什麼會預兆讓我們知道末世來臨?
[00:05:48.760 --> 00:05:50.880]  耶穌在三至十四節說了很多東西
[00:05:50.880 --> 00:05:52.800]  我抽了一些經文出來
[00:05:52.800 --> 00:05:54.680]  他說有很多人假冒我的名字
[00:05:54.680 --> 00:05:56.640]  有些假基督 假先知
[00:05:56.640 --> 00:05:58.000]  假冒耶穌的名字出現
[00:05:58.000 --> 00:05:59.080]  我們看到
[00:05:59.080 --> 00:06:01.720]  我們有些編輯也和我們說
[00:06:01.720 --> 00:06:03.400]  現在網上有很多網站
[00:06:03.400 --> 00:06:08.280]  不要以為土鎮有個網上崇拜很厲害
[00:06:08.280 --> 00:06:10.000]  很多異端都有很多網上崇拜
[00:06:10.000 --> 00:06:10.920]  所以我們真的要小心點
[00:06:10.920 --> 00:06:12.280]  不要去錯了
[00:06:12.280 --> 00:06:14.840]  進錯門口 聽了假道
[00:06:14.840 --> 00:06:17.640]  又會聽見打仗和打政的風聲
[00:06:17.640 --> 00:06:22.680]  沒錯 戰爭和很多的爭鬥仍然不斷出現
[00:06:22.680 --> 00:06:24.760]  民要攻打民國 要攻打國
[00:06:24.760 --> 00:06:26.640]  多處必有饑荒地震
[00:06:26.640 --> 00:06:29.960]  除了戰亂之外 有地震 有饑荒
[00:06:29.960 --> 00:06:33.000]  在末世來臨的時候 這些都是徵兆
[00:06:33.000 --> 00:06:36.360]  繼續有我的名被萬民憎恨
[00:06:36.360 --> 00:06:38.960]  彼此陷害彼此憎恨
[00:06:38.960 --> 00:06:43.160]  我們看到有很多可能會迫害教會的事出現
[00:06:43.160 --> 00:06:45.840]  奉主名的人會受傷害
[00:06:45.840 --> 00:06:47.080]  不法的事增多
[00:06:47.080 --> 00:06:49.800]  許多人的愛心漸漸冷淡
[00:06:49.800 --> 00:06:53.160]  都看見這個末世好像一直墮落下去
[00:06:53.160 --> 00:06:54.400]  越來越多罪
[00:06:54.400 --> 00:06:57.080]  但仍然福音要傳遍天下
[00:06:57.080 --> 00:07:03.040]  提醒我們仍要將福音帶到世界各地有需要的人
[00:07:03.040 --> 00:07:05.520]  這些都是末世的徵兆
[00:07:05.520 --> 00:07:10.840]  這個圖不是什麼恆生指數 不是什麼股票的東西
[00:07:10.840 --> 00:07:14.480]  我好像在上年港島也說過
[00:07:14.480 --> 00:07:20.160]  是一位色經家對末世的徵兆畫了一幅圖表達出來
[00:07:20.160 --> 00:07:23.000]  有些人覺得這些事好像經常發生
[00:07:23.000 --> 00:07:25.680]  發生的時刻還未到
[00:07:25.680 --> 00:07:28.600]  但好像會越來越頻密
[00:07:28.600 --> 00:07:30.800]  我不方便走出講壇
[00:07:30.800 --> 00:07:34.200]  上次說走出講壇 網上就看不到我了
[00:07:34.200 --> 00:07:39.720]  大家看見最底線下面是安書區
[00:07:39.720 --> 00:07:43.800]  我們很喜歡安書區 經常說想回到安書的地方
[00:07:43.800 --> 00:07:44.640]  這個就是安書區
[00:07:44.640 --> 00:07:47.760]  但安書區的線越來越少
[00:07:47.760 --> 00:07:51.560]  反而在末世的艱難困苦的徵兆
[00:07:51.560 --> 00:07:54.360]  會越來越多 越來越頻密出現
[00:07:54.360 --> 00:07:56.440]  偶爾會出現
[00:07:56.440 --> 00:07:59.720]  到末世耶穌再回來就會越來越頻密
[00:07:59.720 --> 00:08:04.720]  所以你們看到最右邊有兩顆星的就是主再來了
[00:08:04.720 --> 00:08:07.560]  你們看到那些末世徵兆會越來越多
[00:08:07.560 --> 00:08:08.960]  所以越來越頻密的時候
[00:08:08.960 --> 00:08:10.960]  就更加明顯是耶穌再回來了
[00:08:10.960 --> 00:08:13.240]  多頻密呢 當然沒有人知道
[00:08:13.240 --> 00:08:17.600]  但其實我們看見今天我們面對疫症
[00:08:17.600 --> 00:08:21.560]  我們面對很多社會激烈的事件
[00:08:21.560 --> 00:08:24.960]  甚至我們面對中美貿易戰好像還未完
[00:08:24.960 --> 00:08:26.320]  好像還會越來越激烈
[00:08:26.320 --> 00:08:31.720]  可能在未來的日子中 我們相信這個頻繁會越來越激烈
[00:08:31.720 --> 00:08:33.480]  我們相信 說得慘一點
[00:08:33.480 --> 00:08:35.760]  未來可能真的沒有好日子過
[00:08:35.760 --> 00:08:37.640]  越來越多激烈的事件
[00:08:37.640 --> 00:08:41.240]  很多末世徵兆的事情在我們面前發生
[00:08:41.240 --> 00:08:45.200]  所以正如在第三十節 耶穌說
[00:08:45.200 --> 00:08:47.840]  看見人子帶著能力和大榮耀
[00:08:47.840 --> 00:08:49.840]  駕著天上的雲來臨
