
[00:00:00.000 --> 00:00:04.000]  各位,地心界的朋友們早安
[00:00:04.000 --> 00:00:08.000]  今天很高興跟各位有這個機會來分享信息
[00:00:08.000 --> 00:00:14.000]  今天我要跟各位分享的是提升靈力
[00:00:14.000 --> 00:00:20.000]  怎麼樣去提升靈力
[00:00:20.000 --> 00:00:26.000]  我本來在思考是應該講靈命還是靈力
[00:00:26.000 --> 00:00:31.000]  但是靈命跟靈力有沒有差別
[00:00:31.000 --> 00:00:37.000]  怎麼差別你覺得呢
[00:00:37.000 --> 00:00:40.000]  我個人的理解是這樣的
[00:00:40.000 --> 00:00:45.000]  靈命活出來就是靈力
[00:00:45.000 --> 00:00:50.000]  人家就感覺出來你是大有能力
[00:00:50.000 --> 00:00:52.000]  或者是你有生命力
[00:00:52.000 --> 00:01:00.000]  有的時候靈命沒有活出來就是感覺不出來是有生命力
[00:01:00.000 --> 00:01:07.000]  所以我個人認為靈命跟靈力差別是在你有沒有活出來
[00:01:07.000 --> 00:01:13.000]  你如果有很強的生命但是你沒有活出來還是沒有靈力的
[00:01:13.000 --> 00:01:19.000]  禱告也沒有力量,服事也沒有力量,為人案手也沒有力量等等
[00:01:19.000 --> 00:01:22.000]  但是我們要來講提升靈力
[00:01:22.000 --> 00:01:28.000]  作為我們2021年教會意向的講台
[00:01:28.000 --> 00:01:32.000]  今年教會的意向是什麼
[00:01:32.000 --> 00:01:37.000]  積極恢復奮力更新
[00:01:37.000 --> 00:01:40.000]  所以我過去都講過幾次
[00:01:40.000 --> 00:01:43.000]  今天我要講提振我們的靈力
[00:01:43.000 --> 00:01:49.000]  作為我們積極恢復奮力更新的一個信息
[00:01:49.000 --> 00:01:51.000]  我要跟各位講
[00:01:51.000 --> 00:01:55.000]  當我們靈力耗竭的時候
[00:01:55.000 --> 00:01:58.000]  我們會有什麼樣的表現
[00:01:58.000 --> 00:02:00.000]  我們會怎麼做
[00:02:00.000 --> 00:02:04.000]  當然我也要講我們靈力需要有充電
[00:02:04.000 --> 00:02:06.000]  就好像你電沒電一樣
[00:02:06.000 --> 00:02:10.000]  好像我已經開的電車沒電了一樣
[00:02:10.000 --> 00:02:13.000]  要充電
[00:02:13.000 --> 00:02:15.000]  中間就牽涉到三樣事情
[00:02:15.000 --> 00:02:17.000]  就是我們今天讀的經文
[00:02:17.000 --> 00:02:21.000]  也就是我們這個禮拜的RGP的經文
[00:02:21.000 --> 00:02:24.000]  就是說因信心所做的功夫
[00:02:24.000 --> 00:02:28.000]  因愛心所受的勞苦
[00:02:28.000 --> 00:02:30.000]  因盼望
[00:02:30.000 --> 00:02:33.000]  所以我們就是要來講這方面
[00:02:33.000 --> 00:02:36.000]  就是信、望、愛
[00:02:36.000 --> 00:02:40.000]  最後我就要特別為這個鐵沙諾利家
[00:02:40.000 --> 00:02:42.000]  前述一章三節
[00:02:42.000 --> 00:02:44.000]  你知道這一句話
[00:02:44.000 --> 00:02:47.000]  其實是在七十年前
[00:02:47.000 --> 00:02:51.000]  那個靈陽堂的創堂元老
[00:02:51.000 --> 00:02:53.000]  就是趙世光牧師
[00:02:53.000 --> 00:02:56.000]  他其實在大陸上面創的靈陽堂
[00:02:56.000 --> 00:02:58.000]  後來到香港
[00:02:58.000 --> 00:03:01.000]  後來又到北美到台灣
[00:03:01.000 --> 00:03:03.000]  他那個時候創堂的時候
[00:03:03.000 --> 00:03:05.000]  他就領受到這一句話
[00:03:05.000 --> 00:03:08.000]  就是鐵沙諾利家一章三節
[00:03:08.000 --> 00:03:11.000]  信、望、愛
[00:03:11.000 --> 00:03:15.000]  所以我們信、望和靈陽堂是創堂的堂
[00:03:15.000 --> 00:03:18.000]  讚美主
[00:03:18.000 --> 00:03:22.000]  剛才已經說過靈命跟靈力不太一樣
[00:03:22.000 --> 00:03:25.000]  當我們的靈力浩劫的時候
[00:03:25.000 --> 00:03:27.000]  並不表示我們沒有靈命
[00:03:27.000 --> 00:03:30.000]  不表示說我們沒有生命
[00:03:30.000 --> 00:03:33.000]  乃是說我們表現不出來的時候
[00:03:33.000 --> 00:03:37.000]  好像沒有力量一樣的時候
[00:03:37.000 --> 00:03:39.000]  常常
[00:03:39.000 --> 00:03:41.000]  這麼講好了
[00:03:41.000 --> 00:03:45.000]  我們順從血氣的基督徒
[00:03:45.000 --> 00:03:49.000]  這裡有幾個順從血氣的基督徒
[00:03:49.000 --> 00:03:52.000]  多多少少都有啦
[00:03:52.000 --> 00:03:55.000]  但是我看各位其實都不錯
[00:03:55.000 --> 00:04:01.000]  都沒有順從肉體的
[00:04:01.000 --> 00:04:04.000]  都沒有體貼肉體的
[00:04:04.000 --> 00:04:08.000]  但是我們順從血氣的基督徒
[00:04:08.000 --> 00:04:12.000]  他最常見的一個現象是怎麼樣
[00:04:12.000 --> 00:04:16.000]  他的靈力有高有低
[00:04:16.000 --> 00:04:17.000]  是不是
[00:04:17.000 --> 00:04:21.000]  有的時候讀到一節經文
[00:04:21.000 --> 00:04:23.000]  讀到一句話
[00:04:23.000 --> 00:04:25.000]  讀到一段屬靈的故事
[00:04:25.000 --> 00:04:28.000]  哇那個靈命大增哦
[00:04:28.000 --> 00:04:30.000]  哇好興奮哦
[00:04:30.000 --> 00:04:32.000]  那但是
[00:04:32.000 --> 00:04:35.000]  另外一個時候有可能是怎麼樣
[00:04:35.000 --> 00:04:37.000]  遇到困難的時候被人家罵了一下
[00:04:37.000 --> 00:04:41.000]  或者被人家講了或者碰到什麼難題
[00:04:41.000 --> 00:04:43.000]  他就靈命就低沉了
[00:04:43.000 --> 00:04:46.000]  是不是up and down up and down
[00:04:46.000 --> 00:04:48.000]  這也蠻正常的
[00:04:48.000 --> 00:04:50.000]  這就是像我是學電機的我就知道
[00:04:50.000 --> 00:04:52.000]  譬如說我們那個交流電是
[00:04:52.000 --> 00:04:54.000]  嗚嗚嗚是這樣子的對不對
[00:04:54.000 --> 00:04:56.000]  60個hz 60個cycle
[00:04:56.000 --> 00:04:58.000]  但是如果說
[00:04:58.000 --> 00:05:00.000]  我們剛開始振幅很大
[00:05:00.000 --> 00:05:02.000]  但是應該是越來越好
[00:05:02.000 --> 00:05:03.000]  越來越好越來越好
[00:05:03.000 --> 00:05:04.000]  最後怎麼樣
[00:05:04.000 --> 00:05:07.000]  保持在那個高位
[00:05:07.000 --> 00:05:09.000]  是不是
[00:05:09.000 --> 00:05:11.000]  或者我們有的時候講說
[00:05:11.000 --> 00:05:13.000]  我獻上身體當作活祭
[00:05:13.000 --> 00:05:14.000]  好吧
[00:05:14.000 --> 00:05:16.000]  然後就上了祭台了
[00:05:16.000 --> 00:05:18.000]  上了祭壇了
[00:05:18.000 --> 00:05:21.000]  嗚嗚好燙好熱又趕快下來了
[00:05:21.000 --> 00:05:22.000]  對不對
[00:05:22.000 --> 00:05:25.000]  過了一段時間又再把自己獻到祭壇上去
[00:05:25.000 --> 00:05:28.000]  常常會有的事情
[00:05:28.000 --> 00:05:30.000]  這個時候呢
[00:05:30.000 --> 00:05:32.000]  我們特別要注意到
[00:05:32.000 --> 00:05:36.000]  因為當我們靈命活力或者靈力
[00:05:36.000 --> 00:05:38.000]  十足的時候呢
[00:05:38.000 --> 00:05:41.000]  我們連禱告都有重量
[00:05:41.000 --> 00:05:43.000]  不是說禱告都有效果
[00:05:43.000 --> 00:05:46.000]  禱告都有重量
[00:05:46.000 --> 00:05:49.000]  有一個故事是這麼說的
[00:05:49.000 --> 00:05:51.000]  在二次大戰完的時候
[00:05:51.000 --> 00:05:54.000]  許多大兵都回家了
[00:05:54.000 --> 00:05:57.000]  開始過好日子了
[00:05:57.000 --> 00:06:00.000]  那麼有一天聖誕節快要到了
[00:06:00.000 --> 00:06:02.000]  有一個婦人
[00:06:02.000 --> 00:06:06.000]  她就要來店裡面要買東西
[00:06:06.000 --> 00:06:11.000]  這個店主人看著她就說
[00:06:11.000 --> 00:06:13.000]  省你麻煩
[00:06:13.000 --> 00:06:14.000]  你跟我講
[00:06:14.000 --> 00:06:16.000]  你大概要買多少東西
[00:06:16.000 --> 00:06:18.000]  大概要買什麼東西
[00:06:18.000 --> 00:06:21.000]  大概要買多少錢
[00:06:21.000 --> 00:06:23.000]  結果這個婦女說
[00:06:23.000 --> 00:06:26.000]  很不好意思的
[00:06:26.000 --> 00:06:29.000]  說店主人不好意思這麼說
[00:06:29.000 --> 00:06:32.000]  我一毛錢都沒有
[00:06:32.000 --> 00:06:37.000]  她說我的先生去歐洲戰場打二次大戰
[00:06:37.000 --> 00:06:39.000]  他沒有回來
[00:06:39.000 --> 00:06:41.000]  我今天
[00:06:41.000 --> 00:06:46.000]  我所有的就是我能為你禱告
[00:06:46.000 --> 00:06:48.000]  我就憑著這信心
[00:06:48.000 --> 00:06:52.000]  我來採購聖誕節的食品禮物等
[00:06:52.000 --> 00:06:55.000]  結果店主就很不屑的說
[00:06:55.000 --> 00:06:57.000]  你禱告有什麼用啊
[00:06:57.000 --> 00:06:59.000]  你禱告有多少重量啊
[00:06:59.000 --> 00:07:00.000]  是不是
[00:07:00.000 --> 00:07:02.000]  她說好啦
[00:07:02.000 --> 00:07:06.000]  你把你的禱告單給我放到天平上面
[00:07:06.000 --> 00:07:10.000]  然後我們看它有多少重量
[00:07:10.000 --> 00:07:11.000]  然後這個姐妹呢
[00:07:11.000 --> 00:07:13.000]  這個婦女就把她的禱告紙頭
[00:07:13.000 --> 00:07:15.000]  放到天平的一端
[00:07:15.000 --> 00:07:18.000]  這個店主人就隨手抓了一條麵包
[00:07:18.000 --> 00:07:21.000]  就放到天平的另外一端
[00:07:21.000 --> 00:07:24.000]  各位想應該會怎麼樣
[00:07:24.000 --> 00:07:27.000]  這個麵包馬上就跳下去了嘛
[00:07:27.000 --> 00:07:29.000]  禱告紙頭就上來了嘛
[00:07:29.000 --> 00:07:32.000]  但她放上去不動了
[00:07:32.000 --> 00:07:33.000]  哇
[00:07:33.000 --> 00:07:36.000]  這個店主人看了有點奇怪了
[00:07:36.000 --> 00:07:37.000]  不相信
[00:07:37.000 --> 00:07:40.000]  再拿了兩個羊火腿再往上放
[00:07:40.000 --> 00:07:42.000]  還是不動了
[00:07:42.000 --> 00:07:45.000]  連擺了三次樣東西
[00:07:45.000 --> 00:07:51.000]  就是好像沒有比這個禱告單重一樣
[00:07:51.000 --> 00:07:53.000]  最後她火大了
[00:07:53.000 --> 00:07:55.000]  就丟給她一個袋子說
[00:07:55.000 --> 00:07:56.000]  好啦
[00:07:56.000 --> 00:07:59.000]  你裝裝滿為止你就走吧
[00:07:59.000 --> 00:08:01.000]  這姐妹好高興哦
[00:08:01.000 --> 00:08:04.000]  就開始裝那個袋子裝滿了
[00:08:04.000 --> 00:08:09.000]  就年年感謝年年禱告就走了
[00:08:09.000 --> 00:08:15.000]  後來這個店主人才發現那個天平壞了
[00:08:15.000 --> 00:08:19.000]  但是若干年之後
[00:08:19.000 --> 00:08:22.000]  她把那張禱告單子拿出來
[00:08:22.000 --> 00:08:24.000]  她真的打開來看
[00:08:24.000 --> 00:08:25.000]  她上面寫
[00:08:25.000 --> 00:08:26.000]  主啊
[00:08:26.000 --> 00:08:30.000]  今日的飲食你要供應我
[00:08:30.000 --> 00:08:31.000]  這是神
[00:08:31.000 --> 00:08:33.000]  這是供應我們的神
[00:08:33.000 --> 00:08:36.000]  所以當我們靈命足的時候
[00:08:36.000 --> 00:08:38.000]  靈力夠的時候
[00:08:38.000 --> 00:08:41.000]  連禱告都有份這樣
[00:08:41.000 --> 00:08:46.000]  但是當我們靈力全然發耗竭衰竭的時候呢
[00:08:46.000 --> 00:08:48.000]  你就不想禱告了
[00:08:48.000 --> 00:08:49.000]  會不會啊
[00:08:49.000 --> 00:08:50.000]  哎呦
[00:08:50.000 --> 00:08:53.000]  真的是低沉到不想禱告了
[00:08:53.000 --> 00:08:57.000]  譬如說是在這力王記上十九章第四節
[00:08:57.000 --> 00:08:58.000]  他講的
[00:08:58.000 --> 00:09:00.000]  他說來一起來念
[00:09:00.000 --> 00:09:04.000]  比利亞在曠野
[00:09:04.000 --> 00:09:07.000]  來到一棵羅藤樹下
[00:09:07.000 --> 00:09:10.000]  坐下來禱告求死
[00:09:10.000 --> 00:09:13.000]  說葉和華我受夠了
[00:09:13.000 --> 00:09:15.000]  你就來取我的命好了
[00:09:15.000 --> 00:09:16.000]  他不想活了
[00:09:16.000 --> 00:09:20.000]  這就是靈力全然耗竭了
[00:09:20.000 --> 00:09:22.000]  連命都不想要
[00:09:22.000 --> 00:09:24.000]  都不想活了
[00:09:24.000 --> 00:09:26.000]  我們有時候會碰到這種事情
[00:09:26.000 --> 00:09:30.000]  但是讓我們再回到神的面前
[00:09:30.000 --> 00:09:34.000]  我們要知道我們的神是真正是又真又活的神
[00:09:34.000 --> 00:09:37.000]  我們的靈力呢
[00:09:37.000 --> 00:09:39.000]  有充足的時候
[00:09:39.000 --> 00:09:41.000]  有衰竭的時候
[00:09:41.000 --> 00:09:44.000]  就好像我的已經開了電車一樣
[00:09:44.000 --> 00:09:45.000]  是不是
[00:09:45.000 --> 00:09:48.000]  所以我們的靈力也需要充電
[00:09:48.000 --> 00:09:53.000]  你知道充誰的電啊
[00:09:53.000 --> 00:09:55.000]  耶 耶穌的電
[00:09:55.000 --> 00:09:56.000]  那我真巴不得啊
[00:09:56.000 --> 00:09:59.000]  像我每次充電就插頭一插
[00:09:59.000 --> 00:10:03.000]  我真巴不得我如果能夠心臟這邊一條線接了
[00:10:03.000 --> 00:10:07.000]  然後我插頭一插插到神那邊去
[00:10:07.000 --> 00:10:09.000]  那個電就吸過來了
[00:10:09.000 --> 00:10:10.000]  是不是
[00:10:10.000 --> 00:10:11.000]  馬上充滿電
[00:10:11.000 --> 00:10:13.000]  我們充神的電
[00:10:13.000 --> 00:10:16.000]  從耶穌那邊充電
[00:10:16.000 --> 00:10:19.000]  我們靈力怎麼充電啊
[00:10:19.000 --> 00:10:20.000]  OK
[00:10:20.000 --> 00:10:23.000]  這麼有很多種方法
[00:10:23.000 --> 00:10:26.000]  會不會你靠著讀聖經或者是讀靈書集
[00:10:26.000 --> 00:10:28.000]  你來充電吧
[00:10:28.000 --> 00:10:29.000]  是不是
[00:10:29.000 --> 00:10:30.000]  這很有效
[00:10:30.000 --> 00:10:33.000]  我有時候在那邊讀聖經
[00:10:33.000 --> 00:10:35.000]  讀得不知不覺
[00:10:35.000 --> 00:10:37.000]  我發現 嘟 一滴眼淚掉下來了
[00:10:37.000 --> 00:10:38.000]  是不是
[00:10:38.000 --> 00:10:41.000]  所以這個屬靈書集聖經呢
[00:10:41.000 --> 00:10:44.000]  它會讓你靈命充起來
[00:10:44.000 --> 00:10:46.000]  但是最重要還是它會讓你的生命
[00:10:46.000 --> 00:10:47.000]  靈命
[00:10:47.000 --> 00:10:49.000]  不見得會靈力
[00:10:49.000 --> 00:10:52.000]  但是靈命跟靈力是有關係的
[00:10:52.000 --> 00:10:53.000]  是不是
[00:10:53.000 --> 00:10:58.000]  一般來講靈命強一定會表現出靈力來
[00:10:58.000 --> 00:10:59.000]  對不對
[00:10:59.000 --> 00:11:01.000]  我們教會一定是大有果孝的
[00:11:01.000 --> 00:11:04.000]  還有的時候我們會參加研習課程
[00:11:04.000 --> 00:11:06.000]  不是嗎
[00:11:06.000 --> 00:11:09.000]  或者是我們去聽到講道
[00:11:09.000 --> 00:11:11.000]  聽錄音帶
[00:11:11.000 --> 00:11:12.000]  是不是
[00:11:12.000 --> 00:11:15.000]  我知道有許多人都在聽這個人的道
[00:11:15.000 --> 00:11:17.000]  聽那個人的道
[00:11:17.000 --> 00:11:18.000]  那麼
[00:11:18.000 --> 00:11:19.000]  也感謝神
[00:11:19.000 --> 00:11:20.000]  是的
[00:11:20.000 --> 00:11:25.000]  還有我們會去出席各式各樣的父母親特會
[00:11:25.000 --> 00:11:26.000]  不是嗎
[00:11:26.000 --> 00:11:29.000]  就希望從那個講員那邊領受一點靈力
[00:11:29.000 --> 00:11:30.000]  是不是
[00:11:30.000 --> 00:11:33.000]  好像這個聖經上面說在使徒行上說
[00:11:33.000 --> 00:11:36.000]  那個西門那個行結束了
[00:11:36.000 --> 00:11:40.000]  看到使徒行為人按手
[00:11:40.000 --> 00:11:41.000]  人就病好
[00:11:41.000 --> 00:11:42.000]  趕鬼就被他趕出來
[00:11:42.000 --> 00:11:43.000]  他說
[00:11:43.000 --> 00:11:44.000]  我給你錢
[00:11:44.000 --> 00:11:46.000]  你把你那個力量給我
[00:11:46.000 --> 00:11:47.000]  那個靈力給我
[00:11:47.000 --> 00:11:50.000]  這就是我們有的時候出席父親特會的時候
[00:11:50.000 --> 00:11:53.000]  我們就希望讓那個講員來按手
[00:11:53.000 --> 00:11:56.000]  然後我就得到這一切
[00:11:56.000 --> 00:11:59.000]  還有各式各樣各種的努力
[00:11:59.000 --> 00:12:01.000]  對不對
[00:12:01.000 --> 00:12:03.000]  其實呢
[00:12:03.000 --> 00:12:05.000]  這些都很好
[00:12:05.000 --> 00:12:09.000]  我自己有的時候也是會去參加一些父親特會
[00:12:09.000 --> 00:12:12.000]  或者去參加一些研習課程
[00:12:12.000 --> 00:12:13.000]  我不是講過一次
[00:12:13.000 --> 00:12:14.000]  不只一次
[00:12:14.000 --> 00:12:17.000]  我有一次過了邊界到加拿大去
[00:12:17.000 --> 00:12:21.000]  那邊一個旅館去
[00:12:21.000 --> 00:12:23.000]  他們有一個叫做
[00:12:23.000 --> 00:12:26.000]  使徒信仙之信的服事的一個特會
[00:12:26.000 --> 00:12:28.000]  他教你去怎麼樣
[00:12:28.000 --> 00:12:33.000]  用使徒仙之的能力的靈力來服事人
[00:12:33.000 --> 00:12:34.000]  我的意思是說
[00:12:34.000 --> 00:12:36.000]  我那天才真正了解到
[00:12:36.000 --> 00:12:39.000]  譬如他有一節課教我們操練
[00:12:39.000 --> 00:12:42.000]  你怎麼為人禱告
[00:12:42.000 --> 00:12:44.000]  他說你為人禱告呢
[00:12:44.000 --> 00:12:47.000]  最好你不要找你認識的人
[00:12:47.000 --> 00:12:48.000]  是不是
[00:12:48.000 --> 00:12:50.000]  你找你認識的人來禱告的話
[00:12:50.000 --> 00:12:52.000]  譬如我如果為Lucy禱告
[00:12:52.000 --> 00:12:54.000]  我一定說求神抑制她
[00:12:54.000 --> 00:12:55.000]  是不是
[00:12:55.000 --> 00:12:57.000]  因為我知道她嘛
[00:12:57.000 --> 00:12:58.000]  結果我禱告了半天
[00:12:58.000 --> 00:13:00.000]  都是我的意思嘛
[00:13:00.000 --> 00:13:01.000]  對不對
[00:13:01.000 --> 00:13:04.000]  那麼神的意思我們不知道
[00:13:04.000 --> 00:13:07.000]  但是我們要怎麼樣能夠
[00:13:07.000 --> 00:13:10.000]  把我們的禱告從神那邊來呢
[00:13:10.000 --> 00:13:12.000]  他就是教我們這樣
[00:13:12.000 --> 00:13:15.000]  他有各式各樣的方法
[00:13:15.000 --> 00:13:17.000]  他當然是
[00:13:17.000 --> 00:13:19.000]  他所推崇的是說
[00:13:19.000 --> 00:13:22.000]  你剛開始用方言禱告
[00:13:22.000 --> 00:13:23.000]  比里巴拉比里巴拉
[00:13:23.000 --> 00:13:24.000]  看神怎麼跟你講
[00:13:24.000 --> 00:13:26.000]  你就跟他講
[00:13:26.000 --> 00:13:28.000]  所以那天我就找了一個不認識的人
[00:13:28.000 --> 00:13:29.000]  他也幫我禱告
[00:13:29.000 --> 00:13:30.000]  我也幫他禱告
[00:13:30.000 --> 00:13:31.000]  我幫他禱告的時候
[00:13:31.000 --> 00:13:32.000]  我就比里巴拉
[00:13:32.000 --> 00:13:34.000]  過了一下神忽然給我一句話
[00:13:34.000 --> 00:13:35.000]  我就跟他講
[00:13:35.000 --> 00:13:36.000]  然後過了一下
[00:13:36.000 --> 00:13:37.000]  那個老師說
[00:13:37.000 --> 00:13:39.000]  好時間到了
[00:13:39.000 --> 00:13:40.000]  上課了
[00:13:40.000 --> 00:13:41.000]  我就上課
[00:13:41.000 --> 00:13:44.000]  然後他就在我後面一直要
[00:13:44.000 --> 00:13:45.000]  要查我
[00:13:45.000 --> 00:13:46.000]  後來下課
[00:13:46.000 --> 00:13:47.000]  我說怎麼樣
[00:13:47.000 --> 00:13:48.000]  他說你怎麼知道
[00:13:48.000 --> 00:13:50.000]  我說我知道什麼
[00:13:50.000 --> 00:13:52.000]  他說你說我是巴拿巴
[00:13:52.000 --> 00:13:54.000]  我說我這樣子跟你講的
[00:13:54.000 --> 00:13:55.000]  對呀我說我不知道
[00:13:55.000 --> 00:13:56.000]  我真的不認識你
[00:13:56.000 --> 00:13:59.000]  他說我是東南亞的華僑
[00:13:59.000 --> 00:14:00.000]  我半退休了
[00:14:00.000 --> 00:14:02.000]  我每次都帶教會的牧師
[00:14:02.000 --> 00:14:04.000]  到東南亞去宣教
[00:14:04.000 --> 00:14:05.000]  去了一次去了兩次
[00:14:05.000 --> 00:14:07.000]  他們就把我踢開了
[00:14:07.000 --> 00:14:09.000]  自己就走了
[00:14:09.000 --> 00:14:10.000]  我說對呀
[00:14:10.000 --> 00:14:11.000]  你就是巴拿巴嘛
[00:14:11.000 --> 00:14:12.000]  是不是
[00:14:12.000 --> 00:14:14.000]  因為你去看《紫綠星戰》裡面
[00:14:14.000 --> 00:14:16.000]  巴拿巴把保羅帶出來
[00:14:16.000 --> 00:14:18.000]  把馬可帶出來
[00:14:18.000 --> 00:14:19.000]  所以都是講說
[00:14:19.000 --> 00:14:21.000]  巴拿巴保羅
[00:14:21.000 --> 00:14:22.000]  後來怎麼樣
[00:14:22.000 --> 00:14:24.000]  保羅巴拿巴
[00:14:24.000 --> 00:14:27.000]  後來保羅沒有巴拿巴了
[00:14:27.000 --> 00:14:28.000]  是不是
[00:14:28.000 --> 00:14:30.000]  所以這就是所謂的
[00:14:30.000 --> 00:14:31.000]  叫做一種
[00:14:31.000 --> 00:14:35.000]  使徒性先知性的一種服事
