
[00:00:00.000 --> 00:00:04.840]  第一點是延續出海及釋放神聖的日和華
[00:00:04.840 --> 00:00:06.000]  這是你的生命目標
[00:00:06.000 --> 00:00:09.440]  你可以回去做夢也夢著這件事
[00:00:09.440 --> 00:00:12.880]  我人生的目標是什麼?
[00:00:12.880 --> 00:00:14.840]  成聖
[00:00:14.840 --> 00:00:15.560]  分苗為盛
[00:00:15.560 --> 00:00:17.360]  與香港分隔
[00:00:17.360 --> 00:00:20.240]  沒有香港,只有天國在心裡面
[00:00:20.240 --> 00:00:21.320]  OK
[00:00:21.320 --> 00:00:22.640]  我不是問你想做什麼
[00:00:22.640 --> 00:00:25.360]  想做醫生、護士什麼的
[00:00:25.360 --> 00:00:28.800]  不重要
[00:00:28.800 --> 00:00:29.640]  當然你一開始說
[00:00:29.640 --> 00:00:31.360]  我就是想要賺錢
[00:00:31.360 --> 00:00:33.000]  你已經失敗了
[00:00:33.000 --> 00:00:34.440]  但是這些不重要
[00:00:34.440 --> 00:00:35.920]  最重要的就是
[00:00:35.920 --> 00:00:37.520]  我心再沒有香港
[00:00:37.520 --> 00:00:38.520]  再沒有這個世界
[00:00:38.520 --> 00:00:40.720]  我的心是屬於耶和華
[00:00:40.720 --> 00:00:41.480]  這是第一點
[00:00:41.480 --> 00:00:43.080]  好,我們現在去看
[00:00:43.080 --> 00:00:45.520]  實例很厲害的
[00:00:45.520 --> 00:00:48.200]  祭司、潔正、禮儀
[00:00:48.200 --> 00:00:50.720]  兩段審判的故事
[00:00:50.720 --> 00:00:52.840]  你記得整本書裡面
[00:00:52.840 --> 00:00:55.720]  都是超級沉悶的禮儀
[00:00:55.720 --> 00:00:57.960]  唯獨有兩個故事
[00:00:57.960 --> 00:00:59.400]  放在那裡
[00:00:59.400 --> 00:01:01.520]  第一個故事
[00:01:01.520 --> 00:01:02.960]  說亞倫的兒子
[00:01:02.960 --> 00:01:03.640]  兩個兒子
[00:01:03.640 --> 00:01:04.680]  亞倫其實有四個兒子
[00:01:04.680 --> 00:01:08.680]  這兩個是大兒子
[00:01:08.680 --> 00:01:10.400]  你還記得第十章第一次這麼說
[00:01:10.400 --> 00:01:12.000]  亞倫的兒子
[00:01:12.000 --> 00:01:14.000]  拿達和、阿比乎
[00:01:14.000 --> 00:01:16.000]  各拿著自己的香爐
[00:01:16.000 --> 00:01:19.480]  在耶和華面前獻上繁火
[00:01:19.480 --> 00:01:24.280]  是耶和華沒有吩咐他們的
[00:01:24.280 --> 00:01:26.360]  他們兩個的工作是什麼?
[00:01:26.360 --> 00:01:28.440]  是做祭司
[00:01:28.440 --> 00:01:31.920]  他們兩個是要獻上一些火
[00:01:31.920 --> 00:01:32.760]  去敬拜
[00:01:32.760 --> 00:01:35.360]  代表去敬拜耶和華
[00:01:35.360 --> 00:01:37.000]  我們不知道他做了些什麼
[00:01:37.000 --> 00:01:37.720]  說真的
[00:01:37.720 --> 00:01:40.800]  一會兒我會跟你說一些其他的猜測
[00:01:40.800 --> 00:01:41.840]  我們不知道他做了什麼
[00:01:41.840 --> 00:01:43.720]  但是我們知道他做了一些
[00:01:43.720 --> 00:01:46.120]  他不應該做的事情
[00:01:46.120 --> 00:01:48.160]  上帝沒有吩咐的事情
[00:01:48.160 --> 00:01:51.720]  於是結果是什麼?
[00:01:51.720 --> 00:01:52.600]  不會了
[00:01:52.600 --> 00:01:54.560]  上帝怎麼會做這些事情呢?
[00:01:54.560 --> 00:01:57.800]  最終是找他父親來談幾句
[00:01:57.800 --> 00:01:59.680]  如果你兒子主要是學不乖
[00:01:59.680 --> 00:02:02.680]  我也不會殺了你兒子
[00:02:02.680 --> 00:02:04.480]  最多是找你來談兩句
[00:02:04.480 --> 00:02:08.960]  叫你回家教教他
[00:02:08.960 --> 00:02:11.320]  有火從耶和華面前出來
[00:02:11.320 --> 00:02:14.160]  把他們吞滅
[00:02:14.160 --> 00:02:18.080]  他們就死在耶和華面前
[00:02:18.080 --> 00:02:20.680]  哇!什麼耶和華做出這樣的事情
[00:02:20.680 --> 00:02:22.600]  我想你記住一件事
[00:02:22.600 --> 00:02:25.400]  吞滅的烈火
[00:02:25.400 --> 00:02:26.600]  信不信由你這句話
[00:02:26.600 --> 00:02:28.600]  是新約會再出現的
[00:02:28.600 --> 00:02:29.560]  所以你不要跟我說
[00:02:29.560 --> 00:02:31.680]  舊約新約的上帝不一樣
[00:02:31.680 --> 00:02:32.960]  是一樣的
[00:02:32.960 --> 00:02:35.640]  是很一致的
[00:02:35.640 --> 00:02:38.280]  上帝吞滅了他們
[00:02:38.280 --> 00:02:42.120]  死了
[00:02:42.120 --> 00:02:44.480]  但是很難想像
[00:02:44.480 --> 00:02:47.360]  這個故事背後有些背景
[00:02:47.360 --> 00:02:49.720]  《出埃及記》第30章裡面
[00:02:49.720 --> 00:02:52.960]  就是亞倫要獻上一些芬芳的香
[00:02:52.960 --> 00:02:55.360]  他說這裡他要燒這個香
[00:02:55.360 --> 00:02:57.720]  "這壇上不可燒別的香"
[00:02:57.720 --> 00:02:59.000]  我不知道什麼叫做"別的香"
[00:02:59.000 --> 00:03:01.160]  其實聖經學者也不知道
[00:03:01.160 --> 00:03:06.080]  是不是跟別的香和其他偶像平時所獻祭的香有關係呢?
[00:03:06.080 --> 00:03:06.600]  還是什麼?
[00:03:06.600 --> 00:03:08.800]  我不知道
[00:03:08.800 --> 00:03:13.400]  但是原來敬拜上帝是一個很危險的動作
[00:03:13.400 --> 00:03:14.040]  OK
[00:03:14.040 --> 00:03:16.200]  有聖經學者說
[00:03:16.200 --> 00:03:17.640]  有另一個可能性
[00:03:17.640 --> 00:03:18.720]  這個可能性是什麼呢?
[00:03:18.720 --> 00:03:20.800]  如果你繼續看《出埃及記》第30章裡面
[00:03:20.800 --> 00:03:22.200]  就是耶和華吩咐亞倫
[00:03:22.200 --> 00:03:23.520]  說你的兒子
[00:03:23.520 --> 00:03:25.080]  就是剩下兩個兒子
[00:03:25.080 --> 00:03:26.480]  入會幕的時候
[00:03:26.480 --> 00:03:28.480]  "清酒列酒都不可喝"
[00:03:28.480 --> 00:03:30.120]  "免得你們死亡者"
[00:03:30.120 --> 00:03:33.600]  "要作你們世世代代永遠的定例"
[00:03:33.600 --> 00:03:35.480]  就是說有人猜測
[00:03:35.480 --> 00:03:37.600]  會不會他們兩個兒子
[00:03:37.600 --> 00:03:40.320]  在上班的時候
[00:03:40.320 --> 00:03:42.280]  喝醉了
[00:03:42.280 --> 00:03:44.400]  於是獻祭錯了一些兒子
[00:03:44.400 --> 00:03:44.960]  第一
[00:03:44.960 --> 00:03:45.840]  第二
[00:03:45.840 --> 00:03:47.560]  很有可能就是
[00:03:47.560 --> 00:03:50.080]  瞎猜測進了致聖所
[00:03:50.080 --> 00:03:53.280]  你知道那裡很巨大的窗戶
[00:03:53.280 --> 00:03:54.240]  進了致聖所
[00:03:54.240 --> 00:03:55.400]  於是上帝就來了
[00:03:55.400 --> 00:03:57.640]  就弄死了他們
[00:03:57.640 --> 00:04:00.800]  但是無論你怎麼想也好
[00:04:00.800 --> 00:04:02.360]  OK
[00:04:02.360 --> 00:04:05.000]  這個故事告訴你什麼呢?
[00:04:05.000 --> 00:04:08.640]  上帝真的是聖潔不可侵的
[00:04:08.640 --> 00:04:09.640]  故事還沒完
[00:04:09.640 --> 00:04:12.720]  我再給你們看一點
[00:04:12.720 --> 00:04:13.960]  這個在說
[00:04:13.960 --> 00:04:15.920]  做祭司的呼召
[00:04:15.920 --> 00:04:18.480]  "你們必須分辨"
[00:04:18.480 --> 00:04:22.160]  "聖的、俗的、潔正的、不潔正的"
[00:04:22.160 --> 00:04:26.720]  "也要張爺或摩西吩咐意識的人的一切律例教導他們"
[00:04:26.720 --> 00:04:27.400]  所以
[00:04:27.400 --> 00:04:28.640]  我想再強調一次
[00:04:28.640 --> 00:04:32.120]  不是整幾個牧師代表我們分別為聖
[00:04:32.120 --> 00:04:35.080]  而是整體的工作
[00:04:35.080 --> 00:04:37.320]  是上帝選擇了一些
[00:04:37.320 --> 00:04:38.320]  呼召了一些人
[00:04:38.320 --> 00:04:40.360]  要他們教導整個群體
[00:04:40.360 --> 00:04:43.440]  讓整個群體都分別為聖
[00:04:43.440 --> 00:04:45.680]  我們回到第三節
[00:04:45.680 --> 00:04:49.800]  這是他兩個兒子已經被上帝吞了
[00:04:49.800 --> 00:04:50.960]  烈火吞了之後
[00:04:50.960 --> 00:04:53.240]  "於是摩西對亞倫說"
[00:04:53.240 --> 00:04:55.400]  "這是耶和華所吩咐的說"
[00:04:55.400 --> 00:04:59.320]  "我在親近我的人中要顯為聖"
[00:04:59.320 --> 00:05:05.880]  "在全體百姓面前我要得著榮耀"
[00:05:05.880 --> 00:05:11.280]  "於是亞倫就默言不語"
[00:05:11.280 --> 00:05:13.800]  亞倫有沒有得投訴呢?
[00:05:13.800 --> 00:05:14.320]  沒有得投訴
[00:05:14.320 --> 00:05:16.120]  他知道的上帝是對的
[00:05:16.120 --> 00:05:18.880]  上帝說為什麼我要做這件事?
[00:05:18.880 --> 00:05:21.200]  因為我要眾人知道
[00:05:21.200 --> 00:05:23.040]  我是興萬不得的上帝
[00:05:23.040 --> 00:05:26.520]  我要眾人知道
[00:05:26.520 --> 00:05:27.920]  我是神聖的上帝
[00:05:27.920 --> 00:05:29.200]  我要眾人知道
[00:05:29.200 --> 00:05:30.240]  我是一個榮耀的上帝
[00:05:30.240 --> 00:05:40.080]  大家記得榮耀和聖潔是相稱的
[00:05:40.080 --> 00:05:41.800]  我不知道你害不害怕
[00:05:41.800 --> 00:05:44.000]  我不知道你明天會不會來教會
[00:05:44.000 --> 00:05:46.120]  或者下個星期還會不會回來
[00:05:46.120 --> 00:05:50.080]  這個講座而已,沒有危險的
[00:05:50.080 --> 00:05:51.720]  但是下個星期你再來
