
[00:00:00.000 --> 00:00:03.960]  因為下星期就是聖誕節
[00:00:03.960 --> 00:00:07.200]  今天為大家預備的題目是
[00:00:07.200 --> 00:00:10.720]  「出人意外的驚喜」
[00:00:10.720 --> 00:00:14.680]  我們看一份很驚喜的禮物,好嗎?
[00:00:14.680 --> 00:00:16.360]  我們看一份很驚喜的禮物
[00:00:16.360 --> 00:00:19.880]  不過先為大家看看驚喜
[00:00:19.880 --> 00:00:22.280]  究竟甚麼是驚喜呢?
[00:00:22.280 --> 00:00:24.840]  原來在不同人的心目中
[00:00:24.840 --> 00:00:27.280]  有不同的事物
[00:00:28.200 --> 00:00:31.160]  有帶來不同的驚喜程度
[00:00:31.160 --> 00:00:33.040]  我在網上就看看
[00:00:33.040 --> 00:00:35.600]  原來小朋友真的很單純
[00:00:35.600 --> 00:00:37.200]  小朋友的單純就是
[00:00:37.200 --> 00:00:41.800]  你給他一個很驚喜的生日派對
[00:00:41.800 --> 00:00:43.040]  驚喜
[00:00:43.040 --> 00:00:47.200]  他已經很開心、很驚喜
[00:00:47.200 --> 00:00:49.000]  我認識很多父母
[00:00:49.000 --> 00:00:51.000]  他們經常憂心甚麼呢?
[00:00:51.000 --> 00:00:55.640]  憂心子女讀書不好、成績不好
[00:00:55.640 --> 00:00:58.840]  老師經常投訴、要見家長
[00:00:58.840 --> 00:01:04.520]  突然之間,他們的子女成績突飛猛進
[00:01:04.520 --> 00:01:06.440]  可能都A級
[00:01:06.440 --> 00:01:09.920]  老師還選他們品學兼優
[00:01:09.920 --> 00:01:13.840]  我想作為父母就驚喜到不得了
[00:01:13.840 --> 00:01:15.920]  我認識一個街坊
[00:01:15.920 --> 00:01:21.160]  他明明出入醫院已經一個月這麼久
[00:01:21.160 --> 00:01:24.240]  醫生說「不行,你一定要做通波仔」
[00:01:24.240 --> 00:01:27.240]  「你的血管很塞」
[00:01:27.240 --> 00:01:29.920]  他很怕做手術
[00:01:29.920 --> 00:01:33.520]  但沒有辦法,覺得始終都要做
[00:01:33.520 --> 00:01:34.440]  很害怕
[00:01:34.440 --> 00:01:35.840]  到做手術那天
[00:01:35.840 --> 00:01:39.840]  他未做之前又要再照一次
[00:01:39.840 --> 00:01:41.840]  醫生再做一次檢查
[00:01:41.840 --> 00:01:43.120]  推進去檢查完
[00:01:43.120 --> 00:01:47.080]  醫生就說「為甚麼你要做手術」
[00:01:47.080 --> 00:01:49.080]  「你的血管完全沒事」
[00:01:49.080 --> 00:01:51.520]  於是他就不用再推進去手術室
[00:01:51.520 --> 00:01:52.720]  就推出來了
[00:01:52.720 --> 00:01:55.720]  已經很驚喜了,他很開心
[00:01:55.720 --> 00:02:01.640]  上星期五我跟街坊姐妹組開聖誕派對
[00:02:01.640 --> 00:02:03.040]  他跟我們說
[00:02:03.040 --> 00:02:05.840]  「真的很開心」
[00:02:05.840 --> 00:02:09.280]  「因為他吃了十多年的心臟藥」
[00:02:09.280 --> 00:02:12.000]  「醫生叫他全部不用吃」
[00:02:12.000 --> 00:02:14.600]  「他的心也沒事,血管也沒事」
[00:02:14.600 --> 00:02:18.040]  「吃甚麼心臟藥,全部丟掉」
[00:02:18.040 --> 00:02:21.480]  我猜他醫生也是基督徒
[00:02:21.480 --> 00:02:24.240]  因為他竟然跟姐妹說
[00:02:24.240 --> 00:02:26.240]  「你是新做的人」
[00:02:26.240 --> 00:02:28.480]  「藥全部丟掉」
[00:02:28.480 --> 00:02:31.280]  我覺得這是極度驚喜
[00:02:31.280 --> 00:02:34.960]  對姐妹來說,健康當然是驚喜
[00:02:34.960 --> 00:02:37.600]  不過現在疫情
[00:02:37.600 --> 00:02:40.440]  好像我們的措施放鬆了一點
[00:02:40.440 --> 00:02:42.400]  但外面還有疫情嗎?
[00:02:42.400 --> 00:02:45.400]  有,全世界都有
[00:02:45.400 --> 00:02:49.240]  如果我告訴你明天新冠病毒
[00:02:49.240 --> 00:02:52.280]  全世界都沒有了,你驚不驚喜?
[00:02:52.280 --> 00:02:54.880]  是,大家都很驚喜
[00:02:54.880 --> 00:02:58.440]  這是很開心的事,很驚喜
[00:02:58.440 --> 00:03:02.840]  但有些事是大為的,有些是靠近的
[00:03:02.840 --> 00:03:05.200]  如果明天又有人跟你說
[00:03:05.200 --> 00:03:07.200]  「我送一層樓給你」
[00:03:07.200 --> 00:03:08.840]  你驚不驚喜?
[00:03:08.840 --> 00:03:11.320]  這場有更多人說驚喜
[00:03:11.320 --> 00:03:14.320]  有這場沒有太多人說驚喜
[00:03:14.320 --> 00:03:17.400]  當然,看到這麼熟悉的義工在
[00:03:17.400 --> 00:03:22.920]  真的,有些人你可能送一層樓給他
[00:03:22.920 --> 00:03:26.520]  我沒有房子,你送給我,我也驚喜
[00:03:26.520 --> 00:03:30.600]  不過,有的他可能不自在
[00:03:30.600 --> 00:03:32.280]  你試試送一層樓給李嘉誠
[00:03:32.280 --> 00:03:34.160]  看看李嘉誠驚不驚喜
[00:03:34.160 --> 00:03:38.360]  沒有反應,唱歌也會驚喜
[00:03:38.360 --> 00:03:40.880]  我不知道你們覺得
[00:03:40.880 --> 00:03:43.200]  我們的牧師是否厲害?
[00:03:43.200 --> 00:03:44.120]  厲害
[00:03:44.120 --> 00:03:47.520]  厲害吧?大家都覺得他很厲害
[00:03:47.520 --> 00:03:50.720]  如果他厲害到成為了太空人呢?
[00:03:50.720 --> 00:03:53.120]  你們驚不驚喜?
[00:03:53.120 --> 00:03:54.200]  你們奇怪不奇怪?
[00:03:54.200 --> 00:03:56.600]  哇,做太空人?
[00:03:56.600 --> 00:04:01.280]  牧師說,是,我不只是貼一張照片上去
[00:04:01.280 --> 00:04:03.920]  我真的去了太空
[00:04:03.920 --> 00:04:06.840]  不知道你們覺得驚不驚喜?
[00:04:06.840 --> 00:04:10.320]  我們可能很驚喜
[00:04:10.320 --> 00:04:13.080]  真厲害,我們的牧師是太空人
[00:04:13.080 --> 00:04:16.000]  不過也不知道牧師自己覺得驚不驚喜
[00:04:16.000 --> 00:04:17.200]  可能他也會驚喜
[00:04:17.200 --> 00:04:19.200]  不過他家人又怎麼想呢?
[00:04:19.200 --> 00:04:21.680]  師母擔不擔心呢?
[00:04:21.680 --> 00:04:23.840]  上太空了
[00:04:23.840 --> 00:04:26.880]  他父母擔不擔心呢?
[00:04:26.880 --> 00:04:28.840]  他的子女擔不擔心呢?
[00:04:28.840 --> 00:04:30.480]  究竟驚不驚喜呢?
[00:04:30.480 --> 00:04:32.000]  不過不知道
[00:04:32.000 --> 00:04:35.560]  所以原來不同人對不同的事情
[00:04:35.560 --> 00:04:38.520]  有不同程度的驚喜反應
[00:04:38.520 --> 00:04:40.400]  很正常的,是不是?
[00:04:40.400 --> 00:04:41.480]  是吧?
[00:04:41.480 --> 00:04:44.720]  所以今天我會給你們看一段聖經
[00:04:44.720 --> 00:04:49.520]  是關於上帝送了一份驚喜的禮物
[00:04:49.520 --> 00:04:51.800]  給一對年老的夫婦
[00:04:51.800 --> 00:04:56.560]  不過原來這份禮物不只是送給這對夫婦
[00:04:56.560 --> 00:04:58.480]  是送給世人的
[00:04:58.480 --> 00:05:00.960]  什麼是世人?
[00:05:00.960 --> 00:05:02.640]  是我們,Kat
[00:05:02.640 --> 00:05:04.400]  我們就是世人
[00:05:04.400 --> 00:05:06.840]  其實這份禮物可以每個人都有份
[00:05:06.840 --> 00:05:08.560]  問題是你要不要而已
[00:05:08.560 --> 00:05:11.680]  看看你想不想要這份驚喜的禮物,好不好?
[00:05:11.680 --> 00:05:16.320]  我今天會從三個方向向大家學習
[00:05:16.320 --> 00:05:20.400]  如何可以得到這份驚喜的禮物,好不好?
[00:05:20.400 --> 00:05:21.880]  我們試試看第一點
[00:05:21.880 --> 00:05:27.000]  在失望中仍然忠心遵行主的道
[00:05:27.000 --> 00:05:28.360]  我們一起讀讀聖經吧
[00:05:28.360 --> 00:05:29.840]  1、2、3
[00:05:29.840 --> 00:05:31.560]  「當日下龍的日子」
[00:05:31.560 --> 00:05:33.280]  「希律的時後」
[00:05:33.280 --> 00:05:34.680]  「阿比亞班」
[00:05:34.680 --> 00:05:36.760]  「有約國就寺」
[00:05:36.760 --> 00:05:38.840]  「名叫撒加利亞」
[00:05:38.840 --> 00:05:41.520]  「他妻子是阿倫的後人」
[00:05:41.520 --> 00:05:43.680]  「名叫伊利沙伯」
[00:05:43.680 --> 00:05:47.400]  「他們二人在神面前都是二人」
[00:05:47.400 --> 00:05:50.840]  「遵行主的一切誡命禮儀」
[00:05:50.840 --> 00:05:53.200]  「沒有可指責的」
[00:05:53.200 --> 00:05:55.320]  我們讀完這三次吧
[00:05:55.320 --> 00:05:57.440]  「子是沒有孩子」
[00:05:57.440 --> 00:05:59.960]  「因為伊利沙伯不生育」
[00:05:59.960 --> 00:06:02.960]  「兩個人又年紀老賣了」
[00:06:02.960 --> 00:06:08.160]  「撒加利亞和三萬二千座神面前公祭司的聖堂」
[00:06:08.160 --> 00:06:10.920]  「照祭司的規矩祭簽」
[00:06:10.920 --> 00:06:13.840]  「得盡主殿燒香」
[00:06:13.840 --> 00:06:15.400]  原來這段聖經
[00:06:15.400 --> 00:06:18.880]  這對老夫婦的名字是撒加利亞
[00:06:18.880 --> 00:06:21.880]  和他太太伊利沙伯
[00:06:21.880 --> 00:06:23.720]  他們的身份有點特別
[00:06:23.720 --> 00:06:26.360]  撒加利亞本身是祭司
[00:06:26.360 --> 00:06:28.760]  就像我們現在的牧師一樣
[00:06:28.760 --> 00:06:32.640]  但是他太太也不是小野
[00:06:32.640 --> 00:06:34.920]  他竟然是亞倫的後人
[00:06:34.920 --> 00:06:36.520]  誰是亞倫?
[00:06:36.520 --> 00:06:39.920]  大祭司的摩西亞哥
[00:06:39.920 --> 00:06:43.040]  他竟然是大祭司的後人
[00:06:43.040 --> 00:06:46.240]  那就是他們都是祭司一族
[00:06:46.240 --> 00:06:47.640]  也挺好的
[00:06:47.640 --> 00:06:49.240]  不僅如此
[00:06:49.240 --> 00:06:51.440]  他們不僅是祭司一族
