
[00:00:00.000 --> 00:00:05.000]  哈勒路亞 哈勒路亞 哈勒路亞
[00:00:05.000 --> 00:00:11.000]  跟你旁邊說 你要靠主喜了
[00:00:11.000 --> 00:00:13.000]  可能你還在想今天早上
[00:00:13.000 --> 00:00:16.000]  老婆跟你講那句話什麼意思
[00:00:16.000 --> 00:00:18.000]  可能你還在想一些其他的事情
[00:00:18.000 --> 00:00:21.000]  現在就準備把這一切通放下來
[00:00:21.000 --> 00:00:22.000]  我們在主的面前
[00:00:22.000 --> 00:00:25.000]  來帶著一個渴慕的心來敬拜祂
[00:00:25.000 --> 00:00:27.000]  你相信說每一次當我們聚集的時候
[00:00:27.000 --> 00:00:31.000]  神應許說在地上有兩三個人奉祂的名聚集
[00:00:31.000 --> 00:00:33.000]  祂就在我們中間 你相信嗎
[00:00:33.000 --> 00:00:37.000]  你相信嗎 肯定的說 Amen
[00:00:37.000 --> 00:00:39.000]  兄弟們 神的話
[00:00:39.000 --> 00:00:41.000]  你一定要有這樣子的信心
[00:00:41.000 --> 00:00:43.000]  我們基督徒生命的一個
[00:00:43.000 --> 00:00:44.000]  是不是能夠剛強
[00:00:44.000 --> 00:00:46.000]  就是你能不能夠
[00:00:46.000 --> 00:00:48.000]  有神的話在你的裡面
[00:00:48.000 --> 00:00:51.000]  你是不是相信神的話
[00:00:51.000 --> 00:00:53.000]  否則聖經裡面這麼多的應許
[00:00:53.000 --> 00:00:55.000]  你不相信的話
[00:00:55.000 --> 00:00:58.000]  那你這些的話語對你就沒有什麼意義了
[00:00:58.000 --> 00:01:01.000]  同樣的 今天你來到主的面前的時候
[00:01:01.000 --> 00:01:03.000]  也不是帶著一個習慣性的
[00:01:03.000 --> 00:01:05.000]  來這邊唱詩歌 敬拜
[00:01:05.000 --> 00:01:07.000]  來這邊聽到
[00:01:07.000 --> 00:01:11.000]  你相信今天神跟你說話嗎 Amen
[00:01:11.000 --> 00:01:15.000]  跟你旁邊說 神要跟你說話
[00:01:15.000 --> 00:01:19.000]   Amen
[00:01:19.000 --> 00:01:21.000]  歌羅西書第一章
[00:01:21.000 --> 00:01:23.000]  我們在前面的信息裡面一直提到
[00:01:23.000 --> 00:01:27.000]  基督 整個歌羅西書基督論
[00:01:27.000 --> 00:01:29.000]  是祂最重要的一個
[00:01:29.000 --> 00:01:31.000]  基督是什麼呢
[00:01:31.000 --> 00:01:33.000]  基督是超越萬有的
[00:01:33.000 --> 00:01:35.000]  基督是創造者
[00:01:35.000 --> 00:01:40.000]  基督是一切豐盛的根源 Amen
[00:01:40.000 --> 00:01:43.000]  今天繼續的在這裡要提到說
[00:01:43.000 --> 00:01:44.000]  基督是什麼呢
[00:01:44.000 --> 00:01:46.000]  我在想這個名字的時候
[00:01:46.000 --> 00:01:48.000]  其實中文很難翻
[00:01:48.000 --> 00:01:52.000]  因為在以福所書裡面講到說
[00:01:52.000 --> 00:01:54.000]  祂是我們的
[00:01:54.000 --> 00:01:58.000]  英文是說 He is our peace
[00:01:58.000 --> 00:02:00.000]  那麼中文把它說
[00:02:00.000 --> 00:02:04.000]  祂是我們的和睦
[00:02:04.000 --> 00:02:06.000]  可是中文語法這個翻譯的
[00:02:06.000 --> 00:02:08.000]  就是有點怪怪的 是不是
[00:02:08.000 --> 00:02:10.000]  那麼同樣的
[00:02:10.000 --> 00:02:15.000]  基督 祂是什麼呢 對不對
[00:02:15.000 --> 00:02:18.000]  我們講基督是超越萬有的
[00:02:18.000 --> 00:02:20.000]  基督是創造者
[00:02:20.000 --> 00:02:22.000]  基督是是什麼呢
[00:02:22.000 --> 00:02:25.000]  是下面這一個就是一個什麼
[00:02:25.000 --> 00:02:27.000]  是一個名詞 對不對
[00:02:27.000 --> 00:02:29.000]  所以今天我們在這裡
[00:02:29.000 --> 00:02:32.000]  這題目說基督是和平
[00:02:32.000 --> 00:02:35.000]  其實英文可能會比較
[00:02:35.000 --> 00:02:37.000]  比較更清楚一點
[00:02:37.000 --> 00:02:39.000]  基督是什麼
[00:02:39.000 --> 00:02:43.000]  祂是Peacemaker Amen
[00:02:43.000 --> 00:02:45.000]  Peacemaker是什麼
[00:02:45.000 --> 00:02:49.000]  Peacemaker中文怎麼翻
[00:02:49.000 --> 00:02:53.000]  是什麼
[00:02:53.000 --> 00:02:57.000]  你一定要好幾個字 是不是
[00:02:57.000 --> 00:03:00.000]  使人和睦的人 是不是
[00:03:00.000 --> 00:03:01.000]  使人和睦的人
[00:03:01.000 --> 00:03:03.000]  可不可以再短一點
[00:03:03.000 --> 00:03:05.000]  我找來找去中文的字典裡面
[00:03:05.000 --> 00:03:06.000]  只找到一個
[00:03:06.000 --> 00:03:07.000]  但是我不太想用它
[00:03:07.000 --> 00:03:09.000]  因為這個字典上面說
[00:03:09.000 --> 00:03:12.000]  這個字也有一點貶義的意思
[00:03:12.000 --> 00:03:14.000]  不過大概是我在中文裡面
[00:03:14.000 --> 00:03:16.000]  翻譯裡面找到唯一可以比較短
[00:03:16.000 --> 00:03:21.000]  然後又可以再表達這個意思就是
[00:03:21.000 --> 00:03:22.000]  什麼
[00:03:22.000 --> 00:03:24.000]  和是老
[00:03:24.000 --> 00:03:25.000]  和是老
[00:03:25.000 --> 00:03:28.000]  不知道為什麼要用個老
[00:03:28.000 --> 00:03:30.000]  老是指的成人的意思
[00:03:30.000 --> 00:03:33.000]  老是指的成年人士
[00:03:33.000 --> 00:03:35.000]  基督祂是和是老
[00:03:35.000 --> 00:03:37.000]  祂是Peacemaker Amen
[00:03:37.000 --> 00:03:39.000]  親愛的同學們
[00:03:39.000 --> 00:03:41.000]  今天這個世界
[00:03:41.000 --> 00:03:45.000]  到處都是Troublemaker有沒有
[00:03:45.000 --> 00:03:48.000]  你可以看今天戰爭也好
[00:03:48.000 --> 00:03:52.000]  國家跟國家之間的戰爭
[00:03:52.000 --> 00:03:55.000]  小至這個家庭裡面的戰爭有沒有
[00:03:55.000 --> 00:03:57.000]  有沒有
[00:03:57.000 --> 00:04:00.000]  家庭裡面的戰爭天天發生
[00:04:00.000 --> 00:04:01.000]  親愛的同學們
[00:04:01.000 --> 00:04:03.000]  這個世界怎麼會有平安呢
[00:04:03.000 --> 00:04:07.000]  這個世界很難有平安的
[00:04:07.000 --> 00:04:08.000]  從我出生到現在
[00:04:08.000 --> 00:04:10.000]  從你出生到現在
[00:04:10.000 --> 00:04:14.000]  你有沒有感覺到這個平安
[00:04:14.000 --> 00:04:16.000]  可能在美國剛開始你會感覺
[00:04:16.000 --> 00:04:18.000]  但是這些年來越來越不平安
[00:04:18.000 --> 00:04:21.000]  是不是
[00:04:21.000 --> 00:04:24.000]  那這個根源在哪裡呢
[00:04:24.000 --> 00:04:26.000]  為什麼今天這個世界沒有平安
[00:04:26.000 --> 00:04:28.000]  為什麼這個世界充滿了紛爭
[00:04:28.000 --> 00:04:29.000]  這個根源在哪裡呢
[00:04:29.000 --> 00:04:32.000]  在哥羅西書他就在這裡
[00:04:32.000 --> 00:04:35.000]  一章二十節他就提到
[00:04:35.000 --> 00:04:39.000]  他說既然藉著他在石架上所流的血
[00:04:39.000 --> 00:04:41.000]  成就了和平
[00:04:41.000 --> 00:04:43.000]  然後你注意看
[00:04:43.000 --> 00:04:44.000]  在這段經文裡面
[00:04:44.000 --> 00:04:46.000]  哥羅西書第一章二十到二十二節
[00:04:46.000 --> 00:04:48.000]  這段經文裡面
[00:04:48.000 --> 00:04:51.000]  一共出現了
[00:04:51.000 --> 00:04:56.000]  幾次講到跟神和好
[00:04:56.000 --> 00:04:59.000]  你看一章二十二節說
[00:04:59.000 --> 00:05:05.000]  叫我們與他自己怎麼樣和好
[00:05:05.000 --> 00:05:07.000]  是不是
[00:05:07.000 --> 00:05:09.000]  然後你看哥林多後書
[00:05:09.000 --> 00:05:12.000]  哥林多後書第五章
[00:05:12.000 --> 00:05:15.000]  十八到二十一節這段聖經裡面
[00:05:15.000 --> 00:05:17.000]  他也提到說
[00:05:17.000 --> 00:05:20.000]  他說藉著基督使我們與他
[00:05:20.000 --> 00:05:22.000]  他就是指神與他和好
[00:05:22.000 --> 00:05:25.000]  然後就後面又接著說
[00:05:25.000 --> 00:05:27.000]  這就是神在基督裡叫
[00:05:27.000 --> 00:05:30.000]  使人與自己和好
[00:05:30.000 --> 00:05:32.000]  所以在這段聖經裡面
[00:05:32.000 --> 00:05:34.000]  告訴你一個很關鍵的
[00:05:34.000 --> 00:05:36.000]  就是這個世界的紛爭
[00:05:36.000 --> 00:05:40.000]  這個世界要有平安
[00:05:40.000 --> 00:05:43.000]  是要首先解決一個問題
[00:05:43.000 --> 00:05:49.000]  就是人跟神之間要和好
[00:05:49.000 --> 00:05:53.000]  人跟神之間要和好
[00:05:53.000 --> 00:05:55.000]  那麼你看
[00:05:55.000 --> 00:06:00.000]  在這個哥羅西書
[00:06:00.000 --> 00:06:03.000]  第一章二十節這個地方
[00:06:03.000 --> 00:06:05.000]  那麼他接著講
[00:06:05.000 --> 00:06:06.000]  二十一節他說
[00:06:06.000 --> 00:06:09.000]  你們從前與神隔絕
[00:06:09.000 --> 00:06:13.000]  因這惡行心裡與他為敵
[00:06:13.000 --> 00:06:17.000]  你們從前與神隔絕
[00:06:17.000 --> 00:06:19.000]  保羅在這裡講到說
[00:06:19.000 --> 00:06:23.000]  我們從前是與神隔絕的
[00:06:23.000 --> 00:06:24.000]  在我們還沒有信主的時候
[00:06:24.000 --> 00:06:26.000]  我們是與神隔絕的
[00:06:26.000 --> 00:06:27.000]  什麼叫做意識
[00:06:27.000 --> 00:06:28.000]  這個地方讓我們
[00:06:28.000 --> 00:06:30.000]  帶到創世紀第三章
[00:06:30.000 --> 00:06:31.000]  換句話說
[00:06:31.000 --> 00:06:32.000]  保羅讓我們看清這事情
[00:06:32.000 --> 00:06:34.000]  上帝創造人類的時候
[00:06:34.000 --> 00:06:36.000]  起初人跟神之間的關係
[00:06:36.000 --> 00:06:38.000]  是什麼關係啊
[00:06:38.000 --> 00:06:41.000]  什麼關係
[00:06:41.000 --> 00:06:44.000]  人跟神非常的好
[00:06:44.000 --> 00:06:50.000]  亞當夏娃想吃什麼就什麼
[00:06:50.000 --> 00:06:51.000]  對不對
[00:06:51.000 --> 00:06:54.000]  All you can eat
[00:06:54.000 --> 00:06:55.000]  Only one thing
[00:06:55.000 --> 00:06:56.000]  他們不能吃的
[00:06:56.000 --> 00:06:58.000]  哪一個東西啊
[00:06:58.000 --> 00:07:00.000]  只有哪一個東西不能吃啊
[00:07:00.000 --> 00:07:04.000]  只有那園中的有一棵樹
[00:07:04.000 --> 00:07:07.000]  分別善惡的樹不可以吃
[00:07:07.000 --> 00:07:08.000]  除此之外
[00:07:08.000 --> 00:07:10.000]  All you can eat
[00:07:10.000 --> 00:07:11.000]  是不是
[00:07:11.000 --> 00:07:14.000]  好不好啊
[00:07:14.000 --> 00:07:19.000]  你們大概把肺吃怎麼樣
[00:07:19.000 --> 00:07:22.000]  吃多了
[00:07:22.000 --> 00:07:23.000]  對不對
[00:07:23.000 --> 00:07:25.000]  與神隔絕
[00:07:25.000 --> 00:07:27.000]  那個時候人跟神之間的關係
[00:07:27.000 --> 00:07:30.000]  根本沒有隔絕的問題
[00:07:30.000 --> 00:07:33.000]  亞當夏娃他們沒有穿衣服
[00:07:33.000 --> 00:07:34.000]  他們不覺羞恥
[00:07:34.000 --> 00:07:37.000]  他們也不需要羞恥
[00:07:37.000 --> 00:07:39.000]  是不是
[00:07:39.000 --> 00:07:41.000]  今天的人呢
[00:07:41.000 --> 00:07:43.000]  想盡辦法
[00:07:43.000 --> 00:07:44.000]  不穿衣服
[00:07:44.000 --> 00:07:47.000]  讓自己能夠全世界轟動
[00:07:47.000 --> 00:07:49.000]  奇怪
[00:07:49.000 --> 00:07:50.000]  其實本來上帝創造的時候
[00:07:50.000 --> 00:07:51.000]  就是如此
[00:07:51.000 --> 00:07:53.000]  你懂我意思吧
[00:07:53.000 --> 00:07:54.000]  人為什麼要穿衣服啊
[00:07:54.000 --> 00:07:56.000]  為什麼
[00:07:56.000 --> 00:07:59.000]  為什麼
[00:07:59.000 --> 00:08:04.000]  為什麼要穿衣服
[00:08:04.000 --> 00:08:05.000]  對不對
[00:08:05.000 --> 00:08:06.000]  不穿衣服的話
[00:08:06.000 --> 00:08:07.000]  姐妹你也沒有必要去shopping啊
[00:08:07.000 --> 00:08:10.000]  什麼旅人總是少一件衣服
[00:08:10.000 --> 00:08:11.000]  我也沒這些煩惱了
[00:08:11.000 --> 00:08:13.000]  是不是
[00:08:13.000 --> 00:08:14.000]  但是現在就這麼
[00:08:14.000 --> 00:08:18.000]  你知道為什麼人會感覺到羞恥嗎
[00:08:18.000 --> 00:08:20.000]  為什麼
[00:08:20.000 --> 00:08:23.000]  因為人犯罪了
[00:08:23.000 --> 00:08:27.000]  因為人吃了分別善惡的果子
[00:08:27.000 --> 00:08:28.000]  所以亞當夏娃
[00:08:28.000 --> 00:08:30.000]  他們吃了這個神獸
[00:08:30.000 --> 00:08:31.000]  要不他們不可以吃的
[00:08:31.000 --> 00:08:33.000]  這個叫做犯罪
[00:08:33.000 --> 00:08:36.000]  罪就是不聽神的話
[00:08:36.000 --> 00:08:39.000]  罪就是沒有達到神的標準
[00:08:39.000 --> 00:08:44.000]  罪就是違背律法
[00:08:44.000 --> 00:08:48.000]  約翰遺書說違背律法就是罪
[00:08:48.000 --> 00:08:49.000]  兄姊妹
[00:08:49.000 --> 00:08:51.000]  如果按照這個標準
[00:08:51.000 --> 00:08:53.000]  請問我們在這裡
[00:08:53.000 --> 00:08:56.000]  我們哪一個人沒有犯過罪
[00:08:56.000 --> 00:08:57.000]  請舉一下手
[00:08:57.000 --> 00:09:00.000]  我們要特別為你禱告
[00:09:00.000 --> 00:09:01.000]  有沒有
[00:09:01.000 --> 00:09:04.000]  沒有吧
[00:09:04.000 --> 00:09:06.000]  世人都犯了罪
[00:09:06.000 --> 00:09:09.000]  虧缺了
[00:09:09.000 --> 00:09:11.000]  我順便幫你來複習背經
[00:09:11.000 --> 00:09:12.000]  ok 好嗎
[00:09:12.000 --> 00:09:14.000]  世人都犯了罪
[00:09:14.000 --> 00:09:16.000]  怎麼樣 下一句
[00:09:16.000 --> 00:09:19.000]  虧缺了神的榮耀
[00:09:19.000 --> 00:09:21.000]  這句話又可以講一篇到
[00:09:21.000 --> 00:09:23.000]  我們沒時間講了
[00:09:23.000 --> 00:09:25.000]  但是這句話就讓我們看見
[00:09:25.000 --> 00:09:26.000]  世界上所有的人
[00:09:26.000 --> 00:09:28.000]  每一個人都犯了罪
[00:09:28.000 --> 00:09:30.000]  台灣話說鼻孔向下的
[00:09:30.000 --> 00:09:35.000]  沒有一個是好人
[00:09:35.000 --> 00:09:38.000]  那有沒有鼻孔向上的人
[00:09:38.000 --> 00:09:39.000]  沒有
[00:09:39.000 --> 00:09:41.000]  有啊
[00:09:41.000 --> 00:09:48.000]  哇 是哪一位啊
[00:09:48.000 --> 00:09:51.000]  那所以世人都犯了罪
[00:09:51.000 --> 00:09:52.000]  虧缺了神的榮耀
[00:09:52.000 --> 00:09:56.000]  這就是歷史歷代所有的宗教哲學
[00:09:56.000 --> 00:09:58.000]  都想要解決的問題
[00:09:58.000 --> 00:09:59.000]  想要解決
[00:09:59.000 --> 00:10:02.000]  為什麼這個罪怎麼解決
[00:10:02.000 --> 00:10:06.000]  但是很多宗教哲學
[00:10:06.000 --> 00:10:08.000]  他們忽略一件事情
[00:10:08.000 --> 00:10:10.000]  其實罪的問題
[00:10:10.000 --> 00:10:12.000]  帶來的一個結果
[00:10:12.000 --> 00:10:16.000]  就是人跟神的分開
[00:10:16.000 --> 00:10:17.000]  所以亞當夏娃
[00:10:17.000 --> 00:10:20.000]  從伊甸園被趕出去了
[00:10:20.000 --> 00:10:21.000]  是不是
[00:10:21.000 --> 00:10:24.000]  從此人不能夠見神的面
[00:10:24.000 --> 00:10:27.000]  看到沒有
[00:10:27.000 --> 00:10:30.000]  同志們
[00:10:30.000 --> 00:10:32.000]  這一個是根源
[00:10:32.000 --> 00:10:34.000]  帶來一個結果
[00:10:34.000 --> 00:10:36.000]  人與神隔絕
[00:10:36.000 --> 00:10:37.000]  帶來一個結果
[00:10:37.000 --> 00:10:39.000]  就是人與神為敵
[00:10:39.000 --> 00:10:40.000]  看到沒有
[00:10:40.000 --> 00:10:42.000]  這是一步一步的接著來的
[00:10:42.000 --> 00:10:44.000]  當人離開了神之後
[00:10:44.000 --> 00:10:48.000]  人就開始與神為敵
[00:10:48.000 --> 00:10:49.000]  你知道
[00:10:49.000 --> 00:10:51.000]  如果我們今天看整個西方
[00:10:51.000 --> 00:10:54.000]  從歐洲一直到美國
[00:10:54.000 --> 00:10:55.000]  整個的這樣子
[00:10:55.000 --> 00:10:57.000]  一路的變化墮落史
[00:10:57.000 --> 00:11:02.000]  你可以發現清楚一點
[00:11:02.000 --> 00:11:03.000]  你們想
[00:11:03.000 --> 00:11:05.000]  歐洲原本是一個
[00:11:05.000 --> 00:11:06.000]  你看看在早期
[00:11:06.000 --> 00:11:07.000]  歐洲都是基督教的國家
[00:11:07.000 --> 00:11:09.000]  是不是
[00:11:09.000 --> 00:11:11.000]  怎麼今天你到歐洲去旅遊的時候
[00:11:11.000 --> 00:11:12.000]  你去看看
[00:11:12.000 --> 00:11:14.000]  歐洲你去看到的這些教堂
[00:11:14.000 --> 00:11:17.000]  荒涼啊
[00:11:17.000 --> 00:11:19.000]  你看到今天歐洲聚會的人數
[00:11:19.000 --> 00:11:22.000]  荒涼啊
[00:11:22.000 --> 00:11:25.000]  多數是連長的老人家去
[00:11:25.000 --> 00:11:27.000]  年輕人不再去教堂了
[00:11:27.000 --> 00:11:30.000]  那今天美國正步向歐洲的道路
[00:11:30.000 --> 00:11:33.000]  為什麼會如此
[00:11:33.000 --> 00:11:35.000]  不僅僅遠離神
[00:11:35.000 --> 00:11:37.000]  還更是要抵擋神
[00:11:37.000 --> 00:11:41.000]  這就從這些的祖師爺開始
[00:11:41.000 --> 00:11:45.000]  大家有聽過這個修摩嗎
[00:11:45.000 --> 00:11:47.000]  David Hume
[00:11:47.000 --> 00:11:50.000]  他是蘇格蘭的哲學家
[00:11:50.000 --> 00:11:52.000]  也可以說是歐洲啟蒙運動的
[00:11:52.000 --> 00:11:59.000]  一個非常重要的影響人物
[00:11:59.000 --> 00:12:02.000]  但是修摩他怎麼說啊
[00:12:02.000 --> 00:12:03.000]  修摩他說
[00:12:03.000 --> 00:12:05.000]  世上沒有絕對的善
[00:12:05.000 --> 00:12:07.000]  這句話聽起來好像還不錯
[00:12:07.000 --> 00:12:08.000]  是不是
[00:12:08.000 --> 00:12:10.000]  世上沒有絕對的善
[00:12:10.000 --> 00:12:12.000]  下一句就很厲害了
[00:12:12.000 --> 00:12:16.000]  所以沒有神
[00:12:16.000 --> 00:12:19.000]  所以上一句話本身就有錯了
[00:12:19.000 --> 00:12:21.000]  世上有沒有絕對的善
[00:12:21.000 --> 00:12:23.000]  有沒有
[00:12:23.000 --> 00:12:24.000]  有沒有
[00:12:24.000 --> 00:12:26.000]  誰是絕對的善
[00:12:26.000 --> 00:12:28.000]  神他是絕對的善
[00:12:28.000 --> 00:12:29.000]  對不對
[00:12:29.000 --> 00:12:31.000]  所以當他說世界沒有絕對的善
[00:12:31.000 --> 00:12:33.000]  他帶出來一個推論就是什麼
[00:12:33.000 --> 00:12:35.000]  所以沒有神
[00:12:35.000 --> 00:12:39.000]  這一個修摩是
[00:12:39.000 --> 00:12:42.000]  也是懷疑論
[00:12:42.000 --> 00:12:44.000]  他也可以說是自然神論
[00:12:44.000 --> 00:12:46.000]  有的人對於說他到底是自然神論
[00:12:46.000 --> 00:12:49.000]  或者是無神論爭議不休
[00:12:49.000 --> 00:12:51.000]  因為當時那個年代
[00:12:51.000 --> 00:12:53.000]  其實這些人他們提出這些理論
[00:12:53.000 --> 00:12:56.000]  他們是冒著要被殺頭的危險的
[00:12:56.000 --> 00:12:59.000]  所以他不把自己的立場講得那麼清楚
[00:12:59.000 --> 00:13:03.000]  總之很明顯的從他的這些裡面
[00:13:03.000 --> 00:13:08.000]  可以看見他是無神論
[00:13:08.000 --> 00:13:11.000]  另外一個人叫李采
[00:13:11.000 --> 00:13:16.000]  大家可能更多人知道了是不是
[00:13:16.000 --> 00:13:21.000]  李采這個人更囂張
[00:13:21.000 --> 00:13:23.000]  他更狂傲
[00:13:23.000 --> 00:13:27.000]  他寫了一本書叫做上帝死了
[00:13:27.000 --> 00:13:29.000]  好大膽
[00:13:29.000 --> 00:13:32.000]  上帝死了
[00:13:32.000 --> 00:13:34.000]  但是這個寫上帝死的人
[00:13:34.000 --> 00:13:37.000]  他自己死了
[00:13:37.000 --> 00:13:41.000]  而且他最後是因為發瘋死了
[00:13:41.000 --> 00:13:45.000]  這個不是基督教的什麼團體在捏造的
[00:13:45.000 --> 00:13:47.000]  這是你去查
[00:13:47.000 --> 00:13:53.000]  你可以看見就是說在網路上面也好
[00:13:53.000 --> 00:13:56.000]  或者是一些百科全書也好
[00:13:56.000 --> 00:14:00.000]  都提到說他最後是因為發瘋而死
[00:14:00.000 --> 00:14:02.000]  至於說發瘋的原因
[00:14:02.000 --> 00:14:03.000]  當然可能會有不同
[00:14:03.000 --> 00:14:09.000]  有的人說他是因為換了梅毒
[00:14:09.000 --> 00:14:12.000]  有的人是認為說他是有什麼先天性的一種疾病
[00:14:12.000 --> 00:14:14.000]  所以後來發瘋
[00:14:14.000 --> 00:14:18.000]  但是總之他後期的時候他瘋了
[00:14:18.000 --> 00:14:21.000]  這個人這個精神出了問題
[00:14:21.000 --> 00:14:24.000]  最後死了
[00:14:24.000 --> 00:14:27.000]  我年輕的時候
[00:14:27.000 --> 00:14:30.000]  對李采的書還特別去買來看
[00:14:30.000 --> 00:14:36.000]  什麼查爾圖拉圖什麼的儒師書
[00:14:36.000 --> 00:14:39.000]  但是你看他的書你就覺得真是狂
[00:14:39.000 --> 00:14:41.000]  他說他有一本超人哲學
[00:14:41.000 --> 00:14:44.000]  他說如果這個世界上有神
[00:14:44.000 --> 00:14:48.000]  我豈能甘願不是神呢
[00:14:48.000 --> 00:14:50.000]  哇
[00:14:50.000 --> 00:14:52.000]  你看這些人
[00:14:52.000 --> 00:14:56.000]  他們不僅僅是與神隔絕
[00:14:56.000 --> 00:14:58.000]  他們甚至是與神為敵
[00:14:58.000 --> 00:14:59.000]  但是你不要小看他
[00:14:59.000 --> 00:15:01.000]  因為他們都是那個年代
[00:15:01.000 --> 00:15:03.000]  整個歐洲的啟蒙運動
[00:15:03.000 --> 00:15:06.000]  帶來影響美國甚至全世界
[00:15:06.000 --> 00:15:08.000]  也許你今天說
[00:15:08.000 --> 00:15:10.000]  牧師你講這些東西太深了吧
[00:15:10.000 --> 00:15:11.000]  沒有一點都不深
[00:15:11.000 --> 00:15:12.000]  我就把它講得淺一點
[00:15:12.000 --> 00:15:13.000]  我告訴你
[00:15:13.000 --> 00:15:16.000]  今天這個什麼一些
[00:15:16.000 --> 00:15:18.000]  等一下我會提到
[00:15:18.000 --> 00:15:20.000]  什麼叫做黑人的命貴
[00:15:20.000 --> 00:15:22.000]  聽過嗎
[00:15:22.000 --> 00:15:27.000]  這個叫Black Life Matter
[00:15:27.000 --> 00:15:32.000]  叫做BLM
[00:15:32.000 --> 00:15:34.000]  這一個運動從哪裡來呢
[00:15:34.000 --> 00:15:35.000]  我跟你講
[00:15:35.000 --> 00:15:39.000]  你說人道都跟這些有關係
[00:15:39.000 --> 00:15:41.000]  他們所帶來就是什麼
[00:15:41.000 --> 00:15:42.000]  存在主義
[00:15:42.000 --> 00:15:44.000]  人本主義
[00:15:44.000 --> 00:15:45.000]  沒有上帝
[00:15:45.000 --> 00:15:46.000]  人
[00:15:46.000 --> 00:15:47.000]  L就是人
[00:15:47.000 --> 00:15:49.000]  人最大
[00:15:49.000 --> 00:15:51.000]  所以你看從這裡所發展出來的
[00:15:51.000 --> 00:15:53.000]  心理學等等等等
[00:15:53.000 --> 00:15:54.000]  都跟這有關係
[00:15:54.000 --> 00:15:56.000]  心理學受到存在主義
[00:15:56.000 --> 00:15:57.000]  受到人文主義的影響
[00:15:57.000 --> 00:15:59.000]  所以強調自我 有沒有
[00:15:59.000 --> 00:16:01.000]  所以你要愛你自己
[00:16:01.000 --> 00:16:03.000]  你要超越你自己
[00:16:03.000 --> 00:16:04.000]  講到的都是自己
[00:16:04.000 --> 00:16:07.000]  基本上心理學現在整個所影響的
[00:16:07.000 --> 00:16:09.000]  都是在強調自己
[00:16:09.000 --> 00:16:11.000]  那美國今天的文化也是如此
[00:16:11.000 --> 00:16:13.000]  年輕人從小被教導就是
[00:16:13.000 --> 00:16:17.000]  自己 me first
[00:16:17.000 --> 00:16:19.000]  你要了解你自己的孩子
[00:16:19.000 --> 00:16:21.000]  他們受到什麼影響
[00:16:21.000 --> 00:16:22.000]  對他們來講
[00:16:22.000 --> 00:16:25.000]  歐洲的啟蒙運動就是反權威
[00:16:25.000 --> 00:16:27.000]  因為當時候天主教會確實很敗壞
[00:16:27.000 --> 00:16:31.000]  當時候天主教會權柄很大
[00:16:31.000 --> 00:16:32.000]  教皇權柄很大
