
[00:00:00.000 --> 00:00:02.000]  弟姊姊妹早晨,朋友早晨
[00:00:02.000 --> 00:00:04.500]  新年快樂嗎?
[00:00:04.500 --> 00:00:05.500]  (是)
[00:00:05.500 --> 00:00:07.000]  都有些聲音
[00:00:07.000 --> 00:00:09.500]  也是初二而已,還有很多日子
[00:00:09.500 --> 00:00:11.500]  有很多日子才到年初七
[00:00:11.500 --> 00:00:15.000]  還有很多日子可以跟家人、朋友、弟姊姊妹
[00:00:15.000 --> 00:00:17.000]  一起開心過新的新年
[00:00:17.000 --> 00:00:20.000]  希望農年一神繼續賜福給我們每一個
[00:00:20.000 --> 00:00:24.000]  不知道你們怎麼知道我今天問的問題是問什麼
[00:00:27.500 --> 00:00:30.000]  有沒有人試過戴眼罩戴一隻眼的?
[00:00:30.000 --> 00:00:34.000]  你們沒試過今天回家遮著一隻眼
[00:00:34.000 --> 00:00:39.000]  五分鐘之後就嘗試伸手去前面拿一隻杯
[00:00:39.000 --> 00:00:41.500]  或者拿一塊餅,看看有沒有困難
[00:00:41.500 --> 00:00:43.500]  我記得小時候讀書的時候
[00:00:43.500 --> 00:00:47.500]  老師告訴我,原來一隻眼看是很難去集中焦點的
[00:00:47.500 --> 00:00:49.500]  原來我們需要兩隻眼才看得清楚
[00:00:49.500 --> 00:00:51.000]  一隻眼是看得不清楚的
[00:00:51.000 --> 00:00:54.000]  以為看得很清楚,但是摸不到前面那個物體
[00:00:55.500 --> 00:00:58.000]  肉體的眼睛是這樣的,屬靈眼睛是同樣的
[00:00:58.000 --> 00:01:01.500]  其實很多時候我們人的屬靈眼睛
[00:01:01.500 --> 00:01:03.500]  都是單一隻眼睛看得不清楚的
[00:01:03.500 --> 00:01:06.500]  以為我們自己看得清楚,以為其實我們看得不清楚
[00:01:06.500 --> 00:01:08.500]  更可惜的是在我們身邊
[00:01:08.500 --> 00:01:13.500]  有很多人可能都不知道自己的屬靈眼睛
[00:01:13.500 --> 00:01:15.000]  其實是看不到東西
[00:01:15.000 --> 00:01:17.000]  其實看不到東西
[00:01:17.000 --> 00:01:20.000]  不知道我們有沒有留意到身邊的人
[00:01:20.000 --> 00:01:23.500]  我們有沒有看到他們看不見的屬靈眼
[00:01:24.000 --> 00:01:27.500]  我們有沒有聽見他們的心聲
[00:01:27.500 --> 00:01:30.000]  知道他們心裡面的呼求是什麼
[00:01:30.000 --> 00:01:32.500]  這個問題也是一個開始
[00:01:32.500 --> 00:01:34.500]  來看今天我們要看的經文
[00:01:34.500 --> 00:01:38.500]  《耶穌福音》第九章裡面有一段記載
[00:01:38.500 --> 00:01:41.000]  有一次耶穌去到那個地方
[00:01:41.000 --> 00:01:44.500]  見到一個生離就失明的人
[00:01:44.500 --> 00:01:47.500]  當時那些門徒就問耶穌
[00:01:47.500 --> 00:01:50.500]  他說:拉比,這個人是生的時候就瞎了嗎?
[00:01:51.500 --> 00:01:54.000]  或者是他自己犯了罪?
[00:01:54.000 --> 00:01:57.000]  還是他的父母犯了罪呢?
[00:01:57.000 --> 00:01:59.500]  但是從這個門徒問耶穌的問題裡面
[00:01:59.500 --> 00:02:03.500]  見到一個可能我們都知道的情況
[00:02:03.500 --> 00:02:06.000]  在那個年代,如果有病
[00:02:06.000 --> 00:02:08.500]  特別是有肉體上的病的人
[00:02:08.500 --> 00:02:11.500]  都被視為是因為他們犯了罪
[00:02:11.500 --> 00:02:13.500]  或者是他們的父母犯了罪
[00:02:13.500 --> 00:02:15.500]  以至於他們的身體受到懲罰
[00:02:15.500 --> 00:02:18.000]  可能盲了,可能瘸了,可能大病了
[00:02:18.000 --> 00:02:21.500]  可能麻瘋了,可能各種在肉體上的疾病
[00:02:21.500 --> 00:02:23.500]  被視為一種懲罰
[00:02:23.500 --> 00:02:24.500]  所以那些門徒就問
[00:02:24.500 --> 00:02:26.000]  這個人是瞎了嗎?
[00:02:26.000 --> 00:02:29.000]  是因為他自己有罪,所以瞎了嗎?
[00:02:29.000 --> 00:02:32.500]  還是他父母犯罪,導致他瞎了呢?
[00:02:32.500 --> 00:02:36.000]  當時耶穌的回答就是說
[00:02:36.000 --> 00:02:38.000]  不是這個人自己犯了罪
[00:02:38.000 --> 00:02:40.000]  也不關他父母的事
[00:02:40.000 --> 00:02:44.500]  是因為神要在這個人的身上顯出神的作為
[00:02:45.500 --> 00:02:48.000]  當時也對門徒來說有一個新的概念
[00:02:48.000 --> 00:02:49.500]  原來是這樣的
[00:02:49.500 --> 00:02:51.000]  原來我們身邊一向以為
[00:02:51.000 --> 00:02:55.000]  身邊的朋友、親人被神懲罰
[00:02:55.000 --> 00:02:56.500]  所以要病
[00:02:56.500 --> 00:02:58.500]  我們當時其實都不太喜歡
[00:02:58.500 --> 00:03:01.000]  跟那些有病的人親近
[00:03:01.000 --> 00:03:03.000]  因為他們帶著罪之身
[00:03:03.000 --> 00:03:05.000]  以為他們都是有罪的人
[00:03:05.000 --> 00:03:06.500]  當時耶穌就解釋給大家聽
[00:03:06.500 --> 00:03:07.500]  其實不是這樣
[00:03:07.500 --> 00:03:13.000]  原來神要在這些人的身上顯出神的作為
[00:03:13.500 --> 00:03:17.000]  今天所看的經文發生在耶利哥這個城市
[00:03:17.000 --> 00:03:19.000]  想起耶利哥這個城市
[00:03:19.000 --> 00:03:22.000]  難免我們想起其中兩個的事情都熟悉
[00:03:22.000 --> 00:03:25.000]  一個就是當以色列人進入迦南地的時候
[00:03:25.000 --> 00:03:27.000]  當時約瑟亞大以色列人進入迦南地
[00:03:27.000 --> 00:03:29.500]  第一個要去攻陷的城市就是耶利哥
[00:03:29.500 --> 00:03:31.000]  大家相信都記得那個事蹟
[00:03:31.000 --> 00:03:32.000]  圍城幾十天
[00:03:32.000 --> 00:03:35.000]  然後就把整個城牆倒塌
[00:03:35.000 --> 00:03:36.500]  不是士兵將它倒塌
[00:03:36.500 --> 00:03:38.000]  是神令城牆倒塌
[00:03:38.000 --> 00:03:41.000]  讓他們很容易進入耶利哥城
[00:03:41.000 --> 00:03:43.000]  第二個事蹟
[00:03:43.000 --> 00:03:46.000]  我們最近在不同的講道裡面
[00:03:46.000 --> 00:03:48.000]  不同的牧者都有提到
[00:03:48.000 --> 00:03:51.000]  瑞利長薩蓋的故事
[00:03:51.000 --> 00:03:53.500]  一個身材矮小的瑞利長
[00:03:53.500 --> 00:03:56.000]  為了要看耶穌就爬上棵樹上面
[00:03:56.000 --> 00:03:59.000]  在耶利哥城裡面等候耶穌進入城
[00:03:59.000 --> 00:04:01.000]  薩蓋就有機會
[00:04:01.000 --> 00:04:06.000]  在樹上清楚看到耶穌的樣貌
[00:04:06.000 --> 00:04:09.000]  大家記得那個事蹟是怎樣的嗎?
[00:04:09.000 --> 00:04:13.000]  耶穌就和薩蓋成為朋友
[00:04:13.000 --> 00:04:14.500]  今天要看的經文
[00:04:14.500 --> 00:04:18.000]  同樣是發生在耶利哥城外面的一個地方
[00:04:18.000 --> 00:04:21.000]  當時那些行乞的人
[00:04:21.000 --> 00:04:24.000]  那些乞丐、請求幫助的人
[00:04:24.000 --> 00:04:27.000]  就在城外坐在路邊行乞
[00:04:27.000 --> 00:04:28.000]  為什麼呢?
[00:04:28.000 --> 00:04:30.500]  因為很多時候那些人進城或者離開城市
[00:04:30.500 --> 00:04:32.500]  都會經過那些路
[00:04:32.500 --> 00:04:34.000]  如果在路旁行乞
[00:04:34.000 --> 00:04:35.500]  通常那些人進城、出城都好
[00:04:35.500 --> 00:04:37.500]  都有機會在他們面前經過
[00:04:37.500 --> 00:04:41.500]  都有機會向他們請求幫助
[00:04:41.500 --> 00:04:45.000]  給他們一些食物
[00:04:45.000 --> 00:04:52.000]  接下來就是說
[00:04:52.000 --> 00:04:55.500]  一個盲眼的乞丐
[00:04:55.500 --> 00:04:58.000]  突然間聽到很多的聲音
[00:04:58.000 --> 00:05:01.000]  很吵吵的聲音
[00:05:01.000 --> 00:05:04.500]  如果一個乞丐當時聽到很多人要路過路旁的時候
[00:05:04.500 --> 00:05:06.500]  他們應該是一個開心、期望的心情
[00:05:06.500 --> 00:05:08.500]  因為他們相信很多人經過
[00:05:08.500 --> 00:05:13.000]  很有機會今天可以吃到更多的飯菜
[00:05:13.000 --> 00:05:17.500]  或者可能今天可以得到更多金錢上的幫助
