
[00:00:00.000 --> 00:00:05.160]  我們今天的正道是真國
[00:00:05.160 --> 00:00:07.900]  這是一個大綱
[00:00:07.900 --> 00:00:14.400]  在新約聖經當中
[00:00:14.400 --> 00:00:17.200]  有四卷的福音書
[00:00:17.200 --> 00:00:22.080]  三卷可以說是父女福音
[00:00:22.080 --> 00:00:24.220]  他們是很相近的
[00:00:24.220 --> 00:00:27.380]  這三本福音的內容是很相似的
[00:00:27.380 --> 00:00:33.460]  就是《馬赫》、《馬太》、《路加》
[00:00:33.460 --> 00:00:37.720]  這三本福音書通常可以說是父女福音
[00:00:37.720 --> 00:00:41.920]  另外一本《約翰福音》就是我們今天說的這本
[00:00:41.920 --> 00:00:45.600]  通常是補充另外三本的
[00:00:45.600 --> 00:00:55.040]  因為它在內容裡面跟另外三本福音的內容是不一樣的
[00:00:55.040 --> 00:00:57.040]  但是前後一致的
[00:00:57.040 --> 00:00:59.040]  是可以作為補充的
[00:00:59.040 --> 00:01:03.620]  所以平常稱為一個補充的福音
[00:01:03.620 --> 00:01:06.020]  不是學術性的一個稱謂
[00:01:06.020 --> 00:01:08.520]  所以在四卷福音當中
[00:01:08.520 --> 00:01:10.520]  你可以將它分為兩部份
[00:01:10.520 --> 00:01:13.940]  《馬赫》、《馬太》、《路加》
[00:01:13.940 --> 00:01:17.940]  另外就是我們現在這本《約翰福音》
[00:01:17.940 --> 00:01:22.860]  我記得前段時間我們弟兄姊妹有一個團契
[00:01:22.860 --> 00:01:27.100]  就去半島喝茶
[00:01:27.100 --> 00:01:29.100]  當中有一個老師來的
[00:01:29.100 --> 00:01:33.100]  是教中學的
[00:01:33.100 --> 00:01:35.100]  他又跟我分享了一件事
[00:01:35.100 --> 00:01:38.600]  他說他是訓練中學生的
[00:01:38.600 --> 00:01:42.600]  特別是帶他們去到一些偏僻的地方
[00:01:42.600 --> 00:01:45.100]  或者一些村莊去訓練他們
[00:01:45.100 --> 00:01:47.600]  可能是訓練他們的生活技能
[00:01:47.600 --> 00:01:49.600]  或者是一些野外的野生技能
[00:01:49.600 --> 00:01:54.600]  讓他們能夠提高自己生活的一些歷練
[00:01:54.600 --> 00:01:56.600]  或者是讓他們鍛鍊
[00:01:56.600 --> 00:02:01.600]  有一天他們本來的時間已經到了
[00:02:01.600 --> 00:02:03.600]  按計劃他們應該大概
[00:02:03.600 --> 00:02:09.100]  比喻可能是五點鐘就應該可以回去的了
[00:02:09.100 --> 00:02:12.600]  但是他覺得這麼難得的一次來到
[00:02:12.600 --> 00:02:14.600]  不如多練一會兒吧
[00:02:14.600 --> 00:02:16.600]  誰知道多練了一會兒
[00:02:16.600 --> 00:02:18.600]  太陽就下山了
[00:02:18.600 --> 00:02:22.600]  就要趕著出去
[00:02:22.600 --> 00:02:24.600]  但是當他們趕著出去的時候
[00:02:24.600 --> 00:02:26.600]  太陽真的下得很快
[00:02:26.600 --> 00:02:28.600]  一下子天就黑了
[00:02:28.600 --> 00:02:30.600]  他們就要找路
[00:02:30.600 --> 00:02:32.600]  天黑的路或者環境
[00:02:32.600 --> 00:02:34.600]  我們走過夜路就知道
[00:02:34.600 --> 00:02:36.600]  如果你是不熟悉那一帶的
[00:02:36.600 --> 00:02:38.600]  你很容易迷失方向的
[00:02:38.600 --> 00:02:40.600]  你很容易
[00:02:40.600 --> 00:02:43.600]  我覺得跟那個記憶是不一樣的
[00:02:43.600 --> 00:02:45.600]  所以他就要找出口了
[00:02:45.600 --> 00:02:48.600]  而且他去的地方只有一個出口
[00:02:48.600 --> 00:02:53.600]  當時的老師就帶了一個很小的手電筒
[00:02:53.600 --> 00:02:58.600]  稍微照光那條路
[00:02:58.600 --> 00:03:00.600]  但是一班學生跟著
[00:03:00.600 --> 00:03:02.600]  但是光是不夠的
[00:03:02.600 --> 00:03:05.600]  不足夠去找到那個出口
[00:03:05.600 --> 00:03:08.600]  就在這個徬徨當中
[00:03:08.600 --> 00:03:11.600]  就有一個人自己走過來說
[00:03:11.600 --> 00:03:13.600]  你們是不是要出去
[00:03:13.600 --> 00:03:15.600]  我帶你們出去
[00:03:15.600 --> 00:03:17.600]  那位老師當然高興了
[00:03:17.600 --> 00:03:20.600]  因為找來找去不知道
[00:03:20.600 --> 00:03:24.600]  不確定哪個是那個出口
[00:03:24.600 --> 00:03:27.600]  大概有個印象
[00:03:27.600 --> 00:03:33.600]  就是在差不多幾步的路那裡
[00:03:33.600 --> 00:03:35.600]  那個出口就在那裡
[00:03:35.600 --> 00:03:37.600]  如果他再往前走
[00:03:37.600 --> 00:03:39.600]  就錯過了那個出口了
[00:03:39.600 --> 00:03:41.600]  他就會很難找回那個出口了
[00:03:41.600 --> 00:03:45.600]  所以這個人就帶了他們出去了
[00:03:45.600 --> 00:03:49.600]  所以這個人就好像當時的一盞明燈一樣
[00:03:49.600 --> 00:03:51.600]  帶了他們出去
[00:03:51.600 --> 00:03:53.600]  所以光是很重要的
[00:03:53.600 --> 00:03:55.600]  如果我們在人生當中
[00:03:55.600 --> 00:03:57.600]  在你的旅程當中
[00:03:57.600 --> 00:03:59.600]  沒有光是很麻煩的
[00:03:59.600 --> 00:04:01.600]  因為你不知道方向
[00:04:01.600 --> 00:04:05.600]  你不知道那個出路是什麼
[00:04:05.600 --> 00:04:09.600]  我們今天讀的經文
[00:04:09.600 --> 00:04:11.600]  第一段經文是講到
[00:04:11.600 --> 00:04:15.600]  六至八節是講到見證人約翰
[00:04:15.600 --> 00:04:17.600]  這個約翰呢
[00:04:17.600 --> 00:04:21.600]  他不是我們約翰福音的約翰
[00:04:21.600 --> 00:04:23.600]  他是詩世約翰
[00:04:23.600 --> 00:04:26.600]  我們上一次就講到道
[00:04:26.600 --> 00:04:28.600]  太初有道
[00:04:28.600 --> 00:04:30.600]  這個道是太初的
[00:04:30.600 --> 00:04:33.600]  他在創造時間之前就有了
[00:04:33.600 --> 00:04:36.600]  這個道他也是與上帝同在的
[00:04:36.600 --> 00:04:38.600]  他就是神
[00:04:38.600 --> 00:04:40.600]  道他是創造萬物的
[00:04:40.600 --> 00:04:43.600]  凡被做的都是藉著他做的
[00:04:43.600 --> 00:04:48.600]  而且這個道是人的生命
[00:04:48.600 --> 00:04:51.600]  如果人的生命有這個道
[00:04:51.600 --> 00:04:52.600]  人的裡面有這個道
[00:04:52.600 --> 00:04:54.600]  他就有生命了
[00:04:54.600 --> 00:04:56.600]  而且這個生命就是人的光
[00:04:56.600 --> 00:04:58.600]  所以道是很重要的
[00:04:58.600 --> 00:05:00.600]  你有沒有道
[00:05:00.600 --> 00:05:03.600]  就代表你有沒有生命
[00:05:03.600 --> 00:05:04.600]  你有沒有生命
[00:05:04.600 --> 00:05:06.600]  就代表你裡面有沒有光
[00:05:06.600 --> 00:05:08.600]  所以一至五節
[00:05:08.600 --> 00:05:11.600]  已經是將道和生命
[00:05:11.600 --> 00:05:13.600]  以及我們生命裡面的光
[00:05:13.600 --> 00:05:16.600]  已經連在一起了
[00:05:16.600 --> 00:05:18.600]  所以當一個人
[00:05:18.600 --> 00:05:19.600]  如果你跟這個道
[00:05:19.600 --> 00:05:22.600]  跟這個光是沒有關係的時候
[00:05:22.600 --> 00:05:25.600]  你就落在黑暗當中了
