
[00:00:00.000 --> 00:00:07.720]  大家早上好,很感謝陳牧師和城匯社區教會的邀請
[00:00:07.720 --> 00:00:11.760]  今早有機會來跟大家分享一些訊息
[00:00:11.760 --> 00:00:15.200]  我們開始的時候先來一個禱告
[00:00:15.200 --> 00:00:18.280]  慈悲、全能、全愛的主
[00:00:18.280 --> 00:00:24.040]  我們感謝你在主日的清晨有一個這麼好的機會在這裡聚集、崇拜
[00:00:24.040 --> 00:00:30.040]  我們感謝主你給我們有一個機會在今早可以思想一下關於難民的一個問題
[00:00:30.040 --> 00:00:34.080]  求主你親自向我們每一個人說話
[00:00:34.080 --> 00:00:39.040]  讓我們明白主你自己的心意亦都知道怎樣去回應你的呼召
[00:00:39.040 --> 00:00:44.440]  我們恭敬的將今天講到的時間都在主你的手裏面
[00:00:44.440 --> 00:00:45.960]  求主掌管使用
[00:00:45.960 --> 00:00:49.960]  以上不完全的禱告是奉主耶穌基督得聖的名,阿們
[00:00:49.960 --> 00:00:54.440]  今天我們講的題目是「流散與福音廣傳」
[00:00:54.440 --> 00:00:57.440]  「流散與福音廣傳」
[00:00:57.440 --> 00:01:03.560]  首先我講一下我自己
[00:01:03.560 --> 00:01:06.640]  我是土生土長的香港人
[00:01:06.640 --> 00:01:12.520]  我成長的過程裏面生活都很舒適
[00:01:12.520 --> 00:01:17.440]  當時在香港最大的危機就是升學問題
[00:01:17.440 --> 00:01:21.400]  因為怕成績不好,不可以升到大學
[00:01:21.400 --> 00:01:26.800]  那個時候對世界的認識不是很多
[00:01:26.800 --> 00:01:31.520]  更加對難民的認識是少之又少
[00:01:31.520 --> 00:01:36.640]  我不知道大家有沒有看過在1982年有一齣戲叫做《投奔怒海》
[00:01:36.640 --> 00:01:44.160]  這齣戲在82年的時候原來是全港的電影
[00:01:44.160 --> 00:01:47.800]  是奪得了一個獎項,是最佳電影
[00:01:47.800 --> 00:01:49.800]  其實它奪得了五個獎項連續
[00:01:49.800 --> 00:01:54.160]  這齣戲的內容是講一個日本的記者
[00:01:54.160 --> 00:02:00.560]  去到越南,那個時候南越已經淪陷了
[00:02:00.560 --> 00:02:04.960]  即是說共產黨已經控制了整個越南
[00:02:04.960 --> 00:02:14.040]  他就在政府安排之下去訪問和參觀一些當時的居民
[00:02:14.040 --> 00:02:18.600]  發覺他們的生活是非常之幸福
[00:02:18.600 --> 00:02:25.640]  但這只是表面,但當他再深入地去查究的時候
[00:02:25.640 --> 00:02:33.720]  發覺原來很多越南的人,他們是冒死逃離越南
[00:02:33.720 --> 00:02:36.760]  所以就有這個《投奔怒海》的情況
[00:02:36.760 --> 00:02:40.360]  當時,我不知道你還記不記得,如果你從香港來
[00:02:40.360 --> 00:02:48.040]  當時有一些越南的難民,他們是坐著一艘漁船離開越南
[00:02:48.040 --> 00:02:52.520]  有些是來到香港,香港我還記得設了一些
[00:02:52.520 --> 00:02:58.840]  專為越南的船民而設的難民營
[00:02:58.840 --> 00:03:05.240]  你想一想,那個海,那個海是風平浪靜,當然很好
[00:03:05.240 --> 00:03:09.000]  但如果風浪大作的時候,其實是很恐怖
[00:03:09.000 --> 00:03:18.760]  我以前試過一次,從香港駕駛帆船經過南中國海去菲律賓
[00:03:18.760 --> 00:03:25.560]  我駕駛的是智峰號,不知道大家有沒有聽過
[00:03:25.560 --> 00:03:29.560]  當時是經過五天的時間,由香港經過南中國海
[00:03:29.560 --> 00:03:35.640]  去到菲律賓北面的一個叫Hundred Islands的地方
[00:03:35.640 --> 00:03:40.920]  我記得那時候曾經風浪大作
[00:03:40.920 --> 00:03:44.680]  我覺得一艘船,我們有一艘船一百三十多呎長
[00:03:44.680 --> 00:03:48.840]  但在海裡真的很渺小,不要說人,船也很渺小
[00:03:48.840 --> 00:03:55.720]  當大浪打過來的時候,船的主桿只是在水上
[00:03:55.720 --> 00:04:00.280]  四十多呎浪,即是四五層樓的浪打過來
[00:04:00.280 --> 00:04:03.560]  那時候覺得海是非常可怕
[00:04:03.560 --> 00:04:10.440]  有什麼令這些越南的難民要離開他們的家園去投奔怒海呢?
[00:04:10.440 --> 00:04:15.000]  他們是願意將他們的生命壓上這個島
[00:04:15.000 --> 00:04:22.200]  即是說他們一定是受到很大的逼迫才會這樣做
[00:04:22.200 --> 00:04:24.040]  到底什麼叫做難民呢?
[00:04:24.040 --> 00:04:35.240]  難民的定義,他們說難民是屬於一個人已經身處在自己國家以外
[00:04:35.240 --> 00:04:37.000]  但是他為什麼會身處在國家以外呢?
[00:04:37.000 --> 00:04:43.080]  就是因為這個宗教,或者政治,或者一些武裝衝突的緣故
[00:04:43.080 --> 00:04:53.320]  而害怕他自己受到這個生命,或者身體,或者自由方面受到傷害,受到逼迫
[00:04:53.320 --> 00:04:56.600]  而需要要求國際提供保護
[00:04:56.600 --> 00:05:05.080]  即是說這些人不是因為經濟原因而走去其他國家,那些不是難民
[00:05:05.080 --> 00:05:13.160]  現在說他們是受到逼迫,而這個逼迫是令到他們的生命,身體和自由是會受到傷害的
[00:05:13.160 --> 00:05:17.000]  而他沒有辦法留在他那個國家,受到保護
[00:05:17.000 --> 00:05:22.520]  所以他要離開這個國家,尋求國際的保護,這些就叫做難民
[00:05:22.520 --> 00:05:27.640]  還有另一個名詞叫做IDP,Internally Displaced People
[00:05:27.640 --> 00:05:30.200]  中文翻譯為國內流離失所
[00:05:30.200 --> 00:05:35.960]  其實這些國內流離失所者IDP的情況和這些難民一樣
[00:05:35.960 --> 00:05:39.160]  但是他還未能夠逃離這個國家
[00:05:39.160 --> 00:05:44.520]  他可能在這個國家裏面,由一個地方逃到另一個地方,去避難
[00:05:44.520 --> 00:05:50.440]  當他們離開國家的時候,定義就改,將由這個IDP就變做這個難民
[00:05:50.440 --> 00:05:55.160]  很多時候這個IDP的情況是比這個難民更加危險
[00:05:55.160 --> 00:06:01.960]  因為他們所受的逼迫,還可能在附近
[00:06:01.960 --> 00:06:06.840]  聖經裏面其實原來有很多很多難民的故事
[00:06:06.840 --> 00:06:14.120]  我想和大家回去思想一下,第一個的聖誕
[00:06:14.120 --> 00:06:20.360]  當我們提到聖誕節的時候,是否通常我們會覺得是一個很普天同慶的一個節日
[00:06:20.360 --> 00:06:23.960]  一個歡樂的節日,因為我們的救世主降生
[00:06:23.960 --> 00:06:26.760]  是一個歡樂的場景來的,是嗎?
[00:06:26.760 --> 00:06:33.160]  但是如果你回想第一個的聖誕節,第一個聖誕,不是這樣的情景
[00:06:33.160 --> 00:06:41.080]  第一個聖誕其實是一個危機四伏,刀綱劍影,是很危險的一個情境
[00:06:41.080 --> 00:06:43.080]  我們看看聖經說什麼
[00:06:43.080 --> 00:06:47.080]  在這個馬太福音裏面有這樣的說話
[00:06:47.080 --> 00:06:51.800]  有主的使者向約瑟夢中顯然,他說
[00:06:51.800 --> 00:06:58.600]  起來帶著小孩子和他的母親逃往埃及,住在那裏
[00:06:58.600 --> 00:07:04.680]  等我吩咐你,因為希律必尋找小孩子要除滅他
[00:07:04.680 --> 00:07:11.480]  約瑟就起來,夜間帶著小孩子和他母親往埃及去,住在那裏
[00:07:11.480 --> 00:07:17.880]  直到希律死了,這時要應驗主席先知所說的話
[00:07:17.880 --> 00:07:21.080]  我從埃及召出我的兒子來
[00:07:21.080 --> 00:07:30.040]  你想一想,當時夜晚約瑟得到一個夢,得到天使的報夢
[00:07:30.040 --> 00:07:36.040]  天使要他逃離他們現在所住的地方,就是百里咸
[00:07:36.040 --> 00:07:43.800]  要去埃及,因為當時的王要追殺他的兒子耶穌
[00:07:43.800 --> 00:07:51.880]  你可以考慮,那時約瑟半夜三更,立即叫醒瑪利亞
[00:07:51.880 --> 00:07:58.840]  瑪利亞抱著嬰兒耶穌,可能他們有一隻雷,可能坐著一隻雷
[00:07:58.840 --> 00:08:05.640]  然後在晚上帶著一些誓丸離開,要去埃及
[00:08:05.640 --> 00:08:13.800]  你想一想,當時是很倉促的,他們在夜間走路
[00:08:13.800 --> 00:08:18.280]  當時相信都不會有什麼街燈,可能是很黑的
[00:08:18.280 --> 00:08:31.640]  他就教著月光,一些星的照明來看路,趕著離開埃及
[00:08:31.640 --> 00:08:42.200]  你想一想,當時的情境其實很危險,因為當時的王要殺耶穌
[00:08:42.200 --> 00:08:48.120]  當我再看這個故事時,我立即有一個反應,就想起這幅照片
[00:08:48.120 --> 00:08:59.080]  這幅照片是在2014年時,一些大媒體登出來,可能是BBC或CNN
[00:08:59.080 --> 00:09:07.560]  這張照片的背景是什麼呢?就是一些雅茲迪的難民倉促地逃離他們的家園
[00:09:07.560 --> 00:09:14.680]  當時發生什麼事呢?就是這些所謂雅茲迪的難民住在伊拉克的北部
[00:09:14.680 --> 00:09:22.200]  他們住的家鄉叫Sinjar,就很近瑞利亞那邊
[00:09:22.200 --> 00:09:32.200]  而瑞利亞當時興起了一個伊斯蘭國,這些伊斯蘭國的人就很憎恨這些非回教徒
[00:09:32.200 --> 00:09:39.160]  這些雅茲迪的人,他們的信仰不是回教徒來的
[00:09:39.160 --> 00:09:46.840]  他們有自己的宗教,yashidism,是一個很古老的宗教,甚至是之前阿伯拉罕的
[00:09:46.840 --> 00:09:54.360]  他們的宗教是說,神創造了天地之後,將祂交給七個天使去管理
[00:09:54.360 --> 00:10:00.600]  而祂的天使長叫做Peacock Angel,曾經犯罪被打落地獄
[00:10:00.600 --> 00:10:05.720]  後來也得到復職,可以從地獄中釋放出來
[00:10:05.720 --> 00:10:17.320]  這個故事,當被這些回教徒聽了之後,他們就會覺得這個所謂Peacock Angel,其實就是Luciva,就是魔鬼來的
[00:10:17.320 --> 00:10:25.720]  所以他們叫這些雅茲迪、Yashidi這些人,叫做Devil Worshipper,他們很憎恨這些人
[00:10:25.720 --> 00:10:35.960]  在歷史上,這些雅茲迪的人曾經有73次被種族清洗,他們現在的人口是比以前少的
[00:10:35.960 --> 00:10:49.880]  當時2014年的時候,ISIS就是由Syria打過來伊拉克,他們在晚上就圍住他們的城,要攻進去,要打他們
[00:10:49.880 --> 00:10:59.560]  我還記得當時,我們去伊拉克服侍,聽到一些人親身跟我說,他們逃難經過
[00:10:59.560 --> 00:11:09.880]  他們說晚上突然聽見有槍聲,有很多嘈吵的聲音,原來發覺他們的鄉村已經被ISIS圍住,要攻進來
[00:11:09.880 --> 00:11:22.120]  他們匆忙地逃跑,我跟他們說這個故事的人,他們剛好家裡有輛車,上了車開車往山上走
[00:11:22.120 --> 00:11:36.760]  在沿途看見很多人已經受了傷,他們都沒有辦法去幫他們,而他們知道的他們的親鄰舍和親友,如果沒辦法有交通工具走,很多都走不及就會被殺
[00:11:36.760 --> 00:11:52.520]  我們再看回這個聖經裡的難民的故事,看回這個Holy Family的情況,當時的環境
[00:11:52.520 --> 00:12:02.120]  當時的王希律,因為他找不到耶穌基督,所以他就下令將兩歲以內的男童都殺盡
[00:12:02.120 --> 00:12:12.360]  耶穌出世沒多久就已經變成難民,要離開他的本國,去埃及避難
[00:12:12.360 --> 00:12:28.040]  但這個故事,在埃及和北非的一些基督徒,他們認為他們的祖國埃及曾經為耶穌一家提供庇護,是津津樂道的
[00:12:28.040 --> 00:12:42.600]  甚至有些歌曲講述這件事,他們是引以為榮,因為他們能夠在耶穌受難的時候,能夠為一家提供庇護
[00:12:42.600 --> 00:12:58.920]  這首歌曲是北非的一些基督徒的歌曲,我們將它翻譯成英文,它基本上是對能夠為英國的耶穌一家提供保護感到光榮
[00:12:58.920 --> 00:13:16.120]  聖經裡面說過,我們要用愛心去接待一些客女,希伯來書這樣說,不可忘記用愛心接待客女,因為曾經有接待客女的,不知不覺就接待了天使
[00:13:16.120 --> 00:13:43.320]  當時在埃及的人,不知不覺就接待了救世主,其實我們回想在教會裡面有很多被逼迫的歷史,也因為這些逼迫,很多基督徒瞬間變為難民,要逃離他們的本國
[00:13:43.320 --> 00:14:01.960]  在《司徒行傳》提到,在初期的教會,在司提反被殺之後,耶路撒冷的教會大遭逼迫,除了司徒以外,門徒部分都分散在猶太和撒瑪利亞的各處
[00:14:01.960 --> 00:14:15.240]  即是說,在司提反被殺之後,教會裡面很多人都感到很危險,他們要離開本國本地,去避難
[00:14:15.240 --> 00:14:30.600]  那些因司提反的事,遭遇患難四散的門徒,直走到肥里基和居比路,並安提哥,主與他們同在,信而歸主的人就很多了
[00:14:30.600 --> 00:14:49.400]  這裡發生一件事,就是這些基督徒,當他們要離開本國,逃難的時候,他們去到第二個地方,他們同一時候,也將這個福音帶過去
[00:14:49.400 --> 00:15:05.160]  神是有祂的心意,他們容許這些離散的事情發生,可能就是,心意就是要這些基督徒利用這個機會,去將這個福音去廣傳
[00:15:05.160 --> 00:15:25.880]  當時的信徒,由耶路撒冷,走到地中海的一帶,然後去到歐洲,而歐洲後來,也將基督教接納成為一個國教,或者天主教和基督教都會成為一個國教
[00:15:25.880 --> 00:15:39.480]  而這些歐洲的國家,後來也擴充他們的地盤,發展很多殖民地,這些殖民地就去到亞洲,去到非洲
