
[00:00:00.000 --> 00:00:04.200]  大家好,今天我們叫「Kung Fu Circle」
[00:00:04.200 --> 00:00:07.800]  我們開始丹尼里系列的時候
[00:00:07.800 --> 00:00:10.600]  是由他的第一章開始
[00:00:10.600 --> 00:00:13.400]  接著經過了六個多月的努力
[00:00:13.400 --> 00:00:18.600]  我們完成了這個丹尼里的第七章
[00:00:18.600 --> 00:00:22.000]  我就說我沒辦法再去第八章了
[00:00:22.000 --> 00:00:25.400]  因為第八章是太過困難
[00:00:25.400 --> 00:00:31.800]  於是今天我們總結回到丹尼里書的第一章
[00:00:31.800 --> 00:00:34.200]  我們要完成我們這個系列
[00:00:34.200 --> 00:00:37.400]  但是那個感覺是很不一樣的
[00:00:37.400 --> 00:00:41.600]  因為你以前對於他來說是比較陌生
[00:00:41.600 --> 00:00:42.600]  經過了六個月
[00:00:42.600 --> 00:00:46.400]  我也希望大家對丹尼里是比較熟悉
[00:00:46.400 --> 00:00:49.400]  對我來說就好像多了一個朋友
[00:00:49.400 --> 00:00:51.600]  接著我走了六個月
[00:00:51.600 --> 00:00:55.200]  但是這個何止是一位朋友呢?
[00:00:55.200 --> 00:00:58.000]  基本上是一個屬靈上的引導者
[00:00:58.000 --> 00:01:01.200]  也都他在不斷挑戰我們的信仰
[00:01:01.200 --> 00:01:04.200]  希望今天我們可以有一個總結
[00:01:04.200 --> 00:01:11.400]  是值得我們可以一起去明白
[00:01:11.400 --> 00:01:16.000]  再重新去跟隨丹尼里的腳蹤
[00:01:16.000 --> 00:01:20.000]  去跟隨基督
[00:01:20.000 --> 00:01:22.800]  歡迎大家來到我們的周六崇拜
[00:01:22.800 --> 00:01:27.000]  上年十二月我們開始了一個新的講道系列
[00:01:27.000 --> 00:01:31.600]  我們要宣講的是《舊約聖經》裡面的丹尼里書
[00:01:31.600 --> 00:01:33.600]  宣講的題目是
[00:01:33.600 --> 00:01:36.800]  《在巴比倫等待君王》
[00:01:36.800 --> 00:01:42.200]  有不少人誤以為丹尼里是一本普通的兒童故事書
[00:01:42.200 --> 00:01:47.400]  但是其實它是一本精挑細奪的文學作品
[00:01:47.400 --> 00:01:48.800]  整本書的主題是
[00:01:48.800 --> 00:01:52.000]  《忠心至死見證天國》
[00:01:52.000 --> 00:01:55.600]  它是由一系列的天國異象所組成
[00:01:55.600 --> 00:02:00.800]  接著再緊緊包住了兩個忠心至死的見證
[00:02:00.800 --> 00:02:03.200]  就是我們所熟悉的裂火謠
[00:02:03.200 --> 00:02:06.400]  以及獅子坑的故事
[00:02:06.400 --> 00:02:09.800]  感謝上帝經過了六個多月的努力
[00:02:09.800 --> 00:02:16.600]  我們終於完成了丹尼里書第一章至第七章的研讀和宣講
[00:02:16.600 --> 00:02:21.400]  就是丹尼里書裡面的阿蘭文部分
[00:02:21.400 --> 00:02:25.000]  丹尼里書第一章是整本書的序曲
[00:02:25.000 --> 00:02:27.400]  是希伯來文所寫的
[00:02:27.400 --> 00:02:31.400]  99%舊約聖經都是希伯來文所寫的
[00:02:31.400 --> 00:02:36.000]  然而由第二章開始一直到第七章
[00:02:36.000 --> 00:02:38.400]  是用阿蘭文所寫的
[00:02:38.400 --> 00:02:41.200]  阿蘭文是當時的國際語言等於
[00:02:41.200 --> 00:02:45.800]  你寫一本中文的聖經突然間轉為英文
[00:02:45.800 --> 00:02:48.800]  一轉就轉為六章的聖經
[00:02:48.800 --> 00:02:52.600]  在這個黃色部分的六章聖經裡面
[00:02:52.600 --> 00:03:00.000]  剛好是組成一個ABCCBA前後呼應的結構
[00:03:00.000 --> 00:03:03.800]  於是丹尼里書第一章至第七章
[00:03:03.800 --> 00:03:07.600]  是一個序幕再加三對
[00:03:07.600 --> 00:03:09.800]  耶和華上帝給萬國萬民
[00:03:09.800 --> 00:03:11.200]  為什麼叫萬國萬民?
[00:03:11.200 --> 00:03:13.000]  因為它是用英文寫的
[00:03:13.000 --> 00:03:15.800]  給萬國萬民的信息
[00:03:15.800 --> 00:03:19.200]  我們總共用了十九篇的講道
[00:03:19.200 --> 00:03:22.200]  講過去的六個月
[00:03:22.200 --> 00:03:25.400]  現在我們再用四篇的講章
[00:03:25.400 --> 00:03:27.600]  我們想終極回顧
[00:03:27.600 --> 00:03:32.400]  將十九篇到濃縮成為四篇
[00:03:32.400 --> 00:03:34.200]  這四篇分別是
[00:03:34.200 --> 00:03:37.000]  回轉成人
[00:03:37.000 --> 00:03:38.600]  Return unto man
[00:03:38.600 --> 00:03:41.400]  講的是丹尼里書第四章和第五章
[00:03:41.400 --> 00:03:43.400]  第四章第五章是一對的
[00:03:43.400 --> 00:03:46.600]  第二篇是忠心致死
[00:03:46.600 --> 00:03:47.800]  Faithful unto death
[00:03:47.800 --> 00:03:50.200]  是丹尼里書第三章和第六章
[00:03:50.200 --> 00:03:52.800]  火耀和獅子黑暗的故事也是一對的
[00:03:52.800 --> 00:03:55.400]  接著是見證天國
[00:03:55.400 --> 00:03:56.400]  上星期我們講的
[00:03:56.400 --> 00:03:59.400]  Witness unto kingdom
[00:03:59.400 --> 00:04:01.800]  是丹尼里書第二章和第七章
[00:04:01.800 --> 00:04:02.600]  也是一對的
[00:04:02.600 --> 00:04:07.600]  今天我們要講的是分別為聖
[00:04:07.600 --> 00:04:09.800]  Holy unto God
[00:04:09.800 --> 00:04:11.800]  總結第一章
[00:04:11.800 --> 00:04:17.600]  也是總結丹尼里書第一至七章的訊息
[00:04:17.600 --> 00:04:21.800]  如果我們想要用一句說話來形容
[00:04:21.800 --> 00:04:25.400]  總結丹尼里的一生
[00:04:25.400 --> 00:04:26.600]  分別為聖
[00:04:26.600 --> 00:04:27.800]  Holy unto God
[00:04:27.800 --> 00:04:31.000]  可能就是最恰當的那一句
[00:04:31.000 --> 00:04:33.000]  丹尼里的一生
[00:04:33.000 --> 00:04:35.800]  從年幼到年長
[00:04:35.800 --> 00:04:38.400]  十幾歲到八十幾歲
[00:04:38.400 --> 00:04:41.800]  從自主當他還在猶太冷的時候
[00:04:41.800 --> 00:04:44.600]  到後來秘魯巴比倫
[00:04:44.600 --> 00:04:46.200]  由頭至尾
[00:04:46.200 --> 00:04:49.200]  從頭到尾都是分別為聖
[00:04:49.200 --> 00:04:51.000]  歸神所有
[00:04:51.000 --> 00:04:54.600]  為神所用的人生
[00:04:54.600 --> 00:04:56.400]  你不要以為你一這樣講的時候
[00:04:56.400 --> 00:04:56.800]  你會說
[00:04:56.800 --> 00:04:59.800]  但是你基本上是一個完美的神人
[00:04:59.800 --> 00:05:01.400]  但是你不是
[00:05:01.400 --> 00:05:02.600]  如果他是完美
[00:05:02.600 --> 00:05:07.200]  他就不會狠切祈求聖殿的重建
[00:05:07.200 --> 00:05:09.600]  他一直到年長
[00:05:09.600 --> 00:05:10.400]  八十幾歲
[00:05:10.400 --> 00:05:13.600]  他都是祈求上帝的聖殿可以被重建
[00:05:13.600 --> 00:05:18.000]  因為他自己和其他忠心上帝的子民
[00:05:18.000 --> 00:05:21.400]  需要罪得赦免
[00:05:21.400 --> 00:05:25.600]  但是你自知自己有罪
[00:05:25.600 --> 00:05:29.000]  但是他相信上帝的認許
[00:05:29.000 --> 00:05:33.800]  上帝已經為他的子民預備了一個救贖
[00:05:33.800 --> 00:05:34.800]  有一天
[00:05:34.800 --> 00:05:37.600]  秘魯得以回歸有一天
[00:05:37.600 --> 00:05:41.200]  罪孽得到赦免
[00:05:41.200 --> 00:05:44.600]  但是你真心相信
[00:05:44.600 --> 00:05:50.000]  但是你狠切等待上帝的救贖的實現
[00:05:50.000 --> 00:05:52.600]  上帝永恆天國的降臨
[00:05:52.600 --> 00:05:54.800]  就是因為這個信
[00:05:54.800 --> 00:05:56.800]  就是因為他信上帝的救贖
[00:05:56.800 --> 00:06:00.800]  因為他信上帝永恆天國的降臨
[00:06:00.800 --> 00:06:04.400]  所以他的一生分別為聖
[00:06:04.400 --> 00:06:06.000]  歸神所有
[00:06:06.000 --> 00:06:08.800]  為神所用
[00:06:08.800 --> 00:06:10.800]  問題來了
[00:06:10.800 --> 00:06:14.600]  這個問題也是每一次我們打開彈兒理書
[00:06:14.600 --> 00:06:19.800]  重複又重複聖經去考問我們的問題
[00:06:19.800 --> 00:06:21.200]  彈兒理相信
[00:06:21.200 --> 00:06:22.400]  彈兒理等待
[00:06:22.400 --> 00:06:23.400]  彈兒理渴望
[00:06:23.400 --> 00:06:24.800]  於是他分別為聖
[00:06:24.800 --> 00:06:28.400]  那我們相不相信呢
[00:06:28.400 --> 00:06:30.800]  我們等不等待呢
[00:06:30.800 --> 00:06:32.800]  我們渴不渴望呢
[00:06:32.800 --> 00:06:35.200]  如果我們相信
[00:06:35.200 --> 00:06:37.400]  等待渴望上帝的救贖
[00:06:37.400 --> 00:06:39.200]  和他天國的降臨
[00:06:39.200 --> 00:06:41.200]  那我們的人生
[00:06:41.200 --> 00:06:45.400]  是不是都是應該要分別為聖呢
[00:06:45.400 --> 00:06:48.000]  如果我們人生不是分別為聖
[00:06:48.000 --> 00:06:49.600]  那是不是代表了
[00:06:49.600 --> 00:06:52.000]  其實我們沒有真正相信
[00:06:52.000 --> 00:06:54.800]  等待渴望上帝的救贖
[00:06:54.800 --> 00:06:57.600]  和他的天國呢
[00:06:57.600 --> 00:07:02.000]  這個是我們要思想的問題
[00:07:02.000 --> 00:07:07.200]  我想帶你再次回到彈兒理書的第一章
[00:07:07.200 --> 00:07:08.600]  我想和你看看
[00:07:08.600 --> 00:07:11.400]  彈兒理年少少年的時候
[00:07:11.400 --> 00:07:13.000]  當時他應該是
[00:07:13.000 --> 00:07:15.000]  可能十四五歲而已
[00:07:15.000 --> 00:07:16.800]  他如何立志
[00:07:16.800 --> 00:07:18.200]  為主而活
[00:07:18.200 --> 00:07:21.200]  那個關鍵的時刻
[00:07:21.200 --> 00:07:25.400]  我要帶你回到一個非常黑暗的歲月
[00:07:25.400 --> 00:07:30.000]  是彈兒理被擄去巴比倫的時候
[00:07:30.000 --> 00:07:32.800]  但是理書第一章第一節這麼說
[00:07:32.800 --> 00:07:35.600]  猶大王約瓦徑在位第三年
[00:07:35.600 --> 00:07:38.800]  巴比倫王尼布格尼撒來到耶路撒冷
[00:07:38.800 --> 00:07:40.200]  將成為困
[00:07:40.200 --> 00:07:41.600]  接著第二節
[00:07:41.600 --> 00:07:46.600]  主張猶大王約瓦徑和上帝殿中的一些器命
