
[00:00:00.000 --> 00:00:06.000]  梁國雄議員
[00:00:30.000 --> 00:00:37.000]  主持人:就是他們的心都是對主充滿了感恩。
[00:00:37.000 --> 00:00:52.000]  主持人:他們內心的感恩的心是促使他們要用見證分享來表達對神的感謝。
[00:00:52.000 --> 00:01:06.000]  主持人:我想問問大家,你們有沒有嘗試過祝福別人或給了某人恩惠?
[00:01:06.000 --> 00:01:13.000]  主持人:然後他們就會向你表達感謝。
[00:01:13.000 --> 00:01:19.000]  主持人:他們是怎樣向你道謝的呢?
[00:01:19.000 --> 00:01:27.000]  主持人:你收到過最暖心的感謝是什麼呢?
[00:01:27.000 --> 00:01:31.000]  主持人:如果你是媽媽的話,
[00:01:31.000 --> 00:01:40.000]  主持人:可能你的兒女在每年的母親節都會向你道謝。
[00:01:40.000 --> 00:01:45.000]  主持人:感謝你對他們的照顧。
[00:01:45.000 --> 00:01:50.000]  主持人:如果小孩還小的時候,
[00:01:50.000 --> 00:02:02.000]  主持人:可能會寫一些心意卡把對媽媽的愛和感謝寫在裡面。
[00:02:02.000 --> 00:02:12.000]  主持人:長大了可能會買禮物或請你去吃大餐去道謝你。
[00:02:12.000 --> 00:02:19.000]  主持人:為什麼我只提媽媽不提爸爸呢?
[00:02:19.000 --> 00:02:26.000]  主持人:是不是爸爸是大丈夫就不需要這些東西呢?
[00:02:26.000 --> 00:02:31.000]  主持人:其實大家也知道不是爸爸不需要,
[00:02:31.000 --> 00:02:38.000]  主持人:而是爸爸根本收不到孩子們的感謝。
[00:02:38.000 --> 00:02:43.000]  主持人:大家知道我也是一個爸爸。
[00:02:43.000 --> 00:02:47.000]  主持人:我有一個兒子叫恩次。
[00:02:47.000 --> 00:02:50.000]  主持人:他現在21歲了。
[00:02:50.000 --> 00:02:55.000]  主持人:他現在在韓國服兵役。
[00:02:55.000 --> 00:03:01.000]  主持人:我和太太都很疼愛這個兒子。
[00:03:01.000 --> 00:03:08.000]  主持人:有時候我怕他不知道我很疼愛他。
[00:03:08.000 --> 00:03:17.000]  主持人:我就會故意問他:兒子,你應該知道我很疼愛你吧?
[00:03:17.000 --> 00:03:24.000]  主持人:他每次都會說:知道,我當然知道。
[00:03:24.000 --> 00:03:35.000]  主持人:我心想:既然知道,為什麼從來都沒有向我表達過謝謝呢?
[00:03:35.000 --> 00:03:47.000]  主持人:剛才我提到小孩子小時候總有機會寫一些感謝卡給父母。
[00:03:47.000 --> 00:03:50.000]  主持人:我的兒子也不例外。
[00:03:50.000 --> 00:03:57.000]  主持人:他寫過的,21年裡面總共寫了三次。
[00:03:57.000 --> 00:04:04.000]  主持人:三張我都保存了,因為非常的珍貴。
[00:04:04.000 --> 00:04:14.000]  主持人:接下來我就把我兒子寫給我的感謝卡的內容和一些屬靈兒女寫給我的感謝卡內容給大家看。
[00:04:14.000 --> 00:04:24.000]  主持人:大家要知道做傳道人或牧師的家人就是這樣,經常都要被出賣。
[00:04:24.000 --> 00:04:34.000]  主持人:我趁我兒子不在香港就公開一些秘密。
[00:04:34.000 --> 00:04:44.000]  主持人:我趁我兒子不在香港就公開一些秘密。
[00:04:44.000 --> 00:04:50.000]  主持人:這封就是我兒子寫給我的。
[00:04:50.000 --> 00:04:58.000]  主持人:寫親愛的爸爸,謝謝你照顧我。
[00:04:58.000 --> 00:05:08.000]  主持人:另一封就是我屬靈的女兒寫的。
[00:05:08.000 --> 00:05:14.000]  主持人:內容就不讀出來了,太多了。
[00:05:14.000 --> 00:05:22.000]  主持人:我兒子都是寫一句喜,兩句子。
[00:05:22.000 --> 00:05:32.000]  主持人:但是我屬靈的兒女們經常都寫一些很感動的話給我。
[00:05:32.000 --> 00:05:42.000]  主持人:我說三張,三張都留住了。
[00:05:42.000 --> 00:05:50.000]  主持人:另一封就是屬靈兒女寫給我的信和卡,生日卡和聖誕卡。
[00:05:50.000 --> 00:06:00.000]  主持人:是不是有很大分別?
[00:06:00.000 --> 00:06:10.000]  主持人:今天我的講題是充滿感恩的感恩。
[00:06:10.000 --> 00:06:20.000]  主持人:感覺有點重複多餘。
[00:06:20.000 --> 00:06:26.000]  主持人:充滿感恩就已經夠了,為什麼要再加一個感恩呢?
[00:06:26.000 --> 00:06:32.000]  主持人:當然有特別的意思。
[00:06:32.000 --> 00:06:40.000]  主持人:我知道每一個人對神總會有感恩的心。
[00:06:40.000 --> 00:06:50.000]  主持人:就好像我們吃飯之前會有謝飯的禱告。
[00:06:50.000 --> 00:07:00.000]  主持人:晚上睡覺前我們也會為整天所發生的事對神獻上感恩。
[00:07:00.000 --> 00:07:19.000]  主持人:當人生遇到好事的時候,他們也會不自覺地對上天有一份說不出的敬畏和感謝的心。
[00:07:19.000 --> 00:07:26.000]  主持人:所以感恩的心是人皆有之。
[00:07:26.000 --> 00:07:38.000]  主持人:但是如果從神的角度去看的話,神是怎麼看我們的感恩呢?
[00:07:38.000 --> 00:07:40.000]  主持人:你有沒有想過呢?
[00:07:40.000 --> 00:07:53.000]  主持人:就好像我剛才分享我的兒子和我屬靈的女兒和我作出的感謝。
[00:07:53.000 --> 00:08:01.000]  主持人:雖然我知道我兒子心裡肯定會很感激我。
[00:08:01.000 --> 00:08:12.000]  主持人:但是當我收到他和其他人給我的不同的感謝的時候,
[00:08:12.000 --> 00:08:16.000]  主持人:我的感受也會不一樣。
[00:08:16.000 --> 00:08:29.000]  主持人:我會想,兒子,為什麼你的感謝太隨便呢?
[00:08:29.000 --> 00:08:44.000]  主持人:所以我的講題的意思是,有一種感恩是讓我們感恩的對象,也就是我們的主。
[00:08:44.000 --> 00:08:54.000]  主持人:能夠充分感受到我們內心充滿感恩的心情。
[00:08:54.000 --> 00:08:58.000]  主持人:究竟怎樣才能做到呢?
[00:08:58.000 --> 00:09:06.000]  主持人:我會分享充滿感恩的感恩的兩個秘訣。
[00:09:06.000 --> 00:09:12.000]  主持人:第一個秘訣就是愛神。
[00:09:12.000 --> 00:09:19.000]  主持人:現在我想和大家做一個集體的實驗。
[00:09:19.000 --> 00:09:25.000]  主持人:首先,大家跟我說三個字。
[00:09:25.000 --> 00:09:28.000]  主持人:我愛你。
[00:09:28.000 --> 00:09:33.000]  主持人:再大聲一點。
[00:09:33.000 --> 00:09:38.000]  主持人:其實已經說了,效果不錯。
[00:09:38.000 --> 00:09:46.000]  主持人:聽起來有一半以上的弟兄姊妹已經跟我說了。
[00:09:46.000 --> 00:09:58.000]  主持人:第二個階段,和你身邊不是親人的弟兄姊妹說,我愛你。
[00:09:58.000 --> 00:10:09.000]  主持人:這次也不錯,也有很多人跟著說。
[00:10:09.000 --> 00:10:19.000]  主持人:第三個階段,眼睛先看著你身邊至親的家人和朋友。
[00:10:19.000 --> 00:10:28.000]  主持人:你的眼睛看著身邊,雙目四目相對。
[00:10:28.000 --> 00:10:31.000]  主持人:然後對方說,我愛你。
[00:10:31.000 --> 00:10:35.000]  主持人:然後跟對方說,我愛你。
[00:10:35.000 --> 00:10:42.000]  主持人:看一下有沒有人說。
[00:10:42.000 --> 00:10:54.000]  主持人:這次,明顯說出口的弟兄姊妹少了很多。
[00:10:54.000 --> 00:10:57.000]  主持人:實驗就做完了。
[00:10:57.000 --> 00:11:06.000]  主持人:證明我愛你這三個字,真的不容易說出口。
[00:11:06.000 --> 00:11:10.000]  主持人:尤其是面對認識的人。
[00:11:10.000 --> 00:11:19.000]  主持人:或者面對至愛至親的人的時候,感覺更難說出口。
[00:11:19.000 --> 00:11:22.000]  主持人:為什麼會這樣呢?
[00:11:22.000 --> 00:11:28.000]  主持人:是不是我們心裡面沒有真實的愛呢?
[00:11:28.000 --> 00:11:30.000]  主持人:當然不是了。
[00:11:30.000 --> 00:11:37.000]  主持人:身邊的至親是我們最愛的人。
[00:11:37.000 --> 00:11:46.000]  主持人:所以說不出「我愛你」也不一定代表你不愛對方。
[00:11:46.000 --> 00:11:54.000]  主持人:究竟我們應該怎樣才能愛神呢?
[00:11:54.000 --> 00:11:59.000]  主持人:才能讓神感受到我們的愛呢?
[00:11:59.000 --> 00:12:04.000]  主持人:感受到我們對祂的感恩呢?
[00:12:04.000 --> 00:12:12.000]  主持人:今天詩篇116篇,這首詩篇的主題是感恩。
[00:12:12.000 --> 00:12:17.000]  主持人:大家都知道很多詩篇都是大衛寫的。
[00:12:17.000 --> 00:12:21.000]  主持人:又或者是他的兒子所羅門寫的。
[00:12:21.000 --> 00:12:30.000]  主持人:但是116篇沒有說明作者是誰,不知道是誰寫的。
[00:12:30.000 --> 00:12:40.000]  主持人:不過從116篇的述節,作者稱自己是神的僕人。
[00:12:40.000 --> 00:12:48.000]  主持人:所以可以推斷他是一個依靠神的君王。
[00:12:48.000 --> 00:12:59.000]  主持人:因為在舊約時代,君王一般都會稱自己是神的僕人。
[00:12:59.000 --> 00:13:07.000]  主持人:還有116篇的內容是關於感謝神從死亡級別的患難當中作出了拯救。
[00:13:07.000 --> 00:13:15.000]  主持人:還有116篇內容是關於感謝神從死亡級別中的患難作出了拯救。
[00:13:15.000 --> 00:13:24.000]  主持人:如果根據作者的身份,又是君王,又是依靠耶和華的話,
[00:13:24.000 --> 00:13:29.000]  主持人:又是在位的時候遇到死亡級別的患難。
[00:13:29.000 --> 00:13:33.000]  主持人:又是在位的時候遭遇死亡級別的患難。
[00:13:33.000 --> 00:13:37.000]  主持人:最有可能是剩下兩個王。
[00:13:37.000 --> 00:13:39.000]  主持人:最有可能就是剩下兩個王。
[00:13:39.000 --> 00:13:41.000]  主持人:一個就是大衛王。
[00:13:41.000 --> 00:13:42.000]  主持人:一個就是大衛王。
[00:13:42.000 --> 00:13:50.000]  主持人:大衛王在位的時候曾經被兒子甲沙龍逼供,差點就沒了性命。
[00:13:50.000 --> 00:13:58.000]  主持人:大衛王在位的時候曾經被兒子甲沙龍逼供,差點就沒了性命。
[00:13:58.000 --> 00:14:01.000]  主持人:另外一位就是希西加王。
[00:14:01.000 --> 00:14:05.000]  主持人:另外一位就是希西加王。
[00:14:05.000 --> 00:14:09.000]  主持人:他在位的時候國家差點就被亞述所滅。
[00:14:09.000 --> 00:14:12.000]  主持人:他在位的時候國家差點就被亞述所滅。
[00:14:12.000 --> 00:14:16.000]  主持人:最後耶和華拯救了他和拯救了國家。
[00:14:16.000 --> 00:14:20.000]  主持人:最後耶和華拯救了他和拯救了國家。
[00:14:20.000 --> 00:14:25.000]  主持人:大部分聖經的學者都認為這首詩篇是希西加王寫的。
[00:14:25.000 --> 00:14:30.000]  主持人:大部分聖經的學者都認為這首詩篇是希西加王寫的。
[00:14:30.000 --> 00:14:38.000]  主持人:因為內容和他在以賽亞書三十八章十到二十節向神祈禱的內容相似。
[00:14:38.000 --> 00:14:45.000]  主持人:因為跟他在以賽亞書三十八章十到二十節向神禱告的內容是很相似的。
[00:14:45.000 --> 00:14:49.000]  主持人:我們一起讀詩篇一百一十篇一到二節。
[00:14:49.000 --> 00:14:54.000]  主持人:我們一起對著螢光幕讀詩篇一百一十六篇的第一到第二節。
[00:14:54.000 --> 00:14:55.000]  主持人:我們一起讀詩篇一百一十六篇的第一到第二節。
[00:14:55.000 --> 00:14:56.000]  主持人:我們一起讀。
[00:14:56.000 --> 00:15:02.000]  主持人:我愛耶和華,因為祂聽了我的聲音和我的懇求。
[00:15:02.000 --> 00:15:07.000]  主持人:祂指向我側耳,因為祂不敢怕。
[00:15:07.000 --> 00:15:08.000]  主持人:我愛耶和華,因為祂聽了我的聲音和我的懇求。
