
[00:00:00.000 --> 00:00:01.920]  頂住你們的平安
[00:00:01.920 --> 00:00:03.280]  在這個星期五
[00:00:03.280 --> 00:00:07.120]  我們一起透過受苦節的崇拜
[00:00:07.120 --> 00:00:09.740]  去紀念主耶穌基督
[00:00:09.740 --> 00:00:11.960]  接著我們會在主日裡
[00:00:11.960 --> 00:00:16.160]  一同去歡慶復活節
[00:00:16.160 --> 00:00:19.800]  在今天這個星期六早上的崇拜裡
[00:00:19.800 --> 00:00:21.640]  我們會一同去看一段
[00:00:21.640 --> 00:00:23.440]  比較少在復活節裡
[00:00:23.440 --> 00:00:27.480]  一起留心去細讀的經文
[00:00:27.480 --> 00:00:31.520]  馬口福音第十五章四十到四十七節
[00:00:31.520 --> 00:00:35.400]  一段很容易被大家輕輕跳過的經文
[00:00:35.400 --> 00:00:37.040]  如果大家手上已經翻開聖經
[00:00:37.040 --> 00:00:39.640]  你會留意到在這段經文的上文裡
[00:00:39.640 --> 00:00:41.560]  三十七到三十九節裡
[00:00:41.560 --> 00:00:43.360]  聖經已經將耶穌基督
[00:00:43.360 --> 00:00:46.480]  在十字架上為救贖罪人而死
[00:00:46.480 --> 00:00:50.400]  聖殿的萬子從上而下裂開
[00:00:50.400 --> 00:00:53.280]  並且藉著白夫長的口說出
[00:00:53.280 --> 00:00:56.840]  「這人真是神的兒子」
[00:00:56.840 --> 00:00:58.720]  至於這段經文的下文
[00:00:58.720 --> 00:01:00.280]  十六章的一到八節
[00:01:00.280 --> 00:01:04.880]  記載婦女們發現耶穌被埋葬在墳墓裡
[00:01:04.880 --> 00:01:07.400]  那個墳墓已經變空了
[00:01:07.400 --> 00:01:10.440]  耶穌的身體不見了
[00:01:10.440 --> 00:01:12.200]  有使者向他們宣佈
[00:01:12.200 --> 00:01:14.520]  耶穌復活了的訊息
[00:01:14.520 --> 00:01:20.520]  並且吩咐婦人將話傳給門徒
[00:01:20.520 --> 00:01:24.480]  似乎在我們的信仰裡
[00:01:24.480 --> 00:01:29.800]  我們會集中去看耶穌的受死和復活
[00:01:29.800 --> 00:01:33.120]  但我們往往忘記了留意一件事情
[00:01:33.120 --> 00:01:36.080]  耶穌不僅在十字架上死亡
[00:01:36.080 --> 00:01:39.320]  也真實地被埋葬
[00:01:39.320 --> 00:01:40.440]  在這段經文裡
[00:01:40.440 --> 00:01:42.840]  我們看到兩組人物
[00:01:42.840 --> 00:01:46.480]  包括有三個婦女和一個達官貴人
[00:01:46.480 --> 00:01:48.840]  在耶穌在十字架道路的終點
[00:01:48.840 --> 00:01:50.920]  這兩組人物所做的事情
[00:01:50.920 --> 00:01:55.000]  讓我們知道救恩的故事不是中斷了
[00:01:55.000 --> 00:01:58.200]  而是即將揭開新的一頁
[00:01:58.200 --> 00:02:00.240]  從耶穌的福音的起頭
[00:02:00.240 --> 00:02:04.320]  這個救恩的故事就是意想不到的
[00:02:04.320 --> 00:02:06.880]  這三個婦人和一個達官貴人
[00:02:06.880 --> 00:02:09.880]  是意想不到的見證人
[00:02:09.880 --> 00:02:12.480]  首先我們看看這些婦女
[00:02:12.480 --> 00:02:14.480]  在聖經的十五章第四十節裡
[00:02:14.480 --> 00:02:17.960]  清楚記載他們三個人的人名
[00:02:17.960 --> 00:02:20.080]  那些在遠遠觀看的
[00:02:20.080 --> 00:02:22.080]  當中有末達拉的瑪利亞
[00:02:22.080 --> 00:02:23.560]  我們知道這是一個
[00:02:23.560 --> 00:02:27.160]  耶穌曾經幫她將鬼趕出來的婦女
[00:02:27.160 --> 00:02:30.320]  又有小雅各和約西的母親瑪利亞
[00:02:30.320 --> 00:02:31.800]  有時在下文裡
[00:02:31.800 --> 00:02:33.720]  她被稱為雅各的母親
[00:02:33.720 --> 00:02:36.720]  或者被稱為約西的母親瑪利亞
[00:02:36.720 --> 00:02:38.280]  也有撒羅米
[00:02:38.280 --> 00:02:44.680]  她可能就是門徒雅各和約翰的媽媽
[00:02:44.680 --> 00:02:46.480]  這三個婦女
[00:02:46.480 --> 00:02:52.720]  他們的名字在這裡很清楚地被記載下來
[00:02:52.720 --> 00:02:54.560]  在耶穌斷氣的時候
[00:02:54.560 --> 00:02:56.560]  他們遠遠地站著
[00:02:56.560 --> 00:03:01.960]  是第一批知道這個苦難和不公義事件的人
[00:03:01.960 --> 00:03:04.080]  而在第四十七節裡
[00:03:04.080 --> 00:03:07.440]  聖經不厭其煩地將其中兩個婦女的人名
[00:03:07.440 --> 00:03:08.560]  說出來
[00:03:08.560 --> 00:03:12.200]  說到當耶穌的身體被安放好的時候
[00:03:12.200 --> 00:03:18.200]  穆達拉的瑪利亞和約西的母親瑪利亞都看見祂的地方
[00:03:18.200 --> 00:03:19.920]  而在十六章一節裡
[00:03:19.920 --> 00:03:22.400]  又再出現這三個婦女的名字
[00:03:22.400 --> 00:03:23.960]  穆達拉的瑪利亞
[00:03:23.960 --> 00:03:26.680]  雅各的母親瑪利亞和撒羅米
[00:03:26.680 --> 00:03:31.800]  買了香膏要祈禱耶穌
[00:03:31.800 --> 00:03:32.960]  弟兄姊妹你們想像一下
[00:03:32.960 --> 00:03:34.560]  這幾個婦女
[00:03:34.560 --> 00:03:37.720]  其實她知道耶穌安藏的那個地方
[00:03:37.720 --> 00:03:39.440]  有很大的石頭
[00:03:39.440 --> 00:03:42.080]  不是幾個女人可以推開的
[00:03:42.080 --> 00:03:44.120]  不過她們就是這樣
[00:03:44.120 --> 00:03:47.200]  因著她們一直跟從耶穌
[00:03:47.200 --> 00:03:48.560]  去到一個地步
[00:03:48.560 --> 00:03:50.840]  她們都姑且一視
[00:03:50.840 --> 00:03:52.720]  去到墳墓的面前
[00:03:52.720 --> 00:03:54.400]  要去想辦法
[00:03:54.400 --> 00:03:58.600]  想去能夠告末耶穌
[00:03:58.600 --> 00:04:02.080]  經文這裡環繞這三個婦女所做的描述
[00:04:02.080 --> 00:04:04.320]  有什麼意思呢?
[00:04:04.320 --> 00:04:08.360]  在耶穌被捉拿和被釘的過程當中
[00:04:08.360 --> 00:04:10.440]  我們都不用怎麼問
[00:04:10.440 --> 00:04:12.560]  有一個問題很明顯
[00:04:12.560 --> 00:04:14.920]  那些男人都去了哪裡呢?
[00:04:14.920 --> 00:04:15.960]  我們明白
[00:04:15.960 --> 00:04:20.600]  因為耶穌被猶太人當作一個淺妄的人
[00:04:20.600 --> 00:04:22.280]  而在羅馬的官員的眼中
[00:04:22.280 --> 00:04:24.480]  他是一個引起政治問題的人
[00:04:24.480 --> 00:04:27.760]  相當於一個犯了叛亂罪的罪名
[00:04:27.760 --> 00:04:29.880]  將他釘死
[00:04:29.880 --> 00:04:33.920]  他的門徒必然會被視為他的同黨
[00:04:33.920 --> 00:04:37.720]  受到猶太人和羅馬官員的追捕迫害
[00:04:37.720 --> 00:04:39.440]  所以彼得偷偷地
[00:04:39.440 --> 00:04:42.400]  躲在大西施的院子裡的時候
[00:04:42.400 --> 00:04:46.360]  他都要三次地不認耶穌是主
[00:04:46.360 --> 00:04:48.800]  在十字架上曾經陪伴
[00:04:48.800 --> 00:04:52.240]  耶穌的母親瑪利亞的門徒約翰
[00:04:52.240 --> 00:04:54.680]  在耶穌被安葬的那一幕
[00:04:54.680 --> 00:04:57.840]  也都不見了
[00:04:57.840 --> 00:04:59.760]  在這樣的情況下
[00:04:59.760 --> 00:05:01.760]  神就為耶穌基督的死
[00:05:01.760 --> 00:05:05.440]  預備了令人最意想不到的見證人
[00:05:05.440 --> 00:05:08.480]  就是這三個女人
[00:05:08.480 --> 00:05:10.320]  在當時的社會文化當中
[00:05:10.320 --> 00:05:15.400]  女人並不被視為一個對事實合法的見證人
[00:05:15.400 --> 00:05:16.720]  她們的地位低微
[00:05:16.720 --> 00:05:18.200]  太受歧視
[00:05:18.200 --> 00:05:20.400]  不被認為可以取信
[00:05:20.400 --> 00:05:22.720]  但是這樣的事實
[00:05:22.720 --> 00:05:25.080]  卻更加令我們明白
[00:05:25.080 --> 00:05:26.560]  去留心一件事情
[00:05:26.560 --> 00:05:28.960]  耶穌確實經過死亡
[00:05:28.960 --> 00:05:31.960]  然後復活這件事是可信的
[00:05:31.960 --> 00:05:33.280]  為什麼呢
[00:05:33.280 --> 00:05:36.440]  因為人如果要去道讚一件事情
[00:05:36.440 --> 00:05:39.800]  將一件假的事情去講成真的時候
[00:05:39.800 --> 00:05:41.760]  他會刻意地將這件事
[00:05:41.760 --> 00:05:45.200]  說成是由可信的見證人去證實的
[00:05:45.200 --> 00:05:47.400]  他不會為自己添麻煩
[00:05:47.400 --> 00:05:48.440]  去找這些女人
[00:05:48.440 --> 00:05:50.400]  找一個錯誤的人物
[00:05:50.400 --> 00:05:52.480]  一個虛構的人物
[00:05:52.480 --> 00:05:55.040]  去做這件事情
[00:05:55.040 --> 00:05:57.280]  對於初期教會的人來說
[00:05:57.280 --> 00:05:59.880]  這三個女人的口述見證
[00:05:59.880 --> 00:06:03.520]  就成為了人去相信耶穌的福音的
[00:06:03.520 --> 00:06:07.560]  很重要的歷史的基礎
[00:06:07.560 --> 00:06:09.160]  弟子們讓我們謹記
[00:06:09.160 --> 00:06:11.520]  耶穌基督在十字架上面
[00:06:11.520 --> 00:06:15.680]  代替我們承受了死亡的刑罰
[00:06:15.680 --> 00:06:17.240]  是實實在在
[00:06:17.240 --> 00:06:19.960]  阿們阿們地死去
[00:06:19.960 --> 00:06:23.000]  這一群從加利利一直
[00:06:23.000 --> 00:06:25.160]  跟從耶穌上到耶路撒冷的
[00:06:25.160 --> 00:06:26.920]  築留地的婦女
[00:06:26.920 --> 00:06:29.640]  見證著耶穌的死
[00:06:29.640 --> 00:06:31.880]  見證著祂的軀體被放在
[00:06:31.880 --> 00:06:35.520]  亞利曼派的藥室所預備的墳墓裡面
[00:06:35.520 --> 00:06:37.280]  而在十六章的地方
[00:06:37.280 --> 00:06:38.720]  也記載了這三個婦女
[00:06:38.720 --> 00:06:40.760]  見到墳墓被打開
[00:06:40.760 --> 00:06:44.320]  有使者宣告耶穌基督的復活
[00:06:44.320 --> 00:06:45.680]  整件事情
[00:06:45.680 --> 00:06:49.280]  是沒有任何人能夠推翻的歷史事實
[00:06:49.280 --> 00:06:55.080]  是我們信仰真理的很重要的基礎
[00:06:55.080 --> 00:06:57.480]  耶穌基督為我們而死
[00:06:57.480 --> 00:07:00.280]  很叫我們可以因祂而活
[00:07:00.280 --> 00:07:01.960]  也因為祂復活的緣故
[00:07:01.960 --> 00:07:04.480]  我們也有復活的盼望
[00:07:04.480 --> 00:07:07.640]  在馬可記載這三個女人當中
[00:07:07.640 --> 00:07:10.360]  你沒有看到有任何感性
[00:07:10.360 --> 00:07:12.360]  催人熱淚的描述
[00:07:12.360 --> 00:07:14.280]  他並沒有說到他們怎樣的傷感
[00:07:14.280 --> 00:07:16.240]  或者歌頌他們的信心
[00:07:16.240 --> 00:07:18.120]  叫我們去效法
[00:07:18.120 --> 00:07:20.240]  整個的記述只是
[00:07:20.240 --> 00:07:23.320]  將一件不怕被任何人質疑的事實
[00:07:23.320 --> 00:07:24.960]  去說明
[00:07:24.960 --> 00:07:26.560]  神的兒子耶穌基督
[00:07:26.560 --> 00:07:28.000]  為屬人的罪
[00:07:28.000 --> 00:07:30.000]  為你和我的罪
[00:07:30.000 --> 00:07:32.920]  實實在在地死了
[00:07:32.920 --> 00:07:33.480]  弟兄姊妹
