
[00:00:00.000 --> 00:00:06.000]  我們要思想一個問題,就是讓神在你身上完成祂的工作。
[00:00:06.000 --> 00:00:11.000]  這個題目是讓神在你身上完成祂的工作。
[00:00:11.000 --> 00:00:16.000]  經文是從菲律賓書第二章十二節,一直到第十六節。
[00:00:16.000 --> 00:00:27.000]  不過我們在這個之前,我先問你們一個問題,很簡單的。
[00:00:27.000 --> 00:00:30.000]  沒有做過父母的也可以回答這個問題。
[00:00:30.000 --> 00:00:46.000]  就是說當你嬰兒出生之後,父母要開始一個新的任務是什麼?
[00:00:46.000 --> 00:00:49.000]  要餵他嘛,要養他,是不是?
[00:00:49.000 --> 00:00:51.000]  這很簡單喔。
[00:00:51.000 --> 00:00:55.000]  那麼當我們信了主之後,我們覺知信了主。
[00:00:55.000 --> 00:00:58.000]  我們常常聽人講說覺知信主。
[00:00:58.000 --> 00:01:06.000]  當我們覺知信了主之後,我們要做些什麼?
[00:01:06.000 --> 00:01:09.000]  常常有人說,你問他,你信了主耶穌沒有?
[00:01:09.000 --> 00:01:11.000]  他說我還沒有受洗。
[00:01:11.000 --> 00:01:13.000]  你再問他,你信了主耶穌沒有?
[00:01:13.000 --> 00:01:17.000]  他說我還沒有受洗。
[00:01:17.000 --> 00:01:21.000]  那麼我們信了主耶穌之後,是不是接下去就要受洗?
[00:01:21.000 --> 00:01:28.000]  那麼是不是當我們信了主之後,我們就好像大功告成了?
[00:01:28.000 --> 00:01:33.000]  所以我就像美國人所講的,sit back,然後relax,
[00:01:33.000 --> 00:01:37.000]  然後一直等到將來,有一天去天國。
[00:01:37.000 --> 00:01:40.000]  是不是這樣子?
[00:01:40.000 --> 00:01:47.000]  那麼菲律賓書呢,從第二章第十二節到十六節,我們等一下會讀。
[00:01:47.000 --> 00:01:54.000]  但是從這一段經文我們看來,神不是這麼想的。
[00:01:54.000 --> 00:01:57.000]  我們要看一看,當我們初出信主的時候,
[00:01:57.000 --> 00:02:00.000]  就是我們第一次我們信主,我們聽到福音之後,
[00:02:00.000 --> 00:02:05.000]  我們口裡認祂為主,我們心裡信神,叫耶穌從死裡復活,
[00:02:05.000 --> 00:02:08.000]  這是在羅馬書第十章那邊所告訴我們的。
[00:02:08.000 --> 00:02:11.000]  那時候,這就是我們所說的覺知。
[00:02:11.000 --> 00:02:16.000]  那個時候神的靈就給你一個新的生命,
[00:02:16.000 --> 00:02:23.000]  然後加上呢,主耶穌加上父,都住在你的裡面。
[00:02:23.000 --> 00:02:24.000]  聽到了嗎?
[00:02:24.000 --> 00:02:29.000]  聖靈住在你的裡面,主耶穌也在你的裡面,
[00:02:29.000 --> 00:02:31.000]  父也在你的裡面。
[00:02:31.000 --> 00:02:36.000]  如果你去讀約翰福音的時候,你就會明白這個真理,
[00:02:36.000 --> 00:02:39.000]  你就會知道了,祂都在你的裡面。
[00:02:39.000 --> 00:02:41.000]  那麼弟兄姊妹,我要你們想一想,
[00:02:41.000 --> 00:02:49.000]  祂在你的裡面是不是就坐在你的心裡,跟你一同relax。
[00:02:49.000 --> 00:02:53.000]  然後呢,隨便你在這個世界上做什麼,
[00:02:53.000 --> 00:02:56.000]  然後他就心裡面想,我就住在這裡吧,
[00:02:56.000 --> 00:03:00.000]  將來等到有一天我跟他一起回到天國去。
[00:03:00.000 --> 00:03:04.000]  如果我們從約翰福音第五章那邊,
[00:03:04.000 --> 00:03:08.000]  主耶穌祂告訴那些聽祂話的,
[00:03:08.000 --> 00:03:11.000]  特別是法利塞人,還有猶太人,
[00:03:11.000 --> 00:03:17.000]  祂說我父做事,直到如今我也做事。
[00:03:17.000 --> 00:03:20.000]  弟兄姊妹,如果我們認識神的真理,
[00:03:20.000 --> 00:03:23.000]  如果我們對神的本性我們認識的話,
[00:03:23.000 --> 00:03:29.000]  我告訴你,神是不會停工的,神決定不會停工的,
[00:03:29.000 --> 00:03:34.000]  因為祂在你身上的工作還沒有完成。
[00:03:34.000 --> 00:03:39.000]  我常常也聽到有人碰到一些事情的時候就會問,
[00:03:39.000 --> 00:03:44.000]  為什麼如果我們信主的時候,主就把我們接走,
[00:03:44.000 --> 00:03:46.000]  那不是很好嗎?
[00:03:46.000 --> 00:03:49.000]  弟兄姊妹,你真的是要想想這些問題。
[00:03:49.000 --> 00:03:53.000]  如果我們信主的時候,主就把我們接走,不是很好嗎?
[00:03:53.000 --> 00:03:57.000]  如果我們從天的眼光,如果我們從屬靈的眼光來看,
[00:03:57.000 --> 00:04:00.000]  真的是很好,但是如果我們從屬地的眼光來看,
[00:04:00.000 --> 00:04:04.000]  弟兄姊妹,如果你被接走了,你的兒女怎麼辦?
[00:04:04.000 --> 00:04:08.000]  有沒有想過啊?
[00:04:08.000 --> 00:04:11.000]  不過我們從另外一個角度來想想看,
[00:04:11.000 --> 00:04:13.000]  如果真的是那樣子的話,
[00:04:13.000 --> 00:04:16.000]  當我們信主的時候,神就把我們接走,
[00:04:16.000 --> 00:04:19.000]  從這個地上接走,我告訴你,你要想想,
[00:04:19.000 --> 00:04:24.000]  那麼在天國裡面的都是什麼樣的人?
[00:04:24.000 --> 00:04:31.000]  全都是baby,你們有沒有去過nursery?
[00:04:31.000 --> 00:04:34.000]  一大堆的baby在一起,只要有一個哭,
[00:04:34.000 --> 00:04:39.000]  其他的怎麼樣?都會回應的。
[00:04:39.000 --> 00:04:43.000]  弟兄姊妹,神不是這麼做事情的。
[00:04:43.000 --> 00:04:45.000]  主耶穌祂告訴猶太人,祂說,
[00:04:45.000 --> 00:04:49.000]  我父做事,直到如今我也做事。
[00:04:49.000 --> 00:04:56.000]  我們一起來讀,這是前言,我們一起來讀菲律賓書第二章,
[00:04:56.000 --> 00:05:01.000]  菲律賓書第二章從第十二節一直到第十六節,
[00:05:01.000 --> 00:05:03.000]  菲律賓書第二章十二節到十六節,
[00:05:03.000 --> 00:05:08.000]  翻到的時候我們一起來念,螢幕上也有,我們一起來。
[00:05:08.000 --> 00:05:13.000]  這樣看來,我親愛的弟兄,你們既是常順服的,
[00:05:13.000 --> 00:05:17.000]  不但我在你們那裡,就是我如今不在你們那裡,
[00:05:17.000 --> 00:05:20.000]  更是順服的,就當恐懼占精,
[00:05:20.000 --> 00:05:25.000]  做成你們得救的功夫,因為你們立志行事,
[00:05:25.000 --> 00:05:30.000]  都是神在你們心裡運行,為要成就祂的美意。
[00:05:30.000 --> 00:05:34.000]  凡所行的,都不要發怨言,起爭論,
[00:05:34.000 --> 00:05:38.000]  使你們無可指責,誠實無偽,
[00:05:38.000 --> 00:05:43.000]  在這彎曲背謬的世代,做神無瑕疵的兒女,
[00:05:43.000 --> 00:05:47.000]  你們顯在這世代中,好像明光照耀,
[00:05:47.000 --> 00:05:52.000]  將生命的道表明出來,教我在基督的日子,
[00:05:52.000 --> 00:05:58.000]  好誇我沒有空跑,也沒有徒勞,我們一起禱告。
[00:05:58.000 --> 00:06:01.000]  我們在天上的父神,愛我們的主耶穌基督,
[00:06:01.000 --> 00:06:05.000]  我們從心裡面滿心的感謝你,讚美你,
[00:06:05.000 --> 00:06:08.000]  因為我們明白了你為我們所做的事情,
[00:06:08.000 --> 00:06:10.000]  我們也明白了你自己的救恩,
[00:06:10.000 --> 00:06:13.000]  在我們身上所顯出來的大能大力,
[00:06:13.000 --> 00:06:17.000]  主讓我們能夠謙卑順服的來到你的面前,
[00:06:17.000 --> 00:06:21.000]  虛心在你的面前,來敬拜你,歌頌你,讚美你。
[00:06:21.000 --> 00:06:24.000]  主我們今天來到你的面前,我們定義,
[00:06:24.000 --> 00:06:27.000]  要從你那裡蒙恩惠,我們感謝你,
[00:06:27.000 --> 00:06:35.000]  感謝你自己的恩典,禱告耶穌基督的聖名,阿門。
[00:06:35.000 --> 00:06:37.000]  我們今天所要思想的題目就是,
[00:06:37.000 --> 00:06:41.000]  讓神在你身上做成他自己的工作。
[00:06:41.000 --> 00:06:44.000]  我們必須要,我是從另外一個角度來看,
[00:06:44.000 --> 00:06:47.000]  首先我們要問一個問題就是,
[00:06:47.000 --> 00:06:51.000]  我怎麼知道信了主之後,他還要繼續在我身上工作?
[00:06:51.000 --> 00:06:55.000]  從我們人的了解,我們信了主之後,
[00:06:55.000 --> 00:07:02.000]  我就有一個單程的機票已經買好了,
[00:07:02.000 --> 00:07:05.000]  將來要去天國,是不是?
[00:07:05.000 --> 00:07:08.000]  但是我們如果真的要思想這個問題,
[00:07:08.000 --> 00:07:10.000]  我們必須要先問我們自己,
[00:07:10.000 --> 00:07:14.000]  我怎麼知道信了主之後,他還要繼續在我身上工作呢?
[00:07:14.000 --> 00:07:18.000]  我們要從聖經上面看,我們看到第二章的第十二節,
[00:07:18.000 --> 00:07:23.000]  菲律賓書第二章十二節,
[00:07:23.000 --> 00:07:26.000]  他說這樣看來,我親愛的弟兄,
[00:07:26.000 --> 00:07:30.000]  這個弟兄旁邊有點點點,所以他只是說我親愛的,
[00:07:30.000 --> 00:07:34.000]  換句話講,姐妹們,你也包括在裡面了。
[00:07:34.000 --> 00:07:37.000]  他說這樣看來,我親愛的,
[00:07:37.000 --> 00:07:42.000]  我們跳過,他說你們既是常順服的等等等等等等,
[00:07:42.000 --> 00:07:43.000]  一直到什麼地方?
[00:07:43.000 --> 00:07:49.000]  到那個就當恐懼戰經,做成你們得救的功夫。
[00:07:49.000 --> 00:07:51.000]  這是在第十二節最後一節,
[00:07:51.000 --> 00:07:55.000]  就當恐懼戰經,做成你們得救的功夫。
[00:07:55.000 --> 00:07:57.000]  這個新一本是怎麼講的?
[00:07:57.000 --> 00:08:00.000]  新一本說應當做成自己的救恩。
[00:08:00.000 --> 00:08:04.000]  你知道這句話常常給很多弟兄姐妹有很大的困擾,
[00:08:04.000 --> 00:08:07.000]  為什麼呢?因為跟因性稱義,
[00:08:07.000 --> 00:08:11.000]  好像看起來是完全違背的。
[00:08:11.000 --> 00:08:12.000]  今天我們花一點時間,
[00:08:12.000 --> 00:08:15.000]  這個字他說做成你們得救的功夫,
[00:08:15.000 --> 00:08:18.000]  這個字的意思指的是什麼呢?
[00:08:18.000 --> 00:08:21.000]  指的是神已經開始了這個工作,
[00:08:21.000 --> 00:08:23.000]  神已經開始了,什麼時候開始?
[00:08:23.000 --> 00:08:26.000]  就是在你信主的時候,祂已經開始了,
[00:08:26.000 --> 00:08:28.000]  祂要我們跑完這條路,
[00:08:28.000 --> 00:08:31.000]  不是我們開始的,是祂開始的。
[00:08:31.000 --> 00:08:33.000]  祂在我們身上做了一件事情,
[00:08:33.000 --> 00:08:36.000]  所以叫我們繼續的去進行。
[00:08:36.000 --> 00:08:39.000]  最後完成的是祂,不是我們。
[00:08:39.000 --> 00:08:41.000]  開始我們最初的得救,
[00:08:41.000 --> 00:08:43.000]  是祂在我們身上做的。
[00:08:43.000 --> 00:08:44.000]  因為聖經上告訴我們,
[00:08:44.000 --> 00:08:47.000]  我們人能夠得救是本乎恩,
[00:08:47.000 --> 00:08:50.000]  也是因著性,不是出於我們自己,
[00:08:50.000 --> 00:08:55.000]  也不是出於行為,免得有人自誇。
[00:08:55.000 --> 00:08:59.000]  完完全全不在乎你是誰。
[00:08:59.000 --> 00:09:01.000]  我們講說,who are you?
[00:09:01.000 --> 00:09:02.000]  這個being,對不對?
[00:09:02.000 --> 00:09:05.000]  是你的品德,或者是你有多高的品德,
[00:09:05.000 --> 00:09:08.000]  或者是你有多低的品德,都不是。
[00:09:08.000 --> 00:09:10.000]  也不是你的功德,
[00:09:10.000 --> 00:09:12.000]  也不是你能夠做什麼事情,
[00:09:12.000 --> 00:09:16.000]  完完全全都是神的工作。
[00:09:16.000 --> 00:09:18.000]  但是在這裡,祂就告訴我們,
[00:09:18.000 --> 00:09:21.000]  祂說你們要恐懼佔精,
[00:09:21.000 --> 00:09:23.000]  做成你們得救的功夫。
[00:09:23.000 --> 00:09:27.000]  換句話講就是,應當做成你們自己的救恩。
[00:09:27.000 --> 00:09:28.000]  這個救恩是什麼呢?
[00:09:28.000 --> 00:09:32.000]  這個救恩不是我們第一次信主的時候所得到的救恩。
[00:09:32.000 --> 00:09:34.000]  這個救恩就像我們剛才講的,
[00:09:34.000 --> 00:09:36.000]  一個小孩子生出來之後,他要做什麼?
[00:09:36.000 --> 00:09:37.000]  他必須要成長。
[00:09:37.000 --> 00:09:39.000]  如果做父母的不為他,
[00:09:39.000 --> 00:09:43.000]  那麼他的生命就會結束的。
[00:09:43.000 --> 00:09:45.000]  我們在俗的面前,我們也是一樣,
[00:09:45.000 --> 00:09:46.000]  我們有一個生命,
[00:09:46.000 --> 00:09:48.000]  當我們信主的時候,
[00:09:48.000 --> 00:09:50.000]  聖靈把這個生命放在我們裡面,
[00:09:50.000 --> 00:09:54.000]  讓我們跟主耶穌的生命結合,
[00:09:54.000 --> 00:09:57.000]  那麼我們在我們裡面就有一個新造的人,
[00:09:57.000 --> 00:09:59.000]  這個我們就要繼續的成長。
[00:09:59.000 --> 00:10:01.000]  在神學上有一個名詞,
[00:10:01.000 --> 00:10:03.000]  在系統神學上有一個名詞,
[00:10:03.000 --> 00:10:06.000]  就是成聖,成為聖潔的路。
