
[00:00:00.000 --> 00:00:08.000]  今天我們身處一個動盪不安失控的年代
[00:00:08.000 --> 00:00:16.200]  世界已經縮小成為一個村落的環境
[00:00:16.200 --> 00:00:19.000]  在地球一端所發生的事
[00:00:19.000 --> 00:00:29.200]  很自然就牽扯到另外地球一端人的情緒
[00:00:29.200 --> 00:00:32.600]  沒有人可以置身於道外
[00:00:32.600 --> 00:00:34.000]  記得很多年前
[00:00:34.000 --> 00:00:37.800]  其實就是我退休之後的那段日子裏面
[00:00:37.800 --> 00:00:42.200]  有一次被馬來西亞的神學院
[00:00:42.200 --> 00:00:44.200]  是衛理工會的神學院
[00:00:44.200 --> 00:00:48.000]  邀請我去對一班資深的牧師
[00:00:48.000 --> 00:00:52.600]  那些會長、主任牧師教科的博士班的課程
[00:00:52.600 --> 00:00:55.200]  有一次馬來西亞衛理工會的神學院
[00:00:55.200 --> 00:01:02.400]  邀請我到當地去教授資深牧者、長老他們一些神學的課程
[00:01:02.400 --> 00:01:04.200]  過了兩天之後
[00:01:04.200 --> 00:01:06.000]  過了兩天
[00:01:06.000 --> 00:01:11.200]  我休息我就突然在手機裏面收到兩個消息
[00:01:11.200 --> 00:01:14.000]  是令我心裏面情緒一沉的
[00:01:14.000 --> 00:01:16.200]  我在手機收到了兩個信息
[00:01:16.200 --> 00:01:18.800]  令我心情為之沉
[00:01:18.800 --> 00:01:23.200]  第一個就是剛才我們已經介紹過
[00:01:23.200 --> 00:01:29.200]  萊特牧師的上一任的創辦人就是斯托德牧師
[00:01:29.200 --> 00:01:32.200]  就是剛才已經提到萊特牧師上一任的
[00:01:32.200 --> 00:01:34.800]  組織的創辦人斯托德牧師的事
[00:01:34.800 --> 00:01:36.200]  我收到的消息是說
[00:01:36.200 --> 00:01:39.600]  剛剛離世歸主回到榮耀天父那裏
[00:01:39.600 --> 00:01:43.200]  收到他離世歸主回到天家的消息
[00:01:43.200 --> 00:01:46.600]  作為他機構所創辦的一個童工
[00:01:46.600 --> 00:01:48.600]  心裏面當然很不舒服
[00:01:48.600 --> 00:01:53.000]  作為他所創辦的機構裏的一個童工心裏很不舒服
[00:01:53.000 --> 00:01:55.000]  只能夠交託仰望主
[00:01:55.000 --> 00:01:58.000]  仰主在這個時間對他的家人
[00:01:58.000 --> 00:02:00.800]  他沒有家庭的,他沒有妻子
[00:02:00.800 --> 00:02:03.000]  一生都是獨生侍奉神
[00:02:03.000 --> 00:02:04.400]  只能夠求神去安慰
[00:02:04.400 --> 00:02:05.800]  他其實沒有家庭
[00:02:05.800 --> 00:02:07.600]  一輩子都是獨生的來侍奉神
[00:02:07.600 --> 00:02:10.000]  這個牽扯到我的情緒突然間沉了下去
[00:02:10.000 --> 00:02:11.600]  這令我的情緒突然下沉
[00:02:11.600 --> 00:02:14.200]  這個消息是從英國發出來的
[00:02:14.200 --> 00:02:15.400]  消息來自英國
[00:02:15.400 --> 00:02:17.800]  但我當時身在馬來西亞
[00:02:17.800 --> 00:02:19.400]  人我在馬來西亞
[00:02:19.400 --> 00:02:25.600]  另一個消息傳來是中國溫州裏面一列火車橋斷了
[00:02:25.600 --> 00:02:30.000]  很多列車撞到地上
[00:02:30.000 --> 00:02:31.400]  大家記得嗎
[00:02:31.400 --> 00:02:35.400]  另一個突發的意外是來自溫州的火車橋倒塌
[00:02:35.400 --> 00:02:38.000]  導致列車掉下地上
[00:02:38.000 --> 00:02:40.200]  很多人意外受傷死亡
[00:02:40.200 --> 00:02:42.800]  這個也是令到我心裏面一沉
[00:02:42.800 --> 00:02:45.000]  也同樣令我心情沉重
[00:02:45.000 --> 00:02:49.000]  我會想有沒有我認識的溫州弟兄姊妹在裏面
[00:02:49.000 --> 00:02:52.800]  我在想有沒有我認識的溫州的肢體就在這個意外當中
[00:02:52.800 --> 00:02:56.800]  後來我再查以史後我再查到真的有
[00:02:56.800 --> 00:03:00.000]  事後我再去查證真的有
[00:03:00.000 --> 00:03:02.400]  裏頭包括了我認識的傳道人也死了
[00:03:02.400 --> 00:03:05.000]  這個就是今天世界所發生的事
[00:03:05.000 --> 00:03:06.600]  立刻我們就知道了
[00:03:06.600 --> 00:03:09.600]  今天世界發生的事我們歷時就可以知道
[00:03:09.600 --> 00:03:13.000]  因為科技發達已經遠超任何的時代
[00:03:13.000 --> 00:03:15.400]  科技發達遠超過去任何時代
[00:03:15.400 --> 00:03:19.200]  人隨時可以透過手機互聯網絡
[00:03:19.200 --> 00:03:24.800]  步入一個大家可以互相聯繫的這種所謂溝通裏面
[00:03:24.800 --> 00:03:30.400]  人隨時透過手機互聯網就可以進入溝通的這種情況當中
[00:03:30.400 --> 00:03:33.200]  信息是傳得非常飛快
[00:03:33.200 --> 00:03:34.600]  信息的傳遞飛快
