
[00:00:00.000 --> 00:00:02.000]  丁子妹晚安
[00:00:02.000 --> 00:00:06.000]  我想問大家一個問題
[00:00:06.000 --> 00:00:10.000]  你覺得近期的生活
[00:00:10.000 --> 00:00:12.000]  生命
[00:00:12.000 --> 00:00:14.000]  你的感覺是怎樣的呢?
[00:00:14.000 --> 00:00:18.000]  很忙嗎?
[00:00:18.000 --> 00:00:20.000]  有點頭的
[00:00:20.000 --> 00:00:22.000]  很煩嗎?
[00:00:22.000 --> 00:00:24.000]  有
[00:00:24.000 --> 00:00:26.000]  很難過嗎?
[00:00:26.000 --> 00:00:28.000]  也有
[00:00:28.000 --> 00:00:30.000]  很開心很滿意的呢?
[00:00:30.000 --> 00:00:32.000]  也有
[00:00:32.000 --> 00:00:34.000]  不過都是相同的人
[00:00:34.000 --> 00:00:40.000]  在人生裏面
[00:00:40.000 --> 00:00:42.000]  有時我們都不斷
[00:00:42.000 --> 00:00:44.000]  思想這個問題
[00:00:44.000 --> 00:00:46.000]  究竟生活為了什麼呢?
[00:00:46.000 --> 00:00:48.000]  生命的意義在哪裏?
[00:00:48.000 --> 00:00:52.000]  我星期四
[00:00:52.000 --> 00:00:54.000]  在赤柱監獄工作完
[00:00:54.000 --> 00:00:56.000]  在飯堂處理
[00:00:56.000 --> 00:00:58.000]  處理手尾
[00:00:58.000 --> 00:01:02.000]  坐了大約半小時起床
[00:01:02.000 --> 00:01:04.000]  突然發覺左腳的腳板
[00:01:04.000 --> 00:01:06.000]  半月板
[00:01:06.000 --> 00:01:08.000]  有點痠痛
[00:01:08.000 --> 00:01:12.000]  沒什麼特別
[00:01:12.000 --> 00:01:14.000]  然後我在赤柱懲教所
[00:01:14.000 --> 00:01:16.000]  走出去
[00:01:16.000 --> 00:01:18.000]  市集的巴士終站
[00:01:18.000 --> 00:01:20.000]  坐巴士去西灣河
[00:01:20.000 --> 00:01:22.000]  去到巴士站
[00:01:22.000 --> 00:01:24.000]  覺得整隻腳都很痠累
[00:01:24.000 --> 00:01:26.000]  去到西灣河
[00:01:26.000 --> 00:01:28.000]  早到
[00:01:28.000 --> 00:01:30.000]  被迫在街上走
[00:01:30.000 --> 00:01:32.000]  發覺腳很痛
[00:01:32.000 --> 00:01:34.000]  好了
[00:01:34.000 --> 00:01:36.000]  西灣河完了之後
[00:01:36.000 --> 00:01:38.000]  我回家坐地鐵
[00:01:38.000 --> 00:01:40.000]  來到中環
[00:01:40.000 --> 00:01:42.000]  轉東涌線回大角咀
[00:01:42.000 --> 00:01:46.000]  在奧運站回家
[00:01:46.000 --> 00:01:48.000]  平時我大約十分鐘
[00:01:48.000 --> 00:01:50.000]  但你猜我當晚用了多少時間呢?
[00:01:52.000 --> 00:01:54.000]  差一點
[00:01:54.000 --> 00:01:58.000]  竟然走了45分鐘才回家
[00:01:58.000 --> 00:02:02.000]  對我來說
[00:02:02.000 --> 00:02:04.000]  腦海裡想了很多
[00:02:04.000 --> 00:02:06.000]  會不會是痛風症呢?
[00:02:06.000 --> 00:02:08.000]  但按別人的經驗
[00:02:08.000 --> 00:02:10.000]  告訴我
[00:02:10.000 --> 00:02:12.000]  痛風症沒那麼自在
[00:02:12.000 --> 00:02:14.000]  你還想走45分鐘
[00:02:14.000 --> 00:02:16.000]  又沒扭傷
[00:02:16.000 --> 00:02:18.000]  唯一
[00:02:18.000 --> 00:02:20.000]  會不會是
[00:02:20.000 --> 00:02:22.000]  筋膜炎呢?
[00:02:22.000 --> 00:02:24.000]  當夜晚睡前
[00:02:24.000 --> 00:02:26.000]  我都祈禱
[00:02:26.000 --> 00:02:28.000]  究竟你想我怎樣呢?
[00:02:28.000 --> 00:02:30.000]  因為星期五
[00:02:30.000 --> 00:02:32.000]  我有滿滿的工作
[00:02:32.000 --> 00:02:34.000]  由現在打下去
[00:02:34.000 --> 00:02:36.000]  第二天早上起來
[00:02:36.000 --> 00:02:38.000]  發覺更痛
[00:02:38.000 --> 00:02:40.000]  於是
[00:02:40.000 --> 00:02:42.000]  拿起電話
[00:02:42.000 --> 00:02:44.000]  通知不同的活動取消
[00:02:44.000 --> 00:02:46.000]  在家裡
[00:02:46.000 --> 00:02:48.000]  度過一天
[00:02:48.000 --> 00:02:50.000]  這一天有很多反省
[00:02:50.000 --> 00:02:52.000]  第一
[00:02:52.000 --> 00:02:54.000]  我以為有很多事要做
[00:02:54.000 --> 00:02:56.000]  發覺原來那些事不做都可以
[00:02:56.000 --> 00:03:00.000]  其實都不是很重要
[00:03:00.000 --> 00:03:04.000]  我以為
[00:03:04.000 --> 00:03:06.000]  我很重視或很盡責的人
[00:03:06.000 --> 00:03:08.000]  但原來
[00:03:08.000 --> 00:03:10.000]  睡足一天都是很大恩典
[00:03:10.000 --> 00:03:14.000]  今天仍然是冤冤的
[00:03:14.000 --> 00:03:16.000]  但我想在這個過程裡
[00:03:16.000 --> 00:03:18.000]  不斷去問
[00:03:18.000 --> 00:03:20.000]  為什麼會有
[00:03:20.000 --> 00:03:22.000]  莫名其妙的病痛呢?
[00:03:22.000 --> 00:03:24.000]  為什麼
[00:03:24.000 --> 00:03:26.000]  我要改變這麼多的安排呢?
[00:03:26.000 --> 00:03:30.000]  很多的為什麼
[00:03:30.000 --> 00:03:32.000]  對我們來說
[00:03:32.000 --> 00:03:34.000]  可能今時今日在我們生活的圈子裡
[00:03:34.000 --> 00:03:36.000]  我都仍然去問
[00:03:36.000 --> 00:03:38.000]  很多的問題
[00:03:38.000 --> 00:03:40.000]  我10月
[00:03:40.000 --> 00:03:42.000]  我帶一些弟兄姊妹去以色列的時候
[00:03:42.000 --> 00:03:44.000]  出發前
[00:03:44.000 --> 00:03:46.000]  其他弟兄姊妹問
[00:03:46.000 --> 00:03:48.000]  為什麼你還要去?
[00:03:48.000 --> 00:03:50.000]  為什麼不去?
[00:03:50.000 --> 00:03:52.000]  安排好了
[00:03:52.000 --> 00:03:54.000]  這麼危險你還去?
[00:03:54.000 --> 00:03:56.000]  以色列一向都是危險的
[00:03:56.000 --> 00:03:58.000]  有什麼時候不危險過?
[00:03:58.000 --> 00:04:00.000]  你告訴我
[00:04:00.000 --> 00:04:02.000]  我打電話回來給師母
[00:04:02.000 --> 00:04:04.000]  師母說
[00:04:04.000 --> 00:04:06.000]  不用擔心我
[00:04:06.000 --> 00:04:08.000]  我已經跟你祈禱了
[00:04:08.000 --> 00:04:10.000]  我不會想念你的
[00:04:10.000 --> 00:04:12.000]  弟兄姊妹又WhatsApp
[00:04:12.000 --> 00:04:14.000]  我們聽到新聞
[00:04:14.000 --> 00:04:16.000]  哪裡有事
[00:04:16.000 --> 00:04:18.000]  你怎樣?
[00:04:18.000 --> 00:04:20.000]  很安全,有軍警保護
[00:04:20.000 --> 00:04:22.000]  有軍警保護還說安全?
[00:04:22.000 --> 00:04:24.000]  沒有,是不是更危險呢?
[00:04:24.000 --> 00:04:26.000]  原來很多時候
[00:04:26.000 --> 00:04:28.000]  是我們看事物
[00:04:28.000 --> 00:04:30.000]  可以從哪個角度
[00:04:30.000 --> 00:04:32.000]  或者我覺得
[00:04:32.000 --> 00:04:34.000]  我經驗過
[00:04:34.000 --> 00:04:36.000]  我們很容易
[00:04:36.000 --> 00:04:38.000]  加諸在各樣的事情上
[00:04:38.000 --> 00:04:40.000]  但真真正正
[00:04:40.000 --> 00:04:42.000]  在我們生命裏
[00:04:42.000 --> 00:04:44.000]  或者在這個時代
[00:04:44.000 --> 00:04:46.000]  我們面對的時候
[00:04:46.000 --> 00:04:48.000]  上帝的心意是怎樣呢?
[00:04:48.000 --> 00:04:50.000]  有時候我們忘記了
[00:04:50.000 --> 00:04:52.000]  今天很想和大家
[00:04:52.000 --> 00:04:54.000]  從幾節的經文
[00:04:54.000 --> 00:04:56.000]  我們彼此提醒
[00:04:56.000 --> 00:04:58.000]  如果我們不能夠
[00:04:58.000 --> 00:05:00.000]  或者我們不嘗試認識
[00:05:00.000 --> 00:05:02.000]  經文裏面所說
[00:05:02.000 --> 00:05:04.000]  很坦白說,生活真的沒什麼意義
[00:05:04.000 --> 00:05:06.000]  做生死為了什麼?
[00:05:06.000 --> 00:05:08.000]  還有做完之後
[00:05:08.000 --> 00:05:10.000]  可能結局不是你期望的
[00:05:10.000 --> 00:05:12.000]  通常都是
[00:05:12.000 --> 00:05:14.000]  不過
[00:05:14.000 --> 00:05:16.000]  神祂自己
[00:05:16.000 --> 00:05:18.000]  有很特別的恩典
[00:05:18.000 --> 00:05:20.000]  今天特別選了舊約全道書
[00:05:20.000 --> 00:05:22.000]  第九章
[00:05:22.000 --> 00:05:24.000]  第七節
[00:05:24.000 --> 00:05:26.000]  到第十節
[00:05:26.000 --> 00:05:28.000]  我想請
[00:05:28.000 --> 00:05:30.000]  頂姐妹替我
[00:05:30.000 --> 00:05:32.000]  讀出來,好嗎?
[00:05:32.000 --> 00:05:34.000]  預備,一二三
[00:05:38.000 --> 00:05:40.000]  (廣東話)
[00:06:08.000 --> 00:06:10.000]  (廣東話)
[00:06:10.000 --> 00:06:12.000]  (廣東話)
[00:06:12.000 --> 00:06:14.000]  (廣東話)
[00:06:14.000 --> 00:06:16.000]  (廣東話)
[00:06:16.000 --> 00:06:18.000]  (廣東話)
[00:06:18.000 --> 00:06:20.000]  (廣東話)
[00:06:20.000 --> 00:06:22.000]  這幾節經文其實我很喜歡
[00:06:22.000 --> 00:06:24.000]  不過我只限於
[00:06:24.000 --> 00:06:26.000]  我幾個死黨的生日
[00:06:26.000 --> 00:06:28.000]  我才夠膽送給他們
[00:06:28.000 --> 00:06:30.000]  不然別人會說,牧師你幹什麼?
[00:06:30.000 --> 00:06:32.000]  送這樣的東西給我
[00:06:32.000 --> 00:06:34.000]  但是當我們看下去的時候
[00:06:34.000 --> 00:06:36.000]  你會發覺
[00:06:36.000 --> 00:06:38.000]  這是一個很大的提醒
[00:06:38.000 --> 00:06:40.000]  其實
[00:06:40.000 --> 00:06:42.000]  不知道你看全道書裡面記得什麼
[00:06:42.000 --> 00:06:44.000]  可能只記得
[00:06:44.000 --> 00:06:46.000]  有兩句很精要
[00:06:46.000 --> 00:06:50.000]  生有時
[00:06:50.000 --> 00:06:52.000]  死有時
[00:06:52.000 --> 00:06:54.000]  災眾有時,賊鬼有時
[00:06:54.000 --> 00:06:56.000]  另外一個是什麼?
[00:06:56.000 --> 00:06:58.000]  有時暴風,有時追風
[00:06:58.000 --> 00:07:00.000]  很多時候我們不太明白
[00:07:00.000 --> 00:07:02.000]  為什麼全道書的作者
[00:07:02.000 --> 00:07:04.000]  好像對人生
[00:07:04.000 --> 00:07:06.000]  這麼消極
[00:07:06.000 --> 00:07:10.000]  好像對人生沒有什麼盼望
[00:07:10.000 --> 00:07:12.000]  我有一次和弟兄聊天
[00:07:12.000 --> 00:07:14.000]  我和弟兄說
[00:07:14.000 --> 00:07:18.000]  我和師母經常祈禱
[00:07:18.000 --> 00:07:20.000]  如果上帝讓我有選擇
[00:07:20.000 --> 00:07:22.000]  七十多歲就好了
[00:07:22.000 --> 00:07:24.000]  不要讓我見到八字
[00:07:24.000 --> 00:07:26.000]  弟兄說牧師你這麼消極
[00:07:26.000 --> 00:07:28.000]  這麼沒信心
[00:07:28.000 --> 00:07:30.000]  我有信心才這樣說的
[00:07:30.000 --> 00:07:32.000]  因為我相信我一定可以回去
[00:07:32.000 --> 00:07:34.000]  對我來說
[00:07:34.000 --> 00:07:36.000]  主權當然在上帝的手裡
[00:07:36.000 --> 00:07:38.000]  但重要的是
[00:07:38.000 --> 00:07:40.000]  我知不知道我自己是怎樣
[00:07:40.000 --> 00:07:42.000]  上帝的心智是怎樣
[00:07:42.000 --> 00:07:46.000]  很多解經家
[00:07:46.000 --> 00:07:48.000]  都認為
[00:07:48.000 --> 00:07:50.000]  全道書是
[00:07:50.000 --> 00:07:52.000]  所羅門王所寫的
[00:07:52.000 --> 00:07:54.000]  很智慧的說話
[00:07:54.000 --> 00:07:56.000]  所羅門的年代
[00:07:56.000 --> 00:07:58.000]  我們一直稱為
[00:07:58.000 --> 00:08:00.000]  最興盛最輝煌的時代
[00:08:00.000 --> 00:08:02.000]  你有沒有看野地的花
[00:08:02.000 --> 00:08:04.000]  比你所穿的
[00:08:04.000 --> 00:08:06.000]  玲瓏綢緞更加漂亮
[00:08:06.000 --> 00:08:10.000]  當時可能是富有
[00:08:10.000 --> 00:08:12.000]  可能是太平可能是昌盛
[00:08:12.000 --> 00:08:14.000]  可能每個人心裡
[00:08:14.000 --> 00:08:16.000]  都很澎湃
[00:08:16.000 --> 00:08:18.000]  但所羅門他寫出全道書
[00:08:18.000 --> 00:08:20.000]  他說在人生裡
[00:08:20.000 --> 00:08:22.000]  如果我們
[00:08:22.000 --> 00:08:24.000]  不是了解
[00:08:24.000 --> 00:08:26.000]  上帝的心意的時候
